ID;Beroep;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
3943;1033 Verpleegkundigen (mbo);Ondergrens 95%-interval;2019;5.5;45.6;2.0;18.0;14.2;58.4;12.1;12.7;1.1;6.4;3.8;3.0;0.6;6.4;1.2;0.1;1.5;6.1;0.2;0.4;27.6;1.8;1.5;11.2;;;;;;;;;;;;;;;;;;10.0;20.3;52.0;1.7;32.3;0.9;24.2;0.6;0.0;0.1;0.0;0.0;0.1;0.0;12.6;;;;;;;;;;
3944;1033 Verpleegkundigen (mbo);Ondergrens 95%-interval;2020;4.7;44.8;2.2;16.4;13.4;52.9;17.4;10.9;0.8;1.2;2.3;2.0;0.0;5.0;0.3;0.0;1.6;3.4;0.7;0.2;29.9;3.5;2.8;18.4;;;;;;;;;;;;;;;;;;9.1;14.3;50.8;6.5;;;;;;;;;;;;;;;;;;;;;
3945;1033 Verpleegkundigen (mbo);Ondergrens 95%-interval;2021;7.0;46.6;2.0;22.0;19.2;38.4;23.7;16.1;1.2;2.8;3.8;1.3;0.1;6.4;2.2;0.0;1.4;5.8;0.2;0.6;16.0;2.2;1.3;22.1;;;;;;;;;;;;;;;;;;14.3;18.8;39.2;6.3;;;;;;;;;;;;;;;;;;;;;
3946;1033 Verpleegkundigen (mbo);Ondergrens 95%-interval;2022;5.9;58.6;2.1;14.0;8.3;56.3;20.0;8.9;0.0;;;;;;;;;;;;;;;;52.9;2.5;1.8;0.2;2.4;3.8;0.7;0.0;2.9;0.8;0.0;0.4;7.8;2.4;1.2;0.6;1.9;10.7;14.4;51.9;5.8;;;;;;;;;;;;;;;;;;;;;
3947;1033 Verpleegkundigen (mbo);Ondergrens 95%-interval;2023;5.2;47.3;2.0;15.9;10.2;64.5;8.8;11.7;0.0;;;;;;;;;;;;;;;;37.0;3.4;8.0;0.2;0.8;2.0;3.3;0.4;3.5;2.2;0.2;0.0;10.7;2.1;1.5;1.9;4.5;6.2;15.3;56.8;4.3;;;;;;;;;;;;;;;;;;;;;
3948;1033 Verpleegkundigen (mbo);Ondergrens 95%-interval;2024;3.4;47.8;2.1;10.0;6.6;68.4;11.5;6.2;0.0;;;;;;;;;;;;;;;;50.5;1.0;2.8;1.2;3.3;1.0;1.2;0.3;2.0;0.7;0.1;0.1;9.2;0.5;4.2;0.4;5.4;8.6;15.2;52.1;5.0;;;;;;;;;;;;;;;;;;;;;
3949;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2014;5.8;54.0;3.2;17.6;19.0;80.0;22.2;17.7;3.9;14.5;13.7;11.5;4.0;9.4;4.4;;8.6;20.9;;5.2;42.3;11.0;10.5;21.4;;;;;;;;;;;;;;;;;;12.7;34.4;68.3;12.5;;;;;;;;;;;;;;;;;;;;;
3950;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2015;7.9;56.7;2.5;23.3;24.5;77.1;16.6;21.8;4.5;9.2;8.7;10.5;5.8;12.8;3.4;;5.0;16.0;5.7;3.1;45.3;10.2;7.5;18.5;;;;;;;;;;;;;;;;;;14.9;25.9;71.6;9.3;;;;;;;;;;;;;;;;;;;;;
3951;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2016;5.5;58.2;3.8;16.4;25.2;76.9;20.4;18.5;3.4;10.3;14.3;8.3;2.8;12.8;5.7;;6.3;15.7;;4.0;40.4;9.4;7.9;21.2;;;;;;;;;;;;;;;;;;11.7;25.9;74.7;7.6;;;;;;;;;;;;;;;;;;;;;
3952;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2017;7.5;51.7;2.9;25.6;25.3;68.5;26.1;22.3;5.8;9.0;10.6;9.8;3.9;10.3;4.9;2.2;6.5;18.2;3.4;4.3;42.0;7.9;7.2;23.6;;;;;;;;;;;;;;;;;;17.1;21.8;71.8;11.2;;;;;;;;;;;;;;;;;;;;;
3953;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2018;6.8;53.9;3.8;20.7;24.0;75.6;17.6;20.7;3.1;10.8;9.4;8.1;2.8;10.6;4.4;1.8;5.5;18.0;3.0;3.2;43.1;6.3;5.6;18.7;;;;;;;;;;;;;;;;;;18.0;21.6;70.0;9.2;;;;;;;;;;;;;;;;;;;;;
3954;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2019;8.8;53.9;3.0;29.1;26.5;70.2;21.2;22.1;5.3;13.7;10.0;8.0;3.5;13.5;4.7;3.3;5.5;12.7;2.4;3.7;39.1;6.8;6.0;19.4;;;;;;;;;;;;;;;;;;18.6;30.6;63.8;5.8;51.3;9.1;42.1;9.8;;4.7;1.6;;4.2;;27.4;;;;;;;;;;
3955;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2020;8.0;54.3;3.7;27.0;27.0;66.6;29.3;20.8;5.5;6.0;8.3;7.6;2.2;12.6;3.2;2.4;6.3;9.6;4.9;2.8;43.9;11.0;10.1;30.0;;;;;;;;;;;;;;;;;;18.8;25.2;64.4;14.9;;;;;;;;;;;;;;;;;;;;;
3956;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2021;11.7;57.0;3.7;36.7;38.2;52.9;37.1;28.1;7.0;9.6;10.9;5.7;3.0;15.3;8.8;2.3;7.3;14.0;3.1;4.6;28.5;8.7;7.5;34.8;;;;;;;;;;;;;;;;;;25.7;31.2;53.5;15.4;;;;;;;;;;;;;;;;;;;;;
3957;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2022;9.6;67.9;3.4;22.8;15.8;68.2;30.7;16.7;2.2;;;;;;;;;;;;;;;;65.0;8.1;6.2;2.2;7.7;10.4;3.8;1.9;8.6;5.2;1.4;3.5;15.6;12.1;8.1;5.6;9.4;19.6;24.2;63.9;12.4;;;;;;;;;;;;;;;;;;;;;
3958;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2023;8.7;56.8;3.0;26.8;20.2;76.7;17.5;21.9;2.5;;;;;;;;;;;;;;;;50.1;9.9;17.3;3.1;5.0;7.1;9.1;3.8;9.6;7.3;2.9;;20.1;11.8;9.5;9.4;14.6;14.6;26.0;69.5;10.8;;;;;;;;;;;;;;;;;;;;;
3959;1033 Verpleegkundigen (mbo);Bovengrens 95%-interval;2024;6.3;57.9;3.4;18.4;14.8;80.1;21.4;14.0;;;;;;;;;;;;;;;;;64.1;5.8;10.7;6.1;9.7;5.2;5.6;4.3;7.8;4.3;3.9;2.6;18.7;7.1;16.5;6.0;18.0;17.9;26.7;65.8;12.5;;;;;;;;;;;;;;;;;;;;;
3960;1034 Medisch praktijkassistenten;Waarde;2014;5.4;44.6;2.2;17.6;11.9;67.6;18.5;13.9;0.0;3.7;6.2;2.1;2.3;7.2;4.0;0.0;3.4;12.5;0.0;0.0;;5.8;4.7;7.2;;;;;;;;;;;;;;;;;;5.8;18.3;72.1;3.7;;;;;;;;;;;;;;;;;;;;;
3961;1034 Medisch praktijkassistenten;Waarde;2015;4.4;48.8;2.4;14.1;11.2;77.4;11.5;10.4;0.6;3.9;5.3;2.7;0.5;10.2;2.4;0.4;7.0;9.1;0.0;0.5;40.5;7.0;1.1;12.7;;;;;;;;;;;;;;;;;;8.4;12.3;75.1;4.2;;;;;;;;;;;;;;;;;;;;;
3962;1034 Medisch praktijkassistenten;Waarde;2016;4.4;48.9;3.4;14.3;15.1;73.3;9.6;15.1;2.0;4.0;5.0;3.1;2.0;6.5;2.2;0.0;2.7;11.5;0.0;2.2;38.8;5.7;4.1;15.9;;;;;;;;;;;;;;;;;;5.4;13.9;77.4;3.3;;;;;;;;;;;;;;;;;;;;;
3963;1034 Medisch praktijkassistenten;Waarde;2017;5.5;48.2;2.6;16.9;12.5;70.9;15.3;12.9;1.0;7.8;4.5;2.8;2.3;12.1;1.5;0.4;2.6;10.6;0.4;1.5;36.6;5.9;2.3;11.8;;;;;;;;;;;;;;;;;;9.4;17.0;69.6;3.9;;;;;;;;;;;;;;;;;;;;;
3964;1034 Medisch praktijkassistenten;Waarde;2018;6.6;53.3;4.0;19.7;17.5;64.3;18.6;15.9;1.2;5.3;4.4;2.3;0.7;10.6;1.9;0.0;1.8;11.4;0.2;1.4;37.6;7.4;3.9;15.1;;;;;;;;;;;;;;;;;;7.8;17.0;72.1;3.1;;;;;;;;;;;;;;;;;;;;;
3965;1034 Medisch praktijkassistenten;Waarde;2019;3.9;49.0;2.4;12.2;11.0;74.7;14.1;11.2;0.0;4.4;3.7;2.7;0.6;6.4;2.8;0.4;4.2;17.7;0.0;1.0;38.8;6.1;2.6;12.0;;;;;;;;;;;;;;;;;;7.0;15.9;73.6;3.5;;;;;;;;;;;;;;;;;;;;;
3966;1034 Medisch praktijkassistenten;Waarde;2020;5.4;47.9;3.0;15.8;13.5;66.6;20.1;12.9;0.4;2.6;2.1;3.9;1.7;8.5;1.5;0.6;1.1;9.3;0.4;0.8;43.6;8.4;3.2;17.4;;;;;;;;;;;;;;;;;;7.9;16.6;69.2;6.3;;;;;;;;;;;;;;;;;;;;;
3967;1034 Medisch praktijkassistenten;Waarde;2021;7.2;54.4;3.9;21.1;12.9;67.5;15.5;16.6;0.4;4.5;4.3;0.3;1.7;7.0;0.6;0.5;7.3;5.6;0.3;0.0;38.1;4.3;5.6;23.8;;;;;;;;;;;;;;;;;;9.4;15.0;68.5;7.1;;;;;;;;;;;;;;;;;;;;;
3968;1034 Medisch praktijkassistenten;Waarde;2022;7.4;73.5;3.0;15.2;13.6;63.5;24.9;11.0;0.7;;;;;;;;;;;;;;;;64.5;3.3;7.4;2.0;3.7;1.4;0.9;0.5;3.8;0.6;0.0;0.8;11.1;3.1;1.5;2.3;3.8;7.2;10.7;71.9;10.2;;;;;;;;;;;;;;;;;;;;;
3969;1034 Medisch praktijkassistenten;Waarde;2023;5.1;56.7;2.8;14.1;10.8;78.9;11.9;8.8;0.4;;;;;;;;;;;;;;;;55.4;4.6;7.1;2.7;3.6;3.6;1.0;0.6;8.9;2.2;0.0;1.6;8.5;1.6;3.7;7.0;10.6;5.9;15.3;71.9;7.0;;;;;;;;;;;;;;;;;;;;;
3970;1034 Medisch praktijkassistenten;Waarde;2024;3.8;58.5;2.6;10.0;6.3;80.8;12.6;6.6;0.0;;;;;;;;;;;;;;;;54.1;4.9;6.1;2.5;5.5;3.5;2.4;0.2;7.7;1.3;0.4;0.9;10.5;1.4;3.1;3.2;6.2;6.0;13.5;71.5;8.9;;;;;;;;;;;;;;;;;;;;;
3971;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2014;3.5;38.2;1.7;11.3;7.1;57.4;11.7;8.5;0.0;1.3;3.0;0.7;0.7;3.7;1.2;0.0;1.3;7.1;0.0;0.0;;2.7;1.8;3.7;;;;;;;;;;;;;;;;;;2.4;11.5;61.9;1.4;;;;;;;;;;;;;;;;;;;;;
3972;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2015;3.0;43.7;1.7;9.6;6.4;70.7;7.7;6.7;0.1;2.0;2.8;1.1;0.1;6.6;0.8;0.1;4.1;5.6;0.0;0.1;33.2;4.1;0.3;8.5;;;;;;;;;;;;;;;;;;5.1;8.2;68.0;1.9;;;;;;;;;;;;;;;;;;;;;
3973;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2016;2.9;43.4;2.3;9.7;8.3;65.6;5.9;10.1;0.6;1.9;2.6;1.4;0.8;3.6;0.8;0.0;1.0;7.4;0.0;0.7;30.9;3.1;1.9;10.8;;;;;;;;;;;;;;;;;;2.8;9.3;70.2;1.4;;;;;;;;;;;;;;;;;;;;;
3974;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2017;3.9;43.1;1.8;12.2;7.9;63.4;10.3;8.7;0.3;4.1;2.3;1.2;0.7;7.9;0.5;0.1;1.0;7.0;0.1;0.4;29.5;3.2;0.9;8.0;;;;;;;;;;;;;;;;;;5.9;11.9;62.3;2.0;;;;;;;;;;;;;;;;;;;;;
3975;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2018;4.9;48.7;3.0;14.6;11.9;57.9;14.0;11.8;0.4;3.1;2.5;1.0;0.2;7.1;0.8;0.0;0.8;8.0;0.0;0.5;31.4;4.8;2.0;11.1;;;;;;;;;;;;;;;;;;4.9;12.8;66.1;1.6;;;;;;;;;;;;;;;;;;;;;
3976;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2019;2.8;44.3;1.7;8.8;7.2;68.3;9.9;7.6;0.0;2.3;1.8;1.2;0.2;3.8;1.2;0.1;2.3;13.1;0.0;0.2;32.2;3.5;1.1;8.4;;;;;;;;;;;;;;;;;;4.3;11.5;67.3;1.7;;;;;;;;;;;;;;;;;;;;;
3977;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2020;4.0;43.2;2.1;11.9;9.4;59.8;15.1;9.0;0.1;1.2;0.8;2.0;0.6;5.3;0.6;0.1;0.3;6.0;0.1;0.1;36.6;5.4;1.3;13.0;;;;;;;;;;;;;;;;;;4.8;12.1;62.5;3.6;;;;;;;;;;;;;;;;;;;;;
3978;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2021;5.2;49.3;2.8;15.3;8.9;60.6;11.0;12.0;0.1;2.5;2.2;0.0;0.6;4.3;0.2;0.1;4.1;3.2;0.0;0.0;31.4;2.1;2.9;18.5;;;;;;;;;;;;;;;;;;6.1;10.8;61.8;4.2;;;;;;;;;;;;;;;;;;;;;
3979;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2022;5.7;69.1;2.3;11.7;9.2;57.6;20.0;7.9;0.2;;;;;;;;;;;;;;;;58.7;1.7;4.8;0.9;2.0;0.6;0.3;0.1;2.1;0.1;0.0;0.2;8.0;1.3;0.4;0.7;1.6;4.5;7.6;66.3;7.2;;;;;;;;;;;;;;;;;;;;;
3980;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2023;3.8;51.9;2.3;10.4;7.1;73.3;8.3;5.8;0.1;;;;;;;;;;;;;;;;49.0;2.4;4.4;1.3;1.9;1.9;0.3;0.1;5.8;0.9;0.0;0.6;5.7;0.4;1.4;3.4;6.0;3.5;11.2;65.6;4.1;;;;;;;;;;;;;;;;;;;;;
3981;1034 Medisch praktijkassistenten;Ondergrens 95%-interval;2024;2.9;54.0;2.2;7.5;4.3;75.6;9.2;4.0;0.0;;;;;;;;;;;;;;;;48.0;2.8;3.8;1.3;3.3;1.8;1.1;0.0;4.9;0.5;0.1;0.3;7.4;0.3;1.1;1.3;3.2;3.5;9.8;65.6;5.9;;;;;;;;;;;;;;;;;;;;;
3982;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2014;7.3;51.2;2.6;23.9;16.6;76.3;28.1;22.0;;9.7;12.1;6.4;7.4;13.6;12.5;;8.8;21.1;;;;12.0;12.1;13.7;;;;;;;;;;;;;;;;;;13.3;27.9;80.5;9.8;;;;;;;;;;;;;;;;;;;;;
3983;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2015;5.7;53.9;3.1;18.6;15.9;82.9;16.9;15.9;4.3;7.5;9.8;6.2;3.6;15.4;6.8;2.8;11.7;14.6;;3.2;48.3;11.6;4.5;18.7;;;;;;;;;;;;;;;;;;13.6;18.1;81.0;8.9;;;;;;;;;;;;;;;;;;;;;
3984;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2016;5.9;54.5;4.5;18.9;22.0;79.8;15.2;22.0;6.2;8.4;9.5;6.9;5.3;11.4;5.9;;7.0;17.5;;6.7;47.4;10.4;8.5;22.8;;;;;;;;;;;;;;;;;;9.8;20.3;83.3;8.0;;;;;;;;;;;;;;;;;;;;;
3985;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2017;7.1;53.3;3.4;21.6;17.1;77.3;22.0;18.7;3.0;14.3;8.5;6.3;7.8;17.9;4.6;2.6;6.5;15.7;3.1;5.7;44.3;10.6;6.2;17.3;;;;;;;;;;;;;;;;;;14.6;23.7;76.1;7.5;;;;;;;;;;;;;;;;;;;;;
3986;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2018;8.3;57.9;5.0;24.7;23.2;70.2;24.4;21.0;3.7;9.0;7.6;5.1;2.9;15.5;4.6;;4.4;16.1;1.5;3.7;44.3;11.4;7.4;20.1;;;;;;;;;;;;;;;;;;12.2;22.3;77.4;5.9;;;;;;;;;;;;;;;;;;;;;
3987;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2019;5.0;53.7;3.0;15.6;14.7;80.2;19.6;16.3;;8.3;7.5;5.9;2.5;10.4;6.2;3.0;7.5;23.6;;3.8;45.7;10.6;6.1;16.7;;;;;;;;;;;;;;;;;;11.3;21.5;79.1;7.0;;;;;;;;;;;;;;;;;;;;;
3988;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2020;6.8;52.6;3.9;19.7;17.6;72.8;26.3;18.1;2.7;5.4;5.3;7.6;4.6;13.2;4.0;3.9;3.3;14.2;3.0;5.6;50.9;12.8;7.3;23.0;;;;;;;;;;;;;;;;;;12.7;22.3;75.2;10.7;;;;;;;;;;;;;;;;;;;;;
3989;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2021;9.2;59.4;4.9;26.8;17.0;73.8;21.4;22.5;2.5;8.0;8.1;2.0;4.6;11.3;2.5;3.5;12.6;9.4;2.3;;45.3;8.5;10.6;30.1;;;;;;;;;;;;;;;;;;14.2;20.5;74.5;11.7;;;;;;;;;;;;;;;;;;;;;
3990;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2022;9.1;77.5;3.7;18.8;17.9;69.0;30.4;15.1;2.7;;;;;;;;;;;;;;;;69.8;6.3;11.2;4.4;6.7;3.3;2.5;2.2;7.0;2.2;;3.2;15.3;7.4;5.7;7.1;8.8;11.1;14.8;76.9;14.4;;;;;;;;;;;;;;;;;;;;;
3991;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2023;6.5;61.4;3.4;17.7;14.5;83.6;16.6;13.0;1.6;;;;;;;;;;;;;;;;61.7;8.8;11.3;5.3;6.7;6.6;3.2;2.7;13.5;5.3;;4.4;12.5;6.4;9.4;13.8;18.1;9.7;20.4;77.4;11.6;;;;;;;;;;;;;;;;;;;;;
3992;1034 Medisch praktijkassistenten;Bovengrens 95%-interval;2024;4.7;62.9;3.1;12.6;8.4;85.2;17.0;10.6;;;;;;;;;;;;;;;;;60.1;8.3;9.7;5.0;9.1;6.5;5.1;1.4;11.8;3.5;2.9;2.8;14.7;5.4;8.0;7.5;11.7;10.1;18.3;76.9;13.4;;;;;;;;;;;;;;;;;;;;;
3993;1035 Medisch vakspecialisten;Waarde;2014;3.7;40.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3994;1035 Medisch vakspecialisten;Waarde;2015;4.7;52.2;2.4;16.4;13.7;65.3;19.5;14.6;0.6;3.7;3.7;4.0;1.3;11.4;4.1;0.0;1.6;8.0;0.5;1.5;49.9;5.1;1.0;7.3;;;;;;;;;;;;;;;;;;8.9;11.8;71.9;7.4;;;;;;;;;;;;;;;;;;;;;
3995;1035 Medisch vakspecialisten;Waarde;2016;4.7;46.6;2.1;20.0;16.6;65.0;18.4;16.6;0.0;9.7;4.8;7.0;4.2;3.7;3.3;0.0;2.8;15.1;0.0;0.5;35.7;1.6;2.0;10.9;;;;;;;;;;;;;;;;;;8.0;12.3;78.4;1.3;;;;;;;;;;;;;;;;;;;;;
3996;1035 Medisch vakspecialisten;Waarde;2017;4.4;45.5;2.9;17.7;14.6;64.0;21.2;13.4;1.3;6.7;1.4;2.7;2.3;9.0;7.4;0.4;4.3;10.2;0.8;0.0;40.8;3.3;0.9;11.5;;;;;;;;;;;;;;;;;;9.6;16.4;65.4;8.7;;;;;;;;;;;;;;;;;;;;;
3997;1035 Medisch vakspecialisten;Waarde;2018;3.3;48.7;2.0;12.8;9.7;71.3;20.1;8.1;0.4;2.5;4.9;1.8;2.5;5.1;2.3;0.0;2.5;8.2;0.3;1.8;54.3;5.3;0.0;11.3;;;;;;;;;;;;;;;;;;7.4;13.1;75.0;4.5;;;;;;;;;;;;;;;;;;;;;
3998;1035 Medisch vakspecialisten;Waarde;2019;5.5;52.3;2.1;19.4;16.7;66.1;19.7;12.8;1.4;5.4;7.3;4.3;1.7;6.8;2.1;0.6;0.0;12.9;0.0;2.3;43.2;5.4;1.5;9.5;;;;;;;;;;;;;;;;;;7.7;15.3;68.2;8.8;;;;;;;;;;;;;;;;;;;;;
3999;1035 Medisch vakspecialisten;Waarde;2020;4.2;44.1;1.9;17.0;14.4;56.7;27.8;15.0;0.5;7.6;3.7;5.0;1.0;6.5;2.3;0.7;3.6;7.4;0.6;2.0;41.4;1.7;1.8;16.1;;;;;;;;;;;;;;;;;;7.3;17.0;70.3;5.4;;;;;;;;;;;;;;;;;;;;;
4000;1035 Medisch vakspecialisten;Waarde;2021;5.3;49.9;2.5;19.7;17.3;56.8;29.3;12.0;1.9;4.5;4.2;3.6;1.3;7.2;2.0;0.0;5.1;6.4;0.7;0.0;42.1;1.7;0.0;21.8;;;;;;;;;;;;;;;;;;11.0;5.8;72.3;10.8;;;;;;;;;;;;;;;;;;;;;
4001;1035 Medisch vakspecialisten;Waarde;2022;5.2;55.0;2.4;17.4;14.5;66.6;19.9;12.3;1.3;;;;;;;;;;;;;;;;59.7;5.9;5.7;1.6;2.5;5.1;2.6;2.6;2.4;1.1;0.7;0.5;9.5;;;;;11.5;12.6;72.0;3.9;;;;;;;;;;;;;;;;;;;;;
4002;1035 Medisch vakspecialisten;Waarde;2023;4.6;52.4;2.4;16.9;11.3;63.6;23.8;12.0;0.6;;;;;;;;;;;;;;;;54.9;3.1;11.0;2.1;1.1;1.4;4.3;0.9;6.9;2.1;0.4;0.8;11.1;;;;;8.9;10.2;72.5;8.4;;;;;;;;;;;;;;;;;;;;;
4003;1035 Medisch vakspecialisten;Waarde;2024;5.3;52.8;2.8;18.9;12.6;70.7;19.0;9.0;1.3;;;;;;;;;;;;;;;;50.0;5.9;9.2;3.1;5.3;1.4;6.3;1.7;3.1;1.3;0.5;0.0;12.3;;;;;5.5;13.2;76.0;5.3;;;;;;;;;;;;;;;;;;;;;
4004;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2014;2.0;34.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4005;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2015;3.0;45.7;1.6;10.1;7.6;56.6;13.6;9.3;0.1;1.6;1.5;1.6;0.4;6.7;1.6;0.0;0.4;4.2;0.1;0.4;40.9;2.3;0.1;3.9;;;;;;;;;;;;;;;;;;5.0;7.0;63.0;3.8;;;;;;;;;;;;;;;;;;;;;
4006;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2016;3.1;40.8;1.6;13.6;10.5;56.1;12.5;10.9;0.0;5.5;2.1;3.6;1.8;1.4;1.2;0.0;1.1;9.6;0.0;0.1;27.6;0.4;0.5;6.6;;;;;;;;;;;;;;;;;;4.2;7.4;69.9;0.3;;;;;;;;;;;;;;;;;;;;;
4007;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2017;2.9;39.5;1.9;12.0;7.4;54.8;14.7;8.3;0.3;3.3;0.3;1.0;0.8;5.0;3.7;0.1;1.6;5.9;0.1;0.0;32.0;1.4;0.1;6.9;;;;;;;;;;;;;;;;;;5.4;10.4;56.0;4.6;;;;;;;;;;;;;;;;;;;;;
4008;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2018;2.2;43.7;1.6;8.7;5.4;64.2;14.8;5.0;0.1;0.8;2.6;0.7;1.0;2.8;0.9;0.0;1.0;4.9;0.0;0.7;46.8;2.9;0.0;7.3;;;;;;;;;;;;;;;;;;4.6;8.8;68.3;2.3;;;;;;;;;;;;;;;;;;;;;
4009;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2019;3.7;46.8;1.7;13.5;10.1;58.2;14.0;8.3;0.4;2.8;4.3;2.0;0.5;3.6;0.8;0.1;0.0;8.4;0.0;0.8;35.4;2.9;0.4;6.0;;;;;;;;;;;;;;;;;;4.5;10.5;60.5;5.2;;;;;;;;;;;;;;;;;;;;;
4010;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2020;2.7;38.7;1.6;11.8;9.5;48.0;20.8;9.9;0.1;4.0;1.5;2.5;0.2;3.4;0.9;0.1;1.2;3.8;0.1;0.7;33.2;0.5;0.4;10.8;;;;;;;;;;;;;;;;;;3.9;11.4;61.9;2.6;;;;;;;;;;;;;;;;;;;;;
4011;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2021;3.8;44.2;1.7;14.0;10.6;48.6;22.5;7.7;0.7;2.0;1.9;1.4;0.5;4.1;0.7;0.0;2.4;3.4;0.1;0.0;34.2;0.6;0.0;15.9;;;;;;;;;;;;;;;;;;6.7;3.2;64.4;6.6;;;;;;;;;;;;;;;;;;;;;
4012;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2022;3.5;49.6;1.7;11.7;6.9;59.4;14.8;8.3;0.3;;;;;;;;;;;;;;;;52.4;2.8;3.1;0.5;1.0;2.6;1.1;1.2;1.1;0.3;0.1;0.1;6.2;;;;;7.4;8.6;65.0;1.8;;;;;;;;;;;;;;;;;;;;;
4013;1035 Medisch vakspecialisten;Ondergrens 95%-interval;2023;3.2;46.9;1.7;11.9;7.1;56.0;17.9;7.8;0.1;;;;;;;;;;;;;;;;47.3;1.3;7.0;0.8;0.3;0.4;2.0;0.2;4.0;0.8;0.1;0.2;7.0;;;;;5.3;6.4;65.1;5.0;;;;;;;;;;;;;;;;;;;;;
