ID;Geslacht;Leeftijd;Maandloon;BedrijfstakkenSBI2008;HerkomstNationaliteit;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
4859;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;EU 10;2014, vrijdag 26 september;4.0;2.5;1.5
4860;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2006, vrijdag 29 september;0.6;0.3;0.3
4861;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2007, vrijdag 28 september;0.7;0.3;0.3
4862;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2008, vrijdag 26 september;0.7;0.3;0.3
4863;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2009, vrijdag 25 september;0.7;0.3;0.4
4864;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2010, vrijdag 24 september;0.7;0.3;0.3
4865;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2011, vrijdag 23 september;0.6;0.3;0.3
4866;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2012, vrijdag 28 september;0.6;0.3;0.3
4867;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2013, vrijdag 28 september;0.6;0.3;0.3
4868;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;België;2014, vrijdag 26 september;0.6;0.3;0.3
4869;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2006, vrijdag 29 september;0.1;0.1;0.0
4870;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2007, vrijdag 28 september;0.1;0.1;0.0
4871;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2008, vrijdag 26 september;0.1;0.1;0.0
4872;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2009, vrijdag 25 september;0.1;0.1;0.0
4873;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2010, vrijdag 24 september;0.1;0.1;0.0
4874;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2011, vrijdag 23 september;0.1;0.1;0.0
4875;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2012, vrijdag 28 september;0.1;0.1;0.0
4876;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2013, vrijdag 28 september;0.1;0.1;0.0
4877;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Bulgarije;2014, vrijdag 26 september;0.2;0.2;0.0
4878;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2006, vrijdag 29 september;1.6;0.7;0.8
4879;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2007, vrijdag 28 september;1.6;0.7;0.8
4880;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2008, vrijdag 26 september;1.2;0.7;0.4
4881;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2009, vrijdag 25 september;1.1;0.7;0.4
4882;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2010, vrijdag 24 september;1.1;0.7;0.4
4883;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2011, vrijdag 23 september;1.1;0.7;0.4
4884;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2012, vrijdag 28 september;1.1;0.7;0.4
4885;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2013, vrijdag 28 september;1.1;0.7;0.4
4886;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Duitsland;2014, vrijdag 26 september;1.1;0.7;0.4
4887;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2006, vrijdag 29 september;0.2;0.1;0.0
4888;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2007, vrijdag 28 september;0.2;0.1;0.0
4889;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2008, vrijdag 26 september;0.2;0.2;0.0
4890;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2009, vrijdag 25 september;0.2;0.2;0.0
4891;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2010, vrijdag 24 september;0.2;0.1;0.0
4892;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2011, vrijdag 23 september;0.2;0.1;0.0
4893;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2012, vrijdag 28 september;0.2;0.1;0.0
4894;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2013, vrijdag 28 september;0.2;0.1;0.0
4895;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Frankrijk;2014, vrijdag 26 september;0.2;0.1;0.0
4896;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2006, vrijdag 29 september;0.2;0.2;0.0
4897;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2007, vrijdag 28 september;0.2;0.2;0.0
4898;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2008, vrijdag 26 september;0.2;0.2;0.0
4899;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2009, vrijdag 25 september;0.2;0.2;0.0
4900;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2010, vrijdag 24 september;0.2;0.2;0.0
4901;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2011, vrijdag 23 september;0.2;0.2;0.0
4902;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2012, vrijdag 28 september;0.3;0.2;0.0
4903;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2013, vrijdag 28 september;0.3;0.3;0.1
4904;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Griekenland;2014, vrijdag 26 september;0.3;0.3;0.0
4905;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2006, vrijdag 29 september;0.3;0.2;0.0
4906;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2007, vrijdag 28 september;0.3;0.2;0.1
4907;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2008, vrijdag 26 september;0.3;0.2;0.1
4908;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2009, vrijdag 25 september;0.3;0.2;0.0
4909;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2010, vrijdag 24 september;0.3;0.2;0.0
4910;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2011, vrijdag 23 september;0.3;0.2;0.1
4911;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2012, vrijdag 28 september;0.3;0.3;0.1
4912;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2013, vrijdag 28 september;0.4;0.3;0.1
4913;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Italië;2014, vrijdag 26 september;0.6;0.4;0.1
4914;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2006, vrijdag 29 september;1.0;0.5;0.5
4915;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2007, vrijdag 28 september;2.0;0.7;1.3
4916;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2008, vrijdag 26 september;2.1;0.8;1.3
4917;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2009, vrijdag 25 september;2.1;0.9;1.2
4918;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2010, vrijdag 24 september;2.2;1.0;1.2
4919;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2011, vrijdag 23 september;2.2;1.0;1.1
4920;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2012, vrijdag 28 september;2.3;1.1;1.1
4921;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2013, vrijdag 28 september;2.8;1.4;1.4
4922;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Polen;2014, vrijdag 26 september;2.6;1.4;1.2
4923;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2006, vrijdag 29 september;0.2;0.1;0.0
4924;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2007, vrijdag 28 september;0.2;0.1;0.1
4925;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2008, vrijdag 26 september;0.2;0.1;0.0
4926;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2009, vrijdag 25 september;0.2;0.2;0.0
4927;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2010, vrijdag 24 september;0.2;0.1;0.0
4928;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2011, vrijdag 23 september;0.2;0.1;0.0
4929;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2012, vrijdag 28 september;0.2;0.1;0.0
4930;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2013, vrijdag 28 september;0.2;0.2;0.0
4931;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Portugal;2014, vrijdag 26 september;0.2;0.2;0.0
4932;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2006, vrijdag 29 september;0.1;0.1;0.0
4933;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2007, vrijdag 28 september;0.1;0.1;0.0
4934;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2008, vrijdag 26 september;0.1;0.1;0.0
4935;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2009, vrijdag 25 september;0.1;0.1;0.0
4936;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2010, vrijdag 24 september;0.1;0.1;0.0
4937;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2011, vrijdag 23 september;0.1;0.1;0.0
4938;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2012, vrijdag 28 september;0.1;0.1;0.0
4939;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2013, vrijdag 28 september;0.1;0.1;0.0
4940;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Roemenië;2014, vrijdag 26 september;0.3;0.2;0.0
4941;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2006, vrijdag 29 september;0.2;0.2;0.0
4942;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2007, vrijdag 28 september;0.2;0.2;0.0
4943;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2008, vrijdag 26 september;0.2;0.1;0.0
4944;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2009, vrijdag 25 september;0.2;0.1;0.0
4945;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2010, vrijdag 24 september;0.2;0.1;0.0
4946;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2011, vrijdag 23 september;0.2;0.2;0.0
4947;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2012, vrijdag 28 september;0.3;0.2;0.1
4948;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2013, vrijdag 28 september;0.3;0.3;0.1
4949;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Spanje;2014, vrijdag 26 september;0.4;0.3;0.1
4950;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2006, vrijdag 29 september;0.4;0.3;0.1
4951;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2007, vrijdag 28 september;0.4;0.3;0.1
4952;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2008, vrijdag 26 september;0.4;0.3;0.0
4953;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2009, vrijdag 25 september;0.3;0.3;0.1
4954;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2010, vrijdag 24 september;0.3;0.3;0.0
4955;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2011, vrijdag 23 september;0.4;0.3;0.1
4956;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2012, vrijdag 28 september;0.4;0.3;0.1
4957;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2013, vrijdag 28 september;0.4;0.3;0.1
4958;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;G-I Handel, vervoer en horeca;Verenigd Koninkrijk;2014, vrijdag 26 september;0.4;0.3;0.0
4959;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2006, vrijdag 29 september;0.5;0.4;0.1
4960;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2007, vrijdag 28 september;0.6;0.5;0.1
4961;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2008, vrijdag 26 september;0.7;0.5;0.1
4962;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2009, vrijdag 25 september;0.9;0.6;0.3
4963;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2010, vrijdag 24 september;0.6;0.5;0.1
4964;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2011, vrijdag 23 september;0.5;0.4;0.1
4965;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2012, vrijdag 28 september;0.6;0.5;0.1
4966;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2013, vrijdag 28 september;0.5;0.5;0.1
4967;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Totaal;2014, vrijdag 26 september;0.6;0.5;0.1
4968;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2006, vrijdag 29 september;0.0;0.0;0.0
4969;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2007, vrijdag 28 september;0.0;0.0;0.0
4970;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2008, vrijdag 26 september;0.0;0.0;0.0
4971;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2009, vrijdag 25 september;0.1;0.1;0.0
4972;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2010, vrijdag 24 september;0.1;0.1;0.0
4973;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2011, vrijdag 23 september;0.0;0.0;0.0
4974;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2012, vrijdag 28 september;0.1;0.1;0.0
4975;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2013, vrijdag 28 september;0.1;0.1;0.0
4976;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Afrika;2014, vrijdag 26 september;0.1;0.1;0.0
4977;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2006, vrijdag 29 september;0.1;0.1;0.0
4978;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2007, vrijdag 28 september;0.2;0.2;0.0
4979;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2008, vrijdag 26 september;0.1;0.1;0.0
4980;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2009, vrijdag 25 september;0.2;0.2;0.0
4981;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2010, vrijdag 24 september;0.1;0.1;0.0
4982;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2011, vrijdag 23 september;0.1;0.1;0.0
4983;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2012, vrijdag 28 september;0.1;0.1;0.0
4984;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2013, vrijdag 28 september;0.1;0.1;0.0
4985;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Amerika;2014, vrijdag 26 september;0.1;0.1;0.0
4986;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2006, vrijdag 29 september;0.1;0.1;0.0
4987;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2007, vrijdag 28 september;0.1;0.1;0.0
4988;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2008, vrijdag 26 september;0.1;0.1;0.0
4989;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2009, vrijdag 25 september;0.1;0.1;0.0
4990;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2010, vrijdag 24 september;0.1;0.1;0.0
4991;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2011, vrijdag 23 september;0.1;0.1;0.0
4992;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2012, vrijdag 28 september;0.1;0.1;0.0
4993;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2013, vrijdag 28 september;0.1;0.1;0.0
4994;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Azië;2014, vrijdag 26 september;0.1;0.1;0.0
4995;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2006, vrijdag 29 september;0.3;0.2;0.1
4996;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2007, vrijdag 28 september;0.3;0.2;0.1
4997;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2008, vrijdag 26 september;0.3;0.2;0.1
4998;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2009, vrijdag 25 september;0.5;0.2;0.3
4999;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2010, vrijdag 24 september;0.3;0.2;0.1
5000;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2011, vrijdag 23 september;0.3;0.2;0.1
5001;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2012, vrijdag 28 september;0.3;0.2;0.1
5002;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2013, vrijdag 28 september;0.3;0.2;0.1
5003;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Europa;2014, vrijdag 26 september;0.3;0.2;0.1
5004;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2006, vrijdag 29 september;0.0;0.0;0.0
5005;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2007, vrijdag 28 september;0.0;0.0;0.0
5006;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2008, vrijdag 26 september;0.0;0.0;0.0
5007;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2009, vrijdag 25 september;0.0;0.0;0.0
5008;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2010, vrijdag 24 september;0.0;0.0;0.0
5009;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2011, vrijdag 23 september;0.0;0.0;0.0
5010;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2012, vrijdag 28 september;0.0;0.0;0.0
5011;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2013, vrijdag 28 september;0.0;0.0;0.0
5012;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;Oceanië;2014, vrijdag 26 september;0.0;0.0;0.0
5013;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2006, vrijdag 29 september;0.2;0.1;0.1
5014;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2007, vrijdag 28 september;0.3;0.2;0.1
5015;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2008, vrijdag 26 september;0.3;0.1;0.1
5016;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2009, vrijdag 25 september;0.4;0.1;0.3
5017;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2010, vrijdag 24 september;0.3;0.2;0.1
5018;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2011, vrijdag 23 september;0.3;0.2;0.1
5019;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2012, vrijdag 28 september;0.3;0.2;0.1
5020;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2013, vrijdag 28 september;0.2;0.2;0.1
5021;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 26;2014, vrijdag 26 september;0.3;0.2;0.1
5022;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);1;J Informatie en communicatie;EU 10;2006, vrijdag 29 september;0.0;0.0;0.0
