ID;Bromfietssoort;Geslacht;Persoonskenmerken;Perioden;PersonenInBezitVanVoertuigen_1;PersonenInBezitVanVoertuigen_2
622;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2014;33200;3.2
623;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2015;34100;3.3
624;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2010;25500;2.6
625;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2011;26800;2.7
626;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2012;27200;2.7
627;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2013;27700;2.8
628;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2014;27900;2.8
629;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2015;28100;2.8
630;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2010;29800;2.5
631;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2011;29100;2.6
632;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2012;28100;2.6
633;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2013;27700;2.7
634;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2014;27400;2.7
635;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2015;27300;2.8
636;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2010;44300;3.4
637;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2011;43600;3.4
638;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2012;41700;3.3
639;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2013;39800;3.2
640;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2014;37600;3.1
641;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2015;35100;3.0
642;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2010;56800;4.4
643;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2011;58300;4.5
644;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2012;56900;4.4
645;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2013;54600;4.3
646;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2014;52200;4.1
647;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2015;50500;4.0
648;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2010;43700;3.7
649;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2011;46700;3.9
650;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2012;48400;4.0
651;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2013;49700;4.1
652;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2014;50200;4.0
653;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2015;50500;4.0
654;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2010;27800;2.6
655;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2011;29900;2.8
656;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2012;31400;2.9
657;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2013;33000;3.0
658;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2014;34100;3.0
659;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2015;35300;3.1
660;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2010;18100;1.7
661;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2011;20100;1.8
662;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2012;20700;2.0
663;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2013;21700;2.1
664;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2014;22600;2.2
665;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2015;23400;2.3
666;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 70 jaar;2010;8700;1.1
667;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 70 jaar;2011;9400;1.2
668;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 70 jaar;2012;11000;1.3
669;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 70 jaar;2013;12600;1.3
670;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 70 jaar;2014;13800;1.4
671;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 70 jaar;2015;15100;1.5
672;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 70 tot 75 jaar;2010;4500;0.7
673;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 70 tot 75 jaar;2011;4900;0.8
674;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 70 tot 75 jaar;2012;5200;0.8
675;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 70 tot 75 jaar;2013;5600;0.9
676;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 70 tot 75 jaar;2014;6100;0.9
677;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 70 tot 75 jaar;2015;6700;0.9
678;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 tot 80 jaar;2010;2300;0.5
679;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 tot 80 jaar;2011;2300;0.5
680;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 tot 80 jaar;2012;2400;0.5
681;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 tot 80 jaar;2013;2400;0.5
682;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 tot 80 jaar;2014;2600;0.5
683;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 tot 80 jaar;2015;2900;0.5
684;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 80 tot 85 jaar;2010;800;0.2
685;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 80 tot 85 jaar;2011;800;0.3
686;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 80 tot 85 jaar;2012;900;0.3
687;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 80 tot 85 jaar;2013;1000;0.3
688;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 80 tot 85 jaar;2014;1000;0.3
689;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 80 tot 85 jaar;2015;1100;0.3
690;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;2010;200;0.1
691;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;2011;300;0.1
692;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;2012;300;0.1
693;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;2013;300;0.1
694;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;2014;300;0.1
695;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;2015;300;0.1
696;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 25 jaar;2010;114400;6.3
697;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 25 jaar;2011;113100;6.2
698;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 25 jaar;2012;101600;5.5
699;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 25 jaar;2013;87400;4.8
700;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 25 jaar;2014;74700;4.1
701;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 25 jaar;2015;67300;3.6
702;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2010;51200;2.6
703;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2011;54600;2.7
704;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2012;57100;2.8
705;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013;59600;3.0
706;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014;61100;3.0
707;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015;62100;3.0
708;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2010;74100;3.0
709;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2011;72700;3.0
710;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2012;69800;3.0
711;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013;67500;3.0
712;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014;64900;2.9
713;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2015;62400;2.9
714;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2010;100500;4.1
715;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2011;104900;4.2
716;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2012;105300;4.2
717;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2013;104300;4.2
718;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2014;102400;4.1
719;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2015;101000;4.0
720;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2010;45900;2.1
721;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2011;50000;2.3
722;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2012;52100;2.4
723;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2013;54700;2.5
724;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2014;56700;2.6
725;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2015;58800;2.7
726;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2010;13100;1.0
727;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2011;14300;1.0
728;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2012;16200;1.1
729;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2013;18200;1.1
730;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2014;20000;1.2
731;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2015;21800;1.3
732;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2010;3300;0.3
733;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2011;3400;0.3
734;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2012;3600;0.3
735;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2013;3700;0.3
736;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2014;4000;0.4
737;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2015;4200;0.4
738;Bromfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2010;337200;3.2
739;Bromfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2011;345000;3.2
740;Bromfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2012;337700;3.2
741;Bromfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2013;328200;3.1
742;Bromfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2014;317700;3.0
743;Bromfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2015;311600;2.9
744;Bromfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2010;33200;2.6
745;Bromfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2011;34500;2.7
746;Bromfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2012;34600;2.6
747;Bromfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2013;34400;2.6
748;Bromfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2014;34000;2.5
749;Bromfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2015;33700;2.4
750;Bromfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2010;32100;2.4
751;Bromfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2011;33600;2.4
752;Bromfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2012;33500;2.4
753;Bromfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2013;32800;2.3
754;Bromfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2014;32200;2.2
755;Bromfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2015;32300;2.1
756;Bromfiets;Totaal mannen en vrouwen;Werknemer;2010;259100;3.8
757;Bromfiets;Totaal mannen en vrouwen;Werknemer;2011;257300;3.8
758;Bromfiets;Totaal mannen en vrouwen;Werknemer;2012;246600;3.6
759;Bromfiets;Totaal mannen en vrouwen;Werknemer;2013;236400;3.5
760;Bromfiets;Totaal mannen en vrouwen;Werknemer;2014;226400;3.4
761;Bromfiets;Totaal mannen en vrouwen;Werknemer;2015;221800;3.4
762;Bromfiets;Totaal mannen en vrouwen;Zelfstandige;2010;32800;3.5
763;Bromfiets;Totaal mannen en vrouwen;Zelfstandige;2011;35400;3.7
764;Bromfiets;Totaal mannen en vrouwen;Zelfstandige;2012;37400;3.8
765;Bromfiets;Totaal mannen en vrouwen;Zelfstandige;2013;38400;3.7
766;Bromfiets;Totaal mannen en vrouwen;Zelfstandige;2014;39000;3.7
767;Bromfiets;Totaal mannen en vrouwen;Zelfstandige;2015;38000;3.7
768;Bromfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2010;35600;3.4
769;Bromfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2011;39900;3.6
770;Bromfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2012;40200;3.6
771;Bromfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2013;41700;3.6
772;Bromfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2014;44400;3.6
773;Bromfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2015;46000;3.6
774;Bromfiets;Totaal mannen en vrouwen;Pensioenontvanger;2010;22100;0.8
775;Bromfiets;Totaal mannen en vrouwen;Pensioenontvanger;2011;23900;0.9
776;Bromfiets;Totaal mannen en vrouwen;Pensioenontvanger;2012;24700;0.9
777;Bromfiets;Totaal mannen en vrouwen;Pensioenontvanger;2013;25800;0.9
778;Bromfiets;Totaal mannen en vrouwen;Pensioenontvanger;2014;26700;0.9
779;Bromfiets;Totaal mannen en vrouwen;Pensioenontvanger;2015;27600;0.9
780;Bromfiets;Totaal mannen en vrouwen;Student;2010;36200;4.3
781;Bromfiets;Totaal mannen en vrouwen;Student;2011;41900;4.7
782;Bromfiets;Totaal mannen en vrouwen;Student;2012;44700;4.9
783;Bromfiets;Totaal mannen en vrouwen;Student;2013;41900;4.5
784;Bromfiets;Totaal mannen en vrouwen;Student;2014;36500;3.8
785;Bromfiets;Totaal mannen en vrouwen;Student;2015;32500;3.3
786;Bromfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2010;16700;1.9
787;Bromfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2011;14600;1.7
788;Bromfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2012;12200;1.5
789;Bromfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2013;11300;1.4
790;Bromfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2014;11000;1.3
791;Bromfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2015;11700;1.4
792;Bromfiets;Mannen;Totaal persoonskenmerken;2010;294900;4.5
793;Bromfiets;Mannen;Totaal persoonskenmerken;2011;302700;4.6
794;Bromfiets;Mannen;Totaal persoonskenmerken;2012;298800;4.5
795;Bromfiets;Mannen;Totaal persoonskenmerken;2013;293400;4.4
796;Bromfiets;Mannen;Totaal persoonskenmerken;2014;286300;4.3
797;Bromfiets;Mannen;Totaal persoonskenmerken;2015;283100;4.2
798;Bromfiets;Mannen;Leeftijd: 16 tot 18 jaar;2010;29000;14.3
799;Bromfiets;Mannen;Leeftijd: 16 tot 18 jaar;2011;22600;11.1
800;Bromfiets;Mannen;Leeftijd: 16 tot 18 jaar;2012;12800;6.4
801;Bromfiets;Mannen;Leeftijd: 16 tot 18 jaar;2013;8300;4.2
802;Bromfiets;Mannen;Leeftijd: 16 tot 18 jaar;2014;5900;3.0
803;Bromfiets;Mannen;Leeftijd: 16 tot 18 jaar;2015;6200;3.1
804;Bromfiets;Mannen;Leeftijd: 18 tot 20 jaar;2010;22600;10.8
805;Bromfiets;Mannen;Leeftijd: 18 tot 20 jaar;2011;24300;11.7
806;Bromfiets;Mannen;Leeftijd: 18 tot 20 jaar;2012;24200;11.7
807;Bromfiets;Mannen;Leeftijd: 18 tot 20 jaar;2013;17600;8.6
808;Bromfiets;Mannen;Leeftijd: 18 tot 20 jaar;2014;11200;5.5
809;Bromfiets;Mannen;Leeftijd: 18 tot 20 jaar;2015;8800;4.4
810;Bromfiets;Mannen;Leeftijd: 20 tot 25 jaar;2010;27400;5.4
811;Bromfiets;Mannen;Leeftijd: 20 tot 25 jaar;2011;30800;6.0
812;Bromfiets;Mannen;Leeftijd: 20 tot 25 jaar;2012;32500;6.2
813;Bromfiets;Mannen;Leeftijd: 20 tot 25 jaar;2013;33600;6.4
814;Bromfiets;Mannen;Leeftijd: 20 tot 25 jaar;2014;33700;6.3
815;Bromfiets;Mannen;Leeftijd: 20 tot 25 jaar;2015;30500;5.7
816;Bromfiets;Mannen;Leeftijd: 25 tot 30 jaar;2010;18900;3.8
817;Bromfiets;Mannen;Leeftijd: 25 tot 30 jaar;2011;20400;4.1
818;Bromfiets;Mannen;Leeftijd: 25 tot 30 jaar;2012;22000;4.4
819;Bromfiets;Mannen;Leeftijd: 25 tot 30 jaar;2013;23400;4.6
820;Bromfiets;Mannen;Leeftijd: 25 tot 30 jaar;2014;24400;4.7
821;Bromfiets;Mannen;Leeftijd: 25 tot 30 jaar;2015;24900;4.8
822;Bromfiets;Mannen;Leeftijd: 30 tot 35 jaar;2010;19300;3.9
823;Bromfiets;Mannen;Leeftijd: 30 tot 35 jaar;2011;20300;4.1
824;Bromfiets;Mannen;Leeftijd: 30 tot 35 jaar;2012;20700;4.1
825;Bromfiets;Mannen;Leeftijd: 30 tot 35 jaar;2013;21300;4.3
826;Bromfiets;Mannen;Leeftijd: 30 tot 35 jaar;2014;21500;4.3
827;Bromfiets;Mannen;Leeftijd: 30 tot 35 jaar;2015;21700;4.3
828;Bromfiets;Mannen;Leeftijd: 35 tot 40 jaar;2010;21900;3.7
829;Bromfiets;Mannen;Leeftijd: 35 tot 40 jaar;2011;21700;3.9
830;Bromfiets;Mannen;Leeftijd: 35 tot 40 jaar;2012;21000;4.0
831;Bromfiets;Mannen;Leeftijd: 35 tot 40 jaar;2013;21000;4.1
832;Bromfiets;Mannen;Leeftijd: 35 tot 40 jaar;2014;21000;4.2
833;Bromfiets;Mannen;Leeftijd: 35 tot 40 jaar;2015;21000;4.2
834;Bromfiets;Mannen;Leeftijd: 40 tot 45 jaar;2010;30400;4.7
835;Bromfiets;Mannen;Leeftijd: 40 tot 45 jaar;2011;30100;4.6
836;Bromfiets;Mannen;Leeftijd: 40 tot 45 jaar;2012;29300;4.6
837;Bromfiets;Mannen;Leeftijd: 40 tot 45 jaar;2013;28300;4.5
838;Bromfiets;Mannen;Leeftijd: 40 tot 45 jaar;2014;27000;4.4
839;Bromfiets;Mannen;Leeftijd: 40 tot 45 jaar;2015;25500;4.4
840;Bromfiets;Mannen;Leeftijd: 45 tot 50 jaar;2010;39900;6.2
841;Bromfiets;Mannen;Leeftijd: 45 tot 50 jaar;2011;40900;6.3
842;Bromfiets;Mannen;Leeftijd: 45 tot 50 jaar;2012;40100;6.2
843;Bromfiets;Mannen;Leeftijd: 45 tot 50 jaar;2013;38800;6.0
844;Bromfiets;Mannen;Leeftijd: 45 tot 50 jaar;2014;37300;5.8
845;Bromfiets;Mannen;Leeftijd: 45 tot 50 jaar;2015;36300;5.7
846;Bromfiets;Mannen;Leeftijd: 50 tot 55 jaar;2010;33300;5.7
847;Bromfiets;Mannen;Leeftijd: 50 tot 55 jaar;2011;35300;5.9
848;Bromfiets;Mannen;Leeftijd: 50 tot 55 jaar;2012;36400;6.0
849;Bromfiets;Mannen;Leeftijd: 50 tot 55 jaar;2013;37200;6.1
850;Bromfiets;Mannen;Leeftijd: 50 tot 55 jaar;2014;37500;6.0
851;Bromfiets;Mannen;Leeftijd: 50 tot 55 jaar;2015;37800;6.0
852;Bromfiets;Mannen;Leeftijd: 55 tot 60 jaar;2010;22400;4.2
853;Bromfiets;Mannen;Leeftijd: 55 tot 60 jaar;2011;23900;4.4
854;Bromfiets;Mannen;Leeftijd: 55 tot 60 jaar;2012;25100;4.6
855;Bromfiets;Mannen;Leeftijd: 55 tot 60 jaar;2013;26300;4.8
856;Bromfiets;Mannen;Leeftijd: 55 tot 60 jaar;2014;27100;4.8
857;Bromfiets;Mannen;Leeftijd: 55 tot 60 jaar;2015;28100;4.9
858;Bromfiets;Mannen;Leeftijd: 60 tot 65 jaar;2010;15300;2.9
859;Bromfiets;Mannen;Leeftijd: 60 tot 65 jaar;2011;17000;3.1
860;Bromfiets;Mannen;Leeftijd: 60 tot 65 jaar;2012;17500;3.3
861;Bromfiets;Mannen;Leeftijd: 60 tot 65 jaar;2013;18200;3.5
862;Bromfiets;Mannen;Leeftijd: 60 tot 65 jaar;2014;18900;3.7
863;Bromfiets;Mannen;Leeftijd: 60 tot 65 jaar;2015;19500;3.8
864;Bromfiets;Mannen;Leeftijd: 65 tot 70 jaar;2010;7500;2.0
865;Bromfiets;Mannen;Leeftijd: 65 tot 70 jaar;2011;8100;2.1
866;Bromfiets;Mannen;Leeftijd: 65 tot 70 jaar;2012;9500;2.2
867;Bromfiets;Mannen;Leeftijd: 65 tot 70 jaar;2013;10900;2.4
868;Bromfiets;Mannen;Leeftijd: 65 tot 70 jaar;2014;11900;2.5
869;Bromfiets;Mannen;Leeftijd: 65 tot 70 jaar;2015;13000;2.6
870;Bromfiets;Mannen;Leeftijd: 70 tot 75 jaar;2010;4000;1.4
871;Bromfiets;Mannen;Leeftijd: 70 tot 75 jaar;2011;4300;1.5
872;Bromfiets;Mannen;Leeftijd: 70 tot 75 jaar;2012;4600;1.5
873;Bromfiets;Mannen;Leeftijd: 70 tot 75 jaar;2013;5000;1.6
874;Bromfiets;Mannen;Leeftijd: 70 tot 75 jaar;2014;5400;1.7
875;Bromfiets;Mannen;Leeftijd: 70 tot 75 jaar;2015;5800;1.7
876;Bromfiets;Mannen;Leeftijd: 75 tot 80 jaar;2010;2100;1.0
877;Bromfiets;Mannen;Leeftijd: 75 tot 80 jaar;2011;2100;1.0
878;Bromfiets;Mannen;Leeftijd: 75 tot 80 jaar;2012;2200;1.0
879;Bromfiets;Mannen;Leeftijd: 75 tot 80 jaar;2013;2200;1.0
880;Bromfiets;Mannen;Leeftijd: 75 tot 80 jaar;2014;2400;1.0
881;Bromfiets;Mannen;Leeftijd: 75 tot 80 jaar;2015;2600;1.1
882;Bromfiets;Mannen;Leeftijd: 80 tot 85 jaar;2010;700;0.6
883;Bromfiets;Mannen;Leeftijd: 80 tot 85 jaar;2011;800;0.6
884;Bromfiets;Mannen;Leeftijd: 80 tot 85 jaar;2012;900;0.6
885;Bromfiets;Mannen;Leeftijd: 80 tot 85 jaar;2013;900;0.6
886;Bromfiets;Mannen;Leeftijd: 80 tot 85 jaar;2014;1000;0.7
887;Bromfiets;Mannen;Leeftijd: 80 tot 85 jaar;2015;1000;0.6
888;Bromfiets;Mannen;Leeftijd: 85 jaar of ouder;2010;200;0.3
889;Bromfiets;Mannen;Leeftijd: 85 jaar of ouder;2011;300;0.3
890;Bromfiets;Mannen;Leeftijd: 85 jaar of ouder;2012;200;0.3
891;Bromfiets;Mannen;Leeftijd: 85 jaar of ouder;2013;300;0.3
892;Bromfiets;Mannen;Leeftijd: 85 jaar of ouder;2014;300;0.3
893;Bromfiets;Mannen;Leeftijd: 85 jaar of ouder;2015;300;0.3
894;Bromfiets;Mannen;Leeftijd: 16 tot 25 jaar;2010;79000;8.6
895;Bromfiets;Mannen;Leeftijd: 16 tot 25 jaar;2011;77700;8.4
896;Bromfiets;Mannen;Leeftijd: 16 tot 25 jaar;2012;69500;7.5
897;Bromfiets;Mannen;Leeftijd: 16 tot 25 jaar;2013;59600;6.4
898;Bromfiets;Mannen;Leeftijd: 16 tot 25 jaar;2014;50700;5.4
899;Bromfiets;Mannen;Leeftijd: 16 tot 25 jaar;2015;45500;4.8
900;Bromfiets;Mannen;Leeftijd: 25 tot 35 jaar;2010;38200;3.8
901;Bromfiets;Mannen;Leeftijd: 25 tot 35 jaar;2011;40700;4.1
902;Bromfiets;Mannen;Leeftijd: 25 tot 35 jaar;2012;42700;4.3
903;Bromfiets;Mannen;Leeftijd: 25 tot 35 jaar;2013;44700;4.4
904;Bromfiets;Mannen;Leeftijd: 25 tot 35 jaar;2014;45900;4.5
905;Bromfiets;Mannen;Leeftijd: 25 tot 35 jaar;2015;46700;4.6
906;Bromfiets;Mannen;Leeftijd: 35 tot 45 jaar;2010;52300;4.2
907;Bromfiets;Mannen;Leeftijd: 35 tot 45 jaar;2011;51700;4.3
908;Bromfiets;Mannen;Leeftijd: 35 tot 45 jaar;2012;50200;4.3
909;Bromfiets;Mannen;Leeftijd: 35 tot 45 jaar;2013;49300;4.3
910;Bromfiets;Mannen;Leeftijd: 35 tot 45 jaar;2014;47900;4.3
911;Bromfiets;Mannen;Leeftijd: 35 tot 45 jaar;2015;46500;4.3
912;Bromfiets;Mannen;Leeftijd: 45 tot 55 jaar;2010;73200;5.9
913;Bromfiets;Mannen;Leeftijd: 45 tot 55 jaar;2011;76100;6.1
914;Bromfiets;Mannen;Leeftijd: 45 tot 55 jaar;2012;76500;6.1
915;Bromfiets;Mannen;Leeftijd: 45 tot 55 jaar;2013;76000;6.0
916;Bromfiets;Mannen;Leeftijd: 45 tot 55 jaar;2014;74800;5.9
917;Bromfiets;Mannen;Leeftijd: 45 tot 55 jaar;2015;74200;5.8
918;Bromfiets;Mannen;Leeftijd: 55 tot 65 jaar;2010;37700;3.5
919;Bromfiets;Mannen;Leeftijd: 55 tot 65 jaar;2011;40900;3.8
920;Bromfiets;Mannen;Leeftijd: 55 tot 65 jaar;2012;42500;3.9
