ID;Arbeidspositie;Arbeidsduur;Geslacht;Persoonskenmerken;Perioden;Totaal_1;Deeltijd_2;MinderDan20UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot35UurPerWeek_6;k_20Tot28UurPerWeek_7;k_28Tot35UurPerWeek_8;Voltijd35UurOfMeerPerWeek_9;Onbekend_10;GemiddeldAantalExtraGewensteUren_11
5370;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2019 1e kwartaal;86;74;45;0.0;44;29;22;8;9;3;12.0
5371;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2019 2e kwartaal;94;80;38;0.0;38;41;31;10;9;6;13.2
5372;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2019 3e kwartaal;92;76;42;1.0;41;35;21;14;13;2;13.8
5373;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2019 4e kwartaal;75;67;44;0.0;44;23;19;4;8;0;10.7
5374;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2019;87;74;42;0.0;42;32;23;9;10;3;12.5
5375;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2020 1e kwartaal;82;68;41;0.0;40;27;20;7;11;3;12.8
5376;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2020 2e kwartaal;153;130;60;1.0;59;70;49;20;18;5;15.1
5377;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2020 3e kwartaal;107;86;46;1.0;45;40;26;14;17;4;15.3
5378;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2020 4e kwartaal;95;88;54;0.0;54;34;24;11;5;2;11.3
5379;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2020;109;93;50;1.0;50;43;30;13;13;4;13.9
5380;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2021 1e kwartaal;220;191;133;62.0;70;58;44;14;15;14;8.5
5381;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2021 2e kwartaal;217;182;114;58.0;55;68;47;21;21;14;10.0
5382;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2021 3e kwartaal;150;130;87;43.0;44;43;33;10;10;10;8.7
5383;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2021 4e kwartaal;165;150;114;61.0;53;35;30;5;7;8;7.2
5384;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2021;188;163;112;56.0;56;51;39;12;13;12;8.7
5385;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2022 1e kwartaal;167;146;105;57.0;47;42;33;9;8;12;7.8
5386;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2022 2e kwartaal;191;163;104;49.0;55;59;49;10;14;14;8.7
5387;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2022 3e kwartaal;157;131;94;48.0;46;37;29;9;12;13;9.0
5388;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2022 4e kwartaal;170;148;109;60.0;49;39;33;6;8;15;7.4
5389;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2022;171;147;103;54.0;49;44;36;8;11;14;8.2
5390;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2023 1e kwartaal;197;174;119;57.0;62;55;45;11;10;13;8.3
5391;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2023 2e kwartaal;214;187;126;64.0;62;61;47;13;16;12;8.9
5392;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2023 3e kwartaal;173;147;100;48.0;52;48;37;11;11;14;8.8
5393;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2023 4e kwartaal;187;165;122;64.0;58;43;35;8;10;12;7.8
5394;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2023;193;168;117;58.0;58;52;41;11;12;13;8.4
5395;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2024 1e kwartaal;204;186;137;68.0;69;49;39;11;9;9;7.3
5396;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2024 2e kwartaal;197;174;111;54.0;58;63;49;14;14;9;8.8
5397;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2024 3e kwartaal;173;155;101;48.0;53;54;39;14;10;8;8.6
5398;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2024 4e kwartaal;181;161;114;57.0;57;47;40;7;12;8;8.1
5399;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt formeel onderwijs;2024;189;169;116;57.0;59;53;42;12;11;9;8.2
5400;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2013 1e kwartaal;300;214;46;1.0;45;169;120;48;83;3;17.7
5401;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2013 2e kwartaal;280;200;47;1.0;46;154;109;45;77;3;17.9
5402;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2013 3e kwartaal;293;208;47;1.0;46;161;115;47;83;2;18.0
5403;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2013 4e kwartaal;307;213;50;1.0;49;163;111;52;92;2;18.4
5404;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2013;295;209;47;1.0;46;162;114;48;84;3;18.0
5405;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2014 1e kwartaal;308;209;44;1.0;43;165;110;56;96;3;18.7
5406;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2014 2e kwartaal;289;202;36;0.0;36;166;113;52;82;4;18.2
5407;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2014 3e kwartaal;288;205;38;0.0;38;167;114;54;79;4;17.9
5408;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2014 4e kwartaal;293;209;38;0.0;38;171;114;58;81;3;17.7
5409;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2014;295;206;39;0.0;39;167;113;55;85;4;18.1
5410;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2015 1e kwartaal;311;224;42;0.0;42;182;120;62;84;3;17.9
5411;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2015 2e kwartaal;289;207;36;0.0;35;171;109;62;78;4;18.2
5412;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2015 3e kwartaal;283;202;30;0.0;30;172;114;58;78;3;17.8
5413;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2015 4e kwartaal;283;201;34;0.0;34;166;113;54;78;5;17.5
5414;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2015 ;292;208;36;0.0;35;173;114;59;80;3;17.9
5415;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2016 1e kwartaal;299;216;39;2.0;37;177;115;62;80;3;17.8
5416;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2016 2e kwartaal;266;198;37;2.0;35;161;110;50;63;5;16.9
5417;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2016 3e kwartaal;247;188;35;1.0;33;153;111;43;58;2;16.7
5418;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2016 4e kwartaal;252;192;35;0.0;35;157;112;45;57;3;16.8
5419;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2016;266;198;36;1.0;35;162;112;50;64;3;17.1
5420;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2017 1e kwartaal;246;189;39;1.0;38;150;101;49;54;3;16.8
5421;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2017 2e kwartaal;226;168;29;0.0;29;139;99;40;54;5;16.6
5422;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2017 3e kwartaal;212;162;32;0.0;32;130;92;38;48;2;16.3
5423;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2017 4e kwartaal;234;176;39;0.0;39;137;92;45;55;3;16.7
5424;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2017;230;174;35;0.0;35;139;96;43;53;3;16.6
5425;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2018 1e kwartaal;224;169;31;2.0;30;137;91;46;53;3;17.0
5426;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2018 2e kwartaal;193;149;33;2.0;30;116;82;35;42;2;16.2
5427;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2018 3e kwartaal;196;157;28;0.0;27;129;91;38;36;3;16.0
5428;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2018 4e kwartaal;193;150;27;0.0;26;123;84;39;40;4;16.1
5429;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2018;202;156;29;1.0;28;127;87;39;43;3;16.4
5430;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2019 1e kwartaal;190;153;34;1.0;33;119;82;37;35;2;15.8
5431;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2019 2e kwartaal;166;130;27;1.0;26;103;77;26;34;2;15.9
5432;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2019 3e kwartaal;167;127;27;2.0;25;100;71;29;38;3;16.7
5433;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2019 4e kwartaal;176;142;37;4.0;32;105;73;32;31;2;15.2
5434;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2019;175;138;31;2.0;29;107;76;31;35;2;15.9
5435;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2020 1e kwartaal;183;139;33;2.0;31;107;77;30;37;7;15.9
5436;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2020 2e kwartaal;192;148;29;1.0;28;119;77;42;42;2;18.2
5437;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2020 3e kwartaal;192;144;26;0.0;26;118;81;37;44;3;17.8
5438;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2020 4e kwartaal;202;145;25;0.0;25;120;72;47;54;2;19.3
5439;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2020;192;144;28;1.0;27;116;77;39;44;4;17.9
5440;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2021 1e kwartaal;142;113;33;7.0;25;80;54;26;23;6;13.4
5441;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2021 2e kwartaal;126;107;34;6.0;29;72;52;20;16;2;12.5
5442;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2021 3e kwartaal;123;101;30;7.0;23;71;53;17;16;7;12.4
5443;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2021 4e kwartaal;105;91;25;5.0;20;65;50;16;12;3;12.0
5444;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2021;124;103;31;6.0;24;72;52;20;17;5;12.6
5445;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2022 1e kwartaal;107;89;26;9.0;17;63;45;18;14;4;12.4
5446;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2022 2e kwartaal;92;82;20;8.0;12;62;47;15;8;2;11.2
5447;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2022 3e kwartaal;96;85;29;7.0;22;56;40;16;8;3;11.2
5448;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2022 4e kwartaal;109;97;32;8.0;23;65;50;15;9;3;11.3
5449;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2022;101;88;27;8.0;19;61;46;16;10;3;11.5
5450;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2023 1e kwartaal;110;98;31;7.0;25;66;53;14;8;4;10.7
5451;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2023 2e kwartaal;83;69;23;6.0;17;46;37;9;10;3;11.3
5452;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2023 3e kwartaal;91;75;22;7.0;15;54;39;15;12;4;12.8
5453;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2023 4e kwartaal;100;84;28;9.0;19;56;43;13;12;3;12.0
5454;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2023;96;82;26;7.0;19;56;43;13;11;4;11.7
5455;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2024 1e kwartaal;105;91;31;11.0;20;60;47;13;11;4;11.2
5456;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2024 2e kwartaal;95;80;28;10.0;18;52;37;15;12;4;12.0
5457;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2024 3e kwartaal;97;78;24;7.0;17;54;39;15;14;4;12.6
5458;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2024 4e kwartaal;99;83;26;7.0;19;57;37;20;13;2;13.2
5459;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Totaal mannen en vrouwen;Onderwijs: volgt geen formeel onderwijs;2024;99;83;27;9.0;18;56;40;16;13;3;12.3
5460;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2013 1e kwartaal;140;83;34;1.0;34;48;31;17;56;1;20.3
5461;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2013 2e kwartaal;136;76;33;1.0;32;43;27;16;56;4;21.1
5462;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2013 3e kwartaal;131;74;32;1.0;31;42;25;17;56;1;21.0
5463;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2013 4e kwartaal;145;82;42;0.0;42;40;24;16;62;2;20.3
5464;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2013;138;78;35;1.0;34;43;27;17;58;2;20.7
5465;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2014 1e kwartaal;137;73;32;0.0;32;41;25;16;62;1;21.0
5466;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2014 2e kwartaal;141;75;30;1.0;29;46;25;21;62;4;21.5
5467;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2014 3e kwartaal;139;75;32;0.0;32;43;26;17;61;3;21.1
5468;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2014 4e kwartaal;125;75;30;0.0;30;45;26;19;49;1;20.0
5469;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2014;136;75;31;0.0;31;44;25;18;59;2;21.0
5470;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2015 1e kwartaal;132;76;34;0.0;33;42;23;20;54;3;20.3
5471;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2015 2e kwartaal;135;80;30;0.0;30;50;29;21;52;3;19.9
5472;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2015 3e kwartaal;124;67;26;0.0;26;41;23;18;54;3;21.0
5473;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2015 4e kwartaal;112;65;25;1.0;25;40;23;17;45;2;20.2
5474;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2015 ;126;72;29;0.0;28;43;24;19;51;3;20.3
5475;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2016 1e kwartaal;127;71;28;2.0;26;43;24;18;51;4;20.6
5476;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2016 2e kwartaal;126;77;29;2.0;27;48;24;24;46;3;20.1
5477;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2016 3e kwartaal;118;70;27;0.0;27;43;23;20;45;3;20.1
5478;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2016 4e kwartaal;107;70;33;0.0;33;37;22;15;35;2;18.6
5479;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2016;120;72;29;1.0;28;43;23;19;44;3;19.9
5480;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2017 1e kwartaal;110;64;24;0.0;24;40;22;18;42;3;20.3
5481;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2017 2e kwartaal;104;62;25;0.0;25;37;23;14;38;3;18.8
5482;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2017 3e kwartaal;105;68;25;0.0;25;43;26;17;34;3;18.5
5483;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2017 4e kwartaal;102;66;33;0.0;33;33;18;14;35;2;17.8
5484;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2017;105;65;27;0.0;27;38;22;16;37;3;18.9
5485;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2018 1e kwartaal;96;61;24;0.0;24;37;20;17;33;2;18.8
5486;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2018 2e kwartaal;99;62;25;0.0;25;37;22;15;35;2;19.1
5487;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2018 3e kwartaal;92;61;22;0.0;21;39;22;17;29;2;19.4
5488;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2018 4e kwartaal;96;63;25;0.0;25;38;22;16;30;3;18.4
5489;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2018;96;62;24;0.0;24;38;22;16;32;2;18.9
5490;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2019 1e kwartaal;99;73;27;0.0;27;46;28;18;24;2;17.4
5491;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2019 2e kwartaal;99;69;27;0.0;26;42;29;14;27;4;17.2
5492;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2019 3e kwartaal;98;66;26;3.0;24;39;26;14;30;3;18.4
5493;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2019 4e kwartaal;93;63;31;4.0;27;32;21;11;28;2;16.6
5494;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2019;97;68;28;2.0;26;40;26;14;27;3;17.4
5495;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2020 1e kwartaal;93;62;29;1.0;27;33;21;12;28;4;17.1
5496;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2020 2e kwartaal;130;91;32;1.0;31;58;35;23;35;4;19.3
5497;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2020 3e kwartaal;111;69;23;1.0;22;46;26;20;39;4;20.5
5498;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2020 4e kwartaal;125;82;31;0.0;31;51;25;26;42;1;20.4
5499;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2020;115;76;29;1.0;28;47;27;20;36;3;19.5
5500;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2021 1e kwartaal;145;116;77;36.0;40;39;24;16;23;5;11.2
5501;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2021 2e kwartaal;139;107;61;30.0;31;46;32;14;24;7;12.0
5502;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2021 3e kwartaal;106;82;44;23.0;21;37;27;10;18;7;11.7
5503;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2021 4e kwartaal;103;89;57;29.0;29;31;23;8;12;3;10.0
5504;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2021;123;98;60;30.0;30;39;27;12;19;5;11.3
5505;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2022 1e kwartaal;112;91;58;32.0;26;33;23;10;15;6;10.5
5506;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2022 2e kwartaal;121;100;57;29.0;28;43;34;10;14;7;10.0
5507;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2022 3e kwartaal;109;91;57;27.0;30;33;23;10;12;7;10.6
5508;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2022 4e kwartaal;123;104;70;36.0;34;34;25;9;12;7;9.5
5509;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2022;116;96;60;31.0;30;36;26;10;13;7;10.1
5510;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2023 1e kwartaal;131;112;67;33.0;34;45;32;13;12;6;10.1
5511;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2023 2e kwartaal;132;110;62;28.0;34;47;37;10;17;6;10.7
5512;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2023 3e kwartaal;111;91;55;27.0;29;35;24;11;14;6;11.2
5513;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2023 4e kwartaal;122;102;65;33.0;32;37;28;9;14;6;10.1
5514;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2023;124;104;62;30.0;32;41;30;11;14;6;10.5
5515;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2024 1e kwartaal;140;123;81;40.0;41;43;33;10;12;5;8.9
5516;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2024 2e kwartaal;133;111;68;30.0;37;43;32;11;17;5;10.5
5517;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2024 3e kwartaal;118;96;58;25.0;33;39;28;11;18;4;10.9
5518;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2024 4e kwartaal;120;100;63;31.0;32;37;28;9;15;4;10.3
5519;Onbenut arbeidspotentieel;Minder dan 20 uur per week;Mannen;Totaal personen;2024;128;108;67;32.0;36;40;30;10;15;5;10.1
