ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositieOpPeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
7110;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7111;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7112;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7113;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7114;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7115;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7116;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7117;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7118;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector zorg en welzijn;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7119;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;888.0;888.0;0.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
7120;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;722.0;722.0;0.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
7121;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;166.0;166.0;0.0;0.0;0.0;;9.0;9.0;0.0;0.0;0.0;
7122;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;1162.0;1151.0;11.0;0.0;0.0;;6.0;6.0;0.0;0.0;0.0;
7123;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;776.0;769.0;7.0;0.0;0.0;;6.0;6.0;0.0;0.0;0.0;
7124;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;386.0;382.0;4.0;0.0;0.0;;6.0;6.0;0.0;0.0;0.0;
7125;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7126;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7127;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7128;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7129;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7130;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7131;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7132;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7133;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7134;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7135;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7136;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7137;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
7138;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
7139;Totaal deelnemers startjaar;Vmbo basisberoeps;2016;Sector combinatie;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
7140;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;26973.0;750.0;362.0;353.0;35.0;0.0;26223.0;3.0;1.0;1.0;0.0;0.0;97.0
7141;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;25214.0;590.0;297.0;263.0;30.0;0.0;24624.0;2.0;1.0;1.0;0.0;0.0;98.0
7142;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;1759.0;160.0;65.0;90.0;5.0;0.0;1599.0;9.0;4.0;5.0;0.0;0.0;91.0
7143;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;26973.0;5531.0;477.0;3860.0;1124.0;70.0;21442.0;21.0;2.0;14.0;4.0;0.0;79.0
7144;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;22021.0;3640.0;323.0;2507.0;806.0;4.0;18381.0;17.0;1.0;11.0;4.0;0.0;83.0
7145;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;4952.0;1891.0;154.0;1353.0;318.0;66.0;3061.0;38.0;3.0;27.0;6.0;1.0;62.0
7146;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;26973.0;13329.0;396.0;5349.0;5054.0;2530.0;13644.0;49.0;1.0;20.0;19.0;9.0;51.0
7147;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;15937.0;5816.0;188.0;3043.0;2501.0;84.0;10121.0;36.0;1.0;19.0;16.0;1.0;64.0
7148;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;11036.0;7513.0;208.0;2306.0;2553.0;2446.0;3523.0;68.0;2.0;21.0;23.0;22.0;32.0
7149;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;26973.0;19181.0;354.0;4994.0;6876.0;6957.0;7792.0;71.0;1.0;19.0;25.0;26.0;29.0
7150;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;9173.0;5058.0;118.0;2210.0;2488.0;242.0;4115.0;55.0;1.0;24.0;27.0;3.0;45.0
7151;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;17800.0;14123.0;236.0;2784.0;4388.0;6715.0;3677.0;79.0;1.0;16.0;25.0;38.0;21.0
7152;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;26973.0;21304.0;321.0;4508.0;7381.0;9094.0;5669.0;79.0;1.0;17.0;27.0;34.0;21.0
7153;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;5697.0;3725.0;59.0;1462.0;1874.0;330.0;1972.0;65.0;1.0;26.0;33.0;6.0;35.0
7154;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;21276.0;17579.0;262.0;3046.0;5507.0;8764.0;3697.0;83.0;1.0;14.0;26.0;41.0;17.0
7155;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;26973.0;22182.0;308.0;4105.0;7426.0;10343.0;4791.0;82.0;1.0;15.0;28.0;38.0;18.0
7156;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;3752.0;2660.0;41.0;940.0;1363.0;316.0;1092.0;71.0;1.0;25.0;36.0;8.0;29.0
7157;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;23221.0;19522.0;267.0;3165.0;6063.0;10027.0;3699.0;84.0;1.0;14.0;26.0;43.0;16.0
7158;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;26973.0;22642.0;297.0;3817.0;7369.0;11159.0;4331.0;84.0;1.0;14.0;27.0;41.0;16.0
7159;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;2515.0;1866.0;27.0;615.0;950.0;274.0;649.0;74.0;1.0;24.0;38.0;11.0;26.0
7160;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;24458.0;20776.0;270.0;3202.0;6419.0;10885.0;3682.0;85.0;1.0;13.0;26.0;45.0;15.0
7161;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7162;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7163;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7164;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
7165;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7166;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
7167;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;382.0;0.0;0.0;0.0;382.0;;1.0;0.0;0.0;0.0;1.0;
7168;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;18.0;0.0;0.0;0.0;18.0;;0.0;0.0;0.0;0.0;0.0;
7169;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;364.0;0.0;0.0;0.0;364.0;;3.0;0.0;0.0;0.0;3.0;
7170;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;552.0;0.0;0.0;0.0;552.0;;2.0;0.0;0.0;0.0;2.0;
7171;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;44.0;0.0;0.0;0.0;44.0;;0.0;0.0;0.0;0.0;0.0;
7172;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;508.0;0.0;0.0;0.0;508.0;;3.0;0.0;0.0;0.0;3.0;
7173;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;609.0;0.0;0.0;0.0;609.0;;2.0;0.0;0.0;0.0;2.0;
7174;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;43.0;0.0;0.0;0.0;43.0;;1.0;0.0;0.0;0.0;1.0;
7175;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;566.0;0.0;0.0;0.0;566.0;;3.0;0.0;0.0;0.0;3.0;
7176;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;635.0;0.0;0.0;0.0;635.0;;2.0;0.0;0.0;0.0;2.0;
7177;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;28.0;0.0;0.0;0.0;28.0;;1.0;0.0;0.0;0.0;1.0;
7178;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;607.0;0.0;0.0;0.0;607.0;;3.0;0.0;0.0;0.0;3.0;
7179;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;648.0;0.0;0.0;0.0;648.0;;2.0;0.0;0.0;0.0;2.0;
7180;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;26.0;0.0;0.0;0.0;26.0;;1.0;0.0;0.0;0.0;1.0;
7181;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;622.0;0.0;0.0;0.0;622.0;;3.0;0.0;0.0;0.0;3.0;
7182;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7183;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7184;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7185;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;55.0;0.0;44.0;11.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7186;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;37.0;0.0;29.0;8.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7187;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;18.0;0.0;15.0;3.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7188;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;249.0;0.0;64.0;142.0;43.0;;1.0;0.0;0.0;1.0;0.0;
7189;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;116.0;0.0;37.0;76.0;3.0;;1.0;0.0;0.0;0.0;0.0;
7190;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;133.0;0.0;27.0;66.0;40.0;;1.0;0.0;0.0;1.0;0.0;
7191;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;804.0;0.0;64.0;165.0;575.0;;3.0;0.0;0.0;1.0;2.0;
7192;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;117.0;0.0;33.0;69.0;15.0;;1.0;0.0;0.0;1.0;0.0;
7193;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;687.0;0.0;31.0;96.0;560.0;;4.0;0.0;0.0;1.0;3.0;
7194;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;1008.0;0.0;57.0;170.0;781.0;;4.0;0.0;0.0;1.0;3.0;
7195;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;94.0;0.0;24.0;44.0;26.0;;2.0;0.0;0.0;1.0;0.0;
7196;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;914.0;0.0;33.0;126.0;755.0;;4.0;0.0;0.0;1.0;4.0;
7197;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;1097.0;0.0;46.0;168.0;883.0;;4.0;0.0;0.0;1.0;3.0;
7198;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;69.0;0.0;13.0;27.0;29.0;;2.0;0.0;0.0;1.0;1.0;
7199;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1028.0;0.0;33.0;141.0;854.0;;4.0;0.0;0.0;1.0;4.0;
7200;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;1164.0;0.0;45.0;164.0;955.0;;4.0;0.0;0.0;1.0;4.0;
7201;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;61.0;0.0;11.0;23.0;27.0;;2.0;0.0;0.0;1.0;1.0;
7202;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1103.0;0.0;34.0;141.0;928.0;;5.0;0.0;0.0;1.0;4.0;
7203;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7204;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7205;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7206;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
7207;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
7208;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
7209;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;58.0;0.0;0.0;0.0;58.0;;0.0;0.0;0.0;0.0;0.0;
7210;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
7211;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;57.0;0.0;0.0;0.0;57.0;;1.0;0.0;0.0;0.0;1.0;
7212;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;88.0;0.0;0.0;0.0;88.0;;0.0;0.0;0.0;0.0;0.0;
7213;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
7214;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;85.0;0.0;0.0;0.0;85.0;;0.0;0.0;0.0;0.0;0.0;
7215;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;103.0;0.0;0.0;0.0;103.0;;0.0;0.0;0.0;0.0;0.0;
7216;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2.0;0.0;0.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
7217;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;101.0;0.0;0.0;0.0;101.0;;0.0;0.0;0.0;0.0;0.0;
7218;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;109.0;0.0;0.0;0.0;109.0;;0.0;0.0;0.0;0.0;0.0;
7219;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
7220;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;108.0;0.0;0.0;0.0;108.0;;0.0;0.0;0.0;0.0;0.0;
7221;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;117.0;0.0;0.0;0.0;117.0;;0.0;0.0;0.0;0.0;0.0;
7222;Totaal deelnemers startjaar;Vmbo kaderberoeps;2010;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
