ID;CPA2015;Periods;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
3876;50401 Inland freight water transport..;2023 2nd quarter;123.4;-7.0;-1.9
3877;50401 Inland freight water transport..;2023 3rd quarter;120.7;-2.2;-22.6
3878;50401 Inland freight water transport..;2023 4th quarter;128.3;6.3;-10.1
3879;50401 Inland freight water transport..;2023;126.3;;-6.7
3880;50401 Inland freight water transport..;2024 1st quarter;120.6;-6.0;-9.1
3881;50401 Inland freight water transport..;2024 2nd quarter;118.1;-2.1;-4.3
3882;50401 Inland freight water transport..;2024 3rd quarter;116.7;-1.2;-3.3
3883;50401 Inland freight water transport..;2024 4th quarter;118.1;1.2;-7.9
3884;50401 Inland freight water transport..;2024;118.4;;-6.3
3885;504014 Inland water transport service..;2002 4th quarter;;;
3886;504014 Inland water transport service..;2003 1st quarter;;;
3887;504014 Inland water transport service..;2003 2nd quarter;;;
3888;504014 Inland water transport service..;2003 3rd quarter;;;
3889;504014 Inland water transport service..;2003 4th quarter;;;
3890;504014 Inland water transport service..;2003;;;
3891;504014 Inland water transport service..;2004 1st quarter;;;
3892;504014 Inland water transport service..;2004 2nd quarter;;;
3893;504014 Inland water transport service..;2004 3rd quarter;;;
3894;504014 Inland water transport service..;2004 4th quarter;;;
3895;504014 Inland water transport service..;2004;;;
3896;504014 Inland water transport service..;2005 1st quarter;;;
3897;504014 Inland water transport service..;2005 2nd quarter;;;
3898;504014 Inland water transport service..;2005 3rd quarter;;;
3899;504014 Inland water transport service..;2005 4th quarter;;;
3900;504014 Inland water transport service..;2005;;;
3901;504014 Inland water transport service..;2006 1st quarter;;;
3902;504014 Inland water transport service..;2006 2nd quarter;;;
3903;504014 Inland water transport service..;2006 3rd quarter;;;
3904;504014 Inland water transport service..;2006 4th quarter;;;
3905;504014 Inland water transport service..;2006;;;
3906;504014 Inland water transport service..;2007 1st quarter;;;
3907;504014 Inland water transport service..;2007 2nd quarter;;;
3908;504014 Inland water transport service..;2007 3rd quarter;;;
3909;504014 Inland water transport service..;2007 4th quarter;;;
3910;504014 Inland water transport service..;2007;;;
3911;504014 Inland water transport service..;2008 1st quarter;;;
3912;504014 Inland water transport service..;2008 2nd quarter;;;
3913;504014 Inland water transport service..;2008 3rd quarter;;;
3914;504014 Inland water transport service..;2008 4th quarter;;;
3915;504014 Inland water transport service..;2008;;;
3916;504014 Inland water transport service..;2009 1st quarter;;;
3917;504014 Inland water transport service..;2009 2nd quarter;;;
3918;504014 Inland water transport service..;2009 3rd quarter;;;
3919;504014 Inland water transport service..;2009 4th quarter;;;
3920;504014 Inland water transport service..;2009;;;
3921;504014 Inland water transport service..;2010 1st quarter;;;
3922;504014 Inland water transport service..;2010 2nd quarter;;;
3923;504014 Inland water transport service..;2010 3rd quarter;;;
3924;504014 Inland water transport service..;2010 4th quarter;;;
3925;504014 Inland water transport service..;2010;;;
3926;504014 Inland water transport service..;2011 1st quarter;;;
3927;504014 Inland water transport service..;2011 2nd quarter;;;
3928;504014 Inland water transport service..;2011 3rd quarter;;;
3929;504014 Inland water transport service..;2011 4th quarter;;;
3930;504014 Inland water transport service..;2011;;;
3931;504014 Inland water transport service..;2012 1st quarter;;;
3932;504014 Inland water transport service..;2012 2nd quarter;;;
3933;504014 Inland water transport service..;2012 3rd quarter;;;
3934;504014 Inland water transport service..;2012 4th quarter;;;
3935;504014 Inland water transport service..;2012;;;
3936;504014 Inland water transport service..;2013 1st quarter;;;
3937;504014 Inland water transport service..;2013 2nd quarter;;;
3938;504014 Inland water transport service..;2013 3rd quarter;;;
3939;504014 Inland water transport service..;2013 4th quarter;;;
3940;504014 Inland water transport service..;2013;;;
3941;504014 Inland water transport service..;2014 1st quarter;;;
3942;504014 Inland water transport service..;2014 2nd quarter;;;
3943;504014 Inland water transport service..;2014 3rd quarter;;;
3944;504014 Inland water transport service..;2014 4th quarter;;;
3945;504014 Inland water transport service..;2014;;;
3946;504014 Inland water transport service..;2015 1st quarter;;;
3947;504014 Inland water transport service..;2015 2nd quarter;;;
3948;504014 Inland water transport service..;2015 3rd quarter;;;
3949;504014 Inland water transport service..;2015 4th quarter;;;
3950;504014 Inland water transport service..;2015;;;
3951;504014 Inland water transport service..;2016 1st quarter;;;
3952;504014 Inland water transport service..;2016 2nd quarter;;;
3953;504014 Inland water transport service..;2016 3rd quarter;;;
3954;504014 Inland water transport service..;2016 4th quarter;;;
3955;504014 Inland water transport service..;2016;;;
3956;504014 Inland water transport service..;2017 1st quarter;;;
3957;504014 Inland water transport service..;2017 2nd quarter;;;
3958;504014 Inland water transport service..;2017 3rd quarter;;;
3959;504014 Inland water transport service..;2017 4th quarter;;;
3960;504014 Inland water transport service..;2017;;;
3961;504014 Inland water transport service..;2018 1st quarter;97.4;;
3962;504014 Inland water transport service..;2018 2nd quarter;96.9;-0.5;
3963;504014 Inland water transport service..;2018 3rd quarter;101.2;4.4;
3964;504014 Inland water transport service..;2018 4th quarter;103.5;2.3;
3965;504014 Inland water transport service..;2018;99.7;;
3966;504014 Inland water transport service..;2019 1st quarter;102.4;-1.0;5.2
3967;504014 Inland water transport service..;2019 2nd quarter;104.9;2.4;8.2
3968;504014 Inland water transport service..;2019 3rd quarter;104.5;-0.3;3.3
3969;504014 Inland water transport service..;2019 4th quarter;104.5;0.0;1.0
3970;504014 Inland water transport service..;2019;104.1;;4.4
3971;504014 Inland water transport service..;2020 1st quarter;102.2;-2.1;-0.2
3972;504014 Inland water transport service..;2020 2nd quarter;93.0;-9.1;-11.3
3973;504014 Inland water transport service..;2020 3rd quarter;93.9;1.0;-10.1
3974;504014 Inland water transport service..;2020 4th quarter;95.6;1.8;-8.5
3975;504014 Inland water transport service..;2020;96.2;;-7.6
3976;504014 Inland water transport service..;2021 1st quarter;96.3;0.8;-5.8
3977;504014 Inland water transport service..;2021 2nd quarter;98.0;1.8;5.4
3978;504014 Inland water transport service..;2021 3rd quarter;99.3;1.3;5.7
3979;504014 Inland water transport service..;2021 4th quarter;106.4;7.1;11.3
3980;504014 Inland water transport service..;2021;100.0;;4.0
3981;504014 Inland water transport service..;2022 1st quarter;109.9;3.3;14.1
3982;504014 Inland water transport service..;2022 2nd quarter;111.9;1.8;14.1
3983;504014 Inland water transport service..;2022 3rd quarter;137.8;23.2;38.8
3984;504014 Inland water transport service..;2022 4th quarter;134.8;-2.2;26.7
3985;504014 Inland water transport service..;2022;123.6;;23.6
3986;504014 Inland water transport service..;2023 1st quarter;132.8;-1.5;20.9
3987;504014 Inland water transport service..;2023 2nd quarter;126.1;-5.1;12.7
3988;504014 Inland water transport service..;2023 3rd quarter;122.3;-3.0;-11.3
3989;504014 Inland water transport service..;2023 4th quarter;123.9;1.3;-8.1
3990;504014 Inland water transport service..;2023;126.3;;2.2
3991;504014 Inland water transport service..;2024 1st quarter;124.7;0.6;-6.1
3992;504014 Inland water transport service..;2024 2nd quarter;123.6;-0.9;-2.0
3993;504014 Inland water transport service..;2024 3rd quarter;122.5;-0.9;0.1
3994;504014 Inland water transport service..;2024 4th quarter;123.2;0.6;-0.6
3995;504014 Inland water transport service..;2024;123.5;;-2.2
3996;50401A Inland shipping, bulk liquids;2002 4th quarter;;;
3997;50401A Inland shipping, bulk liquids;2003 1st quarter;;;
3998;50401A Inland shipping, bulk liquids;2003 2nd quarter;;;
3999;50401A Inland shipping, bulk liquids;2003 3rd quarter;;;
4000;50401A Inland shipping, bulk liquids;2003 4th quarter;;;
4001;50401A Inland shipping, bulk liquids;2003;;;
4002;50401A Inland shipping, bulk liquids;2004 1st quarter;;;
4003;50401A Inland shipping, bulk liquids;2004 2nd quarter;;;
4004;50401A Inland shipping, bulk liquids;2004 3rd quarter;;;
4005;50401A Inland shipping, bulk liquids;2004 4th quarter;;;
4006;50401A Inland shipping, bulk liquids;2004;;;
4007;50401A Inland shipping, bulk liquids;2005 1st quarter;;;
4008;50401A Inland shipping, bulk liquids;2005 2nd quarter;;;
4009;50401A Inland shipping, bulk liquids;2005 3rd quarter;;;
4010;50401A Inland shipping, bulk liquids;2005 4th quarter;;;
4011;50401A Inland shipping, bulk liquids;2005;;;
4012;50401A Inland shipping, bulk liquids;2006 1st quarter;;;
4013;50401A Inland shipping, bulk liquids;2006 2nd quarter;;;
4014;50401A Inland shipping, bulk liquids;2006 3rd quarter;;;
4015;50401A Inland shipping, bulk liquids;2006 4th quarter;;;
4016;50401A Inland shipping, bulk liquids;2006;;;
4017;50401A Inland shipping, bulk liquids;2007 1st quarter;;;
4018;50401A Inland shipping, bulk liquids;2007 2nd quarter;;;
4019;50401A Inland shipping, bulk liquids;2007 3rd quarter;;;
4020;50401A Inland shipping, bulk liquids;2007 4th quarter;;;
4021;50401A Inland shipping, bulk liquids;2007;;;
4022;50401A Inland shipping, bulk liquids;2008 1st quarter;;;
4023;50401A Inland shipping, bulk liquids;2008 2nd quarter;;;
4024;50401A Inland shipping, bulk liquids;2008 3rd quarter;;;
4025;50401A Inland shipping, bulk liquids;2008 4th quarter;;;
4026;50401A Inland shipping, bulk liquids;2008;;;
4027;50401A Inland shipping, bulk liquids;2009 1st quarter;;;
4028;50401A Inland shipping, bulk liquids;2009 2nd quarter;;;
4029;50401A Inland shipping, bulk liquids;2009 3rd quarter;;;
4030;50401A Inland shipping, bulk liquids;2009 4th quarter;;;
4031;50401A Inland shipping, bulk liquids;2009;;;
4032;50401A Inland shipping, bulk liquids;2010 1st quarter;;;
4033;50401A Inland shipping, bulk liquids;2010 2nd quarter;;;
4034;50401A Inland shipping, bulk liquids;2010 3rd quarter;;;
4035;50401A Inland shipping, bulk liquids;2010 4th quarter;;;
4036;50401A Inland shipping, bulk liquids;2010;;;
4037;50401A Inland shipping, bulk liquids;2011 1st quarter;;;
4038;50401A Inland shipping, bulk liquids;2011 2nd quarter;;;
4039;50401A Inland shipping, bulk liquids;2011 3rd quarter;;;
4040;50401A Inland shipping, bulk liquids;2011 4th quarter;;;
4041;50401A Inland shipping, bulk liquids;2011;;;
4042;50401A Inland shipping, bulk liquids;2012 1st quarter;;;
4043;50401A Inland shipping, bulk liquids;2012 2nd quarter;;;
4044;50401A Inland shipping, bulk liquids;2012 3rd quarter;;;
4045;50401A Inland shipping, bulk liquids;2012 4th quarter;;;
4046;50401A Inland shipping, bulk liquids;2012;;;
4047;50401A Inland shipping, bulk liquids;2013 1st quarter;;;
4048;50401A Inland shipping, bulk liquids;2013 2nd quarter;;;
4049;50401A Inland shipping, bulk liquids;2013 3rd quarter;;;
4050;50401A Inland shipping, bulk liquids;2013 4th quarter;;;
4051;50401A Inland shipping, bulk liquids;2013;;;
4052;50401A Inland shipping, bulk liquids;2014 1st quarter;;;
4053;50401A Inland shipping, bulk liquids;2014 2nd quarter;;;
4054;50401A Inland shipping, bulk liquids;2014 3rd quarter;;;
4055;50401A Inland shipping, bulk liquids;2014 4th quarter;;;
4056;50401A Inland shipping, bulk liquids;2014;;;
4057;50401A Inland shipping, bulk liquids;2015 1st quarter;;;
4058;50401A Inland shipping, bulk liquids;2015 2nd quarter;;;
4059;50401A Inland shipping, bulk liquids;2015 3rd quarter;;;
4060;50401A Inland shipping, bulk liquids;2015 4th quarter;;;
4061;50401A Inland shipping, bulk liquids;2015;;;
4062;50401A Inland shipping, bulk liquids;2016 1st quarter;;;
4063;50401A Inland shipping, bulk liquids;2016 2nd quarter;;;
4064;50401A Inland shipping, bulk liquids;2016 3rd quarter;;;
4065;50401A Inland shipping, bulk liquids;2016 4th quarter;;;
4066;50401A Inland shipping, bulk liquids;2016;;;
4067;50401A Inland shipping, bulk liquids;2017 1st quarter;;;
4068;50401A Inland shipping, bulk liquids;2017 2nd quarter;;;
4069;50401A Inland shipping, bulk liquids;2017 3rd quarter;;;
4070;50401A Inland shipping, bulk liquids;2017 4th quarter;;;
4071;50401A Inland shipping, bulk liquids;2017;;;
4072;50401A Inland shipping, bulk liquids;2018 1st quarter;97.0;;
4073;50401A Inland shipping, bulk liquids;2018 2nd quarter;94.1;-3.1;
4074;50401A Inland shipping, bulk liquids;2018 3rd quarter;104.7;11.3;
4075;50401A Inland shipping, bulk liquids;2018 4th quarter;129.7;23.9;
4076;50401A Inland shipping, bulk liquids;2018;106.4;;
4077;50401A Inland shipping, bulk liquids;2019 1st quarter;124.5;-4.0;28.4
4078;50401A Inland shipping, bulk liquids;2019 2nd quarter;120.5;-3.2;28.2
4079;50401A Inland shipping, bulk liquids;2019 3rd quarter;121.5;0.8;16.1
4080;50401A Inland shipping, bulk liquids;2019 4th quarter;118.9;-2.1;-8.3
4081;50401A Inland shipping, bulk liquids;2019;121.4;;14.1
4082;50401A Inland shipping, bulk liquids;2020 1st quarter;115.8;-2.6;-7.0
4083;50401A Inland shipping, bulk liquids;2020 2nd quarter;111.8;-3.5;-7.3
4084;50401A Inland shipping, bulk liquids;2020 3rd quarter;99.0;-11.4;-18.5
4085;50401A Inland shipping, bulk liquids;2020 4th quarter;95.5;-3.6;-19.7
4086;50401A Inland shipping, bulk liquids;2020;105.5;;-13.1
4087;50401A Inland shipping, bulk liquids;2021 1st quarter;95.9;0.5;-17.2
4088;50401A Inland shipping, bulk liquids;2021 2nd quarter;95.6;-0.3;-14.5
4089;50401A Inland shipping, bulk liquids;2021 3rd quarter;93.5;-2.2;-5.5
4090;50401A Inland shipping, bulk liquids;2021 4th quarter;115.0;22.9;20.4
4091;50401A Inland shipping, bulk liquids;2021;100.0;;-5.2
4092;50401A Inland shipping, bulk liquids;2022 1st quarter;112.2;-2.4;17.0
4093;50401A Inland shipping, bulk liquids;2022 2nd quarter;119.8;6.8;25.4
4094;50401A Inland shipping, bulk liquids;2022 3rd quarter;141.7;18.2;51.5
4095;50401A Inland shipping, bulk liquids;2022 4th quarter;135.3;-4.5;17.7
4096;50401A Inland shipping, bulk liquids;2022;127.2;;27.2
4097;50401A Inland shipping, bulk liquids;2023 1st quarter;129.1;-4.6;15.1
4098;50401A Inland shipping, bulk liquids;2023 2nd quarter;128.7;-0.4;7.4
4099;50401A Inland shipping, bulk liquids;2023 3rd quarter;128.3;-0.3;-9.4
4100;50401A Inland shipping, bulk liquids;2023 4th quarter;142.7;11.2;5.5
4101;50401A Inland shipping, bulk liquids;2023;132.2;;3.9
4102;50401A Inland shipping, bulk liquids;2024 1st quarter;130.3;-8.7;0.9
4103;50401A Inland shipping, bulk liquids;2024 2nd quarter;124.8;-4.2;-3.0
4104;50401A Inland shipping, bulk liquids;2024 3rd quarter;121.2;-2.9;-5.5
4105;50401A Inland shipping, bulk liquids;2024 4th quarter;121.8;0.5;-14.6
4106;50401A Inland shipping, bulk liquids;2024;124.5;;-5.8
4107;50401B Inland shipping dry bulk contract;2002 4th quarter;;;
4108;50401B Inland shipping dry bulk contract;2003 1st quarter;;;
4109;50401B Inland shipping dry bulk contract;2003 2nd quarter;;;
4110;50401B Inland shipping dry bulk contract;2003 3rd quarter;;;
4111;50401B Inland shipping dry bulk contract;2003 4th quarter;;;
4112;50401B Inland shipping dry bulk contract;2003;;;
4113;50401B Inland shipping dry bulk contract;2004 1st quarter;;;
4114;50401B Inland shipping dry bulk contract;2004 2nd quarter;;;
4115;50401B Inland shipping dry bulk contract;2004 3rd quarter;;;
4116;50401B Inland shipping dry bulk contract;2004 4th quarter;;;
4117;50401B Inland shipping dry bulk contract;2004;;;
4118;50401B Inland shipping dry bulk contract;2005 1st quarter;;;
4119;50401B Inland shipping dry bulk contract;2005 2nd quarter;;;
4120;50401B Inland shipping dry bulk contract;2005 3rd quarter;;;
4121;50401B Inland shipping dry bulk contract;2005 4th quarter;;;
4122;50401B Inland shipping dry bulk contract;2005;;;
4123;50401B Inland shipping dry bulk contract;2006 1st quarter;;;
4124;50401B Inland shipping dry bulk contract;2006 2nd quarter;;;
4125;50401B Inland shipping dry bulk contract;2006 3rd quarter;;;
4126;50401B Inland shipping dry bulk contract;2006 4th quarter;;;
4127;50401B Inland shipping dry bulk contract;2006;;;
4128;50401B Inland shipping dry bulk contract;2007 1st quarter;;;
4129;50401B Inland shipping dry bulk contract;2007 2nd quarter;;;
4130;50401B Inland shipping dry bulk contract;2007 3rd quarter;;;
4131;50401B Inland shipping dry bulk contract;2007 4th quarter;;;
4132;50401B Inland shipping dry bulk contract;2007;;;
4133;50401B Inland shipping dry bulk contract;2008 1st quarter;;;
4134;50401B Inland shipping dry bulk contract;2008 2nd quarter;;;
4135;50401B Inland shipping dry bulk contract;2008 3rd quarter;;;
4136;50401B Inland shipping dry bulk contract;2008 4th quarter;;;
4137;50401B Inland shipping dry bulk contract;2008;;;
4138;50401B Inland shipping dry bulk contract;2009 1st quarter;;;
4139;50401B Inland shipping dry bulk contract;2009 2nd quarter;;;
4140;50401B Inland shipping dry bulk contract;2009 3rd quarter;;;
4141;50401B Inland shipping dry bulk contract;2009 4th quarter;;;
4142;50401B Inland shipping dry bulk contract;2009;;;
4143;50401B Inland shipping dry bulk contract;2010 1st quarter;;;
4144;50401B Inland shipping dry bulk contract;2010 2nd quarter;;;
4145;50401B Inland shipping dry bulk contract;2010 3rd quarter;;;
4146;50401B Inland shipping dry bulk contract;2010 4th quarter;;;
4147;50401B Inland shipping dry bulk contract;2010;;;
4148;50401B Inland shipping dry bulk contract;2011 1st quarter;;;
4149;50401B Inland shipping dry bulk contract;2011 2nd quarter;;;
4150;50401B Inland shipping dry bulk contract;2011 3rd quarter;;;
4151;50401B Inland shipping dry bulk contract;2011 4th quarter;;;
4152;50401B Inland shipping dry bulk contract;2011;;;
4153;50401B Inland shipping dry bulk contract;2012 1st quarter;;;
4154;50401B Inland shipping dry bulk contract;2012 2nd quarter;;;
4155;50401B Inland shipping dry bulk contract;2012 3rd quarter;;;
4156;50401B Inland shipping dry bulk contract;2012 4th quarter;;;
4157;50401B Inland shipping dry bulk contract;2012;;;
4158;50401B Inland shipping dry bulk contract;2013 1st quarter;;;
4159;50401B Inland shipping dry bulk contract;2013 2nd quarter;;;
4160;50401B Inland shipping dry bulk contract;2013 3rd quarter;;;
4161;50401B Inland shipping dry bulk contract;2013 4th quarter;;;
4162;50401B Inland shipping dry bulk contract;2013;;;
4163;50401B Inland shipping dry bulk contract;2014 1st quarter;;;
4164;50401B Inland shipping dry bulk contract;2014 2nd quarter;;;
4165;50401B Inland shipping dry bulk contract;2014 3rd quarter;;;
4166;50401B Inland shipping dry bulk contract;2014 4th quarter;;;
4167;50401B Inland shipping dry bulk contract;2014;;;
4168;50401B Inland shipping dry bulk contract;2015 1st quarter;;;
4169;50401B Inland shipping dry bulk contract;2015 2nd quarter;;;
4170;50401B Inland shipping dry bulk contract;2015 3rd quarter;;;
4171;50401B Inland shipping dry bulk contract;2015 4th quarter;;;
4172;50401B Inland shipping dry bulk contract;2015;;;
4173;50401B Inland shipping dry bulk contract;2016 1st quarter;;;
4174;50401B Inland shipping dry bulk contract;2016 2nd quarter;;;
4175;50401B Inland shipping dry bulk contract;2016 3rd quarter;;;
4176;50401B Inland shipping dry bulk contract;2016 4th quarter;;;
4177;50401B Inland shipping dry bulk contract;2016;;;
4178;50401B Inland shipping dry bulk contract;2017 1st quarter;;;
4179;50401B Inland shipping dry bulk contract;2017 2nd quarter;;;
4180;50401B Inland shipping dry bulk contract;2017 3rd quarter;;;
4181;50401B Inland shipping dry bulk contract;2017 4th quarter;;;
4182;50401B Inland shipping dry bulk contract;2017;;;
4183;50401B Inland shipping dry bulk contract;2018 1st quarter;92.1;;
4184;50401B Inland shipping dry bulk contract;2018 2nd quarter;93.9;2.0;
4185;50401B Inland shipping dry bulk contract;2018 3rd quarter;119.9;27.7;
4186;50401B Inland shipping dry bulk contract;2018 4th quarter;132.7;10.7;
4187;50401B Inland shipping dry bulk contract;2018;109.7;;
4188;50401B Inland shipping dry bulk contract;2019 1st quarter;103.1;-22.4;11.9
4189;50401B Inland shipping dry bulk contract;2019 2nd quarter;101.6;-1.4;8.2
4190;50401B Inland shipping dry bulk contract;2019 3rd quarter;100.4;-1.2;-16.3
4191;50401B Inland shipping dry bulk contract;2019 4th quarter;100.1;-0.3;-24.6
4192;50401B Inland shipping dry bulk contract;2019;101.3;;-7.6
4193;50401B Inland shipping dry bulk contract;2020 1st quarter;97.7;-2.4;-5.2
4194;50401B Inland shipping dry bulk contract;2020 2nd quarter;94.1;-3.7;-7.4
4195;50401B Inland shipping dry bulk contract;2020 3rd quarter;94.4;0.4;-6.0
4196;50401B Inland shipping dry bulk contract;2020 4th quarter;95.6;1.3;-4.5
4197;50401B Inland shipping dry bulk contract;2020;95.4;;-5.8
4198;50401B Inland shipping dry bulk contract;2021 1st quarter;94.5;-1.1;-3.2
4199;50401B Inland shipping dry bulk contract;2021 2nd quarter;97.0;2.6;3.1
4200;50401B Inland shipping dry bulk contract;2021 3rd quarter;98.0;1.0;3.8
4201;50401B Inland shipping dry bulk contract;2021 4th quarter;110.6;12.8;15.6
4202;50401B Inland shipping dry bulk contract;2021;100.0;;4.8
4203;50401B Inland shipping dry bulk contract;2022 1st quarter;113.4;2.6;20.0
4204;50401B Inland shipping dry bulk contract;2022 2nd quarter;125.1;10.3;29.0
4205;50401B Inland shipping dry bulk contract;2022 3rd quarter;155.2;24.0;58.4
4206;50401B Inland shipping dry bulk contract;2022 4th quarter;140.7;-9.3;27.2
4207;50401B Inland shipping dry bulk contract;2022;133.6;;33.6
4208;50401B Inland shipping dry bulk contract;2023 1st quarter;129.1;-8.2;13.8
4209;50401B Inland shipping dry bulk contract;2023 2nd quarter;116.3;-9.9;-7.1
4210;50401B Inland shipping dry bulk contract;2023 3rd quarter;113.8;-2.1;-26.7
4211;50401B Inland shipping dry bulk contract;2023 4th quarter;118.6;4.3;-15.7
4212;50401B Inland shipping dry bulk contract;2023;119.4;;-10.6
4213;50401B Inland shipping dry bulk contract;2024 1st quarter;116.1;-2.1;-10.1
4214;50401B Inland shipping dry bulk contract;2024 2nd quarter;116.1;0.0;-0.1
4215;50401B Inland shipping dry bulk contract;2024 3rd quarter;115.4;-0.6;1.4
4216;50401B Inland shipping dry bulk contract;2024 4th quarter;117.1;1.5;-1.3
4217;50401B Inland shipping dry bulk contract;2024;116.2;;-2.7
4218;50401C Inland shipping, dry bulk spot;2002 4th quarter;;;
4219;50401C Inland shipping, dry bulk spot;2003 1st quarter;;;
4220;50401C Inland shipping, dry bulk spot;2003 2nd quarter;;;
4221;50401C Inland shipping, dry bulk spot;2003 3rd quarter;;;
4222;50401C Inland shipping, dry bulk spot;2003 4th quarter;;;
4223;50401C Inland shipping, dry bulk spot;2003;;;
4224;50401C Inland shipping, dry bulk spot;2004 1st quarter;;;
4225;50401C Inland shipping, dry bulk spot;2004 2nd quarter;;;
4226;50401C Inland shipping, dry bulk spot;2004 3rd quarter;;;
4227;50401C Inland shipping, dry bulk spot;2004 4th quarter;;;
4228;50401C Inland shipping, dry bulk spot;2004;;;
4229;50401C Inland shipping, dry bulk spot;2005 1st quarter;;;
4230;50401C Inland shipping, dry bulk spot;2005 2nd quarter;;;
4231;50401C Inland shipping, dry bulk spot;2005 3rd quarter;;;
4232;50401C Inland shipping, dry bulk spot;2005 4th quarter;;;
4233;50401C Inland shipping, dry bulk spot;2005;;;
4234;50401C Inland shipping, dry bulk spot;2006 1st quarter;;;
4235;50401C Inland shipping, dry bulk spot;2006 2nd quarter;;;
4236;50401C Inland shipping, dry bulk spot;2006 3rd quarter;;;
4237;50401C Inland shipping, dry bulk spot;2006 4th quarter;;;
4238;50401C Inland shipping, dry bulk spot;2006;;;
4239;50401C Inland shipping, dry bulk spot;2007 1st quarter;;;
4240;50401C Inland shipping, dry bulk spot;2007 2nd quarter;;;
4241;50401C Inland shipping, dry bulk spot;2007 3rd quarter;;;
4242;50401C Inland shipping, dry bulk spot;2007 4th quarter;;;
4243;50401C Inland shipping, dry bulk spot;2007;;;
4244;50401C Inland shipping, dry bulk spot;2008 1st quarter;;;
4245;50401C Inland shipping, dry bulk spot;2008 2nd quarter;;;
4246;50401C Inland shipping, dry bulk spot;2008 3rd quarter;;;
4247;50401C Inland shipping, dry bulk spot;2008 4th quarter;;;
4248;50401C Inland shipping, dry bulk spot;2008;;;
4249;50401C Inland shipping, dry bulk spot;2009 1st quarter;;;
4250;50401C Inland shipping, dry bulk spot;2009 2nd quarter;;;
4251;50401C Inland shipping, dry bulk spot;2009 3rd quarter;;;
4252;50401C Inland shipping, dry bulk spot;2009 4th quarter;;;
4253;50401C Inland shipping, dry bulk spot;2009;;;
4254;50401C Inland shipping, dry bulk spot;2010 1st quarter;;;
4255;50401C Inland shipping, dry bulk spot;2010 2nd quarter;;;
4256;50401C Inland shipping, dry bulk spot;2010 3rd quarter;;;
4257;50401C Inland shipping, dry bulk spot;2010 4th quarter;;;
4258;50401C Inland shipping, dry bulk spot;2010;;;
4259;50401C Inland shipping, dry bulk spot;2011 1st quarter;;;
4260;50401C Inland shipping, dry bulk spot;2011 2nd quarter;;;
4261;50401C Inland shipping, dry bulk spot;2011 3rd quarter;;;
4262;50401C Inland shipping, dry bulk spot;2011 4th quarter;;;
4263;50401C Inland shipping, dry bulk spot;2011;;;
4264;50401C Inland shipping, dry bulk spot;2012 1st quarter;;;
4265;50401C Inland shipping, dry bulk spot;2012 2nd quarter;;;
4266;50401C Inland shipping, dry bulk spot;2012 3rd quarter;;;
4267;50401C Inland shipping, dry bulk spot;2012 4th quarter;;;
4268;50401C Inland shipping, dry bulk spot;2012;;;
4269;50401C Inland shipping, dry bulk spot;2013 1st quarter;;;
4270;50401C Inland shipping, dry bulk spot;2013 2nd quarter;;;
4271;50401C Inland shipping, dry bulk spot;2013 3rd quarter;;;
4272;50401C Inland shipping, dry bulk spot;2013 4th quarter;;;
4273;50401C Inland shipping, dry bulk spot;2013;;;
4274;50401C Inland shipping, dry bulk spot;2014 1st quarter;;;
4275;50401C Inland shipping, dry bulk spot;2014 2nd quarter;;;
4276;50401C Inland shipping, dry bulk spot;2014 3rd quarter;;;
4277;50401C Inland shipping, dry bulk spot;2014 4th quarter;;;
4278;50401C Inland shipping, dry bulk spot;2014;;;
4279;50401C Inland shipping, dry bulk spot;2015 1st quarter;;;
4280;50401C Inland shipping, dry bulk spot;2015 2nd quarter;;;
4281;50401C Inland shipping, dry bulk spot;2015 3rd quarter;;;
4282;50401C Inland shipping, dry bulk spot;2015 4th quarter;;;
4283;50401C Inland shipping, dry bulk spot;2015;;;
4284;50401C Inland shipping, dry bulk spot;2016 1st quarter;;;
4285;50401C Inland shipping, dry bulk spot;2016 2nd quarter;;;
4286;50401C Inland shipping, dry bulk spot;2016 3rd quarter;;;
4287;50401C Inland shipping, dry bulk spot;2016 4th quarter;;;
4288;50401C Inland shipping, dry bulk spot;2016;;;
4289;50401C Inland shipping, dry bulk spot;2017 1st quarter;;;
4290;50401C Inland shipping, dry bulk spot;2017 2nd quarter;;;
4291;50401C Inland shipping, dry bulk spot;2017 3rd quarter;;;
4292;50401C Inland shipping, dry bulk spot;2017 4th quarter;;;
4293;50401C Inland shipping, dry bulk spot;2017;;;
4294;50401C Inland shipping, dry bulk spot;2018 1st quarter;89.9;;
4295;50401C Inland shipping, dry bulk spot;2018 2nd quarter;87.4;-2.9;
4296;50401C Inland shipping, dry bulk spot;2018 3rd quarter;123.6;41.5;
4297;50401C Inland shipping, dry bulk spot;2018 4th quarter;163.3;32.1;
4298;50401C Inland shipping, dry bulk spot;2018;116.1;;
4299;50401C Inland shipping, dry bulk spot;2019 1st quarter;109.2;-33.2;21.4
4300;50401C Inland shipping, dry bulk spot;2019 2nd quarter;99.7;-8.7;14.1
4301;50401C Inland shipping, dry bulk spot;2019 3rd quarter;95.3;-4.4;-23.0
4302;50401C Inland shipping, dry bulk spot;2019 4th quarter;93.5;-1.8;-42.8
4303;50401C Inland shipping, dry bulk spot;2019;99.4;;-14.4
