ID;Geslacht;Migratieachtergrond;Generatie;Perioden;TotaalHuwendenMetMigratieachtergrond_1;MetPartnerMetNederlandseAchtergrond_2;TotaalPartnerMetMigratieachtergrond_3;TotaalGelijkeMigratieachtergrond_4;GeenMigratiehuwelijk_5;WelMigratiehuwelijk_6;PartnerMetAndereMigratieachtergrond_7
495;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2012;6880;3130;3750;2160;1620;540;1590
496;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2013;6780;2840;3930;2350;1820;530;1580
497;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2014;7640;3030;4610;2930;2400;520;1680
498;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2015;7220;2890;4320;2660;2170;480;1670
499;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2016;7550;2890;4660;2970;2430;540;1690
500;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2017;7800;3020;4780;3080;2580;500;1700
501;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2018;8410;3060;5350;3370;2800;570;1980
502;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2019;9230;3050;6180;3870;3280;590;2310
503;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2020;7320;2600;4720;2760;2380;380;1960
504;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2021;8680;2890;5790;3590;3140;450;2200
505;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2022;10250;3540;6710;4030;3580;450;2680
506;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2001;7980;6270;1710;530;440;90;1180
507;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2002;8370;6540;1840;560;480;80;1280
508;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2003;7740;6110;1620;480;420;60;1140
509;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2004;7100;5630;1480;450;400;50;1020
510;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2005;6940;5410;1530;470;420;50;1060
511;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2006;6880;5450;1430;390;340;50;1040
512;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2007;7020;5450;1570;470;400;70;1100
513;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2008;7360;5850;1520;440;400;40;1080
514;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2009;6840;5330;1510;390;350;30;1130
515;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2010;7050;5400;1660;440;380;60;1220
516;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2011;6690;5050;1640;450;380;60;1190
517;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2012;6470;4880;1590;420;350;70;1180
518;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2013;5860;4380;1490;350;280;70;1130
519;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2014;5930;4490;1440;350;300;50;1080
520;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2015;5770;4370;1410;340;290;50;1070
521;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2016;5790;4340;1450;340;290;60;1110
522;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2017;5610;4170;1440;390;330;60;1040
523;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2018;5560;4050;1520;360;300;70;1150
524;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2019;5500;3940;1560;380;310;60;1180
525;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2020;4220;2980;1240;290;230;60;950
526;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2021;4630;3270;1360;280;240;40;1080
527;Mannen en vrouwen;Westerse migratieachtergrond;Tweede generatie;2022;5900;4240;1660;360;300;60;1300
528;Mannen;Totaal;Totaal eerste en tweede generatie;2001;14210;5300;8910;6610;3040;3570;2300
529;Mannen;Totaal;Totaal eerste en tweede generatie;2002;15300;5740;9560;7060;3360;3700;2500
530;Mannen;Totaal;Totaal eerste en tweede generatie;2003;14140;5520;8630;6290;3140;3150;2340
531;Mannen;Totaal;Totaal eerste en tweede generatie;2004;12290;5080;7210;5190;2850;2340;2020
532;Mannen;Totaal;Totaal eerste en tweede generatie;2005;12330;4900;7430;5210;3290;1920;2220
533;Mannen;Totaal;Totaal eerste en tweede generatie;2006;12530;4950;7580;5380;3550;1830;2200
534;Mannen;Totaal;Totaal eerste en tweede generatie;2007;12560;4960;7610;5350;3930;1420;2250
535;Mannen;Totaal;Totaal eerste en tweede generatie;2008;13530;5280;8260;5950;4410;1550;2300
536;Mannen;Totaal;Totaal eerste en tweede generatie;2009;14390;5050;9340;6650;4810;1840;2690
537;Mannen;Totaal;Totaal eerste en tweede generatie;2010;16090;5230;10860;7890;4940;2960;2970
538;Mannen;Totaal;Totaal eerste en tweede generatie;2011;15580;4970;10620;7570;5100;2480;3040
539;Mannen;Totaal;Totaal eerste en tweede generatie;2012;15210;4820;10400;7360;4980;2380;3040
540;Mannen;Totaal;Totaal eerste en tweede generatie;2013;14810;4290;10530;7520;4970;2550;3010
541;Mannen;Totaal;Totaal eerste en tweede generatie;2014;15560;4550;11010;7960;5560;2390;3050
542;Mannen;Totaal;Totaal eerste en tweede generatie;2015;15230;4440;10790;7650;5360;2280;3140
543;Mannen;Totaal;Totaal eerste en tweede generatie;2016;15530;4420;11110;7860;5560;2300;3250
544;Mannen;Totaal;Totaal eerste en tweede generatie;2017;16040;4610;11430;8170;5850;2320;3260
545;Mannen;Totaal;Totaal eerste en tweede generatie;2018;16640;4500;12130;8430;5900;2530;3700
546;Mannen;Totaal;Totaal eerste en tweede generatie;2019;17630;4480;13160;9220;6300;2920;3940
547;Mannen;Totaal;Totaal eerste en tweede generatie;2020;14520;3550;10970;7450;5540;1920;3520
548;Mannen;Totaal;Totaal eerste en tweede generatie;2021;17060;4040;13020;9010;6610;2400;4010
549;Mannen;Totaal;Totaal eerste en tweede generatie;2022;19940;5280;14670;9880;6800;3080;4790
550;Mannen;Totaal;Eerste generatie;2001;8820;1960;6860;5400;2360;3040;1460
551;Mannen;Totaal;Eerste generatie;2002;9200;2070;7130;5580;2530;3050;1550
552;Mannen;Totaal;Eerste generatie;2003;8540;2090;6450;5010;2320;2690;1440
553;Mannen;Totaal;Eerste generatie;2004;7040;1850;5200;4000;2100;1910;1190
554;Mannen;Totaal;Eerste generatie;2005;7090;1790;5300;4000;2340;1660;1300
555;Mannen;Totaal;Eerste generatie;2006;7110;1830;5280;4010;2400;1610;1270
556;Mannen;Totaal;Eerste generatie;2007;6750;1790;4960;3710;2490;1230;1250
557;Mannen;Totaal;Eerste generatie;2008;7160;1770;5390;4080;2730;1350;1310
558;Mannen;Totaal;Eerste generatie;2009;7990;1860;6130;4560;2980;1580;1580
559;Mannen;Totaal;Eerste generatie;2010;9090;1800;7300;5540;2970;2560;1760
560;Mannen;Totaal;Eerste generatie;2011;8810;1790;7020;5170;3060;2110;1850
561;Mannen;Totaal;Eerste generatie;2012;8460;1700;6760;4990;2960;2030;1770
562;Mannen;Totaal;Eerste generatie;2013;8320;1490;6840;5070;2870;2200;1770
563;Mannen;Totaal;Eerste generatie;2014;8680;1570;7110;5310;3210;2100;1800
564;Mannen;Totaal;Eerste generatie;2015;8200;1540;6650;4860;2940;1920;1790
565;Mannen;Totaal;Eerste generatie;2016;8260;1480;6780;4940;2990;1950;1840
566;Mannen;Totaal;Eerste generatie;2017;8670;1660;7010;5140;3180;1960;1870
567;Mannen;Totaal;Eerste generatie;2018;9060;1630;7440;5330;3160;2160;2110
568;Mannen;Totaal;Eerste generatie;2019;9960;1660;8300;5970;3500;2470;2340
569;Mannen;Totaal;Eerste generatie;2020;7780;1300;6480;4440;2860;1580;2040
570;Mannen;Totaal;Eerste generatie;2021;9240;1490;7760;5420;3420;2010;2330
571;Mannen;Totaal;Eerste generatie;2022;11040;1930;9110;6260;3660;2600;2850
572;Mannen;Totaal;Tweede generatie;2001;5390;3340;2050;1210;680;530;840
573;Mannen;Totaal;Tweede generatie;2002;6100;3670;2430;1480;830;640;950
574;Mannen;Totaal;Tweede generatie;2003;5600;3430;2180;1280;820;460;900
575;Mannen;Totaal;Tweede generatie;2004;5240;3230;2010;1190;750;430;830
576;Mannen;Totaal;Tweede generatie;2005;5240;3110;2130;1210;950;260;920
577;Mannen;Totaal;Tweede generatie;2006;5430;3130;2300;1370;1160;220;920
578;Mannen;Totaal;Tweede generatie;2007;5820;3170;2650;1640;1450;190;1010
579;Mannen;Totaal;Tweede generatie;2008;6370;3510;2870;1870;1670;200;1000
580;Mannen;Totaal;Tweede generatie;2009;6400;3190;3200;2090;1830;260;1120
581;Mannen;Totaal;Tweede generatie;2010;7000;3430;3570;2360;1970;390;1210
582;Mannen;Totaal;Tweede generatie;2011;6780;3180;3600;2400;2040;360;1200
583;Mannen;Totaal;Tweede generatie;2012;6750;3120;3630;2360;2020;350;1270
584;Mannen;Totaal;Tweede generatie;2013;6490;2800;3690;2450;2100;350;1240
585;Mannen;Totaal;Tweede generatie;2014;6880;2980;3900;2650;2350;300;1250
586;Mannen;Totaal;Tweede generatie;2015;7040;2900;4140;2790;2420;360;1350
587;Mannen;Totaal;Tweede generatie;2016;7270;2940;4330;2920;2580;340;1410
588;Mannen;Totaal;Tweede generatie;2017;7370;2950;4420;3030;2670;360;1390
589;Mannen;Totaal;Tweede generatie;2018;7570;2870;4700;3100;2740;360;1600
590;Mannen;Totaal;Tweede generatie;2019;7670;2820;4850;3260;2810;450;1600
591;Mannen;Totaal;Tweede generatie;2020;6740;2250;4490;3020;2680;340;1480
592;Mannen;Totaal;Tweede generatie;2021;7810;2550;5260;3590;3190;400;1680
593;Mannen;Totaal;Tweede generatie;2022;8910;3350;5560;3620;3140;480;1940
594;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2001;7920;1220;6700;5580;2390;3190;1120
595;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2002;8490;1350;7140;5940;2650;3290;1200
596;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2003;7790;1310;6480;5330;2520;2800;1160
597;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2004;6550;1290;5260;4330;2230;2100;930
598;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2005;6630;1260;5370;4300;2620;1680;1080
599;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2006;6780;1290;5490;4450;2930;1520;1050
600;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2007;6820;1290;5530;4440;3290;1160;1090
601;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2008;7610;1420;6190;4990;3690;1300;1200
602;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2009;8500;1470;7040;5570;4020;1540;1470
603;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2010;9740;1540;8200;6550;4020;2530;1650
604;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2011;9310;1500;7820;6150;4090;2060;1670
605;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2012;9060;1500;7570;5960;3990;1970;1610
606;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2013;9040;1380;7670;6070;3920;2150;1600
607;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2014;9320;1440;7880;6230;4210;2020;1650
608;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2015;9290;1480;7800;6070;4130;1940;1730
609;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2016;9450;1520;7940;6110;4200;1900;1830
610;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2017;9840;1630;8210;6350;4400;1950;1860
611;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2018;10180;1620;8560;6460;4350;2110;2100
612;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2019;10800;1660;9140;6990;4510;2480;2150
613;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2020;9310;1400;7910;5870;4230;1640;2040
614;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2021;11020;1680;9340;6990;4920;2070;2350
615;Mannen;Niet-westerse migratieachtergrond;Totaal eerste en tweede generatie;2022;12470;2120;10350;7620;4850;2770;2730
616;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2001;6460;860;5590;4660;1930;2730;940
617;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2002;6680;940;5750;4770;2070;2700;980
618;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2003;6140;900;5240;4310;1920;2390;940
619;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2004;4960;850;4110;3390;1690;1700;720
620;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2005;4950;810;4140;3340;1890;1450;810
621;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2006;4850;820;4030;3280;1950;1330;760
622;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2007;4560;770;3800;3060;2050;1010;740
623;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2008;4960;790;4170;3350;2230;1130;820
624;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2009;5560;870;4690;3700;2390;1310;1000
625;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2010;6400;810;5590;4440;2260;2180;1150
626;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2011;5950;790;5160;4010;2260;1750;1160
627;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2012;5630;760;4870;3840;2170;1670;1030
628;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2013;5500;670;4830;3820;1970;1850;1020
629;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2014;5490;700;4800;3770;2020;1750;1030
630;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2015;5160;680;4470;3460;1860;1600;1010
631;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2016;5110;690;4420;3370;1780;1600;1050
632;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2017;5390;770;4620;3530;1900;1630;1090
633;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2018;5510;760;4760;3560;1770;1790;1190
634;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2019;5920;740;5180;3930;1860;2070;1240
635;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2020;4700;590;4110;3000;1660;1330;1110
636;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2021;5560;710;4850;3550;1850;1700;1290
637;Mannen;Niet-westerse migratieachtergrond;Eerste generatie;2022;6600;870;5720;4190;1880;2320;1530
638;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2001;1460;350;1110;920;450;470;190
639;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2002;1810;410;1400;1180;590;590;220
640;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2003;1650;410;1240;1020;600;420;220
641;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2004;1590;440;1150;940;540;400;210
642;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2005;1680;450;1230;960;740;230;270
643;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2006;1930;470;1460;1170;980;190;290
644;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2007;2260;530;1730;1390;1240;150;350
645;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2008;2650;630;2020;1640;1470;170;380
646;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2009;2940;600;2340;1870;1640;240;470
647;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2010;3340;720;2620;2110;1760;350;500
648;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2011;3370;710;2650;2150;1830;320;510
649;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2012;3430;740;2700;2120;1820;300;570
650;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2013;3540;710;2830;2250;1950;300;580
651;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2014;3830;750;3080;2460;2200;260;620
652;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2015;4130;800;3330;2610;2270;340;720
653;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2016;4340;830;3510;2740;2430;310;780
654;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2017;4450;860;3590;2820;2490;320;780
655;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2018;4670;870;3800;2900;2580;320;900
656;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2019;4880;920;3960;3050;2640;410;910
657;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2020;4610;810;3800;2870;2570;300;930
658;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2021;5470;980;4490;3440;3070;370;1050
659;Mannen;Niet-westerse migratieachtergrond;Tweede generatie;2022;5870;1240;4630;3430;2980;450;1200
660;Mannen;Marokko;Totaal eerste en tweede generatie;2001;1830;140;1690;1580;540;1050;100
661;Mannen;Marokko;Totaal eerste en tweede generatie;2002;1890;160;1730;1630;660;980;100
662;Mannen;Marokko;Totaal eerste en tweede generatie;2003;1690;160;1530;1430;650;780;110
663;Mannen;Marokko;Totaal eerste en tweede generatie;2004;1320;200;1130;1060;540;520;70
664;Mannen;Marokko;Totaal eerste en tweede generatie;2005;1460;160;1300;1190;750;440;120
665;Mannen;Marokko;Totaal eerste en tweede generatie;2006;1590;170;1420;1320;960;360;100
666;Mannen;Marokko;Totaal eerste en tweede generatie;2007;1670;160;1510;1410;1140;260;100
667;Mannen;Marokko;Totaal eerste en tweede generatie;2008;1840;160;1680;1560;1260;300;120
668;Mannen;Marokko;Totaal eerste en tweede generatie;2009;1960;180;1780;1640;1320;320;140
669;Mannen;Marokko;Totaal eerste en tweede generatie;2010;2310;210;2100;1940;1260;680;170
670;Mannen;Marokko;Totaal eerste en tweede generatie;2011;2160;190;1970;1830;1260;570;150
671;Mannen;Marokko;Totaal eerste en tweede generatie;2012;1960;190;1770;1650;1150;510;120
672;Mannen;Marokko;Totaal eerste en tweede generatie;2013;2100;220;1870;1720;1160;550;160
673;Mannen;Marokko;Totaal eerste en tweede generatie;2014;2170;220;1950;1790;1230;560;150
674;Mannen;Marokko;Totaal eerste en tweede generatie;2015;2110;200;1910;1730;1230;500;180
675;Mannen;Marokko;Totaal eerste en tweede generatie;2016;2110;210;1890;1700;1260;440;200
676;Mannen;Marokko;Totaal eerste en tweede generatie;2017;2170;220;1960;1770;1260;510;180
677;Mannen;Marokko;Totaal eerste en tweede generatie;2018;2250;230;2020;1810;1250;570;210
678;Mannen;Marokko;Totaal eerste en tweede generatie;2019;2290;220;2080;1890;1270;620;180
679;Mannen;Marokko;Totaal eerste en tweede generatie;2020;2240;220;2020;1820;1440;370;200
680;Mannen;Marokko;Totaal eerste en tweede generatie;2021;2530;300;2230;1970;1530;440;260
681;Mannen;Marokko;Totaal eerste en tweede generatie;2022;2670;300;2370;2090;1440;640;280
682;Mannen;Marokko;Eerste generatie;2001;1600;110;1490;1390;450;940;90
683;Mannen;Marokko;Eerste generatie;2002;1560;120;1440;1360;510;850;80
684;Mannen;Marokko;Eerste generatie;2003;1400;120;1280;1200;490;710;90
685;Mannen;Marokko;Eerste generatie;2004;1000;130;870;830;400;430;40
686;Mannen;Marokko;Eerste generatie;2005;1100;110;990;910;530;390;80
687;Mannen;Marokko;Eerste generatie;2006;1120;110;1010;950;620;330;60
688;Mannen;Marokko;Eerste generatie;2007;1090;90;1000;950;720;230;50
689;Mannen;Marokko;Eerste generatie;2008;1120;90;1040;970;710;260;60
690;Mannen;Marokko;Eerste generatie;2009;1170;110;1060;990;720;270;70
691;Mannen;Marokko;Eerste generatie;2010;1410;100;1310;1230;640;590;80
692;Mannen;Marokko;Eerste generatie;2011;1250;90;1160;1080;600;480;80
693;Mannen;Marokko;Eerste generatie;2012;1080;80;1000;940;520;420;60
694;Mannen;Marokko;Eerste generatie;2013;1070;80;1000;930;490;440;70
695;Mannen;Marokko;Eerste generatie;2014;1080;90;990;930;450;480;70
696;Mannen;Marokko;Eerste generatie;2015;950;70;880;820;430;390;60
697;Mannen;Marokko;Eerste generatie;2016;830;80;750;690;360;330;60
698;Mannen;Marokko;Eerste generatie;2017;860;70;790;740;360;390;50
699;Mannen;Marokko;Eerste generatie;2018;910;70;840;790;340;450;50
700;Mannen;Marokko;Eerste generatie;2019;840;60;790;740;280;460;50
701;Mannen;Marokko;Eerste generatie;2020;670;60;620;570;300;270;40
702;Mannen;Marokko;Eerste generatie;2021;720;70;660;600;280;320;50
703;Mannen;Marokko;Eerste generatie;2022;790;50;740;680;230;450;50
704;Mannen;Marokko;Tweede generatie;2001;230;30;200;190;90;100;10
705;Mannen;Marokko;Tweede generatie;2002;330;40;290;270;150;130;20
706;Mannen;Marokko;Tweede generatie;2003;290;40;250;230;160;70;20
707;Mannen;Marokko;Tweede generatie;2004;320;70;260;230;140;90;30
708;Mannen;Marokko;Tweede generatie;2005;360;50;310;280;230;50;40
709;Mannen;Marokko;Tweede generatie;2006;470;60;410;370;340;40;40
710;Mannen;Marokko;Tweede generatie;2007;580;70;510;460;430;30;50
711;Mannen;Marokko;Tweede generatie;2008;710;70;640;580;540;40;60
712;Mannen;Marokko;Tweede generatie;2009;790;70;720;650;600;50;70
713;Mannen;Marokko;Tweede generatie;2010;900;110;790;700;620;90;90
714;Mannen;Marokko;Tweede generatie;2011;910;100;810;740;650;90;70
715;Mannen;Marokko;Tweede generatie;2012;880;110;780;720;630;90;60
716;Mannen;Marokko;Tweede generatie;2013;1020;150;880;780;670;110;90
717;Mannen;Marokko;Tweede generatie;2014;1090;130;960;870;790;80;90
718;Mannen;Marokko;Tweede generatie;2015;1160;140;1030;900;800;100;120
719;Mannen;Marokko;Tweede generatie;2016;1280;140;1140;1000;900;110;140
720;Mannen;Marokko;Tweede generatie;2017;1310;150;1160;1030;900;120;140
721;Mannen;Marokko;Tweede generatie;2018;1340;160;1180;1020;910;120;160
722;Mannen;Marokko;Tweede generatie;2019;1450;160;1290;1150;980;160;140
723;Mannen;Marokko;Tweede generatie;2020;1560;160;1400;1240;1140;100;160
724;Mannen;Marokko;Tweede generatie;2021;1810;240;1570;1370;1250;120;200
725;Mannen;Marokko;Tweede generatie;2022;1880;250;1640;1400;1220;190;230
726;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2001;450;200;240;150;140;10;100
727;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2002;490;210;280;170;160;10;110
728;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2003;440;200;250;170;160;10;80
729;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2004;430;180;250;150;140;10;100
730;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2005;480;210;280;170;160;10;110
731;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2006;470;200;270;170;160;0;110
732;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2007;510;210;300;190;180;0;120
733;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2008;560;240;330;210;200;10;120
734;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2009;560;230;320;200;190;10;120
735;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2010;610;240;370;210;210;10;150
736;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2011;600;260;350;190;190;0;150
737;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2012;640;230;400;240;240;0;160
738;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2013;460;180;280;140;140;0;140
739;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2014;540;230;310;180;170;10;130
740;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2015;550;230;320;160;160;0;160
741;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2016;500;230;270;130;120;0;140
742;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2017;510;240;280;140;140;0;140
743;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2018;570;220;340;150;140;10;190
744;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2019;530;250;280;150;140;10;130
745;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2020;450;170;270;120;120;0;150
746;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2021;530;210;320;150;140;0;170
747;Mannen;(voormalige) Nederlandse Antillen, Aruba;Totaal eerste en tweede generatie;2022;670;280;390;180;180;0;210
748;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2001;340;120;210;140;140;10;70
749;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2002;360;120;240;160;160;10;80
750;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2003;330;110;220;160;150;10;60
751;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2004;310;100;210;140;140;10;70
752;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2005;340;100;240;160;160;10;80
753;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2006;340;100;240;160;150;0;80
754;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2007;360;100;260;180;170;0;90
755;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2008;400;130;280;200;190;10;80
756;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2009;410;130;280;190;180;10;90
757;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2010;430;120;310;200;200;10;100
758;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2011;420;130;290;180;180;0;110
759;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2012;440;110;330;230;220;0;100
760;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2013;300;90;220;120;120;0;90
761;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2014;340;100;240;160;150;10;80
762;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2015;360;120;240;140;140;0;100
763;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2016;310;100;200;120;120;0;80
764;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2017;320;110;200;120;120;0;80
765;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2018;360;120;240;130;120;10;120
766;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2019;320;110;210;130;120;10;80
767;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2020;270;80;190;100;100;0;90
768;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2021;300;80;220;130;120;0;100
769;Mannen;(voormalige) Nederlandse Antillen, Aruba;Eerste generatie;2022;420;130;290;160;160;0;130
