ID;LeeftijdMoederOp31December;Geboortegeneratie;WaarnemingEnPrognoseTotaal_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5
772;22 jaar;2019;0.02678;0.02079;0.00556;0.00038;5e-05
773;22 jaar;2020;0.02678;0.02079;0.00556;0.00038;5e-05
774;23 jaar;1935;0.13115;0.08361;0.03445;0.00995;0.00314
775;23 jaar;1936;0.13698;0.08741;0.03658;0.00978;0.00321
776;23 jaar;1937;0.14015;0.08825;0.03832;0.01044;0.00314
777;23 jaar;1938;0.14318;0.09094;0.03844;0.0106;0.0032
778;23 jaar;1939;0.14789;0.09369;0.04015;0.01093;0.00312
779;23 jaar;1940;0.15461;0.09674;0.04293;0.01162;0.00332
780;23 jaar;1941;0.16253;0.10105;0.04615;0.01208;0.00325
781;23 jaar;1942;0.16046;0.10189;0.04419;0.01154;0.00284
782;23 jaar;1943;0.16294;0.10542;0.04499;0.01024;0.00229
783;23 jaar;1944;0.1683;0.10954;0.04731;0.00947;0.00198
784;23 jaar;1945;0.16662;0.1076;0.04819;0.00909;0.00174
785;23 jaar;1946;0.16585;0.10591;0.0492;0.00914;0.0016
786;23 jaar;1947;0.1548;0.09664;0.04849;0.00828;0.00139
787;23 jaar;1948;0.14748;0.09406;0.04506;0.00704;0.00132
788;23 jaar;1949;0.14024;0.0902;0.04323;0.00578;0.00103
789;23 jaar;1950;0.12616;0.08038;0.0406;0.00462;0.00056
790;23 jaar;1951;0.12216;0.07796;0.03971;0.00397;0.00052
791;23 jaar;1952;0.11174;0.07133;0.03621;0.00365;0.00055
792;23 jaar;1953;0.10767;0.06832;0.03496;0.00383;0.00056
793;23 jaar;1954;0.10167;0.06491;0.03254;0.00373;0.00049
794;23 jaar;1955;0.09911;0.0631;0.03161;0.00383;0.00057
795;23 jaar;1956;0.09379;0.06197;0.02741;0.00377;0.00064
796;23 jaar;1957;0.09306;0.06146;0.02739;0.00359;0.00062
797;23 jaar;1958;0.08597;0.05661;0.02485;0.00385;0.00066
798;23 jaar;1959;0.07769;0.05157;0.02198;0.00356;0.00058
799;23 jaar;1960;0.0754;0.05002;0.02098;0.00371;0.00069
800;23 jaar;1961;0.0721;0.04945;0.01912;0.00303;0.0005
801;23 jaar;1962;0.06865;0.04593;0.01907;0.00309;0.00056
802;23 jaar;1963;0.06398;0.04293;0.01768;0.00278;0.00059
803;23 jaar;1964;0.06074;0.04022;0.01722;0.00282;0.00048
804;23 jaar;1965;0.05829;0.03934;0.01574;0.00275;0.00046
805;23 jaar;1966;0.05349;0.03667;0.01419;0.00226;0.00037
806;23 jaar;1967;0.05259;0.03655;0.01349;0.00216;0.00039
807;23 jaar;1968;0.0494;0.03372;0.01324;0.00199;0.00045
808;23 jaar;1969;0.04708;0.03135;0.01322;0.00222;0.00029
809;23 jaar;1970;0.0435;0.02903;0.01218;0.00204;0.00025
810;23 jaar;1971;0.04213;0.02845;0.01142;0.00191;0.00035
811;23 jaar;1972;0.04044;0.02658;0.01138;0.00213;0.00035
812;23 jaar;1973;0.04052;0.02705;0.0116;0.00158;0.00029
813;23 jaar;1974;0.04173;0.02838;0.01134;0.00179;0.00022
814;23 jaar;1975;0.04132;0.0283;0.01113;0.00168;0.00021
815;23 jaar;1976;0.04042;0.0281;0.01062;0.00152;0.00018
816;23 jaar;1977;0.04447;0.03098;0.01173;0.0016;0.00016
817;23 jaar;1978;0.04359;0.0309;0.0108;0.0017;0.00019
818;23 jaar;1979;0.04369;0.03059;0.01135;0.00162;0.00014
819;23 jaar;1980;0.04416;0.03115;0.01124;0.00153;0.00023
820;23 jaar;1981;0.04273;0.02989;0.011;0.00162;0.00021
821;23 jaar;1982;0.04262;0.02949;0.01105;0.00183;0.00024
822;23 jaar;1983;0.04442;0.03062;0.01185;0.00169;0.00027
823;23 jaar;1984;0.04387;0.03055;0.01104;0.00207;0.00021
824;23 jaar;1985;0.04348;0.03106;0.0105;0.00169;0.00023
825;23 jaar;1986;0.04222;0.03062;0.00999;0.00142;0.00019
826;23 jaar;1987;0.04038;0.02914;0.0096;0.00148;0.00016
827;23 jaar;1988;0.03798;0.0283;0.00849;0.00105;0.00015
828;23 jaar;1989;0.03663;0.02628;0.00887;0.00135;0.00013
829;23 jaar;1990;0.03608;0.02621;0.00844;0.00123;0.0002
830;23 jaar;1991;0.03599;0.02626;0.00843;0.00116;0.00014
831;23 jaar;1992;0.0372;0.02706;0.00882;0.00118;0.00014
832;23 jaar;1993;0.03737;0.02736;0.00879;0.00108;0.00014
833;23 jaar;1994;0.03731;0.02727;0.00883;0.00108;0.00014
834;23 jaar;1995;0.03705;0.02715;0.00872;0.00104;0.00014
835;23 jaar;1996;0.03705;0.02717;0.00873;0.00101;0.00014
836;23 jaar;1997;0.03715;0.02723;0.00878;0.001;0.00014
837;23 jaar;1998;0.03709;0.02722;0.00877;0.00097;0.00014
838;23 jaar;1999;0.03704;0.02718;0.00876;0.00096;0.00014
839;23 jaar;2000;0.03701;0.02717;0.00875;0.00095;0.00014
840;23 jaar;2001;0.03706;0.02718;0.00876;0.00098;0.00014
841;23 jaar;2002;0.03706;0.02719;0.00876;0.00097;0.00014
842;23 jaar;2003;0.03705;0.02719;0.00876;0.00097;0.00014
843;23 jaar;2004;0.03704;0.02718;0.00876;0.00097;0.00014
844;23 jaar;2005;0.03705;0.02718;0.00876;0.00097;0.00014
845;23 jaar;2006;0.03705;0.02718;0.00876;0.00097;0.00014
846;23 jaar;2007;0.03705;0.02718;0.00876;0.00097;0.00014
847;23 jaar;2008;0.03705;0.02718;0.00876;0.00097;0.00014
848;23 jaar;2009;0.03705;0.02718;0.00876;0.00097;0.00014
849;23 jaar;2010;0.03705;0.02718;0.00876;0.00097;0.00014
850;23 jaar;2011;0.03705;0.02718;0.00876;0.00097;0.00014
851;23 jaar;2012;0.03705;0.02718;0.00876;0.00097;0.00014
852;23 jaar;2013;0.03705;0.02718;0.00876;0.00097;0.00014
853;23 jaar;2014;0.03705;0.02718;0.00876;0.00097;0.00014
854;23 jaar;2015;0.03705;0.02718;0.00876;0.00097;0.00014
855;23 jaar;2016;0.03705;0.02718;0.00876;0.00097;0.00014
856;23 jaar;2017;0.03705;0.02718;0.00876;0.00097;0.00014
857;23 jaar;2018;0.03705;0.02718;0.00876;0.00097;0.00014
858;23 jaar;2019;0.03705;0.02718;0.00876;0.00097;0.00014
859;23 jaar;2020;0.03705;0.02718;0.00876;0.00097;0.00014
860;24 jaar;1935;0.1697;0.10083;0.04859;0.01423;0.00605
861;24 jaar;1936;0.16902;0.09768;0.05099;0.01458;0.00577
862;24 jaar;1937;0.18041;0.10449;0.05313;0.01677;0.00602
863;24 jaar;1938;0.17975;0.10405;0.054;0.01569;0.00601
864;24 jaar;1939;0.18516;0.10422;0.05756;0.01713;0.00625
865;24 jaar;1940;0.18661;0.10323;0.0602;0.01732;0.00586
866;24 jaar;1941;0.1913;0.10836;0.06027;0.01731;0.00536
867;24 jaar;1942;0.18797;0.10881;0.0596;0.01523;0.00433
868;24 jaar;1943;0.19361;0.11308;0.06292;0.0139;0.00371
869;24 jaar;1944;0.19279;0.1112;0.06474;0.01362;0.00323
870;24 jaar;1945;0.19695;0.10817;0.06997;0.01502;0.00379
871;24 jaar;1946;0.17992;0.10054;0.06495;0.01214;0.00229
872;24 jaar;1947;0.17139;0.09584;0.06164;0.01157;0.00234
873;24 jaar;1948;0.16498;0.09517;0.05919;0.00881;0.00181
874;24 jaar;1949;0.1495;0.08705;0.0539;0.00731;0.00124
875;24 jaar;1950;0.14156;0.08228;0.05212;0.00614;0.00102
876;24 jaar;1951;0.13241;0.07721;0.04824;0.00592;0.00104
877;24 jaar;1952;0.13181;0.07607;0.04857;0.00611;0.00106
878;24 jaar;1953;0.12211;0.07098;0.04444;0.00584;0.00085
879;24 jaar;1954;0.12267;0.07136;0.04389;0.00646;0.00096
880;24 jaar;1955;0.11792;0.0705;0.03993;0.00629;0.0012
881;24 jaar;1956;0.11683;0.06995;0.03901;0.00667;0.0012
882;24 jaar;1957;0.10868;0.06517;0.03662;0.00581;0.00108
883;24 jaar;1958;0.10182;0.06206;0.03279;0.00578;0.00119
884;24 jaar;1959;0.09455;0.05948;0.02895;0.00519;0.00093
885;24 jaar;1960;0.09351;0.05909;0.02765;0.0056;0.00117
886;24 jaar;1961;0.08825;0.05455;0.02792;0.00472;0.00106
887;24 jaar;1962;0.0852;0.05191;0.02731;0.00499;0.00099
888;24 jaar;1963;0.07784;0.04835;0.02419;0.0045;0.0008
889;24 jaar;1964;0.07273;0.04584;0.02216;0.00387;0.00086
890;24 jaar;1965;0.07016;0.04463;0.0207;0.00406;0.00077
891;24 jaar;1966;0.06866;0.04397;0.02028;0.00368;0.00073
892;24 jaar;1967;0.06566;0.0435;0.01772;0.00364;0.0008
893;24 jaar;1968;0.06016;0.03849;0.01739;0.00352;0.00076
894;24 jaar;1969;0.05531;0.03489;0.01659;0.00337;0.00046
895;24 jaar;1970;0.0547;0.03525;0.01533;0.00348;0.00064
896;24 jaar;1971;0.05142;0.03227;0.01578;0.00289;0.00048
897;24 jaar;1972;0.04968;0.03142;0.01488;0.00288;0.0005
898;24 jaar;1973;0.05079;0.03261;0.01505;0.00267;0.00046
899;24 jaar;1974;0.05261;0.03423;0.01505;0.00287;0.00046
900;24 jaar;1975;0.05273;0.03472;0.01488;0.00276;0.00037
901;24 jaar;1976;0.05565;0.03688;0.0155;0.00287;0.0004
902;24 jaar;1977;0.05513;0.03701;0.01527;0.00234;0.00051
903;24 jaar;1978;0.05565;0.03741;0.01553;0.00237;0.00034
904;24 jaar;1979;0.05543;0.03728;0.01515;0.00257;0.00043
905;24 jaar;1980;0.05593;0.03745;0.01542;0.00263;0.00043
906;24 jaar;1981;0.05306;0.03506;0.01534;0.00236;0.0003
907;24 jaar;1982;0.05431;0.03565;0.01553;0.00263;0.00051
908;24 jaar;1983;0.05619;0.03732;0.01534;0.0031;0.00043
909;24 jaar;1984;0.05491;0.03652;0.01537;0.00252;0.0005
910;24 jaar;1985;0.05439;0.03722;0.01448;0.00226;0.00043
911;24 jaar;1986;0.05464;0.03845;0.01356;0.00226;0.00037
912;24 jaar;1987;0.05308;0.03691;0.01369;0.00227;0.00022
913;24 jaar;1988;0.05137;0.03599;0.01309;0.002;0.00029
914;24 jaar;1989;0.04753;0.03338;0.01188;0.00197;0.00031
915;24 jaar;1990;0.04942;0.0345;0.01264;0.00195;0.00033
916;24 jaar;1991;0.05073;0.03563;0.01286;0.00195;0.00028
917;24 jaar;1992;0.05128;0.03601;0.01309;0.00192;0.00027
918;24 jaar;1993;0.05099;0.03596;0.0129;0.00184;0.00028
919;24 jaar;1994;0.0507;0.03582;0.01279;0.00181;0.00028
920;24 jaar;1995;0.05082;0.03586;0.0129;0.00179;0.00027
921;24 jaar;1996;0.0509;0.03594;0.01291;0.00177;0.00028
922;24 jaar;1997;0.05083;0.0359;0.01292;0.00174;0.00027
923;24 jaar;1998;0.05073;0.03586;0.01288;0.00171;0.00028
924;24 jaar;1999;0.05069;0.03584;0.01288;0.0017;0.00027
925;24 jaar;2000;0.05073;0.03586;0.0129;0.0017;0.00027
926;24 jaar;2001;0.05076;0.03587;0.0129;0.00172;0.00027
927;24 jaar;2002;0.05074;0.03586;0.01289;0.00172;0.00027
928;24 jaar;2003;0.05073;0.03585;0.01289;0.00171;0.00027
929;24 jaar;2004;0.05073;0.03585;0.01289;0.00171;0.00027
930;24 jaar;2005;0.05074;0.03586;0.01289;0.00171;0.00027
931;24 jaar;2006;0.05074;0.03586;0.01289;0.00172;0.00027
932;24 jaar;2007;0.05074;0.03586;0.01289;0.00171;0.00027
933;24 jaar;2008;0.05074;0.03586;0.01289;0.00171;0.00027
934;24 jaar;2009;0.05074;0.03586;0.01289;0.00171;0.00027
935;24 jaar;2010;0.05074;0.03586;0.01289;0.00171;0.00027
936;24 jaar;2011;0.05074;0.03586;0.01289;0.00171;0.00027
937;24 jaar;2012;0.05074;0.03586;0.01289;0.00171;0.00027
938;24 jaar;2013;0.05074;0.03586;0.01289;0.00171;0.00027
939;24 jaar;2014;0.05074;0.03586;0.01289;0.00171;0.00027
940;24 jaar;2015;0.05074;0.03586;0.01289;0.00171;0.00027
941;24 jaar;2016;0.05074;0.03586;0.01289;0.00171;0.00027
942;24 jaar;2017;0.05074;0.03586;0.01289;0.00171;0.00027
943;24 jaar;2018;0.05074;0.03586;0.01289;0.00171;0.00027
944;24 jaar;2019;0.05074;0.03586;0.01289;0.00171;0.00027
945;24 jaar;2020;0.05074;0.03586;0.01289;0.00171;0.00027
946;25 jaar;1935;0.19488;0.10064;0.06485;0.02006;0.00933
947;25 jaar;1936;0.20317;0.10326;0.06816;0.02154;0.01021
948;25 jaar;1937;0.20686;0.10661;0.06914;0.02143;0.00968
949;25 jaar;1938;0.20746;0.10283;0.07224;0.0223;0.01009
950;25 jaar;1939;0.20967;0.10351;0.07415;0.02257;0.00944
951;25 jaar;1940;0.20855;0.10482;0.07394;0.02158;0.00821
952;25 jaar;1941;0.20638;0.10544;0.07441;0.01978;0.00675
953;25 jaar;1942;0.2059;0.10583;0.07559;0.01845;0.00603
954;25 jaar;1943;0.20443;0.10342;0.07776;0.01796;0.00529
955;25 jaar;1944;0.21147;0.10085;0.08599;0.01945;0.00518
956;25 jaar;1945;0.19784;0.09404;0.0807;0.01842;0.00468
957;25 jaar;1946;0.18514;0.09122;0.07439;0.01578;0.00375
958;25 jaar;1947;0.17671;0.08905;0.07197;0.01295;0.00274
959;25 jaar;1948;0.16459;0.08386;0.06832;0.01025;0.00216
960;25 jaar;1949;0.15614;0.08025;0.06514;0.00901;0.00174
961;25 jaar;1950;0.15036;0.07936;0.06091;0.00846;0.00163
962;25 jaar;1951;0.14584;0.07544;0.06056;0.00854;0.0013
963;25 jaar;1952;0.14089;0.07287;0.05753;0.00873;0.00176
964;25 jaar;1953;0.14111;0.07438;0.05647;0.0086;0.00166
965;25 jaar;1954;0.13868;0.07428;0.05347;0.00926;0.00167
966;25 jaar;1955;0.13729;0.07558;0.0503;0.00953;0.00188
967;25 jaar;1956;0.13003;0.0722;0.04667;0.00937;0.00179
968;25 jaar;1957;0.1212;0.0667;0.04401;0.00872;0.00177
969;25 jaar;1958;0.11462;0.06418;0.0403;0.00844;0.0017
970;25 jaar;1959;0.11236;0.06571;0.03744;0.00749;0.00172
971;25 jaar;1960;0.10867;0.06266;0.03645;0.00767;0.00189
972;25 jaar;1961;0.10439;0.05918;0.03671;0.00708;0.00142
973;25 jaar;1962;0.10002;0.05746;0.03392;0.00703;0.00161
974;25 jaar;1963;0.09318;0.05473;0.03041;0.00654;0.0015
975;25 jaar;1964;0.08865;0.05248;0.02828;0.00647;0.00142
976;25 jaar;1965;0.08806;0.05341;0.0274;0.0057;0.00155
977;25 jaar;1966;0.08229;0.05079;0.02483;0.0054;0.00127
978;25 jaar;1967;0.07625;0.04612;0.02433;0.0047;0.0011
979;25 jaar;1968;0.07157;0.04337;0.0224;0.00471;0.00109
980;25 jaar;1969;0.06973;0.04258;0.0213;0.00472;0.00113
981;25 jaar;1970;0.06549;0.04096;0.01926;0.00436;0.00091
982;25 jaar;1971;0.06372;0.0397;0.01891;0.00433;0.00078
983;25 jaar;1972;0.0644;0.04046;0.01872;0.00431;0.00091
984;25 jaar;1973;0.06635;0.04192;0.01933;0.00441;0.00069
985;25 jaar;1974;0.06769;0.04328;0.01922;0.0044;0.00079
986;25 jaar;1975;0.06927;0.04562;0.01873;0.00393;0.00099
987;25 jaar;1976;0.06683;0.04408;0.01821;0.00366;0.00088
988;25 jaar;1977;0.06897;0.04468;0.01934;0.00437;0.00058
989;25 jaar;1978;0.06878;0.04364;0.02044;0.00406;0.00063
990;25 jaar;1979;0.0684;0.04489;0.01926;0.00352;0.00074
991;25 jaar;1980;0.06702;0.04325;0.01906;0.00389;0.00082
992;25 jaar;1981;0.06817;0.04285;0.02084;0.00388;0.0006
993;25 jaar;1982;0.06857;0.04471;0.01938;0.0038;0.00068
994;25 jaar;1983;0.07093;0.04492;0.0208;0.00436;0.00086
995;25 jaar;1984;0.07044;0.04592;0.02023;0.0036;0.00069
996;25 jaar;1985;0.0711;0.04562;0.02068;0.00398;0.00082
997;25 jaar;1986;0.06652;0.04416;0.01849;0.0033;0.00058
998;25 jaar;1987;0.06482;0.04292;0.01812;0.00328;0.00051
999;25 jaar;1988;0.06397;0.04285;0.01759;0.00303;0.0005
1000;25 jaar;1989;0.06394;0.04211;0.01799;0.00326;0.00058
1001;25 jaar;1990;0.06595;0.04358;0.01857;0.0032;0.00061
1002;25 jaar;1991;0.06618;0.04408;0.01847;0.00309;0.00053
1003;25 jaar;1992;0.06617;0.04415;0.01846;0.00303;0.00053
1004;25 jaar;1993;0.06621;0.0443;0.01837;0.00301;0.00053
1005;25 jaar;1994;0.06627;0.04425;0.01847;0.00301;0.00054
1006;25 jaar;1995;0.06624;0.04425;0.01849;0.00297;0.00053
1007;25 jaar;1996;0.06615;0.04423;0.01845;0.00294;0.00053
1008;25 jaar;1997;0.06606;0.04419;0.01844;0.0029;0.00053
1009;25 jaar;1998;0.06605;0.0442;0.01844;0.00289;0.00053
1010;25 jaar;1999;0.06605;0.04418;0.01846;0.00288;0.00053
1011;25 jaar;2000;0.06605;0.04419;0.01846;0.00288;0.00053
1012;25 jaar;2001;0.06606;0.04419;0.01845;0.00289;0.00053
1013;25 jaar;2002;0.06605;0.04418;0.01845;0.00289;0.00053
1014;25 jaar;2003;0.06605;0.04419;0.01845;0.00289;0.00053
1015;25 jaar;2004;0.06605;0.04419;0.01845;0.00289;0.00053
1016;25 jaar;2005;0.06605;0.04419;0.01845;0.00289;0.00053
1017;25 jaar;2006;0.06605;0.04419;0.01845;0.00289;0.00053
1018;25 jaar;2007;0.06605;0.04419;0.01845;0.00289;0.00053
1019;25 jaar;2008;0.06605;0.04419;0.01845;0.00289;0.00053
1020;25 jaar;2009;0.06605;0.04419;0.01845;0.00289;0.00053
1021;25 jaar;2010;0.06605;0.04419;0.01845;0.00289;0.00053
1022;25 jaar;2011;0.06605;0.04419;0.01845;0.00289;0.00053
1023;25 jaar;2012;0.06605;0.04419;0.01845;0.00289;0.00053
1024;25 jaar;2013;0.06605;0.04419;0.01845;0.00289;0.00053
1025;25 jaar;2014;0.06605;0.04419;0.01845;0.00289;0.00053
1026;25 jaar;2015;0.06605;0.04419;0.01845;0.00289;0.00053
1027;25 jaar;2016;0.06605;0.04419;0.01845;0.00289;0.00053
1028;25 jaar;2017;0.06605;0.04419;0.01845;0.00289;0.00053
1029;25 jaar;2018;0.06605;0.04419;0.01845;0.00289;0.00053
1030;25 jaar;2019;0.06605;0.04419;0.01845;0.00289;0.00053
1031;25 jaar;2020;0.06605;0.04419;0.01845;0.00289;0.00053
1032;26 jaar;1935;0.21973;0.09534;0.08025;0.0293;0.01484
1033;26 jaar;1936;0.21889;0.09441;0.08153;0.02937;0.01358
1034;26 jaar;1937;0.22382;0.0946;0.08485;0.02997;0.0144
1035;26 jaar;1938;0.22273;0.09443;0.08463;0.03006;0.01361
1036;26 jaar;1939;0.21963;0.0953;0.08493;0.02797;0.01143
1037;26 jaar;1940;0.21163;0.09145;0.08469;0.02597;0.00952
1038;26 jaar;1941;0.21005;0.09164;0.08533;0.02482;0.00826
1039;26 jaar;1942;0.20806;0.08824;0.08723;0.02465;0.00794
1040;26 jaar;1943;0.21265;0.08538;0.09251;0.02679;0.00797
1041;26 jaar;1944;0.1992;0.07729;0.08915;0.02564;0.00712
1042;26 jaar;1945;0.1901;0.07558;0.08555;0.02304;0.00593
1043;26 jaar;1946;0.18055;0.07719;0.08161;0.01765;0.0041
1044;26 jaar;1947;0.16597;0.07394;0.07512;0.01391;0.003
1045;26 jaar;1948;0.16317;0.07307;0.07506;0.01258;0.00246
1046;26 jaar;1949;0.1568;0.07255;0.07065;0.01109;0.00251
1047;26 jaar;1950;0.15794;0.07244;0.0708;0.01189;0.00281
1048;26 jaar;1951;0.14986;0.06923;0.0663;0.0119;0.00243
1049;26 jaar;1952;0.15177;0.07146;0.06555;0.01219;0.00257
1050;26 jaar;1953;0.14686;0.07168;0.06031;0.01233;0.00254
1051;26 jaar;1954;0.15071;0.07305;0.061;0.01385;0.00281
1052;26 jaar;1955;0.1458;0.07078;0.05837;0.01358;0.00307
1053;26 jaar;1956;0.13562;0.06725;0.05325;0.01221;0.00291
1054;26 jaar;1957;0.12864;0.06604;0.04879;0.01125;0.00256
1055;26 jaar;1958;0.12918;0.06792;0.04781;0.01093;0.00252
1056;26 jaar;1959;0.12826;0.06734;0.04766;0.01068;0.00258
1057;26 jaar;1960;0.12455;0.06518;0.04602;0.01067;0.00268
1058;26 jaar;1961;0.11847;0.0629;0.04329;0.00976;0.00252
1059;26 jaar;1962;0.11398;0.06243;0.03971;0.0093;0.00254
1060;26 jaar;1963;0.10662;0.05925;0.03715;0.00815;0.00207
1061;26 jaar;1964;0.10772;0.06159;0.03524;0.00874;0.00215
1062;26 jaar;1965;0.10306;0.05954;0.0336;0.00771;0.00221
1063;26 jaar;1966;0.0963;0.0558;0.03145;0.00733;0.00172
1064;26 jaar;1967;0.09044;0.05275;0.02938;0.00659;0.00172
1065;26 jaar;1968;0.08609;0.05143;0.02664;0.0062;0.00182
1066;26 jaar;1969;0.08139;0.04901;0.02519;0.00577;0.00142
1067;26 jaar;1970;0.07919;0.048;0.02442;0.00544;0.00133
1068;26 jaar;1971;0.07778;0.04845;0.0227;0.00546;0.00117
1069;26 jaar;1972;0.08079;0.05065;0.02285;0.00585;0.00144
1070;26 jaar;1973;0.08286;0.05275;0.02359;0.00537;0.00115
1071;26 jaar;1974;0.08497;0.05336;0.02462;0.00569;0.0013
1072;26 jaar;1975;0.0838;0.05294;0.02407;0.00563;0.00116
1073;26 jaar;1976;0.08416;0.05331;0.02426;0.00544;0.00114
1074;26 jaar;1977;0.08548;0.05449;0.02435;0.00558;0.00106
1075;26 jaar;1978;0.08329;0.0525;0.0241;0.00558;0.00111
1076;26 jaar;1979;0.081;0.04986;0.02454;0.00564;0.00097
1077;26 jaar;1980;0.08364;0.0511;0.02562;0.00566;0.00126
1078;26 jaar;1981;0.08427;0.05233;0.02478;0.00596;0.00119
1079;26 jaar;1982;0.08652;0.05293;0.02655;0.00599;0.00105
1080;26 jaar;1983;0.08706;0.05323;0.02637;0.00623;0.00123
1081;26 jaar;1984;0.08918;0.05471;0.02741;0.00576;0.0013
1082;26 jaar;1985;0.08525;0.05344;0.02541;0.00527;0.00114
1083;26 jaar;1986;0.08481;0.05339;0.02505;0.0053;0.00107
1084;26 jaar;1987;0.07963;0.04937;0.02413;0.00494;0.00119
1085;26 jaar;1988;0.08327;0.05243;0.02468;0.00509;0.00107
1086;26 jaar;1989;0.08465;0.05307;0.02535;0.00513;0.00111
1087;26 jaar;1990;0.08535;0.05376;0.02546;0.00503;0.00111
1088;26 jaar;1991;0.08534;0.05382;0.02543;0.005;0.00109
1089;26 jaar;1992;0.08485;0.0536;0.02525;0.00491;0.00109
1090;26 jaar;1993;0.08547;0.05415;0.02532;0.00492;0.00108
1091;26 jaar;1994;0.08557;0.05416;0.02544;0.0049;0.00108
1092;26 jaar;1995;0.08532;0.05399;0.02539;0.00487;0.00107
1093;26 jaar;1996;0.08521;0.05392;0.02536;0.00485;0.00108
1094;26 jaar;1997;0.08511;0.0539;0.02534;0.00479;0.00107
1095;26 jaar;1998;0.0852;0.05397;0.02537;0.00479;0.00107
1096;26 jaar;1999;0.08518;0.05395;0.02538;0.00479;0.00107
1097;26 jaar;2000;0.08515;0.05392;0.02537;0.00479;0.00107
1098;26 jaar;2001;0.08515;0.05392;0.02536;0.00479;0.00107
1099;26 jaar;2002;0.08515;0.05393;0.02536;0.00478;0.00107
1100;26 jaar;2003;0.08516;0.05394;0.02537;0.00478;0.00107
1101;26 jaar;2004;0.08516;0.05393;0.02537;0.00478;0.00107
1102;26 jaar;2005;0.08515;0.05393;0.02537;0.00479;0.00107
1103;26 jaar;2006;0.08515;0.05393;0.02537;0.00478;0.00107
1104;26 jaar;2007;0.08515;0.05393;0.02537;0.00478;0.00107
1105;26 jaar;2008;0.08516;0.05393;0.02537;0.00478;0.00107
1106;26 jaar;2009;0.08515;0.05393;0.02537;0.00478;0.00107
1107;26 jaar;2010;0.08515;0.05393;0.02537;0.00478;0.00107
1108;26 jaar;2011;0.08515;0.05393;0.02537;0.00478;0.00107
1109;26 jaar;2012;0.08515;0.05393;0.02537;0.00478;0.00107
1110;26 jaar;2013;0.08515;0.05393;0.02537;0.00478;0.00107
1111;26 jaar;2014;0.08515;0.05393;0.02537;0.00478;0.00107
1112;26 jaar;2015;0.08515;0.05393;0.02537;0.00478;0.00107
1113;26 jaar;2016;0.08515;0.05393;0.02537;0.00478;0.00107
1114;26 jaar;2017;0.08515;0.05393;0.02537;0.00478;0.00107
1115;26 jaar;2018;0.08515;0.05393;0.02537;0.00478;0.00107
1116;26 jaar;2019;0.08515;0.05393;0.02537;0.00478;0.00107
1117;26 jaar;2020;0.08515;0.05393;0.02537;0.00478;0.00107
1118;27 jaar;1935;0.22466;0.0811;0.08684;0.03777;0.01895
1119;27 jaar;1936;0.22164;0.07724;0.0874;0.03722;0.01978
1120;27 jaar;1937;0.22484;0.07875;0.08886;0.03848;0.01875
1121;27 jaar;1938;0.21607;0.07703;0.08752;0.03559;0.01593
1122;27 jaar;1939;0.21019;0.07534;0.08821;0.03343;0.01321
1123;27 jaar;1940;0.20379;0.07291;0.08776;0.0317;0.01142
1124;27 jaar;1941;0.20416;0.07131;0.09048;0.03162;0.01075
1125;27 jaar;1942;0.20348;0.06725;0.09192;0.03271;0.0116
1126;27 jaar;1943;0.19291;0.06153;0.09039;0.0311;0.00989
1127;27 jaar;1944;0.18187;0.05982;0.08595;0.0282;0.0079
1128;27 jaar;1945;0.17258;0.06016;0.08213;0.02364;0.00665
1129;27 jaar;1946;0.15913;0.05984;0.07736;0.01772;0.00421
1130;27 jaar;1947;0.15411;0.05884;0.07672;0.01521;0.00334
1131;27 jaar;1948;0.15116;0.06029;0.07313;0.01462;0.00312
1132;27 jaar;1949;0.15077;0.06068;0.07238;0.01444;0.00327
1133;27 jaar;1950;0.15125;0.0603;0.07235;0.01506;0.00354
1134;27 jaar;1951;0.15161;0.06208;0.07019;0.01609;0.00325
1135;27 jaar;1952;0.15211;0.06488;0.06693;0.01654;0.00376
1136;27 jaar;1953;0.15255;0.0661;0.06523;0.01718;0.00404
1137;27 jaar;1954;0.14835;0.06406;0.06255;0.01725;0.00449
1138;27 jaar;1955;0.14191;0.06122;0.06023;0.01632;0.00414
1139;27 jaar;1956;0.1368;0.0622;0.05574;0.01511;0.00375
1140;27 jaar;1957;0.13764;0.06433;0.05532;0.01464;0.00335
1141;27 jaar;1958;0.13495;0.06459;0.05236;0.01412;0.00388
1142;27 jaar;1959;0.13781;0.06527;0.05469;0.01424;0.00361
1143;27 jaar;1960;0.13427;0.06575;0.05164;0.01315;0.00373
1144;27 jaar;1961;0.12739;0.06542;0.04592;0.01272;0.00333
1145;27 jaar;1962;0.12421;0.06348;0.04496;0.01254;0.00323
1146;27 jaar;1963;0.12285;0.06464;0.0434;0.01134;0.00347
1147;27 jaar;1964;0.11914;0.06481;0.04065;0.0107;0.00298
1148;27 jaar;1965;0.11262;0.06103;0.0391;0.00964;0.00285
1149;27 jaar;1966;0.10865;0.05964;0.03748;0.00899;0.00254
1150;27 jaar;1967;0.10536;0.05941;0.03447;0.00907;0.00241
1151;27 jaar;1968;0.10153;0.05835;0.03276;0.00822;0.0022
1152;27 jaar;1969;0.09745;0.05701;0.03086;0.00747;0.00211
1153;27 jaar;1970;0.09568;0.05685;0.03037;0.00672;0.00174
