ID;Geslacht;Leeftijd;Nationaliteit;Perioden;BevolkingOp1Januari_1
4115;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2015;0.0
4116;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2016;0.0
4117;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2017;0.0
4118;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2018;0.0
4119;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2019;0.0
4120;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2020;1.0
4121;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2021;1.0
4122;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2022;0.0
4123;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2023;0.0
4124;Totaal mannen en vrouwen;0 jaar;Paraguayaans;2024;0.0
4125;Totaal mannen en vrouwen;0 jaar;Peruaans;2014;0.0
4126;Totaal mannen en vrouwen;0 jaar;Peruaans;2015;2.0
4127;Totaal mannen en vrouwen;0 jaar;Peruaans;2016;2.0
4128;Totaal mannen en vrouwen;0 jaar;Peruaans;2017;1.0
4129;Totaal mannen en vrouwen;0 jaar;Peruaans;2018;1.0
4130;Totaal mannen en vrouwen;0 jaar;Peruaans;2019;3.0
4131;Totaal mannen en vrouwen;0 jaar;Peruaans;2020;5.0
4132;Totaal mannen en vrouwen;0 jaar;Peruaans;2021;3.0
4133;Totaal mannen en vrouwen;0 jaar;Peruaans;2022;1.0
4134;Totaal mannen en vrouwen;0 jaar;Peruaans;2023;3.0
4135;Totaal mannen en vrouwen;0 jaar;Peruaans;2024;1.0
4136;Totaal mannen en vrouwen;0 jaar;Pools;2014;1701.0
4137;Totaal mannen en vrouwen;0 jaar;Pools;2015;1975.0
4138;Totaal mannen en vrouwen;0 jaar;Pools;2016;2268.0
4139;Totaal mannen en vrouwen;0 jaar;Pools;2017;2382.0
4140;Totaal mannen en vrouwen;0 jaar;Pools;2018;2664.0
4141;Totaal mannen en vrouwen;0 jaar;Pools;2019;2757.0
4142;Totaal mannen en vrouwen;0 jaar;Pools;2020;2732.0
4143;Totaal mannen en vrouwen;0 jaar;Pools;2021;2568.0
4144;Totaal mannen en vrouwen;0 jaar;Pools;2022;2563.0
4145;Totaal mannen en vrouwen;0 jaar;Pools;2023;2227.0
4146;Totaal mannen en vrouwen;0 jaar;Pools;2024;2151.0
4147;Totaal mannen en vrouwen;0 jaar;Portugees;2014;94.0
4148;Totaal mannen en vrouwen;0 jaar;Portugees;2015;107.0
4149;Totaal mannen en vrouwen;0 jaar;Portugees;2016;121.0
4150;Totaal mannen en vrouwen;0 jaar;Portugees;2017;127.0
4151;Totaal mannen en vrouwen;0 jaar;Portugees;2018;98.0
4152;Totaal mannen en vrouwen;0 jaar;Portugees;2019;123.0
4153;Totaal mannen en vrouwen;0 jaar;Portugees;2020;119.0
4154;Totaal mannen en vrouwen;0 jaar;Portugees;2021;111.0
4155;Totaal mannen en vrouwen;0 jaar;Portugees;2022;121.0
4156;Totaal mannen en vrouwen;0 jaar;Portugees;2023;157.0
4157;Totaal mannen en vrouwen;0 jaar;Portugees;2024;170.0
4158;Totaal mannen en vrouwen;0 jaar;Qatarees;2014;0.0
4159;Totaal mannen en vrouwen;0 jaar;Qatarees;2015;0.0
4160;Totaal mannen en vrouwen;0 jaar;Qatarees;2016;0.0
4161;Totaal mannen en vrouwen;0 jaar;Qatarees;2017;0.0
4162;Totaal mannen en vrouwen;0 jaar;Qatarees;2018;0.0
4163;Totaal mannen en vrouwen;0 jaar;Qatarees;2019;0.0
4164;Totaal mannen en vrouwen;0 jaar;Qatarees;2020;0.0
4165;Totaal mannen en vrouwen;0 jaar;Qatarees;2021;0.0
4166;Totaal mannen en vrouwen;0 jaar;Qatarees;2022;0.0
4167;Totaal mannen en vrouwen;0 jaar;Qatarees;2023;0.0
4168;Totaal mannen en vrouwen;0 jaar;Qatarees;2024;0.0
4169;Totaal mannen en vrouwen;0 jaar;Roemeens;2014;115.0
4170;Totaal mannen en vrouwen;0 jaar;Roemeens;2015;124.0
4171;Totaal mannen en vrouwen;0 jaar;Roemeens;2016;156.0
4172;Totaal mannen en vrouwen;0 jaar;Roemeens;2017;177.0
4173;Totaal mannen en vrouwen;0 jaar;Roemeens;2018;221.0
4174;Totaal mannen en vrouwen;0 jaar;Roemeens;2019;273.0
4175;Totaal mannen en vrouwen;0 jaar;Roemeens;2020;316.0
4176;Totaal mannen en vrouwen;0 jaar;Roemeens;2021;345.0
4177;Totaal mannen en vrouwen;0 jaar;Roemeens;2022;456.0
4178;Totaal mannen en vrouwen;0 jaar;Roemeens;2023;480.0
4179;Totaal mannen en vrouwen;0 jaar;Roemeens;2024;520.0
4180;Totaal mannen en vrouwen;0 jaar;Russisch;2014;62.0
4181;Totaal mannen en vrouwen;0 jaar;Russisch;2015;79.0
4182;Totaal mannen en vrouwen;0 jaar;Russisch;2016;83.0
4183;Totaal mannen en vrouwen;0 jaar;Russisch;2017;95.0
4184;Totaal mannen en vrouwen;0 jaar;Russisch;2018;131.0
4185;Totaal mannen en vrouwen;0 jaar;Russisch;2019;125.0
4186;Totaal mannen en vrouwen;0 jaar;Russisch;2020;132.0
4187;Totaal mannen en vrouwen;0 jaar;Russisch;2021;123.0
4188;Totaal mannen en vrouwen;0 jaar;Russisch;2022;108.0
4189;Totaal mannen en vrouwen;0 jaar;Russisch;2023;168.0
4190;Totaal mannen en vrouwen;0 jaar;Russisch;2024;186.0
4191;Totaal mannen en vrouwen;0 jaar;Rwandees;2014;2.0
4192;Totaal mannen en vrouwen;0 jaar;Rwandees;2015;0.0
4193;Totaal mannen en vrouwen;0 jaar;Rwandees;2016;1.0
4194;Totaal mannen en vrouwen;0 jaar;Rwandees;2017;3.0
4195;Totaal mannen en vrouwen;0 jaar;Rwandees;2018;4.0
4196;Totaal mannen en vrouwen;0 jaar;Rwandees;2019;6.0
4197;Totaal mannen en vrouwen;0 jaar;Rwandees;2020;5.0
4198;Totaal mannen en vrouwen;0 jaar;Rwandees;2021;3.0
4199;Totaal mannen en vrouwen;0 jaar;Rwandees;2022;4.0
4200;Totaal mannen en vrouwen;0 jaar;Rwandees;2023;4.0
4201;Totaal mannen en vrouwen;0 jaar;Rwandees;2024;5.0
4202;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2014;0.0
4203;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2015;0.0
4204;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2016;0.0
4205;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2017;0.0
4206;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2018;0.0
4207;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2019;0.0
4208;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2020;0.0
4209;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2021;0.0
4210;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2022;0.0
4211;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2023;0.0
4212;Totaal mannen en vrouwen;0 jaar;Burger Saint Kitts en Nevis;2024;0.0
4213;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2014;0.0
4214;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2015;0.0
4215;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2016;0.0
4216;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2017;1.0
4217;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2018;0.0
4218;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2019;0.0
4219;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2020;0.0
4220;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2021;0.0
4221;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2022;0.0
4222;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2023;0.0
4223;Totaal mannen en vrouwen;0 jaar;Saint Luciaans;2024;0.0
4224;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2014;0.0
4225;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2015;0.0
4226;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2016;0.0
4227;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2017;0.0
4228;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2018;0.0
4229;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2019;0.0
4230;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2020;0.0
4231;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2021;0.0
4232;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2022;0.0
4233;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2023;0.0
4234;Totaal mannen en vrouwen;0 jaar;Salomonseilands;2024;0.0
4235;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2014;0.0
4236;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2015;0.0
4237;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2016;0.0
4238;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2017;0.0
4239;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2018;1.0
4240;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2019;1.0
4241;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2020;0.0
4242;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2021;5.0
4243;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2022;5.0
4244;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2023;3.0
4245;Totaal mannen en vrouwen;0 jaar;Salvadoraans;2024;2.0
4246;Totaal mannen en vrouwen;0 jaar;Samoaans;2014;1.0
4247;Totaal mannen en vrouwen;0 jaar;Samoaans;2015;0.0
4248;Totaal mannen en vrouwen;0 jaar;Samoaans;2016;0.0
4249;Totaal mannen en vrouwen;0 jaar;Samoaans;2017;0.0
4250;Totaal mannen en vrouwen;0 jaar;Samoaans;2018;0.0
4251;Totaal mannen en vrouwen;0 jaar;Samoaans;2019;0.0
4252;Totaal mannen en vrouwen;0 jaar;Samoaans;2020;0.0
4253;Totaal mannen en vrouwen;0 jaar;Samoaans;2021;0.0
4254;Totaal mannen en vrouwen;0 jaar;Samoaans;2022;0.0
4255;Totaal mannen en vrouwen;0 jaar;Samoaans;2023;1.0
4256;Totaal mannen en vrouwen;0 jaar;Samoaans;2024;0.0
4257;Totaal mannen en vrouwen;0 jaar;San Marinees;2014;0.0
4258;Totaal mannen en vrouwen;0 jaar;San Marinees;2015;0.0
4259;Totaal mannen en vrouwen;0 jaar;San Marinees;2016;0.0
4260;Totaal mannen en vrouwen;0 jaar;San Marinees;2017;0.0
4261;Totaal mannen en vrouwen;0 jaar;San Marinees;2018;0.0
4262;Totaal mannen en vrouwen;0 jaar;San Marinees;2019;0.0
4263;Totaal mannen en vrouwen;0 jaar;San Marinees;2020;0.0
4264;Totaal mannen en vrouwen;0 jaar;San Marinees;2021;0.0
4265;Totaal mannen en vrouwen;0 jaar;San Marinees;2022;0.0
4266;Totaal mannen en vrouwen;0 jaar;San Marinees;2023;0.0
4267;Totaal mannen en vrouwen;0 jaar;San Marinees;2024;0.0
4268;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2014;7.0
4269;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2015;11.0
4270;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2016;9.0
4271;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2017;19.0
4272;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2018;15.0
4273;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2019;9.0
4274;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2020;9.0
4275;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2021;4.0
4276;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2022;6.0
4277;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2023;5.0
4278;Totaal mannen en vrouwen;0 jaar;Saoedi-Arabisch;2024;7.0
4279;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2014;1.0
4280;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2015;0.0
4281;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2016;0.0
4282;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2017;0.0
4283;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2018;0.0
4284;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2019;0.0
4285;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2020;1.0
4286;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2021;0.0
4287;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2022;0.0
4288;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2023;0.0
4289;Totaal mannen en vrouwen;0 jaar;Burger van São Tomé en Principe;2024;0.0
4290;Totaal mannen en vrouwen;0 jaar;Senegalees;2014;1.0
4291;Totaal mannen en vrouwen;0 jaar;Senegalees;2015;0.0
4292;Totaal mannen en vrouwen;0 jaar;Senegalees;2016;1.0
4293;Totaal mannen en vrouwen;0 jaar;Senegalees;2017;1.0
4294;Totaal mannen en vrouwen;0 jaar;Senegalees;2018;0.0
4295;Totaal mannen en vrouwen;0 jaar;Senegalees;2019;4.0
4296;Totaal mannen en vrouwen;0 jaar;Senegalees;2020;1.0
4297;Totaal mannen en vrouwen;0 jaar;Senegalees;2021;2.0
4298;Totaal mannen en vrouwen;0 jaar;Senegalees;2022;2.0
4299;Totaal mannen en vrouwen;0 jaar;Senegalees;2023;3.0
4300;Totaal mannen en vrouwen;0 jaar;Senegalees;2024;2.0
4301;Totaal mannen en vrouwen;0 jaar;Servisch;2014;22.0
4302;Totaal mannen en vrouwen;0 jaar;Servisch;2015;25.0
4303;Totaal mannen en vrouwen;0 jaar;Servisch;2016;21.0
4304;Totaal mannen en vrouwen;0 jaar;Servisch;2017;26.0
4305;Totaal mannen en vrouwen;0 jaar;Servisch;2018;26.0
4306;Totaal mannen en vrouwen;0 jaar;Servisch;2019;35.0
4307;Totaal mannen en vrouwen;0 jaar;Servisch;2020;24.0
4308;Totaal mannen en vrouwen;0 jaar;Servisch;2021;28.0
4309;Totaal mannen en vrouwen;0 jaar;Servisch;2022;34.0
4310;Totaal mannen en vrouwen;0 jaar;Servisch;2023;20.0
4311;Totaal mannen en vrouwen;0 jaar;Servisch;2024;32.0
4312;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2014;0.0
4313;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2015;0.0
4314;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2016;0.0
4315;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2017;0.0
4316;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2018;0.0
4317;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2019;0.0
4318;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2020;0.0
4319;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2021;0.0
4320;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2022;0.0
4321;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2023;0.0
4322;Totaal mannen en vrouwen;0 jaar;Burger van Servië en Montenegro;2024;0.0
4323;Totaal mannen en vrouwen;0 jaar;Seychels;2014;0.0
4324;Totaal mannen en vrouwen;0 jaar;Seychels;2015;0.0
4325;Totaal mannen en vrouwen;0 jaar;Seychels;2016;0.0
4326;Totaal mannen en vrouwen;0 jaar;Seychels;2017;0.0
4327;Totaal mannen en vrouwen;0 jaar;Seychels;2018;0.0
4328;Totaal mannen en vrouwen;0 jaar;Seychels;2019;0.0
4329;Totaal mannen en vrouwen;0 jaar;Seychels;2020;0.0
4330;Totaal mannen en vrouwen;0 jaar;Seychels;2021;0.0
4331;Totaal mannen en vrouwen;0 jaar;Seychels;2022;0.0
4332;Totaal mannen en vrouwen;0 jaar;Seychels;2023;1.0
4333;Totaal mannen en vrouwen;0 jaar;Seychels;2024;0.0
4334;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2014;14.0
4335;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2015;20.0
4336;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2016;14.0
4337;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2017;10.0
4338;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2018;15.0
4339;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2019;13.0
4340;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2020;22.0
4341;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2021;12.0
4342;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2022;10.0
4343;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2023;20.0
4344;Totaal mannen en vrouwen;0 jaar;Sierra Leoons;2024;17.0
4345;Totaal mannen en vrouwen;0 jaar;Singaporees;2014;4.0
4346;Totaal mannen en vrouwen;0 jaar;Singaporees;2015;1.0
4347;Totaal mannen en vrouwen;0 jaar;Singaporees;2016;4.0
4348;Totaal mannen en vrouwen;0 jaar;Singaporees;2017;7.0
4349;Totaal mannen en vrouwen;0 jaar;Singaporees;2018;3.0
4350;Totaal mannen en vrouwen;0 jaar;Singaporees;2019;2.0
4351;Totaal mannen en vrouwen;0 jaar;Singaporees;2020;1.0
4352;Totaal mannen en vrouwen;0 jaar;Singaporees;2021;2.0
4353;Totaal mannen en vrouwen;0 jaar;Singaporees;2022;1.0
4354;Totaal mannen en vrouwen;0 jaar;Singaporees;2023;1.0
4355;Totaal mannen en vrouwen;0 jaar;Singaporees;2024;1.0
4356;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2014;0.0
4357;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2015;0.0
4358;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2016;0.0
4359;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2017;0.0
4360;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2018;0.0
4361;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2019;0.0
4362;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2020;0.0
4363;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2021;0.0
4364;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2022;0.0
4365;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2023;0.0
4366;Totaal mannen en vrouwen;0 jaar;Burger Sint Vincent en Grenadines;2024;0.0
4367;Totaal mannen en vrouwen;0 jaar;Sloveens;2014;5.0
4368;Totaal mannen en vrouwen;0 jaar;Sloveens;2015;2.0
4369;Totaal mannen en vrouwen;0 jaar;Sloveens;2016;14.0
4370;Totaal mannen en vrouwen;0 jaar;Sloveens;2017;11.0
4371;Totaal mannen en vrouwen;0 jaar;Sloveens;2018;10.0
4372;Totaal mannen en vrouwen;0 jaar;Sloveens;2019;8.0
4373;Totaal mannen en vrouwen;0 jaar;Sloveens;2020;8.0
4374;Totaal mannen en vrouwen;0 jaar;Sloveens;2021;10.0
4375;Totaal mannen en vrouwen;0 jaar;Sloveens;2022;14.0
4376;Totaal mannen en vrouwen;0 jaar;Sloveens;2023;7.0
4377;Totaal mannen en vrouwen;0 jaar;Sloveens;2024;11.0
4378;Totaal mannen en vrouwen;0 jaar;Slowaaks;2014;67.0
4379;Totaal mannen en vrouwen;0 jaar;Slowaaks;2015;60.0
4380;Totaal mannen en vrouwen;0 jaar;Slowaaks;2016;57.0
4381;Totaal mannen en vrouwen;0 jaar;Slowaaks;2017;83.0
4382;Totaal mannen en vrouwen;0 jaar;Slowaaks;2018;89.0
4383;Totaal mannen en vrouwen;0 jaar;Slowaaks;2019;86.0
4384;Totaal mannen en vrouwen;0 jaar;Slowaaks;2020;90.0
4385;Totaal mannen en vrouwen;0 jaar;Slowaaks;2021;94.0
4386;Totaal mannen en vrouwen;0 jaar;Slowaaks;2022;108.0
4387;Totaal mannen en vrouwen;0 jaar;Slowaaks;2023;98.0
4388;Totaal mannen en vrouwen;0 jaar;Slowaaks;2024;93.0
4389;Totaal mannen en vrouwen;0 jaar;Soedanees;2014;16.0
4390;Totaal mannen en vrouwen;0 jaar;Soedanees;2015;13.0
4391;Totaal mannen en vrouwen;0 jaar;Soedanees;2016;16.0
4392;Totaal mannen en vrouwen;0 jaar;Soedanees;2017;13.0
4393;Totaal mannen en vrouwen;0 jaar;Soedanees;2018;21.0
4394;Totaal mannen en vrouwen;0 jaar;Soedanees;2019;39.0
4395;Totaal mannen en vrouwen;0 jaar;Soedanees;2020;46.0
4396;Totaal mannen en vrouwen;0 jaar;Soedanees;2021;47.0
4397;Totaal mannen en vrouwen;0 jaar;Soedanees;2022;27.0
4398;Totaal mannen en vrouwen;0 jaar;Soedanees;2023;26.0
4399;Totaal mannen en vrouwen;0 jaar;Soedanees;2024;13.0
4400;Totaal mannen en vrouwen;0 jaar;Somalisch;2014;12.0
4401;Totaal mannen en vrouwen;0 jaar;Somalisch;2015;39.0
4402;Totaal mannen en vrouwen;0 jaar;Somalisch;2016;56.0
4403;Totaal mannen en vrouwen;0 jaar;Somalisch;2017;54.0
4404;Totaal mannen en vrouwen;0 jaar;Somalisch;2018;44.0
4405;Totaal mannen en vrouwen;0 jaar;Somalisch;2019;35.0
4406;Totaal mannen en vrouwen;0 jaar;Somalisch;2020;39.0
4407;Totaal mannen en vrouwen;0 jaar;Somalisch;2021;16.0
4408;Totaal mannen en vrouwen;0 jaar;Somalisch;2022;22.0
4409;Totaal mannen en vrouwen;0 jaar;Somalisch;2023;23.0
4410;Totaal mannen en vrouwen;0 jaar;Somalisch;2024;30.0
4411;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2014;0.0
4412;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2015;0.0
4413;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2016;0.0
4414;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2017;0.0
4415;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2018;0.0
4416;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2019;0.0
4417;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2020;0.0
4418;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2021;0.0
4419;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2022;0.0
4420;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2023;0.0
4421;Totaal mannen en vrouwen;0 jaar;Burger van de Sovjet-Unie;2024;0.0
4422;Totaal mannen en vrouwen;0 jaar;Spaans;2014;174.0
4423;Totaal mannen en vrouwen;0 jaar;Spaans;2015;186.0
4424;Totaal mannen en vrouwen;0 jaar;Spaans;2016;216.0
4425;Totaal mannen en vrouwen;0 jaar;Spaans;2017;232.0
4426;Totaal mannen en vrouwen;0 jaar;Spaans;2018;252.0
4427;Totaal mannen en vrouwen;0 jaar;Spaans;2019;269.0
4428;Totaal mannen en vrouwen;0 jaar;Spaans;2020;269.0
4429;Totaal mannen en vrouwen;0 jaar;Spaans;2021;308.0
4430;Totaal mannen en vrouwen;0 jaar;Spaans;2022;310.0
4431;Totaal mannen en vrouwen;0 jaar;Spaans;2023;313.0
4432;Totaal mannen en vrouwen;0 jaar;Spaans;2024;308.0
4433;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2014;4.0
4434;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2015;8.0
4435;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2016;11.0
4436;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2017;13.0
4437;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2018;13.0
4438;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2019;5.0
4439;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2020;16.0
4440;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2021;9.0
4441;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2022;13.0
4442;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2023;5.0
4443;Totaal mannen en vrouwen;0 jaar;Sri Lankaans;2024;8.0
4444;Totaal mannen en vrouwen;0 jaar;Surinaams;2014;28.0
4445;Totaal mannen en vrouwen;0 jaar;Surinaams;2015;38.0
4446;Totaal mannen en vrouwen;0 jaar;Surinaams;2016;31.0
4447;Totaal mannen en vrouwen;0 jaar;Surinaams;2017;37.0
4448;Totaal mannen en vrouwen;0 jaar;Surinaams;2018;33.0
4449;Totaal mannen en vrouwen;0 jaar;Surinaams;2019;32.0
4450;Totaal mannen en vrouwen;0 jaar;Surinaams;2020;27.0
4451;Totaal mannen en vrouwen;0 jaar;Surinaams;2021;32.0
4452;Totaal mannen en vrouwen;0 jaar;Surinaams;2022;31.0
4453;Totaal mannen en vrouwen;0 jaar;Surinaams;2023;37.0
4454;Totaal mannen en vrouwen;0 jaar;Surinaams;2024;45.0
4455;Totaal mannen en vrouwen;0 jaar;Swazisch;2014;0.0
4456;Totaal mannen en vrouwen;0 jaar;Swazisch;2015;0.0
4457;Totaal mannen en vrouwen;0 jaar;Swazisch;2016;1.0
4458;Totaal mannen en vrouwen;0 jaar;Swazisch;2017;0.0
4459;Totaal mannen en vrouwen;0 jaar;Swazisch;2018;1.0
4460;Totaal mannen en vrouwen;0 jaar;Swazisch;2019;
4461;Totaal mannen en vrouwen;0 jaar;Swazisch;2020;
4462;Totaal mannen en vrouwen;0 jaar;Swazisch;2021;
4463;Totaal mannen en vrouwen;0 jaar;Swazisch;2022;
4464;Totaal mannen en vrouwen;0 jaar;Swazisch;2023;
4465;Totaal mannen en vrouwen;0 jaar;Swazisch;2024;
4466;Totaal mannen en vrouwen;0 jaar;Syrisch;2014;14.0
4467;Totaal mannen en vrouwen;0 jaar;Syrisch;2015;137.0
4468;Totaal mannen en vrouwen;0 jaar;Syrisch;2016;465.0
4469;Totaal mannen en vrouwen;0 jaar;Syrisch;2017;1216.0
4470;Totaal mannen en vrouwen;0 jaar;Syrisch;2018;1519.0
4471;Totaal mannen en vrouwen;0 jaar;Syrisch;2019;1872.0
4472;Totaal mannen en vrouwen;0 jaar;Syrisch;2020;1576.0
4473;Totaal mannen en vrouwen;0 jaar;Syrisch;2021;1358.0
4474;Totaal mannen en vrouwen;0 jaar;Syrisch;2022;863.0
4475;Totaal mannen en vrouwen;0 jaar;Syrisch;2023;931.0
4476;Totaal mannen en vrouwen;0 jaar;Syrisch;2024;1032.0
4477;Totaal mannen en vrouwen;0 jaar;Tadzjieks;2014;2.0
4478;Totaal mannen en vrouwen;0 jaar;Tadzjieks;2015;0.0
4479;Totaal mannen en vrouwen;0 jaar;Tadzjieks;2016;1.0
4480;Totaal mannen en vrouwen;0 jaar;Tadzjieks;2017;0.0
4481;Totaal mannen en vrouwen;0 jaar;Tadzjieks;2018;1.0
4482;Totaal mannen en vrouwen;0 jaar;Tadzjieks;2019;0.0
