ID;Geslacht;Leeftijd;PositieInHuishouden;Herkomstland;Geboorteland;Perioden;Bevolking_1
4258;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Totaal;2023;339.0
4259;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Totaal;2024;353.0
4260;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Geboren in Nederland;2022;140.0
4261;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Geboren in Nederland;2023;142.0
4262;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Geboren in Nederland;2024;142.0
4263;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Geboren buiten Nederland;2022;189.0
4264;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Geboren buiten Nederland;2023;197.0
4265;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sao Tomé en Principe;Geboren buiten Nederland;2024;211.0
4266;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Totaal;2022;5656.0
4267;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Totaal;2023;6429.0
4268;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Totaal;2024;7288.0
4269;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Geboren in Nederland;2022;1245.0
4270;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Geboren in Nederland;2023;1365.0
4271;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Geboren in Nederland;2024;1502.0
4272;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Geboren buiten Nederland;2022;4411.0
4273;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Geboren buiten Nederland;2023;5064.0
4274;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Saoedi-Arabië;Geboren buiten Nederland;2024;5786.0
4275;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Totaal;2022;2278.0
4276;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Totaal;2023;2374.0
4277;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Totaal;2024;2418.0
4278;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Geboren in Nederland;2022;1013.0
4279;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Geboren in Nederland;2023;1040.0
4280;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Geboren in Nederland;2024;1055.0
4281;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Geboren buiten Nederland;2022;1265.0
4282;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Geboren buiten Nederland;2023;1334.0
4283;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Senegal;Geboren buiten Nederland;2024;1363.0
4284;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Totaal;2022;19203.0
4285;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Totaal;2023;19660.0
4286;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Totaal;2024;19910.0
4287;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Geboren in Nederland;2022;7982.0
4288;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Geboren in Nederland;2023;8148.0
4289;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Geboren in Nederland;2024;8260.0
4290;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Geboren buiten Nederland;2022;11221.0
4291;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Geboren buiten Nederland;2023;11512.0
4292;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië;Geboren buiten Nederland;2024;11650.0
4293;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Totaal;2022;0.0
4294;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Totaal;2023;0.0
4295;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Totaal;2024;0.0
4296;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Geboren in Nederland;2022;0.0
4297;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Geboren in Nederland;2023;0.0
4298;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Geboren in Nederland;2024;0.0
4299;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Geboren buiten Nederland;2022;0.0
4300;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Geboren buiten Nederland;2023;0.0
4301;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Servië en Montenegro;Geboren buiten Nederland;2024;0.0
4302;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Totaal;2022;145.0
4303;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Totaal;2023;147.0
4304;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Totaal;2024;149.0
4305;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Geboren in Nederland;2022;53.0
4306;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Geboren in Nederland;2023;55.0
4307;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Geboren in Nederland;2024;56.0
4308;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Geboren buiten Nederland;2022;92.0
4309;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Geboren buiten Nederland;2023;92.0
4310;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Seychellen;Geboren buiten Nederland;2024;93.0
4311;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Totaal;2022;5747.0
4312;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Totaal;2023;5853.0
4313;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Totaal;2024;5972.0
4314;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Geboren in Nederland;2022;2182.0
4315;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Geboren in Nederland;2023;2251.0
4316;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Geboren in Nederland;2024;2328.0
4317;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Geboren buiten Nederland;2022;3565.0
4318;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Geboren buiten Nederland;2023;3602.0
4319;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sierra Leone;Geboren buiten Nederland;2024;3644.0
4320;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Totaal;2022;6677.0
4321;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Totaal;2023;7045.0
4322;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Totaal;2024;7285.0
4323;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Geboren in Nederland;2022;2370.0
4324;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Geboren in Nederland;2023;2403.0
4325;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Geboren in Nederland;2024;2427.0
4326;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Geboren buiten Nederland;2022;4307.0
4327;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Geboren buiten Nederland;2023;4642.0
4328;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Singapore;Geboren buiten Nederland;2024;4858.0
4329;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Totaal;2022;137.0
4330;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Totaal;2023;134.0
4331;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Totaal;2024;132.0
4332;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Geboren in Nederland;2022;52.0
4333;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Geboren in Nederland;2023;50.0
4334;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Geboren in Nederland;2024;52.0
4335;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Geboren buiten Nederland;2022;85.0
4336;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Geboren buiten Nederland;2023;84.0
4337;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Lucia;Geboren buiten Nederland;2024;80.0
4338;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Totaal;2022;5414.0
4339;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Totaal;2023;5683.0
4340;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Totaal;2024;5922.0
4341;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Geboren in Nederland;2022;1656.0
4342;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Geboren in Nederland;2023;1767.0
4343;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Geboren in Nederland;2024;1853.0
4344;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Geboren buiten Nederland;2022;3758.0
4345;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Geboren buiten Nederland;2023;3916.0
4346;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Maarten (Nederlands deel);Geboren buiten Nederland;2024;4069.0
4347;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Totaal;2022;116.0
4348;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Totaal;2023;120.0
4349;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Totaal;2024;122.0
4350;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Geboren in Nederland;2022;51.0
4351;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Geboren in Nederland;2023;52.0
4352;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Geboren in Nederland;2024;54.0
4353;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Geboren buiten Nederland;2022;65.0
4354;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Geboren buiten Nederland;2023;68.0
4355;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint Vincent en de Grenadines;Geboren buiten Nederland;2024;68.0
4356;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Totaal;2022;9.0
4357;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Totaal;2023;9.0
4358;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Totaal;2024;8.0
4359;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Geboren in Nederland;2022;6.0
4360;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Geboren in Nederland;2023;6.0
4361;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Geboren in Nederland;2024;6.0
4362;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Geboren buiten Nederland;2022;3.0
4363;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Geboren buiten Nederland;2023;3.0
4364;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sint-Helena;Geboren buiten Nederland;2024;2.0
4365;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Totaal;2022;3024.0
4366;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Totaal;2023;3126.0
4367;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Totaal;2024;3230.0
4368;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Geboren in Nederland;2022;923.0
4369;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Geboren in Nederland;2023;939.0
4370;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Geboren in Nederland;2024;965.0
4371;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Geboren buiten Nederland;2022;2101.0
4372;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Geboren buiten Nederland;2023;2187.0
4373;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slovenië;Geboren buiten Nederland;2024;2265.0
4374;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Totaal;2022;10797.0
4375;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Totaal;2023;11591.0
4376;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Totaal;2024;12267.0
4377;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Geboren in Nederland;2022;2639.0
4378;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Geboren in Nederland;2023;2709.0
4379;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Geboren in Nederland;2024;2788.0
4380;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Geboren buiten Nederland;2022;8158.0
4381;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Geboren buiten Nederland;2023;8882.0
4382;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Slowakije;Geboren buiten Nederland;2024;9479.0
4383;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Totaal;2022;8809.0
4384;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Totaal;2023;9229.0
4385;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Totaal;2024;9820.0
4386;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Geboren in Nederland;2022;2876.0
4387;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Geboren in Nederland;2023;3061.0
4388;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Geboren in Nederland;2024;3261.0
4389;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Geboren buiten Nederland;2022;5933.0
4390;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Geboren buiten Nederland;2023;6168.0
4391;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Soedan;Geboren buiten Nederland;2024;6559.0
4392;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Totaal;2022;39922.0
4393;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Totaal;2023;40639.0
4394;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Totaal;2024;41813.0
4395;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Geboren in Nederland;2022;16153.0
4396;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Geboren in Nederland;2023;16614.0
4397;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Geboren in Nederland;2024;17157.0
4398;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Geboren buiten Nederland;2022;23769.0
4399;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Geboren buiten Nederland;2023;24025.0
4400;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Somalië;Geboren buiten Nederland;2024;24656.0
4401;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Totaal;2022;0.0
4402;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Totaal;2023;0.0
4403;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Totaal;2024;0.0
4404;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Geboren in Nederland;2022;0.0
4405;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Geboren in Nederland;2023;0.0
4406;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Geboren in Nederland;2024;0.0
4407;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Geboren buiten Nederland;2022;0.0
4408;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Geboren buiten Nederland;2023;0.0
4409;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sovjet-Unie (oud);Geboren buiten Nederland;2024;0.0
4410;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Totaal;2022;55655.0
4411;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Totaal;2023;59325.0
4412;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Totaal;2024;61917.0
4413;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Geboren in Nederland;2022;18729.0
4414;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Geboren in Nederland;2023;19003.0
4415;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Geboren in Nederland;2024;19286.0
4416;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Geboren buiten Nederland;2022;36926.0
4417;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Geboren buiten Nederland;2023;40322.0
4418;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Spanje;Geboren buiten Nederland;2024;42631.0
4419;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Totaal;2022;17687.0
4420;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Totaal;2023;18322.0
4421;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Totaal;2024;18835.0
4422;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Geboren in Nederland;2022;7406.0
4423;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Geboren in Nederland;2023;7691.0
4424;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Geboren in Nederland;2024;7954.0
4425;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Geboren buiten Nederland;2022;10281.0
4426;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Geboren buiten Nederland;2023;10631.0
4427;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Sri Lanka;Geboren buiten Nederland;2024;10881.0
4428;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Totaal;2022;
4429;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Totaal;2023;
4430;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Totaal;2024;
4431;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Geboren in Nederland;2022;
4432;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Geboren in Nederland;2023;
4433;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Geboren in Nederland;2024;
4434;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Geboren buiten Nederland;2022;
4435;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Geboren buiten Nederland;2023;
4436;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Swaziland;Geboren buiten Nederland;2024;
4437;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Totaal;2022;121093.0
4438;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Totaal;2023;136958.0
4439;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Totaal;2024;153972.0
4440;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Geboren in Nederland;2022;17843.0
4441;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Geboren in Nederland;2023;20388.0
4442;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Geboren in Nederland;2024;23135.0
4443;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Geboren buiten Nederland;2022;103250.0
4444;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Geboren buiten Nederland;2023;116570.0
4445;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Syrië;Geboren buiten Nederland;2024;130837.0
4446;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Totaal;2022;451.0
4447;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Totaal;2023;562.0
4448;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Totaal;2024;594.0
4449;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Geboren in Nederland;2022;124.0
4450;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Geboren in Nederland;2023;137.0
4451;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Geboren in Nederland;2024;152.0
4452;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Geboren buiten Nederland;2022;327.0
4453;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Geboren buiten Nederland;2023;425.0
4454;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tadzjikistan;Geboren buiten Nederland;2024;442.0
4455;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Totaal;2022;5990.0
4456;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Totaal;2023;6675.0
4457;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Totaal;2024;7215.0
4458;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Geboren in Nederland;2022;953.0
4459;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Geboren in Nederland;2023;1027.0
4460;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Geboren in Nederland;2024;1090.0
4461;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Geboren buiten Nederland;2022;5037.0
4462;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Geboren buiten Nederland;2023;5648.0
4463;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Taiwan;Geboren buiten Nederland;2024;6125.0
4464;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Totaal;2022;2945.0
4465;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Totaal;2023;3037.0
4466;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Totaal;2024;3141.0
4467;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Geboren in Nederland;2022;1435.0
4468;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Geboren in Nederland;2023;1461.0
4469;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Geboren in Nederland;2024;1491.0
4470;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Geboren buiten Nederland;2022;1510.0
4471;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Geboren buiten Nederland;2023;1576.0
4472;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Tanzania;Geboren buiten Nederland;2024;1650.0
4473;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Totaal;2022;24208.0
4474;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Totaal;2023;24866.0
4475;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Totaal;2024;25451.0
4476;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Geboren in Nederland;2022;7636.0
4477;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Geboren in Nederland;2023;7848.0
4478;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Geboren in Nederland;2024;8038.0
4479;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Geboren buiten Nederland;2022;16572.0
4480;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Geboren buiten Nederland;2023;17018.0
4481;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Thailand;Geboren buiten Nederland;2024;17413.0
4482;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Totaal;2022;20.0
4483;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Totaal;2023;22.0
4484;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Totaal;2024;23.0
4485;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Geboren in Nederland;2022;7.0
4486;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Geboren in Nederland;2023;7.0
4487;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Geboren in Nederland;2024;7.0
4488;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Geboren buiten Nederland;2022;13.0
4489;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Geboren buiten Nederland;2023;15.0
4490;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Timor Leste;Geboren buiten Nederland;2024;16.0
4491;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Togo;Totaal;2022;1978.0
4492;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Togo;Totaal;2023;1996.0
4493;Totaal mannen en vrouwen;Totaal;Persoon in particulier huishouden;Togo;Totaal;2024;2017.0
