ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
110;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;3.5;45.0;2.1;13.5;11.3;67.3;18.1;9.4;0.8;4.8;4.8;2.8;0.5;5.6;2.1;0.2;1.9;8.4;0.3;0.6;46.1;4.9;1.3;9.4;;;;;;;;;;;;;;;;;;7.0;16.8;68.3;3.4;41.6;2.0;8.7;9.1;0.0;5.2;0.8;0.3;0.9;0.1;16.6;;;;;;;;;;
111;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;3.6;47.8;2.0;13.1;10.7;69.2;17.2;9.1;0.5;4.9;3.5;3.1;0.5;6.1;1.7;0.4;2.2;6.9;0.3;0.7;49.7;4.6;1.0;8.9;;;;;;;;;;;;;;;;;;6.7;14.8;69.7;4.7;40.3;2.7;11.0;7.9;0.0;4.6;1.4;0.4;1.0;0.1;16.1;;;;;;;;;;
112;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;3.3;48.0;2.2;12.3;10.2;70.1;17.0;8.5;0.5;5.0;3.3;2.9;0.3;6.3;2.0;0.1;1.9;8.3;0.4;0.9;49.1;3.9;0.7;8.9;;;;;;;;;;;;;;;;;;6.7;14.7;70.8;3.7;39.8;2.8;11.1;9.8;0.0;4.4;0.6;0.1;1.0;0.5;15.4;;;;;;;;;;
113;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;3.6;45.6;2.1;13.5;11.6;70.1;15.4;9.7;0.7;4.9;3.8;2.6;0.5;7.3;2.2;0.4;1.3;7.5;0.5;0.7;48.2;3.8;0.9;9.2;;;;;;;;;;;;;;;;;;9.3;15.4;67.2;3.7;40.5;2.6;10.2;8.2;0.2;4.9;1.3;0.2;1.1;0.0;16.6;;;;;;;;;;
114;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;4.0;50.1;2.5;14.1;12.0;67.6;18.0;10.2;0.7;5.0;3.2;2.7;0.3;7.6;1.9;0.4;1.9;7.4;0.3;0.6;50.0;4.3;1.1;8.9;;;;;;;;;;;;;;;;;;8.1;15.6;69.3;3.4;40.8;2.2;11.4;8.5;0.1;5.2;1.1;0.4;1.1;0.2;16.8;;;;;;;;;;
115;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;4.1;48.6;2.4;14.9;12.5;69.1;15.9;10.6;0.7;4.2;3.9;2.9;0.6;8.3;2.0;0.4;1.7;7.8;0.3;0.8;47.8;4.1;1.3;8.9;;;;;;;;;;;;;;;;;;8.1;15.5;68.2;4.3;39.3;3.7;10.6;8.3;0.1;5.8;1.6;0.3;1.0;0.1;16.2;;;;;;;;;;
116;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;4.1;45.5;2.4;16.4;13.3;63.5;21.2;10.7;0.7;4.7;3.6;2.0;0.4;7.9;1.8;0.4;2.3;6.1;0.2;0.8;46.4;5.8;1.2;11.8;;;;;;;;;;;;;;;;;;8.8;14.0;68.0;5.1;35.6;2.3;10.0;8.9;0.1;5.8;1.5;0.9;1.5;0.2;18.9;;;;;;;;;;
117;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;4.0;44.3;2.5;16.1;14.1;60.9;22.4;11.5;0.8;3.8;2.8;1.8;0.4;9.0;3.0;0.3;2.3;6.8;0.1;0.5;41.6;4.1;1.2;15.9;;;;;;;;;;;;;;;;;;8.6;14.7;67.3;4.9;38.8;2.4;9.9;7.6;0.3;4.6;1.0;0.6;0.3;0.0;20.4;;;;;;;;;;
118;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;5.2;60.5;2.4;15.3;12.0;61.9;25.7;8.4;0.7;;;;;;;;;;;;;;;;66.2;3.1;6.8;1.7;2.4;1.6;1.6;0.3;2.4;1.1;0.1;0.3;6.9;2.3;3.4;0.5;3.9;7.1;12.0;72.2;5.4;;;;;;;;;;;;28.7;2.6;4.3;0.7;8.0;3.3;4.6;1.2;19.9;12.6
119;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;4.6;53.1;2.5;15.5;13.0;69.3;17.4;9.1;0.9;;;;;;;;;;;;;;;;57.5;4.4;8.4;1.9;3.0;2.2;1.6;0.3;4.3;1.1;0.3;0.8;7.8;4.1;5.9;1.0;6.9;6.7;13.9;70.9;5.0;;;;;;;;;;;;32.3;3.9;5.0;2.3;5.6;4.9;6.5;1.1;10.5;12.8
120;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2024;5.0;53.9;2.6;16.8;14.4;68.7;16.4;10.4;1.2;;;;;;;;;;;;;;;;57.1;4.2;9.3;1.8;2.8;2.5;2.0;0.3;3.8;1.0;0.3;0.5;8.2;3.2;4.7;1.3;5.9;7.0;15.0;69.5;5.1;;;;;;;;;;;;28.1;2.9;6.1;1.1;7.3;5.9;6.0;2.6;13.1;12.7
121;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;4.1;47.4;2.3;15.8;14.5;70.6;20.9;11.6;1.6;6.4;6.5;4.1;1.2;7.3;3.2;0.7;3.0;10.4;0.8;1.2;49.7;6.5;2.2;11.6;;;;;;;;;;;;;;;;;;8.9;19.5;71.6;4.8;48.4;4.5;13.3;13.3;1.1;8.8;2.4;1.6;2.8;1.2;22.1;;;;;;;;;;
122;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;4.1;50.0;2.3;15.2;13.0;72.2;19.8;11.1;1.1;6.5;4.8;4.4;1.0;7.7;2.6;0.9;3.3;8.6;0.7;1.4;53.0;6.0;1.7;10.8;;;;;;;;;;;;;;;;;;8.4;17.2;72.6;6.2;46.9;5.3;15.5;11.9;1.0;7.7;3.4;1.7;2.8;1.3;21.5;;;;;;;;;;
123;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;3.8;50.2;2.5;14.2;12.6;73.0;19.6;10.4;1.1;6.5;4.6;4.0;0.8;8.0;3.0;0.5;2.9;10.1;1.0;1.6;52.4;5.3;1.4;10.8;;;;;;;;;;;;;;;;;;8.4;17.1;73.8;5.0;46.4;5.5;15.8;14.1;0.6;7.4;2.1;1.1;3.1;1.9;20.6;;;;;;;;;;
124;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;4.2;47.9;2.4;15.7;14.3;73.2;17.9;11.9;1.4;6.5;5.2;3.8;1.1;9.1;3.3;0.9;2.2;9.4;1.1;1.3;51.7;5.2;1.6;11.2;;;;;;;;;;;;;;;;;;11.4;17.9;70.4;5.1;47.0;5.0;14.8;12.2;1.2;8.0;3.2;1.4;3.0;0.8;21.8;;;;;;;;;;
125;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;4.5;52.1;2.7;15.9;14.3;70.2;20.3;12.0;1.2;6.3;4.2;3.7;0.7;9.1;2.7;0.8;2.8;8.9;0.7;1.2;52.8;5.5;1.8;10.6;;;;;;;;;;;;;;;;;;9.7;17.7;71.8;4.5;46.2;4.1;15.2;11.9;1.1;7.9;2.6;1.3;2.6;1.2;21.0;;;;;;;;;;
126;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;4.7;50.6;2.7;16.9;14.9;71.8;18.2;12.5;1.3;5.5;5.1;4.0;1.1;10.0;2.9;0.8;2.5;9.4;0.7;1.4;50.8;5.3;2.1;10.6;;;;;;;;;;;;;;;;;;9.9;17.7;70.9;5.6;45.0;6.3;14.5;11.8;1.0;8.8;3.5;1.3;2.6;0.8;20.8;;;;;;;;;;
127;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;4.7;47.5;2.6;18.6;15.8;66.4;23.8;12.7;1.3;6.2;4.8;3.0;0.8;9.6;2.6;0.9;3.3;7.7;0.6;1.4;49.6;7.3;2.0;13.8;;;;;;;;;;;;;;;;;;10.7;16.2;70.8;6.6;41.5;4.5;14.2;12.8;0.7;9.1;3.5;2.6;3.6;1.3;23.9;;;;;;;;;;
128;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;4.6;46.5;2.8;18.4;17.1;64.1;25.3;13.7;1.5;5.2;4.1;2.8;0.9;11.0;4.2;0.8;3.4;8.6;0.5;1.1;45.0;5.5;2.0;18.4;;;;;;;;;;;;;;;;;;10.6;17.1;70.4;6.5;45.2;4.7;14.3;11.6;1.7;7.8;2.7;2.0;1.6;1.1;25.9;;;;;;;;;;
129;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;5.8;62.5;2.6;17.0;14.3;64.4;28.0;9.9;1.3;;;;;;;;;;;;;;;;68.6;4.0;8.2;2.5;3.3;2.4;2.3;0.7;3.2;1.7;0.4;0.6;8.2;4.1;5.6;1.5;6.2;8.5;13.7;74.5;6.7;;;;;;;;;;;;34.0;5.0;6.9;2.1;11.6;5.8;7.4;2.8;24.6;16.8
130;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;5.2;55.1;2.7;17.4;15.8;71.8;19.5;10.7;1.5;;;;;;;;;;;;;;;;60.1;5.6;10.0;2.7;4.1;3.0;2.3;0.7;5.5;1.8;0.6;1.3;9.3;6.5;8.8;2.4;10.0;8.1;15.8;73.4;6.3;;;;;;;;;;;;37.9;6.9;8.1;4.6;8.7;7.7;9.8;2.8;14.3;17.0
131;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2024;5.6;55.9;2.8;18.8;17.0;71.2;18.4;12.1;1.8;;;;;;;;;;;;;;;;59.7;5.3;10.9;2.5;3.8;3.4;2.8;0.7;4.8;1.6;0.7;1.0;9.7;5.3;7.1;2.8;8.5;8.4;16.9;71.9;6.3;;;;;;;;;;;;33.2;5.2;9.2;2.7;10.6;8.8;8.9;4.8;16.8;16.6
132;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2014;4.1;41.8;2.2;17.8;15.8;61.8;23.7;13.1;1.3;7.8;7.2;5.9;1.7;6.1;2.5;0.9;3.0;8.5;0.6;1.0;37.1;5.7;0.0;13.9;;;;;;;;;;;;;;;;;;10.6;17.9;66.3;5.2;36.2;3.5;15.7;11.9;0.1;7.2;2.5;1.1;1.6;0.4;19.7;;;;;;;;;;
133;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2015;4.7;44.3;2.2;19.7;18.3;59.3;24.6;14.4;1.6;8.5;6.5;5.8;2.0;7.2;2.3;0.5;3.0;7.2;0.5;1.0;40.6;4.8;0.0;12.2;;;;;;;;;;;;;;;;;;10.2;16.5;67.5;5.8;34.4;3.1;18.3;11.6;0.5;6.4;2.4;0.7;1.7;0.3;20.7;;;;;;;;;;
134;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2016;4.2;45.0;2.3;17.7;16.2;62.0;23.2;13.5;1.3;6.6;6.0;5.5;1.7;6.7;2.8;0.6;3.5;7.7;0.8;1.0;40.0;6.0;0.0;13.4;;;;;;;;;;;;;;;;;;10.0;17.4;67.4;5.1;36.8;3.0;15.3;11.8;0.6;6.8;2.0;0.8;1.2;0.7;21.0;;;;;;;;;;
135;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2017;4.5;43.0;2.2;19.4;18.0;61.0;23.3;14.3;1.5;7.0;6.8;5.6;1.9;7.9;2.6;0.8;2.8;7.7;0.6;1.2;39.2;5.5;0.0;12.6;;;;;;;;;;;;;;;;;;11.9;17.4;65.1;5.6;37.8;2.2;16.6;11.3;0.4;7.2;2.0;0.4;1.6;0.7;19.7;;;;;;;;;;
136;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2018;4.7;46.4;2.4;18.8;16.5;60.8;24.3;13.7;1.1;5.8;6.0;5.5;2.0;8.1;2.3;0.6;2.5;7.0;0.5;1.5;42.8;4.5;0.0;12.8;;;;;;;;;;;;;;;;;;11.3;16.4;67.4;4.9;36.0;2.8;16.6;11.7;0.4;6.5;2.8;0.5;1.1;0.7;21.0;;;;;;;;;;
137;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2019;4.8;43.8;2.5;20.8;19.5;60.2;22.6;15.6;1.6;6.4;6.1;5.1;1.8;8.8;2.5;0.6;2.7;7.8;0.5;1.1;41.0;5.1;0.0;12.6;;;;;;;;;;;;;;;;;;11.2;16.9;66.1;5.8;37.4;3.1;15.4;10.5;0.2;7.1;3.2;0.8;1.8;0.4;20.0;;;;;;;;;;
138;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2020;4.5;40.9;2.6;20.7;19.2;56.1;27.5;14.7;1.7;6.3;5.7;4.3;1.7;7.8;2.7;0.7;3.4;6.8;0.5;1.4;38.0;5.8;0.0;16.9;;;;;;;;;;;;;;;;;;10.2;14.7;69.0;6.1;33.7;3.4;17.2;12.0;0.4;6.2;2.7;0.6;2.2;0.5;21.0;;;;;;;;;;
139;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2021;4.9;40.3;2.7;23.1;21.2;53.0;27.6;17.5;1.9;6.5;5.1;5.1;1.5;8.0;3.4;0.7;2.5;6.4;0.6;0.7;31.7;5.8;0.0;23.8;;;;;;;;;;;;;;;;;;11.8;15.7;65.2;7.4;36.8;3.2;17.5;8.1;0.4;5.5;1.7;0.9;2.5;0.3;23.2;;;;;;;;;;
140;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2022;5.7;55.6;2.5;19.2;16.3;56.7;30.6;11.2;1.5;;;;;;;;;;;;;;;;61.6;3.5;6.9;1.8;4.1;3.4;3.1;1.2;2.9;1.0;0.2;0.6;9.7;0.3;1.8;7.7;9.0;8.7;13.0;71.9;6.5;;;;;;;;;;;;28.5;6.0;5.4;1.9;11.2;3.3;5.8;3.1;19.4;15.5
141;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2023;4.9;47.0;2.6;19.6;17.6;63.2;21.7;13.6;1.5;;;;;;;;;;;;;;;;50.8;4.9;8.2;2.7;4.8;4.3;3.4;1.5;4.8;1.4;0.4;1.0;11.8;0.1;2.0;11.4;12.5;8.8;14.9;69.8;6.6;;;;;;;;;;;;30.3;7.4;6.4;2.2;11.4;4.8;6.5;3.2;11.2;16.7
142;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2024;5.1;48.3;2.8;20.3;17.0;65.0;20.3;13.2;1.4;;;;;;;;;;;;;;;;52.2;4.4;8.4;2.5;5.3;4.4;4.1;1.2;4.1;1.3;0.5;1.1;10.6;0.0;2.2;12.4;13.5;8.9;14.9;70.3;6.0;;;;;;;;;;;;27.8;7.5;6.3;2.6;13.6;4.3;7.5;2.9;11.1;16.3
143;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;3.8;40.8;2.1;16.6;14.4;60.2;22.3;12.1;1.0;7.0;6.4;5.2;1.4;5.4;2.1;0.6;2.5;7.7;0.4;0.8;35.5;5.0;0.0;12.8;;;;;;;;;;;;;;;;;;9.6;16.7;64.8;4.5;33.3;2.5;13.6;10.1;0.0;5.8;1.7;0.6;1.0;0.2;17.4;;;;;;;;;;
144;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;4.4;43.3;2.1;18.5;16.8;57.8;23.3;13.4;1.3;7.7;5.8;5.2;1.6;6.4;1.9;0.3;2.5;6.5;0.3;0.7;39.1;4.2;0.0;11.3;;;;;;;;;;;;;;;;;;9.3;15.4;66.1;5.2;31.7;2.3;16.1;9.9;0.2;5.1;1.7;0.3;1.1;0.1;18.5;;;;;;;;;;
145;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;4.0;44.1;2.2;16.6;14.9;60.5;22.0;12.5;1.0;5.9;5.4;4.9;1.4;6.1;2.4;0.4;3.0;7.0;0.5;0.7;38.6;5.4;0.0;12.4;;;;;;;;;;;;;;;;;;9.2;16.4;66.0;4.5;34.2;2.2;13.3;10.1;0.3;5.6;1.4;0.4;0.7;0.3;18.8;;;;;;;;;;
146;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;4.2;42.0;2.1;18.2;16.4;59.4;22.0;13.2;1.1;6.2;6.0;4.9;1.6;7.1;2.2;0.5;2.4;6.9;0.4;0.9;37.6;4.9;0.0;11.6;;;;;;;;;;;;;;;;;;10.9;16.2;63.6;5.0;35.1;1.5;14.6;9.6;0.2;5.8;1.4;0.2;1.0;0.4;17.5;;;;;;;;;;
147;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;4.5;45.6;2.3;17.8;15.2;59.6;23.2;12.9;0.9;5.3;5.4;4.9;1.6;7.4;2.0;0.5;2.2;6.4;0.4;1.2;41.6;4.0;0.0;11.9;;;;;;;;;;;;;;;;;;10.5;15.5;66.2;4.4;33.7;2.1;14.9;10.2;0.2;5.4;2.1;0.3;0.7;0.4;19.1;;;;;;;;;;
148;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;4.5;42.9;2.4;19.7;18.0;58.8;21.5;14.6;1.2;5.8;5.4;4.6;1.5;8.1;2.1;0.4;2.3;7.1;0.3;0.8;39.6;4.6;0.0;11.7;;;;;;;;;;;;;;;;;;10.3;15.9;64.7;5.2;35.0;2.3;13.6;9.0;0.1;5.9;2.4;0.4;1.3;0.2;18.0;;;;;;;;;;
149;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;4.2;40.0;2.4;19.5;17.6;54.6;26.2;13.7;1.3;5.6;5.1;3.7;1.4;7.1;2.3;0.5;2.9;6.1;0.3;1.1;36.6;5.1;0.0;15.9;;;;;;;;;;;;;;;;;;9.3;13.7;67.6;5.4;31.0;2.5;15.0;10.3;0.2;4.9;1.9;0.3;1.5;0.2;18.7;;;;;;;;;;
150;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;4.6;39.3;2.5;21.7;19.4;51.4;26.2;16.3;1.5;5.7;4.4;4.5;1.1;7.2;2.9;0.5;2.0;5.7;0.4;0.5;30.2;5.1;0.0;22.5;;;;;;;;;;;;;;;;;;10.8;14.5;63.6;6.6;33.9;2.3;15.3;6.6;0.1;4.3;1.1;0.5;1.6;0.1;20.7;;;;;;;;;;
151;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;5.3;54.7;2.3;18.1;15.1;55.4;29.5;10.4;1.2;;;;;;;;;;;;;;;;60.4;3.0;6.2;1.5;3.6;3.0;2.7;1.0;2.5;0.7;0.1;0.4;9.0;0.1;1.2;6.5;7.7;7.9;12.2;70.7;5.8;;;;;;;;;;;;26.0;4.7;4.2;1.2;9.5;2.4;4.6;2.3;17.3;13.6
152;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;4.6;46.1;2.5;18.6;16.2;61.8;20.5;12.7;1.2;;;;;;;;;;;;;;;;49.4;4.4;7.5;2.2;4.2;3.8;2.9;1.2;4.2;1.1;0.3;0.7;10.9;0.0;1.4;9.8;10.8;8.0;13.9;68.4;5.9;;;;;;;;;;;;27.6;5.9;5.1;1.5;9.6;3.6;5.2;2.3;9.5;14.5
153;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2024;4.8;47.4;2.6;19.1;15.7;63.7;19.2;12.3;1.1;;;;;;;;;;;;;;;;50.8;3.8;7.7;2.1;4.7;3.8;3.6;0.9;3.6;1.0;0.3;0.9;9.7;0.0;1.5;10.8;11.8;8.1;13.9;69.0;5.3;;;;;;;;;;;;25.4;6.0;5.0;1.8;11.6;3.3;6.1;2.1;9.6;14.3
154;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;4.3;42.8;2.3;18.9;17.2;63.4;25.1;14.3;1.8;8.7;8.1;6.7;2.2;6.9;3.1;1.2;3.7;9.5;1.0;1.4;38.7;6.5;0.2;15.1;;;;;;;;;;;;;;;;;;11.6;19.1;67.9;6.0;39.1;4.8;18.1;14.1;0.8;9.0;3.7;2.0;2.6;1.1;22.2;;;;;;;;;;
155;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;5.0;45.3;2.4;20.9;19.8;60.8;25.9;15.5;2.0;9.4;7.3;6.5;2.4;8.0;2.8;0.8;3.5;8.0;0.8;1.3;42.1;5.4;;13.2;;;;;;;;;;;;;;;;;;11.1;17.6;68.9;6.6;37.2;4.4;20.6;13.6;1.1;7.9;3.5;1.3;2.6;0.9;23.2;;;;;;;;;;
156;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;4.5;46.0;2.4;18.7;17.6;63.4;24.5;14.5;1.7;7.3;6.8;6.2;2.2;7.5;3.3;0.9;4.1;8.5;1.1;1.3;41.5;6.7;;14.4;;;;;;;;;;;;;;;;;;10.9;18.6;68.8;5.8;39.6;4.1;17.4;13.7;1.3;8.4;2.9;1.5;2.0;1.4;23.4;;;;;;;;;;
157;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;4.8;44.0;2.4;20.6;19.6;62.5;24.6;15.4;1.9;7.8;7.6;6.3;2.4;8.8;3.2;1.1;3.4;8.5;0.9;1.5;40.7;6.3;;13.6;;;;;;;;;;;;;;;;;;12.9;18.6;66.6;6.4;40.7;3.2;18.9;13.3;1.0;8.8;3.0;1.0;2.5;1.4;22.1;;;;;;;;;;
158;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;5.0;47.3;2.6;19.7;17.7;62.1;25.4;14.7;1.5;6.4;6.7;6.1;2.3;8.8;2.7;0.8;3.0;7.7;0.7;1.8;44.1;5.1;0.1;13.6;;;;;;;;;;;;;;;;;;12.1;17.4;68.6;5.5;38.3;3.7;18.5;13.3;0.9;7.8;3.7;0.8;1.7;1.3;23.0;;;;;;;;;;
159;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;5.1;44.7;2.6;21.9;21.1;61.6;23.9;16.7;2.0;7.2;6.8;5.8;2.2;9.7;2.9;0.8;3.2;8.6;0.7;1.4;42.4;5.7;;13.5;;;;;;;;;;;;;;;;;;12.1;18.0;67.4;6.5;40.0;4.2;17.4;12.3;0.6;8.5;4.2;1.3;2.7;0.9;22.2;;;;;;;;;;
160;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;4.8;41.8;2.8;21.9;20.8;57.5;28.9;15.8;2.1;7.1;6.5;4.9;2.1;8.7;3.2;1.0;4.0;7.6;0.8;1.8;39.5;6.5;0.1;18.1;;;;;;;;;;;;;;;;;;11.1;15.8;70.3;6.8;36.5;4.6;19.6;14.1;1.0;7.8;3.8;1.2;3.3;1.2;23.5;;;;;;;;;;
161;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;5.2;41.3;2.9;24.4;23.0;54.6;29.1;18.8;2.4;7.3;5.8;5.9;1.9;8.9;4.0;1.0;3.0;7.3;0.9;1.0;33.2;6.5;0.2;25.2;;;;;;;;;;;;;;;;;;12.9;16.8;66.7;8.3;39.8;4.4;20.1;9.9;1.1;7.1;2.7;1.6;3.7;0.9;25.9;;;;;;;;;;
162;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;6.0;56.6;2.6;20.2;17.5;57.9;31.8;12.0;1.9;;;;;;;;;;;;;;;;62.9;4.0;7.5;2.2;4.6;4.0;3.6;1.5;3.4;1.2;0.3;0.9;10.5;1.1;2.6;9.2;10.6;9.4;13.9;73.0;7.1;;;;;;;;;;;;31.1;7.6;6.9;3.1;13.2;4.4;7.3;4.3;21.7;17.6
163;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;5.2;48.0;2.8;20.7;19.0;64.6;22.9;14.7;1.9;;;;;;;;;;;;;;;;52.3;5.6;9.0;3.2;5.4;4.9;3.9;1.9;5.4;1.8;0.7;1.3;12.7;1.0;3.0;13.2;14.4;9.6;15.9;71.1;7.4;;;;;;;;;;;;33.0;9.2;8.0;3.4;13.5;6.3;8.1;4.5;13.1;19.0
164;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2024;5.4;49.2;2.9;21.5;18.4;66.3;21.5;14.2;1.8;;;;;;;;;;;;;;;;53.6;5.0;9.2;2.9;6.0;5.0;4.7;1.5;4.7;1.7;0.7;1.4;11.4;0.1;3.1;14.3;15.5;9.7;15.9;71.5;6.7;;;;;;;;;;;;30.4;9.3;7.9;3.8;15.8;5.5;9.2;4.1;12.9;18.6
165;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2014;5.8;42.0;2.7;25.1;23.9;52.5;26.3;18.9;2.3;8.5;6.9;8.0;3.9;6.7;2.9;1.1;4.1;8.5;0.6;1.7;30.1;3.8;0.0;14.4;;;;;;;;;;;;;;;;;;12.2;18.1;62.8;6.9;38.3;3.0;19.8;9.6;0.3;8.4;1.4;0.8;1.3;0.4;16.8;;;;;;;;;;
166;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2015;6.1;45.0;2.6;24.3;21.9;51.0;27.8;19.6;1.7;7.8;6.8;9.0;3.5;6.5;2.0;0.6;4.3;7.2;0.7;1.5;34.4;3.9;0.0;13.1;;;;;;;;;;;;;;;;;;12.1;15.5;66.2;6.2;32.3;3.1;21.3;12.1;0.5;6.7;2.1;0.5;2.3;0.5;18.6;;;;;;;;;;
