ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
5651;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Caribisch Nederland;2022;160
5652;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Bonaire;2016;140
5653;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Bonaire;2018;70
5654;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Bonaire;2020;20
5655;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Bonaire;2022;150
5656;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Sint Eustatius;2016;0
5657;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Sint Eustatius;2018;10
5658;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Sint Eustatius;2020;20
5659;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Sint Eustatius;2022;0
5660;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Saba;2016;10
5661;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Saba;2018;0
5662;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Saba;2020;0
5663;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;01 Onderwijs;Saba;2022;0
5664;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;30
5665;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;60
5666;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;0
5667;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;170
5668;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;20
5669;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;60
5670;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;0
5671;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;160
5672;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;10
5673;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;0
5674;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;0
5675;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;0
5676;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2016;0
5677;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2018;0
5678;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2020;0
5679;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2022;10
5680;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;50
5681;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;20
5682;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;0
5683;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;10
5684;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;40
5685;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;20
5686;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;0
5687;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;0
5688;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;10
5689;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;0
5690;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;0
5691;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;0
5692;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2016;0
5693;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2018;0
5694;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2020;0
5695;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2022;0
5696;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;460
5697;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;460
5698;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;740
5699;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;540
5700;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2016;420
5701;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2018;360
5702;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2020;670
5703;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2022;450
5704;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2016;30
5705;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2018;90
5706;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2020;50
5707;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2022;60
5708;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2016;10
5709;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2018;20
5710;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2020;10
5711;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2022;30
5712;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;10
5713;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;30
5714;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;10
5715;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;0
5716;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2016;0
5717;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2018;30
5718;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2020;0
5719;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2022;0
5720;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;10
5721;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;0
5722;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;10
5723;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
5724;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2016;0
5725;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2018;0
5726;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2020;0
5727;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2022;0
5728;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Caribisch Nederland;2016;30
5729;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Caribisch Nederland;2018;130
5730;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Caribisch Nederland;2020;90
5731;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Caribisch Nederland;2022;40
5732;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Bonaire;2016;30
5733;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Bonaire;2018;100
5734;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Bonaire;2020;80
5735;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Bonaire;2022;30
5736;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Sint Eustatius;2016;0
5737;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Sint Eustatius;2018;20
5738;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Sint Eustatius;2020;10
5739;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Sint Eustatius;2022;10
5740;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Saba;2016;0
5741;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Saba;2018;10
5742;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Saba;2020;0
5743;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;06 Informatica;Saba;2022;0
5744;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;390
5745;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;410
5746;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;390
5747;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;450
5748;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2016;340
5749;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2018;360
5750;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2020;330
5751;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2022;420
5752;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;40
5753;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;40
5754;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;40
5755;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;20
5756;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2016;20
5757;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2018;10
5758;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2020;10
5759;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2022;10
5760;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2016;0
5761;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2018;0
5762;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2020;30
5763;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2022;30
5764;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2016;0
5765;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2018;0
5766;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2020;30
5767;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2022;20
5768;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2016;0
5769;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2018;0
5770;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2020;0
5771;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2022;0
5772;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2016;0
5773;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2018;0
5774;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2020;0
5775;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2022;0
5776;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2016;340
5777;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2018;410
5778;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2020;410
5779;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2022;340
5780;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2016;300
5781;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2018;350
5782;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2020;360
5783;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2022;290
5784;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;20
5785;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;40
5786;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;40
5787;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;40
5788;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2016;20
5789;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2018;30
5790;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2020;10
5791;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2022;10
5792;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2016;370
5793;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2018;340
5794;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2020;370
5795;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2022;640
5796;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2016;350
5797;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2018;300
5798;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2020;330
5799;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Bonaire;2022;590
5800;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2016;10
5801;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2018;30
5802;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2020;20
5803;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Sint Eustatius;2022;40
5804;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2016;10
5805;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2018;20
5806;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2020;20
5807;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;10 Dienstverlening;Saba;2022;20
5808;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2016;90
5809;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2018;270
5810;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2020;220
5811;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2022;70
5812;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2016;80
5813;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2018;230
5814;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2020;200
5815;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2022;60
5816;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2016;10
5817;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2018;30
5818;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2020;10
5819;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2022;10
5820;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2016;0
5821;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2018;10
5822;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2020;20
5823;Totaal mannen en vrouwen;25 tot 45 jaar;200 Middelbaar onderwijsniveau;Onderwijsrichting onbekend;Saba;2022;10
5824;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2016;1620
5825;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2018;1560
5826;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2020;1390
5827;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Caribisch Nederland;2022;1790
5828;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2016;1170
5829;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2018;1030
5830;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2020;1030
5831;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Bonaire;2022;1420
5832;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2016;170
5833;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2018;180
5834;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2020;120
5835;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Sint Eustatius;2022;140
5836;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2016;280
5837;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2018;350
5838;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2020;240
5839;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;Totaal;Saba;2022;230
5840;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2016;0
5841;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2018;10
5842;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2020;20
5843;Totaal mannen en vrouwen;25 tot 45 jaar;300 Hoog onderwijsniveau;00 Algemeen;Caribisch Nederland;2022;0
