ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
6103;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2021 4th quarter;32
6104;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2021;31
6105;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2022 1st quarter;37
6106;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2022 2nd quarter;36
6107;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2022 3rd quarter;35
6108;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2022 4th quarter;39
6109;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2022;37
6110;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2023 1st quarter;42
6111;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2023 2nd quarter;40
6112;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2023 3rd quarter;40
6113;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2023 4th quarter;36
6114;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2023;40
6115;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2024 1st quarter;39
6116;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2024 2nd quarter;34
6117;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2024 3rd quarter;35
6118;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2024 4th quarter;37
6119;Total male and female;Working hours: less than 12 hours a week;R Culture, sports and recreation;2024;36
6120;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2013 1st quarter;18
6121;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2013 2nd quarter;16
6122;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2013 3rd quarter;20
6123;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2013 4th quarter;18
6124;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2013;18
6125;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2014 1st quarter;21
6126;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2014 2nd quarter;23
6127;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2014 3rd quarter;25
6128;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2014 4th quarter;25
6129;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2014;24
6130;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2015 1st quarter;25
6131;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2015 2nd quarter;16
6132;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2015 3rd quarter;18
6133;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2015 4th quarter;22
6134;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2015;20
6135;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2016 1st quarter;19
6136;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2016 2nd quarter;24
6137;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2016 3rd quarter;24
6138;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2016 4th quarter;21
6139;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2016;22
6140;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2017 1st quarter;21
6141;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2017 2nd quarter;18
6142;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2017 3rd quarter;14
6143;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2017 4th quarter;16
6144;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2017;17
6145;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2018 1st quarter;12
6146;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2018 2nd quarter;15
6147;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2018 3rd quarter;14
6148;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2018 4th quarter;13
6149;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2018;14
6150;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2019 1st quarter;13
6151;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2019 2nd quarter;18
6152;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2019 3rd quarter;17
6153;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2019 4th quarter;16
6154;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2019;16
6155;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2020 1st quarter;16
6156;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2020 2nd quarter;16
6157;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2020 3rd quarter;15
6158;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2020 4th quarter;19
6159;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2020;16
6160;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2021 1st quarter;16
6161;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2021 2nd quarter;17
6162;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2021 3rd quarter;21
6163;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2021 4th quarter;18
6164;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2021;18
6165;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2022 1st quarter;14
6166;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2022 2nd quarter;12
6167;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2022 3rd quarter;16
6168;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2022 4th quarter;13
6169;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2022;14
6170;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2023 1st quarter;14
6171;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2023 2nd quarter;15
6172;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2023 3rd quarter;16
6173;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2023 4th quarter;17
6174;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2023;15
6175;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2024 1st quarter;14
6176;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2024 2nd quarter;17
6177;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2024 3rd quarter;16
6178;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2024 4th quarter;15
6179;Total male and female;Working hours: less than 12 hours a week;S Other service activities;2024;15
6180;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2013 1st quarter;4
6181;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2013 2nd quarter;6
6182;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2013 3rd quarter;8
6183;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2013 4th quarter;11
6184;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2013;7
6185;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2014 1st quarter;14
6186;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2014 2nd quarter;9
6187;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2014 3rd quarter;5
6188;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2014 4th quarter;4
6189;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2014;8
6190;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2015 1st quarter;3
6191;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2015 2nd quarter;5
6192;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2015 3rd quarter;3
6193;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2015 4th quarter;3
6194;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2015;4
6195;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2016 1st quarter;5
6196;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2016 2nd quarter;4
6197;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2016 3rd quarter;6
6198;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2016 4th quarter;4
6199;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2016;5
6200;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2017 1st quarter;5
6201;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2017 2nd quarter;5
6202;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2017 3rd quarter;6
6203;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2017 4th quarter;4
6204;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2017;5
6205;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2018 1st quarter;3
6206;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2018 2nd quarter;4
6207;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2018 3rd quarter;4
6208;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2018 4th quarter;5
6209;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2018;4
6210;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2019 1st quarter;3
6211;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2019 2nd quarter;4
6212;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2019 3rd quarter;3
6213;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2019 4th quarter;5
6214;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2019;4
6215;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2020 1st quarter;6
6216;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2020 2nd quarter;7
6217;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2020 3rd quarter;3
6218;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2020 4th quarter;5
6219;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2020;5
6220;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2021 1st quarter;4
6221;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2021 2nd quarter;3
6222;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2021 3rd quarter;3
6223;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2021 4th quarter;2
6224;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2021;3
6225;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2022 1st quarter;3
6226;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2022 2nd quarter;2
6227;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2022 3rd quarter;1
6228;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2022 4th quarter;1
6229;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2022;2
6230;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2023 1st quarter;2
6231;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2023 2nd quarter;2
6232;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2023 3rd quarter;2
6233;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2023 4th quarter;3
6234;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2023;2
6235;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2024 1st quarter;2
6236;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2024 2nd quarter;2
6237;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2024 3rd quarter;3
6238;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2024 4th quarter;1
6239;Total male and female;Working hours: less than 12 hours a week;T Activities of households;2024;2
6240;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2013 1st quarter;0
6241;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2013 2nd quarter;0
6242;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2013 3rd quarter;0
6243;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2013 4th quarter;0
6244;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2013;0
6245;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2014 1st quarter;0
6246;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2014 2nd quarter;0
6247;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2014 3rd quarter;0
6248;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2014 4th quarter;0
6249;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2014;0
6250;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2015 1st quarter;1
6251;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2015 2nd quarter;0
6252;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2015 3rd quarter;0
6253;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2015 4th quarter;0
6254;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2015;0
6255;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2016 1st quarter;0
6256;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2016 2nd quarter;0
6257;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2016 3rd quarter;0
6258;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2016 4th quarter;0
6259;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2016;0
6260;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2017 1st quarter;0
6261;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2017 2nd quarter;0
6262;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2017 3rd quarter;0
6263;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2017 4th quarter;0
6264;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2017;0
6265;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2018 1st quarter;0
6266;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2018 2nd quarter;0
6267;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2018 3rd quarter;0
6268;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2018 4th quarter;0
6269;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2018;0
6270;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2019 1st quarter;0
6271;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2019 2nd quarter;0
6272;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2019 3rd quarter;0
6273;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2019 4th quarter;0
6274;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2019;0
6275;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2020 1st quarter;0
6276;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2020 2nd quarter;0
6277;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2020 3rd quarter;0
6278;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2020 4th quarter;0
6279;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2020;0
6280;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2021 1st quarter;0
6281;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2021 2nd quarter;0
6282;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2021 3rd quarter;0
6283;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2021 4th quarter;0
6284;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2021;0
6285;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2022 1st quarter;0
6286;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2022 2nd quarter;0
6287;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2022 3rd quarter;0
6288;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2022 4th quarter;0
6289;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2022;0
6290;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2023 1st quarter;0
6291;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2023 2nd quarter;0
6292;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2023 3rd quarter;0
6293;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2023 4th quarter;0
6294;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2023;0
6295;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2024 1st quarter;0
6296;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2024 2nd quarter;0
6297;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2024 3rd quarter;0
6298;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2024 4th quarter;0
6299;Total male and female;Working hours: less than 12 hours a week;U Extraterritorial organisations;2024;0
6300;Total male and female;Working hours: less than 12 hours a week;Unknown;2013 1st quarter;144
6301;Total male and female;Working hours: less than 12 hours a week;Unknown;2013 2nd quarter;148
6302;Total male and female;Working hours: less than 12 hours a week;Unknown;2013 3rd quarter;151
6303;Total male and female;Working hours: less than 12 hours a week;Unknown;2013 4th quarter;152
6304;Total male and female;Working hours: less than 12 hours a week;Unknown;2013;148
6305;Total male and female;Working hours: less than 12 hours a week;Unknown;2014 1st quarter;136
6306;Total male and female;Working hours: less than 12 hours a week;Unknown;2014 2nd quarter;151
6307;Total male and female;Working hours: less than 12 hours a week;Unknown;2014 3rd quarter;155
6308;Total male and female;Working hours: less than 12 hours a week;Unknown;2014 4th quarter;169
6309;Total male and female;Working hours: less than 12 hours a week;Unknown;2014;153
6310;Total male and female;Working hours: less than 12 hours a week;Unknown;2015 1st quarter;145
6311;Total male and female;Working hours: less than 12 hours a week;Unknown;2015 2nd quarter;140
6312;Total male and female;Working hours: less than 12 hours a week;Unknown;2015 3rd quarter;136
6313;Total male and female;Working hours: less than 12 hours a week;Unknown;2015 4th quarter;134
6314;Total male and female;Working hours: less than 12 hours a week;Unknown;2015;139
6315;Total male and female;Working hours: less than 12 hours a week;Unknown;2016 1st quarter;130
6316;Total male and female;Working hours: less than 12 hours a week;Unknown;2016 2nd quarter;125
6317;Total male and female;Working hours: less than 12 hours a week;Unknown;2016 3rd quarter;133
6318;Total male and female;Working hours: less than 12 hours a week;Unknown;2016 4th quarter;147
6319;Total male and female;Working hours: less than 12 hours a week;Unknown;2016;134
6320;Total male and female;Working hours: less than 12 hours a week;Unknown;2017 1st quarter;161
6321;Total male and female;Working hours: less than 12 hours a week;Unknown;2017 2nd quarter;170
6322;Total male and female;Working hours: less than 12 hours a week;Unknown;2017 3rd quarter;166
6323;Total male and female;Working hours: less than 12 hours a week;Unknown;2017 4th quarter;169
6324;Total male and female;Working hours: less than 12 hours a week;Unknown;2017;166
6325;Total male and female;Working hours: less than 12 hours a week;Unknown;2018 1st quarter;162
6326;Total male and female;Working hours: less than 12 hours a week;Unknown;2018 2nd quarter;153
6327;Total male and female;Working hours: less than 12 hours a week;Unknown;2018 3rd quarter;153
6328;Total male and female;Working hours: less than 12 hours a week;Unknown;2018 4th quarter;148
6329;Total male and female;Working hours: less than 12 hours a week;Unknown;2018;154
6330;Total male and female;Working hours: less than 12 hours a week;Unknown;2019 1st quarter;150
6331;Total male and female;Working hours: less than 12 hours a week;Unknown;2019 2nd quarter;151
6332;Total male and female;Working hours: less than 12 hours a week;Unknown;2019 3rd quarter;145
6333;Total male and female;Working hours: less than 12 hours a week;Unknown;2019 4th quarter;167
6334;Total male and female;Working hours: less than 12 hours a week;Unknown;2019;153
6335;Total male and female;Working hours: less than 12 hours a week;Unknown;2020 1st quarter;143
6336;Total male and female;Working hours: less than 12 hours a week;Unknown;2020 2nd quarter;148
6337;Total male and female;Working hours: less than 12 hours a week;Unknown;2020 3rd quarter;128
6338;Total male and female;Working hours: less than 12 hours a week;Unknown;2020 4th quarter;139
6339;Total male and female;Working hours: less than 12 hours a week;Unknown;2020;139
6340;Total male and female;Working hours: less than 12 hours a week;Unknown;2021 1st quarter;46
6341;Total male and female;Working hours: less than 12 hours a week;Unknown;2021 2nd quarter;43
6342;Total male and female;Working hours: less than 12 hours a week;Unknown;2021 3rd quarter;43
6343;Total male and female;Working hours: less than 12 hours a week;Unknown;2021 4th quarter;55
6344;Total male and female;Working hours: less than 12 hours a week;Unknown;2021;47
6345;Total male and female;Working hours: less than 12 hours a week;Unknown;2022 1st quarter;55
6346;Total male and female;Working hours: less than 12 hours a week;Unknown;2022 2nd quarter;63
6347;Total male and female;Working hours: less than 12 hours a week;Unknown;2022 3rd quarter;48
6348;Total male and female;Working hours: less than 12 hours a week;Unknown;2022 4th quarter;55
6349;Total male and female;Working hours: less than 12 hours a week;Unknown;2022;55
6350;Total male and female;Working hours: less than 12 hours a week;Unknown;2023 1st quarter;56
6351;Total male and female;Working hours: less than 12 hours a week;Unknown;2023 2nd quarter;54
6352;Total male and female;Working hours: less than 12 hours a week;Unknown;2023 3rd quarter;57
6353;Total male and female;Working hours: less than 12 hours a week;Unknown;2023 4th quarter;58
6354;Total male and female;Working hours: less than 12 hours a week;Unknown;2023;56
6355;Total male and female;Working hours: less than 12 hours a week;Unknown;2024 1st quarter;61
6356;Total male and female;Working hours: less than 12 hours a week;Unknown;2024 2nd quarter;58
6357;Total male and female;Working hours: less than 12 hours a week;Unknown;2024 3rd quarter;52
6358;Total male and female;Working hours: less than 12 hours a week;Unknown;2024 4th quarter;56
6359;Total male and female;Working hours: less than 12 hours a week;Unknown;2024;57
6360;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2013 1st quarter;1651
6361;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2013 2nd quarter;1651
6362;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2013 3rd quarter;1621
6363;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2013 4th quarter;1667
6364;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2013;1647
6365;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2014 1st quarter;1638
6366;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2014 2nd quarter;1643
6367;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2014 3rd quarter;1609
6368;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2014 4th quarter;1648
6369;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2014;1635
6370;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2015 1st quarter;1650
6371;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2015 2nd quarter;1661
6372;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2015 3rd quarter;1625
6373;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2015 4th quarter;1643
6374;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2015;1645
6375;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2016 1st quarter;1634
6376;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2016 2nd quarter;1639
6377;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2016 3rd quarter;1597
6378;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2016 4th quarter;1623
6379;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2016;1623
6380;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2017 1st quarter;1614
6381;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2017 2nd quarter;1623
6382;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2017 3rd quarter;1590
6383;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2017 4th quarter;1619
6384;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2017;1611
6385;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2018 1st quarter;1612
6386;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2018 2nd quarter;1616
6387;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2018 3rd quarter;1577
6388;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2018 4th quarter;1614
6389;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2018;1605
6390;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2019 1st quarter;1615
6391;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2019 2nd quarter;1620
6392;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2019 3rd quarter;1580
6393;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2019 4th quarter;1610
6394;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2019;1606
6395;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2020 1st quarter;1613
6396;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2020 2nd quarter;1546
6397;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2020 3rd quarter;1530
6398;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2020 4th quarter;1584
6399;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2020;1568
6400;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2021 1st quarter;1598
6401;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2021 2nd quarter;1571
6402;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2021 3rd quarter;1524
6403;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2021 4th quarter;1564
6404;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2021;1564
6405;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2022 1st quarter;1555
6406;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2022 2nd quarter;1573
6407;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2022 3rd quarter;1494
6408;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2022 4th quarter;1577
6409;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2022;1550
6410;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2023 1st quarter;1585
6411;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2023 2nd quarter;1576
6412;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2023 3rd quarter;1513
6413;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2023 4th quarter;1576
6414;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2023;1563
6415;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2024 1st quarter;1594
6416;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2024 2nd quarter;1578
6417;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2024 3rd quarter;1513
6418;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2024 4th quarter;1573
6419;Total male and female;Working hours: less than 20 hours a week;A-U All economic activities;2024;1565
6420;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2013 1st quarter;55
6421;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2013 2nd quarter;54
6422;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2013 3rd quarter;54
6423;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2013 4th quarter;64
6424;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2013;56
6425;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2014 1st quarter;58
6426;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2014 2nd quarter;57
6427;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2014 3rd quarter;56
6428;Total male and female;Working hours: less than 20 hours a week;B-E Industry (no construction), energy;2014 4th quarter;52
