ID;Zorgtype;FinancieringsvormenZorg;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
814;Beleid en beheer;HF11: Overheid;2022;1752.0
815;Beleid en beheer;HF11: Overheid;2023;1763.0
816;Beleid en beheer;HF121a: Wlz, AWBZ;2021;395.0
817;Beleid en beheer;HF121a: Wlz, AWBZ;2022;415.0
818;Beleid en beheer;HF121a: Wlz, AWBZ;2023;440.0
819;Beleid en beheer;HF121b: Ziekenfonds;2021;
820;Beleid en beheer;HF121b: Ziekenfonds;2022;
821;Beleid en beheer;HF121b: Ziekenfonds;2023;
822;Beleid en beheer;HF122: Zorgverzekeringswet;2021;1035.0
823;Beleid en beheer;HF122: Zorgverzekeringswet;2022;1103.0
824;Beleid en beheer;HF122: Zorgverzekeringswet;2023;1130.0
825;Beleid en beheer;HF21:Vrijwillige ziektekostenverzekering;2021;462.0
826;Beleid en beheer;HF21:Vrijwillige ziektekostenverzekering;2022;488.0
827;Beleid en beheer;HF21:Vrijwillige ziektekostenverzekering;2023;492.0
828;Beleid en beheer;HF3: Eigen betalingen;2021;0.0
829;Beleid en beheer;HF3: Eigen betalingen;2022;0.0
830;Beleid en beheer;HF3: Eigen betalingen;2023;0.0
831;Beleid en beheer;HF31: Directe eigen betalingen;2021;0.0
832;Beleid en beheer;HF31: Directe eigen betalingen;2022;0.0
833;Beleid en beheer;HF31: Directe eigen betalingen;2023;0.0
834;Beleid en beheer;HF32: Eigen risico en bijdragen;2021;0.0
835;Beleid en beheer;HF32: Eigen risico en bijdragen;2022;0.0
836;Beleid en beheer;HF32: Eigen risico en bijdragen;2023;0.0
837;Beleid en beheer;Overige financieringsvormen;2021;0.0
838;Beleid en beheer;Overige financieringsvormen;2022;0.0
839;Beleid en beheer;Overige financieringsvormen;2023;0.0
