ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Gediplomeerden_1
3659;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2017/'18;210.0
3660;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2018/'19;210.0
3661;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2019/'20;220.0
3662;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2020/'21;170.0
3663;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2021/'22;170.0
3664;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2022/'23;170.0
3665;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Lopik;2023/'24;140.0
3666;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2011/'12;110.0
3667;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2012/'13;100.0
3668;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2013/'14;100.0
3669;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2014/'15;110.0
3670;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2015/'16;110.0
3671;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2016/'17;120.0
3672;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2017/'18;120.0
3673;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2018/'19;90.0
3674;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2019/'20;130.0
3675;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2020/'21;100.0
3676;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2021/'22;
3677;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2022/'23;
3678;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Loppersum;2023/'24;
3679;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2011/'12;260.0
3680;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2012/'13;250.0
3681;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2013/'14;240.0
3682;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2014/'15;280.0
3683;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2015/'16;280.0
3684;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2016/'17;270.0
3685;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2017/'18;260.0
3686;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2018/'19;310.0
3687;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2019/'20;300.0
3688;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2020/'21;270.0
3689;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2021/'22;230.0
3690;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2022/'23;220.0
3691;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Losser;2023/'24;240.0
3692;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2011/'12;140.0
3693;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2012/'13;150.0
3694;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2013/'14;160.0
3695;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2014/'15;160.0
3696;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2015/'16;
3697;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2016/'17;
3698;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2017/'18;
3699;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2018/'19;
3700;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2019/'20;
3701;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2020/'21;
3702;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2021/'22;
3703;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2022/'23;
3704;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdonk;2023/'24;
3705;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2011/'12;240.0
3706;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2012/'13;280.0
3707;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2013/'14;280.0
3708;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2014/'15;270.0
3709;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2015/'16;270.0
3710;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2016/'17;280.0
3711;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2017/'18;270.0
3712;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2018/'19;280.0
3713;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2019/'20;300.0
3714;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2020/'21;270.0
3715;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2021/'22;240.0
3716;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2022/'23;240.0
3717;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasdriel;2023/'24;220.0
3718;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2011/'12;200.0
3719;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2012/'13;210.0
3720;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2013/'14;230.0
3721;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2014/'15;250.0
3722;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2015/'16;270.0
3723;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2016/'17;220.0
3724;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2017/'18;230.0
3725;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2018/'19;240.0
3726;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2019/'20;230.0
3727;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2020/'21;160.0
3728;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2021/'22;190.0
3729;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2022/'23;150.0
3730;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maasgouw;2023/'24;190.0
3731;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2011/'12;
3732;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2012/'13;
3733;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2013/'14;
3734;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2014/'15;
3735;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2015/'16;
3736;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2016/'17;
3737;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2017/'18;
3738;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2018/'19;
3739;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2019/'20;
3740;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2020/'21;
3741;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2021/'22;
3742;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2022/'23;520.0
3743;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maashorst;2023/'24;580.0
3744;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2011/'12;280.0
3745;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2012/'13;320.0
3746;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2013/'14;310.0
3747;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2014/'15;320.0
3748;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2015/'16;330.0
3749;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2016/'17;350.0
3750;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2017/'18;330.0
3751;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2018/'19;330.0
3752;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2019/'20;340.0
3753;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2020/'21;320.0
3754;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2021/'22;330.0
3755;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2022/'23;290.0
3756;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maassluis;2023/'24;300.0
3757;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2011/'12;820.0
3758;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2012/'13;830.0
3759;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2013/'14;790.0
3760;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2014/'15;810.0
3761;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2015/'16;840.0
3762;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2016/'17;810.0
3763;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2017/'18;740.0
3764;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2018/'19;720.0
3765;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2019/'20;750.0
3766;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2020/'21;670.0
3767;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2021/'22;630.0
3768;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2022/'23;600.0
3769;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Maastricht;2023/'24;620.0
3770;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2011/'12;110.0
3771;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2012/'13;100.0
3772;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2013/'14;80.0
3773;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2014/'15;110.0
3774;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2015/'16;100.0
3775;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2016/'17;120.0
3776;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2017/'18;120.0
3777;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2018/'19;110.0
3778;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2019/'20;
3779;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2020/'21;
3780;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2021/'22;
3781;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2022/'23;
3782;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Marne;2023/'24;
3783;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2011/'12;150.0
3784;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2012/'13;120.0
3785;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2013/'14;140.0
3786;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2014/'15;150.0
3787;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2015/'16;160.0
3788;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2016/'17;120.0
3789;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2017/'18;140.0
3790;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2018/'19;120.0
3791;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2019/'20;
3792;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2020/'21;
3793;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2021/'22;
3794;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2022/'23;
3795;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Marum;2023/'24;
3796;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2011/'12;490.0
3797;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2012/'13;500.0
3798;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2013/'14;500.0
3799;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2014/'15;530.0
3800;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2015/'16;540.0
3801;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2016/'17;600.0
3802;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2017/'18;560.0
3803;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2018/'19;510.0
3804;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2019/'20;530.0
3805;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2020/'21;560.0
3806;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2021/'22;480.0
3807;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2022/'23;480.0
3808;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Medemblik;2023/'24;450.0
3809;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2011/'12;200.0
3810;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2012/'13;190.0
3811;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2013/'14;220.0
3812;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2014/'15;190.0
3813;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2015/'16;200.0
3814;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2016/'17;180.0
3815;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2017/'18;200.0
3816;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2018/'19;160.0
3817;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2019/'20;190.0
3818;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2020/'21;200.0
3819;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2021/'22;150.0
3820;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2022/'23;180.0
3821;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meerssen;2023/'24;170.0
3822;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2011/'12;
3823;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2012/'13;
3824;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2013/'14;
3825;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2014/'15;
3826;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2015/'16;
3827;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2016/'17;
3828;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2017/'18;990.0
3829;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2018/'19;980.0
3830;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2019/'20;930.0
3831;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2020/'21;900.0
3832;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2021/'22;860.0
3833;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2022/'23;730.0
3834;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meierijstad;2023/'24;810.0
3835;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2011/'12;170.0
3836;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2012/'13;180.0
3837;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2013/'14;170.0
3838;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2014/'15;180.0
3839;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2015/'16;170.0
3840;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2016/'17;170.0
3841;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2017/'18;170.0
3842;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2018/'19;
3843;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2019/'20;
3844;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2020/'21;
3845;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2021/'22;
3846;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2022/'23;
3847;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menameradiel;2023/'24;
3848;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2011/'12;130.0
3849;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2012/'13;140.0
3850;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2013/'14;140.0
3851;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2014/'15;130.0
3852;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2015/'16;140.0
3853;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2016/'17;130.0
3854;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2017/'18;150.0
3855;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2018/'19;
3856;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2019/'20;
3857;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2020/'21;
3858;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2021/'22;
3859;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2022/'23;
3860;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Menterwolde;2023/'24;
3861;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2011/'12;360.0
3862;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2012/'13;330.0
3863;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2013/'14;350.0
3864;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2014/'15;400.0
3865;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2015/'16;360.0
3866;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2016/'17;430.0
3867;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2017/'18;400.0
3868;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2018/'19;400.0
3869;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2019/'20;430.0
3870;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2020/'21;430.0
3871;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2021/'22;430.0
3872;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2022/'23;360.0
3873;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Meppel;2023/'24;380.0
3874;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2011/'12;510.0
3875;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2012/'13;520.0
3876;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2013/'14;500.0
3877;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2014/'15;590.0
3878;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2015/'16;550.0
3879;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2016/'17;560.0
3880;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2017/'18;570.0
3881;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2018/'19;530.0
3882;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2019/'20;550.0
3883;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2020/'21;550.0
3884;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2021/'22;520.0
3885;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2022/'23;470.0
3886;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelburg (Z.);2023/'24;480.0
3887;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2011/'12;220.0
3888;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2012/'13;220.0
3889;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2013/'14;
3890;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2014/'15;
3891;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2015/'16;
3892;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2016/'17;
3893;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2017/'18;
3894;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2018/'19;
3895;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2019/'20;
3896;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2020/'21;
3897;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2021/'22;
3898;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2022/'23;
3899;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Middelharnis;2023/'24;
3900;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2011/'12;280.0
3901;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2012/'13;250.0
3902;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2013/'14;270.0
3903;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2014/'15;300.0
3904;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2015/'16;240.0
3905;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2016/'17;270.0
3906;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2017/'18;260.0
3907;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2018/'19;240.0
3908;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2019/'20;270.0
3909;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2020/'21;250.0
3910;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2021/'22;250.0
3911;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2022/'23;200.0
3912;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Delfland;2023/'24;210.0
3913;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2011/'12;420.0
3914;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2012/'13;380.0
3915;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2013/'14;370.0
3916;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2014/'15;420.0
3917;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2015/'16;430.0
3918;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2016/'17;400.0
3919;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2017/'18;450.0
3920;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2018/'19;420.0
3921;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2019/'20;420.0
3922;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2020/'21;400.0
3923;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2021/'22;350.0
3924;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2022/'23;300.0
3925;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Drenthe;2023/'24;340.0
3926;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2011/'12;
3927;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2012/'13;
3928;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2013/'14;
3929;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2014/'15;
3930;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2015/'16;
3931;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2016/'17;
3932;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Midden-Groningen;2017/'18;
