ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
6135;Total property tax;Raalte;2023;8837.0;230.0
6136;Total property tax;Raalte;2024;8863.0;231.0
6137;Total property tax;Raalte;2025;9566.0;248.0
6138;Total property tax;Reimerswaal;2017;3339.0;149.0
6139;Total property tax;Reimerswaal;2018;3391.0;150.0
6140;Total property tax;Reimerswaal;2019;3506.0;155.0
6141;Total property tax;Reimerswaal;2020;3714.0;163.0
6142;Total property tax;Reimerswaal;2021;3913.0;171.0
6143;Total property tax;Reimerswaal;2022;4049.0;177.0
6144;Total property tax;Reimerswaal;2023;4041.0;174.0
6145;Total property tax;Reimerswaal;2024;4266.0;183.0
6146;Total property tax;Reimerswaal;2025;4528.0;194.0
6147;Total property tax;Renkum;2017;6250.0;199.0
6148;Total property tax;Renkum;2018;6440.0;206.0
6149;Total property tax;Renkum;2019;7035.0;225.0
6150;Total property tax;Renkum;2020;7213.0;230.0
6151;Total property tax;Renkum;2021;8923.0;284.0
6152;Total property tax;Renkum;2022;8803.0;281.0
6153;Total property tax;Renkum;2023;8662.0;275.0
6154;Total property tax;Renkum;2024;10527.0;335.0
6155;Total property tax;Renkum;2025;13895.0;441.0
6156;Total property tax;Renswoude;2017;783.0;153.0
6157;Total property tax;Renswoude;2018;820.0;158.0
6158;Total property tax;Renswoude;2019;928.0;176.0
6159;Total property tax;Renswoude;2020;1005.0;184.0
6160;Total property tax;Renswoude;2021;1072.0;193.0
6161;Total property tax;Renswoude;2022;1175.0;208.0
6162;Total property tax;Renswoude;2023;1191.0;207.0
6163;Total property tax;Renswoude;2024;1186.0;206.0
6164;Total property tax;Renswoude;2025;1231.0;213.0
6165;Total property tax;Reusel-De Mierden;2017;2477.0;192.0
6166;Total property tax;Reusel-De Mierden;2018;2512.0;193.0
6167;Total property tax;Reusel-De Mierden;2019;2550.0;195.0
6168;Total property tax;Reusel-De Mierden;2020;2717.0;207.0
6169;Total property tax;Reusel-De Mierden;2021;2889.0;220.0
6170;Total property tax;Reusel-De Mierden;2022;2945.0;222.0
6171;Total property tax;Reusel-De Mierden;2023;3012.0;222.0
6172;Total property tax;Reusel-De Mierden;2024;3148.0;232.0
6173;Total property tax;Reusel-De Mierden;2025;3659.0;268.0
6174;Total property tax;Rheden;2017;8016.0;184.0
6175;Total property tax;Rheden;2018;8148.0;187.0
6176;Total property tax;Rheden;2019;8335.0;191.0
6177;Total property tax;Rheden;2020;8418.0;192.0
6178;Total property tax;Rheden;2021;8969.0;206.0
6179;Total property tax;Rheden;2022;9113.0;210.0
6180;Total property tax;Rheden;2023;9949.0;228.0
6181;Total property tax;Rheden;2024;11142.0;255.0
6182;Total property tax;Rheden;2025;13436.0;307.0
6183;Total property tax;Rhenen;2017;4113.0;210.0
6184;Total property tax;Rhenen;2018;4141.0;209.0
6185;Total property tax;Rhenen;2019;4301.0;215.0
6186;Total property tax;Rhenen;2020;4476.0;222.0
6187;Total property tax;Rhenen;2021;4587.0;227.0
6188;Total property tax;Rhenen;2022;4784.0;236.0
6189;Total property tax;Rhenen;2023;4988.0;245.0
6190;Total property tax;Rhenen;2024;5410.0;267.0
6191;Total property tax;Rhenen;2025;5647.0;277.0
6192;Total property tax;Ridderkerk;2017;8402.0;185.0
6193;Total property tax;Ridderkerk;2018;8857.0;193.0
6194;Total property tax;Ridderkerk;2019;9510.0;206.0
6195;Total property tax;Ridderkerk;2020;10211.0;221.0
6196;Total property tax;Ridderkerk;2021;11643.0;250.0
6197;Total property tax;Ridderkerk;2022;12422.0;264.0
6198;Total property tax;Ridderkerk;2023;12694.0;267.0
6199;Total property tax;Ridderkerk;2024;13820.0;290.0
6200;Total property tax;Ridderkerk;2025;14917.0;311.0
6201;Total property tax;Rijnwaarden;2017;1971.0;182.0
6202;Total property tax;Rijnwaarden;2018;;
6203;Total property tax;Rijnwaarden;2019;;
6204;Total property tax;Rijnwaarden;2020;;
6205;Total property tax;Rijnwaarden;2021;;
6206;Total property tax;Rijnwaarden;2022;;
6207;Total property tax;Rijnwaarden;2023;;
6208;Total property tax;Rijnwaarden;2024;;
6209;Total property tax;Rijnwaarden;2025;;
6210;Total property tax;Rijssen-Holten;2017;6317.0;166.0
6211;Total property tax;Rijssen-Holten;2018;6374.0;167.0
6212;Total property tax;Rijssen-Holten;2019;6542.0;171.0
6213;Total property tax;Rijssen-Holten;2020;6720.0;176.0
6214;Total property tax;Rijssen-Holten;2021;6903.0;181.0
6215;Total property tax;Rijssen-Holten;2022;6987.0;183.0
6216;Total property tax;Rijssen-Holten;2023;7617.0;198.0
6217;Total property tax;Rijssen-Holten;2024;8599.0;222.0
6218;Total property tax;Rijssen-Holten;2025;8996.0;232.0
6219;Total property tax;Rijswijk (ZH.);2017;11116.0;218.0
6220;Total property tax;Rijswijk (ZH.);2018;11480.0;220.0
6221;Total property tax;Rijswijk (ZH.);2019;11757.0;220.0
6222;Total property tax;Rijswijk (ZH.);2020;12206.0;224.0
6223;Total property tax;Rijswijk (ZH.);2021;11912.0;216.0
6224;Total property tax;Rijswijk (ZH.);2022;12624.0;222.0
6225;Total property tax;Rijswijk (ZH.);2023;13234.0;228.0
6226;Total property tax;Rijswijk (ZH.);2024;13924.0;233.0
6227;Total property tax;Rijswijk (ZH.);2025;15659.0;259.0
6228;Total property tax;Roerdalen;2017;3057.0;148.0
6229;Total property tax;Roerdalen;2018;3139.0;151.0
6230;Total property tax;Roerdalen;2019;3192.0;155.0
6231;Total property tax;Roerdalen;2020;3291.0;160.0
6232;Total property tax;Roerdalen;2021;3302.0;160.0
6233;Total property tax;Roerdalen;2022;3443.0;167.0
6234;Total property tax;Roerdalen;2023;3588.0;173.0
6235;Total property tax;Roerdalen;2024;3903.0;188.0
6236;Total property tax;Roerdalen;2025;4866.0;234.0
6237;Total property tax;Roermond;2017;13238.0;231.0
6238;Total property tax;Roermond;2018;13532.0;234.0
6239;Total property tax;Roermond;2019;14211.0;244.0
6240;Total property tax;Roermond;2020;14281.0;245.0
6241;Total property tax;Roermond;2021;15316.0;260.0
6242;Total property tax;Roermond;2022;16466.0;278.0
6243;Total property tax;Roermond;2023;17697.0;295.0
6244;Total property tax;Roermond;2024;17949.0;295.0
6245;Total property tax;Roermond;2025;19403.0;317.0
6246;Total property tax;De Ronde Venen;2017;7315.0;171.0
6247;Total property tax;De Ronde Venen;2018;7237.0;166.0
6248;Total property tax;De Ronde Venen;2019;7734.0;176.0
6249;Total property tax;De Ronde Venen;2020;7899.0;178.0
6250;Total property tax;De Ronde Venen;2021;9090.0;203.0
6251;Total property tax;De Ronde Venen;2022;9500.0;211.0
6252;Total property tax;De Ronde Venen;2023;10223.0;224.0
6253;Total property tax;De Ronde Venen;2024;11103.0;242.0
6254;Total property tax;De Ronde Venen;2025;13100.0;285.0
6255;Total property tax;Roosendaal;2017;12808.0;166.0
6256;Total property tax;Roosendaal;2018;12954.0;168.0
6257;Total property tax;Roosendaal;2019;13057.0;169.0
6258;Total property tax;Roosendaal;2020;13457.0;174.0
6259;Total property tax;Roosendaal;2021;13713.0;178.0
6260;Total property tax;Roosendaal;2022;13974.0;181.0
6261;Total property tax;Roosendaal;2023;14465.0;186.0
6262;Total property tax;Roosendaal;2024;14914.0;192.0
6263;Total property tax;Roosendaal;2025;17227.0;222.0
6264;Total property tax;Rotterdam;2017;236443.0;370.0
6265;Total property tax;Rotterdam;2018;241968.0;379.0
6266;Total property tax;Rotterdam;2019;244436.0;379.0
6267;Total property tax;Rotterdam;2020;254028.0;390.0
6268;Total property tax;Rotterdam;2021;260855.0;400.0
6269;Total property tax;Rotterdam;2022;271450.0;414.0
6270;Total property tax;Rotterdam;2023;299330.0;451.0
6271;Total property tax;Rotterdam;2024;339456.0;506.0
6272;Total property tax;Rotterdam;2025;360572.0;536.0
6273;Total property tax;Rozendaal;2017;366.0;245.0
6274;Total property tax;Rozendaal;2018;386.0;245.0
6275;Total property tax;Rozendaal;2019;427.0;258.0
6276;Total property tax;Rozendaal;2020;438.0;257.0
6277;Total property tax;Rozendaal;2021;446.0;258.0
6278;Total property tax;Rozendaal;2022;450.0;256.0
6279;Total property tax;Rozendaal;2023;493.0;281.0
6280;Total property tax;Rozendaal;2024;511.0;279.0
6281;Total property tax;Rozendaal;2025;580.0;315.0
6282;Total property tax;Rucphen;2017;3591.0;161.0
6283;Total property tax;Rucphen;2018;3601.0;161.0
6284;Total property tax;Rucphen;2019;3686.0;163.0
6285;Total property tax;Rucphen;2020;3774.0;165.0
6286;Total property tax;Rucphen;2021;3852.0;167.0
6287;Total property tax;Rucphen;2022;3927.0;168.0
6288;Total property tax;Rucphen;2023;4005.0;170.0
6289;Total property tax;Rucphen;2024;4084.0;171.0
6290;Total property tax;Rucphen;2025;4165.0;173.0
6291;Total property tax;Schagen;2017;9919.0;215.0
6292;Total property tax;Schagen;2018;10014.0;216.0
6293;Total property tax;Schagen;2019;10247.0;220.0
6294;Total property tax;Schagen;2020;10386.0;223.0
6295;Total property tax;Schagen;2021;10552.0;227.0
6296;Total property tax;Schagen;2022;10793.0;230.0
6297;Total property tax;Schagen;2023;11992.0;253.0
6298;Total property tax;Schagen;2024;13184.0;276.0
6299;Total property tax;Schagen;2025;13771.0;285.0
6300;Total property tax;Scherpenzeel;2017;1698.0;175.0
6301;Total property tax;Scherpenzeel;2018;1692.0;173.0
6302;Total property tax;Scherpenzeel;2019;1704.0;173.0
6303;Total property tax;Scherpenzeel;2020;1789.0;181.0
6304;Total property tax;Scherpenzeel;2021;2019.0;199.0
6305;Total property tax;Scherpenzeel;2022;2153.0;209.0
6306;Total property tax;Scherpenzeel;2023;2207.0;212.0
6307;Total property tax;Scherpenzeel;2024;2339.0;226.0
6308;Total property tax;Scherpenzeel;2025;2528.0;240.0
6309;Total property tax;Schiedam;2017;13885.0;178.0
6310;Total property tax;Schiedam;2018;14141.0;181.0
6311;Total property tax;Schiedam;2019;14532.0;186.0
6312;Total property tax;Schiedam;2020;15101.0;192.0
6313;Total property tax;Schiedam;2021;15499.0;195.0
6314;Total property tax;Schiedam;2022;15655.0;196.0
6315;Total property tax;Schiedam;2023;15711.0;195.0
6316;Total property tax;Schiedam;2024;16780.0;205.0
6317;Total property tax;Schiedam;2025;18257.0;221.0
6318;Total property tax;Schiermonnikoog;2017;485.0;515.0
6319;Total property tax;Schiermonnikoog;2018;501.0;537.0
6320;Total property tax;Schiermonnikoog;2019;513.0;548.0
6321;Total property tax;Schiermonnikoog;2020;528.0;558.0
6322;Total property tax;Schiermonnikoog;2021;546.0;586.0
6323;Total property tax;Schiermonnikoog;2022;565.0;599.0
6324;Total property tax;Schiermonnikoog;2023;623.0;632.0
6325;Total property tax;Schiermonnikoog;2024;740.0;762.0
6326;Total property tax;Schiermonnikoog;2025;776.0;798.0
6327;Total property tax;Schinnen;2017;2255.0;174.0
6328;Total property tax;Schinnen;2018;2287.0;177.0
6329;Total property tax;Schinnen;2019;;
6330;Total property tax;Schinnen;2020;;
6331;Total property tax;Schinnen;2021;;
6332;Total property tax;Schinnen;2022;;
6333;Total property tax;Schinnen;2023;;
6334;Total property tax;Schinnen;2024;;
6335;Total property tax;Schinnen;2025;;
6336;Total property tax;Schouwen-Duiveland;2017;7604.0;225.0
6337;Total property tax;Schouwen-Duiveland;2018;8320.0;247.0
6338;Total property tax;Schouwen-Duiveland;2019;8588.0;254.0
6339;Total property tax;Schouwen-Duiveland;2020;9398.0;278.0
6340;Total property tax;Schouwen-Duiveland;2021;10174.0;299.0
6341;Total property tax;Schouwen-Duiveland;2022;10783.0;316.0
6342;Total property tax;Schouwen-Duiveland;2023;11409.0;330.0
6343;Total property tax;Schouwen-Duiveland;2024;11590.0;335.0
6344;Total property tax;Schouwen-Duiveland;2025;12099.0;352.0
6345;Total property tax;Simpelveld;2017;2057.0;195.0
6346;Total property tax;Simpelveld;2018;2087.0;198.0
6347;Total property tax;Simpelveld;2019;2137.0;203.0
6348;Total property tax;Simpelveld;2020;2192.0;208.0
6349;Total property tax;Simpelveld;2021;2222.0;212.0
6350;Total property tax;Simpelveld;2022;2145.0;206.0
6351;Total property tax;Simpelveld;2023;2177.0;209.0
6352;Total property tax;Simpelveld;2024;2250.0;219.0
6353;Total property tax;Simpelveld;2025;2458.0;239.0
6354;Total property tax;Sint Anthonis;2017;2895.0;250.0
6355;Total property tax;Sint Anthonis;2018;2819.0;244.0
6356;Total property tax;Sint Anthonis;2019;2900.0;250.0
6357;Total property tax;Sint Anthonis;2020;2949.0;253.0
6358;Total property tax;Sint Anthonis;2021;3006.0;257.0
6359;Total property tax;Sint Anthonis;2022;;
6360;Total property tax;Sint Anthonis;2023;;
6361;Total property tax;Sint Anthonis;2024;;
6362;Total property tax;Sint Anthonis;2025;;
6363;Total property tax;Sint-Michielsgestel;2017;5813.0;203.0
6364;Total property tax;Sint-Michielsgestel;2018;6045.0;211.0
6365;Total property tax;Sint-Michielsgestel;2019;6166.0;213.0
6366;Total property tax;Sint-Michielsgestel;2020;6324.0;217.0
6367;Total property tax;Sint-Michielsgestel;2021;7058.0;239.0
6368;Total property tax;Sint-Michielsgestel;2022;7450.0;251.0
6369;Total property tax;Sint-Michielsgestel;2023;7949.0;264.0
6370;Total property tax;Sint-Michielsgestel;2024;8334.0;277.0
6371;Total property tax;Sint-Michielsgestel;2025;9258.0;307.0
6372;Total property tax;Sittard-Geleen;2017;40921.0;439.0
6373;Total property tax;Sittard-Geleen;2018;42638.0;459.0
6374;Total property tax;Sittard-Geleen;2019;47267.0;510.0
6375;Total property tax;Sittard-Geleen;2020;50862.0;550.0
6376;Total property tax;Sittard-Geleen;2021;52282.0;570.0
6377;Total property tax;Sittard-Geleen;2022;55937.0;610.0
6378;Total property tax;Sittard-Geleen;2023;57912.0;628.0
6379;Total property tax;Sittard-Geleen;2024;60515.0;653.0
6380;Total property tax;Sittard-Geleen;2025;62671.0;677.0
6381;Total property tax;Sliedrecht;2017;3653.0;146.0
6382;Total property tax;Sliedrecht;2018;3704.0;148.0
6383;Total property tax;Sliedrecht;2019;3793.0;152.0
6384;Total property tax;Sliedrecht;2020;3846.0;153.0
6385;Total property tax;Sliedrecht;2021;3911.0;153.0
6386;Total property tax;Sliedrecht;2022;4108.0;159.0
6387;Total property tax;Sliedrecht;2023;4555.0;174.0
6388;Total property tax;Sliedrecht;2024;5115.0;195.0
6389;Total property tax;Sliedrecht;2025;5503.0;207.0
6390;Total property tax;Slochteren;2017;2558.0;162.0
6391;Total property tax;Slochteren;2018;;
6392;Total property tax;Slochteren;2019;;
6393;Total property tax;Slochteren;2020;;
6394;Total property tax;Slochteren;2021;;
6395;Total property tax;Slochteren;2022;;
6396;Total property tax;Slochteren;2023;;
6397;Total property tax;Slochteren;2024;;
6398;Total property tax;Slochteren;2025;;
6399;Total property tax;Sluis;2017;5882.0;249.0
6400;Total property tax;Sluis;2018;6000.0;255.0
6401;Total property tax;Sluis;2019;6308.0;270.0
6402;Total property tax;Sluis;2020;6413.0;276.0
6403;Total property tax;Sluis;2021;6528.0;282.0
6404;Total property tax;Sluis;2022;6638.0;287.0
6405;Total property tax;Sluis;2023;7344.0;316.0
6406;Total property tax;Sluis;2024;7364.0;318.0
6407;Total property tax;Sluis;2025;7874.0;340.0
6408;Total property tax;Smallingerland;2017;12523.0;225.0
6409;Total property tax;Smallingerland;2018;12762.0;228.0
6410;Total property tax;Smallingerland;2019;13350.0;239.0
6411;Total property tax;Smallingerland;2020;14033.0;250.0
6412;Total property tax;Smallingerland;2021;14427.0;257.0
6413;Total property tax;Smallingerland;2022;15217.0;272.0
6414;Total property tax;Smallingerland;2023;15437.0;275.0
6415;Total property tax;Smallingerland;2024;16221.0;286.0
6416;Total property tax;Smallingerland;2025;17157.0;301.0
6417;Total property tax;Soest;2017;8044.0;175.0
6418;Total property tax;Soest;2018;8203.0;178.0
6419;Total property tax;Soest;2019;8318.0;180.0
6420;Total property tax;Soest;2020;9266.0;199.0
6421;Total property tax;Soest;2021;9622.0;205.0
6422;Total property tax;Soest;2022;9958.0;211.0
6423;Total property tax;Soest;2023;10451.0;220.0
6424;Total property tax;Soest;2024;10964.0;230.0
6425;Total property tax;Soest;2025;11271.0;235.0
6426;Total property tax;Someren;2017;3998.0;210.0
6427;Total property tax;Someren;2018;4010.0;210.0
6428;Total property tax;Someren;2019;4062.0;210.0
6429;Total property tax;Someren;2020;4351.0;225.0
6430;Total property tax;Someren;2021;4568.0;235.0
6431;Total property tax;Someren;2022;4410.0;224.0
6432;Total property tax;Someren;2023;4535.0;226.0
6433;Total property tax;Someren;2024;5206.0;258.0
6434;Total property tax;Someren;2025;5225.0;258.0
6435;Total property tax;Son en Breugel;2017;3625.0;218.0
6436;Total property tax;Son en Breugel;2018;3770.0;225.0
6437;Total property tax;Son en Breugel;2019;3855.0;228.0
6438;Total property tax;Son en Breugel;2020;4174.0;241.0
6439;Total property tax;Son en Breugel;2021;4588.0;261.0
6440;Total property tax;Son en Breugel;2022;4751.0;267.0
6441;Total property tax;Son en Breugel;2023;4923.0;273.0
6442;Total property tax;Son en Breugel;2024;5480.0;305.0
6443;Total property tax;Son en Breugel;2025;6223.0;343.0
6444;Total property tax;Stadskanaal;2017;6200.0;192.0
6445;Total property tax;Stadskanaal;2018;6394.0;198.0
6446;Total property tax;Stadskanaal;2019;6603.0;208.0
6447;Total property tax;Stadskanaal;2020;7857.0;248.0
6448;Total property tax;Stadskanaal;2021;8032.0;253.0
6449;Total property tax;Stadskanaal;2022;8193.0;257.0
6450;Total property tax;Stadskanaal;2023;8357.0;260.0
6451;Total property tax;Stadskanaal;2024;8608.0;269.0
6452;Total property tax;Stadskanaal;2025;8865.0;277.0
6453;Total property tax;Staphorst;2017;2653.0;159.0
6454;Total property tax;Staphorst;2018;2751.0;164.0
6455;Total property tax;Staphorst;2019;2821.0;166.0
6456;Total property tax;Staphorst;2020;3277.0;191.0
6457;Total property tax;Staphorst;2021;3707.0;215.0
6458;Total property tax;Staphorst;2022;4236.0;245.0
6459;Total property tax;Staphorst;2023;4314.0;245.0
6460;Total property tax;Staphorst;2024;4422.0;249.0
6461;Total property tax;Staphorst;2025;4755.0;265.0
6462;Total property tax;Stede Broec;2017;2706.0;126.0
6463;Total property tax;Stede Broec;2018;2779.0;128.0
6464;Total property tax;Stede Broec;2019;2978.0;137.0
6465;Total property tax;Stede Broec;2020;4164.0;192.0
6466;Total property tax;Stede Broec;2021;4237.0;195.0
6467;Total property tax;Stede Broec;2022;4508.0;205.0
6468;Total property tax;Stede Broec;2023;5487.0;248.0
6469;Total property tax;Stede Broec;2024;5679.0;256.0
6470;Total property tax;Stede Broec;2025;5833.0;262.0
6471;Total property tax;Steenbergen;2017;4192.0;175.0
6472;Total property tax;Steenbergen;2018;4383.0;177.0
6473;Total property tax;Steenbergen;2019;4545.0;181.0
6474;Total property tax;Steenbergen;2020;4828.0;197.0
6475;Total property tax;Steenbergen;2021;4966.0;204.0
6476;Total property tax;Steenbergen;2022;5102.0;210.0
6477;Total property tax;Steenbergen;2023;5328.0;217.0
6478;Total property tax;Steenbergen;2024;5615.0;229.0
6479;Total property tax;Steenbergen;2025;6229.0;253.0
6480;Total property tax;Steenwijkerland;2017;7037.0;162.0
6481;Total property tax;Steenwijkerland;2018;7001.0;160.0
6482;Total property tax;Steenwijkerland;2019;7123.0;162.0
6483;Total property tax;Steenwijkerland;2020;7373.0;167.0
6484;Total property tax;Steenwijkerland;2021;7936.0;179.0
6485;Total property tax;Steenwijkerland;2022;7971.0;178.0
6486;Total property tax;Steenwijkerland;2023;8065.0;178.0
6487;Total property tax;Steenwijkerland;2024;8505.0;187.0
6488;Total property tax;Steenwijkerland;2025;8736.0;191.0
6489;Total property tax;Stein (L.);2017;5190.0;207.0
6490;Total property tax;Stein (L.);2018;5295.0;212.0
6491;Total property tax;Stein (L.);2019;5307.0;213.0
6492;Total property tax;Stein (L.);2020;5507.0;220.0
6493;Total property tax;Stein (L.);2021;5664.0;228.0
6494;Total property tax;Stein (L.);2022;5822.0;235.0
6495;Total property tax;Stein (L.);2023;6061.0;245.0
6496;Total property tax;Stein (L.);2024;6272.0;253.0
6497;Total property tax;Stein (L.);2025;6485.0;263.0
6498;Total property tax;Stichtse Vecht;2017;13064.0;203.0
6499;Total property tax;Stichtse Vecht;2018;12901.0;200.0
6500;Total property tax;Stichtse Vecht;2019;12976.0;202.0
6501;Total property tax;Stichtse Vecht;2020;13173.0;203.0
6502;Total property tax;Stichtse Vecht;2021;13280.0;204.0
6503;Total property tax;Stichtse Vecht;2022;13280.0;204.0
6504;Total property tax;Stichtse Vecht;2023;13691.0;208.0
6505;Total property tax;Stichtse Vecht;2024;14924.0;226.0
6506;Total property tax;Stichtse Vecht;2025;15387.0;233.0
6507;Total property tax;Strijen;2017;1477.0;168.0
6508;Total property tax;Strijen;2018;1489.0;169.0
6509;Total property tax;Strijen;2019;;
6510;Total property tax;Strijen;2020;;
6511;Total property tax;Strijen;2021;;
6512;Total property tax;Strijen;2022;;
6513;Total property tax;Strijen;2023;;
6514;Total property tax;Strijen;2024;;
6515;Total property tax;Strijen;2025;;
6516;Total property tax;Súdwest-Fryslân;2017;17806.0;212.0
6517;Total property tax;Súdwest-Fryslân;2018;19427.0;217.0
6518;Total property tax;Súdwest-Fryslân;2019;19893.0;222.0
6519;Total property tax;Súdwest-Fryslân;2020;20273.0;225.0
6520;Total property tax;Súdwest-Fryslân;2021;20639.0;229.0
6521;Total property tax;Súdwest-Fryslân;2022;22325.0;247.0
6522;Total property tax;Súdwest-Fryslân;2023;23835.0;262.0
6523;Total property tax;Súdwest-Fryslân;2024;25292.0;280.0
6524;Total property tax;Súdwest-Fryslân;2025;28281.0;312.0
6525;Total property tax;Terneuzen;2017;15950.0;292.0
6526;Total property tax;Terneuzen;2018;16426.0;302.0
6527;Total property tax;Terneuzen;2019;17063.0;313.0
6528;Total property tax;Terneuzen;2020;18001.0;331.0
6529;Total property tax;Terneuzen;2021;18094.0;332.0
6530;Total property tax;Terneuzen;2022;18584.0;341.0
6531;Total property tax;Terneuzen;2023;19161.0;348.0
6532;Total property tax;Terneuzen;2024;20896.0;379.0
6533;Total property tax;Terneuzen;2025;21900.0;394.0
6534;Total property tax;Terschelling;2017;1433.0;295.0
6535;Total property tax;Terschelling;2018;1636.0;333.0
6536;Total property tax;Terschelling;2019;1633.0;334.0
6537;Total property tax;Terschelling;2020;2078.0;425.0
6538;Total property tax;Terschelling;2021;2183.0;448.0
6539;Total property tax;Terschelling;2022;2120.0;427.0
6540;Total property tax;Terschelling;2023;2565.0;520.0
6541;Total property tax;Terschelling;2024;2805.0;573.0
6542;Total property tax;Terschelling;2025;2881.0;585.0
6543;Total property tax;Texel;2017;1837.0;136.0
6544;Total property tax;Texel;2018;1893.0;139.0
6545;Total property tax;Texel;2019;1939.0;143.0
6546;Total property tax;Texel;2020;1891.0;139.0
6547;Total property tax;Texel;2021;1925.0;141.0
6548;Total property tax;Texel;2022;1955.0;143.0
6549;Total property tax;Texel;2023;1952.0;140.0
6550;Total property tax;Texel;2024;2011.0;146.0
6551;Total property tax;Texel;2025;2157.0;156.0
6552;Total property tax;Teylingen;2017;5163.0;143.0
6553;Total property tax;Teylingen;2018;5651.0;154.0
6554;Total property tax;Teylingen;2019;5484.0;148.0
6555;Total property tax;Teylingen;2020;5715.0;153.0
6556;Total property tax;Teylingen;2021;6537.0;173.0
6557;Total property tax;Teylingen;2022;8271.0;218.0
6558;Total property tax;Teylingen;2023;8748.0;227.0
6559;Total property tax;Teylingen;2024;9794.0;255.0
6560;Total property tax;Teylingen;2025;10110.0;263.0
6561;Total property tax;Tholen;2017;3963.0;155.0
6562;Total property tax;Tholen;2018;4186.0;164.0
6563;Total property tax;Tholen;2019;4305.0;167.0
6564;Total property tax;Tholen;2020;4661.0;181.0
6565;Total property tax;Tholen;2021;4916.0;188.0
6566;Total property tax;Tholen;2022;5360.0;203.0
6567;Total property tax;Tholen;2023;5546.0;207.0
6568;Total property tax;Tholen;2024;5859.0;218.0
6569;Total property tax;Tholen;2025;6232.0;231.0
6570;Total property tax;Tiel;2017;7400.0;178.0
6571;Total property tax;Tiel;2018;8603.0;207.0
6572;Total property tax;Tiel;2019;8937.0;213.0
6573;Total property tax;Tiel;2020;9818.0;233.0
6574;Total property tax;Tiel;2021;11044.0;263.0
6575;Total property tax;Tiel;2022;11365.0;269.0
6576;Total property tax;Tiel;2023;11628.0;273.0
6577;Total property tax;Tiel;2024;12360.0;292.0
6578;Total property tax;Tiel;2025;12786.0;301.0
6579;Total property tax;Tilburg;2017;39022.0;182.0
6580;Total property tax;Tilburg;2018;39935.0;185.0
6581;Total property tax;Tilburg;2019;41287.0;190.0
6582;Total property tax;Tilburg;2020;44038.0;200.0
6583;Total property tax;Tilburg;2021;45608.0;205.0
6584;Total property tax;Tilburg;2022;48356.0;215.0
6585;Total property tax;Tilburg;2023;50551.0;222.0
6586;Total property tax;Tilburg;2024;55446.0;241.0
6587;Total property tax;Tilburg;2025;60222.0;261.0
6588;Total property tax;Tubbergen;2017;3950.0;187.0
6589;Total property tax;Tubbergen;2018;3963.0;187.0
6590;Total property tax;Tubbergen;2019;4001.0;188.0
6591;Total property tax;Tubbergen;2020;4152.0;195.0
6592;Total property tax;Tubbergen;2021;4277.0;201.0
6593;Total property tax;Tubbergen;2022;4393.0;206.0
6594;Total property tax;Tubbergen;2023;4893.0;229.0
6595;Total property tax;Tubbergen;2024;5311.0;248.0
6596;Total property tax;Tubbergen;2025;5687.0;264.0
6597;Total property tax;Twenterand;2017;5088.0;150.0
6598;Total property tax;Twenterand;2018;5363.0;158.0
6599;Total property tax;Twenterand;2019;6557.0;194.0
6600;Total property tax;Twenterand;2020;7043.0;209.0
6601;Total property tax;Twenterand;2021;7620.0;226.0
6602;Total property tax;Twenterand;2022;8471.0;251.0
6603;Total property tax;Twenterand;2023;8581.0;253.0
6604;Total property tax;Twenterand;2024;8693.0;255.0
6605;Total property tax;Twenterand;2025;9363.0;274.0
6606;Total property tax;Tynaarlo;2017;5126.0;154.0
6607;Total property tax;Tynaarlo;2018;5261.0;157.0
6608;Total property tax;Tynaarlo;2019;5418.0;161.0
6609;Total property tax;Tynaarlo;2020;5568.0;164.0
6610;Total property tax;Tynaarlo;2021;5755.0;169.0
6611;Total property tax;Tynaarlo;2022;6011.0;176.0
6612;Total property tax;Tynaarlo;2023;6411.0;185.0
6613;Total property tax;Tynaarlo;2024;6509.0;187.0
6614;Total property tax;Tynaarlo;2025;6756.0;193.0
6615;Total property tax;Tytsjerksteradiel;2017;7578.0;237.0
6616;Total property tax;Tytsjerksteradiel;2018;7595.0;238.0
6617;Total property tax;Tytsjerksteradiel;2019;7730.0;243.0
6618;Total property tax;Tytsjerksteradiel;2020;7897.0;246.0
6619;Total property tax;Tytsjerksteradiel;2021;8240.0;257.0
6620;Total property tax;Tytsjerksteradiel;2022;8372.0;259.0
6621;Total property tax;Tytsjerksteradiel;2023;8537.0;263.0
6622;Total property tax;Tytsjerksteradiel;2024;8754.0;269.0
6623;Total property tax;Tytsjerksteradiel;2025;9081.0;277.0
6624;Total property tax;Uden;2017;8965.0;217.0
6625;Total property tax;Uden;2018;9009.0;216.0
6626;Total property tax;Uden;2019;9127.0;219.0
6627;Total property tax;Uden;2020;9873.0;234.0
6628;Total property tax;Uden;2021;10023.0;237.0
6629;Total property tax;Uden;2022;;
6630;Total property tax;Uden;2023;;
6631;Total property tax;Uden;2024;;
6632;Total property tax;Uden;2025;;
6633;Total property tax;Uitgeest;2017;2531.0;188.0
6634;Total property tax;Uitgeest;2018;2551.0;189.0
6635;Total property tax;Uitgeest;2019;2610.0;193.0
6636;Total property tax;Uitgeest;2020;3021.0;221.0
