ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;Arbeidsduur;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
4777;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Deeltijd;2012;10.0;10.0;;;;0.0
4778;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Deeltijd;2013;11.0;11.0;;;;0.0
4779;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Deeltijd;2014;11.0;10.0;;;;1.0
4780;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2005;1.0;1.0;;;;0.0
4781;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2006;1.0;1.0;;;;0.0
4782;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2007;1.0;1.0;;;;0.0
4783;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2008;2.0;2.0;;;;0.0
4784;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2009;2.0;2.0;;;;0.0
4785;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2010;2.0;2.0;;;;0.0
4786;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2011;1.0;1.0;;;;0.0
4787;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2012;2.0;2.0;;;;0.0
4788;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2013;2.0;2.0;;;;0.0
4789;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 12 uur per week;2014;2.0;2.0;;;;0.0
4790;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2005;3.0;3.0;;;;0.0
4791;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2006;2.0;2.0;;;;0.0
4792;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2007;2.0;2.0;;;;0.0
4793;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2008;3.0;3.0;;;;0.0
4794;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2009;4.0;4.0;;;;0.0
4795;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2010;4.0;4.0;;;;0.0
4796;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2011;2.0;2.0;;;;0.0
4797;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2012;3.0;3.0;;;;0.0
4798;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2013;4.0;4.0;;;;0.0
4799;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Minder dan 20 uur per week;2014;4.0;4.0;;;;0.0
4800;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2005;1.0;1.0;;;;0.0
4801;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2006;1.0;1.0;;;;0.0
4802;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2007;1.0;1.0;;;;0.0
4803;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2008;1.0;1.0;;;;0.0
4804;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2009;2.0;2.0;;;;0.0
4805;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2010;2.0;2.0;;;;0.0
4806;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2011;1.0;1.0;;;;0.0
4807;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2012;2.0;2.0;;;;0.0
4808;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2013;3.0;2.0;;;;0.0
4809;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;12 tot 20 uur per week;2014;2.0;2.0;;;;0.0
4810;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2005;4.0;4.0;;;;0.0
4811;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2006;3.0;3.0;;;;0.0
4812;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2007;3.0;3.0;;;;0.0
4813;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2008;4.0;4.0;;;;0.0
4814;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2009;6.0;6.0;;;;0.0
4815;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2010;5.0;5.0;;;;0.0
4816;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2011;4.0;4.0;;;;0.0
4817;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2012;6.0;6.0;;;;0.0
4818;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2013;7.0;7.0;;;;0.0
4819;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;20 tot 35 uur per week;2014;7.0;6.0;;;;0.0
4820;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2005;8.0;8.0;;;;0.0
4821;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2006;8.0;8.0;;;;0.0
4822;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2007;9.0;8.0;;;;1.0
4823;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2008;9.0;9.0;;;;0.0
4824;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2009;9.0;8.0;;;;1.0
4825;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2010;7.0;7.0;;;;0.0
4826;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2011;8.0;8.0;;;;0.0
4827;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2012;9.0;9.0;;;;0.0
4828;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2013;10.0;9.0;;;;1.0
4829;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk >= 1 jaar;Voltijd;2014;9.0;9.0;;;;1.0
4830;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2005;14.0;14.0;;;;0.0
4831;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2006;14.0;14.0;;;;0.0
4832;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2007;17.0;16.0;14.0;14.9;21.6;1.0
4833;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2008;20.0;19.0;17.1;17.4;22.1;0.0
4834;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2009;19.0;18.0;13.2;15.2;22.5;0.0
4835;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2010;20.0;19.0;15.7;17.4;22.3;1.0
4836;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2011;16.0;15.0;;;;1.0
4837;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2012;18.0;18.0;18.1;18.8;23.1;1.0
4838;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2013;18.0;16.0;18.1;19.7;22.3;1.0
4839;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Totaal;2014;15.0;14.0;;;;1.0
4840;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2005;9.0;8.0;;;;0.0
4841;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2006;10.0;10.0;;;;0.0
4842;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2007;12.0;12.0;;;;1.0
4843;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2008;14.0;13.0;;;;0.0
4844;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2009;14.0;14.0;;;;0.0
4845;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2010;14.0;13.0;;;;0.0
4846;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2011;10.0;10.0;;;;0.0
4847;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2012;12.0;11.0;;;;0.0
4848;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2013;11.0;11.0;;;;1.0
4849;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Deeltijd;2014;11.0;10.0;;;;1.0
4850;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2005;4.0;4.0;;;;0.0
4851;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2006;5.0;5.0;;;;0.0
4852;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2007;5.0;5.0;;;;0.0
4853;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2008;6.0;6.0;;;;0.0
4854;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2009;6.0;6.0;;;;0.0
4855;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2010;5.0;5.0;;;;0.0
4856;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2011;4.0;3.0;;;;0.0
4857;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2012;4.0;4.0;;;;0.0
4858;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2013;4.0;4.0;;;;0.0
4859;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 12 uur per week;2014;3.0;3.0;;;;0.0
4860;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2005;5.0;5.0;;;;0.0
4861;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2006;7.0;7.0;;;;0.0
4862;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2007;8.0;8.0;;;;0.0
4863;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2008;9.0;9.0;;;;0.0
4864;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2009;9.0;9.0;;;;0.0
4865;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2010;9.0;9.0;;;;0.0
4866;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2011;5.0;5.0;;;;0.0
4867;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2012;6.0;6.0;;;;0.0
4868;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2013;6.0;6.0;;;;0.0
4869;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Minder dan 20 uur per week;2014;5.0;5.0;;;;0.0
4870;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2005;1.0;1.0;;;;0.0
4871;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2006;1.0;1.0;;;;0.0
4872;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2007;3.0;2.0;;;;0.0
4873;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2008;3.0;3.0;;;;0.0
4874;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2009;3.0;3.0;;;;0.0
4875;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2010;4.0;3.0;;;;0.0
4876;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2011;1.0;1.0;;;;0.0
4877;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2012;3.0;3.0;;;;0.0
4878;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2013;2.0;2.0;;;;0.0
4879;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;12 tot 20 uur per week;2014;2.0;2.0;;;;0.0
4880;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2005;4.0;3.0;;;;0.0
4881;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2006;3.0;3.0;;;;0.0
4882;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2007;5.0;4.0;;;;0.0
4883;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2008;5.0;5.0;;;;0.0
4884;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2009;6.0;5.0;;;;0.0
4885;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2010;5.0;5.0;;;;0.0
4886;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2011;5.0;5.0;;;;0.0
4887;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2012;5.0;5.0;;;;0.0
4888;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2013;5.0;5.0;;;;0.0
4889;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;20 tot 35 uur per week;2014;6.0;5.0;;;;0.0
4890;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2005;5.0;5.0;;;;0.0
4891;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2006;4.0;4.0;;;;0.0
4892;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2007;5.0;5.0;;;;0.0
4893;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2008;6.0;6.0;;;;0.0
4894;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2009;4.0;4.0;;;;0.0
4895;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2010;6.0;5.0;;;;1.0
4896;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2011;6.0;5.0;;;;0.0
4897;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2012;7.0;6.0;;;;0.0
4898;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2013;6.0;6.0;;;;1.0
4899;Totaal mannen en vrouwen;Migratieachtergrond: westers;Werknemer tijdelijk < 1 jaar;Voltijd;2014;4.0;4.0;;;;0.0
4900;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2005;25.0;25.0;7.9;11.4;19.7;0.0
4901;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2006;22.0;22.0;7.1;9.9;19.9;0.0
4902;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2007;25.0;25.0;9.1;11.2;21.7;0.0
4903;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2008;26.0;25.0;8.0;11.0;21.2;0.0
4904;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2009;30.0;29.0;7.7;11.5;21.7;1.0
4905;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2010;31.0;30.0;7.8;12.5;22.9;1.0
4906;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2011;34.0;32.0;8.4;11.0;21.8;2.0
4907;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2012;38.0;35.0;9.4;12.1;22.8;2.0
4908;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2013;45.0;44.0;10.1;12.5;20.6;1.0
4909;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Totaal;2014;45.0;43.0;10.1;12.3;23.1;2.0
4910;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2005;23.0;23.0;6.7;10.6;19.6;0.0
4911;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2006;21.0;20.0;6.0;9.2;19.8;0.0
4912;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2007;23.0;23.0;7.5;10.2;21.8;0.0
4913;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2008;24.0;24.0;7.0;10.4;21.4;0.0
4914;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2009;28.0;27.0;6.1;10.3;21.6;1.0
4915;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2010;30.0;29.0;6.8;11.9;22.3;1.0
4916;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2011;31.0;30.0;6.9;9.9;21.6;1.0
4917;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2012;34.0;33.0;7.2;10.3;22.4;2.0
4918;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2013;41.0;40.0;7.4;10.4;20.3;1.0
4919;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Deeltijd;2014;41.0;39.0;8.2;10.9;22.5;2.0
4920;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2005;14.0;14.0;;;;0.0
4921;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2006;13.0;13.0;;;;0.0
4922;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2007;14.0;13.0;;;;0.0
4923;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2008;14.0;13.0;;;;0.0
4924;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2009;18.0;17.0;4.8;9.6;21.9;1.0
4925;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2010;18.0;17.0;4.3;10.2;22.9;1.0
4926;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2011;19.0;18.0;4.5;8.0;21.9;1.0
4927;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2012;20.0;18.0;4.2;8.4;23.4;1.0
4928;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2013;24.0;23.0;5.4;8.9;20.7;1.0
4929;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 12 uur per week;2014;23.0;22.0;5.4;8.8;22.7;1.0
4930;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2005;19.0;19.0;5.9;10.4;19.8;0.0
4931;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2006;17.0;17.0;4.9;8.5;19.7;0.0
4932;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2007;19.0;19.0;5.4;8.5;21.4;0.0
4933;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2008;19.0;19.0;5.6;9.3;21.0;0.0
4934;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2009;23.0;22.0;5.1;9.4;21.2;1.0
4935;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2010;24.0;23.0;4.8;10.4;22.8;1.0
4936;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2011;25.0;24.0;5.1;8.6;21.7;1.0
4937;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2012;27.0;25.0;5.3;9.0;22.4;2.0
4938;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2013;32.0;32.0;6.0;9.3;20.8;1.0
4939;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;Minder dan 20 uur per week;2014;31.0;29.0;6.4;9.7;23.1;1.0
4940;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2005;5.0;5.0;;;;0.0
4941;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2006;4.0;4.0;;;;0.0
4942;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2007;6.0;6.0;;;;0.0
4943;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2008;6.0;6.0;;;;0.0
4944;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2009;5.0;5.0;;;;0.0
4945;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2010;6.0;5.0;;;;0.0
4946;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2011;6.0;6.0;;;;0.0
4947;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2012;7.0;7.0;;;;0.0
4948;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2013;9.0;8.0;;;;0.0
4949;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;12 tot 20 uur per week;2014;8.0;8.0;;;;0.0
4950;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;20 tot 35 uur per week;2005;4.0;4.0;;;;0.0
4951;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;20 tot 35 uur per week;2006;3.0;3.0;;;;0.0
4952;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;20 tot 35 uur per week;2007;4.0;4.0;;;;0.0
4953;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;20 tot 35 uur per week;2008;5.0;5.0;;;;0.0
4954;Totaal mannen en vrouwen;Migratieachtergrond: westers;Oproep/-invalkracht;20 tot 35 uur per week;2009;5.0;5.0;;;;0.0
