ID;Geslacht;Leeftijd;DoodsoorzakenUitgebreideLijst;Perioden;Overledenen_1
5766;Totaal mannen en vrouwen;Totaal alle leeftijden;C33 Maligne neoplasma van trachea;2022;5
5767;Totaal mannen en vrouwen;Totaal alle leeftijden;C33 Maligne neoplasma van trachea;2023;6
5768;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;1996;8566
5769;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;1997;8608
5770;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;1998;8636
5771;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;1999;8716
5772;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2000;8553
5773;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2001;8742
5774;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2002;8913
5775;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2003;8856
5776;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2004;9320
5777;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2005;9406
5778;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2006;9417
5779;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2007;9766
5780;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2008;9911
5781;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2009;9958
5782;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2010;10204
5783;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2011;10539
5784;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2012;10318
5785;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2013;10274
5786;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2014;10351
5787;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2015;10426
5788;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2016;10684
5789;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2017;10390
5790;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2018;10369
5791;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2019;10226
5792;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2020;10075
5793;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2021;10092
5794;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2022;10147
5795;Totaal mannen en vrouwen;Totaal alle leeftijden;C34 Maligne neoplasma bronchus en long;2023;9921
5796;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;1996;8
5797;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;1997;6
5798;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;1998;4
5799;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;1999;11
5800;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2000;12
5801;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2001;16
5802;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2002;8
5803;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2003;14
5804;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2004;7
5805;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2005;15
5806;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2006;18
5807;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2007;17
5808;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2008;14
5809;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2009;14
5810;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2010;21
5811;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2011;16
5812;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2012;24
5813;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2013;16
5814;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2014;21
5815;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2015;16
5816;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2016;21
5817;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2017;25
5818;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2018;16
5819;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2019;21
5820;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2020;29
5821;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2021;27
5822;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2022;25
5823;Totaal mannen en vrouwen;Totaal alle leeftijden;C37 Maligne neoplasma van thymus;2023;23
5824;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;1996;37
5825;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;1997;24
5826;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;1998;36
5827;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;1999;32
5828;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2000;27
5829;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2001;37
5830;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2002;31
5831;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2003;32
5832;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2004;31
5833;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2005;32
5834;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2006;38
5835;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2007;34
5836;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2008;31
5837;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2009;42
5838;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2010;27
5839;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2011;29
5840;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2012;18
5841;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2013;21
5842;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2014;30
5843;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2015;20
5844;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2016;25
5845;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2017;34
5846;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2018;21
5847;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2019;29
5848;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2020;26
5849;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2021;24
5850;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2022;18
5851;Totaal mannen en vrouwen;Totaal alle leeftijden;C38 M.n. van hart, mediastinum en pleura;2023;17
5852;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;1996;2
5853;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;1997;1
5854;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;1998;4
5855;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;1999;3
5856;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2000;1
5857;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2001;2
5858;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2002;1
5859;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2003;3
5860;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2004;2
5861;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2005;0
5862;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2006;0
5863;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2007;1
5864;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2008;0
5865;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2009;3
5866;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2010;0
5867;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2011;0
5868;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2012;2
5869;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2013;2
5870;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2014;0
5871;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2015;1
5872;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2016;0
5873;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2017;1
5874;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2018;0
5875;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2019;2
5876;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2020;0
5877;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2021;0
5878;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2022;2
5879;Totaal mannen en vrouwen;Totaal alle leeftijden;C39 M.n. ov. en slecht omschr. ademhal..;2023;0
5880;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;1996;14
5881;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;1997;9
5882;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;1998;14
5883;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;1999;8
5884;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2000;12
5885;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2001;14
5886;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2002;9
5887;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2003;9
5888;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2004;6
5889;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2005;4
5890;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2006;5
5891;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2007;13
5892;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2008;6
5893;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2009;7
5894;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2010;6
5895;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2011;6
5896;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2012;6
5897;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2013;5
5898;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2014;0
5899;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2015;1
5900;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2016;5
5901;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2017;5
5902;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2018;9
5903;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2019;5
5904;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2020;5
5905;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2021;8
5906;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2022;1
5907;Totaal mannen en vrouwen;Totaal alle leeftijden;C40 M.n. bot en gewrichtskr. extremite..;2023;2
5908;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;1996;80
5909;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;1997;51
5910;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;1998;82
5911;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;1999;73
5912;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2000;80
5913;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2001;84
5914;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2002;96
5915;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2003;88
5916;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2004;83
5917;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2005;97
5918;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2006;74
5919;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2007;87
5920;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2008;102
5921;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2009;91
5922;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2010;86
5923;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2011;82
5924;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2012;97
5925;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2013;82
5926;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2014;107
5927;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2015;123
5928;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2016;103
5929;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2017;110
5930;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2018;99
5931;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2019;83
5932;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2020;90
5933;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2021;76
5934;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2022;84
5935;Totaal mannen en vrouwen;Totaal alle leeftijden;C41 M.n. bot en gewrichtskr. ov. niet ..;2023;88
5936;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;1996;427
5937;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;1997;430
5938;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;1998;472
5939;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;1999;488
5940;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2000;470
5941;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2001;543
5942;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2002;538
5943;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2003;548
5944;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2004;594
5945;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2005;624
5946;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2006;653
5947;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2007;661
5948;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2008;685
5949;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2009;794
5950;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2010;783
5951;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2011;781
5952;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2012;793
5953;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2013;821
5954;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2014;826
5955;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2015;828
5956;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2016;767
5957;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2017;796
5958;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2018;793
5959;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2019;751
5960;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2020;811
5961;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2021;789
5962;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2022;846
5963;Totaal mannen en vrouwen;Totaal alle leeftijden;C43 Maligne melanoom van huid;2023;812
5964;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;1996;67
5965;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;1997;95
5966;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;1998;71
5967;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;1999;74
5968;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2000;78
5969;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2001;80
5970;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2002;72
5971;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2003;68
5972;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2004;60
5973;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2005;65
5974;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2006;96
5975;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2007;72
5976;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2008;81
5977;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2009;94
5978;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2010;94
5979;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2011;114
5980;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2012;116
5981;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2013;98
5982;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2014;102
5983;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2015;102
5984;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2016;129
5985;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2017;129
5986;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2018;108
5987;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2019;133
5988;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2020;150
5989;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2021;133
5990;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2022;163
5991;Totaal mannen en vrouwen;Totaal alle leeftijden;C44 Overige maligne neoplasmata van huid;2023;153
5992;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;1996;326
5993;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;1997;377
5994;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;1998;325
5995;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;1999;402
5996;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2000;389
5997;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2001;401
5998;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2002;394
5999;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2003;393
6000;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2004;398
6001;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2005;382
6002;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2006;463
6003;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2007;470
6004;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2008;421
6005;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2009;471
6006;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2010;481
6007;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2011;500
6008;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2012;497
6009;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2013;482
6010;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2014;505
6011;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2015;501
6012;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2016;548
6013;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2017;495
6014;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2018;524
6015;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2019;489
6016;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2020;519
6017;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2021;463
6018;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2022;517
6019;Totaal mannen en vrouwen;Totaal alle leeftijden;C45 Mesothelioom;2023;466
6020;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;1996;3
6021;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;1997;2
6022;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;1998;1
6023;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;1999;0
6024;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2000;1
6025;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2001;3
6026;Totaal mannen en vrouwen;Totaal alle leeftijden;C46 Kaposi-sarcoom;2002;1
