ID;Geslacht;OnderwijsniveauPaar;Perioden;Personen25JaarEnOuderMetPartner_1
696;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2015;247
697;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2016;240
698;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2017;233
699;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2018;210
700;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2019;218
701;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2020;206
702;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2003;37
703;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2004;43
704;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2005;44
705;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2006;46
706;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2007;44
707;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2008;50
708;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2009;54
709;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2010;59
710;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2011;60
711;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2012;69
712;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2013;53
713;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2014;54
714;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2015;59
715;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2016;59
716;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2017;56
717;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2018;65
718;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2019;65
719;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2020;64
720;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2003;6
721;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2004;8
722;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2005;10
723;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2006;8
724;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2007;8
725;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2008;12
726;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2009;13
727;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2010;14
728;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2011;13
729;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2012;13
730;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2013;13
731;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2014;13
732;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2015;13
733;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2016;15
734;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2017;14
735;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2018;17
736;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2019;16
737;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2020;14
738;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2003;163
739;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2004;149
740;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2005;146
741;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2006;144
742;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2007;128
743;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2008;137
744;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2009;133
745;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2010;133
746;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2011;133
747;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2012;125
748;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2013;140
749;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2014;142
750;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2015;146
751;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2016;140
752;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2017;123
753;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2018;123
754;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2019;121
755;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2020;106
756;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2003;498
757;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2004;478
758;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2005;468
759;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2006;478
760;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2007;466
761;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2008;470
762;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2009;460
763;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2010;444
764;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2011;411
765;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2012;412
766;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2013;390
767;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2014;382
768;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2015;377
769;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2016;364
770;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2017;339
771;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2018;337
772;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2019;328
773;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2020;325
774;Mannen;Beiden havo/vwo/mbo2-4;2003;773
775;Mannen;Beiden havo/vwo/mbo2-4;2004;745
776;Mannen;Beiden havo/vwo/mbo2-4;2005;764
777;Mannen;Beiden havo/vwo/mbo2-4;2006;786
778;Mannen;Beiden havo/vwo/mbo2-4;2007;802
779;Mannen;Beiden havo/vwo/mbo2-4;2008;767
780;Mannen;Beiden havo/vwo/mbo2-4;2009;759
781;Mannen;Beiden havo/vwo/mbo2-4;2010;736
782;Mannen;Beiden havo/vwo/mbo2-4;2011;718
783;Mannen;Beiden havo/vwo/mbo2-4;2012;716
784;Mannen;Beiden havo/vwo/mbo2-4;2013;766
785;Mannen;Beiden havo/vwo/mbo2-4;2014;767
786;Mannen;Beiden havo/vwo/mbo2-4;2015;739
787;Mannen;Beiden havo/vwo/mbo2-4;2016;742
788;Mannen;Beiden havo/vwo/mbo2-4;2017;745
789;Mannen;Beiden havo/vwo/mbo2-4;2018;724
790;Mannen;Beiden havo/vwo/mbo2-4;2019;720
791;Mannen;Beiden havo/vwo/mbo2-4;2020;715
792;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2003;182
793;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2004;197
794;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2005;201
795;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2006;200
796;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2007;207
797;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2008;225
798;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2009;239
799;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2010;244
800;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2011;247
801;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2012;254
802;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2013;244
803;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2014;265
804;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2015;275
805;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2016;275
806;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2017;295
807;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2018;306
808;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2019;291
809;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2020;311
810;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2003;42
811;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2004;57
812;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2005;57
813;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2006;63
814;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2007;64
815;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2008;55
816;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2009;59
817;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2010;66
818;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2011;63
819;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2012;63
820;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2013;79
821;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2014;79
822;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2015;84
823;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2016;84
824;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2017;93
825;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2018;91
826;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2019;100
827;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2020;103
828;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2003;22
829;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2004;25
830;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2005;23
831;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2006;20
832;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2007;20
833;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2008;22
834;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2009;25
835;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2010;25
836;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2011;27
837;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2012;32
838;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2013;32
839;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2014;31
840;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2015;31
841;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2016;30
842;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2017;29
843;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2018;30
844;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2019;29
845;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2020;27
846;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2003;101
847;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2004;111
848;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2005;119
849;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2006;111
850;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2007;111
851;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2008;118
852;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2009;114
853;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2010;117
854;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2011;120
855;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2012;122
856;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2013;103
857;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2014;104
858;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2015;109
859;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2016;103
860;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2017;106
861;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2018;108
862;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2019;101
863;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2020;98
864;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2003;286
865;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2004;289
866;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2005;294
867;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2006;309
868;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2007;305
869;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2008;317
870;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2009;328
871;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2010;332
872;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2011;326
873;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2012;325
874;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2013;314
875;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2014;297
876;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2015;306
877;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2016;293
878;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2017;311
879;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2018;305
880;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2019;313
881;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2020;327
882;Mannen;Beiden hbo-, wo-bachelor;2003;198
883;Mannen;Beiden hbo-, wo-bachelor;2004;212
884;Mannen;Beiden hbo-, wo-bachelor;2005;210
885;Mannen;Beiden hbo-, wo-bachelor;2006;217
886;Mannen;Beiden hbo-, wo-bachelor;2007;227
887;Mannen;Beiden hbo-, wo-bachelor;2008;243
888;Mannen;Beiden hbo-, wo-bachelor;2009;250
889;Mannen;Beiden hbo-, wo-bachelor;2010;261
890;Mannen;Beiden hbo-, wo-bachelor;2011;271
891;Mannen;Beiden hbo-, wo-bachelor;2012;281
892;Mannen;Beiden hbo-, wo-bachelor;2013;293
893;Mannen;Beiden hbo-, wo-bachelor;2014;308
894;Mannen;Beiden hbo-, wo-bachelor;2015;323
895;Mannen;Beiden hbo-, wo-bachelor;2016;334
896;Mannen;Beiden hbo-, wo-bachelor;2017;335
897;Mannen;Beiden hbo-, wo-bachelor;2018;350
898;Mannen;Beiden hbo-, wo-bachelor;2019;358
899;Mannen;Beiden hbo-, wo-bachelor;2020;389
900;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2003;53
901;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2004;62
902;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2005;65
903;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2006;71
904;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2007;72
905;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2008;82
906;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2009;83
907;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2010;85
908;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2011;90
909;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2012;97
910;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2013;110
911;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2014;108
912;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2015;115
913;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2016;119
914;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2017;131
915;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2018;145
916;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2019;151
917;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2020;163
918;Mannen;Hbo-, wo-master - partner basisonderwijs;2003;6
919;Mannen;Hbo-, wo-master - partner basisonderwijs;2004;7
920;Mannen;Hbo-, wo-master - partner basisonderwijs;2005;8
921;Mannen;Hbo-, wo-master - partner basisonderwijs;2006;7
922;Mannen;Hbo-, wo-master - partner basisonderwijs;2007;7
923;Mannen;Hbo-, wo-master - partner basisonderwijs;2008;7
924;Mannen;Hbo-, wo-master - partner basisonderwijs;2009;6
925;Mannen;Hbo-, wo-master - partner basisonderwijs;2010;7
926;Mannen;Hbo-, wo-master - partner basisonderwijs;2011;9
927;Mannen;Hbo-, wo-master - partner basisonderwijs;2012;12
928;Mannen;Hbo-, wo-master - partner basisonderwijs;2013;9
929;Mannen;Hbo-, wo-master - partner basisonderwijs;2014;8
930;Mannen;Hbo-, wo-master - partner basisonderwijs;2015;8
931;Mannen;Hbo-, wo-master - partner basisonderwijs;2016;8
932;Mannen;Hbo-, wo-master - partner basisonderwijs;2017;7
933;Mannen;Hbo-, wo-master - partner basisonderwijs;2018;8
934;Mannen;Hbo-, wo-master - partner basisonderwijs;2019;8
935;Mannen;Hbo-, wo-master - partner basisonderwijs;2020;9
936;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2003;27
937;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2004;29
938;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2005;33
939;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2006;31
940;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2007;30
941;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2008;30
942;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2009;29
943;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2010;29
944;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2011;29
945;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2012;30
946;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2013;30
947;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2014;24
948;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2015;30
949;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2016;31
950;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2017;28
951;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2018;28
952;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2019;27
953;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2020;30
954;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2003;124
955;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2004;133
956;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2005;133
957;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2006;131
958;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2007;134
959;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2008;132
960;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2009;126
961;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2010;130
962;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2011;120
963;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2012;116
964;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2013;135
965;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2014;125
966;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2015;119
967;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2016;116
968;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2017;117
969;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2018;120
970;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2019;128
971;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2020;126
972;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2003;131
973;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2004;140
974;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2005;139
975;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2006;146
976;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2007;148
977;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2008;152
978;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2009;168
979;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2010;171
980;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2011;159
981;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2012;162
982;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2013;174
983;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2014;183
984;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2015;184
985;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2016;184
986;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2017;188
987;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2018;194
988;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2019;190
989;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2020;209
990;Mannen;Beiden hbo-, wo-master;2003;123
991;Mannen;Beiden hbo-, wo-master;2004;140
992;Mannen;Beiden hbo-, wo-master;2005;157
993;Mannen;Beiden hbo-, wo-master;2006;169
994;Mannen;Beiden hbo-, wo-master;2007;173
995;Mannen;Beiden hbo-, wo-master;2008;186
996;Mannen;Beiden hbo-, wo-master;2009;183
997;Mannen;Beiden hbo-, wo-master;2010;184
998;Mannen;Beiden hbo-, wo-master;2011;172
999;Mannen;Beiden hbo-, wo-master;2012;188
1000;Mannen;Beiden hbo-, wo-master;2013;201
1001;Mannen;Beiden hbo-, wo-master;2014;225
1002;Mannen;Beiden hbo-, wo-master;2015;224
1003;Mannen;Beiden hbo-, wo-master;2016;230
1004;Mannen;Beiden hbo-, wo-master;2017;247
1005;Mannen;Beiden hbo-, wo-master;2018;259
1006;Mannen;Beiden hbo-, wo-master;2019;272
1007;Mannen;Beiden hbo-, wo-master;2020;294
1008;Mannen;Lager onderwijsniveau dan partner;2003;858
1009;Mannen;Lager onderwijsniveau dan partner;2004;873
1010;Mannen;Lager onderwijsniveau dan partner;2005;869
1011;Mannen;Lager onderwijsniveau dan partner;2006;878
1012;Mannen;Lager onderwijsniveau dan partner;2007;888
1013;Mannen;Lager onderwijsniveau dan partner;2008;927
1014;Mannen;Lager onderwijsniveau dan partner;2009;955
1015;Mannen;Lager onderwijsniveau dan partner;2010;975
1016;Mannen;Lager onderwijsniveau dan partner;2011;1006
1017;Mannen;Lager onderwijsniveau dan partner;2012;1006
1018;Mannen;Lager onderwijsniveau dan partner;2013;931
1019;Mannen;Lager onderwijsniveau dan partner;2014;962
1020;Mannen;Lager onderwijsniveau dan partner;2015;982
1021;Mannen;Lager onderwijsniveau dan partner;2016;980
1022;Mannen;Lager onderwijsniveau dan partner;2017;1021
1023;Mannen;Lager onderwijsniveau dan partner;2018;1022
1024;Mannen;Lager onderwijsniveau dan partner;2019;1018
1025;Mannen;Lager onderwijsniveau dan partner;2020;1028
1026;Mannen;Gelijk onderwijsniveau;2003;1627
1027;Mannen;Gelijk onderwijsniveau;2004;1600
1028;Mannen;Gelijk onderwijsniveau;2005;1603
1029;Mannen;Gelijk onderwijsniveau;2006;1632
1030;Mannen;Gelijk onderwijsniveau;2007;1639
1031;Mannen;Gelijk onderwijsniveau;2008;1630
1032;Mannen;Gelijk onderwijsniveau;2009;1619
1033;Mannen;Gelijk onderwijsniveau;2010;1611
1034;Mannen;Gelijk onderwijsniveau;2011;1615
1035;Mannen;Gelijk onderwijsniveau;2012;1613
1036;Mannen;Gelijk onderwijsniveau;2013;1656
1037;Mannen;Gelijk onderwijsniveau;2014;1692
1038;Mannen;Gelijk onderwijsniveau;2015;1674
1039;Mannen;Gelijk onderwijsniveau;2016;1694
1040;Mannen;Gelijk onderwijsniveau;2017;1708
1041;Mannen;Gelijk onderwijsniveau;2018;1722
1042;Mannen;Gelijk onderwijsniveau;2019;1734
1043;Mannen;Gelijk onderwijsniveau;2020;1760
1044;Mannen;Hoger onderwijsniveau dan partner;2003;1510
1045;Mannen;Hoger onderwijsniveau dan partner;2004;1507
1046;Mannen;Hoger onderwijsniveau dan partner;2005;1499
1047;Mannen;Hoger onderwijsniveau dan partner;2006;1501
1048;Mannen;Hoger onderwijsniveau dan partner;2007;1468
1049;Mannen;Hoger onderwijsniveau dan partner;2008;1515
1050;Mannen;Hoger onderwijsniveau dan partner;2009;1517
1051;Mannen;Hoger onderwijsniveau dan partner;2010;1512
1052;Mannen;Hoger onderwijsniveau dan partner;2011;1467
1053;Mannen;Hoger onderwijsniveau dan partner;2012;1456
1054;Mannen;Hoger onderwijsniveau dan partner;2013;1435
1055;Mannen;Hoger onderwijsniveau dan partner;2014;1408
1056;Mannen;Hoger onderwijsniveau dan partner;2015;1423
1057;Mannen;Hoger onderwijsniveau dan partner;2016;1373
1058;Mannen;Hoger onderwijsniveau dan partner;2017;1346
1059;Mannen;Hoger onderwijsniveau dan partner;2018;1350
1060;Mannen;Hoger onderwijsniveau dan partner;2019;1346
1061;Mannen;Hoger onderwijsniveau dan partner;2020;1352
1062;Mannen;Onderwijsniveau onbekend;2003;44
1063;Mannen;Onderwijsniveau onbekend;2004;68
1064;Mannen;Onderwijsniveau onbekend;2005;67
1065;Mannen;Onderwijsniveau onbekend;2006;64
1066;Mannen;Onderwijsniveau onbekend;2007;64
1067;Mannen;Onderwijsniveau onbekend;2008;46
1068;Mannen;Onderwijsniveau onbekend;2009;40
1069;Mannen;Onderwijsniveau onbekend;2010;50
1070;Mannen;Onderwijsniveau onbekend;2011;54
1071;Mannen;Onderwijsniveau onbekend;2012;63
1072;Mannen;Onderwijsniveau onbekend;2013;129
1073;Mannen;Onderwijsniveau onbekend;2014;96
1074;Mannen;Onderwijsniveau onbekend;2015;95
1075;Mannen;Onderwijsniveau onbekend;2016;116
1076;Mannen;Onderwijsniveau onbekend;2017;124
1077;Mannen;Onderwijsniveau onbekend;2018;120
1078;Mannen;Onderwijsniveau onbekend;2019;126
1079;Mannen;Onderwijsniveau onbekend;2020;134
1080;Vrouwen;Totaal;2003;4017
1081;Vrouwen;Totaal;2004;4032
1082;Vrouwen;Totaal;2005;4026
1083;Vrouwen;Totaal;2006;4057
1084;Vrouwen;Totaal;2007;4044
1085;Vrouwen;Totaal;2008;4112
1086;Vrouwen;Totaal;2009;4128
1087;Vrouwen;Totaal;2010;4128
1088;Vrouwen;Totaal;2011;4138
1089;Vrouwen;Totaal;2012;4121
1090;Vrouwen;Totaal;2013;4130
1091;Vrouwen;Totaal;2014;4133
1092;Vrouwen;Totaal;2015;4154
1093;Vrouwen;Totaal;2016;4158
1094;Vrouwen;Totaal;2017;4186
1095;Vrouwen;Totaal;2018;4198
1096;Vrouwen;Totaal;2019;4211
1097;Vrouwen;Totaal;2020;4248
1098;Vrouwen;Beiden basisonderwijs;2003;173
1099;Vrouwen;Beiden basisonderwijs;2004;154
1100;Vrouwen;Beiden basisonderwijs;2005;131
1101;Vrouwen;Beiden basisonderwijs;2006;120
1102;Vrouwen;Beiden basisonderwijs;2007;113
1103;Vrouwen;Beiden basisonderwijs;2008;113
