ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
6030;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2019 december;102.6;0.2;-0.4;8121
6031;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2019;103.5;;0.5;8121
6032;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 januari;102.7;0.0;-1.9;8121
6033;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 februari;102.2;-0.5;-2.5;8121
6034;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 maart;102.4;0.2;-2.1;8121
6035;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 april;102.4;0.0;-1.5;8121
6036;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 mei;102.3;-0.1;-1.8;8121
6037;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 juni;102.4;0.0;-1.5;8121
6038;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 juli;101.6;-0.8;-1.2;8121
6039;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 augustus;101.5;-0.1;-1.2;8121
6040;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 september;101.5;0.0;-1.2;8121
6041;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 oktober;101.6;0.1;-0.8;8121
6042;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 november;101.9;0.3;-0.5;8121
6043;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020 december;102.1;0.3;-0.5;8121
6044;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2020;102.0;;-1.4;8121
6045;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 januari;101.8;-0.3;-0.8;8121
6046;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 februari;103.2;1.3;1.0;8121
6047;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 maart;104.5;1.2;2.0;8121
6048;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 april;106.3;1.8;3.8;8121
6049;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 mei;108.2;1.7;5.7;8121
6050;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 juni;108.4;0.2;5.9;8121
6051;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 juli;110.8;2.3;9.1;8121
6052;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 augustus;110.8;-0.1;9.1;8121
6053;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 september;112.7;1.7;11.0;8121
6054;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 oktober;115.3;2.3;13.4;8121
6055;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 november;117.7;2.1;15.5;8121
6056;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021 december;117.6;-0.1;15.1;8121
6057;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2021;109.8;;7.6;8121
6058;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 januari;124.6;5.9;22.3;8121
6059;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 februari;125.1;0.4;21.2;8121
6060;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 maart;126.4;1.1;21.0;8121
6061;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 april;134.7;6.5;26.7;8121
6062;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 mei;135.8;0.8;25.5;8121
6063;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 juni;136.3;0.4;25.8;8121
6064;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 juli;137.9;1.1;24.4;8121
6065;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 augustus;138.8;0.7;25.3;8121
6066;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 september;140.5;1.2;24.7;8121
6067;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 oktober;142.7;1.5;23.8;8121
6068;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 november;140.8;-1.3;19.7;8121
6069;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022 december ;138.5;-1.6;17.8;8121
6070;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2022;135.2;;23.1;8121
6071;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 januari;138.4;-0.1;11.1;8121
6072;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 februari;137.1;-0.9;9.6;8121
6073;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 maart;136.5;-0.4;8.0;8121
6074;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 april;133.9;-1.9;-0.6;8121
6075;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 mei;133.6;-0.3;-1.6;8121
6076;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 juni;132.9;-0.5;-2.5;8121
6077;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 juli;131.0;-1.4;-5.0;8121
6078;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 augustus;130.9;-0.1;-5.7;8121
6079;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 september;131.0;0.0;-6.8;8121
6080;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 oktober;129.7;-1.0;-9.1;8121
6081;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 november;129.8;0.1;-7.8;8121
6082;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023 december;130.0;0.1;-6.2;8121
6083;Totaal afzetprijzen;17-18 Papier- en grafische industrie;2023;132.9;;-1.7;8121
6084;Totaal afzetprijzen;18 Grafische industrie;2012 januari;104.0;;;2615
6085;Totaal afzetprijzen;18 Grafische industrie;2012 februari;104.0;0.1;;2615
6086;Totaal afzetprijzen;18 Grafische industrie;2012 maart;104.1;0.1;;2615
6087;Totaal afzetprijzen;18 Grafische industrie;2012 april;104.1;-0.1;;2615
6088;Totaal afzetprijzen;18 Grafische industrie;2012 mei;104.2;0.1;;2615
6089;Totaal afzetprijzen;18 Grafische industrie;2012 juni;104.1;-0.1;;2615
6090;Totaal afzetprijzen;18 Grafische industrie;2012 juli;103.7;-0.4;;2615
6091;Totaal afzetprijzen;18 Grafische industrie;2012 augustus;103.6;0.0;;2615
6092;Totaal afzetprijzen;18 Grafische industrie;2012 september;103.8;0.2;;2615
6093;Totaal afzetprijzen;18 Grafische industrie;2012 oktober;104.0;0.1;;2615
6094;Totaal afzetprijzen;18 Grafische industrie;2012 november;103.9;-0.1;;2615
6095;Totaal afzetprijzen;18 Grafische industrie;2012 december;103.9;0.0;;2615
6096;Totaal afzetprijzen;18 Grafische industrie;2012;104.0;;;2615
6097;Totaal afzetprijzen;18 Grafische industrie;2013 januari;101.9;-1.9;-2.0;2615
6098;Totaal afzetprijzen;18 Grafische industrie;2013 februari;101.9;-0.1;-2.1;2615
6099;Totaal afzetprijzen;18 Grafische industrie;2013 maart;101.7;-0.1;-2.3;2615
6100;Totaal afzetprijzen;18 Grafische industrie;2013 april;101.3;-0.4;-2.7;2615
6101;Totaal afzetprijzen;18 Grafische industrie;2013 mei;101.2;0.0;-2.9;2615
6102;Totaal afzetprijzen;18 Grafische industrie;2013 juni;101.2;0.0;-2.8;2615
6103;Totaal afzetprijzen;18 Grafische industrie;2013 juli;101.5;0.2;-2.1;2615
6104;Totaal afzetprijzen;18 Grafische industrie;2013 augustus;101.5;0.0;-2.1;2615
6105;Totaal afzetprijzen;18 Grafische industrie;2013 september;101.5;0.0;-2.3;2615
6106;Totaal afzetprijzen;18 Grafische industrie;2013 oktober;101.5;0.0;-2.4;2615
6107;Totaal afzetprijzen;18 Grafische industrie;2013 november;101.5;0.0;-2.4;2615
6108;Totaal afzetprijzen;18 Grafische industrie;2013 december;101.5;0.0;-2.3;2615
6109;Totaal afzetprijzen;18 Grafische industrie;2013;101.5;;-2.4;2615
6110;Totaal afzetprijzen;18 Grafische industrie;2014 januari;101.5;0.0;-0.5;2615
6111;Totaal afzetprijzen;18 Grafische industrie;2014 februari;101.4;0.0;-0.4;2615
6112;Totaal afzetprijzen;18 Grafische industrie;2014 maart;101.5;0.1;-0.2;2615
6113;Totaal afzetprijzen;18 Grafische industrie;2014 april;101.7;0.2;0.4;2615
6114;Totaal afzetprijzen;18 Grafische industrie;2014 mei;101.8;0.2;0.6;2615
6115;Totaal afzetprijzen;18 Grafische industrie;2014 juni;101.7;-0.1;0.5;2615
6116;Totaal afzetprijzen;18 Grafische industrie;2014 juli;100.6;-1.1;-0.9;2615
6117;Totaal afzetprijzen;18 Grafische industrie;2014 augustus;100.5;-0.1;-1.0;2615
6118;Totaal afzetprijzen;18 Grafische industrie;2014 september;100.5;0.0;-0.9;2615
6119;Totaal afzetprijzen;18 Grafische industrie;2014 oktober;100.4;-0.1;-1.0;2615
6120;Totaal afzetprijzen;18 Grafische industrie;2014 november;100.5;0.1;-1.0;2615
6121;Totaal afzetprijzen;18 Grafische industrie;2014 december;100.4;-0.1;-1.0;2615
6122;Totaal afzetprijzen;18 Grafische industrie;2014;101.1;;-0.4;2615
6123;Totaal afzetprijzen;18 Grafische industrie;2015 januari;100.5;0.1;-0.9;2615
6124;Totaal afzetprijzen;18 Grafische industrie;2015 februari;100.4;-0.1;-1.0;2615
6125;Totaal afzetprijzen;18 Grafische industrie;2015 maart;100.4;0.0;-1.1;2615
6126;Totaal afzetprijzen;18 Grafische industrie;2015 april;100.8;0.4;-0.8;2615
6127;Totaal afzetprijzen;18 Grafische industrie;2015 mei;100.8;0.0;-1.0;2615
6128;Totaal afzetprijzen;18 Grafische industrie;2015 juni;100.8;0.0;-0.9;2615
6129;Totaal afzetprijzen;18 Grafische industrie;2015 juli;101.8;1.0;1.2;2615
6130;Totaal afzetprijzen;18 Grafische industrie;2015 augustus;101.5;-0.2;1.0;2615
6131;Totaal afzetprijzen;18 Grafische industrie;2015 september;101.6;0.1;1.1;2615
6132;Totaal afzetprijzen;18 Grafische industrie;2015 oktober;97.1;-4.4;-3.3;2615
6133;Totaal afzetprijzen;18 Grafische industrie;2015 november;97.1;-0.1;-3.4;2615
6134;Totaal afzetprijzen;18 Grafische industrie;2015 december;97.1;0.0;-3.3;2615
6135;Totaal afzetprijzen;18 Grafische industrie;2015;100.0;;-1.0;2615
6136;Totaal afzetprijzen;18 Grafische industrie;2016 januari;97.2;0.1;-3.3;2615
6137;Totaal afzetprijzen;18 Grafische industrie;2016 februari;97.3;0.1;-3.1;2615
6138;Totaal afzetprijzen;18 Grafische industrie;2016 maart;97.3;0.0;-3.1;2615
6139;Totaal afzetprijzen;18 Grafische industrie;2016 april;97.2;0.0;-3.6;2615
6140;Totaal afzetprijzen;18 Grafische industrie;2016 mei;97.2;0.0;-3.6;2615
6141;Totaal afzetprijzen;18 Grafische industrie;2016 juni;97.2;0.0;-3.6;2615
6142;Totaal afzetprijzen;18 Grafische industrie;2016 juli;96.9;-0.3;-4.8;2615
6143;Totaal afzetprijzen;18 Grafische industrie;2016 augustus;96.9;0.0;-4.6;2615
6144;Totaal afzetprijzen;18 Grafische industrie;2016 september;96.9;0.0;-4.6;2615
6145;Totaal afzetprijzen;18 Grafische industrie;2016 oktober;96.9;0.0;-0.2;2615
6146;Totaal afzetprijzen;18 Grafische industrie;2016 november;96.9;0.0;-0.2;2615
6147;Totaal afzetprijzen;18 Grafische industrie;2016 december;96.9;0.0;-0.2;2615
6148;Totaal afzetprijzen;18 Grafische industrie;2016;97.1;;-2.9;2615
6149;Totaal afzetprijzen;18 Grafische industrie;2017 januari;95.4;-1.5;-1.8;2615
6150;Totaal afzetprijzen;18 Grafische industrie;2017 februari;95.4;0.0;-1.9;2615
6151;Totaal afzetprijzen;18 Grafische industrie;2017 maart;95.4;0.0;-1.9;2615
6152;Totaal afzetprijzen;18 Grafische industrie;2017 april;95.8;0.4;-1.5;2615
6153;Totaal afzetprijzen;18 Grafische industrie;2017 mei;95.8;0.0;-1.4;2615
6154;Totaal afzetprijzen;18 Grafische industrie;2017 juni;95.8;0.0;-1.4;2615
6155;Totaal afzetprijzen;18 Grafische industrie;2017 juli;96.4;0.6;-0.6;2615
6156;Totaal afzetprijzen;18 Grafische industrie;2017 augustus;96.4;0.1;-0.5;2615
6157;Totaal afzetprijzen;18 Grafische industrie;2017 september;96.3;-0.1;-0.6;2615
6158;Totaal afzetprijzen;18 Grafische industrie;2017 oktober;96.2;-0.1;-0.7;2615
6159;Totaal afzetprijzen;18 Grafische industrie;2017 november;96.1;-0.1;-0.8;2615
6160;Totaal afzetprijzen;18 Grafische industrie;2017 december;96.2;0.1;-0.7;2615
6161;Totaal afzetprijzen;18 Grafische industrie;2017;95.9;;-1.2;2615
6162;Totaal afzetprijzen;18 Grafische industrie;2018 januari;97.6;1.5;2.3;2615
6163;Totaal afzetprijzen;18 Grafische industrie;2018 februari;97.7;0.1;2.3;2615
6164;Totaal afzetprijzen;18 Grafische industrie;2018 maart;97.5;-0.1;2.2;2615
6165;Totaal afzetprijzen;18 Grafische industrie;2018 april;97.9;0.4;2.3;2615
6166;Totaal afzetprijzen;18 Grafische industrie;2018 mei;98.2;0.3;2.5;2615
6167;Totaal afzetprijzen;18 Grafische industrie;2018 juni;98.3;0.1;2.6;2615
6168;Totaal afzetprijzen;18 Grafische industrie;2018 juli;99.0;0.7;2.7;2615
6169;Totaal afzetprijzen;18 Grafische industrie;2018 augustus;98.9;-0.1;2.5;2615
6170;Totaal afzetprijzen;18 Grafische industrie;2018 september;99.0;0.2;2.8;2615
6171;Totaal afzetprijzen;18 Grafische industrie;2018 oktober;99.1;0.1;3.0;2615
6172;Totaal afzetprijzen;18 Grafische industrie;2018 november;99.2;0.1;3.2;2615
6173;Totaal afzetprijzen;18 Grafische industrie;2018 december;99.0;-0.2;2.9;2615
6174;Totaal afzetprijzen;18 Grafische industrie;2018;98.5;;2.6;2615
6175;Totaal afzetprijzen;18 Grafische industrie;2019 januari;100.7;1.7;3.1;2615
6176;Totaal afzetprijzen;18 Grafische industrie;2019 februari;100.7;0.1;3.2;2615
6177;Totaal afzetprijzen;18 Grafische industrie;2019 maart;100.8;0.1;3.3;2615
6178;Totaal afzetprijzen;18 Grafische industrie;2019 april;100.8;0.0;2.9;2615
6179;Totaal afzetprijzen;18 Grafische industrie;2019 mei;101.0;0.2;2.8;2615
6180;Totaal afzetprijzen;18 Grafische industrie;2019 juni;100.9;-0.1;2.6;2615
6181;Totaal afzetprijzen;18 Grafische industrie;2019 juli;99.0;-1.9;0.1;2615
6182;Totaal afzetprijzen;18 Grafische industrie;2019 augustus;99.1;0.0;0.2;2615
6183;Totaal afzetprijzen;18 Grafische industrie;2019 september;99.1;0.1;0.1;2615
6184;Totaal afzetprijzen;18 Grafische industrie;2019 oktober;98.6;-0.5;-0.5;2615
6185;Totaal afzetprijzen;18 Grafische industrie;2019 november;98.7;0.1;-0.5;2615
6186;Totaal afzetprijzen;18 Grafische industrie;2019 december;98.9;0.2;-0.1;2615
6187;Totaal afzetprijzen;18 Grafische industrie;2019;99.9;;1.4;2615
6188;Totaal afzetprijzen;18 Grafische industrie;2020 januari;99.4;0.5;-1.2;2615
6189;Totaal afzetprijzen;18 Grafische industrie;2020 februari;99.2;-0.2;-1.6;2615
6190;Totaal afzetprijzen;18 Grafische industrie;2020 maart;99.2;0.0;-1.6;2615
6191;Totaal afzetprijzen;18 Grafische industrie;2020 april;99.0;-0.1;-1.7;2615
6192;Totaal afzetprijzen;18 Grafische industrie;2020 mei;98.9;-0.1;-2.0;2615
6193;Totaal afzetprijzen;18 Grafische industrie;2020 juni;98.7;-0.2;-2.2;2615
6194;Totaal afzetprijzen;18 Grafische industrie;2020 juli;98.3;-0.4;-0.7;2615
6195;Totaal afzetprijzen;18 Grafische industrie;2020 augustus;98.6;0.3;-0.4;2615
6196;Totaal afzetprijzen;18 Grafische industrie;2020 september;98.7;0.1;-0.4;2615
6197;Totaal afzetprijzen;18 Grafische industrie;2020 oktober;98.3;-0.5;-0.4;2615
6198;Totaal afzetprijzen;18 Grafische industrie;2020 november;98.2;0.0;-0.5;2615
6199;Totaal afzetprijzen;18 Grafische industrie;2020 december;98.4;0.2;-0.5;2615
6200;Totaal afzetprijzen;18 Grafische industrie;2020;98.8;;-1.1;2615
6201;Totaal afzetprijzen;18 Grafische industrie;2021 januari;97.7;-0.8;-1.8;2615
6202;Totaal afzetprijzen;18 Grafische industrie;2021 februari;97.6;-0.1;-1.6;2615
6203;Totaal afzetprijzen;18 Grafische industrie;2021 maart;97.6;0.0;-1.6;2615
6204;Totaal afzetprijzen;18 Grafische industrie;2021 april;98.3;0.7;-0.7;2615
6205;Totaal afzetprijzen;18 Grafische industrie;2021 mei;98.7;0.4;-0.2;2615
6206;Totaal afzetprijzen;18 Grafische industrie;2021 juni;98.6;-0.1;-0.1;2615
6207;Totaal afzetprijzen;18 Grafische industrie;2021 juli;99.1;0.5;0.8;2615
6208;Totaal afzetprijzen;18 Grafische industrie;2021 augustus;99.1;0.0;0.5;2615
6209;Totaal afzetprijzen;18 Grafische industrie;2021 september;99.6;0.5;0.9;2615
6210;Totaal afzetprijzen;18 Grafische industrie;2021 oktober;101.7;2.2;3.5;2615
6211;Totaal afzetprijzen;18 Grafische industrie;2021 november;102.6;0.8;4.4;2615
6212;Totaal afzetprijzen;18 Grafische industrie;2021 december;102.5;-0.1;4.1;2615
6213;Totaal afzetprijzen;18 Grafische industrie;2021;99.4;;0.7;2615
6214;Totaal afzetprijzen;18 Grafische industrie;2022 januari;109.6;6.9;12.2;2615
6215;Totaal afzetprijzen;18 Grafische industrie;2022 februari;109.9;0.3;12.6;2615
6216;Totaal afzetprijzen;18 Grafische industrie;2022 maart;110.2;0.3;12.9;2615
6217;Totaal afzetprijzen;18 Grafische industrie;2022 april;115.3;4.6;17.3;2615
6218;Totaal afzetprijzen;18 Grafische industrie;2022 mei;115.6;0.3;17.1;2615
6219;Totaal afzetprijzen;18 Grafische industrie;2022 juni;115.9;0.3;17.6;2615
6220;Totaal afzetprijzen;18 Grafische industrie;2022 juli;119.6;3.2;20.7;2615
6221;Totaal afzetprijzen;18 Grafische industrie;2022 augustus;119.9;0.2;21.0;2615
6222;Totaal afzetprijzen;18 Grafische industrie;2022 september;120.8;0.8;21.3;2615
6223;Totaal afzetprijzen;18 Grafische industrie;2022 oktober;122.5;1.4;20.4;2615
6224;Totaal afzetprijzen;18 Grafische industrie;2022 november;123.0;0.4;19.9;2615
6225;Totaal afzetprijzen;18 Grafische industrie;2022 december ;122.7;-0.2;19.7;2615
6226;Totaal afzetprijzen;18 Grafische industrie;2022;117.1;;17.8;2615
6227;Totaal afzetprijzen;18 Grafische industrie;2023 januari;124.0;1.1;13.2;2615
6228;Totaal afzetprijzen;18 Grafische industrie;2023 februari;124.1;0.1;12.9;2615
6229;Totaal afzetprijzen;18 Grafische industrie;2023 maart;126.1;1.6;14.4;2615
6230;Totaal afzetprijzen;18 Grafische industrie;2023 april;123.9;-1.7;7.5;2615
6231;Totaal afzetprijzen;18 Grafische industrie;2023 mei;123.5;-0.3;6.8;2615
6232;Totaal afzetprijzen;18 Grafische industrie;2023 juni;123.5;0.0;6.5;2615
6233;Totaal afzetprijzen;18 Grafische industrie;2023 juli;123.9;0.3;3.6;2615
6234;Totaal afzetprijzen;18 Grafische industrie;2023 augustus;123.8;-0.1;3.2;2615
6235;Totaal afzetprijzen;18 Grafische industrie;2023 september;124.8;0.8;3.3;2615
6236;Totaal afzetprijzen;18 Grafische industrie;2023 oktober;123.7;-0.9;1.0;2615
6237;Totaal afzetprijzen;18 Grafische industrie;2023 november;124.3;0.5;1.1;2615
6238;Totaal afzetprijzen;18 Grafische industrie;2023 december;124.2;-0.1;1.2;2615
6239;Totaal afzetprijzen;18 Grafische industrie;2023;124.1;;6.0;2615
6240;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 januari;124.1;;;76742
6241;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 februari;127.0;2.3;;76742
6242;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 maart;129.7;2.1;;76742
6243;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 april;129.4;-0.2;;76742
6244;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 mei;126.6;-2.2;;76742
6245;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 juni;121.1;-4.3;;76742
6246;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 juli;123.5;2.0;;76742
6247;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 augustus;128.2;3.7;;76742
6248;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 september;129.1;0.8;;76742
6249;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 oktober;127.3;-1.4;;76742
6250;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 november;124.9;-1.9;;76742
6251;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012 december;123.1;-1.4;;76742
6252;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2012;126.2;;;76742
6253;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 januari;123.8;0.5;-0.3;76742
6254;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 februari;126.4;2.1;-0.5;76742
6255;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 maart;124.0;-1.9;-4.3;76742
6256;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 april;120.9;-2.6;-6.6;76742
6257;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 mei;120.0;-0.7;-5.2;76742
6258;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 juni;119.0;-0.8;-1.7;76742
6259;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 juli;121.2;1.8;-1.9;76742
6260;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 augustus;121.5;0.3;-5.2;76742
6261;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 september;121.3;-0.1;-6.1;76742
6262;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 oktober;118.8;-2.1;-6.7;76742
6263;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 november;118.3;-0.4;-5.3;76742
6264;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013 december;119.0;0.6;-3.4;76742
6265;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2013;121.2;;-4.0;76742
6266;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 januari;118.8;-0.2;-4.0;76742
6267;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 februari;119.0;0.2;-5.9;76742
6268;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 maart;117.6;-1.1;-5.2;76742
6269;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 april;118.5;0.7;-2.0;76742
6270;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 mei;119.0;0.4;-0.8;76742
6271;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 juni;119.8;0.7;0.6;76742
6272;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 juli;119.3;-0.4;-1.5;76742
6273;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 augustus;118.4;-0.8;-2.5;76742
6274;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 september;118.1;-0.3;-2.7;76742
6275;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 oktober;115.0;-2.6;-3.2;76742
6276;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 november;111.0;-3.5;-6.2;76742
6277;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014 december;101.6;-8.5;-14.7;76742
6278;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2014;116.3;;-4.0;76742
6279;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 januari;94.7;-6.8;-20.3;76742
6280;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 februari;99.2;4.8;-16.6;76742
6281;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 maart;102.0;2.9;-13.3;76742
6282;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 april;105.3;3.3;-11.1;76742
6283;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 mei;108.0;2.5;-9.3;76742
6284;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 juni;108.2;0.2;-9.7;76742
6285;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 juli;106.1;-1.9;-11.1;76742
6286;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 augustus;100.3;-5.5;-15.3;76742
6287;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 september;96.9;-3.4;-17.9;76742
6288;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 oktober;94.7;-2.3;-17.7;76742
6289;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 november;94.4;-0.3;-14.9;76742
6290;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015 december;90.4;-4.2;-11.0;76742
6291;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2015;100.0;;-14.0;76742
6292;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 januari;86.4;-4.4;-8.7;76742
6293;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 februari;84.7;-2.0;-14.6;76742
6294;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 maart;86.8;2.5;-14.9;76742
6295;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 april;89.1;2.7;-15.4;76742
6296;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 mei;92.3;3.6;-14.5;76742
6297;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 juni;93.9;1.7;-13.2;76742
6298;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 juli;92.1;-1.9;-13.2;76742
6299;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 augustus;91.3;-0.8;-8.9;76742
6300;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 september;92.3;1.0;-4.8;76742
6301;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 oktober;95.6;3.6;1.0;76742
6302;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 november;94.4;-1.3;0.0;76742
6303;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016 december;99.0;4.9;9.6;76742
6304;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2016;91.5;;-8.5;76742
6305;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 januari;101.5;2.5;17.5;76742
6306;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 februari;103.1;1.5;21.7;76742
6307;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 maart;102.6;-0.5;18.2;76742
6308;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 april;102.8;0.2;15.3;76742
6309;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 mei;99.0;-3.7;7.2;76742
6310;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 juni;96.5;-2.5;2.8;76742
6311;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 juli;95.6;-1.0;3.7;76742
6312;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 augustus;97.0;1.5;6.2;76742
6313;Totaal afzetprijzen;19-22 Raffinaderijen en chemie;2017 september;100.2;3.3;8.5;76742
