ID;CompanySize;SectorBranches;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
838;100 or more employed persons;900063;2016 4th quarter;117.0;2.8
839;100 or more employed persons;900063;2016;99.7;4.0
840;100 or more employed persons;900063;2017 1st quarter;87.4;4.4
841;100 or more employed persons;900063;2017 2nd quarter;102.9;2.0
842;100 or more employed persons;900063;2017 3rd quarter;97.3;0.2
843;100 or more employed persons;900063;2017 4th quarter;124.1;6.1
844;100 or more employed persons;900063;2017;102.9;3.3
845;100 or more employed persons;350400;2005 1st quarter;78.8;
846;100 or more employed persons;350400;2005 2nd quarter;105.4;
847;100 or more employed persons;350400;2005 3rd quarter;90.7;
848;100 or more employed persons;350400;2005 4th quarter;116.4;
849;100 or more employed persons;350400;2005;97.8;
850;100 or more employed persons;350400;2006 1st quarter;83.7;6.2
851;100 or more employed persons;350400;2006 2nd quarter;104.9;-0.5
852;100 or more employed persons;350400;2006 3rd quarter;87.4;-3.7
853;100 or more employed persons;350400;2006 4th quarter;121.4;4.4
854;100 or more employed persons;350400;2006;99.3;1.5
855;100 or more employed persons;350400;2007 1st quarter;96.8;15.7
856;100 or more employed persons;350400;2007 2nd quarter;120.7;15.1
857;100 or more employed persons;350400;2007 3rd quarter;100.8;15.3
858;100 or more employed persons;350400;2007 4th quarter;136.9;12.8
859;100 or more employed persons;350400;2007;113.8;14.5
860;100 or more employed persons;350400;2008 1st quarter;106.1;9.5
861;100 or more employed persons;350400;2008 2nd quarter;127.3;5.5
862;100 or more employed persons;350400;2008 3rd quarter;108.8;8.0
863;100 or more employed persons;350400;2008 4th quarter;143.2;4.6
864;100 or more employed persons;350400;2008;121.4;6.7
865;100 or more employed persons;350400;2009 1st quarter;106.0;-0.1
866;100 or more employed persons;350400;2009 2nd quarter;119.9;-5.8
867;100 or more employed persons;350400;2009 3rd quarter;100.1;-8.0
868;100 or more employed persons;350400;2009 4th quarter;119.4;-16.6
869;100 or more employed persons;350400;2009;111.4;-8.2
870;100 or more employed persons;350400;2010 1st quarter;87.3;-17.7
871;100 or more employed persons;350400;2010 2nd quarter;110.9;-7.5
872;100 or more employed persons;350400;2010 3rd quarter;91.7;-8.5
873;100 or more employed persons;350400;2010 4th quarter;110.2;-7.8
874;100 or more employed persons;350400;2010;100.0;-10.2
875;100 or more employed persons;350400;2011 1st quarter;88.3;1.2
876;100 or more employed persons;350400;2011 2nd quarter;100.4;-9.5
877;100 or more employed persons;350400;2011 3rd quarter;88.1;-3.9
878;100 or more employed persons;350400;2011 4th quarter;108.1;-1.9
879;100 or more employed persons;350400;2011;96.2;-3.8
880;100 or more employed persons;350400;2012 1st quarter;79.9;-9.6
881;100 or more employed persons;350400;2012 2nd quarter;96.7;-3.7
882;100 or more employed persons;350400;2012 3rd quarter;85.2;-3.4
883;100 or more employed persons;350400;2012 4th quarter;94.7;-12.4
884;100 or more employed persons;350400;2012;89.1;-7.4
885;100 or more employed persons;350400;2013 1st quarter;69.0;-13.6
886;100 or more employed persons;350400;2013 2nd quarter;82.4;-14.7
887;100 or more employed persons;350400;2013 3rd quarter;71.8;-15.7
888;100 or more employed persons;350400;2013 4th quarter;91.1;-3.9
889;100 or more employed persons;350400;2013;78.6;-11.8
890;100 or more employed persons;350400;2014 1st quarter;61.6;-10.8
891;100 or more employed persons;350400;2014 2nd quarter;73.6;-10.8
892;100 or more employed persons;350400;2014 3rd quarter;62.9;-12.4
893;100 or more employed persons;350400;2014 4th quarter;88.5;-2.8
894;100 or more employed persons;350400;2014;71.6;-8.8
895;100 or more employed persons;350400;2015 1st quarter;68.5;11.3
896;100 or more employed persons;350400;2015 2nd quarter;78.9;7.2
897;100 or more employed persons;350400;2015 3rd quarter;72.0;14.4
898;100 or more employed persons;350400;2015 4th quarter;93.9;6.1
899;100 or more employed persons;350400;2015;78.3;9.3
900;100 or more employed persons;350400;2016 1st quarter;70.2;2.5
901;100 or more employed persons;350400;2016 2nd quarter;84.6;7.2
902;100 or more employed persons;350400;2016 3rd quarter;77.3;7.5
903;100 or more employed persons;350400;2016 4th quarter;102.9;9.5
904;100 or more employed persons;350400;2016;83.8;6.9
905;100 or more employed persons;350400;2017 1st quarter;80.9;15.1
906;100 or more employed persons;350400;2017 2nd quarter;96.9;14.6
907;100 or more employed persons;350400;2017 3rd quarter;85.8;10.9
908;100 or more employed persons;350400;2017 4th quarter;116.4;13.2
909;100 or more employed persons;350400;2017;95.0;13.4
910;100 or more employed persons;350600;2005 1st quarter;58.6;
911;100 or more employed persons;350600;2005 2nd quarter;87.7;
912;100 or more employed persons;350600;2005 3rd quarter;85.8;
913;100 or more employed persons;350600;2005 4th quarter;115.1;
914;100 or more employed persons;350600;2005;86.8;
915;100 or more employed persons;350600;2006 1st quarter;61.4;4.9
916;100 or more employed persons;350600;2006 2nd quarter;92.1;5.0
917;100 or more employed persons;350600;2006 3rd quarter;95.2;11.0
918;100 or more employed persons;350600;2006 4th quarter;130.4;13.3
919;100 or more employed persons;350600;2006;94.8;9.2
920;100 or more employed persons;350600;2007 1st quarter;70.1;14.1
921;100 or more employed persons;350600;2007 2nd quarter;91.7;-0.4
922;100 or more employed persons;350600;2007 3rd quarter;88.7;-6.8
923;100 or more employed persons;350600;2007 4th quarter;125.0;-4.1
924;100 or more employed persons;350600;2007;93.9;-1.0
925;100 or more employed persons;350600;2008 1st quarter;73.5;4.9
926;100 or more employed persons;350600;2008 2nd quarter;105.6;15.2
927;100 or more employed persons;350600;2008 3rd quarter;99.5;12.1
928;100 or more employed persons;350600;2008 4th quarter;128.8;3.0
929;100 or more employed persons;350600;2008;101.9;8.5
930;100 or more employed persons;350600;2009 1st quarter;81.8;11.3
931;100 or more employed persons;350600;2009 2nd quarter;107.0;1.3
932;100 or more employed persons;350600;2009 3rd quarter;105.6;6.1
933;100 or more employed persons;350600;2009 4th quarter;132.7;3.1
934;100 or more employed persons;350600;2009;106.8;4.8
935;100 or more employed persons;350600;2010 1st quarter;71.7;-12.4
936;100 or more employed persons;350600;2010 2nd quarter;102.7;-4.0
937;100 or more employed persons;350600;2010 3rd quarter;95.9;-9.1
938;100 or more employed persons;350600;2010 4th quarter;129.7;-2.3
939;100 or more employed persons;350600;2010;100.0;-6.3
940;100 or more employed persons;350600;2011 1st quarter;74.6;4.1
941;100 or more employed persons;350600;2011 2nd quarter;103.5;0.7
942;100 or more employed persons;350600;2011 3rd quarter;97.7;1.9
943;100 or more employed persons;350600;2011 4th quarter;132.7;2.3
944;100 or more employed persons;350600;2011;102.1;2.1
945;100 or more employed persons;350600;2012 1st quarter;77.1;3.4
946;100 or more employed persons;350600;2012 2nd quarter;111.9;8.1
947;100 or more employed persons;350600;2012 3rd quarter;103.8;6.2
948;100 or more employed persons;350600;2012 4th quarter;143.5;8.2
949;100 or more employed persons;350600;2012;109.1;6.8
950;100 or more employed persons;350600;2013 1st quarter;80.5;4.4
951;100 or more employed persons;350600;2013 2nd quarter;113.3;1.3
952;100 or more employed persons;350600;2013 3rd quarter;109.0;5.0
953;100 or more employed persons;350600;2013 4th quarter;132.7;-7.5
954;100 or more employed persons;350600;2013;108.9;-0.2
955;100 or more employed persons;350600;2014 1st quarter;80.0;-0.6
956;100 or more employed persons;350600;2014 2nd quarter;110.8;-2.2
957;100 or more employed persons;350600;2014 3rd quarter;106.3;-2.5
958;100 or more employed persons;350600;2014 4th quarter;147.6;11.3
959;100 or more employed persons;350600;2014;111.2;2.1
960;100 or more employed persons;350600;2015 1st quarter;77.5;-3.1
961;100 or more employed persons;350600;2015 2nd quarter;106.3;-4.0
962;100 or more employed persons;350600;2015 3rd quarter;116.2;9.3
963;100 or more employed persons;350600;2015 4th quarter;136.8;-7.4
964;100 or more employed persons;350600;2015;109.2;-1.8
965;100 or more employed persons;350600;2016 1st quarter;77.2;-0.4
966;100 or more employed persons;350600;2016 2nd quarter;101.4;-4.6
967;100 or more employed persons;350600;2016 3rd quarter;103.3;-11.1
968;100 or more employed persons;350600;2016 4th quarter;128.0;-6.4
969;100 or more employed persons;350600;2016;102.4;-6.2
970;100 or more employed persons;350600;2017 1st quarter;79.1;2.4
971;100 or more employed persons;350600;2017 2nd quarter;101.1;-0.2
972;100 or more employed persons;350600;2017 3rd quarter;102.8;-0.4
973;100 or more employed persons;350600;2017 4th quarter;130.8;2.2
974;100 or more employed persons;350600;2017;103.5;1.0
975;100 or more employed persons;351900;2005 1st quarter;73.2;
976;100 or more employed persons;351900;2005 2nd quarter;87.3;
977;100 or more employed persons;351900;2005 3rd quarter;82.2;
978;100 or more employed persons;351900;2005 4th quarter;98.2;
979;100 or more employed persons;351900;2005;85.2;
980;100 or more employed persons;351900;2006 1st quarter;75.9;3.7
981;100 or more employed persons;351900;2006 2nd quarter;85.3;-2.4
982;100 or more employed persons;351900;2006 3rd quarter;82.2;0.0
983;100 or more employed persons;351900;2006 4th quarter;98.0;-0.1
984;100 or more employed persons;351900;2006;85.4;0.1
985;100 or more employed persons;351900;2007 1st quarter;88.7;16.8
986;100 or more employed persons;351900;2007 2nd quarter;95.1;11.5
987;100 or more employed persons;351900;2007 3rd quarter;91.5;11.4
988;100 or more employed persons;351900;2007 4th quarter;114.6;16.9
989;100 or more employed persons;351900;2007;97.5;14.2
990;100 or more employed persons;351900;2008 1st quarter;95.9;8.2
991;100 or more employed persons;351900;2008 2nd quarter;111.8;17.6
992;100 or more employed persons;351900;2008 3rd quarter;104.3;14.0
993;100 or more employed persons;351900;2008 4th quarter;123.1;7.4
994;100 or more employed persons;351900;2008;108.8;11.6
995;100 or more employed persons;351900;2009 1st quarter;97.6;1.7
996;100 or more employed persons;351900;2009 2nd quarter;102.8;-8.0
997;100 or more employed persons;351900;2009 3rd quarter;93.2;-10.7
998;100 or more employed persons;351900;2009 4th quarter;106.8;-13.2
999;100 or more employed persons;351900;2009;100.1;-8.0
1000;100 or more employed persons;351900;2010 1st quarter;91.6;-6.1
1001;100 or more employed persons;351900;2010 2nd quarter;104.8;1.9
1002;100 or more employed persons;351900;2010 3rd quarter;95.3;2.3
1003;100 or more employed persons;351900;2010 4th quarter;108.3;1.4
1004;100 or more employed persons;351900;2010;100.0;-0.1
1005;100 or more employed persons;351900;2011 1st quarter;98.2;7.2
1006;100 or more employed persons;351900;2011 2nd quarter;110.1;5.1
1007;100 or more employed persons;351900;2011 3rd quarter;102.7;7.7
1008;100 or more employed persons;351900;2011 4th quarter;120.8;11.5
1009;100 or more employed persons;351900;2011;107.9;7.9
1010;100 or more employed persons;351900;2012 1st quarter;93.6;-4.7
1011;100 or more employed persons;351900;2012 2nd quarter;103.9;-5.6
1012;100 or more employed persons;351900;2012 3rd quarter;94.9;-7.5
1013;100 or more employed persons;351900;2012 4th quarter;113.8;-5.8
1014;100 or more employed persons;351900;2012;101.6;-5.9
1015;100 or more employed persons;351900;2013 1st quarter;86.1;-8.0
1016;100 or more employed persons;351900;2013 2nd quarter;99.0;-4.8
1017;100 or more employed persons;351900;2013 3rd quarter;93.5;-1.5
1018;100 or more employed persons;351900;2013 4th quarter;112.5;-1.1
1019;100 or more employed persons;351900;2013;97.8;-3.7
1020;100 or more employed persons;351900;2014 1st quarter;90.9;5.6
1021;100 or more employed persons;351900;2014 2nd quarter;98.0;-1.0
1022;100 or more employed persons;351900;2014 3rd quarter;95.1;1.7
1023;100 or more employed persons;351900;2014 4th quarter;112.8;0.2
1024;100 or more employed persons;351900;2014;99.2;1.4
1025;100 or more employed persons;351900;2015 1st quarter;93.1;2.5
1026;100 or more employed persons;351900;2015 2nd quarter;103.6;5.7
1027;100 or more employed persons;351900;2015 3rd quarter;98.3;3.4
1028;100 or more employed persons;351900;2015 4th quarter;114.9;1.9
1029;100 or more employed persons;351900;2015;102.5;3.3
1030;100 or more employed persons;351900;2016 1st quarter;103.2;10.8
1031;100 or more employed persons;351900;2016 2nd quarter;117.3;13.3
1032;100 or more employed persons;351900;2016 3rd quarter;112.3;14.2
1033;100 or more employed persons;351900;2016 4th quarter;122.3;6.5
1034;100 or more employed persons;351900;2016;113.8;11.1
1035;100 or more employed persons;351900;2017 1st quarter;101.3;-1.9
1036;100 or more employed persons;351900;2017 2nd quarter;110.6;-5.7
1037;100 or more employed persons;351900;2017 3rd quarter;104.5;-6.9
1038;100 or more employed persons;351900;2017 4th quarter;126.3;3.3
1039;100 or more employed persons;351900;2017;110.7;-2.7
