ID;KenmerkenPersonen;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MandenGeleden_3;MeerDan12MaandenGeleden_4;NooitGoederenBesteldOfGekocht_5;LevensmiddelenCosmeticaEnSchoonmaak_6;Medicijnen_7;KledingOfSportArtikelen_8;DigitaleStudieOfLeermaterialen_9;FilmMuziek_10;BoekenTijdschriftenEnKranten_11;TelecommunicatiedienstenAbonn_12;SoftHardwareEnElektronischeBenodig_13;HuishoudelijkeGoederenEnApparaten_14;ReizenEnAccommodaties_15;FinancieleProductenOfDiensten_16;KaartjesVoorEvenementen_17;AndereAankopen_18;Films_19;Muziek_20;BoekenTijdschriftenEtcEnStudieOf_21;ComputerSoftwareEnSpellenUpgrades_22;Nederland_23;AndereEULanden_24;AndereLandenVanDeWereld_25;OnbekendLand_26;k_1Of2Keer_27;k_35Keer_28;k_610Keer_29;MeerDan10Keer_30;WeetNiet_31;MinderDan50Euro_32;k_50Tot100Euro_33;k_100Tot500Euro_34;k_500Tot1000Euro_35;k_1000EuroOfMeer_36;WeetNiet_37
682;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2014;82.5;67.2;8.3;2.5;6.2;16.6;3.9;54.7;10.5;19.9;38.4;18.1;13.7;29.8;53.2;4.9;40.4;27.1;5.8;8.3;9.7;7.4;74.0;18.5;8.9;0.1;;;;;;;;;;;
683;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2015;81.1;66.1;7.7;2.6;5.9;14.8;4.7;54.2;9.0;15.3;30.5;19.0;20.0;29.4;48.8;5.3;42.7;27.2;4.2;6.4;9.9;6.5;71.7;16.6;9.1;1.1;25.3;23.8;6.8;3.2;;6.5;15.2;25.5;6.4;2.5;0.7
684;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2016;87.6;71.2;10.1;1.8;3.6;24.6;7.6;64.0;10.1;15.0;37.4;20.4;24.2;38.1;62.3;;52.1;32.5;4.4;6.0;11.4;8.5;81.3;22.2;13.4;0.5;22.0;22.4;12.6;6.4;;6.4;14.9;30.2;5.8;3.2;1.2
685;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2017;88.5;76.3;8.0;0.6;3.3;33.8;7.5;68.3;10.7;17.1;35.9;24.6;27.3;40.3;63.3;37.4;60.0;33.6;6.0;5.9;11.7;16.4;81.6;26.3;19.5;1.5;23.2;26.8;11.3;7.6;;6.3;17.7;30.2;6.6;4.6;1.5
686;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2018;89.9;76.1;7.7;1.9;2.0;19.3;10.2;68.8;16.0;14.6;36.7;23.6;18.0;45.6;64.2;37.5;57.8;33.6;;;;;81.6;29.6;22.6;3.7;17.7;28.6;11.9;10.3;;4.8;14.9;30.7;9.0;5.0;2.2
687;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2019;91.7;77.0;8.5;2.0;2.6;42.2;10.1;70.2;12.6;17.0;38.8;24.0;26.1;46.9;65.9;38.2;60.7;35.9;;;;;83.8;31.9;26.6;3.6;17.3;28.7;12.2;11.1;;5.0;14.7;31.7;7.4;4.3;4.4
688;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2012;83.4;64.0;18.8;5.7;14.6;13.1;3.8;48.4;7.5;22.2;36.0;15.4;14.8;25.2;50.8;7.5;36.7;23.3;4.6;6.1;7.3;11.4;76.2;13.5;9.9;;;;;;;10.7;20.1;27.2;6.3;3.9;2.2
689;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2013;86.1;66.8;18.4;6.3;11.6;15.7;7.0;57.6;13.8;25.6;42.4;23.6;22.5;27.2;55.9;10.3;47.7;34.1;7.8;11.2;13.9;18.6;77.8;21.5;12.7;2.4;;;;;;10.3;17.1;30.8;8.3;5.7;1.8
690;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2014;88.2;74.3;13.1;5.3;10.6;23.1;7.4;62.4;16.2;26.7;46.0;24.6;19.5;37.2;60.9;8.9;48.2;34.4;10.2;13.2;14.8;12.1;80.7;24.9;13.9;1.6;;;;;;;;;;;
691;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2015;86.5;73.0;12.2;5.9;9.9;20.3;8.3;61.5;13.8;21.1;37.5;25.2;26.3;36.4;56.3;9.2;50.1;34.1;7.9;10.6;14.6;10.6;78.2;22.6;13.9;3.3;32.1;30.5;10.8;6.3;;10.7;21.1;32.1;10.6;5.2;2.7
692;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2016;91.6;77.2;14.7;4.2;6.6;31.0;11.8;70.5;14.9;20.6;44.3;26.3;30.6;45.0;69.0;;59.1;39.2;8.1;10.1;16.4;13.0;86.3;28.4;18.7;2.2;28.1;28.4;17.7;10.4;;10.4;20.3;36.9;9.6;6.2;3.2
693;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2017;92.6;81.9;12.1;2.2;6.2;40.3;11.3;74.5;15.1;22.3;42.4;30.5;33.5;47.0;69.7;44.0;66.5;40.1;9.6;9.4;16.3;21.6;86.6;32.4;25.3;3.7;29.1;32.9;15.8;11.5;;10.0;23.2;36.5;10.3;7.7;3.7
694;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2018;93.6;81.7;11.9;4.2;4.3;24.9;14.6;74.9;21.5;19.7;43.3;29.6;23.4;52.4;70.7;44.2;64.4;40.2;;;;;86.7;36.0;28.6;6.9;23.1;34.8;16.5;14.9;;8.2;20.1;37.1;13.3;8.1;4.4
695;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2019;95.0;82.3;12.5;4.5;5.0;48.7;14.4;76.0;17.4;22.2;45.2;29.9;32.1;53.5;72.0;44.7;67.0;42.3;;;;;88.5;38.2;32.6;6.5;22.4;34.8;16.9;15.8;;8.2;19.6;37.9;11.1;7.2;7.8
696;Arbeidsduur: voltijd;Waarde;2012;78.2;61.1;11.5;5.6;13.2;9.5;3.4;37.0;4.9;20.6;28.5;15.6;21.5;22.7;47.1;6.0;36.8;27.4;4.7;7.3;7.4;14.6;67.9;18.5;11.3;;;;;;;6.9;12.5;27.4;6.1;4.9;0.9
697;Arbeidsduur: voltijd;Waarde;2013;84.0;65.7;13.1;5.2;8.2;12.1;4.9;45.1;9.7;24.8;35.2;22.4;26.5;27.0;55.0;9.5;44.1;37.6;7.0;9.8;11.0;19.0;75.8;20.5;13.2;0.5;;;;;;5.2;13.1;30.0;8.2;6.3;0.8
698;Arbeidsduur: voltijd;Waarde;2014;64.2;48.0;10.8;5.3;19.4;11.7;4.3;34.6;8.4;16.5;25.7;20.4;18.9;21.8;37.4;5.7;30.9;25.7;6.8;8.2;9.4;9.9;54.7;17.8;12.3;1.3;;;;;;;;;;;
699;Arbeidsduur: voltijd;Waarde;2015;83.7;67.5;12.1;4.0;8.6;20.7;6.7;53.1;11.2;23.2;36.9;26.8;37.5;35.5;57.0;10.3;47.8;43.7;10.8;13.7;16.3;17.7;75.2;28.2;20.0;2.0;24.9;25.0;11.1;6.2;;6.7;14.6;29.1;8.7;6.4;1.9
700;Arbeidsduur: voltijd;Waarde;2016;86.5;71.7;10.6;4.2;7.5;24.8;7.2;58.1;11.4;21.9;36.0;26.7;36.3;40.3;59.7;;51.9;41.9;10.3;11.8;13.5;17.5;78.1;32.2;22.0;2.3;23.1;27.2;11.9;9.2;;6.0;13.9;30.6;9.7;8.1;3.4
701;Arbeidsduur: voltijd;Waarde;2017;89.7;76.5;9.9;3.2;6.1;32.1;10.1;63.2;14.8;24.8;36.4;28.8;41.6;48.2;63.9;46.6;58.0;45.9;12.3;14.3;12.9;27.6;82.4;33.6;27.8;2.2;23.6;28.8;13.5;10.5;;5.8;15.9;32.0;11.6;8.4;2.6
702;Arbeidsduur: voltijd;Waarde;2018;90.0;78.7;7.7;3.6;5.0;22.0;12.3;68.0;18.5;23.8;39.1;32.3;34.4;51.4;67.6;48.6;61.5;48.2;;;;;82.5;42.2;31.7;5.1;19.8;31.1;13.3;14.5;;6.2;13.2;33.7;11.3;9.9;4.3
703;Arbeidsduur: voltijd;Waarde;2019;90.9;77.5;10.3;3.2;5.1;40.5;9.3;66.9;16.5;24.5;38.4;33.4;42.1;51.9;69.3;51.1;60.6;47.6;;;;;84.4;40.3;34.0;5.9;21.4;28.3;13.8;13.9;;7.0;14.3;30.9;11.5;9.5;4.1
704;Arbeidsduur: voltijd;Ondergrens 95%-interval;2012;75.9;58.3;9.6;4.1;11.3;7.6;2.3;34.1;3.6;18.1;25.7;13.4;19.0;20.2;44.1;4.6;33.9;24.7;3.3;5.6;5.8;12.4;65.2;16.1;9.4;;;;;;;5.4;10.5;24.7;4.8;3.6;0.3
705;Arbeidsduur: voltijd;Ondergrens 95%-interval;2013;81.8;62.8;11.0;3.8;6.6;10.1;3.5;42.0;7.8;22.1;32.2;19.9;23.8;24.2;52.0;7.5;41.1;34.6;5.4;7.9;9.0;16.5;73.2;18.0;11.1;0.1;;;;;;3.8;11.0;27.2;6.6;4.8;0.3
706;Arbeidsduur: voltijd;Ondergrens 95%-interval;2014;62.4;46.1;9.7;4.4;17.9;10.5;3.6;32.8;7.3;15.1;24.1;18.8;17.4;20.3;35.6;4.8;29.1;24.1;5.8;7.1;8.3;8.8;52.9;16.4;11.0;0.9;;;;;;;;;;;
707;Arbeidsduur: voltijd;Ondergrens 95%-interval;2015;81.6;64.8;10.3;2.9;7.0;18.4;5.3;50.2;9.4;20.8;34.2;24.3;34.8;32.8;54.3;8.5;45.0;40.9;9.0;11.8;14.3;15.6;72.8;25.7;17.6;1.1;22.4;22.5;9.3;4.9;;5.4;12.6;26.5;7.2;5.0;1.1
708;Arbeidsduur: voltijd;Ondergrens 95%-interval;2016;84.7;69.3;9.0;3.1;6.1;22.5;5.8;55.5;9.7;19.8;33.5;24.3;33.8;37.7;57.1;;49.3;39.3;8.7;10.1;11.7;15.6;76.0;29.8;19.8;1.5;20.9;24.9;10.2;7.7;;4.7;12.1;28.1;8.1;6.7;2.5
709;Arbeidsduur: voltijd;Ondergrens 95%-interval;2017;88.0;74.3;8.4;2.3;4.8;29.7;8.6;60.7;13.0;22.6;33.9;26.5;39.1;45.6;61.5;44.0;55.4;43.3;10.6;12.5;11.2;25.3;80.4;31.2;25.5;1.4;21.4;26.5;11.7;8.9;;4.6;14.0;29.7;10.0;7.0;1.8
710;Arbeidsduur: voltijd;Ondergrens 95%-interval;2018;88.5;76.6;6.3;2.7;3.9;19.9;10.7;65.6;16.6;21.6;36.6;29.9;32.0;48.8;65.2;46.1;59.0;45.7;;;;;80.5;39.7;29.3;3.9;17.8;28.7;11.6;12.7;;5.0;11.5;31.2;9.7;8.4;3.3
711;Arbeidsduur: voltijd;Ondergrens 95%-interval;2019;89.5;75.4;8.8;2.3;4.0;38.1;7.9;64.7;14.6;22.5;36.1;31.1;39.7;49.5;67.1;48.7;58.3;45.2;;;;;82.6;37.9;31.7;4.7;19.4;26.1;12.2;12.2;;5.8;12.7;28.7;10.0;8.1;3.2
712;Arbeidsduur: voltijd;Bovengrens 95%-interval;2012;80.6;64.0;13.4;7.0;15.1;11.3;4.5;39.9;6.1;23.1;31.2;17.8;24.0;25.2;50.1;7.5;39.7;30.0;6.1;8.9;9.0;16.7;70.7;21.0;13.3;;;;;;;8.5;14.5;30.1;7.5;6.1;1.4
713;Arbeidsduur: voltijd;Bovengrens 95%-interval;2013;86.1;68.6;15.1;6.6;9.7;14.1;6.2;48.2;11.6;27.5;38.2;25.0;29.2;29.8;58.1;11.4;47.2;40.6;8.6;11.6;12.9;21.4;78.4;23.1;15.3;0.9;;;;;;6.7;15.2;32.9;9.8;7.8;1.3
714;Arbeidsduur: voltijd;Bovengrens 95%-interval;2014;65.9;49.9;12.0;6.2;20.9;13.0;5.1;36.4;9.4;17.9;27.3;21.9;20.3;23.4;39.2;6.6;32.6;27.4;7.8;9.3;10.4;11.0;56.6;19.3;13.6;1.8;;;;;;;;;;;
715;Arbeidsduur: voltijd;Bovengrens 95%-interval;2015;85.7;70.1;14.0;5.2;10.1;23.1;8.0;55.9;13.1;25.5;39.6;29.3;40.3;38.2;59.8;12.0;50.7;46.5;12.5;15.6;18.4;19.8;77.6;30.8;22.3;2.8;27.3;27.5;12.8;7.5;;8.1;16.7;31.6;10.3;7.7;2.8
716;Arbeidsduur: voltijd;Bovengrens 95%-interval;2016;88.3;74.0;12.2;5.3;8.9;27.2;8.5;60.6;13.1;24.1;38.5;29.0;38.9;42.8;62.3;;54.5;44.5;11.9;13.6;15.3;19.5;80.3;34.7;24.3;3.1;25.4;29.6;13.6;10.7;;7.3;15.7;33.0;11.2;9.5;4.3
717;Arbeidsduur: voltijd;Bovengrens 95%-interval;2017;91.3;78.7;11.5;4.2;7.4;34.5;11.7;65.7;16.7;27.1;38.9;31.2;44.2;50.7;66.4;49.1;60.5;48.4;14.1;16.1;14.7;29.9;84.4;36.0;30.2;2.9;25.8;31.1;15.2;12.1;;7.0;17.8;34.4;13.3;9.8;3.4
718;Arbeidsduur: voltijd;Bovengrens 95%-interval;2018;91.6;80.8;9.1;4.6;6.1;24.1;14.0;70.4;20.5;26.0;41.6;34.7;36.8;54.0;70.0;51.2;64.0;50.8;;;;;84.5;44.7;34.0;6.2;21.8;33.4;15.0;16.3;;7.4;15.0;36.1;12.9;11.4;5.4
719;Arbeidsduur: voltijd;Bovengrens 95%-interval;2019;92.4;79.5;11.7;4.1;6.2;42.9;10.6;69.2;18.3;26.6;40.7;35.7;44.4;54.3;71.5;53.5;63.0;50.0;;;;;86.2;42.7;36.2;7.0;23.3;30.4;15.5;15.6;;8.3;16.0;33.1;13.1;10.9;5.1
720;Arb.pos.: Werkzame beroepsbevolking;Waarde;2012;78.9;59.6;13.8;5.5;12.7;10.0;3.1;40.9;6.4;19.2;29.7;15.5;17.5;21.1;45.3;6.0;34.7;24.3;4.3;6.1;7.0;12.4;69.1;15.8;9.4;;;;;;;7.8;14.6;25.1;5.4;3.5;1.0
721;Arb.pos.: Werkzame beroepsbevolking;Waarde;2013;82.8;63.1;14.4;5.2;9.5;11.7;4.8;48.7;11.2;22.7;34.9;21.2;21.4;23.2;51.1;8.4;42.4;34.0;6.3;8.7;10.4;16.1;73.9;18.0;11.4;0.9;;;;;;6.8;14.2;27.6;6.9;4.8;0.9
722;Arb.pos.: Werkzame beroepsbevolking;Waarde;2014;83.8;67.3;12.0;4.5;9.7;16.5;4.9;52.1;13.3;23.6;37.3;24.9;22.8;30.9;54.8;8.2;46.3;34.1;9.2;11.8;12.8;12.2;74.9;24.6;16.5;1.5;;;;;;;;;;;
723;Arb.pos.: Werkzame beroepsbevolking;Waarde;2015;83.6;67.0;12.3;4.4;8.4;18.6;6.4;54.9;12.8;20.2;35.2;24.6;30.8;32.2;52.9;8.2;46.5;37.5;8.7;11.2;14.5;13.5;74.5;24.3;17.1;2.2;26.7;25.0;9.6;5.5;;8.0;16.7;27.7;7.8;5.0;1.8
724;Arb.pos.: Werkzame beroepsbevolking;Waarde;2016;87.1;71.5;11.3;4.3;7.2;24.1;7.6;60.5;12.9;19.9;37.4;25.2;32.5;37.6;59.1;;52.1;39.2;8.6;10.2;13.2;15.0;79.1;29.4;19.8;1.9;25.1;26.1;12.0;8.2;0.2;8.1;15.4;30.7;8.2;6.2;2.8
725;Arb.pos.: Werkzame beroepsbevolking;Waarde;2017;89.5;76.3;10.5;2.7;6.0;33.3;9.6;65.6;15.5;21.6;36.9;28.4;36.4;43.7;62.0;42.7;58.9;42.5;10.2;11.4;12.3;24.2;82.5;31.7;26.4;2.6;25.0;28.9;13.4;9.0;;7.7;17.7;31.9;9.7;6.7;2.5
726;Arb.pos.: Werkzame beroepsbevolking;Waarde;2018;90.5;78.1;9.1;3.3;4.6;20.8;11.4;69.2;20.2;20.3;38.4;30.2;28.2;47.6;65.3;44.0;60.7;43.6;;;;;82.7;38.7;29.1;5.3;20.6;31.0;13.5;12.9;;7.2;16.0;32.5;10.5;7.9;3.9
727;Arb.pos.: Werkzame beroepsbevolking;Waarde;2019;91.3;76.7;11.2;3.4;4.9;39.9;10.5;68.2;17.7;22.2;38.5;30.0;37.0;47.0;66.4;45.6;60.7;44.2;;;;;83.7;37.3;31.9;6.2;21.7;28.7;13.8;12.5;;7.8;15.7;32.0;9.7;7.3;4.2
728;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2012;77.3;57.6;12.4;4.5;11.4;8.7;2.4;38.9;5.3;17.5;27.7;14.0;15.9;19.4;43.3;4.9;32.7;22.5;3.4;5.0;5.9;10.9;67.3;14.2;8.2;;;;;;;6.6;13.1;23.3;4.5;2.7;0.5
729;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2013;81.2;61.1;12.9;4.3;8.4;10.3;3.9;46.6;9.8;20.8;32.8;19.5;19.6;21.3;49.0;7.1;40.3;32.0;5.2;7.4;9.1;14.5;72.1;16.3;10.0;0.5;;;;;;5.7;12.7;25.7;5.9;3.9;0.5
730;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2014;82.2;65.3;10.6;3.7;8.4;14.9;4.1;50.1;11.9;21.8;35.3;23.1;21.1;29.0;52.7;7.0;44.2;32.2;8.0;10.5;11.4;10.9;73.0;22.8;14.9;1.0;;;;;;;;;;;
731;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2015;82.2;65.1;11.0;3.5;7.2;17.0;5.4;52.9;11.4;18.6;33.3;22.8;29.0;30.3;50.9;7.1;44.4;35.5;7.5;9.9;13.0;12.1;72.7;22.5;15.5;1.6;24.9;23.2;8.4;4.6;;6.9;15.1;25.9;6.7;4.1;1.2
732;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2016;85.8;69.8;10.1;3.5;6.2;22.5;6.6;58.6;11.6;18.3;35.6;23.5;30.7;35.7;57.2;;50.2;37.3;7.5;9.0;11.9;13.6;77.6;27.6;18.2;1.4;23.4;24.5;10.8;7.1;0.0;7.0;14.1;28.9;7.2;5.3;2.2
733;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2017;88.3;74.7;9.4;2.1;5.1;31.5;8.5;63.8;14.2;20.1;35.2;26.8;34.6;41.8;60.2;40.9;57.1;40.6;9.1;10.2;11.0;22.6;81.0;30.0;24.7;2.0;23.4;27.3;12.1;7.9;;6.7;16.3;30.1;8.6;5.8;2.0
734;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2018;89.4;76.5;8.0;2.7;3.8;19.3;10.2;67.5;18.6;18.8;36.6;28.5;26.6;45.8;63.5;42.1;58.8;41.7;;;;;81.3;36.9;27.4;4.4;19.1;29.3;12.3;11.6;;6.2;14.6;30.7;9.4;7.0;3.2
735;Arb.pos.: Werkzame beroepsbevolking;Ondergrens 95%-interval;2019;90.3;75.2;10.0;2.7;4.1;38.2;9.5;66.5;16.3;20.7;36.8;28.4;35.3;45.3;64.8;43.8;59.0;42.5;;;;;82.4;35.5;30.3;5.4;20.3;27.1;12.6;11.3;;6.8;14.5;30.4;8.7;6.4;3.5
736;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2012;80.5;61.6;15.3;6.4;14.0;11.3;3.8;43.0;7.4;20.9;31.6;17.0;19.2;22.8;47.4;7.1;36.7;26.1;5.2;7.1;8.0;13.8;71.0;17.4;10.7;;;;;;;8.9;16.1;26.9;6.3;4.3;1.4
737;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2013;84.3;65.2;15.9;6.2;10.7;13.1;5.7;50.9;12.6;24.5;37.0;23.0;23.1;25.1;53.2;9.7;44.5;36.1;7.4;10.0;11.7;17.7;75.7;19.7;12.8;1.3;;;;;;7.9;15.7;29.5;8.0;5.8;1.3
738;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2014;85.4;69.3;13.4;5.4;11.0;18.1;5.8;54.2;14.8;25.4;39.3;26.7;24.5;32.8;56.9;9.4;48.4;36.1;10.5;13.2;14.2;13.6;76.7;26.4;18.1;2.0;;;;;;;;;;;
739;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2015;85.1;68.9;13.6;5.2;9.5;20.2;7.4;57.0;14.2;21.8;37.2;26.3;32.7;34.2;54.9;9.3;48.5;39.5;9.9;12.5;15.9;14.9;76.2;26.0;18.7;2.9;28.5;26.8;10.7;6.4;;9.1;18.2;29.5;8.9;5.9;2.4
740;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2016;88.4;73.3;12.5;5.1;8.3;25.8;8.7;62.3;14.2;21.4;39.3;26.8;34.3;39.4;61.0;;54.0;41.0;9.7;11.3;14.5;16.3;80.7;31.2;21.4;2.5;26.7;27.8;13.2;9.2;0.3;9.2;16.8;32.4;9.3;7.1;3.4
741;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2017;90.7;77.9;11.7;3.3;6.9;35.0;10.6;67.4;16.9;23.2;38.7;30.1;38.2;45.5;63.8;44.5;60.7;44.3;11.4;12.6;13.5;25.8;83.9;33.4;28.0;3.2;26.6;30.6;14.6;10.0;;8.7;19.2;33.6;10.8;7.6;3.1
742;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2018;91.6;79.6;10.2;4.0;5.3;22.3;12.6;71.0;21.7;21.8;40.2;31.9;29.9;49.5;67.1;45.8;62.5;45.5;;;;;84.2;40.5;30.8;6.2;22.1;32.7;14.8;14.1;;8.2;17.4;34.2;11.7;8.9;4.6
743;Arb.pos.: Werkzame beroepsbevolking;Bovengrens 95%-interval;2019;92.3;78.2;12.3;4.1;5.6;41.6;11.6;69.8;19.1;23.7;40.2;31.7;38.7;48.8;68.1;47.3;62.5;46.0;;;;;85.0;39.0;33.6;7.1;23.1;30.3;15.0;13.7;;8.7;17.0;33.7;10.8;8.2;4.9
744;Arb.pos.: Niet-werkzame bevolking;Waarde;2012;41.4;26.2;9.9;5.3;29.6;3.2;1.8;16.3;2.3;7.5;12.6;6.6;5.6;7.6;16.7;1.6;11.4;10.8;1.4;1.8;2.8;3.6;32.6;5.7;4.3;;;;;;;5.5;7.7;8.4;1.7;1.2;0.4
745;Arb.pos.: Niet-werkzame bevolking;Waarde;2013;44.9;29.0;10.3;5.5;29.8;5.4;3.0;17.8;4.1;9.1;15.8;8.7;9.1;10.4;18.3;3.1;13.7;14.3;1.6;3.4;4.1;7.3;37.1;7.1;4.7;0.5;;;;;;4.9;7.9;10.8;2.1;1.4;0.6
746;Arb.pos.: Niet-werkzame bevolking;Waarde;2014;49.4;32.8;10.8;5.8;26.6;8.4;3.7;23.8;5.7;9.5;16.6;15.0;11.9;12.3;22.4;2.6;18.0;18.0;3.8;4.0;5.4;6.4;40.0;10.5;6.6;0.9;;;;;;;;;;;
747;Arb.pos.: Niet-werkzame bevolking;Waarde;2015;50.0;34.9;10.1;4.9;25.7;8.9;3.7;24.1;5.7;7.2;18.0;13.2;16.0;11.7;20.8;3.2;16.9;17.5;3.0;3.4;6.2;5.7;40.3;11.7;7.0;0.9;19.4;11.7;2.5;1.2;;9.6;10.2;10.9;2.3;1.0;0.9
748;Arb.pos.: Niet-werkzame bevolking;Waarde;2016;52.9;36.1;10.9;5.9;24.1;10.3;5.6;29.5;5.2;7.3;16.8;12.8;16.7;15.5;22.2;;17.9;18.8;3.0;3.3;5.5;5.9;42.5;11.9;9.5;1.4;19.4;11.9;3.4;1.3;;8.7;11.2;11.7;2.1;1.0;1.3
749;Arb.pos.: Niet-werkzame bevolking;Waarde;2017;54.8;38.7;11.4;4.8;25.5;14.3;6.2;29.9;6.9;7.8;17.5;14.8;16.8;20.6;24.1;19.2;22.2;20.4;3.1;3.7;7.6;11.7;46.2;12.7;11.3;0.8;18.0;14.0;4.5;2.1;;8.7;9.7;14.3;2.7;1.7;1.6
750;Arb.pos.: Niet-werkzame bevolking;Waarde;2018;58.8;42.5;11.7;4.6;21.5;8.6;7.9;35.0;9.0;8.5;18.7;16.0;13.5;23.6;26.6;17.4;23.7;20.9;;;;;47.8;16.6;14.3;2.1;20.3;14.5;4.9;2.9;;10.6;11.0;14.7;2.1;2.5;1.6
751;Arb.pos.: Niet-werkzame bevolking;Waarde;2019;60.0;43.1;11.8;5.1;20.5;17.3;7.0;33.5;7.1;8.8;18.5;16.4;19.1;22.0;27.1;20.4;25.7;22.8;;;;;49.6;17.1;14.1;3.4;20.4;14.7;4.5;3.5;;9.4;11.8;15.2;3.0;1.5;2.2
752;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2012;39.1;24.1;8.5;4.2;27.5;2.3;1.2;14.5;1.5;6.2;11.0;5.4;4.5;6.3;14.9;1.0;9.9;9.3;0.8;1.1;2.0;2.7;30.3;4.5;3.3;;;;;;;4.4;6.4;7.1;1.1;0.6;0.1
753;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2013;42.5;26.9;8.8;4.4;27.7;4.2;2.1;15.9;3.0;7.7;14.0;7.3;7.7;8.8;16.4;2.2;12.0;12.6;0.9;2.4;3.2;5.9;34.8;5.8;3.6;0.2;;;;;;3.9;6.6;9.2;1.3;0.8;0.2
754;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2014;47.0;30.6;9.3;4.5;24.5;7.0;2.8;21.7;4.5;8.0;14.8;13.3;10.2;10.7;20.4;1.8;16.1;16.0;2.7;3.0;4.2;5.1;37.7;9.0;5.3;0.4;;;;;;;;;;;
755;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2015;47.6;32.7;8.7;3.9;23.6;7.5;2.9;22.1;4.5;6.0;16.2;11.6;14.2;10.2;18.9;2.4;15.1;15.6;2.1;2.5;5.0;4.6;38.0;10.1;5.7;0.5;17.6;10.1;1.8;0.7;;8.2;8.8;9.5;1.5;0.6;0.4
756;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2016;50.5;33.8;9.4;4.7;22.1;8.8;4.5;27.3;4.1;6.0;15.0;11.1;14.8;13.7;20.2;;16.1;16.9;2.1;2.3;4.4;4.7;40.1;10.3;8.0;0.8;17.5;10.3;2.6;0.7;;7.3;9.7;10.2;1.4;0.6;0.8
757;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2017;52.4;36.3;9.8;3.7;23.3;12.6;5.1;27.7;5.6;6.5;15.7;13.1;15.0;18.7;22.0;17.3;20.2;18.4;2.2;2.8;6.3;10.2;43.7;11.1;9.7;0.4;16.2;12.4;3.5;1.4;;7.3;8.3;12.7;2.0;1.0;1.1
758;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2018;56.4;40.2;10.2;3.6;19.5;7.2;6.6;32.7;7.6;7.2;16.8;14.2;11.8;21.6;24.6;15.6;21.7;18.9;;;;;45.3;14.8;12.6;1.4;18.4;12.8;3.8;2.1;;9.1;9.6;13.0;1.5;1.8;1.0
759;Arb.pos.: Niet-werkzame bevolking;Ondergrens 95%-interval;2019;57.7;40.8;10.3;4.1;18.7;15.5;5.9;31.3;5.8;7.5;16.7;14.7;17.3;20.1;25.1;18.5;23.7;20.9;;;;;47.3;15.4;12.5;2.5;18.5;13.1;3.6;2.6;;8.0;10.3;13.6;2.2;1.0;1.6
760;Arb.pos.: Niet-werkzame bevolking;Bovengrens 95%-interval;2012;43.8;28.3;11.3;6.4;31.7;4.0;2.4;18.1;3.0;8.8;14.2;7.8;6.8;8.9;18.5;2.2;12.9;12.3;2.1;2.4;3.6;4.4;34.8;6.9;5.4;;;;;;;6.7;9.0;9.8;2.3;1.7;0.6
