ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;Migratieachtergrond;LandVanBestemming;Perioden;Emigranten_1
5414;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2002;0.0
5415;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2003;0.0
5416;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2004;0.0
5417;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2005;0.0
5418;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2006;0.0
5419;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2007;0.0
5420;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2008;0.0
5421;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2009;0.0
5422;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2010;0.0
5423;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Polen;2011;0.0
5424;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2000;0.0
5425;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2001;0.0
5426;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2002;0.0
5427;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2003;0.0
5428;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2004;0.0
5429;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2005;0.0
5430;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2006;0.0
5431;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2007;0.0
5432;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2008;0.0
5433;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2009;0.0
5434;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2010;0.0
5435;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Portugal;2011;0.0
5436;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2000;0.0
5437;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2001;0.0
5438;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2002;0.0
5439;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2003;0.0
5440;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2004;0.0
5441;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2005;0.0
5442;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2006;0.0
5443;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2007;0.0
5444;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2008;0.0
5445;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2009;0.0
5446;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2010;0.0
5447;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Spanje;2011;0.0
5448;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2000;0.0
5449;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2001;0.0
5450;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2002;0.0
5451;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2003;0.0
5452;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2004;0.0
5453;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2005;0.0
5454;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2006;0.0
5455;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2007;0.0
5456;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2008;0.0
5457;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2009;0.0
5458;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2010;0.0
5459;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Suriname;2011;0.0
5460;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2000;0.0
5461;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2001;0.0
5462;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2002;0.0
5463;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2003;0.0
5464;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2004;0.0
5465;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2005;0.0
5466;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2006;0.0
5467;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2007;0.0
5468;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2008;0.0
5469;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2009;0.0
5470;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2010;0.0
5471;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Turkije;2011;0.0
5472;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2000;0.0
5473;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2001;0.0
5474;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2002;0.0
5475;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2003;0.0
5476;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2004;0.0
5477;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2005;0.0
5478;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2006;0.0
5479;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2007;0.0
5480;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2008;0.0
5481;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2009;0.0
5482;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2010;0.0
5483;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigd Koninkrijk;2011;0.0
5484;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2000;0.0
5485;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2001;0.0
5486;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2002;0.0
5487;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2003;0.0
5488;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2004;0.0
5489;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2005;0.0
5490;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2006;0.0
5491;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2007;0.0
5492;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2008;0.0
5493;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2009;0.0
5494;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2010;0.0
5495;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Verenigde Staten van Amerika;2011;0.0
5496;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2000;0.2
5497;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2001;0.2
5498;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2002;0.3
5499;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2003;0.3
5500;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2004;0.4
5501;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2005;0.3
5502;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2006;0.4
5503;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2007;0.3
5504;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2008;0.4
5505;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2009;0.4
5506;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2010;0.4
5507;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Griekenland;Onbekend;2011;0.3
5508;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2000;0.5
5509;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2001;0.5
5510;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2002;0.6
5511;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2003;0.5
5512;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2004;0.6
5513;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2005;0.7
5514;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2006;1.1
5515;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2007;1.7
5516;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2008;2.0
5517;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2009;2.5
5518;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2010;2.5
5519;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal landen;2011;2.6
5520;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2000;0.1
5521;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2001;0.1
5522;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2002;0.1
5523;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2003;0.1
5524;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2004;0.1
5525;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2005;0.2
5526;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2006;0.2
5527;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2007;0.3
5528;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2008;0.2
5529;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2009;0.3
5530;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2010;0.3
5531;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal westerse landen;2011;0.3
5532;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2000;0.2
5533;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2001;0.2
5534;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2002;0.2
5535;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2003;0.2
5536;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2004;0.2
5537;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2005;0.3
5538;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2006;0.5
5539;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2007;1.0
5540;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2008;1.3
5541;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2009;1.8
5542;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2010;1.8
5543;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Totaal niet-westerse landen;2011;1.9
5544;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2000;0.0
5545;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2001;0.0
5546;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2002;0.0
5547;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2003;0.0
5548;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2004;0.0
5549;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2005;0.0
5550;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2006;0.0
5551;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2007;0.0
5552;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2008;0.0
5553;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2009;0.0
5554;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2010;0.0
5555;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Afrika;2011;0.0
5556;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2000;0.1
5557;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2001;0.1
5558;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2002;0.0
5559;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2003;0.0
5560;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2004;0.0
5561;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2005;0.0
5562;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2006;0.1
5563;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2007;0.1
5564;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2008;0.1
5565;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2009;0.1
5566;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2010;0.1
5567;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Amerika;2011;0.1
5568;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2000;0.2
5569;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2001;0.2
5570;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2002;0.2
5571;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2003;0.2
5572;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2004;0.2
5573;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2005;0.3
5574;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2006;0.5
5575;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2007;1.0
5576;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2008;1.3
5577;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2009;1.8
5578;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2010;1.8
5579;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Azië;2011;1.9
5580;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2000;0.0
5581;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2001;0.0
5582;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2002;0.0
5583;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2003;0.0
5584;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2004;0.0
5585;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2005;0.0
5586;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2006;0.0
5587;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2007;0.0
5588;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2008;0.0
5589;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2009;0.0
5590;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2010;0.0
5591;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Oceanië;2011;0.0
5592;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2000;0.1
5593;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2001;0.1
5594;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2002;0.1
5595;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2003;0.1
5596;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2004;0.1
5597;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2005;0.1
5598;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2006;0.2
5599;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2007;0.2
5600;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2008;0.2
5601;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2009;0.2
5602;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2010;0.2
5603;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europa (exclusief Nederland);2011;0.3
5604;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2000;0.1
5605;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2001;0.1
5606;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2002;0.1
5607;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2003;0.1
5608;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2004;0.1
5609;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2005;0.1
5610;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2006;0.2
5611;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2007;0.2
5612;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2008;0.2
5613;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2009;0.2
5614;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2010;0.2
5615;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Europese Unie (exclusief Nederland);2011;0.2
5616;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2000;0.0
5617;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2001;0.0
5618;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2002;0.0
5619;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2003;0.0
5620;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2004;0.0
5621;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2005;0.0
5622;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2006;0.0
5623;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2007;0.0
5624;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2008;0.0
5625;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2009;0.0
5626;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2010;0.0
5627;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Midden- en Oost-Europese landen in de EU;2011;0.0
5628;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2000;0.0
5629;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2001;0.0
5630;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2002;0.0
5631;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2003;0.0
5632;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2004;0.0
5633;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2005;0.0
5634;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2006;0.0
5635;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2007;0.0
5636;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2008;0.0
5637;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2009;0.0
5638;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2010;0.0
5639;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;België;2011;0.0
5640;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2000;0.0
5641;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2001;0.0
5642;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2002;0.0
5643;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2003;0.0
5644;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2004;0.0
5645;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2005;0.0
5646;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2006;0.0
5647;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2007;0.0
5648;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2008;0.0
5649;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2009;0.0
5650;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2010;0.0
5651;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Canada;2011;0.0
5652;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2000;0.0
5653;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2001;0.0
5654;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2002;0.0
5655;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2003;0.0
5656;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2004;0.0
5657;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2005;0.0
5658;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2006;0.0
5659;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2007;0.0
5660;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2008;0.0
5661;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2009;0.0
5662;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2010;0.0
5663;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;China;2011;0.0
5664;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2000;0.0
5665;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2001;0.0
5666;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2002;0.0
5667;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2003;0.0
5668;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2004;0.0
5669;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2005;0.0
5670;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2006;0.0
5671;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2007;0.0
5672;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2008;0.0
5673;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2009;0.0
5674;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2010;0.0
5675;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Duitsland;2011;0.0
5676;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2000;0.0
5677;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2001;0.0
5678;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2002;0.0
5679;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2003;0.0
5680;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2004;0.0
5681;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2005;0.0
5682;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2006;0.0
5683;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2007;0.0
5684;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2008;0.0
5685;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2009;0.0
5686;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2010;0.0
5687;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;Frankrijk;2011;0.0
5688;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2000;0.1
5689;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2001;0.2
5690;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2002;0.2
5691;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2003;0.2
5692;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;India;India;2004;0.2
