ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
3052;Financial corporations;Consolidated;Opening balance sheet;2014 4th quarter;7565262.0;24285.0;18935.0;5350.0;440552.0;7.0;102180.0;338365.0;;338365.0;933772.0;32650.0;901122.0;2702380.0;768844.0;1933536.0;3231445.0;3041645.0;437993.0;2591102.0;12550.0;189800.0;16999.0;172801.0;5455.0;5455.0;;0.0;0.0;94855.0;94855.0;90654.0;4201.0;;132518.0;3434.0;129084.0;7581251.0;5668.0;;5668.0;1150102.0;49605.0;367781.0;732716.0;348014.0;384702.0;1137547.0;98991.0;1038556.0;1113960.0;528706.0;585254.0;2586130.0;2541741.0;274351.0;2267383.0;7.0;44389.0;872.0;43517.0;1351632.0;17757.0;150119.0;1182719.0;1037.0;29396.0;29241.0;29241.0;;155.0;206816.0;2487.0;204329.0;-15989.0
3053;Financial corporations;Consolidated;Opening balance sheet;2014;7193949.0;22254.0;17155.0;5099.0;388848.0;249.0;81781.0;306818.0;;306818.0;828250.0;24143.0;804107.0;2670821.0;742305.0;1928516.0;3097355.0;2937521.0;388200.0;2536085.0;13236.0;159834.0;11953.0;147881.0;4980.0;4980.0;;0.0;0.0;53066.0;53066.0;64277.0;-11211.0;;128375.0;3283.0;125092.0;7202797.0;5409.0;;5409.0;1102070.0;48361.0;333168.0;720541.0;339219.0;381322.0;1129289.0;103058.0;1026231.0;1037600.0;417845.0;619755.0;2515929.0;2480415.0;237186.0;2243222.0;7.0;35514.0;358.0;35156.0;1206240.0;16377.0;150257.0;1038322.0;1284.0;22263.0;22124.0;22124.0;;139.0;183997.0;2537.0;181460.0;-8848.0
3054;Financial corporations;Consolidated;Opening balance sheet;2015 1st quarter;7708230.0;24898.0;19450.0;5448.0;464912.0;112.0;101919.0;362881.0;;362881.0;959106.0;40755.0;918351.0;2764003.0;849220.0;1914783.0;3288063.0;3084622.0;454345.0;2617675.0;12602.0;203441.0;19923.0;183518.0;5278.0;5278.0;;0.0;0.0;121086.0;121086.0;98291.0;22795.0;;80884.0;3531.0;77353.0;7705393.0;5769.0;;5769.0;1199398.0;51916.0;431933.0;715549.0;344578.0;370971.0;1155102.0;95121.0;1059981.0;1082400.0;523160.0;559240.0;2628428.0;2583094.0;254495.0;2328592.0;7.0;45334.0;1037.0;44297.0;1422411.0;17091.0;154409.0;1249956.0;955.0;37561.0;37405.0;37405.0;;156.0;174324.0;2738.0;171586.0;2837.0
3055;Financial corporations;Consolidated;Opening balance sheet;2015 2nd quarter;8004784.0;27578.0;21720.0;5858.0;502089.0;92.0;110841.0;391156.0;;391156.0;1027429.0;37745.0;989684.0;2814045.0;878122.0;1935923.0;3392735.0;3182830.0;498660.0;2677286.0;6884.0;209905.0;21657.0;188248.0;5366.0;5366.0;;0.0;0.0;143320.0;143320.0;95024.0;48296.0;;92222.0;3249.0;88973.0;8069426.0;6207.0;;6207.0;1254993.0;51617.0;456215.0;747161.0;351440.0;395721.0;1171331.0;111706.0;1059625.0;1109430.0;529552.0;579878.0;2677637.0;2631060.0;293574.0;2337479.0;7.0;46577.0;479.0;46098.0;1616910.0;19864.0;180250.0;1415877.0;919.0;37262.0;37117.0;37117.0;;145.0;195656.0;2555.0;193101.0;-64642.0
3056;Financial corporations;Consolidated;Opening balance sheet;2015 3rd quarter;7900212.0;26371.0;20616.0;5755.0;501843.0;156.0;105782.0;395905.0;;395905.0;977574.0;34715.0;942859.0;2809310.0;857873.0;1951437.0;3385627.0;3193898.0;470841.0;2715972.0;7085.0;191729.0;17252.0;174477.0;5248.0;5248.0;;0.0;0.0;101936.0;101936.0;83910.0;18026.0;;92303.0;3336.0;88967.0;7911478.0;6098.0;;6098.0;1260808.0;53123.0;468536.0;739149.0;358157.0;380992.0;1167630.0;104547.0;1063083.0;1090607.0;500323.0;590284.0;2755764.0;2712029.0;288590.0;2423432.0;7.0;43735.0;607.0;43128.0;1428809.0;19066.0;147085.0;1261773.0;885.0;28205.0;28071.0;28071.0;;134.0;173557.0;2842.0;170715.0;-11266.0
3057;Financial corporations;Consolidated;Opening balance sheet;2015 4th quarter;8030487.0;25455.0;19738.0;5717.0;527458.0;0.0;119160.0;408298.0;;408298.0;988907.0;35683.0;953224.0;2805470.0;846064.0;1959406.0;3484972.0;3299274.0;431200.0;2860857.0;7217.0;185698.0;17601.0;168097.0;5152.0;5152.0;;0.0;0.0;100759.0;100759.0;84422.0;16337.0;;92314.0;3344.0;88970.0;8078652.0;6058.0;;6058.0;1265581.0;53616.0;471188.0;740777.0;356177.0;384600.0;1141741.0;105538.0;1036203.0;1140408.0;510115.0;630293.0;2827845.0;2784655.0;260034.0;2524614.0;7.0;43190.0;1057.0;42133.0;1485620.0;18206.0;146037.0;1320528.0;849.0;30422.0;30300.0;30300.0;;122.0;180977.0;2837.0;178140.0;-48165.0
3058;Financial corporations;Consolidated;Opening balance sheet;2015;7708230.0;24898.0;19450.0;5448.0;464912.0;112.0;101919.0;362881.0;;362881.0;959106.0;40755.0;918351.0;2764003.0;849220.0;1914783.0;3288063.0;3084622.0;454345.0;2617675.0;12602.0;203441.0;19923.0;183518.0;5278.0;5278.0;;0.0;0.0;121086.0;121086.0;98291.0;22795.0;;80884.0;3531.0;77353.0;7705393.0;5769.0;;5769.0;1199398.0;51916.0;431933.0;715549.0;344578.0;370971.0;1155102.0;95121.0;1059981.0;1082400.0;523160.0;559240.0;2628428.0;2583094.0;254495.0;2328592.0;7.0;45334.0;1037.0;44297.0;1422411.0;17091.0;154409.0;1249956.0;955.0;37561.0;37405.0;37405.0;;156.0;174324.0;2738.0;171586.0;2837.0
3059;Financial corporations;Consolidated;Opening balance sheet;2016 1st quarter;7954343.0;25166.0;19164.0;6002.0;500182.0;0.0;115729.0;384453.0;;384453.0;996239.0;32586.0;963653.0;2773537.0;833608.0;1939929.0;3482470.0;3288320.0;457152.0;2824121.0;7047.0;194150.0;23768.0;170382.0;4902.0;4902.0;;0.0;0.0;85978.0;85978.0;76029.0;9949.0;;85869.0;3410.0;82459.0;7985367.0;6158.0;;6158.0;1256464.0;55059.0;462133.0;739272.0;350569.0;388703.0;1132776.0;94457.0;1038319.0;1122859.0;487261.0;635598.0;2789768.0;2744939.0;297407.0;2447525.0;7.0;44829.0;1670.0;43159.0;1483057.0;16967.0;141554.0;1323722.0;814.0;23227.0;23116.0;23116.0;;111.0;171058.0;2745.0;168313.0;-31024.0
3060;Financial corporations;Consolidated;Opening balance sheet;2016 2nd quarter;8138451.0;27180.0;21347.0;5833.0;514766.0;1.0;119849.0;394916.0;;394916.0;1045809.0;39934.0;1005875.0;2812349.0;868833.0;1943516.0;3521104.0;3327719.0;447315.0;2873634.0;6770.0;193385.0;23397.0;169988.0;1788.0;1788.0;;0.0;0.0;126892.0;126892.0;81560.0;45332.0;;88563.0;2993.0;85570.0;8233393.0;5988.0;;5988.0;1291194.0;54500.0;490715.0;745979.0;353446.0;392533.0;1131379.0;105770.0;1025609.0;1154951.0;514809.0;640142.0;2803801.0;2758382.0;319386.0;2438989.0;7.0;45419.0;1670.0;43749.0;1629878.0;19617.0;146890.0;1462557.0;814.0;28301.0;28194.0;28194.0;;107.0;187901.0;2795.0;185106.0;-94942.0
3061;Financial corporations;Consolidated;Opening balance sheet;2016 3rd quarter;8306572.0;29053.0;23380.0;5673.0;547869.0;1.0;125049.0;422819.0;;422819.0;1082400.0;39116.0;1043284.0;2848432.0;885159.0;1963273.0;3566870.0;3367545.0;470869.0;2889926.0;6750.0;199325.0;26439.0;172886.0;1830.0;1830.0;;0.0;0.0;129434.0;129434.0;85046.0;44388.0;;100684.0;3097.0;97587.0;8413980.0;6086.0;;6086.0;1347033.0;55176.0;514539.0;777318.0;360416.0;416902.0;1152084.0;104625.0;1047459.0;1142057.0;512585.0;629472.0;2855396.0;2809727.0;338692.0;2471028.0;7.0;45669.0;1671.0;43998.0;1685278.0;19134.0;148325.0;1517005.0;814.0;32160.0;32057.0;32057.0;;103.0;193886.0;2724.0;191162.0;-107408.0
3062;Financial corporations;Consolidated;Opening balance sheet;2016 4th quarter;8352642.0;28989.0;23352.0;5637.0;571565.0;22.0;119990.0;451553.0;;451553.0;1081471.0;37585.0;1043886.0;2846023.0;863027.0;1982996.0;3587194.0;3388382.0;496325.0;2885209.0;6848.0;198812.0;25263.0;173549.0;1819.0;1819.0;;0.0;0.0;135496.0;135496.0;82812.0;52684.0;;100085.0;3023.0;97062.0;8452174.0;6049.0;;6049.0;1330658.0;56012.0;509882.0;764764.0;359225.0;405539.0;1156518.0;110826.0;1045692.0;1148450.0;529661.0;618789.0;2868373.0;2822135.0;333899.0;2488229.0;7.0;46238.0;1670.0;44568.0;1725436.0;18621.0;148564.0;1557437.0;814.0;30940.0;30841.0;30841.0;;99.0;185750.0;2705.0;183045.0;-99532.0
3063;Financial corporations;Consolidated;Opening balance sheet;2016;7954343.0;25166.0;19164.0;6002.0;500182.0;0.0;115729.0;384453.0;;384453.0;996239.0;32586.0;963653.0;2773537.0;833608.0;1939929.0;3482470.0;3288320.0;457152.0;2824121.0;7047.0;194150.0;23768.0;170382.0;4902.0;4902.0;;0.0;0.0;85978.0;85978.0;76029.0;9949.0;;85869.0;3410.0;82459.0;7985367.0;6158.0;;6158.0;1256464.0;55059.0;462133.0;739272.0;350569.0;388703.0;1132776.0;94457.0;1038319.0;1122859.0;487261.0;635598.0;2789768.0;2744939.0;297407.0;2447525.0;7.0;44829.0;1670.0;43159.0;1483057.0;16967.0;141554.0;1323722.0;814.0;23227.0;23116.0;23116.0;;111.0;171058.0;2745.0;168313.0;-31024.0
3064;Financial corporations;Consolidated;Opening balance sheet;2017 1st quarter;8277440.0;27340.0;21622.0;5718.0;526302.0;17.0;107362.0;418923.0;;418923.0;1059736.0;41771.0;1017965.0;2816598.0;810800.0;2005798.0;3650924.0;3441570.0;518842.0;2915933.0;6795.0;209354.0;26396.0;182958.0;1746.0;1746.0;;0.0;0.0;102890.0;102890.0;81822.0;21068.0;;91904.0;3147.0;88757.0;8351001.0;6167.0;;6167.0;1325949.0;57562.0;511578.0;756809.0;355464.0;401345.0;1138181.0;98465.0;1039716.0;1144585.0;510338.0;634247.0;2933479.0;2887868.0;384910.0;2502951.0;7.0;45611.0;1724.0;43887.0;1623654.0;17531.0;141857.0;1463452.0;814.0;30410.0;30315.0;30315.0;;95.0;148576.0;3036.0;145540.0;-73561.0
3065;Financial corporations;Consolidated;Opening balance sheet;2017 2nd quarter;8541358.0;28565.0;22874.0;5691.0;584860.0;22.0;117415.0;467423.0;;467423.0;1051309.0;39307.0;1012002.0;2851106.0;833930.0;2017176.0;3812859.0;3598567.0;529205.0;3062504.0;6858.0;214292.0;26679.0;187613.0;1726.0;1726.0;;0.0;0.0;112506.0;112506.0;89259.0;23247.0;;98427.0;3345.0;95082.0;8582538.0;6145.0;;6145.0;1376888.0;56959.0;527532.0;792397.0;358373.0;434024.0;1160208.0;117819.0;1042389.0;1198853.0;561687.0;637166.0;3029123.0;2981491.0;380856.0;2600628.0;7.0;47632.0;1919.0;45713.0;1609776.0;20232.0;140491.0;1448239.0;814.0;37996.0;37901.0;37901.0;;95.0;163549.0;3069.0;160480.0;-41180.0
3066;Financial corporations;Consolidated;Opening balance sheet;2017 3rd quarter;8467747.0;26917.0;21452.0;5465.0;554266.0;20.0;116493.0;437753.0;;437753.0;1058388.0;45077.0;1013311.0;2843376.0;833259.0;2010117.0;3782176.0;3571560.0;518723.0;3045985.0;6852.0;210616.0;26100.0;184516.0;1715.0;1715.0;;0.0;0.0;106148.0;106148.0;81939.0;24209.0;;94761.0;3186.0;91575.0;8488543.0;5901.0;;5901.0;1366873.0;58268.0;531731.0;776874.0;365325.0;411549.0;1125611.0;90667.0;1034944.0;1190840.0;558734.0;632106.0;3016104.0;2968714.0;366245.0;2602462.0;7.0;47390.0;1811.0;45579.0;1584803.0;21145.0;139052.0;1423792.0;814.0;30412.0;30317.0;30317.0;;95.0;167999.0;2826.0;165173.0;-20796.0
3067;Financial corporations;Consolidated;Opening balance sheet;2017 4th quarter;8441107.0;26821.0;21459.0;5362.0;567889.0;19.0;121794.0;446076.0;;446076.0;1060003.0;45957.0;1014046.0;2775734.0;787785.0;1987949.0;3812926.0;3601657.0;533832.0;3060973.0;6852.0;211269.0;25790.0;185479.0;1681.0;1681.0;;0.0;0.0;98494.0;98494.0;85075.0;13419.0;;97559.0;3533.0;94026.0;8472010.0;5791.0;;5791.0;1334936.0;58609.0;520268.0;756059.0;362363.0;393696.0;1108208.0;112251.0;995957.0;1203148.0;568290.0;634858.0;3050025.0;3000097.0;373423.0;2626667.0;7.0;49928.0;1620.0;48308.0;1579227.0;20067.0;137709.0;1420637.0;814.0;33080.0;32985.0;32985.0;;95.0;157595.0;3016.0;154579.0;-30903.0
3068;Financial corporations;Consolidated;Opening balance sheet;2017;8277440.0;27340.0;21622.0;5718.0;526302.0;17.0;107362.0;418923.0;;418923.0;1059736.0;41771.0;1017965.0;2816598.0;810800.0;2005798.0;3650924.0;3441570.0;518842.0;2915933.0;6795.0;209354.0;26396.0;182958.0;1746.0;1746.0;;0.0;0.0;102890.0;102890.0;81822.0;21068.0;;91904.0;3147.0;88757.0;8351001.0;6167.0;;6167.0;1325949.0;57562.0;511578.0;756809.0;355464.0;401345.0;1138181.0;98465.0;1039716.0;1144585.0;510338.0;634247.0;2933479.0;2887868.0;384910.0;2502951.0;7.0;45611.0;1724.0;43887.0;1623654.0;17531.0;141857.0;1463452.0;814.0;30410.0;30315.0;30315.0;;95.0;148576.0;3036.0;145540.0;-73561.0
3069;Financial corporations;Consolidated;Financial transactions;1995;72476.0;198.0;0.0;198.0;4455.0;4.0;1405.0;3046.0;;3046.0;14725.0;-162.0;14887.0;28251.0;12459.0;15792.0;26933.0;26933.0;10254.0;16230.0;449.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1119.0;1119.0;;;;-3205.0;-154.0;-3051.0;65354.0;0.0;;0.0;25244.0;40.0;11764.0;13440.0;7116.0;6324.0;13237.0;-975.0;14212.0;4764.0;3287.0;1477.0;5059.0;4068.0;-831.0;4899.0;0.0;991.0;1098.0;-107.0;18448.0;29.0;5937.0;12443.0;39.0;0.0;0.0;;;;-1398.0;-26.0;-1372.0;7122.0
3070;Financial corporations;Consolidated;Financial transactions;1996;99384.0;-56.0;0.0;-56.0;-1517.0;36.0;-415.0;-1138.0;;-1138.0;37034.0;-238.0;37272.0;52975.0;28138.0;24837.0;14813.0;14813.0;2263.0;11340.0;1210.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;544.0;544.0;;;;-4409.0;70.0;-4479.0;92567.0;0.0;;0.0;34073.0;31.0;13984.0;20058.0;8013.0;12045.0;21499.0;-212.0;21711.0;9799.0;4468.0;5331.0;7146.0;6120.0;-508.0;6628.0;0.0;1026.0;932.0;94.0;19224.0;3.0;5820.0;13363.0;38.0;0.0;0.0;;;;826.0;206.0;620.0;6817.0
3071;Financial corporations;Consolidated;Financial transactions;1997;137891.0;-2660.0;-2685.0;25.0;20294.0;4.0;2082.0;18208.0;;18208.0;41839.0;130.0;41709.0;58927.0;23719.0;35208.0;22750.0;22750.0;4365.0;17920.0;465.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;23.0;23.0;;;;-3282.0;162.0;-3444.0;128674.0;0.0;;0.0;57424.0;196.0;675.0;56553.0;4106.0;52447.0;21600.0;484.0;21116.0;1544.0;-871.0;2415.0;24122.0;22092.0;1693.0;20399.0;0.0;2030.0;-297.0;2327.0;19968.0;84.0;6283.0;13562.0;39.0;0.0;0.0;;;;4016.0;146.0;3870.0;9217.0
3072;Financial corporations;Consolidated;Financial transactions;1998;201310.0;1741.0;1667.0;74.0;19485.0;41.0;2800.0;16644.0;;16644.0;48699.0;2046.0;46653.0;78429.0;21132.0;57297.0;56989.0;56989.0;13182.0;42808.0;999.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-898.0;-898.0;;;;-3135.0;296.0;-3431.0;195424.0;0.0;;0.0;73554.0;-469.0;19775.0;54248.0;9682.0;44566.0;36066.0;677.0;35389.0;30977.0;6211.0;24766.0;25441.0;23931.0;3071.0;20860.0;0.0;1510.0;-263.0;1773.0;21615.0;192.0;7035.0;14350.0;38.0;0.0;0.0;;;;7771.0;399.0;7372.0;5886.0
3073;Financial corporations;Consolidated;Financial transactions;1999 1st quarter;45026.0;-536.0;-321.0;-215.0;-755.0;-44.0;1386.0;-2097.0;;;-4578.0;-358.0;-4220.0;36395.0;17118.0;19277.0;12973.0;12973.0;6255.0;6501.0;217.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-815.0;-815.0;;;;2342.0;-84.0;2426.0;42458.0;0.0;;0.0;3212.0;-609.0;7659.0;-3838.0;;;25895.0;1489.0;24406.0;-157.0;-312.0;155.0;6189.0;5571.0;3769.0;1802.0;0.0;618.0;-72.0;690.0;7378.0;1070.0;2641.0;3657.0;10.0;0.0;0.0;;;;-59.0;-135.0;76.0;2568.0
3074;Financial corporations;Consolidated;Financial transactions;1999 2nd quarter;79365.0;47.0;0.0;47.0;2958.0;-45.0;5423.0;-2420.0;;;7019.0;-531.0;7550.0;58032.0;37921.0;20111.0;16068.0;16068.0;9110.0;6742.0;216.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-1002.0;-1002.0;;;;-3757.0;-88.0;-3669.0;76900.0;0.0;;0.0;13470.0;434.0;11252.0;1784.0;;;38645.0;-779.0;39424.0;5881.0;1584.0;4297.0;12674.0;10683.0;1080.0;9603.0;0.0;1991.0;129.0;1862.0;5269.0;277.0;1117.0;3865.0;10.0;0.0;0.0;;;;961.0;-342.0;1303.0;2465.0
3075;Financial corporations;Consolidated;Financial transactions;1999 3rd quarter;39288.0;63.0;0.0;63.0;2560.0;-44.0;-4440.0;7044.0;;;4769.0;2675.0;2094.0;17733.0;1058.0;16675.0;16931.0;16931.0;8685.0;8028.0;218.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-2298.0;-2298.0;;;;-470.0;-65.0;-405.0;37211.0;0.0;;0.0;6085.0;-201.0;-940.0;7226.0;;;16768.0;1383.0;15385.0;-1549.0;-4023.0;2474.0;11779.0;10613.0;7621.0;2992.0;0.0;1166.0;297.0;869.0;5401.0;239.0;1227.0;3925.0;10.0;0.0;0.0;;;;-1273.0;613.0;-1886.0;2077.0
3076;Financial corporations;Consolidated;Financial transactions;1999 4th quarter;54085.0;-17.0;-269.0;252.0;-9994.0;-44.0;-8401.0;-1549.0;;;8954.0;1667.0;7287.0;34311.0;9496.0;24815.0;15380.0;15380.0;3720.0;11443.0;217.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-726.0;-726.0;;;;6177.0;364.0;5813.0;51836.0;0.0;;0.0;-1991.0;699.0;-10190.0;7500.0;;;13021.0;4299.0;8722.0;17271.0;10878.0;6393.0;16140.0;13376.0;807.0;12569.0;0.0;2764.0;-62.0;2826.0;4968.0;-382.0;1555.0;3786.0;9.0;0.0;0.0;;;;2427.0;-94.0;2521.0;2249.0
3077;Financial corporations;Consolidated;Financial transactions;1999;219028.0;-443.0;-590.0;147.0;-5231.0;-177.0;-6032.0;978.0;;978.0;19266.0;3340.0;15926.0;146471.0;65593.0;80878.0;62141.0;62141.0;31464.0;29809.0;868.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-4841.0;-4841.0;;;;1665.0;127.0;1538.0;209669.0;0.0;;0.0;20776.0;323.0;7781.0;12672.0;8116.0;4556.0;97431.0;6279.0;91152.0;21446.0;8127.0;13319.0;47571.0;41032.0;16971.0;24061.0;0.0;6539.0;292.0;6247.0;23016.0;1204.0;6540.0;15233.0;39.0;0.0;0.0;;;;-571.0;42.0;-613.0;9359.0
3078;Financial corporations;Consolidated;Financial transactions;2000 1st quarter;86483.0;-812.0;-680.0;-132.0;25316.0;33.0;14716.0;10567.0;;;19034.0;-5389.0;24423.0;596.0;-5860.0;6456.0;19971.0;19971.0;-6483.0;25282.0;1172.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-1554.0;-1554.0;;;;23932.0;62.0;23870.0;85560.0;0.0;;0.0;42377.0;-511.0;9876.0;33012.0;;;11067.0;1984.0;9083.0;12568.0;5362.0;7206.0;17566.0;16521.0;7.0;16514.0;0.0;1045.0;-72.0;1117.0;6328.0;313.0;2537.0;3469.0;9.0;0.0;0.0;;;;-4346.0;305.0;-4651.0;923.0
3079;Financial corporations;Consolidated;Financial transactions;2000 2nd quarter;49551.0;66.0;0.0;66.0;2168.0;33.0;-1379.0;3514.0;;;10169.0;-1278.0;11447.0;19182.0;-1728.0;20910.0;23033.0;23033.0;1333.0;20529.0;1171.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;-474.0;-474.0;;;;-4593.0;-58.0;-4535.0;48584.0;0.0;;0.0;-10383.0;518.0;-2310.0;-8591.0;;;12268.0;1302.0;10966.0;16355.0;5156.0;11199.0;27727.0;26004.0;2362.0;23642.0;0.0;1723.0;103.0;1620.0;4570.0;9.0;739.0;3812.0;10.0;0.0;0.0;;;;-1953.0;-31.0;-1922.0;967.0
3080;Financial corporations;Consolidated;Financial transactions;2000 3rd quarter;72083.0;-3.0;0.0;-3.0;72.0;33.0;-1854.0;1893.0;;;10582.0;-170.0;10752.0;41060.0;12742.0;28318.0;31890.0;31890.0;9176.0;21541.0;1173.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1359.0;1359.0;;;;-12877.0;221.0;-13098.0;65685.0;0.0;;0.0;5842.0;-446.0;-2408.0;8696.0;;;30007.0;-1562.0;31569.0;-5329.0;-4001.0;-1328.0;24670.0;24040.0;1139.0;22901.0;0.0;630.0;-159.0;789.0;4517.0;8.0;888.0;3611.0;10.0;0.0;0.0;;;;5978.0;-149.0;6127.0;6398.0
3081;Financial corporations;Consolidated;Financial transactions;2000 4th quarter;75634.0;-268.0;0.0;-268.0;-1993.0;33.0;-720.0;-1306.0;;;1437.0;-2234.0;3671.0;42371.0;3370.0;39001.0;22051.0;22051.0;6454.0;14424.0;1173.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;3348.0;3348.0;;;;8688.0;149.0;8539.0;74681.0;0.0;;0.0;-15330.0;274.0;-1859.0;-13745.0;;;15496.0;-1408.0;16904.0;35007.0;3709.0;31298.0;20650.0;19510.0;8.0;19502.0;0.0;1140.0;-1378.0;2518.0;5532.0;461.0;1360.0;3702.0;9.0;0.0;0.0;;;;13326.0;157.0;13169.0;953.0
3082;Financial corporations;Consolidated;Financial transactions;2000;266047.0;-1017.0;-680.0;-337.0;25563.0;132.0;10763.0;14668.0;;14668.0;30607.0;-9155.0;39762.0;103209.0;8524.0;94685.0;94178.0;94178.0;12349.0;77140.0;4689.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;2679.0;2679.0;;;;10828.0;374.0;10454.0;256806.0;0.0;;0.0;22506.0;-165.0;3299.0;19372.0;4878.0;14494.0;58223.0;232.0;57991.0;58601.0;10226.0;48375.0;87846.0;83308.0;5385.0;77923.0;0.0;4538.0;-1506.0;6044.0;20947.0;791.0;5524.0;14594.0;38.0;0.0;0.0;;;;8683.0;282.0;8401.0;9241.0
3083;Financial corporations;Consolidated;Financial transactions;2001 1st quarter;150884.0;-71.0;0.0;-71.0;53010.0;-2.0;4765.0;48247.0;;;9875.0;-1270.0;11145.0;57243.0;27689.0;29554.0;34149.0;34075.0;17364.0;16449.0;262.0;74.0;70.0;4.0;87.0;0.0;;87.0;0.0;1152.0;1152.0;;;;-4561.0;-372.0;-4189.0;149357.0;0.0;;0.0;72719.0;-1853.0;21665.0;52907.0;;;21361.0;5192.0;16169.0;44784.0;24270.0;20514.0;12401.0;13072.0;103.0;12969.0;0.0;-671.0;-1469.0;798.0;6637.0;641.0;2952.0;3034.0;10.0;0.0;0.0;;;;-8545.0;-51.0;-8494.0;1527.0
3084;Financial corporations;Consolidated;Financial transactions;2001 2nd quarter;59033.0;197.0;-21.0;218.0;-25581.0;-2.0;-8765.0;-16814.0;;;590.0;1332.0;-742.0;43338.0;21916.0;21422.0;46114.0;46091.0;19981.0;25848.0;262.0;23.0;19.0;4.0;89.0;0.0;;89.0;0.0;1517.0;1517.0;;;;-7231.0;22.0;-7253.0;59778.0;0.0;;0.0;-6274.0;-288.0;-5189.0;-797.0;;;18501.0;1264.0;17237.0;10027.0;3496.0;6531.0;36104.0;34783.0;2656.0;32127.0;0.0;1321.0;-476.0;1797.0;4765.0;48.0;1208.0;3500.0;9.0;0.0;0.0;;;;-3345.0;94.0;-3439.0;-745.0
3085;Financial corporations;Consolidated;Financial transactions;2001 3rd quarter;41812.0;-426.0;-246.0;-180.0;6761.0;-2.0;-319.0;7082.0;;;-10874.0;-1710.0;-9164.0;17891.0;3608.0;14283.0;24764.0;24705.0;6650.0;17793.0;262.0;59.0;55.0;4.0;87.0;0.0;;87.0;0.0;1790.0;1790.0;;;;1819.0;-46.0;1865.0;41079.0;0.0;;0.0;9073.0;-2118.0;-6787.0;17978.0;;;17345.0;1483.0;15862.0;-13919.0;-5992.0;-7927.0;24026.0;24970.0;639.0;24331.0;0.0;-944.0;-207.0;-737.0;5055.0;38.0;1370.0;3637.0;10.0;0.0;0.0;;;;-501.0;-46.0;-455.0;733.0
3086;Financial corporations;Consolidated;Financial transactions;2001 4th quarter;124568.0;-173.0;0.0;-173.0;22379.0;-1.0;-2088.0;24468.0;;;29106.0;467.0;28639.0;-7812.0;-18438.0;10626.0;80760.0;80662.0;5761.0;74640.0;261.0;98.0;95.0;3.0;87.0;0.0;;87.0;0.0;1783.0;1783.0;;;;-1562.0;48.0;-1610.0;123108.0;0.0;;0.0;9245.0;-3908.0;24931.0;-11778.0;;;32794.0;1056.0;31738.0;14320.0;2793.0;11527.0;49057.0;47307.0;-264.0;47571.0;0.0;1750.0;-246.0;1996.0;5665.0;434.0;1778.0;3443.0;10.0;0.0;0.0;;;;12027.0;10.0;12017.0;1460.0
