ID;Geslacht;Leeftijd;MboSectoren;BedrijfstakkenSBI20081JaarEerder;Perioden;InstromersTotaal_1;Entreeopleiding_2;Niveau2_3;Niveau3_4;Niveau4_5;BeroepsopleidendeLeerwegBol_6;BeroepsbegeleidendeLeerwegBbl_7;BolEntreeopleiding_8;BolNiveau2_9;BolNiveau3_10;BolNiveau4_11;BblEntreeopleiding_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
5787;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2012/'13;36;0;14;14;8;4;32;0;2;1;1;0;12;13;7
5788;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2013/'14;21;0;5;11;5;1;20;0;0;1;0;0;5;10;5
5789;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2014/'15;6;0;0;5;1;1;5;0;0;1;0;0;0;4;1
5790;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2015/'16;9;0;2;1;6;1;8;0;0;0;1;0;2;1;5
5791;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2016/'17;12;0;0;4;8;1;11;0;0;1;0;0;0;3;8
5792;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2017/'18;27;0;1;15;11;1;26;0;0;1;0;0;1;14;11
5793;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2018/'19;37;0;4;27;6;2;35;0;2;0;0;0;2;27;6
5794;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2019/'20;38;0;4;24;10;1;37;0;0;1;0;0;4;23;10
5795;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;B-E Nijverheid (geen bouw) en energie;2020/'21;35;0;2;18;15;0;35;0;0;0;0;0;2;18;15
5796;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2009/'10;10;0;2;4;4;2;8;0;0;1;1;0;2;3;3
5797;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2010/'11;8;0;1;3;4;1;7;0;0;0;1;0;1;3;3
5798;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2011/'12;9;0;0;7;2;1;8;0;0;1;0;0;0;6;2
5799;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2012/'13;19;1;1;10;7;3;16;0;0;1;2;1;1;9;5
5800;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2013/'14;8;0;0;4;4;1;7;0;0;0;1;0;0;4;3
5801;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2014/'15;5;0;1;4;0;1;4;0;0;1;0;0;1;3;0
5802;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2015/'16;4;0;0;2;2;0;4;0;0;0;0;0;0;2;2
5803;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2016/'17;7;0;0;4;3;1;6;0;0;0;1;0;0;4;2
5804;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2017/'18;12;0;0;10;2;0;12;0;0;0;0;0;0;10;2
5805;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2018/'19;12;0;3;5;4;0;12;0;0;0;0;0;3;5;4
5806;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2019/'20;18;0;2;9;7;0;18;0;0;0;0;0;2;9;7
5807;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;F Bouwnijverheid;2020/'21;9;0;0;6;3;0;9;0;0;0;0;0;0;6;3
5808;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2009/'10;206;3;48;94;61;49;157;1;17;16;15;2;31;78;46
5809;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2010/'11;184;5;29;97;53;36;148;0;9;10;17;5;20;87;36
5810;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2011/'12;183;4;37;93;49;39;144;1;12;10;16;3;25;83;33
5811;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2012/'13;113;2;24;64;23;8;105;0;2;1;5;2;22;63;18
5812;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2013/'14;43;2;9;22;10;9;34;0;4;5;0;2;5;17;10
5813;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2014/'15;18;1;0;10;7;0;18;0;0;0;0;1;0;10;7
5814;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2015/'16;23;1;1;18;3;1;22;0;0;1;0;1;1;17;3
5815;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2016/'17;58;0;5;34;19;3;55;0;0;3;0;0;5;31;19
5816;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2017/'18;136;0;3;108;25;5;131;0;0;4;1;0;3;104;24
5817;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2018/'19;225;0;21;142;62;1;224;0;0;1;0;0;21;141;62
5818;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2019/'20;235;0;24;131;80;4;231;0;0;3;1;0;24;128;79
5819;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;G-I Handel, vervoer en horeca;2020/'21;251;0;29;135;87;8;243;0;0;3;5;0;29;132;82
5820;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2009/'10;8;1;1;2;4;1;7;0;1;0;0;1;0;2;4
5821;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2010/'11;7;0;1;4;2;1;6;0;1;0;0;0;0;4;2
5822;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2011/'12;10;0;2;4;4;3;7;0;2;0;1;0;0;4;3
5823;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2012/'13;8;0;1;4;3;4;4;0;1;0;3;0;0;4;0
5824;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2013/'14;2;0;0;1;1;0;2;0;0;0;0;0;0;1;1
5825;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2014/'15;2;0;0;0;2;0;2;0;0;0;0;0;0;0;2
5826;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5827;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2016/'17;2;0;0;1;1;0;2;0;0;0;0;0;0;1;1
5828;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2017/'18;6;0;1;2;3;1;5;0;0;0;1;0;1;2;2
5829;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2018/'19;11;0;0;10;1;1;10;0;0;1;0;0;0;9;1
5830;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2019/'20;6;0;1;2;3;0;6;0;0;0;0;0;1;2;3
5831;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;J Informatie en communicatie;2020/'21;14;0;0;6;8;0;14;0;0;0;0;0;0;6;8
5832;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2009/'10;15;0;2;5;8;2;13;0;1;0;1;0;1;5;7
5833;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2010/'11;16;0;3;4;9;6;10;0;1;0;5;0;2;4;4
5834;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2011/'12;24;0;4;10;10;7;17;0;0;1;6;0;4;9;4
5835;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2012/'13;11;0;0;6;5;1;10;0;0;0;1;0;0;6;4
5836;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2013/'14;6;0;0;3;3;3;3;0;0;0;3;0;0;3;0
5837;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2014/'15;3;0;0;2;1;1;2;0;0;0;1;0;0;2;0
5838;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5839;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2016/'17;6;0;0;3;3;0;6;0;0;0;0;0;0;3;3
5840;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2017/'18;10;0;0;8;2;1;9;0;0;1;0;0;0;7;2
5841;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2018/'19;11;0;2;5;4;0;11;0;0;0;0;0;2;5;4
5842;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2019/'20;18;0;0;5;13;2;16;0;0;0;2;0;0;5;11
5843;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;K Financiële dienstverlening;2020/'21;3;0;0;0;3;0;3;0;0;0;0;0;0;0;3
5844;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2009/'10;12;0;1;7;4;3;9;0;0;3;0;0;1;4;4
5845;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2010/'11;12;0;0;10;2;0;12;0;0;0;0;0;0;10;2
5846;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2011/'12;4;0;1;2;1;0;4;0;0;0;0;0;1;2;1
5847;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2012/'13;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
5848;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2013/'14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5849;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2014/'15;2;0;0;1;1;0;2;0;0;0;0;0;0;1;1
5850;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5851;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2016/'17;4;0;0;3;1;0;4;0;0;0;0;0;0;3;1
5852;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5853;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2018/'19;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0
5854;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2019/'20;6;0;0;1;5;0;6;0;0;0;0;0;0;1;5
5855;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;L Verhuur en handel van onroerend goed;2020/'21;2;0;0;1;1;0;2;0;0;0;0;0;0;1;1
5856;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2009/'10;180;6;51;70;53;48;132;1;18;14;15;5;33;56;38
5857;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2010/'11;112;7;36;40;29;33;79;0;12;7;14;7;24;33;15
5858;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2011/'12;111;13;40;43;15;28;83;2;15;4;7;11;25;39;8
5859;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2012/'13;104;2;31;50;21;17;87;0;7;3;7;2;24;47;14
5860;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2013/'14;43;2;18;12;11;6;37;0;4;1;1;2;14;11;10
5861;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2014/'15;35;1;12;15;7;5;30;1;2;1;1;0;10;14;6
5862;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2015/'16;21;2;6;11;2;1;20;0;0;1;0;2;6;10;2
5863;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2016/'17;44;0;10;21;13;1;43;0;0;1;0;0;10;20;13
5864;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2017/'18;81;0;13;45;23;3;78;0;1;2;0;0;12;43;23
5865;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2018/'19;164;0;28;91;45;2;162;0;0;1;1;0;28;90;44
5866;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2019/'20;149;0;38;62;49;3;146;0;1;1;1;0;37;61;48
5867;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;M-N Zakelijke dienstverlening;2020/'21;130;0;23;62;45;8;122;0;2;3;3;0;21;59;42
5868;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2009/'10;1125;70;274;486;295;83;1042;0;26;26;31;70;248;460;264
5869;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2010/'11;927;30;193;379;325;63;864;1;10;19;33;29;183;360;292
5870;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2011/'12;898;39;244;373;242;53;845;1;14;10;28;38;230;363;214
5871;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2012/'13;811;31;218;346;216;35;776;0;11;7;17;31;207;339;199
5872;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2013/'14;483;7;136;225;115;10;473;0;2;3;5;7;134;222;110
5873;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2014/'15;319;0;50;169;100;2;317;0;0;2;0;0;50;167;100
5874;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2015/'16;320;2;38;185;95;3;317;0;0;2;1;2;38;183;94
5875;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2016/'17;681;0;54;344;283;5;676;0;1;3;1;0;53;341;282
5876;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2017/'18;605;0;60;289;256;12;593;0;0;5;7;0;60;284;249
5877;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2018/'19;666;0;108;243;315;5;661;0;2;2;1;0;106;241;314
5878;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2019/'20;559;0;88;191;280;0;559;0;0;0;0;0;88;191;280
5879;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;O-Q Overheid en zorg;2020/'21;597;0;103;228;266;6;591;0;1;2;3;0;102;226;263
5880;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2009/'10;47;0;9;22;16;17;30;0;3;7;7;0;6;15;9
5881;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2010/'11;47;0;13;17;17;17;30;0;6;6;5;0;7;11;12
5882;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2011/'12;45;0;15;18;12;8;37;0;2;5;1;0;13;13;11
5883;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2012/'13;46;4;10;22;10;3;43;0;1;0;2;4;9;22;8
5884;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2013/'14;23;1;2;13;7;3;20;0;0;1;2;1;2;12;5
5885;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2014/'15;3;0;2;1;0;0;3;0;0;0;0;0;2;1;0
5886;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2015/'16;10;0;0;6;4;0;10;0;0;0;0;0;0;6;4
5887;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2016/'17;21;0;2;13;6;2;19;0;0;1;1;0;2;12;5
5888;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2017/'18;37;0;2;23;12;0;37;0;0;0;0;0;2;23;12
5889;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2018/'19;61;0;9;33;19;1;60;0;0;1;0;0;9;32;19
5890;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2019/'20;55;0;9;22;24;1;54;0;0;1;0;0;9;21;24
5891;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;R-U Cultuur, recreatie, overige diensten;2020/'21;64;0;7;28;29;1;63;0;0;1;0;0;7;27;29
5892;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2009/'10;55;0;19;21;15;22;33;0;14;4;4;0;5;17;11
5893;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2010/'11;36;1;7;13;15;8;28;0;4;0;4;1;3;13;11
5894;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2011/'12;31;1;6;17;7;8;23;0;1;2;5;1;5;15;2
5895;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2012/'13;33;0;2;18;13;6;27;0;0;0;6;0;2;18;7
5896;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2013/'14;25;0;5;8;12;5;20;0;1;0;4;0;4;8;8
5897;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2014/'15;9;0;1;2;6;0;9;0;0;0;0;0;1;2;6
5898;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2015/'16;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0
5899;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2016/'17;4;0;0;3;1;0;4;0;0;0;0;0;0;3;1
5900;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2017/'18;10;0;2;6;2;0;10;0;0;0;0;0;2;6;2
5901;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2018/'19;11;0;3;5;3;0;11;0;0;0;0;0;3;5;3
5902;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2019/'20;11;0;2;9;0;1;10;0;1;0;0;0;1;9;0
5903;Totaal mannen en vrouwen;40 tot 45 jaar;Sector zorg en welzijn;SBI-code onbekend;2020/'21;6;0;1;2;3;1;5;0;0;1;0;0;1;1;3
5904;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2009/'10;295;258;23;9;5;16;279;16;0;0;0;242;23;9;5
5905;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2010/'11;312;295;13;4;0;15;297;15;0;0;0;280;13;4;0
5906;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2011/'12;273;253;13;6;1;7;266;7;0;0;0;246;13;6;1
5907;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2012/'13;174;167;7;0;0;6;168;6;0;0;0;161;7;0;0
5908;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2013/'14;90;90;0;0;0;6;84;6;0;0;0;84;0;0;0
5909;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2014/'15;40;40;0;0;0;0;40;0;0;0;0;40;0;0;0
5910;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2015/'16;22;22;0;0;0;0;22;0;0;0;0;22;0;0;0
5911;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2016/'17;63;63;0;0;0;1;62;1;0;0;0;62;0;0;0
5912;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2017/'18;47;47;0;0;0;3;44;3;0;0;0;44;0;0;0
5913;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2018/'19;56;55;1;0;0;6;50;6;0;0;0;49;1;0;0
5914;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2019/'20;82;79;3;0;0;2;80;2;0;0;0;77;3;0;0
5915;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A-U Alle economische activiteiten;2020/'21;69;66;3;0;0;6;63;6;0;0;0;60;3;0;0
5916;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2009/'10;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
5917;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2010/'11;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
5918;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2011/'12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5919;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2012/'13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5920;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2013/'14;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
5921;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5922;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2015/'16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5923;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5924;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5925;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5926;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2019/'20;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
5927;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;A Landbouw, bosbouw en visserij;2020/'21;2;0;2;0;0;0;2;0;0;0;0;0;2;0;0
5928;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2009/'10;188;163;19;6;0;0;188;0;0;0;0;163;19;6;0
5929;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2010/'11;222;214;6;2;0;1;221;1;0;0;0;213;6;2;0
5930;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2011/'12;178;169;7;2;0;2;176;2;0;0;0;167;7;2;0
5931;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2012/'13;91;91;0;0;0;0;91;0;0;0;0;91;0;0;0
5932;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2013/'14;32;32;0;0;0;0;32;0;0;0;0;32;0;0;0
5933;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2014/'15;11;11;0;0;0;0;11;0;0;0;0;11;0;0;0
5934;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2015/'16;4;4;0;0;0;0;4;0;0;0;0;4;0;0;0
5935;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2016/'17;39;39;0;0;0;0;39;0;0;0;0;39;0;0;0
5936;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2017/'18;7;7;0;0;0;0;7;0;0;0;0;7;0;0;0
5937;Totaal mannen en vrouwen;40 tot 45 jaar;Combinatie van sectoren;B-E Nijverheid (geen bouw) en energie;2018/'19;10;10;0;0;0;0;10;0;0;0;0;10;0;0;0
