ID;Geslacht;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
460;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;122440
461;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;123780
462;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;76460
463;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;80930
464;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;86600
465;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;89810
466;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;95020
467;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;98020
468;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;101560
469;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;105290
470;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;108340
471;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;118330
472;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;124150
473;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;120880
474;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;118800
475;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;120240
476;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;4650
477;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;3940
478;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;3900
479;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;3660
480;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;3450
481;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;3300
482;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;3240
483;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;3170
484;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;3040
485;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;3240
486;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;3360
487;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;3220
488;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;3080
489;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;2970
490;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;430
491;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;420
492;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;430
493;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;440
494;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;450
495;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;480
496;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;540
497;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;550
498;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;560
499;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;570
500;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;590
501;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;560
502;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;560
503;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;570
504;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;322160
505;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;320220
506;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;334690
507;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;340790
508;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;342490
509;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;347730
510;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;356620
511;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;363520
512;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;369440
513;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;389150
514;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;392180
515;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;383490
516;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;373710
517;Mannen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;367420
518;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2011/'12;285230
519;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2012/'13;287870
520;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2013/'14;303610
521;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2014/'15;311930
522;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2015/'16;314760
523;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2016/'17;320520
524;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2017/'18;329050
525;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2018/'19;335470
526;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2019/'20;340300
527;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2020/'21;358630
528;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2021/'22;360910
529;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2022/'23;352620
530;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2023/'24;343080
531;Mannen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2024/'25;336540
532;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;30350
533;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;26410
534;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;25730
535;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;24050
536;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;23310
537;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;23060
538;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;23560
539;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;23810
540;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;24750
541;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;25820
542;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;26540
543;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;26010
544;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;25580
545;Mannen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;25560
546;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2011/'12;6580
547;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2012/'13;5940
548;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2013/'14;5350
549;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2014/'15;4800
550;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2015/'16;4420
551;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2016/'17;4160
552;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2017/'18;4010
553;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2018/'19;4240
554;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2019/'20;4400
555;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2020/'21;4700
556;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2021/'22;4730
557;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2022/'23;4870
558;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2023/'24;5050
559;Mannen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2024/'25;5320
560;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;279720
561;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;276160
562;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;287870
563;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;292430
564;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;291090
565;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;294950
566;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;302070
567;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;306610
568;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;311300
569;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;326220
570;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;327100
571;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;320180
572;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;312060
573;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;305450
574;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;248140
575;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;248550
576;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;261650
577;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;268290
578;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;268120
579;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;272330
580;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;279060
581;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;283330
582;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;286890
583;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;300550
584;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;300820
585;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;294190
586;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;286200
587;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;279380
588;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;25390
589;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;22070
590;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;21270
591;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;19730
592;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;18950
593;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;18870
594;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;19450
595;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;19570
596;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;20570
597;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;21570
598;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;22130
599;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;21680
600;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;21360
601;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;21290
602;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;6190
603;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;5530
604;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;4950
605;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;4410
606;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;4030
607;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;3760
608;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;3560
609;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;3720
610;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;3840
611;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;4100
612;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;4150
613;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;4310
614;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;4500
615;Mannen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;4790
616;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;42440
617;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;44060
618;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;46820
619;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;48360
620;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;51400
621;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;52780
622;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;54550
623;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;56900
624;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;58140
625;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;62930
626;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;65080
627;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;63320
628;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;61650
629;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;61960
630;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;37090
631;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;39320
632;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;41960
633;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;43640
634;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;46650
635;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;48200
636;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;49990
637;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;52150
638;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;53410
639;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;58080
640;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;60090
641;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;58430
642;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;56880
643;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;57160
644;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;4960
645;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;4340
646;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;4460
647;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;4330
648;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;4360
649;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;4180
650;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;4110
651;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;4240
652;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;4180
653;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;4250
654;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;4420
655;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;4330
656;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;4220
657;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;4260
658;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;400
659;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;410
660;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;400
661;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;400
662;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;400
663;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;400
664;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;450
665;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;520
666;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;560
667;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;600
668;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;580
669;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;560
670;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;550
671;Mannen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;540
672;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;203970
673;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;203590
674;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;213620
675;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;217200
676;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;215590
677;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;217740
678;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;221400
679;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;222420
680;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;224210
681;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;234160
682;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;233120
683;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;224850
684;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;216030
685;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;211120
686;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2011/'12;171260
687;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2012/'13;174540
688;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2013/'14;185620
689;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2014/'15;191170
690;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2015/'16;190510
691;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2016/'17;192970
692;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2017/'18;196290
693;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2018/'19;196800
694;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2019/'20;197320
695;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2020/'21;206040
696;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2021/'22;204320
697;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2022/'23;196280
698;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2023/'24;187630
699;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2024/'25;182340
700;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;26260
701;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;23230
702;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;22780
703;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;21350
704;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;20810
705;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;20750
706;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;21260
707;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;21550
708;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;22670
709;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;23590
710;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;24230
711;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;23840
712;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;23490
713;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;23580
714;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2011/'12;6460
715;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2012/'13;5820
716;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2013/'14;5230
717;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2014/'15;4680
718;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2015/'16;4280
719;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2016/'17;4020
720;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2017/'18;3840
721;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2018/'19;4070
722;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2019/'20;4220
723;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2020/'21;4520
724;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2021/'22;4560
725;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2022/'23;4740
726;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2023/'24;4910
727;Mannen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2024/'25;5190
728;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;200380
729;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;200250
730;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;210050
731;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;213470
732;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;211770
733;Mannen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;213890
