ID;Geslacht;Leeftijd;TypeInstelling;Herkomstgroepering;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
1803;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2007;10115;0.59;;;
1804;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2008;10515;0.61;11730.0;0.71;3825.0
1805;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2009;11250;0.65;12370.0;0.74;4026.0
1806;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Autochtoon;2004;7000;0.51;7705.0;0.57;2429.0
1807;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Autochtoon;2005;7415;0.56;8140.0;0.62;2563.0
1808;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Autochtoon;2006;7755;0.59;8570.0;0.66;2706.0
1809;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Autochtoon;2007;8270;0.64;;;
1810;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Autochtoon;2008;8555;0.67;9500.0;0.75;3118.0
1811;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Autochtoon;2009;9110;0.71;9950.0;0.78;3264.0
1812;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal allochtoon;2004;1380;0.32;1525.0;0.38;480.0
1813;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal allochtoon;2005;1505;0.36;1665.0;0.43;509.0
1814;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal allochtoon;2006;1660;0.4;1840.0;0.48;568.0
1815;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal allochtoon;2007;1840;0.44;;;
1816;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal allochtoon;2008;1960;0.45;2230.0;0.58;708.0
1817;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal allochtoon;2009;2140;0.48;2420.0;0.6;762.0
1818;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Westerse allochtoon;2004;575;0.37;630.0;0.44;202.0
1819;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Westerse allochtoon;2005;605;0.4;670.0;0.48;208.0
1820;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Westerse allochtoon;2006;640;0.43;715.0;0.52;219.0
1821;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Westerse allochtoon;2007;640;0.42;;;
1822;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Westerse allochtoon;2008;670;0.42;755.0;0.56;240.0
1823;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Westerse allochtoon;2009;730;0.45;800.0;0.57;259.0
1824;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2004;800;0.3;890.0;0.35;278.0
1825;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2005;905;0.34;995.0;0.4;301.0
1826;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2006;1020;0.39;1125.0;0.45;349.0
1827;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2007;1205;0.45;;;
1828;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2008;1295;0.47;1475.0;0.59;467.0
1829;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2009;1410;0.49;1620.0;0.62;502.0
1830;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Marokko;2004;90;0.18;105.0;0.22;33.0
1831;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Marokko;2005;105;0.21;120.0;0.25;34.0
1832;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Marokko;2006;125;0.25;140.0;0.3;42.0
1833;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Marokko;2007;145;0.3;;;
1834;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Marokko;2008;155;0.31;185.0;0.4;57.0
1835;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Marokko;2009;160;0.33;200.0;0.43;58.0
1836;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Turkije;2004;145;0.24;155.0;0.27;48.0
1837;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Turkije;2005;160;0.27;175.0;0.31;53.0
1838;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Turkije;2006;165;0.28;180.0;0.32;58.0
1839;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Turkije;2007;190;0.33;;;
1840;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Turkije;2008;205;0.35;245.0;0.44;78.0
1841;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Turkije;2009;225;0.38;250.0;0.44;81.0
1842;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Suriname;2004;240;0.53;275.0;0.62;85.0
1843;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Suriname;2005;270;0.59;290.0;0.66;90.0
1844;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Suriname;2006;300;0.67;330.0;0.76;103.0
1845;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Suriname;2007;365;0.81;;;
1846;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Suriname;2008;400;0.88;445.0;1.03;139.0
1847;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Suriname;2009;415;0.9;460.0;1.04;148.0
1848;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2004;140;0.63;160.0;0.77;49.0
1849;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2005;160;0.73;170.0;0.84;54.0
1850;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2006;180;0.83;195.0;0.96;60.0
1851;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2007;200;0.9;;;
1852;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2008;205;0.9;240.0;1.18;75.0
1853;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2009;220;0.92;255.0;1.19;78.0
1854;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Overig niet-westers;2004;185;0.2;200.0;0.23;63.0
1855;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Overig niet-westers;2005;210;0.23;240.0;0.28;69.0
1856;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Overig niet-westers;2006;250;0.28;280.0;0.34;86.0
1857;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Overig niet-westers;2007;300;0.32;;;
1858;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Overig niet-westers;2008;330;0.33;365.0;0.44;118.0
1859;Mannen;18 tot 35 jaar;Gehandicaptenzorg;Overig niet-westers;2009;390;0.37;455.0;0.5;139.0
1860;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2004;2315;0.13;2785.0;0.16;751.0
1861;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2005;2670;0.15;3230.0;0.19;873.0
1862;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2006;3005;0.17;3565.0;0.21;995.0
1863;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2007;2950;0.17;;;
1864;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2008;3280;0.19;3930.0;0.24;1089.0
1865;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2009;3675;0.21;4445.0;0.27;1216.0
1866;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Autochtoon;2004;1670;0.12;2010.0;0.15;547.0
1867;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Autochtoon;2005;1915;0.14;2300.0;0.17;631.0
1868;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Autochtoon;2006;2110;0.16;2520.0;0.19;701.0
1869;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Autochtoon;2007;2050;0.16;;;
1870;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Autochtoon;2008;2290;0.18;2760.0;0.22;765.0
1871;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Autochtoon;2009;2550;0.2;3090.0;0.24;841.0
1872;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2004;645;0.15;775.0;0.19;204.0
1873;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2005;755;0.18;935.0;0.24;243.0
1874;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2006;895;0.22;1050.0;0.27;293.0
1875;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2007;900;0.21;;;
1876;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2008;985;0.23;1170.0;0.31;324.0
1877;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2009;1130;0.25;1355.0;0.34;374.0
1878;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2004;240;0.16;280.0;0.2;77.0
1879;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2005;260;0.17;315.0;0.22;87.0
1880;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2006;285;0.19;340.0;0.25;95.0
1881;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2007;270;0.18;;;
1882;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2008;295;0.18;365.0;0.27;99.0
1883;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2009;340;0.21;410.0;0.29;115.0
1884;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2004;405;0.15;495.0;0.19;126.0
1885;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2005;495;0.19;620.0;0.25;156.0
1886;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2006;615;0.23;710.0;0.29;199.0
1887;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2007;630;0.24;;;
1888;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2008;690;0.25;805.0;0.32;225.0
1889;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2009;790;0.28;945.0;0.36;260.0
1890;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Marokko;2004;85;0.17;105.0;0.22;25.0
1891;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Marokko;2005;95;0.19;120.0;0.25;30.0
1892;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Marokko;2006;115;0.24;145.0;0.3;38.0
1893;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Marokko;2007;125;0.25;;;
1894;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Marokko;2008;130;0.27;160.0;0.34;43.0
1895;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Marokko;2009;135;0.28;175.0;0.38;45.0
1896;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Turkije;2004;30;0.05;40.0;0.07;10.0
1897;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Turkije;2005;40;0.07;55.0;0.1;13.0
1898;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Turkije;2006;55;0.09;60.0;0.11;16.0
1899;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Turkije;2007;45;0.08;;;
1900;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Turkije;2008;65;0.11;70.0;0.13;18.0
1901;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Turkije;2009;65;0.11;85.0;0.15;22.0
1902;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Suriname;2004;115;0.25;135.0;0.3;36.0
1903;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Suriname;2005;145;0.32;175.0;0.4;44.0
1904;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Suriname;2006;175;0.39;205.0;0.47;60.0
1905;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Suriname;2007;185;0.41;;;
1906;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Suriname;2008;195;0.43;230.0;0.54;64.0
1907;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Suriname;2009;225;0.49;260.0;0.59;75.0
1908;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2004;50;0.22;65.0;0.31;17.0
1909;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2005;55;0.26;75.0;0.37;18.0
1910;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2006;80;0.36;85.0;0.43;24.0
1911;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2007;80;0.35;;;
1912;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2008;80;0.35;95.0;0.46;28.0
1913;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2009;100;0.41;115.0;0.54;31.0
1914;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2004;125;0.13;155.0;0.18;38.0
1915;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2005;160;0.17;195.0;0.23;52.0
1916;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2006;190;0.21;215.0;0.26;61.0
1917;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2007;200;0.21;;;
1918;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2008;220;0.22;250.0;0.3;73.0
1919;Mannen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2009;265;0.25;310.0;0.34;86.0
1920;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2004;13715;0.71;14640.0;0.76;4908.0
1921;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2005;14175;0.73;15130.0;0.79;5052.0
1922;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2006;14725;0.76;15770.0;0.82;5249.0
1923;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2007;15125;0.78;;;
1924;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2008;15225;0.79;16750.0;0.89;5491.0
1925;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2009;15695;0.83;17000.0;0.91;5583.0
1926;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Autochtoon;2004;11870;0.76;12595.0;0.81;4266.0
1927;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Autochtoon;2005;12135;0.77;12890.0;0.83;4346.0
1928;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Autochtoon;2006;12440;0.8;13275.0;0.85;4456.0
1929;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Autochtoon;2007;12620;0.82;;;
1930;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Autochtoon;2008;12540;0.82;13725.0;0.91;4552.0
1931;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Autochtoon;2009;12780;0.85;13760.0;0.92;4562.0
1932;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal allochtoon;2004;1845;0.5;2045.0;0.57;642.0
1933;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal allochtoon;2005;2035;0.54;2240.0;0.61;706.0
1934;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal allochtoon;2006;2290;0.6;2500.0;0.68;793.0
1935;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal allochtoon;2007;2505;0.65;;;
1936;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal allochtoon;2008;2685;0.68;3025.0;0.82;939.0
1937;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal allochtoon;2009;2915;0.73;3240.0;0.86;1020.0
1938;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Westerse allochtoon;2004;1135;0.67;1210.0;0.73;399.0
1939;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Westerse allochtoon;2005;1185;0.69;1270.0;0.76;421.0
1940;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Westerse allochtoon;2006;1240;0.72;1330.0;0.8;438.0
1941;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Westerse allochtoon;2007;1280;0.74;;;
1942;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Westerse allochtoon;2008;1290;0.74;1420.0;0.87;465.0
1943;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Westerse allochtoon;2009;1330;0.76;1445.0;0.88;473.0
1944;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2004;705;0.35;835.0;0.43;243.0
1945;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2005;850;0.41;970.0;0.49;285.0
1946;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2006;1050;0.5;1170.0;0.58;355.0
1947;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2007;1225;0.57;;;
1948;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2008;1395;0.64;1605.0;0.78;474.0
1949;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2009;1585;0.71;1795.0;0.84;547.0
1950;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Marokko;2004;75;0.24;105.0;0.33;27.0
1951;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Marokko;2005;105;0.31;120.0;0.35;36.0
1952;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Marokko;2006;145;0.41;175.0;0.49;51.0
1953;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Marokko;2007;180;0.49;;;
1954;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Marokko;2008;225;0.58;255.0;0.68;74.0
1955;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Marokko;2009;275;0.69;315.0;0.8;95.0
1956;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Turkije;2004;60;0.14;75.0;0.17;20.0
1957;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Turkije;2005;75;0.17;90.0;0.21;26.0
1958;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Turkije;2006;100;0.22;120.0;0.26;34.0
1959;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Turkije;2007;95;0.2;;;
1960;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Turkije;2008;130;0.25;155.0;0.31;40.0
1961;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Turkije;2009;150;0.29;175.0;0.35;52.0
1962;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Suriname;2004;295;0.75;340.0;0.89;104.0
1963;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Suriname;2005;340;0.86;385.0;1.0;115.0
1964;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Suriname;2006;405;1.02;440.0;1.14;136.0
1965;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Suriname;2007;470;1.17;;;
1966;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Suriname;2008;520;1.29;580.0;1.5;181.0
1967;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Suriname;2009;575;1.43;645.0;1.67;202.0
1968;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2004;120;0.88;130.0;1.03;40.0
1969;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2005;140;1.02;155.0;1.21;48.0
1970;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2006;160;1.17;185.0;1.42;55.0
1971;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2007;205;1.45;;;
1972;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2008;215;1.49;255.0;1.93;73.0
1973;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2009;230;1.59;255.0;1.87;79.0
1974;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Overig niet-westers;2004;155;0.21;185.0;0.27;51.0
1975;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Overig niet-westers;2005;190;0.26;220.0;0.31;60.0
1976;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Overig niet-westers;2006;235;0.33;255.0;0.37;79.0
1977;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Overig niet-westers;2007;275;0.37;;;
1978;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Overig niet-westers;2008;315;0.42;360.0;0.53;105.0
1979;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Overig niet-westers;2009;350;0.46;405.0;0.57;119.0
1980;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2004;770;0.04;1125.0;0.06;266.0
1981;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2005;810;0.04;1195.0;0.06;281.0
1982;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2006;865;0.04;1250.0;0.06;299.0
1983;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2007;980;0.05;;;
1984;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2008;1005;0.05;1555.0;0.08;343.0
1985;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2009;995;0.05;1575.0;0.08;356.0
1986;Mannen;35 tot 50 jaar;Verpleging en verzorging;Autochtoon;2004;630;0.04;905.0;0.06;220.0
1987;Mannen;35 tot 50 jaar;Verpleging en verzorging;Autochtoon;2005;655;0.04;965.0;0.06;231.0
1988;Mannen;35 tot 50 jaar;Verpleging en verzorging;Autochtoon;2006;700;0.04;1015.0;0.07;244.0
1989;Mannen;35 tot 50 jaar;Verpleging en verzorging;Autochtoon;2007;790;0.05;;;
1990;Mannen;35 tot 50 jaar;Verpleging en verzorging;Autochtoon;2008;785;0.05;1205.0;0.08;271.0
1991;Mannen;35 tot 50 jaar;Verpleging en verzorging;Autochtoon;2009;780;0.05;1235.0;0.08;282.0
1992;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal allochtoon;2004;140;0.04;220.0;0.06;46.0
1993;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal allochtoon;2005;155;0.04;230.0;0.06;51.0
1994;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal allochtoon;2006;165;0.04;235.0;0.06;55.0
1995;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal allochtoon;2007;190;0.05;;;
1996;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal allochtoon;2008;215;0.06;350.0;0.09;72.0
1997;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal allochtoon;2009;215;0.05;340.0;0.09;75.0
1998;Mannen;35 tot 50 jaar;Verpleging en verzorging;Westerse allochtoon;2004;65;0.04;95.0;0.06;22.0
1999;Mannen;35 tot 50 jaar;Verpleging en verzorging;Westerse allochtoon;2005;75;0.04;100.0;0.06;24.0
2000;Mannen;35 tot 50 jaar;Verpleging en verzorging;Westerse allochtoon;2006;75;0.04;105.0;0.06;25.0
2001;Mannen;35 tot 50 jaar;Verpleging en verzorging;Westerse allochtoon;2007;70;0.04;;;
2002;Mannen;35 tot 50 jaar;Verpleging en verzorging;Westerse allochtoon;2008;80;0.04;120.0;0.07;26.0
2003;Mannen;35 tot 50 jaar;Verpleging en verzorging;Westerse allochtoon;2009;80;0.05;125.0;0.08;27.0
2004;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2004;75;0.04;125.0;0.06;24.0
2005;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2005;80;0.04;130.0;0.06;27.0
2006;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2006;95;0.04;130.0;0.06;31.0
2007;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2007;120;0.06;;;
2008;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2008;140;0.06;225.0;0.11;46.0
2009;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2009;135;0.06;220.0;0.1;48.0
2010;Mannen;35 tot 50 jaar;Verpleging en verzorging;Marokko;2004;10;0.03;20.0;0.07;4.0
2011;Mannen;35 tot 50 jaar;Verpleging en verzorging;Marokko;2005;10;0.03;15.0;0.04;4.0
2012;Mannen;35 tot 50 jaar;Verpleging en verzorging;Marokko;2006;15;0.05;20.0;0.06;5.0
2013;Mannen;35 tot 50 jaar;Verpleging en verzorging;Marokko;2007;25;0.06;;;
2014;Mannen;35 tot 50 jaar;Verpleging en verzorging;Marokko;2008;25;0.06;35.0;0.1;9.0
2015;Mannen;35 tot 50 jaar;Verpleging en verzorging;Marokko;2009;30;0.07;40.0;0.1;11.0
2016;Mannen;35 tot 50 jaar;Verpleging en verzorging;Turkije;2004;10;0.02;15.0;0.04;2.0
2017;Mannen;35 tot 50 jaar;Verpleging en verzorging;Turkije;2005;10;0.02;15.0;0.04;3.0
2018;Mannen;35 tot 50 jaar;Verpleging en verzorging;Turkije;2006;5;0.02;15.0;0.03;3.0
2019;Mannen;35 tot 50 jaar;Verpleging en verzorging;Turkije;2007;10;0.02;;;
2020;Mannen;35 tot 50 jaar;Verpleging en verzorging;Turkije;2008;15;0.03;30.0;0.07;5.0
2021;Mannen;35 tot 50 jaar;Verpleging en verzorging;Turkije;2009;15;0.03;25.0;0.05;5.0
2022;Mannen;35 tot 50 jaar;Verpleging en verzorging;Suriname;2004;20;0.05;30.0;0.08;6.0
2023;Mannen;35 tot 50 jaar;Verpleging en verzorging;Suriname;2005;20;0.05;30.0;0.08;6.0
2024;Mannen;35 tot 50 jaar;Verpleging en verzorging;Suriname;2006;20;0.05;30.0;0.08;6.0
2025;Mannen;35 tot 50 jaar;Verpleging en verzorging;Suriname;2007;35;0.09;;;
2026;Mannen;35 tot 50 jaar;Verpleging en verzorging;Suriname;2008;40;0.1;60.0;0.16;13.0
2027;Mannen;35 tot 50 jaar;Verpleging en verzorging;Suriname;2009;35;0.08;60.0;0.15;12.0
2028;Mannen;35 tot 50 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2004;10;0.09;20.0;0.14;4.0
