ID;Arbeidspositie;Onderwijs;Geslacht;Leeftijd;Perioden;BeroepsEnNietBeroepsbevolking_1
5836;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2016 2e kwartaal;12
5837;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2016 3e kwartaal;11
5838;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2016 4e kwartaal;11
5839;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2016;13
5840;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2017 1e kwartaal;10
5841;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2017 2e kwartaal;13
5842;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2017 3e kwartaal;9
5843;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2017 4e kwartaal;10
5844;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2017;11
5845;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2018 1e kwartaal;9
5846;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2018 2e kwartaal;11
5847;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2018 3e kwartaal;13
5848;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2018 4e kwartaal;13
5849;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2018;11
5850;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2019 1e kwartaal;14
5851;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2019 2e kwartaal;15
5852;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2019 3e kwartaal;15
5853;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2019 4e kwartaal;12
5854;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2019;14
5855;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2020 1e kwartaal;13
5856;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2020 2e kwartaal;12
5857;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2020 3e kwartaal;11
5858;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2020 4e kwartaal;11
5859;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2020;12
5860;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2021 1e kwartaal;8
5861;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2021 2e kwartaal;11
5862;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2021 3e kwartaal;7
5863;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2021 4e kwartaal;6
5864;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2021;8
5865;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2022 1e kwartaal;7
5866;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2022 2e kwartaal;6
5867;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2022 3e kwartaal;9
5868;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2022 4e kwartaal;4
5869;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2022;6
5870;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2023 1e kwartaal;7
5871;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2023 2e kwartaal;6
5872;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2023 3e kwartaal;7
5873;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2023 4e kwartaal;7
5874;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2023;7
5875;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2024 1e kwartaal;8
5876;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2024 2e kwartaal;7
5877;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2024 3e kwartaal;9
5878;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2024 4e kwartaal;9
5879;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Mannen;65 tot 75 jaar;2024;8
5880;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2013 1e kwartaal;117
5881;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2013 2e kwartaal;127
5882;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2013 3e kwartaal;129
5883;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2013 4e kwartaal;131
5884;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2013;126
5885;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2014 1e kwartaal;96
5886;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2014 2e kwartaal;80
5887;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2014 3e kwartaal;68
5888;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2014 4e kwartaal;62
5889;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2014;76
5890;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2015 1e kwartaal;66
5891;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2015 2e kwartaal;67
5892;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2015 3e kwartaal;72
5893;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2015 4e kwartaal;77
5894;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2015 ;70
5895;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2016 1e kwartaal;86
5896;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2016 2e kwartaal;98
5897;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2016 3e kwartaal;89
5898;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2016 4e kwartaal;83
5899;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2016;89
5900;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2017 1e kwartaal;80
5901;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2017 2e kwartaal;90
5902;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2017 3e kwartaal;90
5903;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2017 4e kwartaal;93
5904;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2017;88
5905;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2018 1e kwartaal;99
5906;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2018 2e kwartaal;89
5907;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2018 3e kwartaal;83
5908;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2018 4e kwartaal;81
5909;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2018;88
5910;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2019 1e kwartaal;80
5911;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2019 2e kwartaal;88
5912;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2019 3e kwartaal;90
5913;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2019 4e kwartaal;89
5914;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2019;87
5915;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2020 1e kwartaal;92
5916;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2020 2e kwartaal;97
5917;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2020 3e kwartaal;102
5918;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2020 4e kwartaal;98
5919;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2020;97
5920;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2021 1e kwartaal;57
5921;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2021 2e kwartaal;51
5922;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2021 3e kwartaal;47
5923;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2021 4e kwartaal;41
5924;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2021;49
5925;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2022 1e kwartaal;46
5926;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2022 2e kwartaal;42
5927;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2022 3e kwartaal;52
5928;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2022 4e kwartaal;48
5929;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2022;47
5930;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2023 1e kwartaal;38
5931;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2023 2e kwartaal;39
5932;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2023 3e kwartaal;37
5933;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2023 4e kwartaal;36
5934;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2023;38
5935;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2024 1e kwartaal;40
5936;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2024 2e kwartaal;34
5937;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2024 3e kwartaal;41
5938;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2024 4e kwartaal;44
5939;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 75 jaar;2024;40
5940;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2013 1e kwartaal;27
5941;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2013 2e kwartaal;32
5942;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2013 3e kwartaal;30
5943;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2013 4e kwartaal;27
5944;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2013;29
5945;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2014 1e kwartaal;14
5946;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2014 2e kwartaal;10
5947;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2014 3e kwartaal;3
5948;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2014 4e kwartaal;2
5949;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2014;7
5950;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2015 1e kwartaal;1
5951;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2015 2e kwartaal;2
5952;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2015 3e kwartaal;2
5953;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2015 4e kwartaal;1
5954;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2015 ;2
5955;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2016 1e kwartaal;2
5956;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2016 2e kwartaal;3
5957;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2016 3e kwartaal;3
5958;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2016 4e kwartaal;4
5959;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2016;3
5960;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2017 1e kwartaal;4
5961;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2017 2e kwartaal;4
5962;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2017 3e kwartaal;3
5963;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2017 4e kwartaal;3
5964;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2017;4
5965;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2018 1e kwartaal;5
5966;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2018 2e kwartaal;4
5967;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2018 3e kwartaal;2
5968;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2018 4e kwartaal;2
5969;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2018;3
5970;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2019 1e kwartaal;3
5971;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2019 2e kwartaal;3
5972;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2019 3e kwartaal;3
5973;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2019 4e kwartaal;4
5974;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2019;3
5975;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2020 1e kwartaal;4
5976;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2020 2e kwartaal;4
5977;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2020 3e kwartaal;2
5978;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2020 4e kwartaal;2
5979;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2020;3
5980;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2021 1e kwartaal;2
5981;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2021 2e kwartaal;2
5982;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2021 3e kwartaal;0
5983;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2021 4e kwartaal;0
5984;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2021;1
5985;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2022 1e kwartaal;0
5986;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2022 2e kwartaal;1
5987;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2022 3e kwartaal;1
5988;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2022 4e kwartaal;1
5989;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2022;1
5990;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2023 1e kwartaal;1
5991;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2023 2e kwartaal;1
5992;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2023 3e kwartaal;1
5993;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2023 4e kwartaal;1
5994;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2023;1
5995;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2024 1e kwartaal;2
5996;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2024 2e kwartaal;1
5997;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2024 3e kwartaal;1
5998;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2024 4e kwartaal;1
5999;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;15 tot 25 jaar;2024;1
6000;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2013 1e kwartaal;22
6001;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2013 2e kwartaal;26
6002;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2013 3e kwartaal;25
6003;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2013 4e kwartaal;32
6004;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2013;26
6005;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2014 1e kwartaal;20
6006;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2014 2e kwartaal;14
6007;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2014 3e kwartaal;12
6008;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2014 4e kwartaal;8
6009;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2014;13
6010;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2015 1e kwartaal;10
6011;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2015 2e kwartaal;10
6012;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2015 3e kwartaal;11
6013;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2015 4e kwartaal;10
6014;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2015 ;10
6015;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2016 1e kwartaal;11
6016;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2016 2e kwartaal;17
6017;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2016 3e kwartaal;18
6018;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2016 4e kwartaal;16
6019;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2016;15
6020;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2017 1e kwartaal;14
6021;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2017 2e kwartaal;15
6022;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2017 3e kwartaal;16
6023;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2017 4e kwartaal;20
6024;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2017;16
6025;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2018 1e kwartaal;20
6026;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2018 2e kwartaal;15
6027;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2018 3e kwartaal;14
6028;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2018 4e kwartaal;11
6029;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2018;15
6030;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2019 1e kwartaal;10
6031;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2019 2e kwartaal;13
6032;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2019 3e kwartaal;12
6033;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2019 4e kwartaal;12
6034;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;Vrouwen;25 tot 35 jaar;2019;12
