ID;ArbeidspositieEindePeriode;LangdurigeAandoening;Geslacht;KinderenInHuishouden;Perioden;Personen15Tot65JaarBeginPeriode_1;WerkzameBeroepsbevolkingBeginPeriode_2;WerklozenNietActievenBeginPeriode_3
2296;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2006 4e kwartaal;266;262;4
2297;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2006;274;256;17
2298;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2008 1e kwartaal;350;341;9
2299;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2008 2e kwartaal;316;308;8
2300;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2008 3e kwartaal;282;275;7
2301;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2008 4e kwartaal;252;247;5
2302;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2008;260;244;16
2303;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2009 1e kwartaal;245;241;4
2304;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2009 2e kwartaal;257;248;9
2305;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2009 3e kwartaal;246;240;5
2306;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2009 4e kwartaal;245;240;6
2307;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2009;247;235;13
2308;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2010 1e kwartaal;235;229;6
2309;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2010 2e kwartaal;202;195;7
2310;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2010 3e kwartaal;187;184;3
2311;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind < 18 jaar;2010 4e kwartaal;162;157;5
2312;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2003 1e kwartaal;114;111;3
2313;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2003 2e kwartaal;110;105;5
2314;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2003 3e kwartaal;124;120;4
2315;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2003 4e kwartaal;122;119;2
2316;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2003;122;115;8
2317;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2004 1e kwartaal;124;121;4
2318;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2004 2e kwartaal;124;119;6
2319;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2004 3e kwartaal;117;112;5
2320;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2004 4e kwartaal;119;116;3
2321;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2004;122;112;9
2322;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2005 1e kwartaal;117;113;4
2323;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2005 2e kwartaal;124;120;4
2324;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2005 3e kwartaal;124;121;3
2325;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2005 4e kwartaal;124;120;4
2326;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2005;133;122;11
2327;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2006 1e kwartaal;124;120;4
2328;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2006 2e kwartaal;125;120;5
2329;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2006 3e kwartaal;111;109;3
2330;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2006 4e kwartaal;111;108;3
2331;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2006;113;106;7
2332;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2008 1e kwartaal;146;142;4
2333;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2008 2e kwartaal;139;135;4
2334;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2008 3e kwartaal;130;126;4
2335;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2008 4e kwartaal;123;117;5
2336;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2008;123;116;7
2337;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2009 1e kwartaal;125;120;4
2338;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2009 2e kwartaal;130;127;2
2339;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2009 3e kwartaal;120;115;4
2340;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2009 4e kwartaal;118;114;4
2341;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2009;118;107;11
2342;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2010 1e kwartaal;116;111;5
2343;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2010 2e kwartaal;103;101;2
2344;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2010 3e kwartaal;96;91;6
2345;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden met jongste kind >= 18 jaar;2010 4e kwartaal;90;89;2
2346;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2003 1e kwartaal;352;344;8
2347;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2003 2e kwartaal;336;328;9
2348;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2003 3e kwartaal;335;325;10
2349;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2003 4e kwartaal;330;322;7
2350;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2003;327;308;19
2351;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2004 1e kwartaal;329;320;9
2352;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2004 2e kwartaal;339;331;8
2353;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2004 3e kwartaal;346;337;9
2354;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2004 4e kwartaal;345;338;7
2355;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2004;344;325;19
2356;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2005 1e kwartaal;345;336;9
2357;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2005 2e kwartaal;362;352;10
2358;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2005 3e kwartaal;359;349;11
2359;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2005 4e kwartaal;349;338;11
2360;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2005;353;329;24
2361;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2006 1e kwartaal;348;340;8
2362;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2006 2e kwartaal;355;345;10
2363;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2006 3e kwartaal;355;345;9
2364;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2006 4e kwartaal;339;330;9
2365;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2006;350;328;22
2366;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2008 1e kwartaal;441;427;15
2367;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2008 2e kwartaal;419;412;7
2368;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2008 3e kwartaal;365;356;9
2369;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2008 4e kwartaal;341;334;7
2370;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2008;323;312;12
2371;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2009 1e kwartaal;341;335;5
2372;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2009 2e kwartaal;336;327;9
2373;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2009 3e kwartaal;345;337;7
2374;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2009 4e kwartaal;343;334;9
2375;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2009;349;328;21
2376;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2010 1e kwartaal;344;331;13
2377;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2010 2e kwartaal;311;299;12
2378;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2010 3e kwartaal;287;277;10
2379;Werkzame beroepsbevolking;Heeft langdurige aandoening;2;Huishouden zonder kinderen;2010 4e kwartaal;248;242;6
2380;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2003 1e kwartaal;545;524;22
2381;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2003 2e kwartaal;553;527;26
2382;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2003 3e kwartaal;553;536;17
2383;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2003 4e kwartaal;544;529;15
2384;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2003;550;504;46
2385;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2004 1e kwartaal;530;509;21
2386;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2004 2e kwartaal;541;515;26
2387;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2004 3e kwartaal;556;533;23
2388;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2004 4e kwartaal;531;518;13
2389;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2004;537;480;57
2390;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2005 1e kwartaal;553;526;28
2391;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2005 2e kwartaal;560;533;26
2392;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2005 3e kwartaal;553;531;21
2393;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2005 4e kwartaal;552;531;21
2394;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2005;563;510;52
2395;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2006 1e kwartaal;554;534;20
2396;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2006 2e kwartaal;557;528;29
2397;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2006 3e kwartaal;553;529;24
2398;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2006 4e kwartaal;559;533;26
2399;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2006;569;504;65
2400;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2008 1e kwartaal;768;731;36
2401;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2008 2e kwartaal;696;663;33
2402;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2008 3e kwartaal;617;587;30
2403;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2008 4e kwartaal;557;536;21
2404;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2008;554;502;52
2405;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2009 1e kwartaal;547;527;21
2406;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2009 2e kwartaal;564;537;28
2407;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2009 3e kwartaal;558;538;20
2408;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2009 4e kwartaal;564;542;22
2409;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2009;571;520;51
2410;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2010 1e kwartaal;579;556;23
2411;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2010 2e kwartaal;530;507;23
2412;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2010 3e kwartaal;492;474;18
2413;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Totaal wel/geen kinderen in huishouden;2010 4e kwartaal;435;421;14
2414;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2003 1e kwartaal;269;257;12
2415;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2003 2e kwartaal;286;272;15
2416;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2003 3e kwartaal;284;275;9
2417;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2003 4e kwartaal;273;264;10
2418;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2003;274;248;26
2419;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2004 1e kwartaal;275;263;12
2420;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2004 2e kwartaal;275;262;13
2421;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2004 3e kwartaal;278;267;11
2422;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2004 4e kwartaal;273;265;9
2423;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2004;279;248;31
2424;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2005 1e kwartaal;276;261;15
2425;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2005 2e kwartaal;288;272;16
2426;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2005 3e kwartaal;284;271;14
2427;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2005 4e kwartaal;288;275;12
2428;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2005;302;268;34
2429;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2006 1e kwartaal;290;279;11
2430;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2006 2e kwartaal;292;276;16
2431;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2006 3e kwartaal;290;275;15
2432;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2006 4e kwartaal;297;281;16
2433;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2006;308;265;43
2434;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2008 1e kwartaal;411;389;22
2435;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2008 2e kwartaal;370;350;20
2436;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2008 3e kwartaal;330;309;21
2437;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2008 4e kwartaal;286;275;11
2438;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2008;299;263;36
2439;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2009 1e kwartaal;286;272;14
2440;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2009 2e kwartaal;299;280;19
2441;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2009 3e kwartaal;294;281;13
2442;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2009 4e kwartaal;299;285;14
2443;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2009;306;270;36
2444;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2010 1e kwartaal;302;289;12
2445;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2010 2e kwartaal;275;264;11
2446;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2010 3e kwartaal;250;238;11
2447;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met kinderen;2010 4e kwartaal;216;209;7
2448;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2003 1e kwartaal;206;197;9
2449;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2003 2e kwartaal;218;208;10
2450;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2003 3e kwartaal;217;210;6
2451;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2003 4e kwartaal;209;200;9
2452;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2003;209;189;20
2453;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2004 1e kwartaal;207;197;10
2454;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2004 2e kwartaal;207;198;9
2455;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2004 3e kwartaal;204;197;7
2456;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2004 4e kwartaal;201;194;6
2457;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2004;207;184;23
2458;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2005 1e kwartaal;204;194;11
2459;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2005 2e kwartaal;213;202;12
2460;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2005 3e kwartaal;215;205;10
2461;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2005 4e kwartaal;216;207;10
2462;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2005;224;198;26
2463;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2006 1e kwartaal;215;206;9
2464;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2006 2e kwartaal;217;205;12
2465;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2006 3e kwartaal;213;202;12
2466;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2006 4e kwartaal;219;206;12
2467;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2006;231;197;34
2468;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 1e kwartaal;298;281;17
2469;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 2e kwartaal;265;251;14
2470;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 3e kwartaal;241;224;17
2471;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 4e kwartaal;209;202;8
2472;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008;222;195;27
2473;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 1e kwartaal;209;199;9
2474;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 2e kwartaal;217;205;12
2475;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 3e kwartaal;211;202;9
2476;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 4e kwartaal;218;208;10
2477;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009;229;203;26
2478;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 1e kwartaal;220;212;8
2479;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 2e kwartaal;196;188;8
2480;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 3e kwartaal;182;174;8
2481;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 4e kwartaal;154;148;6
2482;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 1e kwartaal;63;60;3
2483;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 2e kwartaal;68;64;4
2484;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 3e kwartaal;67;65;2
2485;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 4e kwartaal;64;64;0
2486;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003;65;59;6
2487;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 1e kwartaal;68;66;2
2488;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 2e kwartaal;68;64;4
2489;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 3e kwartaal;74;71;4
2490;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 4e kwartaal;73;70;2
2491;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004;73;65;8
2492;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 1e kwartaal;72;68;4
2493;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 2e kwartaal;75;70;5
2494;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 3e kwartaal;70;66;4
2495;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 4e kwartaal;71;69;3
2496;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005;78;69;9
2497;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 1e kwartaal;76;73;3
2498;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 2e kwartaal;75;71;4
2499;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 3e kwartaal;76;73;3
2500;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 4e kwartaal;79;74;4
2501;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006;77;69;9
2502;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 1e kwartaal;113;108;5
2503;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 2e kwartaal;105;99;7
2504;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 3e kwartaal;89;85;4
2505;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 4e kwartaal;77;73;3
2506;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008;77;69;9
2507;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 1e kwartaal;77;73;5
2508;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 2e kwartaal;82;76;7
2509;Werkzame beroepsbevolking;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 3e kwartaal;83;79;4
