ID;Bedrijfsgroep;Geslacht;BurgerlijkeStaat;Personen_1
5053;XV, 22. Kunstzijdefabrieken;Mannen;Burgerlijke staat onbekend;0
5054;XV, 22. Kunstzijdefabrieken;Vrouwen;Totaal alle burgerlijke staten;4769
5055;XV, 22. Kunstzijdefabrieken;Vrouwen;Ongehuwd;4697
5056;XV, 22. Kunstzijdefabrieken;Vrouwen;Gehuwd;42
5057;XV, 22. Kunstzijdefabrieken;Vrouwen;Gescheiden van tafel en bed;5
5058;XV, 22. Kunstzijdefabrieken;Vrouwen;Weduwstaat;9
5059;XV, 22. Kunstzijdefabrieken;Vrouwen;Gescheiden van echt;16
5060;XV, 22. Kunstzijdefabrieken;Vrouwen;Burgerlijke staat onbekend;0
5061;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;2815
5062;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Ongehuwd;1674
5063;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Gehuwd;1068
5064;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;3
5065;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Weduwstaat;61
5066;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Gescheiden van echt;9
5067;XV, 23. Touwslagerijen en garenspinner.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5068;XV, 23. Touwslagerijen en garenspinner.;Mannen;Totaal alle burgerlijke staten;2215
5069;XV, 23. Touwslagerijen en garenspinner.;Mannen;Ongehuwd;1098
5070;XV, 23. Touwslagerijen en garenspinner.;Mannen;Gehuwd;1051
5071;XV, 23. Touwslagerijen en garenspinner.;Mannen;Gescheiden van tafel en bed;2
5072;XV, 23. Touwslagerijen en garenspinner.;Mannen;Weduwstaat;57
5073;XV, 23. Touwslagerijen en garenspinner.;Mannen;Gescheiden van echt;7
5074;XV, 23. Touwslagerijen en garenspinner.;Mannen;Burgerlijke staat onbekend;0
5075;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Totaal alle burgerlijke staten;600
5076;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Ongehuwd;576
5077;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Gehuwd;17
5078;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Gescheiden van tafel en bed;1
5079;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Weduwstaat;4
5080;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Gescheiden van echt;2
5081;XV, 23. Touwslagerijen en garenspinner.;Vrouwen;Burgerlijke staat onbekend;0
5082;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1010
5083;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Ongehuwd;613
5084;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Gehuwd;356
5085;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;2
5086;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Weduwstaat;36
5087;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;3
5088;XV, 24. Nettenfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5089;XV, 24. Nettenfabrieken;Mannen;Totaal alle burgerlijke staten;535
5090;XV, 24. Nettenfabrieken;Mannen;Ongehuwd;214
5091;XV, 24. Nettenfabrieken;Mannen;Gehuwd;303
5092;XV, 24. Nettenfabrieken;Mannen;Gescheiden van tafel en bed;1
5093;XV, 24. Nettenfabrieken;Mannen;Weduwstaat;15
5094;XV, 24. Nettenfabrieken;Mannen;Gescheiden van echt;2
5095;XV, 24. Nettenfabrieken;Mannen;Burgerlijke staat onbekend;0
5096;XV, 24. Nettenfabrieken;Vrouwen;Totaal alle burgerlijke staten;475
5097;XV, 24. Nettenfabrieken;Vrouwen;Ongehuwd;399
5098;XV, 24. Nettenfabrieken;Vrouwen;Gehuwd;53
5099;XV, 24. Nettenfabrieken;Vrouwen;Gescheiden van tafel en bed;1
5100;XV, 24. Nettenfabrieken;Vrouwen;Weduwstaat;21
5101;XV, 24. Nettenfabrieken;Vrouwen;Gescheiden van echt;1
5102;XV, 24. Nettenfabrieken;Vrouwen;Burgerlijke staat onbekend;0
5103;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;3139
5104;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Ongehuwd;1714
5105;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Gehuwd;1354
5106;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;1
5107;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Weduwstaat;64
5108;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;6
5109;XV, 25. Tapijt- en mattenfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5110;XV, 25. Tapijt- en mattenfabrieken;Mannen;Totaal alle burgerlijke staten;2742
5111;XV, 25. Tapijt- en mattenfabrieken;Mannen;Ongehuwd;1339
5112;XV, 25. Tapijt- en mattenfabrieken;Mannen;Gehuwd;1336
5113;XV, 25. Tapijt- en mattenfabrieken;Mannen;Gescheiden van tafel en bed;1
5114;XV, 25. Tapijt- en mattenfabrieken;Mannen;Weduwstaat;60
5115;XV, 25. Tapijt- en mattenfabrieken;Mannen;Gescheiden van echt;6
5116;XV, 25. Tapijt- en mattenfabrieken;Mannen;Burgerlijke staat onbekend;0
5117;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Totaal alle burgerlijke staten;397
5118;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Ongehuwd;375
5119;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Gehuwd;18
5120;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Gescheiden van tafel en bed;0
5121;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Weduwstaat;4
5122;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Gescheiden van echt;0
5123;XV, 25. Tapijt- en mattenfabrieken;Vrouwen;Burgerlijke staat onbekend;0
5124;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;426
5125;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Ongehuwd;232
5126;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Gehuwd;193
5127;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5128;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Weduwstaat;1
5129;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Gescheiden van echt;0
5130;XV, 26. Fluweel-, trijp- en moquettefab.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5131;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Totaal alle burgerlijke staten;324
5132;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Ongehuwd;132
5133;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Gehuwd;191
5134;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Gescheiden van tafel en bed;0
5135;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Weduwstaat;1
5136;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Gescheiden van echt;0
5137;XV, 26. Fluweel-, trijp- en moquettefab.;Mannen;Burgerlijke staat onbekend;0
5138;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Totaal alle burgerlijke staten;102
5139;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Ongehuwd;100
5140;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Gehuwd;2
5141;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Gescheiden van tafel en bed;0
5142;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Weduwstaat;0
5143;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Gescheiden van echt;0
5144;XV, 26. Fluweel-, trijp- en moquettefab.;Vrouwen;Burgerlijke staat onbekend;0
5145;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;38
5146;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Ongehuwd;21
5147;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Gehuwd;17
5148;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5149;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Weduwstaat;0
5150;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Gescheiden van echt;0
5151;XV, 27. Vitrageweverijen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5152;XV, 27. Vitrageweverijen;Mannen;Totaal alle burgerlijke staten;25
5153;XV, 27. Vitrageweverijen;Mannen;Ongehuwd;9
5154;XV, 27. Vitrageweverijen;Mannen;Gehuwd;16
5155;XV, 27. Vitrageweverijen;Mannen;Gescheiden van tafel en bed;0
5156;XV, 27. Vitrageweverijen;Mannen;Weduwstaat;0
5157;XV, 27. Vitrageweverijen;Mannen;Gescheiden van echt;0
5158;XV, 27. Vitrageweverijen;Mannen;Burgerlijke staat onbekend;0
5159;XV, 27. Vitrageweverijen;Vrouwen;Totaal alle burgerlijke staten;13
5160;XV, 27. Vitrageweverijen;Vrouwen;Ongehuwd;12
5161;XV, 27. Vitrageweverijen;Vrouwen;Gehuwd;1
5162;XV, 27. Vitrageweverijen;Vrouwen;Gescheiden van tafel en bed;0
5163;XV, 27. Vitrageweverijen;Vrouwen;Weduwstaat;0
5164;XV, 27. Vitrageweverijen;Vrouwen;Gescheiden van echt;0
5165;XV, 27. Vitrageweverijen;Vrouwen;Burgerlijke staat onbekend;0
5166;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;416
5167;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Ongehuwd;305
5168;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Gehuwd;104
5169;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5170;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Weduwstaat;4
5171;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;3
5172;XV, 28. Kantfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5173;XV, 28. Kantfabrieken;Mannen;Totaal alle burgerlijke staten;210
5174;XV, 28. Kantfabrieken;Mannen;Ongehuwd;105
5175;XV, 28. Kantfabrieken;Mannen;Gehuwd;99
5176;XV, 28. Kantfabrieken;Mannen;Gescheiden van tafel en bed;0
5177;XV, 28. Kantfabrieken;Mannen;Weduwstaat;3
5178;XV, 28. Kantfabrieken;Mannen;Gescheiden van echt;3
5179;XV, 28. Kantfabrieken;Mannen;Burgerlijke staat onbekend;0
5180;XV, 28. Kantfabrieken;Vrouwen;Totaal alle burgerlijke staten;206
5181;XV, 28. Kantfabrieken;Vrouwen;Ongehuwd;200
5182;XV, 28. Kantfabrieken;Vrouwen;Gehuwd;5
5183;XV, 28. Kantfabrieken;Vrouwen;Gescheiden van tafel en bed;0
5184;XV, 28. Kantfabrieken;Vrouwen;Weduwstaat;1
5185;XV, 28. Kantfabrieken;Vrouwen;Gescheiden van echt;0
5186;XV, 28. Kantfabrieken;Vrouwen;Burgerlijke staat onbekend;0
5187;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1196
5188;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Ongehuwd;818
5189;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Gehuwd;355
5190;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5191;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Weduwstaat;16
5192;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;7
5193;XV, 29. Band-, veter- en koordfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5194;XV, 29. Band-, veter- en koordfabrieken;Mannen;Totaal alle burgerlijke staten;720
5195;XV, 29. Band-, veter- en koordfabrieken;Mannen;Ongehuwd;362
5196;XV, 29. Band-, veter- en koordfabrieken;Mannen;Gehuwd;339
5197;XV, 29. Band-, veter- en koordfabrieken;Mannen;Gescheiden van tafel en bed;0
5198;XV, 29. Band-, veter- en koordfabrieken;Mannen;Weduwstaat;15
5199;XV, 29. Band-, veter- en koordfabrieken;Mannen;Gescheiden van echt;4
5200;XV, 29. Band-, veter- en koordfabrieken;Mannen;Burgerlijke staat onbekend;0
5201;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Totaal alle burgerlijke staten;476
5202;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Ongehuwd;456
5203;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Gehuwd;16
5204;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Gescheiden van tafel en bed;0
5205;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Weduwstaat;1
5206;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Gescheiden van echt;3
5207;XV, 29. Band-, veter- en koordfabrieken;Vrouwen;Burgerlijke staat onbekend;0
5208;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;351
5209;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Ongehuwd;226
5210;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Gehuwd;111
5211;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5212;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Weduwstaat;10
5213;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;4
5214;XV, 30. Passementfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5215;XV, 30. Passementfabrieken;Mannen;Totaal alle burgerlijke staten;203
5216;XV, 30. Passementfabrieken;Mannen;Ongehuwd;82
5217;XV, 30. Passementfabrieken;Mannen;Gehuwd;108
5218;XV, 30. Passementfabrieken;Mannen;Gescheiden van tafel en bed;0
5219;XV, 30. Passementfabrieken;Mannen;Weduwstaat;9
5220;XV, 30. Passementfabrieken;Mannen;Gescheiden van echt;4
5221;XV, 30. Passementfabrieken;Mannen;Burgerlijke staat onbekend;0
5222;XV, 30. Passementfabrieken;Vrouwen;Totaal alle burgerlijke staten;148
5223;XV, 30. Passementfabrieken;Vrouwen;Ongehuwd;144
5224;XV, 30. Passementfabrieken;Vrouwen;Gehuwd;3
5225;XV, 30. Passementfabrieken;Vrouwen;Gescheiden van tafel en bed;0
5226;XV, 30. Passementfabrieken;Vrouwen;Weduwstaat;1
5227;XV, 30. Passementfabrieken;Vrouwen;Gescheiden van echt;0
5228;XV, 30. Passementfabrieken;Vrouwen;Burgerlijke staat onbekend;0
5229;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;122
5230;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Ongehuwd;79
5231;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Gehuwd;42
5232;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5233;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Weduwstaat;0
5234;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Gescheiden van echt;1
5235;XV, 31. Paardenhaarbewerking;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5236;XV, 31. Paardenhaarbewerking;Mannen;Totaal alle burgerlijke staten;85
5237;XV, 31. Paardenhaarbewerking;Mannen;Ongehuwd;44
5238;XV, 31. Paardenhaarbewerking;Mannen;Gehuwd;41
5239;XV, 31. Paardenhaarbewerking;Mannen;Gescheiden van tafel en bed;0
5240;XV, 31. Paardenhaarbewerking;Mannen;Weduwstaat;0
5241;XV, 31. Paardenhaarbewerking;Mannen;Gescheiden van echt;0
5242;XV, 31. Paardenhaarbewerking;Mannen;Burgerlijke staat onbekend;0
5243;XV, 31. Paardenhaarbewerking;Vrouwen;Totaal alle burgerlijke staten;37
5244;XV, 31. Paardenhaarbewerking;Vrouwen;Ongehuwd;35
5245;XV, 31. Paardenhaarbewerking;Vrouwen;Gehuwd;1
5246;XV, 31. Paardenhaarbewerking;Vrouwen;Gescheiden van tafel en bed;0
5247;XV, 31. Paardenhaarbewerking;Vrouwen;Weduwstaat;0
5248;XV, 31. Paardenhaarbewerking;Vrouwen;Gescheiden van echt;1
5249;XV, 31. Paardenhaarbewerking;Vrouwen;Burgerlijke staat onbekend;0
5250;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;59
5251;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Ongehuwd;30
5252;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Gehuwd;29
5253;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5254;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Weduwstaat;0
5255;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Gescheiden van echt;0
5256;XV, 32. Plantenhaarbewerking;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5257;XV, 32. Plantenhaarbewerking;Mannen;Totaal alle burgerlijke staten;58
5258;XV, 32. Plantenhaarbewerking;Mannen;Ongehuwd;29
5259;XV, 32. Plantenhaarbewerking;Mannen;Gehuwd;29
5260;XV, 32. Plantenhaarbewerking;Mannen;Gescheiden van tafel en bed;0
5261;XV, 32. Plantenhaarbewerking;Mannen;Weduwstaat;0
5262;XV, 32. Plantenhaarbewerking;Mannen;Gescheiden van echt;0
5263;XV, 32. Plantenhaarbewerking;Mannen;Burgerlijke staat onbekend;0
5264;XV, 32. Plantenhaarbewerking;Vrouwen;Totaal alle burgerlijke staten;1
5265;XV, 32. Plantenhaarbewerking;Vrouwen;Ongehuwd;1
5266;XV, 32. Plantenhaarbewerking;Vrouwen;Gehuwd;0
5267;XV, 32. Plantenhaarbewerking;Vrouwen;Gescheiden van tafel en bed;0
5268;XV, 32. Plantenhaarbewerking;Vrouwen;Weduwstaat;0
5269;XV, 32. Plantenhaarbewerking;Vrouwen;Gescheiden van echt;0
5270;XV, 32. Plantenhaarbewerking;Vrouwen;Burgerlijke staat onbekend;0
5271;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;20296
5272;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Ongehuwd;4373
5273;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Gehuwd;15470
5274;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Gescheiden van tafel en bed;39
5275;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Weduwstaat;339
5276;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Gescheiden van echt;75
5277;Totaal bedrijfsklasse XVI;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5278;Totaal bedrijfsklasse XVI;Mannen;Totaal alle burgerlijke staten;19712
5279;Totaal bedrijfsklasse XVI;Mannen;Ongehuwd;3897
5280;Totaal bedrijfsklasse XVI;Mannen;Gehuwd;15410
5281;Totaal bedrijfsklasse XVI;Mannen;Gescheiden van tafel en bed;39
5282;Totaal bedrijfsklasse XVI;Mannen;Weduwstaat;301
5283;Totaal bedrijfsklasse XVI;Mannen;Gescheiden van echt;65
5284;Totaal bedrijfsklasse XVI;Mannen;Burgerlijke staat onbekend;0
5285;Totaal bedrijfsklasse XVI;Vrouwen;Totaal alle burgerlijke staten;584
5286;Totaal bedrijfsklasse XVI;Vrouwen;Ongehuwd;476
5287;Totaal bedrijfsklasse XVI;Vrouwen;Gehuwd;60
5288;Totaal bedrijfsklasse XVI;Vrouwen;Gescheiden van tafel en bed;0
5289;Totaal bedrijfsklasse XVI;Vrouwen;Weduwstaat;38
5290;Totaal bedrijfsklasse XVI;Vrouwen;Gescheiden van echt;10
5291;Totaal bedrijfsklasse XVI;Vrouwen;Burgerlijke staat onbekend;0
5292;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;10070
5293;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Ongehuwd;1495
5294;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Gehuwd;8307
5295;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;20
5296;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Weduwstaat;211
5297;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;37
5298;XVI, 1. Gasfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5299;XVI, 1. Gasfabrieken;Mannen;Totaal alle burgerlijke staten;9847
5300;XVI, 1. Gasfabrieken;Mannen;Ongehuwd;1324
5301;XVI, 1. Gasfabrieken;Mannen;Gehuwd;8280
5302;XVI, 1. Gasfabrieken;Mannen;Gescheiden van tafel en bed;20
5303;XVI, 1. Gasfabrieken;Mannen;Weduwstaat;191
5304;XVI, 1. Gasfabrieken;Mannen;Gescheiden van echt;32
5305;XVI, 1. Gasfabrieken;Mannen;Burgerlijke staat onbekend;0
5306;XVI, 1. Gasfabrieken;Vrouwen;Totaal alle burgerlijke staten;223
5307;XVI, 1. Gasfabrieken;Vrouwen;Ongehuwd;171
5308;XVI, 1. Gasfabrieken;Vrouwen;Gehuwd;27
5309;XVI, 1. Gasfabrieken;Vrouwen;Gescheiden van tafel en bed;0
5310;XVI, 1. Gasfabrieken;Vrouwen;Weduwstaat;20
5311;XVI, 1. Gasfabrieken;Vrouwen;Gescheiden van echt;5
5312;XVI, 1. Gasfabrieken;Vrouwen;Burgerlijke staat onbekend;0
5313;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;10226
5314;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Ongehuwd;2878
5315;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Gehuwd;7163
5316;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Gescheiden van tafel en bed;19
5317;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Weduwstaat;128
5318;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Gescheiden van echt;38
5319;XVI, 2. Electriciteitsbedrijven;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5320;XVI, 2. Electriciteitsbedrijven;Mannen;Totaal alle burgerlijke staten;9865
5321;XVI, 2. Electriciteitsbedrijven;Mannen;Ongehuwd;2573
5322;XVI, 2. Electriciteitsbedrijven;Mannen;Gehuwd;7130
5323;XVI, 2. Electriciteitsbedrijven;Mannen;Gescheiden van tafel en bed;19
5324;XVI, 2. Electriciteitsbedrijven;Mannen;Weduwstaat;110
5325;XVI, 2. Electriciteitsbedrijven;Mannen;Gescheiden van echt;33
5326;XVI, 2. Electriciteitsbedrijven;Mannen;Burgerlijke staat onbekend;0
5327;XVI, 2. Electriciteitsbedrijven;Vrouwen;Totaal alle burgerlijke staten;361
5328;XVI, 2. Electriciteitsbedrijven;Vrouwen;Ongehuwd;305
5329;XVI, 2. Electriciteitsbedrijven;Vrouwen;Gehuwd;33
5330;XVI, 2. Electriciteitsbedrijven;Vrouwen;Gescheiden van tafel en bed;0
5331;XVI, 2. Electriciteitsbedrijven;Vrouwen;Weduwstaat;18
5332;XVI, 2. Electriciteitsbedrijven;Vrouwen;Gescheiden van echt;5
5333;XVI, 2. Electriciteitsbedrijven;Vrouwen;Burgerlijke staat onbekend;0
5334;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;218824
5335;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Ongehuwd;103287
5336;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Gehuwd;109738
5337;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Gescheiden van tafel en bed;212
5338;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Weduwstaat;4864
5339;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Gescheiden van echt;723
5340;Totaal bedrijfsklasse XVII;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5341;Totaal bedrijfsklasse XVII;Mannen;Totaal alle burgerlijke staten;195725
5342;Totaal bedrijfsklasse XVII;Mannen;Ongehuwd;82348
5343;Totaal bedrijfsklasse XVII;Mannen;Gehuwd;108502
5344;Totaal bedrijfsklasse XVII;Mannen;Gescheiden van tafel en bed;189
5345;Totaal bedrijfsklasse XVII;Mannen;Weduwstaat;4074
5346;Totaal bedrijfsklasse XVII;Mannen;Gescheiden van echt;612
5347;Totaal bedrijfsklasse XVII;Mannen;Burgerlijke staat onbekend;0
5348;Totaal bedrijfsklasse XVII;Vrouwen;Totaal alle burgerlijke staten;23099
5349;Totaal bedrijfsklasse XVII;Vrouwen;Ongehuwd;20939
5350;Totaal bedrijfsklasse XVII;Vrouwen;Gehuwd;1236
5351;Totaal bedrijfsklasse XVII;Vrouwen;Gescheiden van tafel en bed;23
5352;Totaal bedrijfsklasse XVII;Vrouwen;Weduwstaat;790
5353;Totaal bedrijfsklasse XVII;Vrouwen;Gescheiden van echt;111
5354;Totaal bedrijfsklasse XVII;Vrouwen;Burgerlijke staat onbekend;0
5355;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1804
5356;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Ongehuwd;518
5357;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Gehuwd;1254
5358;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
5359;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Weduwstaat;29
5360;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Gescheiden van echt;3
5361;XVII, 1. Graandorscherijen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
5362;XVII, 1. Graandorscherijen;Mannen;Totaal alle burgerlijke staten;1786
5363;XVII, 1. Graandorscherijen;Mannen;Ongehuwd;507
5364;XVII, 1. Graandorscherijen;Mannen;Gehuwd;1250
5365;XVII, 1. Graandorscherijen;Mannen;Gescheiden van tafel en bed;0
5366;XVII, 1. Graandorscherijen;Mannen;Weduwstaat;26
5367;XVII, 1. Graandorscherijen;Mannen;Gescheiden van echt;3
5368;XVII, 1. Graandorscherijen;Mannen;Burgerlijke staat onbekend;0
5369;XVII, 1. Graandorscherijen;Vrouwen;Totaal alle burgerlijke staten;18
5370;XVII, 1. Graandorscherijen;Vrouwen;Ongehuwd;11
5371;XVII, 1. Graandorscherijen;Vrouwen;Gehuwd;4
5372;XVII, 1. Graandorscherijen;Vrouwen;Gescheiden van tafel en bed;0
5373;XVII, 1. Graandorscherijen;Vrouwen;Weduwstaat;3
5374;XVII, 1. Graandorscherijen;Vrouwen;Gescheiden van echt;0
5375;XVII, 1. Graandorscherijen;Vrouwen;Burgerlijke staat onbekend;0
5376;XVII, 2. Granen- en zadenzuiveringsinr.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;146
