ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
4241;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;661.0
4242;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;1451.0
4243;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;1474.0
4244;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;1533.0
4245;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Overig;2022;1800.0
4246;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Overig;2023;1894.0
4247;Totaal particuliere huishoudens;Israël;Geboren buiten Nederland;Overig;2024;2026.0
4248;Totaal particuliere huishoudens;Italië;Totaal;Totaal;2022;44405.0
4249;Totaal particuliere huishoudens;Italië;Totaal;Totaal;2023;46706.0
4250;Totaal particuliere huishoudens;Italië;Totaal;Totaal;2024;48842.0
4251;Totaal particuliere huishoudens;Italië;Totaal;Zelfde land als referentiepersoon;2022;11403.0
4252;Totaal particuliere huishoudens;Italië;Totaal;Zelfde land als referentiepersoon;2023;11647.0
4253;Totaal particuliere huishoudens;Italië;Totaal;Zelfde land als referentiepersoon;2024;11916.0
4254;Totaal particuliere huishoudens;Italië;Totaal;Ander land dan referentiepersoon;2022;11359.0
4255;Totaal particuliere huishoudens;Italië;Totaal;Ander land dan referentiepersoon;2023;11781.0
4256;Totaal particuliere huishoudens;Italië;Totaal;Ander land dan referentiepersoon;2024;12147.0
4257;Totaal particuliere huishoudens;Italië;Totaal;Overig;2022;21643.0
4258;Totaal particuliere huishoudens;Italië;Totaal;Overig;2023;23278.0
4259;Totaal particuliere huishoudens;Italië;Totaal;Overig;2024;24779.0
4260;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Totaal;2022;16250.0
4261;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Totaal;2023;16518.0
4262;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Totaal;2024;16762.0
4263;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Zelfde land als referentiepersoon;2022;7736.0
4264;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Zelfde land als referentiepersoon;2023;7773.0
4265;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Zelfde land als referentiepersoon;2024;7784.0
4266;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Ander land dan referentiepersoon;2022;3336.0
4267;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Ander land dan referentiepersoon;2023;3483.0
4268;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Ander land dan referentiepersoon;2024;3572.0
4269;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Overig;2022;5178.0
4270;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Overig;2023;5262.0
4271;Totaal particuliere huishoudens;Italië;Geboren in Nederland;Overig;2024;5406.0
4272;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Totaal;2022;28155.0
4273;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Totaal;2023;30188.0
4274;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Totaal;2024;32080.0
4275;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;3667.0
4276;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;3874.0
4277;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;4132.0
4278;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;8023.0
4279;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;8298.0
4280;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;8575.0
4281;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Overig;2022;16465.0
4282;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Overig;2023;18016.0
4283;Totaal particuliere huishoudens;Italië;Geboren buiten Nederland;Overig;2024;19373.0
4284;Totaal particuliere huishoudens;Ivoorkust;Totaal;Totaal;2022;937.0
4285;Totaal particuliere huishoudens;Ivoorkust;Totaal;Totaal;2023;968.0
4286;Totaal particuliere huishoudens;Ivoorkust;Totaal;Totaal;2024;997.0
4287;Totaal particuliere huishoudens;Ivoorkust;Totaal;Zelfde land als referentiepersoon;2022;82.0
4288;Totaal particuliere huishoudens;Ivoorkust;Totaal;Zelfde land als referentiepersoon;2023;87.0
4289;Totaal particuliere huishoudens;Ivoorkust;Totaal;Zelfde land als referentiepersoon;2024;101.0
4290;Totaal particuliere huishoudens;Ivoorkust;Totaal;Ander land dan referentiepersoon;2022;264.0
4291;Totaal particuliere huishoudens;Ivoorkust;Totaal;Ander land dan referentiepersoon;2023;261.0
4292;Totaal particuliere huishoudens;Ivoorkust;Totaal;Ander land dan referentiepersoon;2024;266.0
4293;Totaal particuliere huishoudens;Ivoorkust;Totaal;Overig;2022;591.0
4294;Totaal particuliere huishoudens;Ivoorkust;Totaal;Overig;2023;620.0
4295;Totaal particuliere huishoudens;Ivoorkust;Totaal;Overig;2024;630.0
4296;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Totaal;2022;179.0
4297;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Totaal;2023;185.0
4298;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Totaal;2024;210.0
4299;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Zelfde land als referentiepersoon;2022;33.0
4300;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Zelfde land als referentiepersoon;2023;33.0
4301;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Zelfde land als referentiepersoon;2024;42.0
4302;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Ander land dan referentiepersoon;2022;94.0
4303;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Ander land dan referentiepersoon;2023;95.0
4304;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Ander land dan referentiepersoon;2024;98.0
4305;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Overig;2022;52.0
4306;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Overig;2023;57.0
4307;Totaal particuliere huishoudens;Ivoorkust;Geboren in Nederland;Overig;2024;70.0
4308;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Totaal;2022;758.0
4309;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Totaal;2023;783.0
4310;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Totaal;2024;787.0
4311;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;49.0
4312;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;54.0
4313;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;59.0
4314;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;170.0
4315;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;166.0
4316;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;168.0
4317;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Overig;2022;539.0
4318;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Overig;2023;563.0
4319;Totaal particuliere huishoudens;Ivoorkust;Geboren buiten Nederland;Overig;2024;560.0
4320;Totaal particuliere huishoudens;Jamaica;Totaal;Totaal;2022;1274.0
4321;Totaal particuliere huishoudens;Jamaica;Totaal;Totaal;2023;1306.0
4322;Totaal particuliere huishoudens;Jamaica;Totaal;Totaal;2024;1346.0
4323;Totaal particuliere huishoudens;Jamaica;Totaal;Zelfde land als referentiepersoon;2022;151.0
4324;Totaal particuliere huishoudens;Jamaica;Totaal;Zelfde land als referentiepersoon;2023;158.0
4325;Totaal particuliere huishoudens;Jamaica;Totaal;Zelfde land als referentiepersoon;2024;162.0
4326;Totaal particuliere huishoudens;Jamaica;Totaal;Ander land dan referentiepersoon;2022;354.0
4327;Totaal particuliere huishoudens;Jamaica;Totaal;Ander land dan referentiepersoon;2023;362.0
4328;Totaal particuliere huishoudens;Jamaica;Totaal;Ander land dan referentiepersoon;2024;380.0
4329;Totaal particuliere huishoudens;Jamaica;Totaal;Overig;2022;769.0
4330;Totaal particuliere huishoudens;Jamaica;Totaal;Overig;2023;786.0
4331;Totaal particuliere huishoudens;Jamaica;Totaal;Overig;2024;804.0
4332;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Totaal;2022;417.0
4333;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Totaal;2023;424.0
4334;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Totaal;2024;457.0
4335;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Zelfde land als referentiepersoon;2022;115.0
4336;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Zelfde land als referentiepersoon;2023;123.0
4337;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Zelfde land als referentiepersoon;2024;125.0
4338;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Ander land dan referentiepersoon;2022;142.0
4339;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Ander land dan referentiepersoon;2023;141.0
4340;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Ander land dan referentiepersoon;2024;150.0
4341;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Overig;2022;160.0
4342;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Overig;2023;160.0
4343;Totaal particuliere huishoudens;Jamaica;Geboren in Nederland;Overig;2024;182.0
4344;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Totaal;2022;857.0
4345;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Totaal;2023;882.0
4346;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Totaal;2024;889.0
4347;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;36.0
4348;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;35.0
4349;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;37.0
4350;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;212.0
4351;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;221.0
4352;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;230.0
4353;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Overig;2022;609.0
4354;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Overig;2023;626.0
4355;Totaal particuliere huishoudens;Jamaica;Geboren buiten Nederland;Overig;2024;622.0
4356;Totaal particuliere huishoudens;Japan;Totaal;Totaal;2022;5078.0
4357;Totaal particuliere huishoudens;Japan;Totaal;Totaal;2023;5489.0
4358;Totaal particuliere huishoudens;Japan;Totaal;Totaal;2024;5853.0
4359;Totaal particuliere huishoudens;Japan;Totaal;Zelfde land als referentiepersoon;2022;1214.0
4360;Totaal particuliere huishoudens;Japan;Totaal;Zelfde land als referentiepersoon;2023;1305.0
4361;Totaal particuliere huishoudens;Japan;Totaal;Zelfde land als referentiepersoon;2024;1392.0
4362;Totaal particuliere huishoudens;Japan;Totaal;Ander land dan referentiepersoon;2022;1488.0
4363;Totaal particuliere huishoudens;Japan;Totaal;Ander land dan referentiepersoon;2023;1561.0
4364;Totaal particuliere huishoudens;Japan;Totaal;Ander land dan referentiepersoon;2024;1650.0
4365;Totaal particuliere huishoudens;Japan;Totaal;Overig;2022;2376.0
4366;Totaal particuliere huishoudens;Japan;Totaal;Overig;2023;2623.0
4367;Totaal particuliere huishoudens;Japan;Totaal;Overig;2024;2811.0
4368;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Totaal;2022;1657.0
4369;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Totaal;2023;1726.0
4370;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Totaal;2024;1815.0
4371;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Zelfde land als referentiepersoon;2022;318.0
4372;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Zelfde land als referentiepersoon;2023;328.0
4373;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Zelfde land als referentiepersoon;2024;346.0
4374;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Ander land dan referentiepersoon;2022;1098.0
4375;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Ander land dan referentiepersoon;2023;1132.0
4376;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Ander land dan referentiepersoon;2024;1170.0
4377;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Overig;2022;241.0
4378;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Overig;2023;266.0
4379;Totaal particuliere huishoudens;Japan;Geboren in Nederland;Overig;2024;299.0
4380;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Totaal;2022;3421.0
4381;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Totaal;2023;3763.0
4382;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Totaal;2024;4038.0
4383;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;896.0
4384;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;977.0
4385;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;1046.0
4386;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;390.0
4387;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;429.0
4388;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;480.0
4389;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Overig;2022;2135.0
4390;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Overig;2023;2357.0
4391;Totaal particuliere huishoudens;Japan;Geboren buiten Nederland;Overig;2024;2512.0
4392;Totaal particuliere huishoudens;Jemen;Totaal;Totaal;2022;1382.0
4393;Totaal particuliere huishoudens;Jemen;Totaal;Totaal;2023;1897.0
4394;Totaal particuliere huishoudens;Jemen;Totaal;Totaal;2024;2932.0
4395;Totaal particuliere huishoudens;Jemen;Totaal;Zelfde land als referentiepersoon;2022;442.0
4396;Totaal particuliere huishoudens;Jemen;Totaal;Zelfde land als referentiepersoon;2023;589.0
4397;Totaal particuliere huishoudens;Jemen;Totaal;Zelfde land als referentiepersoon;2024;843.0
4398;Totaal particuliere huishoudens;Jemen;Totaal;Ander land dan referentiepersoon;2022;190.0
4399;Totaal particuliere huishoudens;Jemen;Totaal;Ander land dan referentiepersoon;2023;233.0
4400;Totaal particuliere huishoudens;Jemen;Totaal;Ander land dan referentiepersoon;2024;267.0
4401;Totaal particuliere huishoudens;Jemen;Totaal;Overig;2022;750.0
4402;Totaal particuliere huishoudens;Jemen;Totaal;Overig;2023;1075.0
4403;Totaal particuliere huishoudens;Jemen;Totaal;Overig;2024;1822.0
4404;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Totaal;2022;70.0
4405;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Totaal;2023;69.0
4406;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Totaal;2024;74.0
4407;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Zelfde land als referentiepersoon;2022;13.0
4408;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Zelfde land als referentiepersoon;2023;13.0
4409;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Zelfde land als referentiepersoon;2024;16.0
4410;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Ander land dan referentiepersoon;2022;25.0
4411;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Ander land dan referentiepersoon;2023;25.0
4412;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Ander land dan referentiepersoon;2024;25.0
4413;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Overig;2022;32.0
4414;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Overig;2023;31.0
4415;Totaal particuliere huishoudens;Jemen;Geboren in Nederland;Overig;2024;33.0
4416;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Totaal;2022;1312.0
4417;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Totaal;2023;1828.0
4418;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Totaal;2024;2858.0
4419;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;429.0
4420;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;576.0
4421;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;827.0
4422;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;165.0
4423;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;208.0
4424;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;242.0
4425;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Overig;2022;718.0
4426;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Overig;2023;1044.0
4427;Totaal particuliere huishoudens;Jemen;Geboren buiten Nederland;Overig;2024;1789.0
4428;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Totaal;2022;0.0
4429;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Totaal;2023;0.0
4430;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Totaal;2024;0.0
4431;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Zelfde land als referentiepersoon;2022;0.0
4432;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Zelfde land als referentiepersoon;2023;0.0
4433;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Zelfde land als referentiepersoon;2024;0.0
4434;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Ander land dan referentiepersoon;2022;0.0
4435;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Ander land dan referentiepersoon;2023;0.0
4436;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Ander land dan referentiepersoon;2024;0.0
4437;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Overig;2022;0.0
4438;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Overig;2023;0.0
4439;Totaal particuliere huishoudens;Joegoslavië (oud);Totaal;Overig;2024;0.0
4440;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Totaal;2022;0.0
4441;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Totaal;2023;0.0
4442;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Totaal;2024;0.0
4443;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Zelfde land als referentiepersoon;2022;0.0
4444;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Zelfde land als referentiepersoon;2023;0.0
4445;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Zelfde land als referentiepersoon;2024;0.0
4446;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Ander land dan referentiepersoon;2022;0.0
4447;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Ander land dan referentiepersoon;2023;0.0
4448;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Ander land dan referentiepersoon;2024;0.0
4449;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Overig;2022;0.0
4450;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Overig;2023;0.0
4451;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren in Nederland;Overig;2024;0.0
4452;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Totaal;2022;0.0
4453;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Totaal;2023;0.0
4454;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Totaal;2024;0.0
4455;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;0.0
4456;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;0.0
4457;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;0.0
4458;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Ander land dan referentiepersoon;2022;0.0
4459;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Ander land dan referentiepersoon;2023;0.0
4460;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Ander land dan referentiepersoon;2024;0.0
4461;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Overig;2022;0.0
4462;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Overig;2023;0.0
4463;Totaal particuliere huishoudens;Joegoslavië (oud);Geboren buiten Nederland;Overig;2024;0.0
4464;Totaal particuliere huishoudens;Jordanië;Totaal;Totaal;2022;1182.0
4465;Totaal particuliere huishoudens;Jordanië;Totaal;Totaal;2023;1362.0
4466;Totaal particuliere huishoudens;Jordanië;Totaal;Totaal;2024;1445.0
4467;Totaal particuliere huishoudens;Jordanië;Totaal;Zelfde land als referentiepersoon;2022;232.0
4468;Totaal particuliere huishoudens;Jordanië;Totaal;Zelfde land als referentiepersoon;2023;247.0
4469;Totaal particuliere huishoudens;Jordanië;Totaal;Zelfde land als referentiepersoon;2024;258.0
4470;Totaal particuliere huishoudens;Jordanië;Totaal;Ander land dan referentiepersoon;2022;380.0
4471;Totaal particuliere huishoudens;Jordanië;Totaal;Ander land dan referentiepersoon;2023;433.0
4472;Totaal particuliere huishoudens;Jordanië;Totaal;Ander land dan referentiepersoon;2024;456.0
4473;Totaal particuliere huishoudens;Jordanië;Totaal;Overig;2022;570.0
4474;Totaal particuliere huishoudens;Jordanië;Totaal;Overig;2023;682.0
4475;Totaal particuliere huishoudens;Jordanië;Totaal;Overig;2024;731.0
4476;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Totaal;2022;344.0
4477;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Totaal;2023;365.0
4478;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Totaal;2024;373.0
4479;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Zelfde land als referentiepersoon;2022;121.0
4480;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Zelfde land als referentiepersoon;2023;127.0
4481;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Zelfde land als referentiepersoon;2024;131.0
4482;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Ander land dan referentiepersoon;2022;98.0
4483;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Ander land dan referentiepersoon;2023;101.0
4484;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Ander land dan referentiepersoon;2024;102.0
4485;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Overig;2022;125.0
4486;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Overig;2023;137.0
4487;Totaal particuliere huishoudens;Jordanië;Geboren in Nederland;Overig;2024;140.0
4488;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Totaal;2022;838.0
4489;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Totaal;2023;997.0
4490;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Totaal;2024;1072.0
4491;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;111.0
4492;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;120.0
4493;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;127.0
4494;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;282.0
4495;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;332.0
4496;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;354.0
4497;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Overig;2022;445.0
4498;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Overig;2023;545.0
4499;Totaal particuliere huishoudens;Jordanië;Geboren buiten Nederland;Overig;2024;591.0
4500;Totaal particuliere huishoudens;Kaapverdië;Totaal;Totaal;2022;12784.0
4501;Totaal particuliere huishoudens;Kaapverdië;Totaal;Totaal;2023;13060.0
4502;Totaal particuliere huishoudens;Kaapverdië;Totaal;Totaal;2024;13176.0
4503;Totaal particuliere huishoudens;Kaapverdië;Totaal;Zelfde land als referentiepersoon;2022;3112.0
4504;Totaal particuliere huishoudens;Kaapverdië;Totaal;Zelfde land als referentiepersoon;2023;3119.0
4505;Totaal particuliere huishoudens;Kaapverdië;Totaal;Zelfde land als referentiepersoon;2024;3199.0
4506;Totaal particuliere huishoudens;Kaapverdië;Totaal;Ander land dan referentiepersoon;2022;1616.0
4507;Totaal particuliere huishoudens;Kaapverdië;Totaal;Ander land dan referentiepersoon;2023;1650.0
4508;Totaal particuliere huishoudens;Kaapverdië;Totaal;Ander land dan referentiepersoon;2024;1671.0
4509;Totaal particuliere huishoudens;Kaapverdië;Totaal;Overig;2022;8056.0
4510;Totaal particuliere huishoudens;Kaapverdië;Totaal;Overig;2023;8291.0
4511;Totaal particuliere huishoudens;Kaapverdië;Totaal;Overig;2024;8306.0
4512;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Totaal;2022;4744.0
4513;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Totaal;2023;4934.0
4514;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Totaal;2024;5048.0
4515;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Zelfde land als referentiepersoon;2022;1261.0
4516;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Zelfde land als referentiepersoon;2023;1313.0
4517;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Zelfde land als referentiepersoon;2024;1381.0
4518;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Ander land dan referentiepersoon;2022;692.0
4519;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Ander land dan referentiepersoon;2023;708.0
4520;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Ander land dan referentiepersoon;2024;709.0
4521;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Overig;2022;2791.0
4522;Totaal particuliere huishoudens;Kaapverdië;Geboren in Nederland;Overig;2023;2913.0
