ID;Geslacht;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;TotaalDeelnemersVavo_1;VavoDeelnemersVmboT_2;VavoDeelnemersHavo_3;VavoDeelnemersVwo_4
5943;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2013/'14;82.0;19.0;47.0;16.0
5944;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2014/'15;56.0;13.0;33.0;10.0
5945;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2015/'16;84.0;16.0;48.0;20.0
5946;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2016/'17;86.0;17.0;48.0;21.0
5947;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2017/'18;108.0;20.0;63.0;25.0
5948;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2018/'19;115.0;14.0;78.0;23.0
5949;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2019/'20;116.0;14.0;71.0;31.0
5950;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2020/'21;61.0;3.0;32.0;26.0
5951;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Utrecht (gemeente);2021/'22;81.0;8.0;46.0;27.0
5952;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2006/'07;94.0;24.0;47.0;23.0
5953;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2007/'08;117.0;32.0;63.0;22.0
5954;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2008/'09;262.0;49.0;155.0;58.0
5955;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2009/'10;327.0;63.0;190.0;74.0
5956;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2010/'11;399.0;83.0;235.0;81.0
5957;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2011/'12;255.0;49.0;145.0;61.0
5958;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2012/'13;239.0;43.0;126.0;70.0
5959;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2013/'14;211.0;37.0;125.0;49.0
5960;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2014/'15;244.0;58.0;121.0;65.0
5961;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2015/'16;230.0;39.0;140.0;51.0
5962;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2016/'17;230.0;51.0;130.0;49.0
5963;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2017/'18;227.0;37.0;131.0;59.0
5964;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2018/'19;233.0;37.0;143.0;53.0
5965;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2019/'20;234.0;24.0;156.0;54.0
5966;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2020/'21;131.0;11.0;92.0;28.0
5967;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;'s-Gravenhage (gemeente);2021/'22;196.0;8.0;127.0;61.0
5968;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2006/'07;581.0;154.0;313.0;114.0
5969;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2007/'08;453.0;139.0;255.0;59.0
5970;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2008/'09;382.0;59.0;234.0;89.0
5971;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2009/'10;441.0;50.0;246.0;145.0
5972;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2010/'11;471.0;39.0;272.0;160.0
5973;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2011/'12;363.0;49.0;209.0;105.0
5974;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2012/'13;363.0;55.0;208.0;100.0
5975;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2013/'14;325.0;70.0;187.0;68.0
5976;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2014/'15;383.0;73.0;208.0;102.0
5977;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2015/'16;383.0;58.0;223.0;102.0
5978;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2016/'17;351.0;60.0;201.0;90.0
5979;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2017/'18;345.0;55.0;186.0;104.0
5980;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2018/'19;418.0;60.0;252.0;106.0
5981;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2019/'20;440.0;78.0;224.0;138.0
5982;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2020/'21;265.0;30.0;170.0;65.0
5983;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Rotterdam;2021/'22;320.0;32.0;218.0;70.0
5984;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2006/'07;1099.0;242.0;611.0;246.0
5985;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2007/'08;1108.0;256.0;622.0;230.0
5986;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2008/'09;1187.0;182.0;727.0;278.0
5987;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2009/'10;1233.0;183.0;690.0;360.0
5988;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2010/'11;1065.0;149.0;620.0;296.0
5989;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2011/'12;898.0;146.0;497.0;255.0
5990;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2012/'13;880.0;144.0;482.0;254.0
5991;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2013/'14;1051.0;189.0;602.0;260.0
5992;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2014/'15;1168.0;197.0;636.0;335.0
5993;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2015/'16;1174.0;159.0;664.0;351.0
5994;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2016/'17;1165.0;182.0;666.0;317.0
5995;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2017/'18;1174.0;164.0;659.0;351.0
5996;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2018/'19;1277.0;154.0;792.0;331.0
5997;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2019/'20;1309.0;160.0;746.0;403.0
5998;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2020/'21;785.0;77.0;475.0;233.0
5999;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2021/'22;1053.0;73.0;654.0;326.0
6000;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;707.0;182.0;385.0;140.0
6001;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;841.0;204.0;449.0;188.0
6002;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;983.0;200.0;574.0;209.0
6003;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;1074.0;207.0;616.0;251.0
6004;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;1071.0;218.0;618.0;235.0
6005;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;904.0;175.0;561.0;168.0
6006;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;900.0;189.0;513.0;198.0
6007;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;914.0;209.0;517.0;188.0
6008;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;1016.0;207.0;577.0;232.0
6009;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;1161.0;224.0;656.0;281.0
6010;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;1231.0;202.0;689.0;340.0
6011;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;1321.0;266.0;714.0;341.0
6012;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;1289.0;241.0;719.0;329.0
6013;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;1290.0;201.0;717.0;372.0
6014;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;797.0;109.0;457.0;231.0
6015;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;1108.0;149.0;610.0;349.0
6016;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2006/'07;1189.0;276.0;696.0;217.0
6017;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2007/'08;1239.0;255.0;727.0;257.0
6018;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2008/'09;1420.0;251.0;897.0;272.0
6019;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2009/'10;1682.0;267.0;958.0;457.0
6020;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2010/'11;1564.0;260.0;972.0;332.0
6021;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2011/'12;1424.0;258.0;869.0;297.0
6022;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2012/'13;1512.0;282.0;854.0;376.0
6023;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2013/'14;1412.0;278.0;828.0;306.0
6024;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2014/'15;1371.0;228.0;800.0;343.0
6025;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2015/'16;1497.0;286.0;876.0;335.0
6026;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2016/'17;1552.0;268.0;923.0;361.0
6027;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2017/'18;1695.0;303.0;965.0;427.0
6028;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2018/'19;1704.0;228.0;989.0;487.0
6029;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2019/'20;1661.0;210.0;952.0;499.0
6030;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2020/'21;996.0;119.0;584.0;293.0
6031;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2021/'22;1328.0;140.0;769.0;419.0
6032;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2006/'07;11.0;2.0;7.0;2.0
6033;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2007/'08;15.0;0.0;12.0;3.0
6034;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2008/'09;12.0;4.0;6.0;2.0
6035;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2009/'10;12.0;6.0;5.0;1.0
6036;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2010/'11;12.0;6.0;6.0;0.0
6037;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2011/'12;1.0;0.0;0.0;1.0
6038;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2012/'13;4.0;1.0;2.0;1.0
6039;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2013/'14;6.0;0.0;4.0;2.0
6040;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2014/'15;12.0;0.0;10.0;2.0
6041;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2015/'16;9.0;1.0;4.0;4.0
6042;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2016/'17;16.0;1.0;9.0;6.0
6043;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2017/'18;10.0;0.0;6.0;4.0
6044;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2018/'19;13.0;2.0;4.0;7.0
6045;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2019/'20;15.0;5.0;4.0;6.0
6046;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2020/'21;15.0;2.0;9.0;4.0
6047;Totaal mannen en vrouwen;Met migratieachtergrond;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2021/'22;12.0;2.0;5.0;5.0
6048;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2006/'07;;;;
6049;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2007/'08;;;;
6050;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2008/'09;;;;
6051;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2009/'10;;;;
6052;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2010/'11;;;;
6053;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2011/'12;;;;
6054;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2012/'13;;;;
6055;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2013/'14;;;;
6056;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2014/'15;;;;
6057;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2015/'16;;;;
6058;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2016/'17;;;;
6059;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2017/'18;;;;
6060;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2018/'19;;;;
6061;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2019/'20;;;;
6062;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2020/'21;;;;
6063;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Nederland;2021/'22;;;;
6064;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2006/'07;;;;
6065;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2007/'08;;;;
6066;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2008/'09;;;;
6067;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2009/'10;;;;
6068;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2010/'11;;;;
6069;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2011/'12;;;;
6070;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2012/'13;;;;
6071;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2013/'14;;;;
6072;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2014/'15;;;;
6073;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2015/'16;;;;
6074;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2016/'17;;;;
6075;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2017/'18;;;;
6076;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2018/'19;;;;
6077;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2019/'20;;;;
6078;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2020/'21;;;;
6079;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Noord-Nederland (LD);2021/'22;;;;
6080;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2006/'07;;;;
6081;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2007/'08;;;;
6082;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2008/'09;;;;
6083;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2009/'10;;;;
6084;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2010/'11;;;;
6085;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2011/'12;;;;
6086;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2012/'13;;;;
6087;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2013/'14;;;;
6088;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2014/'15;;;;
6089;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2015/'16;;;;
6090;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2016/'17;;;;
6091;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2017/'18;;;;
6092;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2018/'19;;;;
6093;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2019/'20;;;;
6094;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2020/'21;;;;
6095;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Oost-Nederland (LD);2021/'22;;;;
6096;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2006/'07;;;;
6097;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2007/'08;;;;
6098;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2008/'09;;;;
6099;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2009/'10;;;;
6100;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2010/'11;;;;
6101;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2011/'12;;;;
6102;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2012/'13;;;;
6103;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2013/'14;;;;
6104;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2014/'15;;;;
6105;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2015/'16;;;;
6106;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2016/'17;;;;
6107;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2017/'18;;;;
6108;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2018/'19;;;;
6109;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2019/'20;;;;
6110;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2020/'21;;;;
6111;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;West-Nederland (LD);2021/'22;;;;
6112;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2006/'07;;;;
6113;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2007/'08;;;;
6114;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2008/'09;;;;
6115;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2009/'10;;;;
6116;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2010/'11;;;;
6117;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2011/'12;;;;
6118;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2012/'13;;;;
6119;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2013/'14;;;;
6120;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2014/'15;;;;
6121;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2015/'16;;;;
6122;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2016/'17;;;;
6123;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2017/'18;;;;
6124;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2018/'19;;;;
6125;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2019/'20;;;;
6126;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2020/'21;;;;
6127;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Zuid-Nederland (LD);2021/'22;;;;
6128;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2006/'07;;;;
6129;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2007/'08;;;;
6130;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2008/'09;;;;
6131;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2009/'10;;;;
6132;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2010/'11;;;;
6133;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2011/'12;;;;
6134;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2012/'13;;;;
6135;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2013/'14;;;;
6136;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2014/'15;;;;
6137;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2015/'16;;;;
6138;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2016/'17;;;;
6139;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2017/'18;;;;
6140;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2018/'19;;;;
6141;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2019/'20;;;;
6142;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2020/'21;;;;
6143;Totaal mannen en vrouwen;Met migratieachtergrond;Generatie onbekend;Niet in te delen (LD);2021/'22;;;;
