ID;Geslacht;LeerlingEnStudentkenmerken;CaribischNederland;Perioden;LeerlingenEnStudenten_1
1591;Mannen;9 jaar;Saba;2016/'17;6.0
1592;Mannen;9 jaar;Saba;2017/'18;16.0
1593;Mannen;9 jaar;Saba;2018/'19;13.0
1594;Mannen;9 jaar;Saba;2019/'20;6.0
1595;Mannen;9 jaar;Saba;2020/'21;6.0
1596;Mannen;9 jaar;Saba;2021/'22;13.0
1597;Mannen;9 jaar;Saba;2022/'23;7.0
1598;Mannen;9 jaar;Saba;2023/'24;8.0
1599;Mannen;9 jaar;Saba;2024/'25;16.0
1600;Mannen;10 jaar;Caribisch Nederland;2009/'10;112.0
1601;Mannen;10 jaar;Caribisch Nederland;2010/'11;127.0
1602;Mannen;10 jaar;Caribisch Nederland;2011/'12;153.0
1603;Mannen;10 jaar;Caribisch Nederland;2012/'13;151.0
1604;Mannen;10 jaar;Caribisch Nederland;2013/'14;140.0
1605;Mannen;10 jaar;Caribisch Nederland;2014/'15;135.0
1606;Mannen;10 jaar;Caribisch Nederland;2015/'16;138.0
1607;Mannen;10 jaar;Caribisch Nederland;2016/'17;136.0
1608;Mannen;10 jaar;Caribisch Nederland;2017/'18;141.0
1609;Mannen;10 jaar;Caribisch Nederland;2018/'19;158.0
1610;Mannen;10 jaar;Caribisch Nederland;2019/'20;155.0
1611;Mannen;10 jaar;Caribisch Nederland;2020/'21;177.0
1612;Mannen;10 jaar;Caribisch Nederland;2021/'22;183.0
1613;Mannen;10 jaar;Caribisch Nederland;2022/'23;140.0
1614;Mannen;10 jaar;Caribisch Nederland;2023/'24;181.0
1615;Mannen;10 jaar;Caribisch Nederland;2024/'25;158.0
1616;Mannen;10 jaar;Bonaire;2009/'10;85.0
1617;Mannen;10 jaar;Bonaire;2010/'11;93.0
1618;Mannen;10 jaar;Bonaire;2011/'12;117.0
1619;Mannen;10 jaar;Bonaire;2012/'13;111.0
1620;Mannen;10 jaar;Bonaire;2013/'14;110.0
1621;Mannen;10 jaar;Bonaire;2014/'15;103.0
1622;Mannen;10 jaar;Bonaire;2015/'16;101.0
1623;Mannen;10 jaar;Bonaire;2016/'17;102.0
1624;Mannen;10 jaar;Bonaire;2017/'18;104.0
1625;Mannen;10 jaar;Bonaire;2018/'19;121.0
1626;Mannen;10 jaar;Bonaire;2019/'20;129.0
1627;Mannen;10 jaar;Bonaire;2020/'21;138.0
1628;Mannen;10 jaar;Bonaire;2021/'22;155.0
1629;Mannen;10 jaar;Bonaire;2022/'23;114.0
1630;Mannen;10 jaar;Bonaire;2023/'24;148.0
1631;Mannen;10 jaar;Bonaire;2024/'25;125.0
1632;Mannen;10 jaar;Sint Eustatius;2009/'10;19.0
1633;Mannen;10 jaar;Sint Eustatius;2010/'11;26.0
1634;Mannen;10 jaar;Sint Eustatius;2011/'12;26.0
1635;Mannen;10 jaar;Sint Eustatius;2012/'13;29.0
1636;Mannen;10 jaar;Sint Eustatius;2013/'14;22.0
1637;Mannen;10 jaar;Sint Eustatius;2014/'15;24.0
1638;Mannen;10 jaar;Sint Eustatius;2015/'16;23.0
1639;Mannen;10 jaar;Sint Eustatius;2016/'17;23.0
1640;Mannen;10 jaar;Sint Eustatius;2017/'18;28.0
1641;Mannen;10 jaar;Sint Eustatius;2018/'19;20.0
1642;Mannen;10 jaar;Sint Eustatius;2019/'20;15.0
1643;Mannen;10 jaar;Sint Eustatius;2020/'21;32.0
1644;Mannen;10 jaar;Sint Eustatius;2021/'22;23.0
1645;Mannen;10 jaar;Sint Eustatius;2022/'23;16.0
1646;Mannen;10 jaar;Sint Eustatius;2023/'24;24.0
1647;Mannen;10 jaar;Sint Eustatius;2024/'25;20.0
1648;Mannen;10 jaar;Saba;2009/'10;8.0
1649;Mannen;10 jaar;Saba;2010/'11;8.0
1650;Mannen;10 jaar;Saba;2011/'12;10.0
1651;Mannen;10 jaar;Saba;2012/'13;11.0
1652;Mannen;10 jaar;Saba;2013/'14;8.0
1653;Mannen;10 jaar;Saba;2014/'15;8.0
1654;Mannen;10 jaar;Saba;2015/'16;14.0
1655;Mannen;10 jaar;Saba;2016/'17;11.0
1656;Mannen;10 jaar;Saba;2017/'18;9.0
1657;Mannen;10 jaar;Saba;2018/'19;17.0
1658;Mannen;10 jaar;Saba;2019/'20;11.0
1659;Mannen;10 jaar;Saba;2020/'21;7.0
1660;Mannen;10 jaar;Saba;2021/'22;5.0
1661;Mannen;10 jaar;Saba;2022/'23;10.0
1662;Mannen;10 jaar;Saba;2023/'24;9.0
1663;Mannen;10 jaar;Saba;2024/'25;9.0
1664;Mannen;11 jaar;Caribisch Nederland;2009/'10;111.0
1665;Mannen;11 jaar;Caribisch Nederland;2010/'11;104.0
1666;Mannen;11 jaar;Caribisch Nederland;2011/'12;128.0
1667;Mannen;11 jaar;Caribisch Nederland;2012/'13;148.0
1668;Mannen;11 jaar;Caribisch Nederland;2013/'14;149.0
1669;Mannen;11 jaar;Caribisch Nederland;2014/'15;143.0
1670;Mannen;11 jaar;Caribisch Nederland;2015/'16;133.0
1671;Mannen;11 jaar;Caribisch Nederland;2016/'17;137.0
1672;Mannen;11 jaar;Caribisch Nederland;2017/'18;133.0
1673;Mannen;11 jaar;Caribisch Nederland;2018/'19;136.0
1674;Mannen;11 jaar;Caribisch Nederland;2019/'20;156.0
1675;Mannen;11 jaar;Caribisch Nederland;2020/'21;152.0
1676;Mannen;11 jaar;Caribisch Nederland;2021/'22;151.0
1677;Mannen;11 jaar;Caribisch Nederland;2022/'23;171.0
1678;Mannen;11 jaar;Caribisch Nederland;2023/'24;141.0
1679;Mannen;11 jaar;Caribisch Nederland;2024/'25;166.0
1680;Mannen;11 jaar;Bonaire;2009/'10;85.0
1681;Mannen;11 jaar;Bonaire;2010/'11;78.0
1682;Mannen;11 jaar;Bonaire;2011/'12;97.0
1683;Mannen;11 jaar;Bonaire;2012/'13;113.0
1684;Mannen;11 jaar;Bonaire;2013/'14;115.0
1685;Mannen;11 jaar;Bonaire;2014/'15;114.0
1686;Mannen;11 jaar;Bonaire;2015/'16;99.0
1687;Mannen;11 jaar;Bonaire;2016/'17;99.0
1688;Mannen;11 jaar;Bonaire;2017/'18;97.0
1689;Mannen;11 jaar;Bonaire;2018/'19;102.0
1690;Mannen;11 jaar;Bonaire;2019/'20;120.0
1691;Mannen;11 jaar;Bonaire;2020/'21;124.0
1692;Mannen;11 jaar;Bonaire;2021/'22;119.0
1693;Mannen;11 jaar;Bonaire;2022/'23;144.0
1694;Mannen;11 jaar;Bonaire;2023/'24;116.0
1695;Mannen;11 jaar;Bonaire;2024/'25;134.0
1696;Mannen;11 jaar;Sint Eustatius;2009/'10;19.0
1697;Mannen;11 jaar;Sint Eustatius;2010/'11;18.0
1698;Mannen;11 jaar;Sint Eustatius;2011/'12;24.0
1699;Mannen;11 jaar;Sint Eustatius;2012/'13;25.0
1700;Mannen;11 jaar;Sint Eustatius;2013/'14;25.0
1701;Mannen;11 jaar;Sint Eustatius;2014/'15;21.0
1702;Mannen;11 jaar;Sint Eustatius;2015/'16;26.0
1703;Mannen;11 jaar;Sint Eustatius;2016/'17;24.0
1704;Mannen;11 jaar;Sint Eustatius;2017/'18;24.0
1705;Mannen;11 jaar;Sint Eustatius;2018/'19;28.0
1706;Mannen;11 jaar;Sint Eustatius;2019/'20;22.0
1707;Mannen;11 jaar;Sint Eustatius;2020/'21;16.0
1708;Mannen;11 jaar;Sint Eustatius;2021/'22;25.0
1709;Mannen;11 jaar;Sint Eustatius;2022/'23;22.0
1710;Mannen;11 jaar;Sint Eustatius;2023/'24;15.0
1711;Mannen;11 jaar;Sint Eustatius;2024/'25;20.0
1712;Mannen;11 jaar;Saba;2009/'10;7.0
1713;Mannen;11 jaar;Saba;2010/'11;8.0
1714;Mannen;11 jaar;Saba;2011/'12;7.0
1715;Mannen;11 jaar;Saba;2012/'13;10.0
1716;Mannen;11 jaar;Saba;2013/'14;9.0
1717;Mannen;11 jaar;Saba;2014/'15;8.0
1718;Mannen;11 jaar;Saba;2015/'16;8.0
1719;Mannen;11 jaar;Saba;2016/'17;14.0
1720;Mannen;11 jaar;Saba;2017/'18;12.0
1721;Mannen;11 jaar;Saba;2018/'19;6.0
1722;Mannen;11 jaar;Saba;2019/'20;14.0
1723;Mannen;11 jaar;Saba;2020/'21;12.0
1724;Mannen;11 jaar;Saba;2021/'22;7.0
1725;Mannen;11 jaar;Saba;2022/'23;5.0
1726;Mannen;11 jaar;Saba;2023/'24;10.0
1727;Mannen;11 jaar;Saba;2024/'25;7.0
1728;Mannen;12 jaar of ouder;Caribisch Nederland;2009/'10;114.0
1729;Mannen;12 jaar of ouder;Caribisch Nederland;2010/'11;51.0
1730;Mannen;12 jaar of ouder;Caribisch Nederland;2011/'12;57.0
1731;Mannen;12 jaar of ouder;Caribisch Nederland;2012/'13;60.0
1732;Mannen;12 jaar of ouder;Caribisch Nederland;2013/'14;61.0
1733;Mannen;12 jaar of ouder;Caribisch Nederland;2014/'15;51.0
1734;Mannen;12 jaar of ouder;Caribisch Nederland;2015/'16;65.0
1735;Mannen;12 jaar of ouder;Caribisch Nederland;2016/'17;58.0
1736;Mannen;12 jaar of ouder;Caribisch Nederland;2017/'18;50.0
1737;Mannen;12 jaar of ouder;Caribisch Nederland;2018/'19;36.0
1738;Mannen;12 jaar of ouder;Caribisch Nederland;2019/'20;48.0
1739;Mannen;12 jaar of ouder;Caribisch Nederland;2020/'21;58.0
1740;Mannen;12 jaar of ouder;Caribisch Nederland;2021/'22;65.0
1741;Mannen;12 jaar of ouder;Caribisch Nederland;2022/'23;56.0
1742;Mannen;12 jaar of ouder;Caribisch Nederland;2023/'24;51.0
1743;Mannen;12 jaar of ouder;Caribisch Nederland;2024/'25;38.0
1744;Mannen;12 jaar of ouder;Bonaire;2009/'10;99.0
1745;Mannen;12 jaar of ouder;Bonaire;2010/'11;49.0
1746;Mannen;12 jaar of ouder;Bonaire;2011/'12;51.0
1747;Mannen;12 jaar of ouder;Bonaire;2012/'13;49.0
1748;Mannen;12 jaar of ouder;Bonaire;2013/'14;49.0
1749;Mannen;12 jaar of ouder;Bonaire;2014/'15;45.0
1750;Mannen;12 jaar of ouder;Bonaire;2015/'16;58.0
1751;Mannen;12 jaar of ouder;Bonaire;2016/'17;44.0
1752;Mannen;12 jaar of ouder;Bonaire;2017/'18;37.0
1753;Mannen;12 jaar of ouder;Bonaire;2018/'19;27.0
1754;Mannen;12 jaar of ouder;Bonaire;2019/'20;41.0
1755;Mannen;12 jaar of ouder;Bonaire;2020/'21;50.0
1756;Mannen;12 jaar of ouder;Bonaire;2021/'22;41.0
1757;Mannen;12 jaar of ouder;Bonaire;2022/'23;45.0
1758;Mannen;12 jaar of ouder;Bonaire;2023/'24;41.0
1759;Mannen;12 jaar of ouder;Bonaire;2024/'25;27.0
1760;Mannen;12 jaar of ouder;Sint Eustatius;2009/'10;12.0
1761;Mannen;12 jaar of ouder;Sint Eustatius;2010/'11;0.0
1762;Mannen;12 jaar of ouder;Sint Eustatius;2011/'12;3.0
1763;Mannen;12 jaar of ouder;Sint Eustatius;2012/'13;5.0
1764;Mannen;12 jaar of ouder;Sint Eustatius;2013/'14;9.0
1765;Mannen;12 jaar of ouder;Sint Eustatius;2014/'15;3.0
1766;Mannen;12 jaar of ouder;Sint Eustatius;2015/'16;2.0
1767;Mannen;12 jaar of ouder;Sint Eustatius;2016/'17;8.0
1768;Mannen;12 jaar of ouder;Sint Eustatius;2017/'18;4.0
1769;Mannen;12 jaar of ouder;Sint Eustatius;2018/'19;4.0
1770;Mannen;12 jaar of ouder;Sint Eustatius;2019/'20;4.0
1771;Mannen;12 jaar of ouder;Sint Eustatius;2020/'21;2.0
1772;Mannen;12 jaar of ouder;Sint Eustatius;2021/'22;15.0
1773;Mannen;12 jaar of ouder;Sint Eustatius;2022/'23;8.0
1774;Mannen;12 jaar of ouder;Sint Eustatius;2023/'24;8.0
1775;Mannen;12 jaar of ouder;Sint Eustatius;2024/'25;6.0
1776;Mannen;12 jaar of ouder;Saba;2009/'10;3.0
1777;Mannen;12 jaar of ouder;Saba;2010/'11;2.0
1778;Mannen;12 jaar of ouder;Saba;2011/'12;3.0
1779;Mannen;12 jaar of ouder;Saba;2012/'13;6.0
1780;Mannen;12 jaar of ouder;Saba;2013/'14;3.0
1781;Mannen;12 jaar of ouder;Saba;2014/'15;3.0
1782;Mannen;12 jaar of ouder;Saba;2015/'16;5.0
1783;Mannen;12 jaar of ouder;Saba;2016/'17;6.0
1784;Mannen;12 jaar of ouder;Saba;2017/'18;9.0
1785;Mannen;12 jaar of ouder;Saba;2018/'19;5.0
1786;Mannen;12 jaar of ouder;Saba;2019/'20;3.0
1787;Mannen;12 jaar of ouder;Saba;2020/'21;6.0
1788;Mannen;12 jaar of ouder;Saba;2021/'22;9.0
1789;Mannen;12 jaar of ouder;Saba;2022/'23;3.0
1790;Mannen;12 jaar of ouder;Saba;2023/'24;2.0
1791;Mannen;12 jaar of ouder;Saba;2024/'25;4.0
1792;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2009/'10;
1793;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2010/'11;
1794;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2011/'12;
1795;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2012/'13;
1796;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2013/'14;
1797;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2014/'15;
1798;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2015/'16;
1799;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2016/'17;
1800;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2017/'18;
1801;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2018/'19;
1802;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2019/'20;
1803;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2020/'21;
1804;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2021/'22;
1805;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2022/'23;
1806;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2023/'24;
1807;Mannen;Totaal vo, cvq en mbo;Caribisch Nederland;2024/'25;
1808;Mannen;Totaal vo, cvq en mbo;Bonaire;2009/'10;
1809;Mannen;Totaal vo, cvq en mbo;Bonaire;2010/'11;
1810;Mannen;Totaal vo, cvq en mbo;Bonaire;2011/'12;
1811;Mannen;Totaal vo, cvq en mbo;Bonaire;2012/'13;
1812;Mannen;Totaal vo, cvq en mbo;Bonaire;2013/'14;
1813;Mannen;Totaal vo, cvq en mbo;Bonaire;2014/'15;
1814;Mannen;Totaal vo, cvq en mbo;Bonaire;2015/'16;
1815;Mannen;Totaal vo, cvq en mbo;Bonaire;2016/'17;
1816;Mannen;Totaal vo, cvq en mbo;Bonaire;2017/'18;
1817;Mannen;Totaal vo, cvq en mbo;Bonaire;2018/'19;
1818;Mannen;Totaal vo, cvq en mbo;Bonaire;2019/'20;
1819;Mannen;Totaal vo, cvq en mbo;Bonaire;2020/'21;
1820;Mannen;Totaal vo, cvq en mbo;Bonaire;2021/'22;
1821;Mannen;Totaal vo, cvq en mbo;Bonaire;2022/'23;
1822;Mannen;Totaal vo, cvq en mbo;Bonaire;2023/'24;
1823;Mannen;Totaal vo, cvq en mbo;Bonaire;2024/'25;
1824;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2009/'10;
1825;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2010/'11;
1826;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2011/'12;
1827;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2012/'13;
1828;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2013/'14;
1829;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2014/'15;
1830;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2015/'16;
1831;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2016/'17;
1832;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2017/'18;
1833;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2018/'19;
1834;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2019/'20;
1835;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2020/'21;
1836;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2021/'22;
1837;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2022/'23;
1838;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2023/'24;
1839;Mannen;Totaal vo, cvq en mbo;Sint Eustatius;2024/'25;
1840;Mannen;Totaal vo, cvq en mbo;Saba;2009/'10;
1841;Mannen;Totaal vo, cvq en mbo;Saba;2010/'11;
1842;Mannen;Totaal vo, cvq en mbo;Saba;2011/'12;
1843;Mannen;Totaal vo, cvq en mbo;Saba;2012/'13;
1844;Mannen;Totaal vo, cvq en mbo;Saba;2013/'14;
1845;Mannen;Totaal vo, cvq en mbo;Saba;2014/'15;
1846;Mannen;Totaal vo, cvq en mbo;Saba;2015/'16;
1847;Mannen;Totaal vo, cvq en mbo;Saba;2016/'17;
1848;Mannen;Totaal vo, cvq en mbo;Saba;2017/'18;
1849;Mannen;Totaal vo, cvq en mbo;Saba;2018/'19;
1850;Mannen;Totaal vo, cvq en mbo;Saba;2019/'20;
1851;Mannen;Totaal vo, cvq en mbo;Saba;2020/'21;
1852;Mannen;Totaal vo, cvq en mbo;Saba;2021/'22;
1853;Mannen;Totaal vo, cvq en mbo;Saba;2022/'23;
1854;Mannen;Totaal vo, cvq en mbo;Saba;2023/'24;
1855;Mannen;Totaal vo, cvq en mbo;Saba;2024/'25;
1856;Mannen;Totaal vo;Caribisch Nederland;2009/'10;
1857;Mannen;Totaal vo;Caribisch Nederland;2010/'11;
1858;Mannen;Totaal vo;Caribisch Nederland;2011/'12;
1859;Mannen;Totaal vo;Caribisch Nederland;2012/'13;
1860;Mannen;Totaal vo;Caribisch Nederland;2013/'14;
1861;Mannen;Totaal vo;Caribisch Nederland;2014/'15;736.0
1862;Mannen;Totaal vo;Caribisch Nederland;2015/'16;735.0
1863;Mannen;Totaal vo;Caribisch Nederland;2016/'17;769.0
1864;Mannen;Totaal vo;Caribisch Nederland;2017/'18;772.0
1865;Mannen;Totaal vo;Caribisch Nederland;2018/'19;752.0
1866;Mannen;Totaal vo;Caribisch Nederland;2019/'20;753.0
1867;Mannen;Totaal vo;Caribisch Nederland;2020/'21;770.0
1868;Mannen;Totaal vo;Caribisch Nederland;2021/'22;809.0
1869;Mannen;Totaal vo;Caribisch Nederland;2022/'23;834.0
1870;Mannen;Totaal vo;Caribisch Nederland;2023/'24;867.0
1871;Mannen;Totaal vo;Caribisch Nederland;2024/'25;924.0
1872;Mannen;Totaal vo;Bonaire;2009/'10;
1873;Mannen;Totaal vo;Bonaire;2010/'11;
1874;Mannen;Totaal vo;Bonaire;2011/'12;
1875;Mannen;Totaal vo;Bonaire;2012/'13;
1876;Mannen;Totaal vo;Bonaire;2013/'14;
1877;Mannen;Totaal vo;Bonaire;2014/'15;578.0
1878;Mannen;Totaal vo;Bonaire;2015/'16;573.0
1879;Mannen;Totaal vo;Bonaire;2016/'17;592.0
1880;Mannen;Totaal vo;Bonaire;2017/'18;589.0
1881;Mannen;Totaal vo;Bonaire;2018/'19;581.0
1882;Mannen;Totaal vo;Bonaire;2019/'20;602.0
1883;Mannen;Totaal vo;Bonaire;2020/'21;617.0
1884;Mannen;Totaal vo;Bonaire;2021/'22;656.0
1885;Mannen;Totaal vo;Bonaire;2022/'23;676.0
1886;Mannen;Totaal vo;Bonaire;2023/'24;729.0
1887;Mannen;Totaal vo;Bonaire;2024/'25;782.0
1888;Mannen;Totaal vo;Sint Eustatius;2009/'10;
1889;Mannen;Totaal vo;Sint Eustatius;2010/'11;
1890;Mannen;Totaal vo;Sint Eustatius;2011/'12;
1891;Mannen;Totaal vo;Sint Eustatius;2012/'13;
1892;Mannen;Totaal vo;Sint Eustatius;2013/'14;
1893;Mannen;Totaal vo;Sint Eustatius;2014/'15;121.0
1894;Mannen;Totaal vo;Sint Eustatius;2015/'16;121.0
1895;Mannen;Totaal vo;Sint Eustatius;2016/'17;129.0
1896;Mannen;Totaal vo;Sint Eustatius;2017/'18;135.0
1897;Mannen;Totaal vo;Sint Eustatius;2018/'19;121.0
1898;Mannen;Totaal vo;Sint Eustatius;2019/'20;105.0
1899;Mannen;Totaal vo;Sint Eustatius;2020/'21;97.0
1900;Mannen;Totaal vo;Sint Eustatius;2021/'22;96.0
1901;Mannen;Totaal vo;Sint Eustatius;2022/'23;100.0
1902;Mannen;Totaal vo;Sint Eustatius;2023/'24;94.0
1903;Mannen;Totaal vo;Sint Eustatius;2024/'25;95.0
1904;Mannen;Totaal vo;Saba;2009/'10;
1905;Mannen;Totaal vo;Saba;2010/'11;
1906;Mannen;Totaal vo;Saba;2011/'12;
1907;Mannen;Totaal vo;Saba;2012/'13;
1908;Mannen;Totaal vo;Saba;2013/'14;
1909;Mannen;Totaal vo;Saba;2014/'15;37.0
1910;Mannen;Totaal vo;Saba;2015/'16;41.0
1911;Mannen;Totaal vo;Saba;2016/'17;48.0
1912;Mannen;Totaal vo;Saba;2017/'18;48.0
1913;Mannen;Totaal vo;Saba;2018/'19;50.0
1914;Mannen;Totaal vo;Saba;2019/'20;46.0
1915;Mannen;Totaal vo;Saba;2020/'21;56.0
1916;Mannen;Totaal vo;Saba;2021/'22;57.0
1917;Mannen;Totaal vo;Saba;2022/'23;58.0
1918;Mannen;Totaal vo;Saba;2023/'24;44.0
1919;Mannen;Totaal vo;Saba;2024/'25;47.0
1920;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2009/'10;
1921;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2010/'11;
1922;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2011/'12;
1923;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2012/'13;
1924;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2013/'14;
1925;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2014/'15;95.0
1926;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2015/'16;124.0
1927;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2016/'17;149.0
1928;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2017/'18;145.0
1929;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2018/'19;174.0
1930;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2019/'20;174.0
1931;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2020/'21;157.0
1932;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2021/'22;144.0
1933;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2022/'23;125.0
1934;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2023/'24;128.0
1935;Mannen;Praktijkonderwijs (vo);Caribisch Nederland;2024/'25;126.0
1936;Mannen;Praktijkonderwijs (vo);Bonaire;2009/'10;
1937;Mannen;Praktijkonderwijs (vo);Bonaire;2010/'11;
1938;Mannen;Praktijkonderwijs (vo);Bonaire;2011/'12;
1939;Mannen;Praktijkonderwijs (vo);Bonaire;2012/'13;
1940;Mannen;Praktijkonderwijs (vo);Bonaire;2013/'14;
1941;Mannen;Praktijkonderwijs (vo);Bonaire;2014/'15;74.0
1942;Mannen;Praktijkonderwijs (vo);Bonaire;2015/'16;103.0
1943;Mannen;Praktijkonderwijs (vo);Bonaire;2016/'17;120.0
1944;Mannen;Praktijkonderwijs (vo);Bonaire;2017/'18;115.0
1945;Mannen;Praktijkonderwijs (vo);Bonaire;2018/'19;147.0
1946;Mannen;Praktijkonderwijs (vo);Bonaire;2019/'20;152.0
1947;Mannen;Praktijkonderwijs (vo);Bonaire;2020/'21;137.0
1948;Mannen;Praktijkonderwijs (vo);Bonaire;2021/'22;121.0
1949;Mannen;Praktijkonderwijs (vo);Bonaire;2022/'23;104.0
1950;Mannen;Praktijkonderwijs (vo);Bonaire;2023/'24;111.0
1951;Mannen;Praktijkonderwijs (vo);Bonaire;2024/'25;110.0
1952;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2009/'10;
1953;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2010/'11;
1954;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2011/'12;
1955;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2012/'13;
1956;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2013/'14;
1957;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2014/'15;16.0
1958;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2015/'16;17.0
1959;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2016/'17;24.0
1960;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2017/'18;25.0
1961;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2018/'19;24.0
1962;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2019/'20;16.0
1963;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2020/'21;13.0
1964;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2021/'22;16.0
1965;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2022/'23;13.0
1966;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2023/'24;9.0
1967;Mannen;Praktijkonderwijs (vo);Sint Eustatius;2024/'25;8.0
1968;Mannen;Praktijkonderwijs (vo);Saba;2009/'10;
1969;Mannen;Praktijkonderwijs (vo);Saba;2010/'11;
1970;Mannen;Praktijkonderwijs (vo);Saba;2011/'12;
1971;Mannen;Praktijkonderwijs (vo);Saba;2012/'13;
1972;Mannen;Praktijkonderwijs (vo);Saba;2013/'14;
1973;Mannen;Praktijkonderwijs (vo);Saba;2014/'15;5.0
1974;Mannen;Praktijkonderwijs (vo);Saba;2015/'16;4.0
1975;Mannen;Praktijkonderwijs (vo);Saba;2016/'17;5.0
1976;Mannen;Praktijkonderwijs (vo);Saba;2017/'18;5.0
1977;Mannen;Praktijkonderwijs (vo);Saba;2018/'19;3.0
1978;Mannen;Praktijkonderwijs (vo);Saba;2019/'20;6.0
1979;Mannen;Praktijkonderwijs (vo);Saba;2020/'21;7.0
1980;Mannen;Praktijkonderwijs (vo);Saba;2021/'22;7.0
1981;Mannen;Praktijkonderwijs (vo);Saba;2022/'23;8.0
1982;Mannen;Praktijkonderwijs (vo);Saba;2023/'24;8.0
1983;Mannen;Praktijkonderwijs (vo);Saba;2024/'25;8.0
1984;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2009/'10;
1985;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2010/'11;
1986;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2011/'12;
1987;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2012/'13;
1988;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2013/'14;
1989;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2014/'15;327.0
1990;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2015/'16;295.0
1991;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2016/'17;264.0
1992;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2017/'18;278.0
1993;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2018/'19;296.0
1994;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2019/'20;308.0
1995;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2020/'21;336.0
1996;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2021/'22;372.0
1997;Mannen;Algemene leerjaren (vo);Caribisch Nederland;2022/'23;409.0
