ID;SIC2008;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
4660;Shops for other household goods;2001 March;;;;;;
4661;Shops for other household goods;2001 1st quarter;;;;;;
4662;Shops for other household goods;2001 April;;;;;;
4663;Shops for other household goods;2001 May;;;;;;
4664;Shops for other household goods;2001 June;;;;;;
4665;Shops for other household goods;2001 2nd quarter;;;;;;
4666;Shops for other household goods;2001 July;;;;;;
4667;Shops for other household goods;2001 August;;;;;;
4668;Shops for other household goods;2001 September;;;;;;
4669;Shops for other household goods;2001 3rd quarter;;;;;;
4670;Shops for other household goods;2001 October;;;;;;
4671;Shops for other household goods;2001 November;;;;;;
4672;Shops for other household goods;2001 December;;;;;;
4673;Shops for other household goods;2001 4th quarter;;;;;;
4674;Shops for other household goods;2001;;;;;;
4675;Shops for other household goods;2002 January;;;;;;
4676;Shops for other household goods;2002 February;;;;;;
4677;Shops for other household goods;2002 March;;;;;;
4678;Shops for other household goods;2002 1st quarter;;;;;;
4679;Shops for other household goods;2002 April;;;;;;
4680;Shops for other household goods;2002 May;;;;;;
4681;Shops for other household goods;2002 June;;;;;;
4682;Shops for other household goods;2002 2nd quarter;;;;;;
4683;Shops for other household goods;2002 July;;;;;;
4684;Shops for other household goods;2002 August;;;;;;
4685;Shops for other household goods;2002 September;;;;;;
4686;Shops for other household goods;2002 3rd quarter;;;;;;
4687;Shops for other household goods;2002 October;;;;;;
4688;Shops for other household goods;2002 November;;;;;;
4689;Shops for other household goods;2002 December;;;;;;
4690;Shops for other household goods;2002 4th quarter;;;;;;
4691;Shops for other household goods;2002;;;;;;
4692;Shops for other household goods;2003 January;;;;;;
4693;Shops for other household goods;2003 February;;;;;;
4694;Shops for other household goods;2003 March;;;;;;
4695;Shops for other household goods;2003 1st quarter;;;;;;
4696;Shops for other household goods;2003 April;;;;;;
4697;Shops for other household goods;2003 May;;;;;;
4698;Shops for other household goods;2003 June;;;;;;
4699;Shops for other household goods;2003 2nd quarter;;;;;;
4700;Shops for other household goods;2003 July;;;;;;
4701;Shops for other household goods;2003 August;;;;;;
4702;Shops for other household goods;2003 September;;;;;;
4703;Shops for other household goods;2003 3rd quarter;;;;;;
4704;Shops for other household goods;2003 October;;;;;;
4705;Shops for other household goods;2003 November;;;;;;
4706;Shops for other household goods;2003 December;;;;;;
4707;Shops for other household goods;2003 4th quarter;;;;;;
4708;Shops for other household goods;2003;;;;;;
4709;Shops for other household goods;2004 January;;;;;;
4710;Shops for other household goods;2004 February;;;;;;
4711;Shops for other household goods;2004 March;;;;;;
4712;Shops for other household goods;2004 1st quarter;;;;;;
4713;Shops for other household goods;2004 April;;;;;;
4714;Shops for other household goods;2004 May;;;;;;
4715;Shops for other household goods;2004 June;;;;;;
4716;Shops for other household goods;2004 2nd quarter;;;;;;
4717;Shops for other household goods;2004 July;;;;;;
4718;Shops for other household goods;2004 August;;;;;;
4719;Shops for other household goods;2004 September;;;;;;
4720;Shops for other household goods;2004 3rd quarter;;;;;;
4721;Shops for other household goods;2004 October;;;;;;
4722;Shops for other household goods;2004 November;;;;;;
4723;Shops for other household goods;2004 December;;;;;;
4724;Shops for other household goods;2004 4th quarter;;;;;;
4725;Shops for other household goods;2004;;;;;;
4726;Shops for other household goods;2005 January;;;;;;
4727;Shops for other household goods;2005 February;;;;;;
4728;Shops for other household goods;2005 March;;;;;;
4729;Shops for other household goods;2005 1st quarter;;;;;;
4730;Shops for other household goods;2005 April;;;;;;
4731;Shops for other household goods;2005 May;;;;;;
4732;Shops for other household goods;2005 June;;;;;;
4733;Shops for other household goods;2005 2nd quarter;;;;;;
4734;Shops for other household goods;2005 July;;;;;;
4735;Shops for other household goods;2005 August;;;;;;
4736;Shops for other household goods;2005 September;;;;;;
4737;Shops for other household goods;2005 3rd quarter;;;;;;
4738;Shops for other household goods;2005 October;;;;;;
4739;Shops for other household goods;2005 November;;;;;;
4740;Shops for other household goods;2005 December;;;;;;
4741;Shops for other household goods;2005 4th quarter;;;;;;
4742;Shops for other household goods;2005;;;;;;
4743;Shops for other household goods;2006 January;;;;;;
4744;Shops for other household goods;2006 February;;;;;;
4745;Shops for other household goods;2006 March;;;;;;
4746;Shops for other household goods;2006 1st quarter;;;;;;
4747;Shops for other household goods;2006 April;;;;;;
4748;Shops for other household goods;2006 May;;;;;;
4749;Shops for other household goods;2006 June;;;;;;
4750;Shops for other household goods;2006 2nd quarter;;;;;;
4751;Shops for other household goods;2006 July;;;;;;
4752;Shops for other household goods;2006 August;;;;;;
4753;Shops for other household goods;2006 September;;;;;;
4754;Shops for other household goods;2006 3rd quarter;;;;;;
4755;Shops for other household goods;2006 October;;;;;;
4756;Shops for other household goods;2006 November;;;;;;
4757;Shops for other household goods;2006 December;;;;;;
4758;Shops for other household goods;2006 4th quarter;;;;;;
4759;Shops for other household goods;2006;;;;;;
4760;Shops for other household goods;2007 January;;;;;;
4761;Shops for other household goods;2007 February;;;;;;
4762;Shops for other household goods;2007 March;;;;;;
4763;Shops for other household goods;2007 1st quarter;;;;;;
4764;Shops for other household goods;2007 April;;;;;;
4765;Shops for other household goods;2007 May;;;;;;
4766;Shops for other household goods;2007 June;;;;;;
4767;Shops for other household goods;2007 2nd quarter;;;;;;
4768;Shops for other household goods;2007 July;;;;;;
4769;Shops for other household goods;2007 August;;;;;;
4770;Shops for other household goods;2007 September;;;;;;
4771;Shops for other household goods;2007 3rd quarter;;;;;;
4772;Shops for other household goods;2007 October;;;;;;
4773;Shops for other household goods;2007 November;;;;;;
4774;Shops for other household goods;2007 December;;;;;;
4775;Shops for other household goods;2007 4th quarter;;;;;;
4776;Shops for other household goods;2007;;;;;;
4777;Shops for other household goods;2008 January;;;;;;
4778;Shops for other household goods;2008 February;;;;;;
4779;Shops for other household goods;2008 March;;;;;;
4780;Shops for other household goods;2008 1st quarter;;;;;;
4781;Shops for other household goods;2008 April;;;;;;
4782;Shops for other household goods;2008 May;;;;;;
4783;Shops for other household goods;2008 June;;;;;;
4784;Shops for other household goods;2008 2nd quarter;;;;;;
4785;Shops for other household goods;2008 July;;;;;;
4786;Shops for other household goods;2008 August;;;;;;
4787;Shops for other household goods;2008 September;;;;;;
4788;Shops for other household goods;2008 3rd quarter;;;;;;
4789;Shops for other household goods;2008 October;;;;;;
4790;Shops for other household goods;2008 November;;;;;;
4791;Shops for other household goods;2008 December;;;;;;
4792;Shops for other household goods;2008 4th quarter;;;;;;
4793;Shops for other household goods;2008;;;;;;
4794;Shops for other household goods;2009 January;;;;;;
4795;Shops for other household goods;2009 February;;;;;;
4796;Shops for other household goods;2009 March;;;;;;
4797;Shops for other household goods;2009 1st quarter;;;;;;
4798;Shops for other household goods;2009 April;;;;;;
4799;Shops for other household goods;2009 May;;;;;;
4800;Shops for other household goods;2009 June;;;;;;
4801;Shops for other household goods;2009 2nd quarter;;;;;;
4802;Shops for other household goods;2009 July;;;;;;
4803;Shops for other household goods;2009 August;;;;;;
4804;Shops for other household goods;2009 September;;;;;;
4805;Shops for other household goods;2009 3rd quarter;;;;;;
4806;Shops for other household goods;2009 October;;;;;;
4807;Shops for other household goods;2009 November;;;;;;
4808;Shops for other household goods;2009 December;;;;;;
4809;Shops for other household goods;2009 4th quarter;;;;;;
4810;Shops for other household goods;2009;;;;;;
4811;Shops for other household goods;2010 January;;;;;;
4812;Shops for other household goods;2010 February;;;;;;
4813;Shops for other household goods;2010 March;;;;;;
4814;Shops for other household goods;2010 1st quarter;;;;;;
4815;Shops for other household goods;2010 April;;;;;;
4816;Shops for other household goods;2010 May;;;;;;
4817;Shops for other household goods;2010 June;;;;;;
4818;Shops for other household goods;2010 2nd quarter;;;;;;
4819;Shops for other household goods;2010 July;;;;;;
4820;Shops for other household goods;2010 August;;;;;;
4821;Shops for other household goods;2010 September;;;;;;
4822;Shops for other household goods;2010 3rd quarter;;;;;;
4823;Shops for other household goods;2010 October;;;;;;
4824;Shops for other household goods;2010 November;;;;;;
4825;Shops for other household goods;2010 December;;;;;;
4826;Shops for other household goods;2010 4th quarter;;;;;;
4827;Shops for other household goods;2010;;;;;;
4828;Shops for other household goods;2011 January;;;;;;
4829;Shops for other household goods;2011 February;;;;;;
4830;Shops for other household goods;2011 March;;;;;;
4831;Shops for other household goods;2011 1st quarter;;;;;;
4832;Shops for other household goods;2011 April;;;;;;
4833;Shops for other household goods;2011 May;;;;;;
4834;Shops for other household goods;2011 June;;;;;;
4835;Shops for other household goods;2011 2nd quarter;;;;;;
4836;Shops for other household goods;2011 July;;;;;;
4837;Shops for other household goods;2011 August;;;;;;
4838;Shops for other household goods;2011 September;;;;;;
4839;Shops for other household goods;2011 3rd quarter;;;;;;
4840;Shops for other household goods;2011 October;;;;;;
4841;Shops for other household goods;2011 November;;;;;;
4842;Shops for other household goods;2011 December;;;;;;
4843;Shops for other household goods;2011 4th quarter;;;;;;
4844;Shops for other household goods;2011;;;;;;
4845;Shops for other household goods;2012 January;;;;;;
4846;Shops for other household goods;2012 February;;;;;;
4847;Shops for other household goods;2012 March;;;;;;
4848;Shops for other household goods;2012 1st quarter;;;;;;
4849;Shops for other household goods;2012 April;;;;;;
4850;Shops for other household goods;2012 May;;;;;;
4851;Shops for other household goods;2012 June;;;;;;
4852;Shops for other household goods;2012 2nd quarter;;;;;;
4853;Shops for other household goods;2012 July;;;;;;
4854;Shops for other household goods;2012 August;;;;;;
4855;Shops for other household goods;2012 September;;;;;;
4856;Shops for other household goods;2012 3rd quarter;;;;;;
4857;Shops for other household goods;2012 October;;;;;;
4858;Shops for other household goods;2012 November;;;;;;
4859;Shops for other household goods;2012 December;;;;;;
4860;Shops for other household goods;2012 4th quarter;;;;;;
4861;Shops for other household goods;2012;;;;;;
4862;47597 Shops for various household goods;2000 January;79.4;105.1;75.6;;;
4863;47597 Shops for various household goods;2000 February;84.9;104.8;81.1;;;
4864;47597 Shops for various household goods;2000 March;88.2;104.5;84.4;;;
4865;47597 Shops for various household goods;2000 1st quarter;84.2;104.8;80.3;;;
4866;47597 Shops for various household goods;2000 April;91.5;105.2;87.0;;;
4867;47597 Shops for various household goods;2000 May;97.0;105.9;91.6;;;
4868;47597 Shops for various household goods;2000 June;95.5;106.0;90.1;;;
4869;47597 Shops for various household goods;2000 2nd quarter;94.7;105.7;89.6;;;
4870;47597 Shops for various household goods;2000 July;89.1;105.7;84.3;;;
4871;47597 Shops for various household goods;2000 August;90.0;106.2;84.8;;;
4872;47597 Shops for various household goods;2000 September;88.5;105.8;83.6;;;
4873;47597 Shops for various household goods;2000 3rd quarter;89.2;105.9;84.2;;;
4874;47597 Shops for various household goods;2000 October;94.0;106.7;88.1;;;
4875;47597 Shops for various household goods;2000 November;122.2;107.0;114.2;;;
4876;47597 Shops for various household goods;2000 December;138.9;107.4;129.3;;;
4877;47597 Shops for various household goods;2000 4th quarter;118.4;107.1;110.6;;;
4878;47597 Shops for various household goods;2000;96.6;105.8;91.3;;;
4879;47597 Shops for various household goods;2001 January;81.4;107.5;75.7;2.6;2.3;0.2
4880;47597 Shops for various household goods;2001 February;82.0;108.6;75.5;-3.4;3.6;-6.8
4881;47597 Shops for various household goods;2001 March;91.7;108.6;84.5;4.0;3.9;0.1
4882;47597 Shops for various household goods;2001 1st quarter;85.1;108.2;78.6;1.0;3.3;-2.2
4883;47597 Shops for various household goods;2001 April;92.3;109.2;84.5;0.8;3.8;-2.9
4884;47597 Shops for various household goods;2001 May;105.4;108.9;96.9;8.7;2.8;5.8
4885;47597 Shops for various household goods;2001 June;98.6;109.2;90.4;3.3;3.0;0.3
4886;47597 Shops for various household goods;2001 2nd quarter;98.8;109.1;90.6;4.4;3.2;1.1
4887;47597 Shops for various household goods;2001 July;92.5;109.7;84.3;3.9;3.8;0.0
4888;47597 Shops for various household goods;2001 August;94.0;110.4;85.2;4.5;4.0;0.5
4889;47597 Shops for various household goods;2001 September;92.1;110.4;83.4;4.1;4.4;-0.2
4890;47597 Shops for various household goods;2001 3rd quarter;92.9;110.2;84.3;4.2;4.0;0.1
4891;47597 Shops for various household goods;2001 October;98.3;110.7;88.8;4.6;3.7;0.9
4892;47597 Shops for various household goods;2001 November;122.8;110.7;111.0;0.5;3.4;-2.8
4893;47597 Shops for various household goods;2001 December;148.2;110.8;133.8;6.7;3.1;3.5
4894;47597 Shops for various household goods;2001 4th quarter;123.1;110.7;111.2;4.0;3.4;0.6
4895;47597 Shops for various household goods;2001;100.0;109.5;91.2;3.5;3.5;0.0
4896;47597 Shops for various household goods;2002 January;82.2;110.2;74.6;0.9;2.5;-1.5
4897;47597 Shops for various household goods;2002 February;82.0;110.4;74.3;-0.1;1.6;-1.7
4898;47597 Shops for various household goods;2002 March;93.0;110.7;84.0;1.4;2.0;-0.6
4899;47597 Shops for various household goods;2002 1st quarter;85.7;110.4;77.6;0.8;2.0;-1.2
4900;47597 Shops for various household goods;2002 April;93.3;111.4;83.8;1.2;2.0;-0.8
4901;47597 Shops for various household goods;2002 May;106.2;110.8;95.9;0.7;1.7;-1.0
4902;47597 Shops for various household goods;2002 June;99.7;110.5;90.2;1.0;1.2;-0.1
4903;47597 Shops for various household goods;2002 2nd quarter;99.7;110.9;90.0;1.0;1.6;-0.7
4904;47597 Shops for various household goods;2002 July;95.9;109.9;87.3;3.7;0.2;3.6
4905;47597 Shops for various household goods;2002 August;103.4;110.6;93.5;10.0;0.2;9.8
4906;47597 Shops for various household goods;2002 September;90.8;108.7;83.5;-1.4;-1.5;0.1
4907;47597 Shops for various household goods;2002 3rd quarter;96.7;109.7;88.1;4.1;-0.4;4.5
4908;47597 Shops for various household goods;2002 October;106.4;110.0;96.8;8.2;-0.6;8.9
4909;47597 Shops for various household goods;2002 November;131.4;110.1;119.4;7.0;-0.5;7.6
4910;47597 Shops for various household goods;2002 December;144.6;109.6;132.0;-2.4;-1.1;-1.4
4911;47597 Shops for various household goods;2002 4th quarter;127.5;109.9;116.0;3.6;-0.8;4.3
4912;47597 Shops for various household goods;2002;102.4;110.2;92.9;2.5;0.6;1.8
4913;47597 Shops for various household goods;2003 January;91.6;108.9;84.1;11.5;-1.1;12.8
4914;47597 Shops for various household goods;2003 February;92.7;107.3;86.4;13.1;-2.8;16.4
4915;47597 Shops for various household goods;2003 March;96.0;107.6;89.3;3.2;-2.9;6.3
4916;47597 Shops for various household goods;2003 1st quarter;93.5;107.9;86.6;9.0;-2.3;11.6
4917;47597 Shops for various household goods;2003 April;97.7;107.2;91.2;4.7;-3.7;8.8
4918;47597 Shops for various household goods;2003 May;105.2;108.0;97.5;-0.9;-2.5;1.6
4919;47597 Shops for various household goods;2003 June;96.1;107.4;89.5;-3.6;-2.8;-0.8
4920;47597 Shops for various household goods;2003 2nd quarter;99.7;107.5;92.7;0.0;-3.0;3.1
4921;47597 Shops for various household goods;2003 July;102.3;107.4;95.3;6.6;-2.3;9.1
4922;47597 Shops for various household goods;2003 August;108.5;106.9;101.5;4.9;-3.3;8.5
4923;47597 Shops for various household goods;2003 September;97.1;106.9;90.9;7.0;-1.7;8.9
4924;47597 Shops for various household goods;2003 3rd quarter;102.7;107.1;95.9;6.2;-2.4;8.8
4925;47597 Shops for various household goods;2003 October;106.8;106.6;100.1;0.3;-3.0;3.5
4926;47597 Shops for various household goods;2003 November;120.4;106.0;113.6;-8.4;-3.8;-4.8
4927;47597 Shops for various household goods;2003 December;149.5;105.9;141.2;3.4;-3.3;7.0
4928;47597 Shops for various household goods;2003 4th quarter;125.5;106.2;118.3;-1.5;-3.4;1.9
4929;47597 Shops for various household goods;2003;105.3;107.2;98.3;2.9;-2.8;5.8
4930;47597 Shops for various household goods;2004 January;92.0;105.7;87.0;0.4;-2.9;3.4
4931;47597 Shops for various household goods;2004 February;87.2;104.7;83.3;-5.9;-2.4;-3.6
4932;47597 Shops for various household goods;2004 March;95.0;104.2;91.2;-1.0;-3.2;2.2
4933;47597 Shops for various household goods;2004 1st quarter;91.4;104.9;87.2;-2.2;-2.8;0.7
4934;47597 Shops for various household goods;2004 April;100.2;104.3;96.1;2.5;-2.7;5.4
4935;47597 Shops for various household goods;2004 May;104.3;104.4;100.0;-0.8;-3.3;2.5
4936;47597 Shops for various household goods;2004 June;105.2;103.9;101.2;9.4;-3.2;13.1
4937;47597 Shops for various household goods;2004 2nd quarter;103.2;104.2;99.1;3.6;-3.1;6.9
4938;47597 Shops for various household goods;2004 July;106.4;103.9;102.4;4.0;-3.2;7.5
4939;47597 Shops for various household goods;2004 August;100.1;103.2;97.0;-7.7;-3.4;-4.4
4940;47597 Shops for various household goods;2004 September;97.3;103.2;94.3;0.2;-3.4;3.7
4941;47597 Shops for various household goods;2004 3rd quarter;101.3;103.5;97.9;-1.3;-3.3;2.1
4942;47597 Shops for various household goods;2004 October;99.9;102.6;97.3;-6.4;-3.8;-2.8
4943;47597 Shops for various household goods;2004 November;119.8;101.7;117.8;-0.5;-4.0;3.6
4944;47597 Shops for various household goods;2004 December;149.2;100.4;148.7;-0.2;-5.2;5.3
4945;47597 Shops for various household goods;2004 4th quarter;122.9;101.6;121.1;-2.1;-4.3;2.4
4946;47597 Shops for various household goods;2004;104.7;103.5;101.2;-0.6;-3.4;2.9
4947;47597 Shops for various household goods;2005 January;81.8;100.3;81.5;-11.1;-5.1;-6.3
4948;47597 Shops for various household goods;2005 February;85.0;100.6;84.4;-2.6;-3.9;1.4
4949;47597 Shops for various household goods;2005 March;91.2;100.8;90.5;-4.0;-3.2;-0.8
4950;47597 Shops for various household goods;2005 1st quarter;86.0;100.6;85.5;-5.9;-4.1;-1.9
4951;47597 Shops for various household goods;2005 April;94.8;100.1;94.7;-5.4;-4.0;-1.4
4952;47597 Shops for various household goods;2005 May;94.3;100.0;94.4;-9.6;-4.2;-5.6
4953;47597 Shops for various household goods;2005 June;99.0;100.1;99.0;-5.8;-3.7;-2.2
4954;47597 Shops for various household goods;2005 2nd quarter;96.1;100.1;96.0;-7.0;-4.0;-3.1
4955;47597 Shops for various household goods;2005 July;100.1;99.7;100.4;-5.9;-4.1;-1.9
4956;47597 Shops for various household goods;2005 August;95.5;99.6;95.9;-4.7;-3.6;-1.1
4957;47597 Shops for various household goods;2005 September;95.5;99.8;95.6;-1.9;-3.3;1.4
4958;47597 Shops for various household goods;2005 3rd quarter;97.0;99.7;97.3;-4.2;-3.6;-0.6
4959;47597 Shops for various household goods;2005 October;95.4;99.8;95.6;-4.4;-2.7;-1.8
4960;47597 Shops for various household goods;2005 November;122.9;99.5;123.5;2.6;-2.1;4.8
4961;47597 Shops for various household goods;2005 December;144.4;99.7;144.9;-3.2;-0.7;-2.5
4962;47597 Shops for various household goods;2005 4th quarter;120.9;99.7;121.3;-1.7;-1.9;0.2
4963;47597 Shops for various household goods;2005;100.0;100.0;100.0;-4.5;-3.4;-1.1
4964;47597 Shops for various household goods;2006 January;;;;;;
4965;47597 Shops for various household goods;2006 February;;;;;;
4966;47597 Shops for various household goods;2006 March;;;;;;
4967;47597 Shops for various household goods;2006 1st quarter;;;;;;
4968;47597 Shops for various household goods;2006 April;;;;;;
4969;47597 Shops for various household goods;2006 May;;;;;;
4970;47597 Shops for various household goods;2006 June;;;;;;
4971;47597 Shops for various household goods;2006 2nd quarter;;;;;;
4972;47597 Shops for various household goods;2006 July;;;;;;
4973;47597 Shops for various household goods;2006 August;;;;;;
4974;47597 Shops for various household goods;2006 September;;;;;;
4975;47597 Shops for various household goods;2006 3rd quarter;;;;;;
4976;47597 Shops for various household goods;2006 October;;;;;;
4977;47597 Shops for various household goods;2006 November;;;;;;
4978;47597 Shops for various household goods;2006 December;;;;;;
4979;47597 Shops for various household goods;2006 4th quarter;;;;;;
4980;47597 Shops for various household goods;2006;;;;;;
4981;47597 Shops for various household goods;2007 January;;;;;;
4982;47597 Shops for various household goods;2007 February;;;;;;
4983;47597 Shops for various household goods;2007 March;;;;;;
4984;47597 Shops for various household goods;2007 1st quarter;;;;;;
4985;47597 Shops for various household goods;2007 April;;;;;;
4986;47597 Shops for various household goods;2007 May;;;;;;
4987;47597 Shops for various household goods;2007 June;;;;;;
4988;47597 Shops for various household goods;2007 2nd quarter;;;;;;
4989;47597 Shops for various household goods;2007 July;;;;;;
4990;47597 Shops for various household goods;2007 August;;;;;;
4991;47597 Shops for various household goods;2007 September;;;;;;
4992;47597 Shops for various household goods;2007 3rd quarter;;;;;;
4993;47597 Shops for various household goods;2007 October;;;;;;
4994;47597 Shops for various household goods;2007 November;;;;;;
4995;47597 Shops for various household goods;2007 December;;;;;;
4996;47597 Shops for various household goods;2007 4th quarter;;;;;;
4997;47597 Shops for various household goods;2007;;;;;;
4998;47597 Shops for various household goods;2008 January;85.5;100.0;85.5;8.5;1.2;7.2
4999;47597 Shops for various household goods;2008 February;85.7;100.9;85.0;12.4;1.8;10.4
5000;47597 Shops for various household goods;2008 March;95.8;101.5;94.4;6.6;2.6;3.9
5001;47597 Shops for various household goods;2008 1st quarter;89.0;100.8;88.3;9.0;1.9;7.0
5002;47597 Shops for various household goods;2008 April;97.3;100.7;96.6;7.0;1.6;5.3
5003;47597 Shops for various household goods;2008 May;102.1;101.3;100.8;3.7;2.2;1.5
5004;47597 Shops for various household goods;2008 June;92.4;100.7;91.8;-7.3;1.0;-8.2
5005;47597 Shops for various household goods;2008 2nd quarter;97.3;100.9;96.4;1.0;1.6;-0.6
5006;47597 Shops for various household goods;2008 July;92.8;100.7;92.1;2.7;0.7;2.0
5007;47597 Shops for various household goods;2008 August;98.7;100.9;97.9;5.3;0.5;4.8
5008;47597 Shops for various household goods;2008 September;95.0;101.3;93.9;3.0;1.2;1.8
5009;47597 Shops for various household goods;2008 3rd quarter;95.5;100.9;94.6;3.7;0.8;2.8
5010;47597 Shops for various household goods;2008 October;100.9;102.5;98.4;-0.3;1.8;-2.1
5011;47597 Shops for various household goods;2008 November;123.4;103.1;119.7;-2.3;2.6;-4.7
5012;47597 Shops for various household goods;2008 December;142.5;102.8;138.6;-0.2;2.2;-2.4
5013;47597 Shops for various household goods;2008 4th quarter;122.3;102.8;118.9;-0.9;2.2;-3.1
5014;47597 Shops for various household goods;2008;101.0;101.4;99.6;2.7;1.6;1.0
5015;47597 Shops for various household goods;2009 January;85.8;103.4;83.0;0.4;3.4;-2.9
5016;47597 Shops for various household goods;2009 February;81.4;103.9;78.4;-5.0;3.0;-7.8
5017;47597 Shops for various household goods;2009 March;86.8;104.0;83.5;-9.3;2.5;-11.5
5018;47597 Shops for various household goods;2009 1st quarter;84.7;103.8;81.6;-4.8;3.0;-7.6
5019;47597 Shops for various household goods;2009 April;90.0;104.4;86.2;-7.4;3.7;-10.7
5020;47597 Shops for various household goods;2009 May;93.1;104.2;89.4;-8.8;2.8;-11.3
5021;47597 Shops for various household goods;2009 June;93.7;104.0;90.1;1.4;3.3;-1.8
5022;47597 Shops for various household goods;2009 2nd quarter;92.3;104.2;88.6;-5.1;3.3;-8.1
5023;47597 Shops for various household goods;2009 July;93.1;103.7;89.8;0.3;3.0;-2.6
5024;47597 Shops for various household goods;2009 August;91.0;104.4;87.2;-7.8;3.5;-10.9
5025;47597 Shops for various household goods;2009 September;93.6;104.9;89.3;-1.5;3.6;-4.9
5026;47597 Shops for various household goods;2009 3rd quarter;92.6;104.3;88.7;-3.1;3.3;-6.2
5027;47597 Shops for various household goods;2009 October;101.4;105.6;96.0;0.5;3.1;-2.4
5028;47597 Shops for various household goods;2009 November;116.0;105.6;109.9;-6.0;2.3;-8.1
5029;47597 Shops for various household goods;2009 December;142.7;105.9;134.8;0.2;3.0;-2.8
5030;47597 Shops for various household goods;2009 4th quarter;120.0;105.7;113.6;-1.8;2.8;-4.5
5031;47597 Shops for various household goods;2009;97.4;104.5;93.2;-3.6;3.1;-6.5
5032;47597 Shops for various household goods;2010 January;83.0;105.0;79.1;-3.2;1.6;-4.7
5033;47597 Shops for various household goods;2010 February;77.2;106.0;72.8;-5.2;2.0;-7.1
5034;47597 Shops for various household goods;2010 March;95.4;105.6;90.4;9.9;1.5;8.2
5035;47597 Shops for various household goods;2010 1st quarter;85.2;105.5;80.8;0.6;1.7;-1.1
5036;47597 Shops for various household goods;2010 April;94.2;105.3;89.5;4.6;0.8;3.8
5037;47597 Shops for various household goods;2010 May;96.6;105.1;91.9;3.7;0.9;2.8
5038;47597 Shops for various household goods;2010 June;100.2;105.5;95.0;7.0;1.5;5.4
5039;47597 Shops for various household goods;2010 2nd quarter;97.0;105.3;92.1;5.1;1.0;4.0
5040;47597 Shops for various household goods;2010 July;102.1;105.3;96.9;9.7;1.6;8.0
5041;47597 Shops for various household goods;2010 August;93.1;105.5;88.3;2.3;1.1;1.2
5042;47597 Shops for various household goods;2010 September;98.9;105.3;93.9;5.7;0.4;5.2
5043;47597 Shops for various household goods;2010 3rd quarter;98.0;105.4;93.0;5.9;1.0;4.8
5044;47597 Shops for various household goods;2010 October;104.5;105.7;98.9;3.0;0.1;3.0
5045;47597 Shops for various household goods;2010 November;126.4;105.4;119.9;9.0;-0.1;9.1
5046;47597 Shops for various household goods;2010 December;144.2;105.7;136.4;1.0;-0.2;1.2
5047;47597 Shops for various household goods;2010 4th quarter;125.0;105.6;118.4;4.2;-0.1;4.3
5048;47597 Shops for various household goods;2010;101.3;105.4;96.1;4.0;0.9;3.1
5049;47597 Shops for various household goods;2011 January;84.8;105.6;80.3;2.1;0.5;1.6
5050;47597 Shops for various household goods;2011 February;83.2;106.2;78.4;7.8;0.2;7.6
5051;47597 Shops for various household goods;2011 March;96.4;106.3;90.7;1.0;0.7;0.4
5052;47597 Shops for various household goods;2011 1st quarter;88.1;106.0;83.1;3.4;0.5;3.0
5053;47597 Shops for various household goods;2011 April;101.2;106.9;94.7;7.4;1.5;5.8
5054;47597 Shops for various household goods;2011 May;98.4;107.2;91.8;1.9;2.0;-0.1
5055;47597 Shops for various household goods;2011 June;97.1;107.4;90.4;-3.1;1.8;-4.8
5056;47597 Shops for various household goods;2011 2nd quarter;98.9;107.1;92.3;2.0;1.8;0.2
5057;47597 Shops for various household goods;2011 July;97.3;107.4;90.6;-4.7;1.9;-6.5
5058;47597 Shops for various household goods;2011 August;96.8;107.1;90.4;4.0;1.5;2.4
5059;47597 Shops for various household goods;2011 September;98.5;107.4;91.7;-0.4;1.9;-2.3
5060;47597 Shops for various household goods;2011 3rd quarter;97.5;107.3;90.9;-0.5;1.8;-2.3
5061;47597 Shops for various household goods;2011 October;102.0;108.2;94.2;-2.4;2.4;-4.7
5062;47597 Shops for various household goods;2011 November;130.6;108.2;120.7;3.3;2.7;0.6
5063;47597 Shops for various household goods;2011 December;151.2;108.6;139.2;4.9;2.8;2.0
5064;47597 Shops for various household goods;2011 4th quarter;127.9;108.4;118.1;2.3;2.6;-0.3
5065;47597 Shops for various household goods;2011;103.1;107.2;96.2;1.8;1.7;0.1
5066;47597 Shops for various household goods;2012 January;91.2;108.2;84.3;7.5;2.5;5.0
5067;47597 Shops for various household goods;2012 February;86.3;108.6;79.5;3.7;2.3;1.4
5068;47597 Shops for various household goods;2012 March;95.9;109.1;87.9;-0.5;2.7;-3.2
5069;47597 Shops for various household goods;2012 1st quarter;91.1;108.6;83.9;3.4;2.5;0.9
5070;47597 Shops for various household goods;2012 April;91.5;108.6;84.3;-9.6;1.6;-11.0
5071;47597 Shops for various household goods;2012 May;100.6;109.3;92.1;2.2;2.0;0.3
5072;47597 Shops for various household goods;2012 June;101.1;109.6;92.3;4.1;2.0;2.1
5073;47597 Shops for various household goods;2012 2nd quarter;97.7;109.1;89.6;-1.2;1.9;-3.0
5074;47597 Shops for various household goods;2012 July;93.8;109.2;85.9;-3.6;1.7;-5.2
5075;47597 Shops for various household goods;2012 August;94.4;109.0;86.6;-2.5;1.8;-4.2
5076;47597 Shops for various household goods;2012 September;94.1;108.8;86.5;-4.5;1.3;-5.7
