ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
3409;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2007;395
3410;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2008;458
3411;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2009;504
3412;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2010;586
3413;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2011;708
3414;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2012;761
3415;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2013;764
3416;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2014;804
3417;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2015;1211
3418;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2016;1330
3419;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2017;1496
3420;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2018;1598
3421;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2019;1725
3422;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2020;1852
3423;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2021;2061
3424;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2022;2165
3425;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;1998;1262
3426;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;1999;1376
3427;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2000;1471
3428;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2001;1598
3429;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2002;1716
3430;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2003;1858
3431;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2004;1893
3432;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2005;1974
3433;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2006;2184
3434;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2007;2417
3435;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2008;2622
3436;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2009;2773
3437;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2010;2834
3438;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2011;2996
3439;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2012;2974
3440;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2013;3013
3441;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2014;3066
3442;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2015;2975
3443;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2016;3154
3444;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2017;3188
3445;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2018;3240
3446;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2019;3274
3447;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2020;2985
3448;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2021;3387
3449;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2022;3512
3450;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;1998;319
3451;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;1999;381
3452;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2000;371
3453;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2001;479
3454;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2002;604
3455;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2003;603
3456;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2004;648
3457;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2005;701
3458;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2006;723
3459;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2007;787
3460;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2008;834
3461;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2009;919
3462;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2010;953
3463;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2011;1006
3464;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2012;1036
3465;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2013;1051
3466;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2014;1096
3467;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2015;1114
3468;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2016;1109
3469;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2017;1124
3470;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2018;1204
3471;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2019;1241
3472;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2020;1481
3473;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2021;2119
3474;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2022;1815
3475;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;1998;135
3476;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;1999;137
3477;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2000;143
3478;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2001;160
3479;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2002;182
3480;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2003;209
3481;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2004;210
3482;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2005;205
3483;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2006;218
3484;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2007;221
3485;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2008;233
3486;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2009;280
3487;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2010;297
3488;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2011;300
3489;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2012;313
3490;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2013;346
3491;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2014;357
3492;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2015;349
3493;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2016;365
3494;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2017;378
3495;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2018;404
3496;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2019;434
3497;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2020;505
3498;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2021;528
3499;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2022;549
3500;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;1998;184
3501;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;1999;245
3502;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2000;227
3503;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2001;319
3504;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2002;421
3505;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2003;394
3506;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2004;438
3507;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2005;496
3508;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2006;505
3509;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2007;566
3510;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2008;601
3511;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2009;639
3512;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2010;656
3513;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2011;706
3514;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2012;723
3515;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2013;705
3516;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2014;738
3517;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2015;765
3518;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2016;745
3519;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2017;746
3520;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2018;800
3521;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2019;807
3522;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2020;976
3523;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2021;1591
3524;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2022;1267
3525;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;1998;4920
3526;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;1999;5327
3527;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2000;5657
3528;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2001;6168
3529;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2002;6630
3530;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2003;7108
3531;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2004;7370
3532;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2005;7596
3533;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2006;7727
3534;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2007;8228
3535;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2008;8501
3536;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2009;8300
3537;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2010;8578
3538;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2011;8880
3539;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2012;8444
3540;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2013;8074
3541;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2014;8110
3542;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2015;8209
3543;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2016;8203
3544;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2017;8332
3545;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2018;8408
3546;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2019;8805
3547;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2020;9000
3548;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2021;9600
3549;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2022;9819
3550;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;1998;3277
3551;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;1999;3593
3552;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2000;3836
3553;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2001;4203
3554;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2002;4550
3555;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2003;4868
3556;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2004;4987
3557;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2005;5187
3558;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2006;5250
3559;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2007;5677
3560;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2008;5573
3561;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2009;5622
3562;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2010;5759
3563;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2011;5827
3564;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2012;5257
3565;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2013;5023
3566;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2014;5021
3567;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2015;5090
3568;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2016;5214
3569;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2017;5371
3570;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2018;5352
3571;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2019;5637
3572;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2020;5768
3573;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2021;5698
3574;Uitgaven gezondheidszorg ingezetenen;HP51: Leveranciers geneesmiddelen;2022;6070
3575;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;1998;1643
3576;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;1999;1734
3577;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2000;1821
3578;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2001;1965
3579;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2002;2081
3580;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2003;2240
3581;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2004;2382
3582;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2005;2409
3583;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2006;2477
3584;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2007;2551
3585;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2008;2928
3586;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2009;2678
3587;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2010;2819
3588;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2011;3053
3589;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2012;3187
3590;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2013;3051
3591;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2014;3089
3592;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2015;3119
3593;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2016;2989
3594;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2017;2961
3595;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2018;3056
3596;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2019;3168
3597;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2020;3232
3598;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2021;3902
3599;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2022;3750
3600;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;1998;1189
3601;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;1999;1320
3602;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2000;1387
3603;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2001;1468
3604;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2002;1584
3605;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2003;1561
3606;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2004;1578
3607;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2005;1611
3608;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2006;1504
3609;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2007;1609
3610;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2008;1613
3611;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2009;1625
3612;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2010;1677
3613;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2011;1691
3614;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2012;1685
3615;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2013;1647
3616;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2014;1670
3617;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2015;1652
3618;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2016;1697
3619;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2017;1734
3620;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2018;1737
3621;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2019;1886
3622;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2020;2941
3623;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2021;6268
3624;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2022;3939
3625;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;1998;1671
3626;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;1999;1775
3627;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2000;1861
3628;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2001;2024
3629;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2002;2158
3630;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2003;2231
3631;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2004;2320
3632;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2005;2687
3633;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2006;2928
3634;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2007;3075
3635;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2008;2985
3636;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2009;3002
3637;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2010;2995
3638;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2011;3145
3639;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2012;3098
3640;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2013;3164
3641;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2014;3298
3642;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2015;3281
3643;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2016;3222
3644;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2017;3215
3645;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2018;3285
3646;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2019;3446
3647;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2020;3863
3648;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2021;3978
3649;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2022;4025
3650;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;1998;309
3651;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;1999;323
3652;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2000;336
3653;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2001;346
3654;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2002;370
3655;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2003;373
3656;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2004;410
3657;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2005;381
3658;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2006;361
3659;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2007;579
3660;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2008;603
3661;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2009;607
3662;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2010;593
3663;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2011;650
3664;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2012;624
3665;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2013;642
3666;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2014;658
3667;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2015;708
3668;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2016;742
3669;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2017;751
3670;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2018;796
3671;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2019;837
3672;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2020;1256
3673;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2021;1302
3674;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2022;1221
3675;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;1998;573
3676;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;1999;595
3677;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2000;624
3678;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2001;678
3679;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2002;667
3680;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2003;696
3681;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2004;704
3682;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2005;933
3683;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2006;1775
3684;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2007;1685
3685;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2008;1584
3686;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2009;1516
3687;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2010;1493
3688;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2011;1552
3689;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2012;1555
3690;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2013;1602
3691;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2014;1700
