ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
7776;Total sales;17100000 Textile fibres;2004 March;102.1;0.0;-0.1;102.1;0.0;-0.1
7777;Total sales;17100000 Textile fibres;2004 April;102.2;0.1;0.0;102.2;0.1;0.0
7778;Total sales;17100000 Textile fibres;2004 May;101.9;-0.2;-0.2;101.9;-0.2;-0.2
7779;Total sales;17100000 Textile fibres;2004 June;102.0;0.0;-0.2;102.0;0.0;-0.2
7780;Total sales;17100000 Textile fibres;2004 July;102.0;0.0;-0.2;102.0;0.0;-0.2
7781;Total sales;17100000 Textile fibres;2004 August;102.0;0.0;-0.4;102.0;0.0;-0.4
7782;Total sales;17100000 Textile fibres;2004 September;102.0;0.0;-0.4;102.0;0.0;-0.4
7783;Total sales;17100000 Textile fibres;2004 October;102.0;0.0;-0.5;102.0;0.0;-0.5
7784;Total sales;17100000 Textile fibres;2004 November;102.0;0.1;0.1;102.0;0.1;0.1
7785;Total sales;17100000 Textile fibres;2004 December;102.0;0.0;0.1;102.0;0.0;0.1
7786;Total sales;17100000 Textile fibres;2004;102.0;;-0.3;102.0;;-0.3
7787;Total sales;17100000 Textile fibres;2005 January;103.8;1.8;2.0;103.8;1.8;2.0
7788;Total sales;17100000 Textile fibres;2005 February;104.0;0.1;1.8;104.0;0.1;1.8
7789;Total sales;17100000 Textile fibres;2005 March;104.2;0.3;2.1;104.2;0.3;2.1
7790;Total sales;17100000 Textile fibres;2005 April;102.5;-1.6;0.3;102.5;-1.6;0.3
7791;Total sales;17100000 Textile fibres;2005 May;102.4;-0.1;0.5;102.4;-0.1;0.5
7792;Total sales;17100000 Textile fibres;2005 June;102.4;0.0;0.5;102.4;0.0;0.5
7793;Total sales;17100000 Textile fibres;2005 July;102.5;0.1;0.5;102.5;0.1;0.5
7794;Total sales;17100000 Textile fibres;2005 August;102.4;-0.1;0.4;102.4;-0.1;0.4
7795;Total sales;17100000 Textile fibres;2005 September;102.4;0.0;0.4;102.4;0.0;0.4
7796;Total sales;17100000 Textile fibres;2005 October;102.6;0.2;0.6;102.6;0.2;0.6
7797;Total sales;17100000 Textile fibres;2005 November;102.6;0.0;0.5;102.6;0.0;0.5
7798;Total sales;17100000 Textile fibres;2005 December;102.6;0.0;0.6;102.6;0.0;0.6
7799;Total sales;17100000 Textile fibres;2005;102.9;;0.9;102.9;;0.9
7800;Total sales;17100000 Textile fibres;2006 January;102.7;0.0;-1.1;102.7;0.0;-1.1
7801;Total sales;17100000 Textile fibres;2006 February;102.9;0.3;-1.0;102.9;0.3;-1.0
7802;Total sales;17100000 Textile fibres;2006 March;102.8;-0.1;-1.3;102.8;-0.1;-1.3
7803;Total sales;17100000 Textile fibres;2006 April;102.9;0.1;0.4;102.9;0.1;0.4
7804;Total sales;17100000 Textile fibres;2006 May;102.8;-0.1;0.4;102.8;-0.1;0.4
7805;Total sales;17100000 Textile fibres;2006 June;102.8;0.0;0.4;102.8;0.0;0.4
7806;Total sales;17100000 Textile fibres;2006 July;102.6;-0.2;0.1;102.6;-0.2;0.1
7807;Total sales;17100000 Textile fibres;2006 August;102.6;0.0;0.2;102.6;0.0;0.2
7808;Total sales;17100000 Textile fibres;2006 September;102.6;0.0;0.2;102.6;0.0;0.2
7809;Total sales;17100000 Textile fibres;2006 October;104.1;1.4;1.4;104.1;1.4;1.4
7810;Total sales;17100000 Textile fibres;2006 November;104.2;0.1;1.6;104.2;0.1;1.6
7811;Total sales;17100000 Textile fibres;2006 December;103.7;-0.4;1.1;103.7;-0.4;1.1
7812;Total sales;17100000 Textile fibres;2006;103.1;;0.2;103.1;;0.2
7813;Total sales;17100000 Textile fibres;2007 January;105.0;1.2;2.3;105.0;1.2;2.3
7814;Total sales;17100000 Textile fibres;2007 February;104.8;-0.2;1.8;104.8;-0.2;1.8
7815;Total sales;17100000 Textile fibres;2007 March;104.9;0.1;2.0;104.9;0.1;2.0
7816;Total sales;17100000 Textile fibres;2007 April;104.8;-0.1;1.8;104.8;-0.1;1.8
7817;Total sales;17100000 Textile fibres;2007 May;104.5;-0.4;1.6;104.5;-0.4;1.6
7818;Total sales;17100000 Textile fibres;2007 June;105.6;1.1;2.7;105.6;1.1;2.7
7819;Total sales;17100000 Textile fibres;2007 July;105.7;0.1;3.0;105.7;0.1;3.0
7820;Total sales;17100000 Textile fibres;2007 August;104.8;-0.9;2.1;104.8;-0.9;2.1
7821;Total sales;17100000 Textile fibres;2007 September;105.7;0.9;3.0;105.7;0.9;3.0
7822;Total sales;17100000 Textile fibres;2007 October;;;;;;
7823;Total sales;17100000 Textile fibres;2007 November;;;;;;
7824;Total sales;17100000 Textile fibres;2007 December;;;;;;
7825;Total sales;17100000 Textile fibres;2007;;;;;;
7826;Total sales;17100000 Textile fibres;2008 January;;;;;;
7827;Total sales;17100000 Textile fibres;2008 February;;;;;;
7828;Total sales;17100000 Textile fibres;2008 March;;;;;;
7829;Total sales;17100000 Textile fibres;2008 April;;;;;;
7830;Total sales;17100000 Textile fibres;2008 May;;;;;;
7831;Total sales;17100000 Textile fibres;2008 June;;;;;;
7832;Total sales;17100000 Textile fibres;2008 July;;;;;;
7833;Total sales;17100000 Textile fibres;2008 August;;;;;;
7834;Total sales;17100000 Textile fibres;2008 September;;;;;;
7835;Total sales;17100000 Textile fibres;2008 October;;;;;;
7836;Total sales;17100000 Textile fibres;2008 November;;;;;;
7837;Total sales;17100000 Textile fibres;2008 December;;;;;;
7838;Total sales;17100000 Textile fibres;2008;;;;;;
7839;Total sales;17200000 Textile weaving;2000 January;99.8;;;99.8;;
7840;Total sales;17200000 Textile weaving;2000 February;99.9;0.0;;99.9;0.0;
7841;Total sales;17200000 Textile weaving;2000 March;99.9;0.0;;99.9;0.0;
7842;Total sales;17200000 Textile weaving;2000 April;100.0;0.1;;100.0;0.1;
7843;Total sales;17200000 Textile weaving;2000 May;100.0;0.0;;100.0;0.0;
7844;Total sales;17200000 Textile weaving;2000 June;100.0;0.0;;100.0;0.0;
7845;Total sales;17200000 Textile weaving;2000 July;99.9;-0.1;;99.9;-0.1;
7846;Total sales;17200000 Textile weaving;2000 August;99.9;0.0;;99.9;0.0;
7847;Total sales;17200000 Textile weaving;2000 September;100.1;0.2;;100.1;0.2;
7848;Total sales;17200000 Textile weaving;2000 October;100.2;0.1;;100.2;0.1;
7849;Total sales;17200000 Textile weaving;2000 November;100.2;0.0;;100.2;0.0;
7850;Total sales;17200000 Textile weaving;2000 December;100.2;0.0;;100.2;0.0;
7851;Total sales;17200000 Textile weaving;2000;100.0;;;100.0;;
7852;Total sales;17200000 Textile weaving;2001 January;101.2;1.0;1.3;101.2;1.0;1.3
7853;Total sales;17200000 Textile weaving;2001 February;101.2;0.0;1.3;101.2;0.0;1.3
7854;Total sales;17200000 Textile weaving;2001 March;101.2;0.0;1.3;101.2;0.0;1.3
7855;Total sales;17200000 Textile weaving;2001 April;101.4;0.2;1.4;101.4;0.2;1.4
7856;Total sales;17200000 Textile weaving;2001 May;101.5;0.1;1.5;101.5;0.1;1.5
7857;Total sales;17200000 Textile weaving;2001 June;101.5;0.0;1.5;101.5;0.0;1.5
7858;Total sales;17200000 Textile weaving;2001 July;101.5;0.0;1.6;101.5;0.0;1.6
7859;Total sales;17200000 Textile weaving;2001 August;101.5;0.0;1.6;101.5;0.0;1.6
7860;Total sales;17200000 Textile weaving;2001 September;101.9;0.5;1.8;101.9;0.5;1.8
7861;Total sales;17200000 Textile weaving;2001 October;102.0;0.1;1.8;102.0;0.1;1.8
7862;Total sales;17200000 Textile weaving;2001 November;102.0;0.0;1.8;102.0;0.0;1.8
7863;Total sales;17200000 Textile weaving;2001 December;102.0;0.0;1.8;102.0;0.0;1.8
7864;Total sales;17200000 Textile weaving;2001;101.6;;1.6;101.6;;1.6
7865;Total sales;17200000 Textile weaving;2002 January;102.9;0.9;1.7;102.9;0.9;1.7
7866;Total sales;17200000 Textile weaving;2002 February;103.2;0.3;2.0;103.2;0.3;2.0
7867;Total sales;17200000 Textile weaving;2002 March;103.2;0.0;2.0;103.2;0.0;2.0
7868;Total sales;17200000 Textile weaving;2002 April;103.4;0.2;2.0;103.4;0.2;2.0
7869;Total sales;17200000 Textile weaving;2002 May;103.4;0.0;1.9;103.4;0.0;1.9
7870;Total sales;17200000 Textile weaving;2002 June;103.4;0.0;1.9;103.4;0.0;1.9
7871;Total sales;17200000 Textile weaving;2002 July;103.5;0.0;2.0;103.5;0.0;2.0
7872;Total sales;17200000 Textile weaving;2002 August;103.5;0.0;2.0;103.5;0.0;2.0
7873;Total sales;17200000 Textile weaving;2002 September;104.4;0.9;2.4;104.4;0.9;2.4
7874;Total sales;17200000 Textile weaving;2002 October;104.4;0.1;2.4;104.4;0.1;2.4
7875;Total sales;17200000 Textile weaving;2002 November;104.4;0.0;2.4;104.4;0.0;2.4
7876;Total sales;17200000 Textile weaving;2002 December;104.4;0.0;2.4;104.4;0.0;2.4
7877;Total sales;17200000 Textile weaving;2002;103.7;;2.1;103.7;;2.1
7878;Total sales;17200000 Textile weaving;2003 January;105.0;0.6;2.1;105.0;0.6;2.1
7879;Total sales;17200000 Textile weaving;2003 February;105.2;0.1;1.9;105.2;0.1;1.9
7880;Total sales;17200000 Textile weaving;2003 March;105.2;0.0;1.9;105.2;0.0;1.9
7881;Total sales;17200000 Textile weaving;2003 April;104.7;-0.4;1.2;104.7;-0.4;1.2
7882;Total sales;17200000 Textile weaving;2003 May;104.7;0.0;1.2;104.7;0.0;1.2
7883;Total sales;17200000 Textile weaving;2003 June;104.7;0.0;1.2;104.7;0.0;1.2
7884;Total sales;17200000 Textile weaving;2003 July;104.6;-0.1;1.1;104.6;-0.1;1.1
7885;Total sales;17200000 Textile weaving;2003 August;104.6;0.0;1.1;104.6;0.0;1.1
7886;Total sales;17200000 Textile weaving;2003 September;104.6;0.0;0.2;104.6;0.0;0.2
7887;Total sales;17200000 Textile weaving;2003 October;104.8;0.2;0.3;104.8;0.2;0.3
7888;Total sales;17200000 Textile weaving;2003 November;104.8;0.0;0.3;104.8;0.0;0.3
7889;Total sales;17200000 Textile weaving;2003 December;105.3;0.5;0.8;105.3;0.5;0.8
7890;Total sales;17200000 Textile weaving;2003;104.8;;1.1;104.8;;1.1
7891;Total sales;17200000 Textile weaving;2004 January;105.6;0.2;0.5;105.6;0.2;0.5
7892;Total sales;17200000 Textile weaving;2004 February;105.4;-0.1;0.3;105.4;-0.1;0.3
7893;Total sales;17200000 Textile weaving;2004 March;105.4;0.0;0.3;105.4;0.0;0.3
7894;Total sales;17200000 Textile weaving;2004 April;105.8;0.4;1.0;105.8;0.4;1.0
7895;Total sales;17200000 Textile weaving;2004 May;105.8;0.0;1.0;105.8;0.0;1.0
7896;Total sales;17200000 Textile weaving;2004 June;105.8;0.0;1.0;105.8;0.0;1.0
7897;Total sales;17200000 Textile weaving;2004 July;105.8;0.0;1.2;105.8;0.0;1.2
7898;Total sales;17200000 Textile weaving;2004 August;105.8;0.0;1.2;105.8;0.0;1.2
7899;Total sales;17200000 Textile weaving;2004 September;105.7;-0.1;1.1;105.7;-0.1;1.1
7900;Total sales;17200000 Textile weaving;2004 October;106.6;0.9;1.8;106.6;0.9;1.8
7901;Total sales;17200000 Textile weaving;2004 November;106.6;0.0;1.8;106.6;0.0;1.8
7902;Total sales;17200000 Textile weaving;2004 December;106.6;0.0;1.2;106.6;0.0;1.2
7903;Total sales;17200000 Textile weaving;2004;105.9;;1.0;105.9;;1.0
7904;Total sales;17200000 Textile weaving;2005 January;107.7;1.0;2.0;107.7;1.0;2.0
7905;Total sales;17200000 Textile weaving;2005 February;107.5;-0.2;1.9;107.5;-0.2;1.9
7906;Total sales;17200000 Textile weaving;2005 March;107.4;0.0;1.9;107.4;0.0;1.9
7907;Total sales;17200000 Textile weaving;2005 April;107.6;0.2;1.7;107.6;0.2;1.7
7908;Total sales;17200000 Textile weaving;2005 May;107.6;0.0;1.7;107.6;0.0;1.7
7909;Total sales;17200000 Textile weaving;2005 June;107.6;0.0;1.7;107.6;0.0;1.7
7910;Total sales;17200000 Textile weaving;2005 July;107.4;-0.2;1.5;107.4;-0.2;1.5
7911;Total sales;17200000 Textile weaving;2005 August;107.5;0.1;1.6;107.5;0.1;1.6
7912;Total sales;17200000 Textile weaving;2005 September;107.4;-0.1;1.6;107.4;-0.1;1.6
7913;Total sales;17200000 Textile weaving;2005 October;108.3;0.9;1.6;108.3;0.9;1.6
7914;Total sales;17200000 Textile weaving;2005 November;108.5;0.1;1.7;108.5;0.1;1.7
7915;Total sales;17200000 Textile weaving;2005 December;108.4;0.0;1.7;108.4;0.0;1.7
7916;Total sales;17200000 Textile weaving;2005;107.8;;1.7;107.8;;1.7
7917;Total sales;17200000 Textile weaving;2006 January;110.0;1.4;2.2;110.0;1.4;2.2
7918;Total sales;17200000 Textile weaving;2006 February;110.3;0.3;2.6;110.3;0.3;2.6
7919;Total sales;17200000 Textile weaving;2006 March;110.2;-0.1;2.5;110.2;-0.1;2.5
7920;Total sales;17200000 Textile weaving;2006 April;110.5;0.3;2.7;110.5;0.3;2.7
7921;Total sales;17200000 Textile weaving;2006 May;110.6;0.0;2.7;110.6;0.0;2.7
7922;Total sales;17200000 Textile weaving;2006 June;110.7;0.1;2.8;110.7;0.1;2.8
7923;Total sales;17200000 Textile weaving;2006 July;110.7;0.0;3.1;110.7;0.0;3.1
7924;Total sales;17200000 Textile weaving;2006 August;110.6;-0.1;2.9;110.6;-0.1;2.9
7925;Total sales;17200000 Textile weaving;2006 September;110.7;0.0;3.0;110.7;0.0;3.0
7926;Total sales;17200000 Textile weaving;2006 October;110.6;0.0;2.1;110.6;0.0;2.1
7927;Total sales;17200000 Textile weaving;2006 November;110.7;0.0;2.1;110.7;0.0;2.1
7928;Total sales;17200000 Textile weaving;2006 December;110.7;0.0;2.1;110.7;0.0;2.1
7929;Total sales;17200000 Textile weaving;2006;110.5;;2.6;110.5;;2.6
7930;Total sales;17200000 Textile weaving;2007 January;112.1;1.2;1.9;112.1;1.2;1.9
7931;Total sales;17200000 Textile weaving;2007 February;112.1;0.0;1.7;112.1;0.0;1.7
7932;Total sales;17200000 Textile weaving;2007 March;112.1;0.0;1.8;112.1;0.0;1.8
7933;Total sales;17200000 Textile weaving;2007 April;112.5;0.3;1.7;112.5;0.3;1.7
7934;Total sales;17200000 Textile weaving;2007 May;112.5;0.0;1.7;112.5;0.0;1.7
7935;Total sales;17200000 Textile weaving;2007 June;112.5;0.0;1.6;112.5;0.0;1.6
7936;Total sales;17200000 Textile weaving;2007 July;112.4;-0.1;1.5;112.4;-0.1;1.5
7937;Total sales;17200000 Textile weaving;2007 August;112.4;0.0;1.6;112.4;0.0;1.6
7938;Total sales;17200000 Textile weaving;2007 September;112.5;0.1;1.6;112.5;0.1;1.6
7939;Total sales;17200000 Textile weaving;2007 October;112.7;0.2;1.9;112.7;0.2;1.9
7940;Total sales;17200000 Textile weaving;2007 November;112.6;-0.1;1.8;112.6;-0.1;1.8
7941;Total sales;17200000 Textile weaving;2007 December;112.5;-0.1;1.6;112.5;-0.1;1.6
7942;Total sales;17200000 Textile weaving;2007;112.4;;1.7;112.4;;1.7
7943;Total sales;17200000 Textile weaving;2008 January;113.8;1.2;1.6;113.8;1.2;1.6
7944;Total sales;17200000 Textile weaving;2008 February;114.0;0.2;1.7;114.0;0.2;1.7
7945;Total sales;17200000 Textile weaving;2008 March;114.1;0.0;1.7;114.1;0.0;1.7
7946;Total sales;17200000 Textile weaving;2008 April;114.6;0.5;1.9;114.6;0.5;1.9
7947;Total sales;17200000 Textile weaving;2008 May;114.8;0.1;2.0;114.8;0.1;2.0
7948;Total sales;17200000 Textile weaving;2008 June;114.4;-0.3;1.7;114.4;-0.3;1.7
7949;Total sales;17200000 Textile weaving;2008 July;114.5;0.1;1.9;114.5;0.1;1.9
7950;Total sales;17200000 Textile weaving;2008 August;114.8;0.2;2.1;114.8;0.2;2.1
7951;Total sales;17200000 Textile weaving;2008 September;114.9;0.1;2.2;114.9;0.1;2.2
7952;Total sales;17200000 Textile weaving;2008 October;115.4;0.5;2.4;115.4;0.5;2.4
7953;Total sales;17200000 Textile weaving;2008 November;115.5;0.0;2.5;115.5;0.0;2.5
7954;Total sales;17200000 Textile weaving;2008 December;115.1;-0.3;2.3;115.1;-0.3;2.3
7955;Total sales;17200000 Textile weaving;2008;114.7;;2.0;114.7;;2.0
7956;Total sales;17300000 Finishing of textiles;2000 January;100.9;;;100.9;;
7957;Total sales;17300000 Finishing of textiles;2000 February;100.7;-0.3;;100.7;-0.3;
7958;Total sales;17300000 Finishing of textiles;2000 March;100.2;-0.4;;100.2;-0.4;
7959;Total sales;17300000 Finishing of textiles;2000 April;99.8;-0.4;;99.8;-0.4;
7960;Total sales;17300000 Finishing of textiles;2000 May;100.1;0.3;;100.1;0.3;
7961;Total sales;17300000 Finishing of textiles;2000 June;99.9;-0.2;;99.9;-0.2;
7962;Total sales;17300000 Finishing of textiles;2000 July;99.7;-0.2;;99.7;-0.2;
7963;Total sales;17300000 Finishing of textiles;2000 August;99.7;0.0;;99.7;0.0;
7964;Total sales;17300000 Finishing of textiles;2000 September;99.7;0.0;;99.7;0.0;
7965;Total sales;17300000 Finishing of textiles;2000 October;99.7;0.0;;99.7;0.0;
7966;Total sales;17300000 Finishing of textiles;2000 November;99.8;0.0;;99.8;0.0;
7967;Total sales;17300000 Finishing of textiles;2000 December;99.7;0.0;;99.7;0.0;
7968;Total sales;17300000 Finishing of textiles;2000;100.0;;;100.0;;
7969;Total sales;17300000 Finishing of textiles;2001 January;100.3;0.6;-0.6;100.3;0.6;-0.6
7970;Total sales;17300000 Finishing of textiles;2001 February;100.4;0.1;-0.3;100.4;0.1;-0.3
7971;Total sales;17300000 Finishing of textiles;2001 March;100.1;-0.2;-0.1;100.1;-0.2;-0.1
7972;Total sales;17300000 Finishing of textiles;2001 April;100.0;-0.2;0.1;100.0;-0.2;0.1
7973;Total sales;17300000 Finishing of textiles;2001 May;100.0;0.1;-0.1;100.0;0.1;-0.1
7974;Total sales;17300000 Finishing of textiles;2001 June;100.0;0.0;0.1;100.0;0.0;0.1
7975;Total sales;17300000 Finishing of textiles;2001 July;100.1;0.1;0.4;100.1;0.1;0.4
7976;Total sales;17300000 Finishing of textiles;2001 August;100.0;0.0;0.3;100.0;0.0;0.3
7977;Total sales;17300000 Finishing of textiles;2001 September;100.0;0.0;0.3;100.0;0.0;0.3
7978;Total sales;17300000 Finishing of textiles;2001 October;100.0;0.0;0.3;100.0;0.0;0.3
7979;Total sales;17300000 Finishing of textiles;2001 November;99.9;-0.1;0.2;99.9;-0.1;0.2
7980;Total sales;17300000 Finishing of textiles;2001 December;100.1;0.2;0.4;100.1;0.2;0.4
7981;Total sales;17300000 Finishing of textiles;2001;100.1;;0.1;100.1;;0.1
7982;Total sales;17300000 Finishing of textiles;2002 January;100.4;0.3;0.1;100.4;0.3;0.1
7983;Total sales;17300000 Finishing of textiles;2002 February;100.6;0.2;0.2;100.6;0.2;0.2
7984;Total sales;17300000 Finishing of textiles;2002 March;100.7;0.0;0.5;100.7;0.0;0.5
7985;Total sales;17300000 Finishing of textiles;2002 April;100.9;0.3;1.0;100.9;0.3;1.0
7986;Total sales;17300000 Finishing of textiles;2002 May;100.9;0.0;0.9;100.9;0.0;0.9
7987;Total sales;17300000 Finishing of textiles;2002 June;100.9;0.0;0.9;100.9;0.0;0.9
7988;Total sales;17300000 Finishing of textiles;2002 July;99.4;-1.5;-0.7;99.4;-1.5;-0.7
7989;Total sales;17300000 Finishing of textiles;2002 August;99.4;0.0;-0.6;99.4;0.0;-0.6
7990;Total sales;17300000 Finishing of textiles;2002 September;99.4;0.0;-0.7;99.4;0.0;-0.7
7991;Total sales;17300000 Finishing of textiles;2002 October;99.8;0.4;-0.3;99.8;0.4;-0.3
7992;Total sales;17300000 Finishing of textiles;2002 November;99.8;0.0;-0.2;99.8;0.0;-0.2
7993;Total sales;17300000 Finishing of textiles;2002 December;99.8;0.0;-0.4;99.8;0.0;-0.4
7994;Total sales;17300000 Finishing of textiles;2002;100.2;;0.1;100.2;;0.1
7995;Total sales;17300000 Finishing of textiles;2003 January;100.8;1.0;0.4;100.8;1.0;0.4
7996;Total sales;17300000 Finishing of textiles;2003 February;100.8;0.0;0.1;100.8;0.0;0.1
7997;Total sales;17300000 Finishing of textiles;2003 March;100.8;0.0;0.1;100.8;0.0;0.1
7998;Total sales;17300000 Finishing of textiles;2003 April;100.6;-0.2;-0.3;100.6;-0.2;-0.3
7999;Total sales;17300000 Finishing of textiles;2003 May;100.6;0.0;-0.3;100.6;0.0;-0.3
8000;Total sales;17300000 Finishing of textiles;2003 June;100.6;0.0;-0.3;100.6;0.0;-0.3
8001;Total sales;17300000 Finishing of textiles;2003 July;100.7;0.1;1.3;100.7;0.1;1.3
8002;Total sales;17300000 Finishing of textiles;2003 August;100.7;0.0;1.3;100.7;0.0;1.3
8003;Total sales;17300000 Finishing of textiles;2003 September;100.7;0.0;1.3;100.7;0.0;1.3
8004;Total sales;17300000 Finishing of textiles;2003 October;100.5;-0.2;0.8;100.5;-0.2;0.8
8005;Total sales;17300000 Finishing of textiles;2003 November;100.5;0.0;0.8;100.5;0.0;0.8
8006;Total sales;17300000 Finishing of textiles;2003 December;100.5;0.0;0.8;100.5;0.0;0.8
8007;Total sales;17300000 Finishing of textiles;2003;100.6;;0.5;100.6;;0.5
8008;Total sales;17300000 Finishing of textiles;2004 January;99.8;-0.8;-1.0;99.8;-0.8;-1.0
8009;Total sales;17300000 Finishing of textiles;2004 February;99.8;0.0;-1.0;99.8;0.0;-1.0
8010;Total sales;17300000 Finishing of textiles;2004 March;99.8;0.0;-1.0;99.8;0.0;-1.0
8011;Total sales;17300000 Finishing of textiles;2004 April;99.4;-0.4;-1.2;99.4;-0.4;-1.2
8012;Total sales;17300000 Finishing of textiles;2004 May;99.4;0.0;-1.2;99.4;0.0;-1.2
8013;Total sales;17300000 Finishing of textiles;2004 June;99.4;0.0;-1.2;99.4;0.0;-1.2
8014;Total sales;17300000 Finishing of textiles;2004 July;99.9;0.6;-0.8;99.9;0.6;-0.8
8015;Total sales;17300000 Finishing of textiles;2004 August;99.9;0.0;-0.7;99.9;0.0;-0.7
8016;Total sales;17300000 Finishing of textiles;2004 September;99.9;-0.1;-0.8;99.9;-0.1;-0.8
8017;Total sales;17300000 Finishing of textiles;2004 October;99.2;-0.6;-1.3;99.2;-0.6;-1.3
8018;Total sales;17300000 Finishing of textiles;2004 November;99.2;0.0;-1.3;99.2;0.0;-1.3
8019;Total sales;17300000 Finishing of textiles;2004 December;99.2;0.0;-1.3;99.2;0.0;-1.3
8020;Total sales;17300000 Finishing of textiles;2004;99.6;;-1.1;99.6;;-1.1
8021;Total sales;17300000 Finishing of textiles;2005 January;99.7;0.5;0.0;99.7;0.5;0.0
8022;Total sales;17300000 Finishing of textiles;2005 February;99.6;-0.1;-0.2;99.6;-0.1;-0.2
8023;Total sales;17300000 Finishing of textiles;2005 March;99.6;0.0;-0.2;99.6;0.0;-0.2
8024;Total sales;17300000 Finishing of textiles;2005 April;99.7;0.1;0.3;99.7;0.1;0.3
8025;Total sales;17300000 Finishing of textiles;2005 May;99.7;0.0;0.3;99.7;0.0;0.3
8026;Total sales;17300000 Finishing of textiles;2005 June;99.7;0.0;0.4;99.7;0.0;0.4
8027;Total sales;17300000 Finishing of textiles;2005 July;99.7;0.0;-0.2;99.7;0.0;-0.2
8028;Total sales;17300000 Finishing of textiles;2005 August;99.7;0.0;-0.2;99.7;0.0;-0.2
8029;Total sales;17300000 Finishing of textiles;2005 September;99.7;0.0;-0.2;99.7;0.0;-0.2
8030;Total sales;17300000 Finishing of textiles;2005 October;99.6;-0.1;0.4;99.6;-0.1;0.4
8031;Total sales;17300000 Finishing of textiles;2005 November;99.6;0.0;0.4;99.6;0.0;0.4
8032;Total sales;17300000 Finishing of textiles;2005 December;99.6;0.0;0.4;99.6;0.0;0.4
8033;Total sales;17300000 Finishing of textiles;2005;99.7;;0.1;99.7;;0.1
8034;Total sales;17300000 Finishing of textiles;2006 January;99.6;0.0;-0.1;99.6;0.0;-0.1
8035;Total sales;17300000 Finishing of textiles;2006 February;99.6;0.0;0.0;99.6;0.0;0.0
8036;Total sales;17300000 Finishing of textiles;2006 March;99.6;0.0;0.0;99.6;0.0;0.0
8037;Total sales;17300000 Finishing of textiles;2006 April;98.4;-1.3;-1.3;98.4;-1.3;-1.3
8038;Total sales;17300000 Finishing of textiles;2006 May;98.4;0.0;-1.3;98.4;0.0;-1.3
8039;Total sales;17300000 Finishing of textiles;2006 June;98.4;0.0;-1.4;98.4;0.0;-1.4
8040;Total sales;17300000 Finishing of textiles;2006 July;98.4;0.1;-1.3;98.4;0.1;-1.3
8041;Total sales;17300000 Finishing of textiles;2006 August;98.4;0.0;-1.3;98.4;0.0;-1.3
8042;Total sales;17300000 Finishing of textiles;2006 September;98.4;0.0;-1.3;98.4;0.0;-1.3
8043;Total sales;17300000 Finishing of textiles;2006 October;98.5;0.0;-1.2;98.5;0.0;-1.2
8044;Total sales;17300000 Finishing of textiles;2006 November;98.5;0.0;-1.1;98.5;0.0;-1.1
8045;Total sales;17300000 Finishing of textiles;2006 December;98.5;0.0;-1.1;98.5;0.0;-1.1
8046;Total sales;17300000 Finishing of textiles;2006;98.7;;-1.0;98.7;;-1.0
8047;Total sales;17300000 Finishing of textiles;2007 January;100.1;1.6;0.5;100.1;1.6;0.5
8048;Total sales;17300000 Finishing of textiles;2007 February;100.1;0.0;0.5;100.1;0.0;0.5
8049;Total sales;17300000 Finishing of textiles;2007 March;100.0;-0.1;0.4;100.0;-0.1;0.4
8050;Total sales;17300000 Finishing of textiles;2007 April;100.3;0.3;2.0;100.3;0.3;2.0
8051;Total sales;17300000 Finishing of textiles;2007 May;100.3;0.0;2.0;100.3;0.0;2.0
8052;Total sales;17300000 Finishing of textiles;2007 June;100.3;0.0;2.0;100.3;0.0;2.0
8053;Total sales;17300000 Finishing of textiles;2007 July;100.2;-0.1;1.8;100.2;-0.1;1.8
8054;Total sales;17300000 Finishing of textiles;2007 August;100.2;0.0;1.8;100.2;0.0;1.8
8055;Total sales;17300000 Finishing of textiles;2007 September;100.2;0.0;1.8;100.2;0.0;1.8
8056;Total sales;17300000 Finishing of textiles;2007 October;100.0;-0.2;1.5;100.0;-0.2;1.5
8057;Total sales;17300000 Finishing of textiles;2007 November;100.0;0.0;1.5;100.0;0.0;1.5
8058;Total sales;17300000 Finishing of textiles;2007 December;100.0;0.0;1.5;100.0;0.0;1.5
8059;Total sales;17300000 Finishing of textiles;2007;100.1;;1.4;100.1;;1.4
8060;Total sales;17300000 Finishing of textiles;2008 January;99.9;-0.1;-0.2;99.9;-0.1;-0.2
8061;Total sales;17300000 Finishing of textiles;2008 February;99.9;0.0;-0.2;99.9;0.0;-0.2
8062;Total sales;17300000 Finishing of textiles;2008 March;99.9;0.0;-0.1;99.9;0.0;-0.1
8063;Total sales;17300000 Finishing of textiles;2008 April;100.6;0.7;0.3;100.6;0.7;0.3
8064;Total sales;17300000 Finishing of textiles;2008 May;100.6;0.0;0.3;100.6;0.0;0.3
8065;Total sales;17300000 Finishing of textiles;2008 June;100.6;0.0;0.3;100.6;0.0;0.3
8066;Total sales;17300000 Finishing of textiles;2008 July;102.0;1.4;1.8;102.0;1.4;1.8
8067;Total sales;17300000 Finishing of textiles;2008 August;102.0;0.0;1.8;102.0;0.0;1.8
8068;Total sales;17300000 Finishing of textiles;2008 September;102.0;0.0;1.8;102.0;0.0;1.8
