ID;Huishoudenskenmerken;Perioden;MedianeKoopkrachtontwikkeling_1;PersonenMetKoopkrachtdaling_2;PersonenMetKoopkrachtstijging_3;k_20ePercentiel_4;k_40ePercentiel_5;k_60ePercentiel_6;k_80ePercentiel_7
510;Gestandaardiseerd inkomen: 5e 10%-groep;2018;0.8;45.0;55.0;-5.7;-0.6;2.9;11.1
511;Gestandaardiseerd inkomen: 5e 10%-groep;2019;1.8;35.4;64.6;-5.0;0.5;3.8;11.6
512;Gestandaardiseerd inkomen: 5e 10%-groep;2020;2.9;31.1;68.9;-4.7;1.1;5.2;13.0
513;Gestandaardiseerd inkomen: 5e 10%-groep;2021;1.6;40.9;59.1;-5.4;-0.1;3.7;12.0
514;Gestandaardiseerd inkomen: 5e 10%-groep;2022;-1.7;58.1;41.9;-7.9;-3.3;0.5;8.6
515;Gestandaardiseerd inkomen: 5e 10%-groep;2023;0.2;48.3;51.7;-6.2;-1.2;2.0;8.9
516;Gestandaardiseerd inkomen: 6e 10%-groep;2012;-0.8;55.5;44.5;-8.5;-2.2;0.8;6.6
517;Gestandaardiseerd inkomen: 6e 10%-groep;2013;-0.8;54.1;45.9;-8.5;-2.7;1.1;7.3
518;Gestandaardiseerd inkomen: 6e 10%-groep;2014;2.4;35.5;64.5;-5.4;0.8;4.2;10.7
519;Gestandaardiseerd inkomen: 6e 10%-groep;2015;1.7;38.5;61.5;-5.7;0.2;3.7;10.6
520;Gestandaardiseerd inkomen: 6e 10%-groep;2016;3.8;31.2;68.8;-3.7;1.7;6.1;13.6
521;Gestandaardiseerd inkomen: 6e 10%-groep;2017;0.7;45.5;54.5;-6.0;-0.7;2.7;10.4
522;Gestandaardiseerd inkomen: 6e 10%-groep;2018;0.9;44.5;55.5;-5.7;-0.6;3.0;10.8
523;Gestandaardiseerd inkomen: 6e 10%-groep;2019;2.1;35.3;64.7;-4.9;0.6;4.0;11.4
524;Gestandaardiseerd inkomen: 6e 10%-groep;2020;3.0;31.9;68.1;-4.7;1.1;5.2;12.7
525;Gestandaardiseerd inkomen: 6e 10%-groep;2021;1.8;40.1;59.9;-5.4;0.0;3.9;11.9
526;Gestandaardiseerd inkomen: 6e 10%-groep;2022;-1.6;57.5;42.5;-8.1;-3.3;0.6;8.4
527;Gestandaardiseerd inkomen: 6e 10%-groep;2023;0.2;49.0;51.0;-6.4;-1.4;2.0;8.6
528;Gestandaardiseerd inkomen: 7e 10%-groep;2012;-0.8;55.4;44.6;-8.6;-2.4;0.8;6.7
529;Gestandaardiseerd inkomen: 7e 10%-groep;2013;-0.5;52.7;47.3;-8.4;-2.5;1.4;7.7
530;Gestandaardiseerd inkomen: 7e 10%-groep;2014;2.4;35.8;64.2;-5.5;0.8;4.3;10.8
531;Gestandaardiseerd inkomen: 7e 10%-groep;2015;1.9;37.6;62.4;-5.5;0.3;3.9;10.7
532;Gestandaardiseerd inkomen: 7e 10%-groep;2016;3.8;31.9;68.1;-3.7;1.6;6.0;13.4
533;Gestandaardiseerd inkomen: 7e 10%-groep;2017;0.7;45.6;54.4;-6.1;-0.8;2.8;10.4
534;Gestandaardiseerd inkomen: 7e 10%-groep;2018;1.0;44.3;55.7;-5.8;-0.6;3.1;10.7
535;Gestandaardiseerd inkomen: 7e 10%-groep;2019;2.2;35.6;64.4;-5.0;0.6;4.1;11.4
536;Gestandaardiseerd inkomen: 7e 10%-groep;2020;3.2;32.1;67.9;-4.8;1.2;5.4;12.9
537;Gestandaardiseerd inkomen: 7e 10%-groep;2021;2.0;39.4;60.6;-5.4;0.1;4.1;12.1
538;Gestandaardiseerd inkomen: 7e 10%-groep;2022;-1.5;56.9;43.1;-8.4;-3.3;0.7;8.4
539;Gestandaardiseerd inkomen: 7e 10%-groep;2023;0.1;49.5;50.5;-6.8;-1.5;1.9;8.5
540;Gestandaardiseerd inkomen: 8e 10%-groep;2012;-0.9;55.7;44.3;-8.8;-2.6;0.8;6.8
541;Gestandaardiseerd inkomen: 8e 10%-groep;2013;-0.4;52.2;47.8;-8.4;-2.4;1.6;7.9
542;Gestandaardiseerd inkomen: 8e 10%-groep;2014;2.2;37.1;62.9;-5.8;0.6;4.2;10.8
543;Gestandaardiseerd inkomen: 8e 10%-groep;2015;2.1;37.4;62.6;-5.7;0.4;4.1;11.0
544;Gestandaardiseerd inkomen: 8e 10%-groep;2016;3.8;32.5;67.5;-3.9;1.6;6.0;13.5
545;Gestandaardiseerd inkomen: 8e 10%-groep;2017;0.8;45.3;54.7;-6.4;-0.8;3.0;10.6
546;Gestandaardiseerd inkomen: 8e 10%-groep;2018;1.1;43.9;56.1;-6.2;-0.6;3.3;10.9
547;Gestandaardiseerd inkomen: 8e 10%-groep;2019;2.2;36.6;63.4;-5.3;0.5;4.2;11.7
548;Gestandaardiseerd inkomen: 8e 10%-groep;2020;3.4;32.6;67.4;-5.1;1.3;5.7;13.2
549;Gestandaardiseerd inkomen: 8e 10%-groep;2021;2.2;38.7;61.3;-5.6;0.2;4.5;12.6
550;Gestandaardiseerd inkomen: 8e 10%-groep;2022;-1.3;56.0;44.0;-8.9;-3.2;1.0;8.6
551;Gestandaardiseerd inkomen: 8e 10%-groep;2023;0.0;49.9;50.1;-7.4;-1.7;1.9;8.4
552;Gestandaardiseerd inkomen: 9e 10%-groep;2012;-1.1;56.0;44.0;-9.2;-2.8;0.8;7.4
553;Gestandaardiseerd inkomen: 9e 10%-groep;2013;-0.4;51.8;48.2;-8.9;-2.4;1.8;8.7
554;Gestandaardiseerd inkomen: 9e 10%-groep;2014;2.0;39.2;60.8;-6.6;0.2;4.1;11.4
555;Gestandaardiseerd inkomen: 9e 10%-groep;2015;2.2;37.8;62.2;-6.2;0.4;4.3;11.7
556;Gestandaardiseerd inkomen: 9e 10%-groep;2016;3.7;33.0;67.0;-4.4;1.6;6.0;14.0
557;Gestandaardiseerd inkomen: 9e 10%-groep;2017;0.9;45.4;54.6;-7.0;-0.9;3.1;11.2
558;Gestandaardiseerd inkomen: 9e 10%-groep;2018;1.3;43.5;56.5;-6.9;-0.6;3.5;11.5
559;Gestandaardiseerd inkomen: 9e 10%-groep;2019;2.1;37.9;62.1;-5.9;0.4;4.4;12.3
560;Gestandaardiseerd inkomen: 9e 10%-groep;2020;3.5;33.6;66.4;-5.7;1.4;5.9;13.8
561;Gestandaardiseerd inkomen: 9e 10%-groep;2021;2.4;38.5;61.5;-6.0;0.3;4.9;13.5
562;Gestandaardiseerd inkomen: 9e 10%-groep;2022;-1.3;55.7;44.3;-9.8;-3.3;1.1;9.0
563;Gestandaardiseerd inkomen: 9e 10%-groep;2023;-0.3;51.5;48.5;-8.2;-2.1;1.7;8.4
564;Gestandaardiseerd inkomen: 10e 10%-groep;2012;-1.1;54.6;45.4;-12.4;-3.4;1.5;11.5
565;Gestandaardiseerd inkomen: 10e 10%-groep;2013;-0.6;52.3;47.7;-12.4;-3.2;2.2;13.0
566;Gestandaardiseerd inkomen: 10e 10%-groep;2014;2.4;40.9;59.1;-9.3;-0.2;5.7;23.2
567;Gestandaardiseerd inkomen: 10e 10%-groep;2015;1.7;43.6;56.4;-15.5;-1.1;4.6;15.8
568;Gestandaardiseerd inkomen: 10e 10%-groep;2016;3.6;36.2;63.8;-7.7;1.0;6.6;19.2
569;Gestandaardiseerd inkomen: 10e 10%-groep;2017;1.4;44.6;55.4;-9.8;-1.1;4.8;19.6
570;Gestandaardiseerd inkomen: 10e 10%-groep;2018;1.4;44.8;55.2;-12.1;-1.2;4.5;16.9
571;Gestandaardiseerd inkomen: 10e 10%-groep;2019;2.7;39.4;60.6;-8.9;0.1;6.2;21.8
572;Gestandaardiseerd inkomen: 10e 10%-groep;2020;3.0;40.0;60.0;-13.4;0.0;6.2;18.2
573;Gestandaardiseerd inkomen: 10e 10%-groep;2021;2.9;40.2;59.8;-9.4;-0.1;6.5;21.2
574;Gestandaardiseerd inkomen: 10e 10%-groep;2022;-1.4;54.5;45.5;-14.8;-4.2;1.9;14.8
575;Gestandaardiseerd inkomen: 10e 10%-groep;2023;-1.5;56.3;43.7;-12.3;-4.1;1.0;9.7
