ID;Uitkeringen;Perioden;SocialeUitkeringen_1
1149;Wet Maatsch.Ondersteuning (Wmo);2010;2340
1150;Wet Maatsch.Ondersteuning (Wmo);2011;2291
1151;Wet Maatsch.Ondersteuning (Wmo);2012;2233
1152;Wet Maatsch.Ondersteuning (Wmo);2013;2027
1153;Wet Maatsch.Ondersteuning (Wmo);2014;1835
1154;Wet Maatsch.Ondersteuning (Wmo);2015;5265
1155;Wet Maatsch.Ondersteuning (Wmo);2016;5338
1156;Wet Maatsch.Ondersteuning (Wmo);2017;5481
1157;Wet Maatsch.Ondersteuning (Wmo);2018;5880
1158;Wet Maatsch.Ondersteuning (Wmo);2019;6341
1159;Wet Maatsch.Ondersteuning (Wmo);2020;6552
1160;Wet Maatsch.Ondersteuning (Wmo);2021;6515
1161;Wet op de bejaardenoorden;1995;1524
1162;Wet op de bejaardenoorden;1996;1500
1163;Wet op de bejaardenoorden;1997;0
1164;Wet op de bejaardenoorden;1998;0
1165;Wet op de bejaardenoorden;1999;0
1166;Wet op de bejaardenoorden;2000;0
1167;Wet op de bejaardenoorden;2001;0
1168;Wet op de bejaardenoorden;2002;0
1169;Wet op de bejaardenoorden;2003;0
1170;Wet op de bejaardenoorden;2004;0
1171;Wet op de bejaardenoorden;2005;0
1172;Wet op de bejaardenoorden;2006;0
1173;Wet op de bejaardenoorden;2007;0
1174;Wet op de bejaardenoorden;2008;0
1175;Wet op de bejaardenoorden;2009;0
1176;Wet op de bejaardenoorden;2010;0
1177;Wet op de bejaardenoorden;2011;0
1178;Wet op de bejaardenoorden;2012;0
1179;Wet op de bejaardenoorden;2013;0
1180;Wet op de bejaardenoorden;2014;0
1181;Wet op de bejaardenoorden;2015;0
1182;Wet op de bejaardenoorden;2016;0
1183;Wet op de bejaardenoorden;2017;0
1184;Wet op de bejaardenoorden;2018;0
1185;Wet op de bejaardenoorden;2019;0
1186;Wet op de bejaardenoorden;2020;0
1187;Wet op de bejaardenoorden;2021;0
1188;Wet Voorzieningen Gehandicapten (WVG);1995;454
1189;Wet Voorzieningen Gehandicapten (WVG);1996;499
1190;Wet Voorzieningen Gehandicapten (WVG);1997;598
1191;Wet Voorzieningen Gehandicapten (WVG);1998;606
1192;Wet Voorzieningen Gehandicapten (WVG);1999;628
1193;Wet Voorzieningen Gehandicapten (WVG);2000;652
1194;Wet Voorzieningen Gehandicapten (WVG);2001;657
1195;Wet Voorzieningen Gehandicapten (WVG);2002;680
1196;Wet Voorzieningen Gehandicapten (WVG);2003;687
1197;Wet Voorzieningen Gehandicapten (WVG);2004;714
1198;Wet Voorzieningen Gehandicapten (WVG);2005;640
1199;Wet Voorzieningen Gehandicapten (WVG);2006;664
1200;Wet Voorzieningen Gehandicapten (WVG);2007;0
1201;Wet Voorzieningen Gehandicapten (WVG);2008;0
1202;Wet Voorzieningen Gehandicapten (WVG);2009;0
1203;Wet Voorzieningen Gehandicapten (WVG);2010;0
1204;Wet Voorzieningen Gehandicapten (WVG);2011;0
1205;Wet Voorzieningen Gehandicapten (WVG);2012;0
1206;Wet Voorzieningen Gehandicapten (WVG);2013;0
1207;Wet Voorzieningen Gehandicapten (WVG);2014;0
1208;Wet Voorzieningen Gehandicapten (WVG);2015;0
1209;Wet Voorzieningen Gehandicapten (WVG);2016;0
1210;Wet Voorzieningen Gehandicapten (WVG);2017;0
1211;Wet Voorzieningen Gehandicapten (WVG);2018;0
1212;Wet Voorzieningen Gehandicapten (WVG);2019;0
1213;Wet Voorzieningen Gehandicapten (WVG);2020;0
1214;Wet Voorzieningen Gehandicapten (WVG);2021;0
1215;Zorgaanbieders;1995;48
1216;Zorgaanbieders;1996;49
1217;Zorgaanbieders;1997;53
1218;Zorgaanbieders;1998;60
1219;Zorgaanbieders;1999;66
1220;Zorgaanbieders;2000;72
1221;Zorgaanbieders;2001;109
1222;Zorgaanbieders;2002;150
1223;Zorgaanbieders;2003;153
1224;Zorgaanbieders;2004;153
1225;Zorgaanbieders;2005;139
1226;Zorgaanbieders;2006;139
1227;Zorgaanbieders;2007;144
1228;Zorgaanbieders;2008;164
1229;Zorgaanbieders;2009;153
1230;Zorgaanbieders;2010;156
1231;Zorgaanbieders;2011;161
1232;Zorgaanbieders;2012;172
1233;Zorgaanbieders;2013;182
1234;Zorgaanbieders;2014;175
1235;Zorgaanbieders;2015;174
1236;Zorgaanbieders;2016;177
1237;Zorgaanbieders;2017;208
1238;Zorgaanbieders;2018;217
1239;Zorgaanbieders;2019;225
1240;Zorgaanbieders;2020;238
1241;Zorgaanbieders;2021;245
1242;Zorgtoeslag;1995;0
1243;Zorgtoeslag;1996;0
1244;Zorgtoeslag;1997;0
1245;Zorgtoeslag;1998;0
1246;Zorgtoeslag;1999;0
1247;Zorgtoeslag;2000;0
1248;Zorgtoeslag;2001;0
1249;Zorgtoeslag;2002;0
1250;Zorgtoeslag;2003;0
1251;Zorgtoeslag;2004;0
1252;Zorgtoeslag;2005;0
1253;Zorgtoeslag;2006;2503
1254;Zorgtoeslag;2007;2706
1255;Zorgtoeslag;2008;3357
1256;Zorgtoeslag;2009;3570
1257;Zorgtoeslag;2010;3835
1258;Zorgtoeslag;2011;4714
1259;Zorgtoeslag;2012;4589
1260;Zorgtoeslag;2013;5137
1261;Zorgtoeslag;2014;4030
1262;Zorgtoeslag;2015;3899
1263;Zorgtoeslag;2016;4204
1264;Zorgtoeslag;2017;4240
1265;Zorgtoeslag;2018;4594
1266;Zorgtoeslag;2019;4909
1267;Zorgtoeslag;2020;5230
1268;Zorgtoeslag;2021;5473
1269;Overige sociale voorzieningen;1995;655
1270;Overige sociale voorzieningen;1996;631
1271;Overige sociale voorzieningen;1997;658
1272;Overige sociale voorzieningen;1998;810
1273;Overige sociale voorzieningen;1999;929
1274;Overige sociale voorzieningen;2000;1029
1275;Overige sociale voorzieningen;2001;1165
1276;Overige sociale voorzieningen;2002;1174
1277;Overige sociale voorzieningen;2003;1006
1278;Overige sociale voorzieningen;2004;934
1279;Overige sociale voorzieningen;2005;852
1280;Overige sociale voorzieningen;2006;751
1281;Overige sociale voorzieningen;2007;803
1282;Overige sociale voorzieningen;2008;1059
1283;Overige sociale voorzieningen;2009;789
1284;Overige sociale voorzieningen;2010;1257
1285;Overige sociale voorzieningen;2011;1251
1286;Overige sociale voorzieningen;2012;1244
1287;Overige sociale voorzieningen;2013;892
1288;Overige sociale voorzieningen;2014;837
1289;Overige sociale voorzieningen;2015;518
1290;Overige sociale voorzieningen;2016;423
1291;Overige sociale voorzieningen;2017;540
1292;Overige sociale voorzieningen;2018;561
1293;Overige sociale voorzieningen;2019;547
1294;Overige sociale voorzieningen;2020;629
1295;Overige sociale voorzieningen;2021;725
