ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
5991;Totaal alle jeugdzorg in natura;Wijk 01 Hijken;1e halfjaar 2021;15.0;;;;;;10.0;;15.0;;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173101  ;1.0
5992;Totaal alle jeugdzorg in natura;Wijk 01 Hijken;2e halfjaar 2021;10.0;;;;;;10.0;;15.0;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173101  ;1.0
5993;Totaal alle jeugdzorg in natura;Wijk 01 Hijken;2021;15.0;;;;;;10.0;;20.0;;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173101  ;1.0
5994;Totaal alle jeugdzorg in natura;Wijk 02 Hooghalen;1e halfjaar 2021;45.0;;10.0;30.0;;;20.0;20.0;75.0;10.0;25.0;;15.0;;;;;Midden-Drenthe                          ;Wijk     ;WK173102  ;1.0
5995;Totaal alle jeugdzorg in natura;Wijk 02 Hooghalen;2e halfjaar 2021;40.0;;10.0;30.0;;;20.0;15.0;75.0;15.0;20.0;;20.0;;;;;Midden-Drenthe                          ;Wijk     ;WK173102  ;1.0
5996;Totaal alle jeugdzorg in natura;Wijk 02 Hooghalen;2021;45.0;;10.0;35.0;;;25.0;20.0;95.0;15.0;30.0;;25.0;;;;;Midden-Drenthe                          ;Wijk     ;WK173102  ;1.0
5997;Totaal alle jeugdzorg in natura;Wijk 03 Wijster;1e halfjaar 2021;20.0;;;10.0;;;15.0;;25.0;;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173103  ;1.0
5998;Totaal alle jeugdzorg in natura;Wijk 03 Wijster;2e halfjaar 2021;20.0;;10.0;;;;15.0;;20.0;;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173103  ;1.0
5999;Totaal alle jeugdzorg in natura;Wijk 03 Wijster;2021;25.0;;10.0;10.0;;;15.0;;25.0;10.0;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173103  ;1.0
6000;Totaal alle jeugdzorg in natura;Wijk 04 Spier;1e halfjaar 2021;10.0;;;;;;;;10.0;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173104  ;1.0
6001;Totaal alle jeugdzorg in natura;Wijk 04 Spier;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173104  ;1.0
6002;Totaal alle jeugdzorg in natura;Wijk 04 Spier;2021;10.0;;;;;;;;10.0;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173104  ;1.0
6003;Totaal alle jeugdzorg in natura;Wijk 05 Drijber;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173105  ;1.0
6004;Totaal alle jeugdzorg in natura;Wijk 05 Drijber;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173105  ;1.0
6005;Totaal alle jeugdzorg in natura;Wijk 05 Drijber;2021;;;;;;;;;10.0;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173105  ;1.0
6006;Totaal alle jeugdzorg in natura;Wijk 06 Smilde;1e halfjaar 2021;95.0;10.0;35.0;40.0;10.0;30.0;60.0;;150.0;40.0;50.0;;10.0;15.0;;15.0;10.0;Midden-Drenthe                          ;Wijk     ;WK173106  ;1.0
6007;Totaal alle jeugdzorg in natura;Wijk 06 Smilde;2e halfjaar 2021;105.0;;45.0;45.0;10.0;30.0;70.0;;150.0;40.0;55.0;;;15.0;;15.0;10.0;Midden-Drenthe                          ;Wijk     ;WK173106  ;1.0
6008;Totaal alle jeugdzorg in natura;Wijk 06 Smilde;2021;110.0;10.0;45.0;50.0;10.0;30.0;75.0;;180.0;50.0;60.0;;10.0;20.0;;15.0;15.0;Midden-Drenthe                          ;Wijk     ;WK173106  ;1.0
6009;Totaal alle jeugdzorg in natura;Wijk 07 Bovensmilde;1e halfjaar 2021;70.0;;30.0;35.0;;20.0;45.0;;95.0;35.0;40.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173107  ;1.0
6010;Totaal alle jeugdzorg in natura;Wijk 07 Bovensmilde;2e halfjaar 2021;75.0;;35.0;35.0;;20.0;50.0;;105.0;45.0;40.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173107  ;1.0
6011;Totaal alle jeugdzorg in natura;Wijk 07 Bovensmilde;2021;85.0;;35.0;40.0;;25.0;55.0;;125.0;50.0;50.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173107  ;1.0
6012;Totaal alle jeugdzorg in natura;Wijk 08 Hoogersmilde;1e halfjaar 2021;30.0;;10.0;10.0;;;25.0;;45.0;15.0;20.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173108  ;1.0
6013;Totaal alle jeugdzorg in natura;Wijk 08 Hoogersmilde;2e halfjaar 2021;25.0;;10.0;10.0;;;20.0;;35.0;10.0;15.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173108  ;1.0
6014;Totaal alle jeugdzorg in natura;Wijk 08 Hoogersmilde;2021;30.0;;10.0;10.0;;;25.0;;50.0;20.0;20.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173108  ;1.0
6015;Totaal alle jeugdzorg in natura;Wijk 09 Westerbork;1e halfjaar 2021;40.0;;15.0;15.0;;10.0;25.0;;45.0;15.0;20.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173109  ;1.0
6016;Totaal alle jeugdzorg in natura;Wijk 09 Westerbork;2e halfjaar 2021;40.0;;15.0;15.0;;10.0;25.0;;50.0;15.0;20.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173109  ;1.0
6017;Totaal alle jeugdzorg in natura;Wijk 09 Westerbork;2021;50.0;;20.0;20.0;;15.0;35.0;;60.0;20.0;25.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173109  ;1.0
6018;Totaal alle jeugdzorg in natura;Wijk 10 Elp;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173110  ;1.0
6019;Totaal alle jeugdzorg in natura;Wijk 10 Elp;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173110  ;1.0
6020;Totaal alle jeugdzorg in natura;Wijk 10 Elp;2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173110  ;1.0
6021;Totaal alle jeugdzorg in natura;Wijk 11 Witteveen;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173111  ;1.0
6022;Totaal alle jeugdzorg in natura;Wijk 11 Witteveen;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173111  ;1.0
6023;Totaal alle jeugdzorg in natura;Wijk 11 Witteveen;2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173111  ;1.0
6024;Totaal alle jeugdzorg in natura;Wijk 12 Nieuw-Balinge;1e halfjaar 2021;15.0;;10.0;;;;;;25.0;10.0;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173112  ;1.0
6025;Totaal alle jeugdzorg in natura;Wijk 12 Nieuw-Balinge;2e halfjaar 2021;15.0;;10.0;;;;;;20.0;10.0;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173112  ;1.0
6026;Totaal alle jeugdzorg in natura;Wijk 12 Nieuw-Balinge;2021;15.0;;10.0;;;;10.0;;30.0;10.0;10.0;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173112  ;1.0
6027;Totaal alle jeugdzorg in natura;Wijk 13 Nieuweroord;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173113  ;1.0
6028;Totaal alle jeugdzorg in natura;Wijk 13 Nieuweroord;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173113  ;1.0
6029;Totaal alle jeugdzorg in natura;Wijk 13 Nieuweroord;2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173113  ;1.0
6030;Totaal alle jeugdzorg in natura;Wijk 14 Zwiggelte;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173114  ;1.0
6031;Totaal alle jeugdzorg in natura;Wijk 14 Zwiggelte;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173114  ;1.0
6032;Totaal alle jeugdzorg in natura;Wijk 14 Zwiggelte;2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173114  ;1.0
6033;Totaal alle jeugdzorg in natura;Wijk 15 Orvelte;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173115  ;1.0
6034;Totaal alle jeugdzorg in natura;Wijk 15 Orvelte;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173115  ;1.0
6035;Totaal alle jeugdzorg in natura;Wijk 15 Orvelte;2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173115  ;1.0
6036;Totaal alle jeugdzorg in natura;Wijk 16 De Broekstreek;1e halfjaar 2021;;;;;;;;;10.0;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173116  ;1.0
6037;Totaal alle jeugdzorg in natura;Wijk 16 De Broekstreek;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173116  ;1.0
6038;Totaal alle jeugdzorg in natura;Wijk 16 De Broekstreek;2021;;;;;;;;;10.0;;;;;;;;;Midden-Drenthe                          ;Wijk     ;WK173116  ;1.0
6039;Totaal alle jeugdzorg in natura;Midden-Groningen;1e halfjaar 2021;1605.0;75.0;775.0;700.0;55.0;505.0;960.0;145.0;2290.0;650.0;905.0;55.0;195.0;90.0;10.0;90.0;105.0;Midden-Groningen                        ;Gemeente ;GM1952    ;
6040;Totaal alle jeugdzorg in natura;Midden-Groningen;2e halfjaar 2021;1610.0;100.0;795.0;675.0;40.0;490.0;970.0;155.0;2280.0;645.0;900.0;70.0;210.0;90.0;10.0;100.0;70.0;Midden-Groningen                        ;Gemeente ;GM1952    ;
6041;Totaal alle jeugdzorg in natura;Midden-Groningen;2021;1855.0;100.0;910.0;785.0;55.0;560.0;1130.0;165.0;2835.0;810.0;1125.0;80.0;240.0;115.0;15.0;115.0;115.0;Midden-Groningen                        ;Gemeente ;GM1952    ;
6042;Totaal alle jeugdzorg in natura;Foxham en Hoogezand-Noord;1e halfjaar 2021;140.0;;70.0;65.0;;55.0;75.0;15.0;185.0;50.0;85.0;;15.0;10.0;;;;Midden-Groningen                        ;Wijk     ;WK195201  ;1.0
6043;Totaal alle jeugdzorg in natura;Foxham en Hoogezand-Noord;2e halfjaar 2021;140.0;15.0;70.0;55.0;;55.0;75.0;10.0;185.0;55.0;80.0;10.0;15.0;10.0;;;;Midden-Groningen                        ;Wijk     ;WK195201  ;1.0
6044;Totaal alle jeugdzorg in natura;Foxham en Hoogezand-Noord;2021;160.0;15.0;80.0;70.0;;65.0;85.0;10.0;225.0;60.0;100.0;10.0;15.0;15.0;;;;Midden-Groningen                        ;Wijk     ;WK195201  ;1.0
6045;Totaal alle jeugdzorg in natura;Hoogezand-Zuid;1e halfjaar 2021;345.0;15.0;175.0;140.0;10.0;150.0;175.0;20.0;490.0;160.0;200.0;15.0;35.0;20.0;;15.0;10.0;Midden-Groningen                        ;Wijk     ;WK195202  ;1.0
6046;Totaal alle jeugdzorg in natura;Hoogezand-Zuid;2e halfjaar 2021;350.0;20.0;190.0;135.0;10.0;145.0;180.0;25.0;520.0;170.0;185.0;20.0;40.0;20.0;;25.0;10.0;Midden-Groningen                        ;Wijk     ;WK195202  ;1.0
6047;Totaal alle jeugdzorg in natura;Hoogezand-Zuid;2021;395.0;25.0;205.0;160.0;10.0;165.0;205.0;25.0;625.0;210.0;235.0;20.0;50.0;25.0;;25.0;10.0;Midden-Groningen                        ;Wijk     ;WK195202  ;1.0
6048;Totaal alle jeugdzorg in natura;Kalkwijk;1e halfjaar 2021;65.0;;35.0;20.0;;15.0;50.0;;80.0;15.0;45.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195203  ;1.0
6049;Totaal alle jeugdzorg in natura;Kalkwijk;2e halfjaar 2021;70.0;;40.0;20.0;;20.0;50.0;;90.0;15.0;55.0;;;;;10.0;;Midden-Groningen                        ;Wijk     ;WK195203  ;1.0
6050;Totaal alle jeugdzorg in natura;Kalkwijk;2021;80.0;;45.0;25.0;;20.0;60.0;;105.0;20.0;60.0;;;;;10.0;;Midden-Groningen                        ;Wijk     ;WK195203  ;1.0
6051;Totaal alle jeugdzorg in natura;Sappemeer;1e halfjaar 2021;225.0;15.0;110.0;100.0;;55.0;150.0;20.0;315.0;80.0;130.0;10.0;25.0;10.0;;25.0;;Midden-Groningen                        ;Wijk     ;WK195204  ;1.0
6052;Totaal alle jeugdzorg in natura;Sappemeer;2e halfjaar 2021;235.0;15.0;110.0;105.0;;60.0;150.0;25.0;335.0;85.0;135.0;10.0;25.0;15.0;;25.0;;Midden-Groningen                        ;Wijk     ;WK195204  ;1.0
6053;Totaal alle jeugdzorg in natura;Sappemeer;2021;265.0;15.0;130.0;115.0;;65.0;165.0;30.0;395.0;105.0;165.0;10.0;30.0;15.0;;30.0;;Midden-Groningen                        ;Wijk     ;WK195204  ;1.0
6054;Totaal alle jeugdzorg in natura;Kiel-Windeweer;1e halfjaar 2021;20.0;;10.0;10.0;;;15.0;;25.0;;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195205  ;1.0
6055;Totaal alle jeugdzorg in natura;Kiel-Windeweer;2e halfjaar 2021;25.0;;10.0;10.0;;;20.0;;25.0;;15.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195205  ;1.0
6056;Totaal alle jeugdzorg in natura;Kiel-Windeweer;2021;30.0;;15.0;15.0;;;25.0;;30.0;;25.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195205  ;1.0
6057;Totaal alle jeugdzorg in natura;Kropswolde;1e halfjaar 2021;30.0;;15.0;15.0;;;25.0;;35.0;10.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195206  ;1.0
6058;Totaal alle jeugdzorg in natura;Kropswolde;2e halfjaar 2021;30.0;;15.0;15.0;;;25.0;;40.0;;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195206  ;1.0
6059;Totaal alle jeugdzorg in natura;Kropswolde;2021;35.0;;15.0;15.0;;;30.0;;45.0;10.0;25.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195206  ;1.0
6060;Totaal alle jeugdzorg in natura;Foxhol;1e halfjaar 2021;35.0;;20.0;10.0;;10.0;20.0;;55.0;20.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195207  ;1.0
6061;Totaal alle jeugdzorg in natura;Foxhol;2e halfjaar 2021;35.0;;25.0;10.0;;10.0;25.0;;45.0;15.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195207  ;1.0
6062;Totaal alle jeugdzorg in natura;Foxhol;2021;45.0;;25.0;15.0;;15.0;25.0;;65.0;20.0;30.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195207  ;1.0
6063;Totaal alle jeugdzorg in natura;Westerbroek en Waterhuizen;1e halfjaar 2021;20.0;;;15.0;;;20.0;;35.0;15.0;15.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195208  ;1.0
6064;Totaal alle jeugdzorg in natura;Westerbroek en Waterhuizen;2e halfjaar 2021;25.0;;10.0;15.0;;;25.0;;35.0;15.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195208  ;1.0
6065;Totaal alle jeugdzorg in natura;Westerbroek en Waterhuizen;2021;30.0;;10.0;15.0;;;25.0;;45.0;15.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195208  ;1.0
6066;Totaal alle jeugdzorg in natura;Harkstede, Scharmer en Woudbloem;1e halfjaar 2021;75.0;;30.0;40.0;;15.0;50.0;;95.0;25.0;50.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195209  ;1.0
6067;Totaal alle jeugdzorg in natura;Harkstede, Scharmer en Woudbloem;2e halfjaar 2021;85.0;;35.0;50.0;;25.0;55.0;;100.0;20.0;60.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195209  ;1.0
6068;Totaal alle jeugdzorg in natura;Harkstede, Scharmer en Woudbloem;2021;90.0;;40.0;50.0;;25.0;65.0;;120.0;30.0;65.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195209  ;1.0
6069;Totaal alle jeugdzorg in natura;Kolham;1e halfjaar 2021;40.0;;20.0;20.0;;20.0;20.0;;50.0;15.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195210  ;1.0
6070;Totaal alle jeugdzorg in natura;Kolham;2e halfjaar 2021;40.0;;25.0;15.0;;20.0;25.0;;55.0;15.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195210  ;1.0
6071;Totaal alle jeugdzorg in natura;Kolham;2021;50.0;;25.0;20.0;;20.0;25.0;;65.0;15.0;25.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195210  ;1.0
6072;Totaal alle jeugdzorg in natura;Froombosch;1e halfjaar 2021;20.0;;10.0;10.0;;;15.0;;25.0;;10.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195211  ;1.0
6073;Totaal alle jeugdzorg in natura;Froombosch;2e halfjaar 2021;20.0;;10.0;10.0;;;15.0;;30.0;;15.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195211  ;1.0
6074;Totaal alle jeugdzorg in natura;Froombosch;2021;25.0;;10.0;10.0;;;15.0;;35.0;;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195211  ;1.0
6075;Totaal alle jeugdzorg in natura;Slochteren;1e halfjaar 2021;45.0;;20.0;20.0;;;30.0;10.0;65.0;20.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195212  ;1.0
6076;Totaal alle jeugdzorg in natura;Slochteren;2e halfjaar 2021;45.0;;25.0;15.0;;;30.0;10.0;60.0;20.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195212  ;1.0
6077;Totaal alle jeugdzorg in natura;Slochteren;2021;50.0;;30.0;20.0;;10.0;35.0;10.0;75.0;25.0;25.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195212  ;1.0
6078;Totaal alle jeugdzorg in natura;Schildwolde;1e halfjaar 2021;35.0;;15.0;20.0;;;30.0;;45.0;15.0;20.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195213  ;1.0
6079;Totaal alle jeugdzorg in natura;Schildwolde;2e halfjaar 2021;35.0;;10.0;25.0;;;25.0;;40.0;15.0;25.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195213  ;1.0
6080;Totaal alle jeugdzorg in natura;Schildwolde;2021;40.0;;15.0;25.0;;;35.0;;50.0;15.0;25.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195213  ;1.0
6081;Totaal alle jeugdzorg in natura;Hellum;1e halfjaar 2021;;;;;;;;;10.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195214  ;1.0
6082;Totaal alle jeugdzorg in natura;Hellum;2e halfjaar 2021;10.0;;;;;;10.0;;10.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195214  ;1.0
6083;Totaal alle jeugdzorg in natura;Hellum;2021;15.0;;;;;;10.0;;15.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195214  ;1.0
6084;Totaal alle jeugdzorg in natura;Siddeburen;1e halfjaar 2021;60.0;;25.0;30.0;;10.0;45.0;;90.0;35.0;30.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195215  ;1.0
6085;Totaal alle jeugdzorg in natura;Siddeburen;2e halfjaar 2021;75.0;;35.0;35.0;;15.0;55.0;10.0;110.0;40.0;40.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195215  ;1.0
6086;Totaal alle jeugdzorg in natura;Siddeburen;2021;80.0;;40.0;35.0;;15.0;60.0;10.0;130.0;50.0;45.0;;;10.0;;;;Midden-Groningen                        ;Wijk     ;WK195215  ;1.0
6087;Totaal alle jeugdzorg in natura;Eemskanaal-Zuid;1e halfjaar 2021;10.0;;;;;;;;15.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195216  ;1.0
6088;Totaal alle jeugdzorg in natura;Eemskanaal-Zuid;2e halfjaar 2021;10.0;;;;;;;;15.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195216  ;1.0
6089;Totaal alle jeugdzorg in natura;Eemskanaal-Zuid;2021;10.0;;;;;;;;15.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195216  ;1.0
6090;Totaal alle jeugdzorg in natura;Tjuchem en Steendam;1e halfjaar 2021;;;;;;;;;10.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195217  ;1.0
6091;Totaal alle jeugdzorg in natura;Tjuchem en Steendam;2e halfjaar 2021;;;;;;;;;10.0;;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195217  ;1.0
6092;Totaal alle jeugdzorg in natura;Tjuchem en Steendam;2021;;;;;;;;;10.0;10.0;;;;;;;;Midden-Groningen                        ;Wijk     ;WK195217  ;1.0
6093;Totaal alle jeugdzorg in natura;Muntendam;1e halfjaar 2021;115.0;;55.0;50.0;;35.0;75.0;;160.0;50.0;85.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195218  ;1.0
6094;Totaal alle jeugdzorg in natura;Muntendam;2e halfjaar 2021;110.0;;60.0;40.0;;35.0;70.0;;145.0;45.0;75.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195218  ;1.0
6095;Totaal alle jeugdzorg in natura;Muntendam;2021;130.0;;70.0;55.0;;40.0;85.0;;195.0;65.0;95.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195218  ;1.0
6096;Totaal alle jeugdzorg in natura;Noordbroek;1e halfjaar 2021;50.0;;25.0;20.0;;15.0;35.0;;85.0;35.0;20.0;;10.0;;;;;Midden-Groningen                        ;Wijk     ;WK195219  ;1.0
6097;Totaal alle jeugdzorg in natura;Noordbroek;2e halfjaar 2021;50.0;;25.0;15.0;;15.0;30.0;;80.0;35.0;20.0;;10.0;;;;;Midden-Groningen                        ;Wijk     ;WK195219  ;1.0
6098;Totaal alle jeugdzorg in natura;Noordbroek;2021;55.0;;30.0;20.0;;15.0;35.0;;95.0;45.0;25.0;;10.0;;;;;Midden-Groningen                        ;Wijk     ;WK195219  ;1.0
6099;Totaal alle jeugdzorg in natura;Zuidbroek;1e halfjaar 2021;75.0;;35.0;35.0;;20.0;50.0;;105.0;25.0;50.0;;10.0;;;;;Midden-Groningen                        ;Wijk     ;WK195220  ;1.0
6100;Totaal alle jeugdzorg in natura;Zuidbroek;2e halfjaar 2021;75.0;;40.0;25.0;;20.0;45.0;10.0;100.0;25.0;40.0;;15.0;;;;;Midden-Groningen                        ;Wijk     ;WK195220  ;1.0
6101;Totaal alle jeugdzorg in natura;Zuidbroek;2021;90.0;;45.0;40.0;;25.0;60.0;;130.0;30.0;60.0;;15.0;;;;;Midden-Groningen                        ;Wijk     ;WK195220  ;1.0
6102;Totaal alle jeugdzorg in natura;Meeden;1e halfjaar 2021;40.0;;15.0;25.0;;10.0;25.0;;50.0;15.0;30.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195221  ;1.0
6103;Totaal alle jeugdzorg in natura;Meeden;2e halfjaar 2021;35.0;;15.0;20.0;;10.0;25.0;;45.0;15.0;30.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195221  ;1.0
6104;Totaal alle jeugdzorg in natura;Meeden;2021;40.0;;15.0;25.0;;15.0;25.0;;60.0;15.0;35.0;;;;;;;Midden-Groningen                        ;Wijk     ;WK195221  ;1.0
6105;Totaal alle jeugdzorg in natura;Mill en Sint Hubert;1e halfjaar 2021;190.0;10.0;100.0;80.0;;35.0;145.0;10.0;265.0;110.0;90.0;;30.0;10.0;;;;Mill en Sint Hubert                     ;Gemeente ;GM0815    ;
6106;Totaal alle jeugdzorg in natura;Mill en Sint Hubert;2e halfjaar 2021;175.0;;95.0;70.0;;30.0;130.0;10.0;250.0;110.0;80.0;;25.0;10.0;;;;Mill en Sint Hubert                     ;Gemeente ;GM0815    ;
6107;Totaal alle jeugdzorg in natura;Mill en Sint Hubert;2021;210.0;10.0;115.0;90.0;;40.0;160.0;15.0;315.0;135.0;105.0;;30.0;10.0;;;;Mill en Sint Hubert                     ;Gemeente ;GM0815    ;
6108;Totaal alle jeugdzorg in natura;Mill;1e halfjaar 2021;110.0;;65.0;40.0;;25.0;80.0;;150.0;60.0;45.0;;20.0;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081509  ;1.0
6109;Totaal alle jeugdzorg in natura;Mill;2e halfjaar 2021;100.0;;60.0;40.0;;20.0;70.0;10.0;140.0;55.0;45.0;;20.0;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081509  ;1.0
6110;Totaal alle jeugdzorg in natura;Mill;2021;125.0;;70.0;50.0;;30.0;85.0;10.0;180.0;75.0;55.0;;25.0;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081509  ;1.0
6111;Totaal alle jeugdzorg in natura;Sint Hubert;1e halfjaar 2021;25.0;;10.0;10.0;;;20.0;;40.0;15.0;15.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081510  ;1.0
6112;Totaal alle jeugdzorg in natura;Sint Hubert;2e halfjaar 2021;20.0;;10.0;10.0;;;20.0;;40.0;20.0;15.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081510  ;1.0
6113;Totaal alle jeugdzorg in natura;Sint Hubert;2021;25.0;;15.0;10.0;;;20.0;;45.0;25.0;20.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081510  ;1.0
6114;Totaal alle jeugdzorg in natura;Wilbertoord;1e halfjaar 2021;15.0;;;10.0;;;15.0;;25.0;10.0;10.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081512  ;1.0
6115;Totaal alle jeugdzorg in natura;Wilbertoord;2e halfjaar 2021;15.0;;;;;;10.0;;25.0;10.0;;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081512  ;1.0
6116;Totaal alle jeugdzorg in natura;Wilbertoord;2021;15.0;;;10.0;;;15.0;;30.0;15.0;10.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081512  ;1.0
6117;Totaal alle jeugdzorg in natura;Langenboom;1e halfjaar 2021;35.0;;15.0;20.0;;;30.0;;45.0;15.0;20.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081515  ;1.0
6118;Totaal alle jeugdzorg in natura;Langenboom;2e halfjaar 2021;35.0;;20.0;15.0;;;30.0;;40.0;20.0;15.0;;;;;;;Mill en Sint Hubert                     ;Wijk     ;WK081515  ;1.0
