ID;Beroep;Geslacht;Nationaliteit;Personen_1
5769;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Frankrijk;1
5770;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Italië;0
5771;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Zwitserland;1
5772;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Oostenrijk;1
5773;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Hongarije;0
5774;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Rusland;0
5775;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Polen;0
5776;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Tsjechoslowakije;0
5777;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Andere nationaliteit;0
5778;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Geen nationaliteit;1
5779;Leerlooierijen e.d. (Arbeider);Totaal mannen en vrouwen;Onbekende nationaliteit;0
5780;Leerlooierijen e.d. (Arbeider);Mannen;Totaal van alle nationaliteiten;2666
5781;Leerlooierijen e.d. (Arbeider);Mannen;Nederland;2635
5782;Leerlooierijen e.d. (Arbeider);Mannen;Totaal van alle vreemde nationaliteiten;31
5783;Leerlooierijen e.d. (Arbeider);Mannen;Duitschland;5
5784;Leerlooierijen e.d. (Arbeider);Mannen;België;23
5785;Leerlooierijen e.d. (Arbeider);Mannen;Groot Britannië en Noord Ierland;0
5786;Leerlooierijen e.d. (Arbeider);Mannen;Frankrijk;1
5787;Leerlooierijen e.d. (Arbeider);Mannen;Italië;0
5788;Leerlooierijen e.d. (Arbeider);Mannen;Zwitserland;0
5789;Leerlooierijen e.d. (Arbeider);Mannen;Oostenrijk;1
5790;Leerlooierijen e.d. (Arbeider);Mannen;Hongarije;0
5791;Leerlooierijen e.d. (Arbeider);Mannen;Rusland;0
5792;Leerlooierijen e.d. (Arbeider);Mannen;Polen;0
5793;Leerlooierijen e.d. (Arbeider);Mannen;Tsjechoslowakije;0
5794;Leerlooierijen e.d. (Arbeider);Mannen;Andere nationaliteit;0
5795;Leerlooierijen e.d. (Arbeider);Mannen;Geen nationaliteit;1
5796;Leerlooierijen e.d. (Arbeider);Mannen;Onbekende nationaliteit;0
5797;Leerlooierijen e.d. (Arbeider);Vrouwen;Totaal van alle nationaliteiten;32
5798;Leerlooierijen e.d. (Arbeider);Vrouwen;Nederland;29
5799;Leerlooierijen e.d. (Arbeider);Vrouwen;Totaal van alle vreemde nationaliteiten;3
5800;Leerlooierijen e.d. (Arbeider);Vrouwen;Duitschland;2
5801;Leerlooierijen e.d. (Arbeider);Vrouwen;België;0
5802;Leerlooierijen e.d. (Arbeider);Vrouwen;Groot Britannië en Noord Ierland;0
5803;Leerlooierijen e.d. (Arbeider);Vrouwen;Frankrijk;0
5804;Leerlooierijen e.d. (Arbeider);Vrouwen;Italië;0
5805;Leerlooierijen e.d. (Arbeider);Vrouwen;Zwitserland;1
5806;Leerlooierijen e.d. (Arbeider);Vrouwen;Oostenrijk;0
5807;Leerlooierijen e.d. (Arbeider);Vrouwen;Hongarije;0
5808;Leerlooierijen e.d. (Arbeider);Vrouwen;Rusland;0
5809;Leerlooierijen e.d. (Arbeider);Vrouwen;Polen;0
5810;Leerlooierijen e.d. (Arbeider);Vrouwen;Tsjechoslowakije;0
5811;Leerlooierijen e.d. (Arbeider);Vrouwen;Andere nationaliteit;0
5812;Leerlooierijen e.d. (Arbeider);Vrouwen;Geen nationaliteit;0
5813;Leerlooierijen e.d. (Arbeider);Vrouwen;Onbekende nationaliteit;0
5814;Lithograaf;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;393
5815;Lithograaf;Totaal mannen en vrouwen;Nederland;373
5816;Lithograaf;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;20
5817;Lithograaf;Totaal mannen en vrouwen;Duitschland;13
5818;Lithograaf;Totaal mannen en vrouwen;België;0
5819;Lithograaf;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
5820;Lithograaf;Totaal mannen en vrouwen;Frankrijk;0
5821;Lithograaf;Totaal mannen en vrouwen;Italië;0
5822;Lithograaf;Totaal mannen en vrouwen;Zwitserland;0
5823;Lithograaf;Totaal mannen en vrouwen;Oostenrijk;2
5824;Lithograaf;Totaal mannen en vrouwen;Hongarije;3
5825;Lithograaf;Totaal mannen en vrouwen;Rusland;0
5826;Lithograaf;Totaal mannen en vrouwen;Polen;0
5827;Lithograaf;Totaal mannen en vrouwen;Tsjechoslowakije;2
5828;Lithograaf;Totaal mannen en vrouwen;Andere nationaliteit;0
5829;Lithograaf;Totaal mannen en vrouwen;Geen nationaliteit;0
5830;Lithograaf;Totaal mannen en vrouwen;Onbekende nationaliteit;0
5831;Lithograaf;Mannen;Totaal van alle nationaliteiten;393
5832;Lithograaf;Mannen;Nederland;373
5833;Lithograaf;Mannen;Totaal van alle vreemde nationaliteiten;20
5834;Lithograaf;Mannen;Duitschland;13
5835;Lithograaf;Mannen;België;0
5836;Lithograaf;Mannen;Groot Britannië en Noord Ierland;0
5837;Lithograaf;Mannen;Frankrijk;0
5838;Lithograaf;Mannen;Italië;0
5839;Lithograaf;Mannen;Zwitserland;0
5840;Lithograaf;Mannen;Oostenrijk;2
5841;Lithograaf;Mannen;Hongarije;3
5842;Lithograaf;Mannen;Rusland;0
5843;Lithograaf;Mannen;Polen;0
5844;Lithograaf;Mannen;Tsjechoslowakije;2
5845;Lithograaf;Mannen;Andere nationaliteit;0
5846;Lithograaf;Mannen;Geen nationaliteit;0
5847;Lithograaf;Mannen;Onbekende nationaliteit;0
5848;Lithograaf;Vrouwen;Totaal van alle nationaliteiten;0
5849;Lithograaf;Vrouwen;Nederland;0
5850;Lithograaf;Vrouwen;Totaal van alle vreemde nationaliteiten;0
5851;Lithograaf;Vrouwen;Duitschland;0
5852;Lithograaf;Vrouwen;België;0
5853;Lithograaf;Vrouwen;Groot Britannië en Noord Ierland;0
5854;Lithograaf;Vrouwen;Frankrijk;0
5855;Lithograaf;Vrouwen;Italië;0
5856;Lithograaf;Vrouwen;Zwitserland;0
5857;Lithograaf;Vrouwen;Oostenrijk;0
5858;Lithograaf;Vrouwen;Hongarije;0
5859;Lithograaf;Vrouwen;Rusland;0
5860;Lithograaf;Vrouwen;Polen;0
5861;Lithograaf;Vrouwen;Tsjechoslowakije;0
5862;Lithograaf;Vrouwen;Andere nationaliteit;0
5863;Lithograaf;Vrouwen;Geen nationaliteit;0
5864;Lithograaf;Vrouwen;Onbekende nationaliteit;0
5865;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Totaal van alle nationaliteiten;476
5866;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Nederland;376
5867;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;100
5868;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Duitschland;72
5869;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;België;1
5870;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
5871;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Frankrijk;2
5872;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Italië;0
5873;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Zwitserland;0
5874;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Oostenrijk;5
5875;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Hongarije;3
5876;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Rusland;0
5877;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Polen;4
5878;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Tsjechoslowakije;2
5879;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Andere nationaliteit;4
5880;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Geen nationaliteit;7
5881;Locomotiefmachinist (ondergrondsch);Totaal mannen en vrouwen;Onbekende nationaliteit;0
5882;Locomotiefmachinist (ondergrondsch);Mannen;Totaal van alle nationaliteiten;476
5883;Locomotiefmachinist (ondergrondsch);Mannen;Nederland;376
5884;Locomotiefmachinist (ondergrondsch);Mannen;Totaal van alle vreemde nationaliteiten;100
5885;Locomotiefmachinist (ondergrondsch);Mannen;Duitschland;72
5886;Locomotiefmachinist (ondergrondsch);Mannen;België;1
5887;Locomotiefmachinist (ondergrondsch);Mannen;Groot Britannië en Noord Ierland;0
5888;Locomotiefmachinist (ondergrondsch);Mannen;Frankrijk;2
5889;Locomotiefmachinist (ondergrondsch);Mannen;Italië;0
5890;Locomotiefmachinist (ondergrondsch);Mannen;Zwitserland;0
5891;Locomotiefmachinist (ondergrondsch);Mannen;Oostenrijk;5
5892;Locomotiefmachinist (ondergrondsch);Mannen;Hongarije;3
5893;Locomotiefmachinist (ondergrondsch);Mannen;Rusland;0
5894;Locomotiefmachinist (ondergrondsch);Mannen;Polen;4
5895;Locomotiefmachinist (ondergrondsch);Mannen;Tsjechoslowakije;2
5896;Locomotiefmachinist (ondergrondsch);Mannen;Andere nationaliteit;4
5897;Locomotiefmachinist (ondergrondsch);Mannen;Geen nationaliteit;7
5898;Locomotiefmachinist (ondergrondsch);Mannen;Onbekende nationaliteit;0
5899;Locomotiefmachinist (ondergrondsch);Vrouwen;Totaal van alle nationaliteiten;0
5900;Locomotiefmachinist (ondergrondsch);Vrouwen;Nederland;0
5901;Locomotiefmachinist (ondergrondsch);Vrouwen;Totaal van alle vreemde nationaliteiten;0
5902;Locomotiefmachinist (ondergrondsch);Vrouwen;Duitschland;0
5903;Locomotiefmachinist (ondergrondsch);Vrouwen;België;0
5904;Locomotiefmachinist (ondergrondsch);Vrouwen;Groot Britannië en Noord Ierland;0
5905;Locomotiefmachinist (ondergrondsch);Vrouwen;Frankrijk;0
5906;Locomotiefmachinist (ondergrondsch);Vrouwen;Italië;0
5907;Locomotiefmachinist (ondergrondsch);Vrouwen;Zwitserland;0
5908;Locomotiefmachinist (ondergrondsch);Vrouwen;Oostenrijk;0
5909;Locomotiefmachinist (ondergrondsch);Vrouwen;Hongarije;0
5910;Locomotiefmachinist (ondergrondsch);Vrouwen;Rusland;0
5911;Locomotiefmachinist (ondergrondsch);Vrouwen;Polen;0
5912;Locomotiefmachinist (ondergrondsch);Vrouwen;Tsjechoslowakije;0
5913;Locomotiefmachinist (ondergrondsch);Vrouwen;Andere nationaliteit;0
5914;Locomotiefmachinist (ondergrondsch);Vrouwen;Geen nationaliteit;0
5915;Locomotiefmachinist (ondergrondsch);Vrouwen;Onbekende nationaliteit;0
5916;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Totaal van alle nationaliteiten;5755
5917;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Nederland;5731
5918;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;24
5919;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Duitschland;16
5920;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;België;6
5921;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
5922;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Frankrijk;0
5923;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Italië;0
5924;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Zwitserland;0
5925;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Oostenrijk;0
5926;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Hongarije;0
5927;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Rusland;0
5928;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Polen;0
5929;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Tsjechoslowakije;0
5930;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Andere nationaliteit;0
5931;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Geen nationaliteit;2
5932;Locomotiefmachinist (spoor- en tramw.);Totaal mannen en vrouwen;Onbekende nationaliteit;0
5933;Locomotiefmachinist (spoor- en tramw.);Mannen;Totaal van alle nationaliteiten;5755
5934;Locomotiefmachinist (spoor- en tramw.);Mannen;Nederland;5731
5935;Locomotiefmachinist (spoor- en tramw.);Mannen;Totaal van alle vreemde nationaliteiten;24
5936;Locomotiefmachinist (spoor- en tramw.);Mannen;Duitschland;16
5937;Locomotiefmachinist (spoor- en tramw.);Mannen;België;6
5938;Locomotiefmachinist (spoor- en tramw.);Mannen;Groot Britannië en Noord Ierland;0
5939;Locomotiefmachinist (spoor- en tramw.);Mannen;Frankrijk;0
5940;Locomotiefmachinist (spoor- en tramw.);Mannen;Italië;0
5941;Locomotiefmachinist (spoor- en tramw.);Mannen;Zwitserland;0
5942;Locomotiefmachinist (spoor- en tramw.);Mannen;Oostenrijk;0
5943;Locomotiefmachinist (spoor- en tramw.);Mannen;Hongarije;0
5944;Locomotiefmachinist (spoor- en tramw.);Mannen;Rusland;0
5945;Locomotiefmachinist (spoor- en tramw.);Mannen;Polen;0
5946;Locomotiefmachinist (spoor- en tramw.);Mannen;Tsjechoslowakije;0
5947;Locomotiefmachinist (spoor- en tramw.);Mannen;Andere nationaliteit;0
5948;Locomotiefmachinist (spoor- en tramw.);Mannen;Geen nationaliteit;2
5949;Locomotiefmachinist (spoor- en tramw.);Mannen;Onbekende nationaliteit;0
5950;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Totaal van alle nationaliteiten;0
5951;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Nederland;0
5952;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Totaal van alle vreemde nationaliteiten;0
5953;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Duitschland;0
5954;Locomotiefmachinist (spoor- en tramw.);Vrouwen;België;0
5955;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Groot Britannië en Noord Ierland;0
5956;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Frankrijk;0
5957;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Italië;0
5958;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Zwitserland;0
5959;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Oostenrijk;0
5960;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Hongarije;0
5961;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Rusland;0
5962;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Polen;0
5963;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Tsjechoslowakije;0
5964;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Andere nationaliteit;0
5965;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Geen nationaliteit;0
5966;Locomotiefmachinist (spoor- en tramw.);Vrouwen;Onbekende nationaliteit;0
5967;Loods- en seinpersoneel;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;775
5968;Loods- en seinpersoneel;Totaal mannen en vrouwen;Nederland;737
5969;Loods- en seinpersoneel;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;38
5970;Loods- en seinpersoneel;Totaal mannen en vrouwen;Duitschland;0
5971;Loods- en seinpersoneel;Totaal mannen en vrouwen;België;38
5972;Loods- en seinpersoneel;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
5973;Loods- en seinpersoneel;Totaal mannen en vrouwen;Frankrijk;0
5974;Loods- en seinpersoneel;Totaal mannen en vrouwen;Italië;0
5975;Loods- en seinpersoneel;Totaal mannen en vrouwen;Zwitserland;0
5976;Loods- en seinpersoneel;Totaal mannen en vrouwen;Oostenrijk;0
5977;Loods- en seinpersoneel;Totaal mannen en vrouwen;Hongarije;0
5978;Loods- en seinpersoneel;Totaal mannen en vrouwen;Rusland;0
5979;Loods- en seinpersoneel;Totaal mannen en vrouwen;Polen;0
5980;Loods- en seinpersoneel;Totaal mannen en vrouwen;Tsjechoslowakije;0
5981;Loods- en seinpersoneel;Totaal mannen en vrouwen;Andere nationaliteit;0
5982;Loods- en seinpersoneel;Totaal mannen en vrouwen;Geen nationaliteit;0
5983;Loods- en seinpersoneel;Totaal mannen en vrouwen;Onbekende nationaliteit;0
5984;Loods- en seinpersoneel;Mannen;Totaal van alle nationaliteiten;775
5985;Loods- en seinpersoneel;Mannen;Nederland;737
5986;Loods- en seinpersoneel;Mannen;Totaal van alle vreemde nationaliteiten;38
5987;Loods- en seinpersoneel;Mannen;Duitschland;0
5988;Loods- en seinpersoneel;Mannen;België;38
5989;Loods- en seinpersoneel;Mannen;Groot Britannië en Noord Ierland;0
5990;Loods- en seinpersoneel;Mannen;Frankrijk;0
5991;Loods- en seinpersoneel;Mannen;Italië;0
5992;Loods- en seinpersoneel;Mannen;Zwitserland;0
5993;Loods- en seinpersoneel;Mannen;Oostenrijk;0
5994;Loods- en seinpersoneel;Mannen;Hongarije;0
5995;Loods- en seinpersoneel;Mannen;Rusland;0
5996;Loods- en seinpersoneel;Mannen;Polen;0
5997;Loods- en seinpersoneel;Mannen;Tsjechoslowakije;0
5998;Loods- en seinpersoneel;Mannen;Andere nationaliteit;0
5999;Loods- en seinpersoneel;Mannen;Geen nationaliteit;0
6000;Loods- en seinpersoneel;Mannen;Onbekende nationaliteit;0
6001;Loods- en seinpersoneel;Vrouwen;Totaal van alle nationaliteiten;0
6002;Loods- en seinpersoneel;Vrouwen;Nederland;0
6003;Loods- en seinpersoneel;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6004;Loods- en seinpersoneel;Vrouwen;Duitschland;0
6005;Loods- en seinpersoneel;Vrouwen;België;0
6006;Loods- en seinpersoneel;Vrouwen;Groot Britannië en Noord Ierland;0
6007;Loods- en seinpersoneel;Vrouwen;Frankrijk;0
6008;Loods- en seinpersoneel;Vrouwen;Italië;0
6009;Loods- en seinpersoneel;Vrouwen;Zwitserland;0
6010;Loods- en seinpersoneel;Vrouwen;Oostenrijk;0
6011;Loods- en seinpersoneel;Vrouwen;Hongarije;0
6012;Loods- en seinpersoneel;Vrouwen;Rusland;0
6013;Loods- en seinpersoneel;Vrouwen;Polen;0
6014;Loods- en seinpersoneel;Vrouwen;Tsjechoslowakije;0
6015;Loods- en seinpersoneel;Vrouwen;Andere nationaliteit;0
6016;Loods- en seinpersoneel;Vrouwen;Geen nationaliteit;0
6017;Loods- en seinpersoneel;Vrouwen;Onbekende nationaliteit;0
6018;Loopknecht en besteller;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;51607
6019;Loopknecht en besteller;Totaal mannen en vrouwen;Nederland;51217
6020;Loopknecht en besteller;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;390
6021;Loopknecht en besteller;Totaal mannen en vrouwen;Duitschland;199
6022;Loopknecht en besteller;Totaal mannen en vrouwen;België;80
6023;Loopknecht en besteller;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;4
6024;Loopknecht en besteller;Totaal mannen en vrouwen;Frankrijk;3
6025;Loopknecht en besteller;Totaal mannen en vrouwen;Italië;7
6026;Loopknecht en besteller;Totaal mannen en vrouwen;Zwitserland;1
6027;Loopknecht en besteller;Totaal mannen en vrouwen;Oostenrijk;18
6028;Loopknecht en besteller;Totaal mannen en vrouwen;Hongarije;2
6029;Loopknecht en besteller;Totaal mannen en vrouwen;Rusland;3
6030;Loopknecht en besteller;Totaal mannen en vrouwen;Polen;7
6031;Loopknecht en besteller;Totaal mannen en vrouwen;Tsjechoslowakije;4
6032;Loopknecht en besteller;Totaal mannen en vrouwen;Andere nationaliteit;7
6033;Loopknecht en besteller;Totaal mannen en vrouwen;Geen nationaliteit;50
6034;Loopknecht en besteller;Totaal mannen en vrouwen;Onbekende nationaliteit;5
6035;Loopknecht en besteller;Mannen;Totaal van alle nationaliteiten;49691
6036;Loopknecht en besteller;Mannen;Nederland;49325
6037;Loopknecht en besteller;Mannen;Totaal van alle vreemde nationaliteiten;366
6038;Loopknecht en besteller;Mannen;Duitschland;188
6039;Loopknecht en besteller;Mannen;België;77
6040;Loopknecht en besteller;Mannen;Groot Britannië en Noord Ierland;4
6041;Loopknecht en besteller;Mannen;Frankrijk;2
6042;Loopknecht en besteller;Mannen;Italië;7
6043;Loopknecht en besteller;Mannen;Zwitserland;1
6044;Loopknecht en besteller;Mannen;Oostenrijk;14
6045;Loopknecht en besteller;Mannen;Hongarije;2
6046;Loopknecht en besteller;Mannen;Rusland;3
6047;Loopknecht en besteller;Mannen;Polen;6
6048;Loopknecht en besteller;Mannen;Tsjechoslowakije;3
6049;Loopknecht en besteller;Mannen;Andere nationaliteit;7
6050;Loopknecht en besteller;Mannen;Geen nationaliteit;48
6051;Loopknecht en besteller;Mannen;Onbekende nationaliteit;4
6052;Loopknecht en besteller;Vrouwen;Totaal van alle nationaliteiten;1916
6053;Loopknecht en besteller;Vrouwen;Nederland;1892
6054;Loopknecht en besteller;Vrouwen;Totaal van alle vreemde nationaliteiten;24
6055;Loopknecht en besteller;Vrouwen;Duitschland;11
6056;Loopknecht en besteller;Vrouwen;België;3
6057;Loopknecht en besteller;Vrouwen;Groot Britannië en Noord Ierland;0
6058;Loopknecht en besteller;Vrouwen;Frankrijk;1
6059;Loopknecht en besteller;Vrouwen;Italië;0
6060;Loopknecht en besteller;Vrouwen;Zwitserland;0
6061;Loopknecht en besteller;Vrouwen;Oostenrijk;4
6062;Loopknecht en besteller;Vrouwen;Hongarije;0
6063;Loopknecht en besteller;Vrouwen;Rusland;0
6064;Loopknecht en besteller;Vrouwen;Polen;1
6065;Loopknecht en besteller;Vrouwen;Tsjechoslowakije;1
6066;Loopknecht en besteller;Vrouwen;Andere nationaliteit;0
6067;Loopknecht en besteller;Vrouwen;Geen nationaliteit;2
6068;Loopknecht en besteller;Vrouwen;Onbekende nationaliteit;1
6069;Los arbeider;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;32845
6070;Los arbeider;Totaal mannen en vrouwen;Nederland;32633
6071;Los arbeider;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;212
6072;Los arbeider;Totaal mannen en vrouwen;Duitschland;94
6073;Los arbeider;Totaal mannen en vrouwen;België;47
6074;Los arbeider;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;3
6075;Los arbeider;Totaal mannen en vrouwen;Frankrijk;0
6076;Los arbeider;Totaal mannen en vrouwen;Italië;1
6077;Los arbeider;Totaal mannen en vrouwen;Zwitserland;0
6078;Los arbeider;Totaal mannen en vrouwen;Oostenrijk;5
6079;Los arbeider;Totaal mannen en vrouwen;Hongarije;4
6080;Los arbeider;Totaal mannen en vrouwen;Rusland;3
6081;Los arbeider;Totaal mannen en vrouwen;Polen;2
6082;Los arbeider;Totaal mannen en vrouwen;Tsjechoslowakije;0
6083;Los arbeider;Totaal mannen en vrouwen;Andere nationaliteit;6
6084;Los arbeider;Totaal mannen en vrouwen;Geen nationaliteit;43
6085;Los arbeider;Totaal mannen en vrouwen;Onbekende nationaliteit;4
6086;Los arbeider;Mannen;Totaal van alle nationaliteiten;32707
6087;Los arbeider;Mannen;Nederland;32501
6088;Los arbeider;Mannen;Totaal van alle vreemde nationaliteiten;206
6089;Los arbeider;Mannen;Duitschland;90
6090;Los arbeider;Mannen;België;46
6091;Los arbeider;Mannen;Groot Britannië en Noord Ierland;3
6092;Los arbeider;Mannen;Frankrijk;0
6093;Los arbeider;Mannen;Italië;1
6094;Los arbeider;Mannen;Zwitserland;0
6095;Los arbeider;Mannen;Oostenrijk;4
6096;Los arbeider;Mannen;Hongarije;4
6097;Los arbeider;Mannen;Rusland;3
6098;Los arbeider;Mannen;Polen;2
6099;Los arbeider;Mannen;Tsjechoslowakije;0
6100;Los arbeider;Mannen;Andere nationaliteit;6
6101;Los arbeider;Mannen;Geen nationaliteit;43
6102;Los arbeider;Mannen;Onbekende nationaliteit;4
6103;Los arbeider;Vrouwen;Totaal van alle nationaliteiten;138
6104;Los arbeider;Vrouwen;Nederland;132
6105;Los arbeider;Vrouwen;Totaal van alle vreemde nationaliteiten;6
6106;Los arbeider;Vrouwen;Duitschland;4
6107;Los arbeider;Vrouwen;België;1
6108;Los arbeider;Vrouwen;Groot Britannië en Noord Ierland;0
6109;Los arbeider;Vrouwen;Frankrijk;0
6110;Los arbeider;Vrouwen;Italië;0
6111;Los arbeider;Vrouwen;Zwitserland;0
6112;Los arbeider;Vrouwen;Oostenrijk;1
6113;Los arbeider;Vrouwen;Hongarije;0
6114;Los arbeider;Vrouwen;Rusland;0
6115;Los arbeider;Vrouwen;Polen;0
6116;Los arbeider;Vrouwen;Tsjechoslowakije;0
6117;Los arbeider;Vrouwen;Andere nationaliteit;0
6118;Los arbeider;Vrouwen;Geen nationaliteit;0
6119;Los arbeider;Vrouwen;Onbekende nationaliteit;0
6120;Machinist en motordrijver;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;13342
6121;Machinist en motordrijver;Totaal mannen en vrouwen;Nederland;13083
6122;Machinist en motordrijver;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;259
6123;Machinist en motordrijver;Totaal mannen en vrouwen;Duitschland;158
6124;Machinist en motordrijver;Totaal mannen en vrouwen;België;40
6125;Machinist en motordrijver;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;6
6126;Machinist en motordrijver;Totaal mannen en vrouwen;Frankrijk;0
6127;Machinist en motordrijver;Totaal mannen en vrouwen;Italië;1
6128;Machinist en motordrijver;Totaal mannen en vrouwen;Zwitserland;3
6129;Machinist en motordrijver;Totaal mannen en vrouwen;Oostenrijk;8
6130;Machinist en motordrijver;Totaal mannen en vrouwen;Hongarije;1
6131;Machinist en motordrijver;Totaal mannen en vrouwen;Rusland;0
6132;Machinist en motordrijver;Totaal mannen en vrouwen;Polen;3
6133;Machinist en motordrijver;Totaal mannen en vrouwen;Tsjechoslowakije;2
6134;Machinist en motordrijver;Totaal mannen en vrouwen;Andere nationaliteit;12
6135;Machinist en motordrijver;Totaal mannen en vrouwen;Geen nationaliteit;22
6136;Machinist en motordrijver;Totaal mannen en vrouwen;Onbekende nationaliteit;3
6137;Machinist en motordrijver;Mannen;Totaal van alle nationaliteiten;13342
6138;Machinist en motordrijver;Mannen;Nederland;13083
6139;Machinist en motordrijver;Mannen;Totaal van alle vreemde nationaliteiten;259
6140;Machinist en motordrijver;Mannen;Duitschland;158
6141;Machinist en motordrijver;Mannen;België;40
6142;Machinist en motordrijver;Mannen;Groot Britannië en Noord Ierland;6
6143;Machinist en motordrijver;Mannen;Frankrijk;0
6144;Machinist en motordrijver;Mannen;Italië;1
6145;Machinist en motordrijver;Mannen;Zwitserland;3
6146;Machinist en motordrijver;Mannen;Oostenrijk;8
6147;Machinist en motordrijver;Mannen;Hongarije;1
6148;Machinist en motordrijver;Mannen;Rusland;0
6149;Machinist en motordrijver;Mannen;Polen;3
6150;Machinist en motordrijver;Mannen;Tsjechoslowakije;2
6151;Machinist en motordrijver;Mannen;Andere nationaliteit;12
6152;Machinist en motordrijver;Mannen;Geen nationaliteit;22
6153;Machinist en motordrijver;Mannen;Onbekende nationaliteit;3
6154;Machinist en motordrijver;Vrouwen;Totaal van alle nationaliteiten;0
6155;Machinist en motordrijver;Vrouwen;Nederland;0
6156;Machinist en motordrijver;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6157;Machinist en motordrijver;Vrouwen;Duitschland;0
6158;Machinist en motordrijver;Vrouwen;België;0
