ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstrOfNaUitstr;Perioden;AOUitkering_1;WWUitkering_2;Bijstandsuitkering_3;AOUitkering_4;WWUitkering_5;Bijstandsuitkering_6
5742;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5743;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5744;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5745;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5746;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5747;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5748;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5749;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5750;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5751;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5752;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5753;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5754;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5755;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5756;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5757;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5758;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5759;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5760;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5761;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5762;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5763;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5764;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5765;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5766;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5767;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5768;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5769;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5770;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5771;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5772;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5773;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5774;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5775;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5776;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5777;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5778;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5779;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5780;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5781;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5782;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5783;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5784;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5785;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5786;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5787;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5788;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5789;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5790;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5791;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5792;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5793;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5794;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5795;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5796;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5797;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5798;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5799;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5800;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5801;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5802;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5803;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5804;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5805;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5806;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5807;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5808;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5809;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5810;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;0.1;0.0;0.1;0.0;0.0;0.0
5811;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;0.1;0.0;0.2;0.0;0.0;0.0
5812;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;0.1;0.0;0.1;0.0;0.0;0.0
5813;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;0.1;0.0;0.1;0.0;0.0;0.0
5814;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;0.1;0.0;0.1;0.0;0.0;0.0
5815;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;0.2;0.0;0.1;0.0;0.0;0.0
5816;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;0.2;0.0;0.0;0.0;0.0;0.0
5817;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;0.2;0.0;0.1;0.0;0.0;0.0
5818;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;0.2;0.0;0.1;0.0;0.0;0.0
5819;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;0.3;0.0;0.1;0.0;0.0;0.0
5820;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;0.3;0.0;0.1;0.0;0.0;0.0
5821;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;0.3;0.0;0.1;0.0;0.0;0.0
5822;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;0.3;0.0;0.1;0.0;0.0;0.0
5823;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;0.1;0.0;0.1;0.0;0.0;0.0
5824;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;0.1;0.0;0.1;0.0;0.0;0.0
5825;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;0.1;0.0;0.1;0.0;0.0;0.0
5826;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;0.1;0.0;0.1;0.0;0.0;0.0
5827;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;0.1;0.0;0.0;0.0;0.0;0.0
5828;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5829;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5830;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.0;0.0
5831;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;0.1;0.0;0.0;0.0;0.0;0.0
5832;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;0.1;0.0;0.1;0.0;0.0;0.0
5833;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;0.1;0.0;0.0;0.0;0.0;0.0
5834;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;0.1;0.0;0.0;0.0;0.0;0.0
5835;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;0.1;0.0;0.0;0.0;0.0;0.0
5836;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;0.1;0.0;0.0;0.0;0.0;0.0
5837;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;0.0;0.0;0.1;0.0;0.0;0.0
5838;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;0.0;0.0;0.1;0.0;0.0;0.0
5839;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;0.0;0.0;0.1;0.0;0.0;0.0
5840;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5841;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;0.1;0.0;0.1;0.0;0.0;0.0
5842;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;0.1;0.0;0.0;0.0;0.0;0.0
5843;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;0.2;0.0;0.0;0.0;0.0;0.0
5844;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.0;0.0
5845;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;0.1;0.0;0.0;0.0;0.0;0.0
5846;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;0.2;0.0;0.0;0.0;0.0;0.0
5847;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;0.2;0.0;0.1;0.0;0.0;0.0
5848;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;0.2;0.0;0.0;0.0;0.0;0.0
5849;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;0.2;0.0;0.0;0.0;0.0;0.0
5850;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;0.2;0.0;0.0;0.0;0.0;0.0
5851;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5852;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5853;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5854;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5855;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5856;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5857;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5858;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5859;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5860;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5861;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5862;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5863;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5864;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5865;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Instroom door Immigratie;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5866;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5867;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5868;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5869;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
5870;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
5871;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
5872;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
5873;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
5874;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
5875;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
5876;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.0;0.0;0.0
5877;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
5878;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.0;0.0;0.0
5879;Totaal mannen en vrouwen;15 tot 20 jaar;Marokko;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
5880;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;0.1;0.0;0.1;0.0;0.0;0.0
5881;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;0.1;0.0;0.2;0.0;0.0;0.0
5882;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;0.1;0.0;0.1;0.0;0.0;0.0
5883;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;0.2;0.0;0.1;0.0;0.0;0.0
5884;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;0.2;0.0;0.1;0.0;0.0;0.0
5885;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;0.3;0.0;0.0;0.0;0.0;0.0
5886;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;0.3;0.0;0.0;0.0;0.0;0.0
5887;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;0.4;0.0;0.1;0.0;0.0;0.0
5888;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;0.3;0.0;0.1;0.0;0.0;0.0
5889;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;0.3;0.0;0.1;0.0;0.0;0.0
5890;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;0.3;0.0;0.1;0.0;0.0;0.0
5891;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;0.4;0.1;0.1;0.0;0.0;0.0
5892;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;0.4;0.0;0.1;0.0;0.0;0.0
5893;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;0.1;0.1;0.1;0.0;0.0;0.0
5894;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit arbeid totaal;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
5895;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit arbeid totaal;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
5896;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit arbeid totaal;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
5897;Totaal mannen en vrouwen;15 tot 20 jaar;Turkije;Inkomsten uit arbeid totaal;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
