ID;Geslacht;Onderwijssoort;Herkomstgroepering;Populatie;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
4257;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Nederland;2004/'05;;;
4258;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
4259;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
4260;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Amsterdam;2003/'04;;;
4261;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Amsterdam;2004/'05;;;
4262;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
4263;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
4264;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Rotterdam;2003/'04;;;
4265;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Rotterdam;2004/'05;;;
4266;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Utrecht (gemeente);2003/'04;;;
4267;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Utrecht (gemeente);2004/'05;;;
4268;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4269;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4270;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4271;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4272;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Niet in te delen (GM);2003/'04;;;
4273;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Niet in te delen (GM);2004/'05;;;
4274;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Noord-Nederland (LD);2003/'04;;;
4275;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Noord-Nederland (LD);2004/'05;;;
4276;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Oost-Nederland (LD);2003/'04;;;
4277;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Oost-Nederland (LD);2004/'05;;;
4278;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;West-Nederland (LD);2003/'04;;;
4279;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;West-Nederland (LD);2004/'05;;;
4280;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Zuid-Nederland (LD);2003/'04;;;
4281;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Zuid-Nederland (LD);2004/'05;;;
4282;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Niet in te delen (LD);2003/'04;;;
4283;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Woonregio;Niet in te delen (LD);2004/'05;;;
4284;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Nederland;2003/'04;;;
4285;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Nederland;2004/'05;;;
4286;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
4287;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
4288;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Amsterdam;2003/'04;;;
4289;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Amsterdam;2004/'05;;;
4290;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
4291;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
4292;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Rotterdam;2003/'04;;;
4293;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Rotterdam;2004/'05;;;
4294;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Utrecht (gemeente);2003/'04;;;
4295;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Utrecht (gemeente);2004/'05;;;
4296;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4297;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4298;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4299;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4300;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Niet in te delen (GM);2003/'04;;;
4301;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Niet in te delen (GM);2004/'05;;;
4302;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Noord-Nederland (LD);2003/'04;;;
4303;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Noord-Nederland (LD);2004/'05;;;
4304;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Oost-Nederland (LD);2003/'04;;;
4305;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Oost-Nederland (LD);2004/'05;;;
4306;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;West-Nederland (LD);2003/'04;;;
4307;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;West-Nederland (LD);2004/'05;;;
4308;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
4309;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
4310;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Niet in te delen (LD);2003/'04;;;
4311;Totaal mannen en vrouwen;Vwo economie en maatschappij;Herkomst onbekend;Schoolregio;Niet in te delen (LD);2004/'05;;;
4312;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Nederland;2003/'04;;5480.0;
4313;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Nederland;2004/'05;;5710.0;
4314;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
4315;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
4316;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Amsterdam;2003/'04;;;
4317;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Amsterdam;2004/'05;;;
4318;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
4319;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
4320;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Rotterdam;2003/'04;;;
4321;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Rotterdam;2004/'05;;;
4322;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Utrecht (gemeente);2003/'04;;;
4323;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Utrecht (gemeente);2004/'05;;;
4324;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4325;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4326;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4327;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4328;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Niet in te delen (GM);2003/'04;;;
4329;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Niet in te delen (GM);2004/'05;;;
4330;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Noord-Nederland (LD);2003/'04;;;
4331;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Noord-Nederland (LD);2004/'05;;;
4332;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Oost-Nederland (LD);2003/'04;;;
4333;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Oost-Nederland (LD);2004/'05;;;
4334;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;West-Nederland (LD);2003/'04;;;
4335;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;West-Nederland (LD);2004/'05;;;
4336;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Zuid-Nederland (LD);2003/'04;;;
4337;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Zuid-Nederland (LD);2004/'05;;;
4338;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Niet in te delen (LD);2003/'04;;;
4339;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Woonregio;Niet in te delen (LD);2004/'05;;;
4340;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Nederland;2003/'04;;;
4341;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Nederland;2004/'05;;5710.0;
4342;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
4343;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
4344;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Amsterdam;2003/'04;;;
4345;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Amsterdam;2004/'05;;;
4346;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
4347;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
4348;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Rotterdam;2003/'04;;;
4349;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Rotterdam;2004/'05;;;
4350;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Utrecht (gemeente);2003/'04;;;
4351;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Utrecht (gemeente);2004/'05;;;
4352;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4353;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4354;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4355;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4356;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Niet in te delen (GM);2003/'04;;;
4357;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Niet in te delen (GM);2004/'05;;;
4358;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Noord-Nederland (LD);2003/'04;;;
4359;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Noord-Nederland (LD);2004/'05;;;
4360;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Oost-Nederland (LD);2003/'04;;;
4361;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Oost-Nederland (LD);2004/'05;;;
4362;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;West-Nederland (LD);2003/'04;;;
4363;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;West-Nederland (LD);2004/'05;;;
4364;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
4365;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
4366;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Niet in te delen (LD);2003/'04;;;
4367;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Totaal herkomstgroepering;Schoolregio;Niet in te delen (LD);2004/'05;;;
4368;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Nederland;2003/'04;;;
4369;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Nederland;2004/'05;;;
4370;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
4371;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
4372;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Amsterdam;2003/'04;;;
4373;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Amsterdam;2004/'05;;;
4374;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
4375;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
4376;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Rotterdam;2003/'04;;;
4377;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Rotterdam;2004/'05;;;
4378;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;
4379;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;
4380;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4381;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4382;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4383;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4384;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;
4385;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;
4386;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;
4387;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;
4388;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;
4389;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;
4390;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;West-Nederland (LD);2003/'04;;;
4391;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;West-Nederland (LD);2004/'05;;;
4392;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;
4393;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;
4394;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;
4395;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;
4396;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Nederland;2003/'04;;;
4397;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Nederland;2004/'05;;;
4398;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
4399;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
4400;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Amsterdam;2003/'04;;;
4401;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Amsterdam;2004/'05;;;
4402;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
4403;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
4404;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Rotterdam;2003/'04;;;
4405;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Rotterdam;2004/'05;;;
4406;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;
4407;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;
4408;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4409;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4410;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4411;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4412;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;
4413;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;
4414;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;
4415;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;
4416;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;
4417;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;
4418;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;
4419;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;
4420;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
4421;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
4422;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;
4423;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Autochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;
4424;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Nederland;2003/'04;;;
4425;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Nederland;2004/'05;;;
4426;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
4427;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
4428;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Amsterdam;2003/'04;;;
4429;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Amsterdam;2004/'05;;;
4430;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
4431;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
4432;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Rotterdam;2003/'04;;;
4433;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Rotterdam;2004/'05;;;
4434;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;
4435;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;
4436;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
4437;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
4438;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
4439;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
4440;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;
4441;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;
4442;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;
4443;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;
4444;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;
4445;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;
4446;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;
4447;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;
4448;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;
4449;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;
4450;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;
4451;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;
4452;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;Nederland;2003/'04;;;
4453;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;Nederland;2004/'05;;;
4454;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
4455;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
4456;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;Amsterdam;2003/'04;;;
4457;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;Amsterdam;2004/'05;;;
4458;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
4459;Totaal mannen en vrouwen;Vwo cultuur en maatschappij;Allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
