ID;Geslacht;Leeftijd;RegioS;Perioden;Bevolking_1;k_1BasisonderwijsVmboMbo1_2;k_2HavoVwoMbo24_3;k_3HboWo_4;k_11Basisonderwijs_5;k_12VmboHavoVwoOnderbouwMbo1_6;k_21HavoVwoMbo24_7;k_31HboWoBachelor_8;k_32HboWoMasterDoctor_9;k_111Basisonderwijs_10;k_121VmboBKMbo1_11;k_122VmboGTHavoVwoOnderbouw_12;k_211Mbo2EnMbo3_13;k_212Mbo4_14;k_213HavoVwo_15;k_311HboWoBachelor_16;k_321HboWoMasterDoctor_17
4238;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2016;17800.0;33.0;47.7;19.3;9.7;23.3;47.7;14.5;4.8;9.7;16.4;6.9;22.9;15.3;9.5;14.5;4.8
4239;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2017;17700.0;34.5;45.7;19.8;9.4;25.1;45.7;14.6;5.1;9.4;18.4;6.7;23.0;15.5;7.2;14.6;5.1
4240;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2018;17500.0;32.1;48.1;19.8;8.6;23.5;48.1;15.0;4.9;8.6;17.1;6.3;25.4;15.6;7.1;15.0;4.9
4241;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2019;17400.0;32.3;47.8;19.9;9.8;22.5;47.8;14.9;5.0;9.8;16.0;6.5;23.5;15.5;8.8;14.9;5.0
4242;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2020;17300.0;31.7;46.8;21.6;9.1;22.6;46.8;16.3;5.3;9.1;15.4;7.1;21.2;15.8;9.7;16.3;5.3
4243;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2021;17200.0;29.5;47.4;23.1;9.9;19.7;47.4;16.5;6.6;9.9;11.3;8.4;21.7;13.6;12.1;16.5;6.6
4244;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2022;17100.0;29.0;47.6;23.4;11.0;18.0;47.6;15.8;7.6;11.0;10.6;7.4;19.8;13.2;14.6;15.8;7.6
4245;Totaal mannen en vrouwen;15 tot 75 jaar;Sluis;2023;16900.0;31.6;45.1;23.3;12.4;19.2;45.1;16.5;6.8;12.4;10.8;8.5;19.3;13.3;12.5;16.5;6.8
4246;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2013;41100.0;31.1;45.6;23.3;9.4;21.7;45.6;17.7;5.6;9.4;14.2;7.5;21.1;18.3;6.3;17.7;5.6
4247;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2014;41400.0;31.2;45.7;23.1;9.6;21.6;45.7;17.4;5.6;9.6;14.0;7.6;21.2;18.4;6.2;17.4;5.6
4248;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2015;41200.0;31.0;46.0;23.0;9.8;21.2;46.0;17.3;5.7;9.8;13.7;7.5;20.8;19.1;6.0;17.3;5.7
4249;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2016;41400.0;30.4;46.2;23.3;9.6;20.8;46.2;17.4;5.9;9.6;13.4;7.4;20.6;19.5;6.2;17.4;5.9
4250;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2017;41600.0;30.0;46.3;23.7;9.1;20.9;46.3;17.9;5.8;9.1;13.7;7.2;20.4;19.7;6.3;17.9;5.8
4251;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2018;41600.0;29.9;46.3;23.8;8.8;21.1;46.3;17.8;6.0;8.8;14.1;7.0;20.1;19.7;6.5;17.8;6.0
4252;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2019;41700.0;29.7;45.8;24.5;9.0;20.7;45.8;18.6;5.9;9.0;13.9;6.8;19.9;19.5;6.5;18.6;5.9
4253;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2020;41600.0;28.8;46.6;24.6;8.7;20.1;46.6;18.5;6.1;8.7;13.3;6.8;19.8;20.2;6.6;18.5;6.1
4254;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2021;41300.0;28.6;46.6;24.8;8.3;20.3;46.6;18.5;6.3;8.3;13.5;6.8;19.8;20.1;6.8;18.5;6.3
4255;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2022;41200.0;28.9;46.2;24.8;9.0;19.9;46.2;18.5;6.3;9.0;12.4;7.6;19.6;19.9;6.7;18.5;6.3
4256;Totaal mannen en vrouwen;15 tot 75 jaar;Smallingerland;2023;41500.0;28.8;45.9;25.4;9.3;19.5;45.9;18.8;6.6;9.3;12.4;7.0;19.8;19.8;6.2;18.8;6.6
4257;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2013;33400.0;28.8;40.5;30.6;9.3;19.6;40.5;20.0;10.6;9.3;10.1;9.5;16.4;13.7;10.4;20.0;10.6
4258;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2014;33400.0;28.8;39.4;31.7;9.3;19.6;39.4;20.3;11.4;9.3;9.9;9.6;15.2;13.9;10.3;20.3;11.4
4259;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2015;33500.0;28.5;39.7;31.8;9.5;19.0;39.7;20.2;11.5;9.5;9.7;9.3;15.0;14.1;10.6;20.2;11.5
4260;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2016;33800.0;28.2;39.6;32.1;9.1;19.1;39.6;20.4;11.8;9.1;9.3;9.8;15.0;13.5;11.1;20.4;11.8
4261;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2017;34100.0;28.2;39.0;32.8;9.1;19.1;39.0;20.8;12.1;9.1;9.7;9.4;14.6;13.7;10.7;20.8;12.1
4262;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2018;34100.0;27.5;39.0;33.6;8.8;18.7;39.0;21.2;12.4;8.8;9.5;9.2;14.6;14.0;10.3;21.2;12.4
4263;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2019;34400.0;26.9;38.4;34.7;8.8;18.1;38.4;22.0;12.8;8.8;8.8;9.3;13.8;14.5;10.1;22.0;12.8
4264;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2020;34600.0;25.9;38.0;36.1;8.0;17.8;38.0;22.8;13.4;8.0;8.2;9.6;13.6;14.0;10.4;22.8;13.4
4265;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2021;34600.0;24.9;38.9;36.2;8.0;16.9;38.9;22.0;14.2;8.0;7.7;9.2;13.4;14.8;10.7;22.0;14.2
4266;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2022;34600.0;26.0;38.6;35.4;8.5;17.5;38.6;21.4;14.0;8.5;7.0;10.4;12.7;14.2;11.7;21.4;14.0
4267;Totaal mannen en vrouwen;15 tot 75 jaar;Soest;2023;34500.0;25.1;37.7;37.2;8.3;16.8;37.7;21.9;15.2;8.3;8.0;8.9;12.9;14.9;9.8;21.9;15.2
4268;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2013;14300.0;37.9;44.0;18.1;10.6;27.2;44.0;13.4;4.7;10.6;20.3;7.0;20.2;17.6;6.2;13.4;4.7
4269;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2014;14400.0;39.6;42.3;18.1;10.1;29.4;42.3;13.5;4.6;10.1;22.5;6.9;19.5;17.1;5.7;13.5;4.6
4270;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2015;14500.0;38.0;42.8;19.2;10.0;28.1;42.8;14.4;4.8;10.0;21.2;6.9;19.4;17.3;6.1;14.4;4.8
4271;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2016;14600.0;37.5;43.2;19.3;9.8;27.7;43.2;14.2;5.1;9.8;21.1;6.6;19.4;17.6;6.2;14.2;5.1
4272;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2017;14700.0;36.5;43.8;19.7;9.5;26.9;43.8;14.5;5.2;9.5;20.3;6.6;19.5;18.0;6.3;14.5;5.2
4273;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2018;14800.0;34.2;45.6;20.2;9.0;25.2;45.6;15.1;5.1;9.0;18.5;6.7;21.6;18.1;5.9;15.1;5.1
4274;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2019;14800.0;32.1;45.9;22.0;8.3;23.9;45.9;16.8;5.3;8.3;17.3;6.6;20.7;18.4;6.7;16.8;5.3
4275;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2020;14700.0;31.5;45.1;23.4;8.5;23.0;45.1;17.8;5.6;8.5;16.7;6.4;19.7;18.7;6.7;17.8;5.6
4276;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2021;14900.0;29.1;45.6;25.2;8.0;21.1;45.6;18.9;6.3;8.0;15.3;5.8;19.7;19.3;6.6;18.9;6.3
4277;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2022;15100.0;30.6;46.3;23.1;10.9;19.7;46.3;16.9;6.2;10.9;14.4;5.4;19.8;20.0;6.5;16.9;6.2
4278;Totaal mannen en vrouwen;15 tot 75 jaar;Someren;2023;15100.0;30.7;45.0;24.3;11.4;19.3;45.0;17.6;6.8;11.4;14.1;5.2;19.1;19.2;6.6;17.6;6.8
4279;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2013;11600.0;25.2;38.8;36.0;7.0;18.2;38.8;24.6;11.4;7.0;9.6;8.6;14.4;15.8;8.6;24.6;11.4
4280;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2014;11600.0;26.2;37.9;35.9;8.2;18.0;37.9;24.0;11.9;8.2;9.2;8.8;14.1;15.1;8.7;24.0;11.9
4281;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2015;11600.0;25.0;38.6;36.5;7.5;17.5;38.6;23.4;13.0;7.5;8.6;8.8;14.9;15.3;8.4;23.4;13.0
4282;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2016;11800.0;24.4;38.5;37.0;7.6;16.8;38.5;23.4;13.6;7.6;8.3;8.5;15.0;15.1;8.4;23.4;13.6
4283;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2017;11800.0;23.0;36.6;40.4;6.7;16.4;36.6;28.1;12.3;6.7;8.1;8.3;13.6;14.4;8.7;28.1;12.3
4284;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2018;11900.0;23.0;39.6;37.4;6.5;16.4;39.6;24.1;13.4;6.5;8.0;8.5;14.5;15.6;9.5;24.1;13.4
4285;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2019;12200.0;22.4;39.5;38.1;6.2;16.1;39.5;24.5;13.7;6.2;7.2;8.9;14.8;15.8;8.9;24.5;13.7
4286;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2020;12400.0;21.6;39.2;39.2;6.0;15.6;39.2;25.2;14.1;6.0;7.2;8.4;14.1;16.2;8.9;25.2;14.1
4287;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2021;12600.0;19.7;38.4;41.9;5.3;14.4;38.4;26.3;15.7;5.3;6.7;7.6;13.1;16.5;8.8;26.3;15.7
4288;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2022;12800.0;19.2;37.8;43.0;5.4;13.8;37.8;27.2;15.8;5.4;6.6;7.3;12.4;16.7;8.7;27.2;15.8
4289;Totaal mannen en vrouwen;15 tot 75 jaar;Son en Breugel;2023;12800.0;19.7;38.4;41.9;6.2;13.5;38.4;25.7;16.1;6.2;6.5;7.1;13.3;16.7;8.5;25.7;16.1
4290;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2013;56500.0;36.0;47.1;16.9;10.6;25.5;47.1;13.2;3.7;10.6;16.2;9.3;23.3;15.8;7.9;13.2;3.7
4291;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2014;56500.0;35.3;47.6;17.1;10.3;24.9;47.6;13.1;4.0;10.3;15.8;9.2;23.8;16.2;7.6;13.1;4.0
4292;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2015;;;;;;;;;;;;;;;;;
4293;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2016;;;;;;;;;;;;;;;;;
4294;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2017;;;;;;;;;;;;;;;;;
4295;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2018;;;;;;;;;;;;;;;;;
4296;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2019;;;;;;;;;;;;;;;;;
4297;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2020;;;;;;;;;;;;;;;;;
4298;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2021;;;;;;;;;;;;;;;;;
4299;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2022;;;;;;;;;;;;;;;;;
4300;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkenisse;2023;;;;;;;;;;;;;;;;;
4301;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2013;24300.0;39.8;45.9;14.3;15.1;24.7;45.9;11.3;3.0;15.1;17.2;7.5;24.5;16.4;4.9;11.3;3.0
4302;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2014;24200.0;38.9;47.0;14.1;14.4;24.5;47.0;11.4;2.7;14.4;16.9;7.6;24.7;17.6;4.7;11.4;2.7
4303;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2015;24200.0;37.5;47.7;14.7;13.6;23.9;47.7;12.0;2.8;13.6;16.4;7.5;25.1;17.9;4.8;12.0;2.8
4304;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2016;23900.0;36.8;48.2;15.0;12.9;23.9;48.2;12.3;2.7;12.9;16.6;7.3;25.3;18.0;5.0;12.3;2.7
4305;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2017;23800.0;36.8;48.0;15.1;12.6;24.2;48.0;12.3;2.9;12.6;16.7;7.5;25.0;17.9;5.1;12.3;2.9
4306;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2018;23600.0;36.7;47.9;15.3;12.7;24.0;47.9;12.4;3.0;12.7;16.4;7.7;24.6;18.4;4.9;12.4;3.0
4307;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2019;23500.0;35.6;49.0;15.4;12.5;23.1;49.0;12.4;2.9;12.5;15.6;7.5;24.6;19.5;5.0;12.4;2.9
4308;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2020;23300.0;34.5;49.9;15.5;11.3;23.3;49.9;12.6;2.9;11.3;15.8;7.5;24.4;20.4;5.2;12.6;2.9
4309;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2021;23400.0;32.6;51.2;16.1;10.1;22.5;51.2;13.3;2.8;10.1;14.8;7.7;24.4;21.1;5.7;13.3;2.8
4310;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2022;23400.0;32.6;50.8;16.7;9.8;22.8;50.8;13.7;2.9;9.8;15.1;7.7;24.8;20.5;5.6;13.7;2.9
4311;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskanaal;2023;23400.0;32.2;50.8;17.0;9.6;22.5;50.8;14.0;3.0;9.6;14.9;7.6;23.9;21.3;5.6;14.0;3.0
4312;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2013;11400.0;39.8;47.2;13.0;9.7;30.1;47.2;9.9;3.1;9.7;22.5;7.6;25.0;16.0;6.2;9.9;3.1
4313;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2014;11600.0;39.8;47.2;13.0;9.6;30.2;47.2;9.9;3.1;9.6;22.3;7.9;24.5;16.9;5.8;9.9;3.1
4314;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2015;11700.0;40.0;46.3;13.6;9.7;30.4;46.3;10.5;3.1;9.7;22.5;7.9;24.3;16.2;5.8;10.5;3.1
4315;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2016;11800.0;39.0;47.4;13.6;10.4;28.6;47.4;10.4;3.2;10.4;20.4;8.2;24.8;16.5;6.1;10.4;3.2
4316;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2017;11900.0;37.5;48.6;14.0;9.8;27.7;48.6;10.7;3.2;9.8;19.5;8.2;25.1;16.8;6.7;10.7;3.2
4317;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2018;12100.0;35.5;49.8;14.7;9.5;26.0;49.8;11.4;3.3;9.5;18.0;8.1;25.2;17.7;6.9;11.4;3.3
4318;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2019;12200.0;34.7;50.3;15.0;9.6;25.1;50.3;11.8;3.2;9.6;17.5;7.7;25.5;18.0;6.8;11.8;3.2
4319;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2020;12300.0;33.8;50.6;15.7;9.1;24.7;50.6;12.0;3.7;9.1;16.9;7.8;25.2;18.7;6.6;12.0;3.7
4320;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2021;12300.0;33.5;50.3;16.2;9.1;24.4;50.3;12.7;3.5;9.1;16.6;7.8;24.8;18.9;6.7;12.7;3.5
4321;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2022;12500.0;32.2;50.9;16.9;8.3;23.8;50.9;13.3;3.6;8.3;16.1;7.7;24.9;19.6;6.4;13.3;3.6
4322;Totaal mannen en vrouwen;15 tot 75 jaar;Staphorst;2023;12500.0;32.1;50.5;17.4;8.1;23.9;50.5;13.8;3.6;8.1;16.0;7.9;25.3;19.5;5.8;13.8;3.6
4323;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2013;16400.0;37.9;45.0;17.2;9.5;28.4;45.0;13.2;3.9;9.5;19.3;9.0;20.5;17.0;7.4;13.2;3.9
4324;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2014;16400.0;39.5;43.4;17.1;12.4;27.1;43.4;13.2;4.0;12.4;18.1;9.0;20.1;16.5;6.8;13.2;4.0
4325;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2015;16400.0;38.4;44.3;17.3;12.3;26.1;44.3;13.0;4.3;12.3;17.3;8.8;20.8;16.8;6.8;13.0;4.3
4326;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2016;16400.0;41.6;42.2;16.2;16.4;25.2;42.2;12.3;3.9;16.4;16.5;8.7;19.6;15.9;6.7;12.3;3.9
4327;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2017;16400.0;37.5;45.1;17.3;11.3;26.2;45.1;13.4;3.9;11.3;17.2;9.0;21.2;17.0;7.0;13.4;3.9
4328;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2018;16400.0;36.9;45.1;18.0;10.7;26.1;45.1;14.0;4.0;10.7;17.2;8.9;20.9;16.7;7.5;14.0;4.0
4329;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2019;16400.0;36.6;44.7;18.6;11.9;24.7;44.7;14.6;4.0;11.9;16.0;8.8;20.2;17.0;7.5;14.6;4.0
4330;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2020;16300.0;34.6;46.5;18.9;10.1;24.4;46.5;14.8;4.1;10.1;15.9;8.5;21.1;17.7;7.8;14.8;4.1
4331;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2021;16300.0;34.4;47.0;18.6;10.2;24.2;47.0;14.3;4.3;10.2;15.6;8.6;20.3;18.3;8.4;14.3;4.3
4332;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2022;16300.0;34.5;46.8;18.7;11.4;23.0;46.8;14.4;4.3;11.4;14.8;8.2;20.2;18.5;8.2;14.4;4.3
4333;Totaal mannen en vrouwen;15 tot 75 jaar;Stede Broec;2023;16200.0;34.6;46.2;19.2;10.9;23.6;46.2;14.7;4.5;10.9;14.7;8.9;19.9;18.2;8.1;14.7;4.5
4334;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2013;17900.0;38.0;44.4;17.6;10.4;27.7;44.4;14.0;3.6;10.4;20.0;7.6;22.2;16.3;5.9;14.0;3.6
4335;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2014;18200.0;37.8;45.1;17.2;10.9;26.9;45.1;13.3;3.9;10.9;19.3;7.6;22.6;16.6;5.9;13.3;3.9
4336;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2015;18200.0;38.1;45.0;16.9;12.2;25.9;45.0;13.0;3.8;12.2;18.7;7.2;23.1;16.2;5.6;13.0;3.8
4337;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2016;18400.0;35.2;46.7;18.1;10.3;24.9;46.7;14.0;4.1;10.3;17.5;7.4;23.6;17.2;6.0;14.0;4.1
4338;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2017;19200.0;34.4;47.2;18.4;9.6;24.8;47.2;14.3;4.1;9.6;17.4;7.4;23.1;17.6;6.5;14.3;4.1
4339;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2018;20100.0;33.8;47.2;19.0;9.6;24.2;47.2;14.7;4.3;9.6;16.8;7.4;22.6;17.9;6.7;14.7;4.3
4340;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2019;19300.0;32.8;46.7;20.4;9.2;23.6;46.7;15.4;5.0;9.2;16.3;7.3;22.2;17.7;6.9;15.4;5.0
4341;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2020;18700.0;31.9;47.3;20.7;8.6;23.3;47.3;15.6;5.1;8.6;15.7;7.6;21.7;18.6;7.0;15.6;5.1
4342;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2021;18600.0;31.2;47.1;21.7;8.6;22.6;47.1;16.3;5.4;8.6;14.8;7.8;21.5;18.8;6.9;16.3;5.4
4343;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2022;18600.0;29.3;47.6;23.1;8.1;21.2;47.6;16.4;6.7;8.1;13.9;7.3;21.3;19.0;7.3;16.4;6.7
4344;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbergen;2023;18400.0;29.0;48.4;22.6;8.1;20.9;48.4;17.1;5.4;8.1;13.8;7.2;21.8;19.4;7.2;17.1;5.4
4345;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2013;32100.0;34.2;45.9;19.9;10.5;23.8;45.9;14.4;5.5;10.5;15.5;8.3;21.3;18.0;6.5;14.4;5.5
4346;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2014;32100.0;33.4;46.2;20.4;10.4;23.0;46.2;14.6;5.9;10.4;14.6;8.4;21.6;18.3;6.4;14.6;5.9
4347;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2015;32100.0;33.4;45.5;21.1;10.6;22.8;45.5;15.2;5.9;10.6;14.7;8.1;21.0;18.1;6.5;15.2;5.9
4348;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2016;32300.0;32.8;45.9;21.3;10.6;22.2;45.9;15.6;5.6;10.6;14.3;7.9;21.1;18.4;6.4;15.6;5.6
4349;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2017;32600.0;31.6;46.6;21.8;9.6;22.0;46.6;16.2;5.6;9.6;14.1;7.9;21.6;18.4;6.6;16.2;5.6
4350;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2018;32700.0;30.8;46.8;22.5;9.0;21.8;46.8;16.7;5.8;9.0;14.0;7.8;21.6;18.6;6.5;16.7;5.8
4351;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2019;32900.0;30.7;46.1;23.2;9.3;21.3;46.1;17.4;5.8;9.3;13.6;7.8;20.8;18.8;6.5;17.4;5.8
4352;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2020;33100.0;29.0;47.3;23.7;8.6;20.4;47.3;17.6;6.1;8.6;12.8;7.6;21.1;19.5;6.7;17.6;6.1
4353;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2021;33200.0;28.2;48.1;23.7;8.1;20.1;48.1;17.3;6.4;8.1;12.6;7.5;20.9;20.4;6.7;17.3;6.4
4354;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2022;33700.0;27.2;48.4;24.4;7.6;19.7;48.4;17.6;6.8;7.6;12.3;7.3;20.7;20.9;6.7;17.6;6.8
4355;Totaal mannen en vrouwen;15 tot 75 jaar;Steenwijkerland;2023;33600.0;26.4;48.8;24.8;7.6;18.8;48.8;17.9;6.9;7.6;11.9;6.9;22.5;19.9;6.4;17.9;6.9
4356;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2013;19700.0;37.4;41.7;20.8;12.2;25.3;41.7;14.4;6.5;12.2;17.6;7.7;16.5;17.7;7.6;14.4;6.5
4357;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2014;19400.0;37.1;41.7;21.2;12.8;24.4;41.7;15.1;6.1;12.8;16.9;7.5;16.7;17.6;7.4;15.1;6.1
4358;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2015;19400.0;36.3;42.1;21.7;12.4;23.9;42.1;15.5;6.2;12.4;16.2;7.7;17.1;17.7;7.2;15.5;6.2
4359;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2016;19200.0;34.2;44.7;21.1;11.6;22.6;44.7;14.9;6.3;11.6;14.4;8.2;16.8;17.2;10.7;14.9;6.3
4360;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2017;19200.0;33.2;44.1;22.7;11.2;21.9;44.1;16.4;6.4;11.2;14.6;7.3;17.7;17.6;8.8;16.4;6.4
4361;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2018;19200.0;32.1;43.9;24.1;10.7;21.4;43.9;17.6;6.5;10.7;14.1;7.3;18.2;17.6;8.1;17.6;6.5
4362;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2019;19100.0;31.1;44.6;24.4;10.8;20.3;44.6;18.2;6.2;10.8;13.5;6.7;17.7;18.0;8.9;18.2;6.2
4363;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2020;18900.0;31.5;43.6;24.9;10.3;21.1;43.6;18.3;6.6;10.3;13.1;8.0;17.1;18.8;7.7;18.3;6.6
4364;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2021;18700.0;29.1;45.2;25.7;9.3;19.8;45.2;19.1;6.6;9.3;12.7;7.2;17.9;20.1;7.2;19.1;6.6
4365;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2022;18600.0;32.7;43.3;24.0;11.8;20.9;43.3;17.8;6.2;11.8;14.3;6.5;17.5;18.8;7.0;17.8;6.2
4366;Totaal mannen en vrouwen;15 tot 75 jaar;Stein (L.);2023;18400.0;30.5;44.6;24.8;9.7;20.9;44.6;18.5;6.4;9.7;14.3;6.6;19.1;18.6;6.9;18.5;6.4
4367;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2013;48100.0;28.9;40.5;30.5;8.2;20.7;40.5;19.0;11.5;8.2;11.4;9.3;16.5;14.0;10.0;19.0;11.5
4368;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2014;48100.0;28.1;40.5;31.3;7.7;20.4;40.5;19.4;12.0;7.7;11.2;9.2;16.5;14.1;9.9;19.4;12.0
4369;Totaal mannen en vrouwen;15 tot 75 jaar;Stichtse Vecht;2015;48100.0;27.9;40.3;31.7;7.9;20.1;40.3;19.6;12.1;7.9;10.9;9.1;16.3;14.5;9.6;19.6;12.1
