ID;Geslacht;RegioS;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;GeregistreerdeWerklozen_8;Werkloosheidspercentage_9
495;Mannen en vrouwen;Zeeland (PV);2000;242;162;154;8.0;80;67.0;63.8;5.0;4.8
496;Mannen en vrouwen;Zeeland (PV);2001 voor revisie;243;154;148;6.0;89;63.4;60.9;2.0;4.0
497;Mannen en vrouwen;Zeeland (PV);2001 na revisie;244;154;148;6.0;89;63.4;60.8;3.0;4.1
498;Mannen en vrouwen;Zeeland (PV);2002;245;162;156;6.0;83;66.2;63.8;4.0;3.6
499;Mannen en vrouwen;Zeeland (PV);2003;245;160;154;6.0;85;65.2;62.8;5.0;3.7
500;Mannen en vrouwen;Zeeland (PV);2004;245;161;153;8.0;84;65.9;62.6;7.0;5.0
501;Mannen en vrouwen;Zeeland (PV);2005;245;164;155;8.0;82;66.7;63.2;5.0;5.2
502;Mannen en vrouwen;Zeeland (PV);2006;245;166;159;8.0;79;67.8;64.7;4.0;4.6
503;Mannen en vrouwen;Zeeland (PV);2007;246;167;161;6.0;79;67.9;65.6;3.0;3.3
504;Mannen en vrouwen;Zeeland (PV);2008;245;170;164;6.0;76;69.2;66.8;3.0;3.4
505;Mannen en vrouwen;Zeeland (PV);2009;244;173;166;6.0;72;70.7;68.1;3.0;3.6
506;Mannen en vrouwen;Zeeland (PV);2010;245;171;165;7.0;73;70.0;67.3;3.0;3.9
507;Mannen en vrouwen;Zeeland (PV);2011;243;169;162;6.0;74;69.4;66.9;3.0;3.7
508;Mannen en vrouwen;Zeeland (PV);2012;241;171;164;7.0;70;71.1;68.1;3.0;4.1
509;Mannen en vrouwen;Zeeland (PV);2013;240;170;160;10.0;70;70.7;66.6;5.0;5.8
510;Mannen en vrouwen;Noord-Brabant (PV);1981;1388;798;738;59.0;591;57.5;53.2;59.0;7.4
511;Mannen en vrouwen;Noord-Brabant (PV);1982;1410;796;714;81.0;614;56.4;50.7;83.0;10.2
512;Mannen en vrouwen;Noord-Brabant (PV);1983;1426;803;703;100.0;623;56.3;49.3;106.0;12.4
513;Mannen en vrouwen;Noord-Brabant (PV);1984;1450;807;711;96.0;643;55.7;49.1;100.0;11.9
514;Mannen en vrouwen;Noord-Brabant (PV);1985;1468;820;737;83.0;648;55.8;50.2;81.0;10.1
515;Mannen en vrouwen;Noord-Brabant (PV);1986;1484;839;770;69.0;645;56.5;51.9;68.0;8.2
516;Mannen en vrouwen;Noord-Brabant (PV);1987;1502;848;784;64.0;655;56.4;52.2;61.0;7.5
517;Mannen en vrouwen;Noord-Brabant (PV);1988;1518;880;808;72.0;638;58.0;53.2;64.0;8.2
518;Mannen en vrouwen;Noord-Brabant (PV);1989;1529;891;827;63.0;639;58.2;54.1;52.0;7.1
519;Mannen en vrouwen;Noord-Brabant (PV);1990;1540;904;847;57.0;636;58.7;55.0;47.0;6.3
520;Mannen en vrouwen;Noord-Brabant (PV);1991;1549;933;875;57.0;617;60.2;56.5;46.0;6.2
521;Mannen en vrouwen;Noord-Brabant (PV);1992;1555;934;878;56.0;621;60.1;56.4;46.0;6.0
522;Mannen en vrouwen;Noord-Brabant (PV);1993;1567;956;886;70.0;611;61.0;56.6;57.0;7.3
523;Mannen en vrouwen;Noord-Brabant (PV);1994;1575;966;890;77.0;608;61.4;56.5;65.0;7.9
524;Mannen en vrouwen;Noord-Brabant (PV);1995;1581;986;913;73.0;594;62.4;57.8;59.0;7.4
525;Mannen en vrouwen;Noord-Brabant (PV);1996;1588;1009;940;69.0;579;63.6;59.2;56.0;6.8
526;Mannen en vrouwen;Noord-Brabant (PV);1997;1590;1025;965;60.0;565;64.5;60.7;44.0;5.8
527;Mannen en vrouwen;Noord-Brabant (PV);1998;1593;1048;1003;44.0;546;65.7;63.0;35.0;4.2
528;Mannen en vrouwen;Noord-Brabant (PV);1999;1600;1059;1020;38.0;542;66.2;63.8;24.0;3.6
529;Mannen en vrouwen;Noord-Brabant (PV);2000;1609;1072;1041;31.0;537;66.7;64.7;18.0;2.9
530;Mannen en vrouwen;Noord-Brabant (PV);2001 voor revisie;1617;1098;1064;34.0;520;67.9;65.8;12.0;3.1
531;Mannen en vrouwen;Noord-Brabant (PV);2001 na revisie;1618;1079;1047;33.0;538;66.7;64.7;17.0;3.0
532;Mannen en vrouwen;Noord-Brabant (PV);2002;1625;1104;1063;41.0;520;68.0;65.4;21.0;3.7
533;Mannen en vrouwen;Noord-Brabant (PV);2003;1625;1108;1050;58.0;518;68.2;64.6;33.0;5.2
534;Mannen en vrouwen;Noord-Brabant (PV);2004;1624;1103;1037;66.0;521;67.9;63.8;43.0;6.0
535;Mannen en vrouwen;Noord-Brabant (PV);2005;1623;1107;1046;61.0;516;68.2;64.4;38.0;5.5
536;Mannen en vrouwen;Noord-Brabant (PV);2006;1624;1115;1062;53.0;509;68.7;65.4;32.0;4.8
537;Mannen en vrouwen;Noord-Brabant (PV);2007;1624;1139;1095;44.0;486;70.1;67.4;22.0;3.9
538;Mannen en vrouwen;Noord-Brabant (PV);2008;1626;1164;1126;38.0;463;71.6;69.2;17.0;3.3
539;Mannen en vrouwen;Noord-Brabant (PV);2009;1626;1167;1114;53.0;459;71.8;68.5;26.0;4.5
540;Mannen en vrouwen;Noord-Brabant (PV);2010;1628;1164;1103;61.0;464;71.5;67.8;33.0;5.3
541;Mannen en vrouwen;Noord-Brabant (PV);2011;1621;1159;1104;55.0;462;71.5;68.1;27.0;4.8
542;Mannen en vrouwen;Noord-Brabant (PV);2012;1615;1169;1101;68.0;446;72.4;68.1;33.0;5.8
543;Mannen en vrouwen;Noord-Brabant (PV);2013;1618;1171;1082;88.0;448;72.3;66.9;45.0;7.5
544;Mannen en vrouwen;Limburg (PV);1981;733;393;362;31.0;340;53.6;49.4;33.0;7.9
545;Mannen en vrouwen;Limburg (PV);1982;740;395;354;41.0;345;53.4;47.9;45.0;10.4
546;Mannen en vrouwen;Limburg (PV);1983;748;402;352;50.0;347;53.7;47.0;55.0;12.4
547;Mannen en vrouwen;Limburg (PV);1984;752;403;354;50.0;348;53.7;47.0;56.0;12.4
548;Mannen en vrouwen;Limburg (PV);1985;762;410;363;47.0;352;53.8;47.7;50.0;11.4
549;Mannen en vrouwen;Limburg (PV);1986;764;422;381;40.0;342;55.2;49.9;43.0;9.5
550;Mannen en vrouwen;Limburg (PV);1987;772;428;391;37.0;344;55.5;50.7;37.0;8.6
551;Mannen en vrouwen;Limburg (PV);1988;773;433;395;38.0;340;56.0;51.1;37.0;8.7
552;Mannen en vrouwen;Limburg (PV);1989;774;433;402;31.0;341;56.0;52.0;31.0;7.1
553;Mannen en vrouwen;Limburg (PV);1990;775;452;421;30.0;323;58.3;54.4;26.0;6.7
554;Mannen en vrouwen;Limburg (PV);1991;776;449;421;28.0;326;57.9;54.3;25.0;6.2
555;Mannen en vrouwen;Limburg (PV);1992;776;458;429;29.0;318;59.0;55.3;24.0;6.2
556;Mannen en vrouwen;Limburg (PV);1993;776;473;438;35.0;304;60.9;56.4;29.0;7.3
557;Mannen en vrouwen;Limburg (PV);1994;778;472;435;38.0;305;60.7;55.9;34.0;8.0
558;Mannen en vrouwen;Limburg (PV);1995;779;478;437;41.0;301;61.4;56.1;33.0;8.6
559;Mannen en vrouwen;Limburg (PV);1996;776;477;440;38.0;299;61.5;56.7;33.0;7.9
560;Mannen en vrouwen;Limburg (PV);1997;775;492;456;36.0;283;63.5;58.8;29.0;7.4
561;Mannen en vrouwen;Limburg (PV);1998;773;496;470;26.0;277;64.2;60.7;21.0;5.3
562;Mannen en vrouwen;Limburg (PV);1999;771;491;468;23.0;280;63.7;60.7;17.0;4.7
563;Mannen en vrouwen;Limburg (PV);2000;774;502;482;20.0;272;64.8;62.2;17.0;4.0
564;Mannen en vrouwen;Limburg (PV);2001 voor revisie;773;506;486;20.0;267;65.4;62.9;9.0;3.9
565;Mannen en vrouwen;Limburg (PV);2001 na revisie;784;489;471;18.0;295;62.4;60.1;13.0;3.7
566;Mannen en vrouwen;Limburg (PV);2002;772;495;470;25.0;277;64.2;60.9;17.0;5.1
567;Mannen en vrouwen;Limburg (PV);2003;769;492;462;29.0;278;63.9;60.1;23.0;6.0
568;Mannen en vrouwen;Limburg (PV);2004;765;504;466;37.0;262;65.8;60.9;29.0;7.4
569;Mannen en vrouwen;Limburg (PV);2005;762;505;468;37.0;256;66.3;61.4;28.0;7.4
570;Mannen en vrouwen;Limburg (PV);2006;758;503;471;32.0;254;66.4;62.2;24.0;6.3
571;Mannen en vrouwen;Limburg (PV);2007;754;504;475;29.0;250;66.8;63.0;16.0;5.7
572;Mannen en vrouwen;Limburg (PV);2008;750;509;485;23.0;241;67.9;64.7;12.0;4.6
573;Mannen en vrouwen;Limburg (PV);2009;747;510;480;30.0;236;68.3;64.3;19.0;5.9
574;Mannen en vrouwen;Limburg (PV);2010;748;506;475;31.0;242;67.6;63.5;19.0;6.1
575;Mannen en vrouwen;Limburg (PV);2011;742;505;480;26.0;237;68.1;64.7;15.0;5.1
576;Mannen en vrouwen;Limburg (PV);2012;736;508;480;28.0;228;69.0;65.2;16.0;5.5
577;Mannen en vrouwen;Limburg (PV);2013;735;506;464;42.0;229;68.9;63.2;20.0;8.3
578;Mannen;Nederland;1981;4738;3632;3451;181.0;1106;76.7;72.8;217.0;5.0
579;Mannen;Nederland;1982;4791;3619;3346;273.0;1173;75.5;69.8;333.0;7.5
580;Mannen;Nederland;1983;4843;3636;3280;356.0;1207;75.1;67.7;446.0;9.8
581;Mannen;Nederland;1984;4898;3635;3289;346.0;1263;74.2;67.2;425.0;9.5
582;Mannen;Nederland;1985;4955;3643;3337;306.0;1312;73.5;67.3;358.0;8.4
583;Mannen;Nederland;1986;5010;3694;3432;262.0;1316;73.7;68.5;310.0;7.1
584;Mannen;Nederland;1987;5071;3763;3536;226.0;1308;74.2;69.7;278.0;6.0
585;Mannen;Nederland;1988;5115;3797;3564;233.0;1318;74.2;69.7;281.0;6.1
586;Mannen;Nederland;1989;5148;3825;3619;206.0;1323;74.3;70.3;244.0;5.4
587;Mannen;Nederland;1990;5182;3865;3686;179.0;1317;74.6;71.1;209.0;4.6
588;Mannen;Nederland;1991;5219;3912;3732;180.0;1307;75.0;71.5;190.0;4.6
589;Mannen;Nederland;1992;5250;3967;3781;186.0;1283;75.6;72.0;195.0;4.7
590;Mannen;Nederland;1993;5295;3999;3771;228.0;1296;75.5;71.2;240.0;5.7
591;Mannen;Nederland;1994;5317;4014;3747;266.0;1303;75.5;70.5;283.0;6.6
592;Mannen;Nederland;1995;5329;4067;3814;253.0;1262;76.3;71.6;260.0;6.2
593;Mannen;Nederland;1996;5343;4098;3870;228.0;1245;76.7;72.4;240.0;5.6
594;Mannen;Nederland;1997;5356;4140;3940;200.0;1216;77.3;73.6;199.0;4.8
595;Mannen;Nederland;1998;5368;4190;4036;153.0;1178;78.1;75.2;155.0;3.7
596;Mannen;Nederland;1999;5401;4233;4105;128.0;1168;78.4;76.0;114.0;3.0
597;Mannen;Nederland;2000;5434;4275;4162;114.0;1159;78.7;76.6;98.0;2.7
598;Mannen;Nederland;2001 voor revisie;5470;4293;4185;109.0;1176;78.5;76.5;55.0;2.5
599;Mannen;Nederland;2001 na revisie;5468;4285;4176;109.0;1183;78.4;76.4;77.0;2.5
600;Mannen;Nederland;2002;5497;4323;4176;147.0;1174;78.6;76.0;91.0;3.4
601;Mannen;Nederland;2003;5512;4317;4111;206.0;1194;78.3;74.6;144.0;4.8
602;Mannen;Nederland;2004;5516;4315;4068;247.0;1201;78.2;73.7;179.0;5.7
603;Mannen;Nederland;2005;5517;4306;4069;236.0;1211;78.0;73.8;164.0;5.5
604;Mannen;Nederland;2006;5517;4291;4100;191.0;1226;77.8;74.3;133.0;4.4
605;Mannen;Nederland;2007;5521;4339;4185;154.0;1182;78.6;75.8;93.0;3.5
606;Mannen;Nederland;2008;5533;4408;4266;142.0;1125;79.7;77.1;77.0;3.2
607;Mannen;Nederland;2009;5537;4397;4200;197.0;1140;79.4;75.9;110.0;4.5
608;Mannen;Nederland;2010;5533;4337;4119;218.0;1196;78.4;74.4;135.0;5.0
609;Mannen;Nederland;2011;5517;4319;4095;224.0;1198;78.3;74.2;125.0;5.2
610;Mannen;Nederland;2012;5519;4343;4069;274.0;1176;78.7;73.7;150.0;6.3
611;Mannen;Nederland;2013;5533;4354;3999;355.0;1179;78.7;72.3;201.0;8.2
612;Mannen;Noord-Nederland (LD);1981;508;382;358;24.0;126;75.3;70.5;30.0;6.3
613;Mannen;Noord-Nederland (LD);1982;514;378;342;36.0;136;73.6;66.6;45.0;9.5
614;Mannen;Noord-Nederland (LD);1983;520;377;331;47.0;142;72.7;63.7;59.0;12.3
615;Mannen;Noord-Nederland (LD);1984;526;378;332;46.0;148;71.9;63.1;57.0;12.2
616;Mannen;Noord-Nederland (LD);1985;532;380;337;43.0;152;71.4;63.4;51.0;11.3
617;Mannen;Noord-Nederland (LD);1986;535;384;349;34.0;151;71.8;65.3;40.0;9.0
618;Mannen;Noord-Nederland (LD);1987;539;390;362;28.0;149;72.4;67.1;33.0;7.2
619;Mannen;Noord-Nederland (LD);1988;541;385;356;29.0;156;71.2;65.8;36.0;7.6
620;Mannen;Noord-Nederland (LD);1989;543;389;363;26.0;154;71.6;66.9;33.0;6.6
621;Mannen;Noord-Nederland (LD);1990;545;390;366;23.0;155;71.5;67.2;28.0;6.0
622;Mannen;Noord-Nederland (LD);1991;547;396;374;22.0;151;72.4;68.5;25.0;5.4
623;Mannen;Noord-Nederland (LD);1992;548;399;377;22.0;150;72.7;68.7;24.0;5.6
624;Mannen;Noord-Nederland (LD);1993;551;399;372;27.0;152;72.4;67.5;31.0;6.8
625;Mannen;Noord-Nederland (LD);1994;554;403;372;31.0;151;72.7;67.1;36.0;7.7
626;Mannen;Noord-Nederland (LD);1995;557;406;378;28.0;151;72.9;67.9;34.0;7.0
627;Mannen;Noord-Nederland (LD);1996;557;414;384;30.0;144;74.2;68.9;33.0;7.2
628;Mannen;Noord-Nederland (LD);1997;558;418;393;25.0;140;74.9;70.5;28.0;5.9
629;Mannen;Noord-Nederland (LD);1998;559;430;407;23.0;129;76.9;72.8;23.0;5.4
630;Mannen;Noord-Nederland (LD);1999;562;430;409;21.0;132;76.5;72.7;19.0;4.9
631;Mannen;Noord-Nederland (LD);2000;565;425;410;14.0;140;75.2;72.7;14.0;3.4
632;Mannen;Noord-Nederland (LD);2001 voor revisie;569;430;417;13.0;139;75.6;73.3;7.0;3.1
633;Mannen;Noord-Nederland (LD);2001 na revisie;572;433;418;15.0;139;75.7;73.1;10.0;3.4
634;Mannen;Noord-Nederland (LD);2002;573;440;422;18.0;133;76.9;73.7;12.0;4.1
635;Mannen;Noord-Nederland (LD);2003;575;441;416;25.0;134;76.7;72.4;19.0;5.6
636;Mannen;Noord-Nederland (LD);2004;575;436;405;31.0;139;75.8;70.5;25.0;7.0
637;Mannen;Noord-Nederland (LD);2005;574;433;402;32.0;141;75.5;70.0;23.0;7.3
638;Mannen;Noord-Nederland (LD);2006;572;430;406;23.0;143;75.1;71.0;18.0;5.4
639;Mannen;Noord-Nederland (LD);2007;572;442;423;18.0;130;77.2;74.0;12.0;4.1
640;Mannen;Noord-Nederland (LD);2008;572;448;430;18.0;124;78.3;75.2;9.0;3.9
641;Mannen;Noord-Nederland (LD);2009;570;442;418;23.0;128;77.5;73.4;13.0;5.3
642;Mannen;Noord-Nederland (LD);2010;570;433;409;24.0;136;76.1;71.8;16.0;5.7
643;Mannen;Noord-Nederland (LD);2011;566;430;405;26.0;136;76.0;71.5;16.0;5.9
644;Mannen;Noord-Nederland (LD);2012;564;435;405;30.0;130;77.1;71.8;20.0;6.8
645;Mannen;Noord-Nederland (LD);2013;563;435;396;39.0;128;77.3;70.4;24.0;9.0
646;Mannen;Oost-Nederland (LD);1981;924;706;669;37.0;218;76.4;72.4;44.0;5.2
647;Mannen;Oost-Nederland (LD);1982;943;709;649;60.0;234;75.2;68.8;74.0;8.5
648;Mannen;Oost-Nederland (LD);1983;955;717;638;80.0;238;75.1;66.8;101.0;11.1
649;Mannen;Oost-Nederland (LD);1984;970;720;644;76.0;249;74.3;66.4;94.0;10.5
650;Mannen;Oost-Nederland (LD);1985;988;725;658;67.0;262;73.4;66.7;78.0;9.2
651;Mannen;Oost-Nederland (LD);1986;1003;740;680;59.0;263;73.8;67.9;66.0;8.0
652;Mannen;Oost-Nederland (LD);1987;1017;758;706;51.0;260;74.5;69.4;55.0;6.8
653;Mannen;Oost-Nederland (LD);1988;1029;762;715;47.0;267;74.1;69.5;57.0;6.2
654;Mannen;Oost-Nederland (LD);1989;1038;766;727;38.0;272;73.8;70.1;47.0;5.0
655;Mannen;Oost-Nederland (LD);1990;1047;787;752;36.0;259;75.2;71.8;40.0;4.5
656;Mannen;Oost-Nederland (LD);1991;1055;787;753;34.0;268;74.6;71.3;34.0;4.3
657;Mannen;Oost-Nederland (LD);1992;1064;805;770;35.0;259;75.7;72.4;37.0;4.4
658;Mannen;Oost-Nederland (LD);1993;1075;807;766;41.0;268;75.1;71.3;45.0;5.1
659;Mannen;Oost-Nederland (LD);1994;1084;823;774;50.0;260;76.0;71.4;51.0;6.0
660;Mannen;Oost-Nederland (LD);1995;1090;839;793;47.0;250;77.0;72.7;45.0;5.6
661;Mannen;Oost-Nederland (LD);1996;1097;839;800;40.0;258;76.5;72.9;40.0;4.7
662;Mannen;Oost-Nederland (LD);1997;1102;857;821;36.0;245;77.8;74.5;37.0;4.2
663;Mannen;Oost-Nederland (LD);1998;1108;863;838;26.0;244;77.9;75.6;27.0;3.0
664;Mannen;Oost-Nederland (LD);1999;1118;881;860;21.0;236;78.8;77.0;20.0;2.4
665;Mannen;Oost-Nederland (LD);2000;1126;892;873;19.0;234;79.2;77.5;16.0;2.2
666;Mannen;Oost-Nederland (LD);2001 voor revisie;1136;901;880;21.0;235;79.3;77.5;11.0;2.4
667;Mannen;Oost-Nederland (LD);2001 na revisie;1139;900;877;23.0;239;79.0;77.0;15.0;2.6
668;Mannen;Oost-Nederland (LD);2002;1147;906;878;28.0;241;79.0;76.5;16.0;3.1
669;Mannen;Oost-Nederland (LD);2003;1154;911;872;39.0;242;79.0;75.6;28.0;4.3
670;Mannen;Oost-Nederland (LD);2004;1156;913;860;53.0;244;78.9;74.4;37.0;5.8
671;Mannen;Oost-Nederland (LD);2005;1158;912;862;50.0;246;78.8;74.5;37.0;5.5
672;Mannen;Oost-Nederland (LD);2006;1161;911;872;38.0;250;78.5;75.2;28.0;4.2
673;Mannen;Oost-Nederland (LD);2007;1163;921;891;30.0;242;79.2;76.6;19.0;3.2
674;Mannen;Oost-Nederland (LD);2008;1166;942;912;29.0;224;80.8;78.3;18.0;3.1
675;Mannen;Oost-Nederland (LD);2009;1166;929;891;38.0;237;79.7;76.4;24.0;4.1
676;Mannen;Oost-Nederland (LD);2010;1165;916;873;43.0;249;78.6;74.9;27.0;4.7
677;Mannen;Oost-Nederland (LD);2011;1162;914;868;46.0;248;78.7;74.7;26.0;5.1
678;Mannen;Oost-Nederland (LD);2012;1160;914;860;54.0;247;78.8;74.1;34.0;5.9
679;Mannen;Oost-Nederland (LD);2013;1162;919;845;75.0;243;79.1;72.7;45.0;8.1
680;Mannen;West-Nederland (LD);1981;2225;1729;1659;70.0;496;77.7;74.6;80.0;4.0
681;Mannen;West-Nederland (LD);1982;2243;1719;1615;105.0;523;76.7;72.0;123.0;6.1
682;Mannen;West-Nederland (LD);1983;2261;1725;1586;139.0;536;76.3;70.1;169.0;8.1
683;Mannen;West-Nederland (LD);1984;2280;1719;1583;136.0;562;75.4;69.4;162.0;7.9
684;Mannen;West-Nederland (LD);1985;2300;1716;1594;121.0;584;74.6;69.3;138.0;7.1
685;Mannen;West-Nederland (LD);1986;2324;1734;1624;110.0;591;74.6;69.9;131.0;6.3
686;Mannen;West-Nederland (LD);1987;2357;1760;1659;101.0;597;74.7;70.4;129.0;5.7
687;Mannen;West-Nederland (LD);1988;2378;1781;1674;107.0;597;74.9;70.4;127.0;6.0
688;Mannen;West-Nederland (LD);1989;2393;1804;1704;100.0;589;75.4;71.2;115.0;5.6
689;Mannen;West-Nederland (LD);1990;2410;1810;1726;84.0;599;75.1;71.6;99.0;4.6
690;Mannen;West-Nederland (LD);1991;2430;1843;1754;89.0;587;75.8;72.2;93.0;4.8
691;Mannen;West-Nederland (LD);1992;2447;1874;1780;93.0;573;76.6;72.8;95.0;5.0
692;Mannen;West-Nederland (LD);1993;2469;1888;1777;111.0;580;76.5;72.0;116.0;5.9
693;Mannen;West-Nederland (LD);1994;2477;1885;1751;134.0;592;76.1;70.7;140.0;7.1
694;Mannen;West-Nederland (LD);1995;2476;1901;1774;127.0;576;76.8;71.6;129.0;6.7
695;Mannen;West-Nederland (LD);1996;2480;1918;1805;112.0;562;77.3;72.8;121.0;5.8
696;Mannen;West-Nederland (LD);1997;2488;1930;1830;100.0;558;77.6;73.6;98.0;5.2
697;Mannen;West-Nederland (LD);1998;2493;1950;1874;76.0;543;78.2;75.2;76.0;3.9
698;Mannen;West-Nederland (LD);1999;2511;1974;1913;61.0;537;78.6;76.2;56.0;3.1
699;Mannen;West-Nederland (LD);2000;2528;2006;1947;59.0;522;79.4;77.0;50.0;3.0
700;Mannen;West-Nederland (LD);2001 voor revisie;2545;2008;1956;52.0;537;78.9;76.9;27.0;2.6
701;Mannen;West-Nederland (LD);2001 na revisie;2528;2001;1952;49.0;527;79.1;77.2;36.0;2.4
702;Mannen;West-Nederland (LD);2002;2555;2025;1954;70.0;530;79.2;76.5;43.0;3.5
703;Mannen;West-Nederland (LD);2003;2564;2022;1925;98.0;541;78.9;75.1;66.0;4.8
704;Mannen;West-Nederland (LD);2004;2568;2022;1912;110.0;546;78.7;74.4;77.0;5.4
705;Mannen;West-Nederland (LD);2005;2572;2014;1906;108.0;558;78.3;74.1;70.0;5.4
706;Mannen;West-Nederland (LD);2006;2574;2013;1923;90.0;560;78.2;74.7;58.0;4.5
707;Mannen;West-Nederland (LD);2007;2578;2035;1961;74.0;543;78.9;76.1;43.0;3.6
708;Mannen;West-Nederland (LD);2008;2589;2066;1999;68.0;523;79.8;77.2;34.0;3.3
709;Mannen;West-Nederland (LD);2009;2597;2078;1986;92.0;520;80.0;76.5;47.0;4.4
710;Mannen;West-Nederland (LD);2010;2594;2050;1946;104.0;544;79.0;75.0;61.0;5.1
711;Mannen;West-Nederland (LD);2011;2593;2045;1933;112.0;548;78.9;74.6;58.0;5.5
712;Mannen;West-Nederland (LD);2012;2602;2064;1926;138.0;539;79.3;74.0;68.0;6.7
713;Mannen;West-Nederland (LD);2013;2615;2070;1901;169.0;544;79.2;72.7;91.0;8.2
714;Mannen;Zuid-Nederland (LD);1981;1082;815;765;50.0;266;75.4;70.7;63.0;6.2
715;Mannen;Zuid-Nederland (LD);1982;1092;812;740;72.0;280;74.4;67.8;91.0;8.9
716;Mannen;Zuid-Nederland (LD);1983;1108;816;725;91.0;291;73.7;65.5;116.0;11.1
717;Mannen;Zuid-Nederland (LD);1984;1122;819;730;88.0;303;73.0;65.1;112.0;10.8
718;Mannen;Zuid-Nederland (LD);1985;1137;823;747;75.0;314;72.4;65.8;91.0;9.2
719;Mannen;Zuid-Nederland (LD);1986;1148;837;778;58.0;312;72.8;67.8;73.0;7.0
720;Mannen;Zuid-Nederland (LD);1987;1158;855;809;46.0;303;73.8;69.9;61.0;5.4
721;Mannen;Zuid-Nederland (LD);1988;1167;868;819;49.0;299;74.4;70.2;60.0;5.7
722;Mannen;Zuid-Nederland (LD);1989;1174;866;825;42.0;307;73.8;70.2;48.0;4.8
723;Mannen;Zuid-Nederland (LD);1990;1181;878;842;36.0;303;74.4;71.3;42.0;4.1
724;Mannen;Zuid-Nederland (LD);1991;1187;885;850;35.0;301;74.6;71.7;39.0;4.0
725;Mannen;Zuid-Nederland (LD);1992;1191;889;854;35.0;302;74.6;71.7;39.0;4.0
726;Mannen;Zuid-Nederland (LD);1993;1200;904;856;48.0;296;75.4;71.4;48.0;5.3
727;Mannen;Zuid-Nederland (LD);1994;1203;903;851;52.0;299;75.1;70.8;56.0;5.8
728;Mannen;Zuid-Nederland (LD);1995;1206;921;870;51.0;285;76.4;72.1;51.0;5.5
729;Mannen;Zuid-Nederland (LD);1996;1208;927;881;46.0;281;76.8;72.9;45.0;5.0
730;Mannen;Zuid-Nederland (LD);1997;1207;934;895;39.0;273;77.4;74.1;36.0;4.2
731;Mannen;Zuid-Nederland (LD);1998;1207;946;917;28.0;261;78.3;76.0;29.0;3.0
732;Mannen;Zuid-Nederland (LD);1999;1210;948;923;25.0;262;78.3;76.2;20.0;2.7
733;Mannen;Zuid-Nederland (LD);2000;1217;952;932;20.0;264;78.3;76.6;18.0;2.1
734;Mannen;Zuid-Nederland (LD);2001 voor revisie;1220;954;932;22.0;266;78.2;76.4;11.0;2.3
735;Mannen;Zuid-Nederland (LD);2001 na revisie;1229;951;930;22.0;278;77.4;75.6;15.0;2.3
736;Mannen;Zuid-Nederland (LD);2002;1222;952;922;30.0;270;77.9;75.4;20.0;3.2
737;Mannen;Zuid-Nederland (LD);2003;1220;943;898;45.0;277;77.3;73.6;31.0;4.7
738;Mannen;Zuid-Nederland (LD);2004;1216;944;891;53.0;272;77.6;73.3;39.0;5.6
739;Mannen;Zuid-Nederland (LD);2005;1213;946;900;46.0;267;78.0;74.1;35.0;4.9
740;Mannen;Zuid-Nederland (LD);2006;1210;937;898;39.0;273;77.4;74.2;29.0;4.2
741;Mannen;Zuid-Nederland (LD);2007;1208;942;910;32.0;266;77.9;75.3;19.0;3.4
742;Mannen;Zuid-Nederland (LD);2008;1206;952;925;28.0;254;79.0;76.7;16.0;2.9
743;Mannen;Zuid-Nederland (LD);2009;1204;949;905;44.0;255;78.8;75.1;26.0;4.7
744;Mannen;Zuid-Nederland (LD);2010;1204;938;891;47.0;266;77.9;74.0;30.0;5.0
745;Mannen;Zuid-Nederland (LD);2011;1196;930;889;40.0;267;77.7;74.3;25.0;4.4
746;Mannen;Zuid-Nederland (LD);2012;1191;930;878;52.0;261;78.1;73.7;28.0;5.6
747;Mannen;Zuid-Nederland (LD);2013;1193;929;857;72.0;264;77.9;71.9;40.0;7.7
748;Mannen;Groningen (PV);1981;184;133;124;9.0;51;72.5;67.3;12.0;7.0
749;Mannen;Groningen (PV);1982;186;131;118;13.0;55;70.6;63.6;16.0;9.9
750;Mannen;Groningen (PV);1983;188;130;113;17.0;57;69.5;60.5;21.0;12.9
751;Mannen;Groningen (PV);1984;190;130;115;16.0;59;68.8;60.4;19.0;12.2
752;Mannen;Groningen (PV);1985;191;131;116;15.0;60;68.5;60.9;17.0;11.1
753;Mannen;Groningen (PV);1986;191;133;121;13.0;58;69.6;63.0;14.0;9.4
754;Mannen;Groningen (PV);1987;192;136;125;11.0;56;70.8;65.1;13.0;8.1
755;Mannen;Groningen (PV);1988;192;130;118;12.0;62;67.9;61.4;16.0;9.5
756;Mannen;Groningen (PV);1989;192;130;120;10.0;62;67.8;62.4;15.0;8.0
757;Mannen;Groningen (PV);1990;193;134;122;12.0;59;69.4;63.4;13.0;8.7
758;Mannen;Groningen (PV);1991;193;137;128;9.0;56;70.9;66.2;11.0;6.5
759;Mannen;Groningen (PV);1992;193;138;128;10.0;55;71.5;66.2;10.0;7.4
760;Mannen;Groningen (PV);1993;194;134;124;10.0;60;69.2;63.9;13.0;7.7
761;Mannen;Groningen (PV);1994;194;139;127;12.0;56;71.4;65.2;15.0;8.6
