ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;KorterDan1Jaar_2;KorterDanEenHalfJaar_3;k_6Tot12Maanden_4;LangerDan1Jaar_5;k_1Tot5Jaar_6;k_1Tot2Jaar_7;k_2Tot5Jaar_8;k_5Tot10Jaar_9;k_10Tot20Jaar_10;k_20JaarOfLanger_11;LangerDan1JaarExacteDuurOnbekend_12;Onbekend_13;GemiddeldeAncienniteit_14
2626;Mannen;2 Havo, vwo, mbo2-4;2022 2e kwartaal;1926;359;199;160;1517;563;167;397;294;330;330;0;50;9.4
2627;Mannen;2 Havo, vwo, mbo2-4;2022 3e kwartaal;1953;379;219;160;1531;549;185;364;318;324;341;0;44;9.3
2628;Mannen;2 Havo, vwo, mbo2-4;2022 4e kwartaal;1969;360;212;148;1563;595;215;380;299;334;334;0;46;9.3
2629;Mannen;2 Havo, vwo, mbo2-4;2022;1939;362;208;154;1532;570;182;389;299;331;332;0;45;9.4
2630;Mannen;2 Havo, vwo, mbo2-4;2023 1e kwartaal;1961;369;213;156;1547;609;216;393;286;325;327;0;45;9.4
2631;Mannen;2 Havo, vwo, mbo2-4;2023 2e kwartaal;1967;381;208;173;1545;596;231;365;307;316;327;0;41;9.2
2632;Mannen;2 Havo, vwo, mbo2-4;2023 3e kwartaal;1988;371;207;165;1569;587;235;353;336;312;333;0;48;9.1
2633;Mannen;2 Havo, vwo, mbo2-4;2023 4e kwartaal;1999;355;202;154;1599;627;233;394;322;321;329;0;45;9.2
2634;Mannen;2 Havo, vwo, mbo2-4;2023;1979;369;207;162;1565;605;229;376;313;319;329;0;45;9.2
2635;Mannen;2 Havo, vwo, mbo2-4;2024 1e kwartaal;1993;351;198;153;1590;644;232;411;321;310;316;0;52;9.1
2636;Mannen;2 Havo, vwo, mbo2-4;2024 2e kwartaal;1980;346;194;152;1579;622;223;399;338;302;317;0;55;9.1
2637;Mannen;2 Havo, vwo, mbo2-4;2024 3e kwartaal;1982;309;165;144;1614;593;227;366;370;317;333;0;59;9.3
2638;Mannen;2 Havo, vwo, mbo2-4;2024 4e kwartaal;1976;322;193;129;1599;606;216;390;360;315;319;0;55;9.2
2639;Mannen;2 Havo, vwo, mbo2-4;2024;1983;332;187;144;1596;616;224;391;347;311;321;0;56;9.2
2640;Mannen;3 Hbo, wo;2013 1e kwartaal;1442;192;103;89;1249;417;134;283;285;298;235;14;1;9.9
2641;Mannen;3 Hbo, wo;2013 2e kwartaal;1449;192;104;87;1256;420;139;281;285;301;237;12;1;9.9
2642;Mannen;3 Hbo, wo;2013 3e kwartaal;1459;194;107;87;1264;410;127;282;289;312;241;13;1;9.9
2643;Mannen;3 Hbo, wo;2013 4e kwartaal;1456;195;108;87;1260;398;131;267;307;309;233;13;1;9.9
2644;Mannen;3 Hbo, wo;2013;1451;193;106;88;1257;411;133;278;292;305;237;13;1;9.9
2645;Mannen;3 Hbo, wo;2014 1e kwartaal;1467;204;121;83;1261;404;125;280;313;299;230;14;2;9.9
2646;Mannen;3 Hbo, wo;2014 2e kwartaal;1481;210;115;95;1270;409;127;283;323;296;228;13;1;9.7
2647;Mannen;3 Hbo, wo;2014 3e kwartaal;1494;224;123;100;1270;393;128;264;316;318;232;11;1;9.8
2648;Mannen;3 Hbo, wo;2014 4e kwartaal;1508;214;114;101;1293;410;123;287;330;308;229;16;1;9.7
2649;Mannen;3 Hbo, wo;2014;1488;213;118;95;1273;404;126;278;321;305;230;14;1;9.8
2650;Mannen;3 Hbo, wo;2015 1e kwartaal;1524;216;118;98;1307;402;128;274;345;316;229;15;1;9.8
2651;Mannen;3 Hbo, wo;2015 2e kwartaal;1531;221;122;99;1309;410;134;276;333;315;237;14;1;9.8
2652;Mannen;3 Hbo, wo;2015 3e kwartaal;1540;230;118;112;1309;415;134;281;307;333;240;15;1;9.8
2653;Mannen;3 Hbo, wo;2015 4e kwartaal;1554;229;130;99;1324;420;139;281;327;331;235;12;1;9.7
2654;Mannen;3 Hbo, wo;2015 ;1537;224;122;102;1312;412;134;278;328;324;235;14;1;9.8
2655;Mannen;3 Hbo, wo;2016 1e kwartaal;1552;220;121;98;1331;414;151;263;335;328;241;13;1;10.0
2656;Mannen;3 Hbo, wo;2016 2e kwartaal;1541;229;123;106;1312;412;149;263;315;333;238;13;1;10.0
2657;Mannen;3 Hbo, wo;2016 3e kwartaal;1552;226;125;101;1325;417;142;275;299;342;254;13;0;10.0
2658;Mannen;3 Hbo, wo;2016 4e kwartaal;1577;250;146;103;1327;416;142;275;320;336;241;14;0;9.8
2659;Mannen;3 Hbo, wo;2016;1555;231;129;102;1324;415;146;269;317;335;243;13;1;10.0
2660;Mannen;3 Hbo, wo;2017 1e kwartaal;1578;254;148;105;1323;429;157;272;318;318;241;17;1;9.7
2661;Mannen;3 Hbo, wo;2017 2e kwartaal;1592;268;143;125;1323;446;166;280;300;321;237;18;1;9.5
2662;Mannen;3 Hbo, wo;2017 3e kwartaal;1612;255;134;121;1356;453;168;285;295;347;245;15;1;9.6
2663;Mannen;3 Hbo, wo;2017 4e kwartaal;1628;275;155;120;1352;464;169;295;287;353;234;14;1;9.4
2664;Mannen;3 Hbo, wo;2017;1602;263;145;118;1338;448;165;283;300;335;239;16;1;9.5
2665;Mannen;3 Hbo, wo;2018 1e kwartaal;1632;266;151;115;1365;456;164;292;305;356;232;17;1;9.4
2666;Mannen;3 Hbo, wo;2018 2e kwartaal;1663;282;150;132;1380;455;161;294;286;376;245;19;0;9.6
2667;Mannen;3 Hbo, wo;2018 3e kwartaal;1687;291;150;141;1395;474;170;303;268;372;265;17;1;9.5
2668;Mannen;3 Hbo, wo;2018 4e kwartaal;1701;285;159;126;1416;483;182;302;283;380;251;18;1;9.4
2669;Mannen;3 Hbo, wo;2018;1671;281;152;128;1389;467;169;298;285;371;248;18;1;9.5
2670;Mannen;3 Hbo, wo;2019 1e kwartaal;1717;275;154;121;1441;497;189;309;297;374;253;20;1;9.5
2671;Mannen;3 Hbo, wo;2019 2e kwartaal;1738;288;145;143;1449;503;192;311;290;373;265;17;1;9.5
2672;Mannen;3 Hbo, wo;2019 3e kwartaal;1752;290;146;144;1461;520;187;333;281;380;262;19;1;9.3
2673;Mannen;3 Hbo, wo;2019 4e kwartaal;1775;280;138;142;1494;535;190;345;289;384;265;21;1;9.4
2674;Mannen;3 Hbo, wo;2019;1746;283;146;137;1461;514;189;324;289;378;261;19;1;9.4
2675;Mannen;3 Hbo, wo;2020 1e kwartaal;1799;262;138;124;1537;566;210;356;298;385;268;19;1;9.6
2676;Mannen;3 Hbo, wo;2020 2e kwartaal;1790;253;125;127;1537;566;207;359;300;378;274;18;1;9.6
2677;Mannen;3 Hbo, wo;2020 3e kwartaal;1785;262;124;137;1522;570;204;366;277;364;294;18;1;9.5
2678;Mannen;3 Hbo, wo;2020 4e kwartaal;1823;263;145;119;1559;576;206;370;309;370;285;18;1;9.4
2679;Mannen;3 Hbo, wo;2020;1799;260;133;127;1539;569;207;363;296;374;281;18;1;9.5
2680;Mannen;3 Hbo, wo;2021 1e kwartaal;1867;259;160;99;1581;656;216;440;314;364;248;0;27;8.8
2681;Mannen;3 Hbo, wo;2021 2e kwartaal;1884;300;162;138;1559;636;189;448;323;356;244;0;26;8.5
2682;Mannen;3 Hbo, wo;2021 3e kwartaal;1926;306;164;142;1591;586;195;392;374;360;271;0;29;8.6
2683;Mannen;3 Hbo, wo;2021 4e kwartaal;1971;290;167;122;1649;645;198;447;366;375;262;0;32;8.5
2684;Mannen;3 Hbo, wo;2021;1912;288;163;125;1595;631;199;431;344;364;256;0;29;8.6
2685;Mannen;3 Hbo, wo;2022 1e kwartaal;1983;327;188;139;1626;664;194;470;344;369;250;0;30;8.4
2686;Mannen;3 Hbo, wo;2022 2e kwartaal;1991;336;182;153;1625;632;186;447;359;376;258;0;30;8.5
2687;Mannen;3 Hbo, wo;2022 3e kwartaal;2007;352;186;166;1629;600;208;391;387;385;258;0;27;8.3
2688;Mannen;3 Hbo, wo;2022 4e kwartaal;2017;340;185;155;1650;633;221;412;367;382;268;0;27;8.5
2689;Mannen;3 Hbo, wo;2022;1999;339;185;153;1633;632;202;430;364;378;259;0;28;8.4
2690;Mannen;3 Hbo, wo;2023 1e kwartaal;1993;334;179;155;1635;670;234;436;350;366;248;0;24;8.4
2691;Mannen;3 Hbo, wo;2023 2e kwartaal;1992;333;167;166;1635;667;235;433;358;359;250;0;25;8.3
2692;Mannen;3 Hbo, wo;2023 3e kwartaal;1993;305;151;154;1659;620;230;390;400;372;267;0;29;8.6
2693;Mannen;3 Hbo, wo;2023 4e kwartaal;1996;296;153;144;1671;654;236;418;392;366;259;0;29;8.5
2694;Mannen;3 Hbo, wo;2023;1994;317;162;155;1650;653;234;419;375;366;256;0;27;8.4
2695;Mannen;3 Hbo, wo;2024 1e kwartaal;1985;289;165;124;1667;683;229;454;369;359;256;0;28;8.6
2696;Mannen;3 Hbo, wo;2024 2e kwartaal;2018;297;154;143;1692;683;232;450;396;360;253;0;30;8.5
2697;Mannen;3 Hbo, wo;2024 3e kwartaal;2021;303;149;154;1689;610;221;389;436;380;263;0;30;8.6
2698;Mannen;3 Hbo, wo;2024 4e kwartaal;2037;293;164;129;1712;677;231;447;412;374;250;0;32;8.4
2699;Mannen;3 Hbo, wo;2024;2015;295;158;138;1690;663;228;435;403;368;255;0;30;8.5
2700;Mannen;Onderwijsniveau: weet niet of onbekend;2013 1e kwartaal;86;21;14;7;62;27;10;17;11;10;8;6;2;6.6
2701;Mannen;Onderwijsniveau: weet niet of onbekend;2013 2e kwartaal;96;28;16;13;66;27;13;14;12;10;8;8;2;5.8
2702;Mannen;Onderwijsniveau: weet niet of onbekend;2013 3e kwartaal;92;25;15;10;66;26;10;16;14;9;8;9;1;5.6
2703;Mannen;Onderwijsniveau: weet niet of onbekend;2013 4e kwartaal;93;21;15;7;70;29;14;16;16;10;8;8;1;5.9
2704;Mannen;Onderwijsniveau: weet niet of onbekend;2013;92;24;15;9;66;27;12;16;13;10;8;8;1;5.9
2705;Mannen;Onderwijsniveau: weet niet of onbekend;2014 1e kwartaal;72;17;11;6;54;18;8;11;12;7;10;6;1;7.4
2706;Mannen;Onderwijsniveau: weet niet of onbekend;2014 2e kwartaal;55;9;5;4;45;13;6;7;10;9;8;5;1;8.5
2707;Mannen;Onderwijsniveau: weet niet of onbekend;2014 3e kwartaal;42;6;3;3;35;8;3;5;6;10;7;4;1;9.6
2708;Mannen;Onderwijsniveau: weet niet of onbekend;2014 4e kwartaal;40;6;4;2;33;9;5;4;6;9;6;3;1;9.1
2709;Mannen;Onderwijsniveau: weet niet of onbekend;2014;52;10;6;4;42;12;5;7;9;9;7;5;1;8.5
2710;Mannen;Onderwijsniveau: weet niet of onbekend;2015 1e kwartaal;46;8;6;2;37;10;5;6;7;9;5;5;1;8.1
2711;Mannen;Onderwijsniveau: weet niet of onbekend;2015 2e kwartaal;42;7;4;3;33;8;3;5;7;10;6;3;1;9.3
2712;Mannen;Onderwijsniveau: weet niet of onbekend;2015 3e kwartaal;38;6;3;3;30;6;2;5;6;10;5;3;2;9.3
2713;Mannen;Onderwijsniveau: weet niet of onbekend;2015 4e kwartaal;37;5;3;1;30;7;1;5;7;8;7;2;2;10.8
2714;Mannen;Onderwijsniveau: weet niet of onbekend;2015 ;41;6;4;2;33;8;3;5;6;9;6;3;1;9.3
2715;Mannen;Onderwijsniveau: weet niet of onbekend;2016 1e kwartaal;44;8;4;4;35;7;2;5;7;9;7;5;1;9.2
2716;Mannen;Onderwijsniveau: weet niet of onbekend;2016 2e kwartaal;51;7;2;5;42;11;5;6;7;9;8;7;2;9.0
2717;Mannen;Onderwijsniveau: weet niet of onbekend;2016 3e kwartaal;55;7;4;2;47;10;4;6;8;14;8;8;2;9.8
2718;Mannen;Onderwijsniveau: weet niet of onbekend;2016 4e kwartaal;63;8;6;2;54;12;5;8;9;15;9;8;2;9.8
2719;Mannen;Onderwijsniveau: weet niet of onbekend;2016;54;7;4;3;44;10;4;6;8;12;8;7;2;9.5
2720;Mannen;Onderwijsniveau: weet niet of onbekend;2017 1e kwartaal;66;10;7;3;55;12;4;8;9;15;10;8;2;10.0
2721;Mannen;Onderwijsniveau: weet niet of onbekend;2017 2e kwartaal;60;11;7;4;48;12;5;7;6;10;12;8;1;9.9
2722;Mannen;Onderwijsniveau: weet niet of onbekend;2017 3e kwartaal;65;12;7;5;52;13;7;6;7;13;13;5;1;10.5
2723;Mannen;Onderwijsniveau: weet niet of onbekend;2017 4e kwartaal;61;13;4;9;47;11;4;7;6;14;10;6;2;9.3
2724;Mannen;Onderwijsniveau: weet niet of onbekend;2017;63;11;6;5;50;12;5;7;7;13;11;7;2;9.9
2725;Mannen;Onderwijsniveau: weet niet of onbekend;2018 1e kwartaal;59;8;4;4;49;12;6;6;6;13;11;6;1;10.8
2726;Mannen;Onderwijsniveau: weet niet of onbekend;2018 2e kwartaal;60;8;5;4;50;13;6;7;8;14;10;5;2;9.9
2727;Mannen;Onderwijsniveau: weet niet of onbekend;2018 3e kwartaal;60;10;4;5;49;13;5;8;6;14;12;5;1;10.6
2728;Mannen;Onderwijsniveau: weet niet of onbekend;2018 4e kwartaal;68;10;5;5;56;17;7;10;6;14;12;7;1;9.3
2729;Mannen;Onderwijsniveau: weet niet of onbekend;2018;62;9;5;4;51;14;6;8;7;14;11;6;1;10.1
2730;Mannen;Onderwijsniveau: weet niet of onbekend;2019 1e kwartaal;72;14;8;5;57;19;9;9;7;14;14;5;1;9.5
2731;Mannen;Onderwijsniveau: weet niet of onbekend;2019 2e kwartaal;70;12;6;6;57;15;6;9;8;14;12;7;1;9.5
2732;Mannen;Onderwijsniveau: weet niet of onbekend;2019 3e kwartaal;75;13;7;5;61;18;6;12;7;15;13;8;2;8.9
2733;Mannen;Onderwijsniveau: weet niet of onbekend;2019 4e kwartaal;82;15;5;10;66;18;4;13;7;17;14;10;1;9.3
2734;Mannen;Onderwijsniveau: weet niet of onbekend;2019;75;13;7;6;60;17;6;11;7;15;13;8;1;9.3
2735;Mannen;Onderwijsniveau: weet niet of onbekend;2020 1e kwartaal;74;10;4;6;62;18;6;12;6;15;13;11;1;9.5
2736;Mannen;Onderwijsniveau: weet niet of onbekend;2020 2e kwartaal;77;11;7;4;65;13;7;6;6;18;16;12;1;10.8
2737;Mannen;Onderwijsniveau: weet niet of onbekend;2020 3e kwartaal;75;6;3;4;67;18;7;11;6;17;17;9;2;10.8
2738;Mannen;Onderwijsniveau: weet niet of onbekend;2020 4e kwartaal;65;5;1;4;57;16;5;11;6;15;12;8;2;10.2
2739;Mannen;Onderwijsniveau: weet niet of onbekend;2020;73;8;4;4;63;16;6;10;6;16;14;10;2;10.3
2740;Mannen;Onderwijsniveau: weet niet of onbekend;2021 1e kwartaal;40;2;2;0;30;13;6;8;8;6;3;0;7;7.1
2741;Mannen;Onderwijsniveau: weet niet of onbekend;2021 2e kwartaal;33;7;3;4;24;10;5;5;8;2;4;0;2;7.5
2742;Mannen;Onderwijsniveau: weet niet of onbekend;2021 3e kwartaal;28;5;4;1;20;9;4;5;5;4;2;0;3;
2743;Mannen;Onderwijsniveau: weet niet of onbekend;2021 4e kwartaal;30;8;6;2;20;10;3;7;3;4;3;0;2;
2744;Mannen;Onderwijsniveau: weet niet of onbekend;2021;33;6;4;2;24;10;5;6;6;4;3;0;3;7.0
2745;Mannen;Onderwijsniveau: weet niet of onbekend;2022 1e kwartaal;32;7;4;3;24;10;3;7;7;3;4;0;1;7.7
2746;Mannen;Onderwijsniveau: weet niet of onbekend;2022 2e kwartaal;28;5;2;3;22;12;2;11;4;3;3;0;1;
2747;Mannen;Onderwijsniveau: weet niet of onbekend;2022 3e kwartaal;30;4;3;1;21;11;5;6;3;3;4;0;4;
2748;Mannen;Onderwijsniveau: weet niet of onbekend;2022 4e kwartaal;30;6;3;2;22;10;2;8;4;3;4;0;3;7.3
2749;Mannen;Onderwijsniveau: weet niet of onbekend;2022;30;6;3;2;22;11;3;8;5;3;4;0;2;7.1
2750;Mannen;Onderwijsniveau: weet niet of onbekend;2023 1e kwartaal;25;4;3;2;19;10;5;5;2;4;2;0;2;
2751;Mannen;Onderwijsniveau: weet niet of onbekend;2023 2e kwartaal;19;3;1;2;14;8;2;6;2;2;2;0;2;
2752;Mannen;Onderwijsniveau: weet niet of onbekend;2023 3e kwartaal;22;3;2;1;18;8;4;4;2;4;3;0;1;
2753;Mannen;Onderwijsniveau: weet niet of onbekend;2023 4e kwartaal;24;5;2;3;17;8;3;4;3;4;3;0;1;
2754;Mannen;Onderwijsniveau: weet niet of onbekend;2023;23;4;2;2;17;9;4;5;2;4;2;0;2;7.5
2755;Mannen;Onderwijsniveau: weet niet of onbekend;2024 1e kwartaal;23;5;3;3;16;7;3;3;3;3;3;0;1;
2756;Mannen;Onderwijsniveau: weet niet of onbekend;2024 2e kwartaal;21;2;1;1;17;7;2;5;3;3;4;0;2;
2757;Mannen;Onderwijsniveau: weet niet of onbekend;2024 3e kwartaal;22;4;3;2;16;6;1;5;2;5;3;0;1;
2758;Mannen;Onderwijsniveau: weet niet of onbekend;2024 4e kwartaal;25;5;2;3;18;7;2;5;4;5;2;0;2;
2759;Mannen;Onderwijsniveau: weet niet of onbekend;2024;22;4;2;2;17;7;2;4;3;4;3;0;1;8.3
2760;Mannen;Werkkring: werknemer;2013 1e kwartaal;3717;681;383;298;3033;1074;400;674;613;646;655;45;3;9.7
2761;Mannen;Werkkring: werknemer;2013 2e kwartaal;3718;700;402;298;3014;1055;400;655;614;649;651;45;4;9.6
2762;Mannen;Werkkring: werknemer;2013 3e kwartaal;3708;703;424;280;3003;1043;379;664;611;657;649;44;2;9.6
2763;Mannen;Werkkring: werknemer;2013 4e kwartaal;3701;699;412;287;2999;1018;365;653;645;667;627;42;3;9.6
2764;Mannen;Werkkring: werknemer;2013;3711;696;405;291;3012;1048;386;662;621;655;645;44;3;9.6
2765;Mannen;Werkkring: werknemer;2014 1e kwartaal;3664;682;405;277;2979;1017;364;653;654;654;611;42;3;9.6
2766;Mannen;Werkkring: werknemer;2014 2e kwartaal;3698;710;406;304;2986;1026;369;657;655;658;604;43;2;9.5
2767;Mannen;Werkkring: werknemer;2014 3e kwartaal;3719;766;459;307;2950;983;357;627;638;661;627;41;2;9.5
2768;Mannen;Werkkring: werknemer;2014 4e kwartaal;3707;728;432;296;2977;1009;353;656;647;649;631;41;2;9.6
2769;Mannen;Werkkring: werknemer;2014;3697;722;426;296;2973;1009;361;648;649;655;618;42;2;9.6
2770;Mannen;Werkkring: werknemer;2015 1e kwartaal;3703;734;420;313;2968;1009;373;637;656;640;619;45;2;9.7
2771;Mannen;Werkkring: werknemer;2015 2e kwartaal;3737;760;438;322;2975;1006;380;625;657;645;624;44;2;9.6
2772;Mannen;Werkkring: werknemer;2015 3e kwartaal;3751;805;480;325;2944;983;372;611;616;677;622;47;2;9.5
2773;Mannen;Werkkring: werknemer;2015 4e kwartaal;3737;773;464;309;2961;981;360;621;644;682;611;43;3;9.6
2774;Mannen;Werkkring: werknemer;2015 ;3732;768;451;317;2962;995;371;624;643;661;619;45;2;9.6
2775;Mannen;Werkkring: werknemer;2016 1e kwartaal;3718;773;435;338;2944;985;403;582;648;661;603;47;1;9.6
2776;Mannen;Werkkring: werknemer;2016 2e kwartaal;3751;807;452;355;2941;999;412;587;630;667;596;49;3;9.4
2777;Mannen;Werkkring: werknemer;2016 3e kwartaal;3779;846;516;331;2930;993;408;584;581;694;617;46;2;9.4
2778;Mannen;Werkkring: werknemer;2016 4e kwartaal;3784;843;515;328;2939;1015;410;605;604;681;594;45;2;9.3
2779;Mannen;Werkkring: werknemer;2016;3758;817;479;338;2939;998;408;590;616;676;603;47;2;9.4
2780;Mannen;Werkkring: werknemer;2017 1e kwartaal;3771;831;477;354;2938;1032;427;605;603;656;602;45;3;9.4
2781;Mannen;Werkkring: werknemer;2017 2e kwartaal;3828;878;500;378;2947;1054;451;603;576;666;606;45;3;9.2
2782;Mannen;Werkkring: werknemer;2017 3e kwartaal;3868;888;536;352;2976;1048;442;606;541;713;629;46;3;9.3
2783;Mannen;Werkkring: werknemer;2017 4e kwartaal;3854;889;517;372;2960;1072;441;632;535;692;618;44;5;9.3
2784;Mannen;Werkkring: werknemer;2017;3830;871;507;364;2955;1052;440;611;564;682;614;45;3;9.3
2785;Mannen;Werkkring: werknemer;2018 1e kwartaal;3853;874;498;376;2975;1069;458;611;564;685;613;44;3;9.3
2786;Mannen;Werkkring: werknemer;2018 2e kwartaal;3900;907;510;397;2990;1096;466;631;529;701;616;48;2;9.2
2787;Mannen;Werkkring: werknemer;2018 3e kwartaal;3949;936;542;394;3011;1124;464;661;476;725;641;45;2;9.1
2788;Mannen;Werkkring: werknemer;2018 4e kwartaal;3950;923;542;380;3026;1128;468;660;499;726;622;50;2;9.0
2789;Mannen;Werkkring: werknemer;2018;3913;910;523;387;3001;1105;464;641;517;709;623;47;2;9.2
2790;Mannen;Werkkring: werknemer;2019 1e kwartaal;3950;895;496;399;3054;1168;506;662;519;711;608;47;2;9.0
2791;Mannen;Werkkring: werknemer;2019 2e kwartaal;3983;902;492;410;3079;1210;522;688;514;683;625;46;2;9.0
2792;Mannen;Werkkring: werknemer;2019 3e kwartaal;4006;927;524;404;3076;1222;494;728;486;680;638;50;3;8.9
2793;Mannen;Werkkring: werknemer;2019 4e kwartaal;3993;877;495;382;3114;1248;504;744;496;681;636;53;2;9.0
2794;Mannen;Werkkring: werknemer;2019;3983;900;502;399;3081;1212;506;705;504;689;627;49;2;9.0
2795;Mannen;Werkkring: werknemer;2020 1e kwartaal;3988;857;478;379;3129;1249;514;735;511;690;627;51;2;9.1
2796;Mannen;Werkkring: werknemer;2020 2e kwartaal;3912;783;409;374;3127;1225;499;725;513;685;647;57;3;9.3
2797;Mannen;Werkkring: werknemer;2020 3e kwartaal;3928;756;398;359;3169;1266;495;771;481;673;697;52;3;9.4
2798;Mannen;Werkkring: werknemer;2020 4e kwartaal;3920;773;452;321;3145;1260;460;800;507;651;675;52;3;9.3
2799;Mannen;Werkkring: werknemer;2020;3937;792;434;358;3142;1250;492;758;503;675;662;53;3;9.3
2800;Mannen;Werkkring: werknemer;2021 1e kwartaal;3868;674;423;251;3085;1419;514;905;491;624;552;0;109;8.6
2801;Mannen;Werkkring: werknemer;2021 2e kwartaal;3936;751;437;314;3094;1339;443;896;545;634;576;0;90;8.6
2802;Mannen;Werkkring: werknemer;2021 3e kwartaal;3985;792;493;299;3101;1229;439;790;613;643;616;0;92;8.6
2803;Mannen;Werkkring: werknemer;2021 4e kwartaal;4005;803;504;299;3113;1306;431;876;593;631;582;0;88;8.4
2804;Mannen;Werkkring: werknemer;2021;3948;755;464;291;3098;1323;457;867;561;633;582;0;95;8.6
2805;Mannen;Werkkring: werknemer;2022 1e kwartaal;4032;873;515;358;3075;1325;413;912;559;618;572;0;84;8.4
2806;Mannen;Werkkring: werknemer;2022 2e kwartaal;4087;923;507;416;3078;1282;412;870;594;611;590;0;85;8.3
2807;Mannen;Werkkring: werknemer;2022 3e kwartaal;4067;922;533;389;3062;1216;443;773;643;605;597;0;83;8.3
2808;Mannen;Werkkring: werknemer;2022 4e kwartaal;4098;909;539;370;3113;1309;497;813;608;604;592;0;76;8.2
2809;Mannen;Werkkring: werknemer;2022;4071;907;523;383;3082;1283;441;842;601;610;588;0;82;8.3
2810;Mannen;Werkkring: werknemer;2023 1e kwartaal;4117;912;509;402;3122;1368;517;851;588;583;582;0;84;8.3
2811;Mannen;Werkkring: werknemer;2023 2e kwartaal;4153;918;483;435;3151;1367;560;808;620;586;576;0;84;8.1
2812;Mannen;Werkkring: werknemer;2023 3e kwartaal;4143;872;480;392;3172;1292;543;749;685;590;605;0;98;8.3
2813;Mannen;Werkkring: werknemer;2023 4e kwartaal;4131;848;486;363;3185;1364;545;819;654;591;576;0;97;8.2
2814;Mannen;Werkkring: werknemer;2023;4136;888;490;398;3157;1348;541;807;637;588;585;0;91;8.2
2815;Mannen;Werkkring: werknemer;2024 1e kwartaal;4126;828;471;357;3205;1426;553;873;633;576;571;0;93;8.2
2816;Mannen;Werkkring: werknemer;2024 2e kwartaal;4141;838;466;372;3206;1407;551;856;672;564;563;0;96;8.1
2817;Mannen;Werkkring: werknemer;2024 3e kwartaal;4133;804;440;364;3232;1295;528;766;757;597;584;0;97;8.3
2818;Mannen;Werkkring: werknemer;2024 4e kwartaal;4129;806;485;320;3221;1383;525;859;717;578;542;0;102;8.0
2819;Mannen;Werkkring: werknemer;2024;4132;819;465;353;3216;1378;539;838;695;579;565;0;97;8.2
2820;Mannen;Werkkring: vaste arbeidsrelatie;2013 1e kwartaal;2557;144;64;81;2410;611;169;441;531;612;622;35;2;12.8
2821;Mannen;Werkkring: vaste arbeidsrelatie;2013 2e kwartaal;2542;144;60;84;2396;594;169;424;536;611;619;37;2;12.8
2822;Mannen;Werkkring: vaste arbeidsrelatie;2013 3e kwartaal;2515;130;53;77;2385;576;152;424;530;621;621;38;0;12.9
2823;Mannen;Werkkring: vaste arbeidsrelatie;2013 4e kwartaal;2486;120;52;68;2366;541;138;403;566;624;601;34;0;12.9
2824;Mannen;Werkkring: vaste arbeidsrelatie;2013;2525;134;57;77;2390;580;157;423;541;617;616;36;1;12.8
2825;Mannen;Werkkring: vaste arbeidsrelatie;2014 1e kwartaal;2464;113;48;65;2351;546;136;409;568;618;583;36;0;13.0
2826;Mannen;Werkkring: vaste arbeidsrelatie;2014 2e kwartaal;2470;123;51;72;2347;545;133;413;566;623;577;36;1;12.9
2827;Mannen;Werkkring: vaste arbeidsrelatie;2014 3e kwartaal;2477;132;59;73;2344;529;131;399;554;628;599;34;0;13.0
2828;Mannen;Werkkring: vaste arbeidsrelatie;2014 4e kwartaal;2488;132;56;75;2355;542;131;411;560;617;603;34;1;13.1
2829;Mannen;Werkkring: vaste arbeidsrelatie;2014;2475;125;54;71;2349;541;133;408;562;621;590;35;0;13.0
2830;Mannen;Werkkring: vaste arbeidsrelatie;2015 1e kwartaal;2490;141;64;77;2348;544;136;408;576;604;589;35;1;13.0
2831;Mannen;Werkkring: vaste arbeidsrelatie;2015 2e kwartaal;2487;140;59;80;2346;534;142;392;572;607;597;35;1;13.1
2832;Mannen;Werkkring: vaste arbeidsrelatie;2015 3e kwartaal;2464;140;60;81;2323;520;135;386;534;634;599;36;1;13.1
2833;Mannen;Werkkring: vaste arbeidsrelatie;2015 4e kwartaal;2475;136;59;78;2338;533;141;392;550;639;583;33;1;13.0
2834;Mannen;Werkkring: vaste arbeidsrelatie;2015 ;2479;140;61;79;2339;533;139;394;558;621;592;35;1;13.1
2835;Mannen;Werkkring: vaste arbeidsrelatie;2016 1e kwartaal;2484;141;63;78;2342;539;152;387;565;624;577;37;1;13.1
2836;Mannen;Werkkring: vaste arbeidsrelatie;2016 2e kwartaal;2481;156;68;88;2325;536;154;382;557;626;566;40;1;12.9
2837;Mannen;Werkkring: vaste arbeidsrelatie;2016 3e kwartaal;2466;150;66;84;2315;531;143;387;508;654;588;35;1;13.1
2838;Mannen;Werkkring: vaste arbeidsrelatie;2016 4e kwartaal;2480;150;64;86;2330;559;155;404;528;645;564;34;1;12.9
2839;Mannen;Werkkring: vaste arbeidsrelatie;2016;2478;149;65;84;2328;541;151;390;539;637;573;37;1;13.0
2840;Mannen;Werkkring: vaste arbeidsrelatie;2017 1e kwartaal;2485;150;63;87;2334;576;162;414;528;625;571;34;0;13.0
2841;Mannen;Werkkring: vaste arbeidsrelatie;2017 2e kwartaal;2479;148;57;91;2330;584;176;408;503;633;576;33;1;13.0
2842;Mannen;Werkkring: vaste arbeidsrelatie;2017 3e kwartaal;2511;140;58;82;2369;582;181;401;471;680;604;33;1;13.1
