ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
4745;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;5e 10%-groep (personen);Personen met verblijf;2021;660.0;660.0;47;47.0
4746;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2015;5150.0;5150.0;384;384.0
4747;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2016;5335.0;5335.0;396;396.0
4748;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2017;5370.0;5370.0;396;396.0
4749;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2018;5385.0;5385.0;393;393.0
4750;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2019;5590.0;5590.0;404;404.0
4751;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2020;5115.0;5115.0;367;367.0
4752;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Totaal met en zonder verblijf;2021;5595.0;5595.0;399;399.0
4753;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2015;4785.0;4785.0;357;357.0
4754;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2016;4965.0;4965.0;368;368.0
4755;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2017;5055.0;5055.0;372;372.0
4756;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2018;5110.0;5110.0;373;373.0
4757;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2019;5180.0;5180.0;374;374.0
4758;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2020;4625.0;4625.0;331;331.0
4759;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen zonder verblijf;2021;5080.0;5080.0;362;362.0
4760;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2015;365.0;365.0;27;27.0
4761;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2016;365.0;365.0;27;27.0
4762;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2017;315.0;315.0;23;23.0
4763;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2018;270.0;270.0;19;19.0
4764;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2019;405.0;405.0;29;29.0
4765;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2020;490.0;490.0;35;35.0
4766;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;6e 10%-groep (personen);Personen met verblijf;2021;520.0;520.0;36;36.0
4767;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2015;4795.0;4795.0;349;349.0
4768;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2016;4660.0;4660.0;338;338.0
4769;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2017;5095.0;5095.0;367;367.0
4770;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2018;5065.0;5065.0;362;362.0
4771;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2019;5155.0;5155.0;365;365.0
4772;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2020;4655.0;4655.0;326;326.0
4773;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Totaal met en zonder verblijf;2021;5235.0;5235.0;366;366.0
4774;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2015;4475.0;4475.0;326;326.0
4775;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2016;4340.0;4340.0;315;315.0
4776;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2017;4795.0;4795.0;345;345.0
4777;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2018;4810.0;4810.0;343;343.0
4778;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2019;4810.0;4810.0;340;340.0
4779;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2020;4235.0;4235.0;297;297.0
4780;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen zonder verblijf;2021;4760.0;4760.0;332;332.0
4781;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2015;320.0;320.0;23;23.0
4782;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2016;315.0;315.0;23;23.0
4783;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2017;300.0;300.0;21;21.0
4784;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2018;255.0;255.0;18;18.0
4785;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2019;345.0;345.0;24;24.0
4786;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2020;420.0;420.0;29;29.0
4787;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;7e 10%-groep (personen);Personen met verblijf;2021;480.0;480.0;33;33.0
4788;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;4280.0;4280.0;303;303.0
4789;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;4235.0;4235.0;299;299.0
4790;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2017;4560.0;4560.0;321;321.0
4791;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2018;4775.0;4775.0;333;333.0
4792;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2019;4715.0;4715.0;325;325.0
4793;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2020;4430.0;4430.0;303;303.0
4794;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Totaal met en zonder verblijf;2021;4725.0;4725.0;323;323.0
4795;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2015;3980.0;3980.0;282;282.0
4796;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2016;3970.0;3970.0;280;280.0
4797;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2017;4305.0;4305.0;303;303.0
4798;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2018;4485.0;4485.0;312;312.0
4799;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2019;4375.0;4375.0;302;302.0
4800;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2020;4010.0;4010.0;274;274.0
4801;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen zonder verblijf;2021;4355.0;4355.0;297;297.0
4802;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2015;300.0;300.0;21;21.0
4803;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2016;265.0;265.0;18;18.0
4804;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2017;260.0;260.0;18;18.0
4805;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2018;290.0;290.0;20;20.0
4806;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2019;340.0;340.0;23;23.0
4807;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2020;420.0;420.0;28;28.0
4808;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;8e 10%-groep (personen);Personen met verblijf;2021;370.0;370.0;25;25.0
4809;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2015;3840.0;3840.0;266;266.0
4810;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2016;3860.0;3860.0;266;266.0
4811;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2017;4110.0;4110.0;282;282.0
4812;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2018;4225.0;4225.0;288;288.0
4813;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2019;4275.0;4275.0;289;289.0
4814;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2020;4155.0;4155.0;278;278.0
4815;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Totaal met en zonder verblijf;2021;4305.0;4305.0;288;288.0
4816;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2015;3620.0;3620.0;251;251.0
4817;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2016;3615.0;3615.0;249;249.0
4818;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2017;3890.0;3890.0;267;267.0
4819;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2018;4030.0;4030.0;274;274.0
4820;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2019;4000.0;4000.0;270;270.0
4821;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2020;3820.0;3820.0;255;255.0
4822;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen zonder verblijf;2021;3930.0;3930.0;263;263.0
4823;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2015;220.0;220.0;15;15.0
4824;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2016;245.0;245.0;16;16.0
4825;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2017;225.0;225.0;15;15.0
4826;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2018;195.0;195.0;13;13.0
4827;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2019;275.0;275.0;18;18.0
4828;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2020;335.0;335.0;22;22.0
4829;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;9e 10%-groep (personen);Personen met verblijf;2021;375.0;375.0;25;25.0
4830;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2015;3365.0;3365.0;236;236.0
4831;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2016;3270.0;3270.0;227;227.0
4832;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2017;3470.0;3470.0;240;240.0
4833;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2018;3500.0;3500.0;241;241.0
4834;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2019;3855.0;3855.0;264;264.0
4835;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2020;3395.0;3395.0;231;231.0
4836;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2021;3820.0;3820.0;258;258.0
4837;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2015;3190.0;3190.0;224;224.0
4838;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2016;3105.0;3105.0;215;215.0
4839;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2017;3290.0;3290.0;227;227.0
4840;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2018;3320.0;3320.0;228;228.0
4841;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2019;3615.0;3615.0;247;247.0
4842;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2020;3150.0;3150.0;214;214.0
4843;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2021;3510.0;3510.0;237;237.0
4844;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2015;175.0;175.0;12;12.0
4845;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2016;165.0;165.0;11;11.0
4846;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2017;180.0;180.0;12;12.0
4847;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2018;180.0;180.0;12;12.0
4848;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2019;240.0;240.0;16;16.0
4849;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2020;250.0;250.0;16;16.0
4850;Totaal mannen en vrouwen;18 jaar of ouder;Geen of ontbrekende primaire diagnose;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2021;310.0;310.0;20;20.0
4851;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2015;;;5127;5127.0
4852;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2016;;;5079;5079.0
4853;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2017;;;5054;5054.0
4854;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2018;;;5309;5309.0
4855;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2019;;;5086;5086.0
4856;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2020;;;4990;4990.0
4857;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2021;;;5237;5237.0
4858;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2015;;;4733;4733.0
4859;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2016;;;4702;4702.0
4860;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2017;;;4700;4700.0
4861;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2018;;;4936;4936.0
4862;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2019;;;4723;4723.0
4863;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2020;;;4665;4665.0
4864;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen zonder verblijf;2021;;;4876;4876.0
4865;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2015;;;393;393.0
4866;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2016;;;377;377.0
4867;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2017;;;353;353.0
4868;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2018;;;372;372.0
4869;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2019;;;362;362.0
4870;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2020;;;325;325.0
4871;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;Totaal alle inkomens (personen);Personen met verblijf;2021;;;361;361.0
4872;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2015;;;9726;9726.0
4873;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2016;;;9437;9437.0
4874;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2017;;;9406;9406.0
4875;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2018;;;9946;9946.0
4876;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2019;;;9267;9267.0
4877;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2020;;;9194;9194.0
4878;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2021;;;9836;9836.0
4879;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2015;;;8667;8667.0
4880;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2016;;;8399;8399.0
4881;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2017;;;8411;8411.0
4882;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2018;;;8915;8915.0
4883;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2019;;;8217;8217.0
4884;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2020;;;8207;8207.0
4885;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2021;;;8759;8759.0
4886;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2015;;;1059;1059.0
4887;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2016;;;1038;1038.0
4888;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2017;;;995;995.0
4889;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2018;;;1031;1031.0
4890;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2019;;;1050;1050.0
4891;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2020;;;987;987.0
4892;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2021;;;1076;1076.0
4893;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;9833;9833.0
4894;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;9839;9839.0
4895;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;9674;9674.0
4896;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;9968;9968.0
4897;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;9463;9463.0
4898;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;8989;8989.0
4899;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;9342;9342.0
4900;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2015;;;8904;8904.0
