ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;Sterftekans_2;LevensverwInAlsGoedErvarenGezondh_3;LevensverwZonderLichBeperkingen_4;LevensverwZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
376;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;26.8;;19.3;21.6;7.6;25.3
377;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;27.7;;20.1;22.9;7.3;25.9
378;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Waarde;2011/2014;19.4;0.0136;10.0;12.1;3.4;16.9
379;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Waarde;2013/2016;19.4;0.0136;10.2;11.7;3.3;16.9
380;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Waarde;2015/2018;19.3;0.0133;10.8;11.9;3.3;16.7
381;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;19.3;;9.7;11.8;3.2;16.6
382;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;19.3;;9.9;11.4;3.0;16.6
383;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;19.1;;10.5;11.6;3.0;16.5
384;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;19.6;;10.3;12.5;3.7;17.2
385;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;19.5;;10.5;12.1;3.5;17.1
386;Totaal mannen en vrouwen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;19.4;;11.2;12.2;3.5;17.0
387;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;20.5;0.0118;12.8;14.8;4.0;18.7
388;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;20.5;0.0109;13.3;14.6;4.0;18.7
389;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;20.8;0.0117;13.4;15.0;3.9;19.1
390;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;20.3;;12.3;14.2;3.6;18.3
391;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;20.3;;12.8;14.1;3.6;18.4
392;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;20.5;;12.9;14.5;3.6;18.7
393;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;20.7;;13.3;15.3;4.4;19.1
394;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;20.7;;13.8;15.1;4.4;19.1
395;Totaal mannen en vrouwen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;21.0;;13.9;15.5;4.3;19.4
396;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Waarde;2011/2014;21.9;0.0086;15.1;16.8;5.2;20.6
397;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Waarde;2013/2016;22.2;0.0085;15.2;16.9;5.2;20.8
398;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Waarde;2015/2018;23.1;0.0091;16.1;18.2;5.1;21.5
399;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;21.6;;14.5;16.0;4.5;20.1
400;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;22.0;;14.5;16.1;4.6;20.4
401;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;22.8;;15.4;17.5;4.5;21.0
402;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;22.2;;15.8;17.5;5.8;21.1
403;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;22.4;;15.9;17.6;5.8;21.3
404;Totaal mannen en vrouwen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;23.4;;16.8;18.9;5.6;22.0
405;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Waarde;2011/2014;15.6;0.0222;7.6;9.0;2.4;13.4
406;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Waarde;2013/2016;15.6;0.0212;7.9;8.6;2.3;13.4
407;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Waarde;2015/2018;15.4;0.0222;8.3;8.7;2.3;13.3
408;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;15.5;;7.3;8.6;2.2;13.1
409;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;15.4;;7.5;8.2;2.1;13.1
410;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;15.3;;8.0;8.4;2.1;13.0
411;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;15.8;;7.9;9.3;2.7;13.7
412;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;15.7;;8.2;8.9;2.5;13.7
413;Totaal mannen en vrouwen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;15.6;;8.6;9.0;2.5;13.5
414;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;16.6;0.017;9.9;11.3;2.9;15.0
415;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;16.5;0.019;10.2;11.0;2.9;15.0
416;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;16.9;0.018;10.3;11.4;2.8;15.4
417;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;16.4;;9.5;10.7;2.5;14.6
418;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;16.3;;9.7;10.5;2.5;14.7
419;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;16.6;;9.8;10.9;2.5;15.1
420;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;16.8;;10.4;11.8;3.3;15.4
421;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;16.7;;10.7;11.5;3.2;15.4
422;Totaal mannen en vrouwen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;17.1;;10.8;11.9;3.1;15.8
423;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Waarde;2011/2014;17.8;0.015;11.9;12.8;3.8;16.7
424;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Waarde;2013/2016;18.1;0.0135;11.8;12.9;3.7;16.9
425;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Waarde;2015/2018;19.0;0.0131;12.8;14.3;3.5;17.7
426;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;17.5;;11.2;12.0;3.2;16.2
427;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;17.8;;11.1;12.1;3.1;16.5
428;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;18.7;;12.0;13.6;3.0;17.2
429;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;18.1;;12.6;13.6;4.4;17.2
430;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;18.3;;12.5;13.7;4.3;17.4
431;Totaal mannen en vrouwen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;19.4;;13.5;15.1;4.1;18.2
432;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Waarde;2011/2014;12.2;0.0338;5.5;6.2;1.8;10.2
433;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Waarde;2013/2016;12.0;0.0347;5.7;5.8;1.6;10.2
434;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Waarde;2015/2018;11.9;0.0337;6.2;5.9;1.5;10.2
435;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;12.0;;5.2;5.8;1.5;9.9
436;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;11.9;;5.4;5.5;1.4;9.9
437;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;11.8;;5.9;5.5;1.3;9.9
438;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;12.3;;5.7;6.5;2.0;10.5
439;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;12.2;;6.0;6.1;1.8;10.5
440;Totaal mannen en vrouwen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;12.1;;6.5;6.2;1.8;10.4
441;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;12.8;0.0343;7.3;8.1;2.0;11.5
442;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;12.9;0.0303;7.6;7.9;1.8;11.8
443;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;13.2;0.0325;7.9;8.2;1.8;12.0
444;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;12.6;;6.9;7.6;1.6;11.2
445;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;12.8;;7.2;7.4;1.4;11.5
446;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;13.0;;7.4;7.7;1.5;11.7
447;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;13.0;;7.8;8.7;2.4;11.9
448;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;13.1;;8.1;8.4;2.1;12.1
449;Totaal mannen en vrouwen;75 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;13.5;;8.4;8.7;2.1;12.4
450;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Waarde;2011/2014;13.9;0.0281;8.9;9.3;2.5;13.1
451;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Waarde;2013/2016;14.1;0.0265;8.9;9.2;2.5;13.2
452;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Waarde;2015/2018;15.2;0.0279;10.0;10.7;2.4;14.0
453;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;13.7;;8.2;8.5;1.8;12.6
454;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;13.9;;8.1;8.4;1.9;12.8
455;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;14.8;;9.2;10.0;1.9;13.5
456;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;14.2;;9.6;10.1;3.1;13.6
457;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;14.4;;9.6;10.0;3.1;13.7
458;Totaal mannen en vrouwen;75 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;15.5;;10.7;11.5;3.0;14.5
459;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Waarde;2011/2014;8.9;0.112;3.8;3.8;1.2;7.3
460;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Waarde;2013/2016;8.8;0.113;3.8;3.3;1.1;7.2
461;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Waarde;2015/2018;8.7;0.1154;4.1;3.3;1.0;7.2
462;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;8.9;;3.5;3.4;0.9;7.1
463;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;8.8;;3.5;3.0;0.8;7.0
464;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;8.6;;3.8;3.0;0.8;6.9
465;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;9.0;;4.0;4.1;1.4;7.6
466;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;8.9;;4.1;3.7;1.3;7.5
467;Totaal mannen en vrouwen;80 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;8.8;;4.4;3.6;1.2;7.4
468;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;9.8;0.1024;5.4;5.4;1.4;8.8
469;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;9.6;0.1039;5.5;5.2;1.2;8.8
470;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;10.1;0.0987;5.7;5.5;1.3;9.3
471;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;9.6;;5.0;4.8;1.0;8.4
472;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;9.5;;5.0;4.7;0.9;8.5
473;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;10.0;;5.2;5.0;0.9;8.9
474;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;9.9;;5.9;6.0;1.8;9.1
475;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;9.7;;5.9;5.8;1.6;9.1
476;Totaal mannen en vrouwen;80 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;10.3;;6.2;6.1;1.6;9.6
477;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Waarde;2011/2014;10.7;0.0936;6.3;6.2;1.9;10.0
478;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Waarde;2013/2016;10.8;0.0926;6.7;6.4;1.9;10.1
479;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Waarde;2015/2018;12.1;0.0829;7.9;8.0;1.7;11.1
480;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;10.5;;5.6;5.3;1.2;9.5
481;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;10.6;;6.0;5.6;1.3;9.7
482;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;11.8;;7.1;7.2;1.2;10.6
483;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;10.8;;7.0;7.1;2.6;10.4
484;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;10.9;;7.5;7.3;2.6;10.6
485;Totaal mannen en vrouwen;80 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;12.3;;8.6;8.8;2.3;11.6
486;Mannen;0 jaar;Laag onderwijsniveau;Waarde;2011/2014;77.0;0.0058;57.8;66.6;43.9;69.6
487;Mannen;0 jaar;Laag onderwijsniveau;Waarde;2013/2016;76.8;0.0063;57.4;66.2;42.0;68.6
488;Mannen;0 jaar;Laag onderwijsniveau;Waarde;2015/2018;76.3;0.0085;56.9;66.0;40.7;67.7
489;Mannen;0 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;76.7;;56.9;;42.6;
490;Mannen;0 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;76.4;;56.4;;40.8;
491;Mannen;0 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;75.7;;55.8;;39.6;
492;Mannen;0 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;77.2;;58.7;;45.1;
493;Mannen;0 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;77.2;;58.4;;43.2;
494;Mannen;0 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;76.8;;57.9;;41.9;
495;Mannen;0 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;79.8;0.0025;65.4;72.3;47.1;73.7
496;Mannen;0 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;79.9;0.0036;65.4;72.8;46.6;73.8
497;Mannen;0 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;80.3;0.0043;65.2;73.9;46.1;73.9
498;Mannen;0 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;79.5;;64.7;;46.2;
499;Mannen;0 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;79.6;;64.7;;45.8;
500;Mannen;0 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;80.0;;64.5;;45.3;
501;Mannen;0 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;80.1;;66.1;;48.0;
502;Mannen;0 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;80.2;;66.1;;47.4;
503;Mannen;0 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;80.6;;66.0;;46.9;
504;Mannen;0 jaar;Hoog onderwijsniveau;Waarde;2011/2014;83.0;0.0038;71.8;76.9;51.8;77.5
505;Mannen;0 jaar;Hoog onderwijsniveau;Waarde;2013/2016;83.3;0.0026;71.6;77.3;51.7;78.2
506;Mannen;0 jaar;Hoog onderwijsniveau;Waarde;2015/2018;84.2;0.0025;72.0;79.3;51.1;79.2
507;Mannen;0 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;82.6;;71.0;;50.7;
508;Mannen;0 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;83.0;;70.6;;50.6;
509;Mannen;0 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;83.9;;71.1;;50.1;
510;Mannen;0 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;83.4;;72.7;;52.9;
511;Mannen;0 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;83.6;;72.5;;52.7;
512;Mannen;0 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;84.6;;73.0;;52.0;
513;Mannen;1 jaar;Laag onderwijsniveau;Waarde;2011/2014;76.9;0.0002;57.6;66.5;43.7;69.5
514;Mannen;1 jaar;Laag onderwijsniveau;Waarde;2013/2016;76.8;0.0003;57.3;66.1;41.8;68.6
515;Mannen;1 jaar;Laag onderwijsniveau;Waarde;2015/2018;76.4;0.0003;56.8;66.1;40.6;67.8
516;Mannen;1 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;76.8;;56.8;;42.4;
517;Mannen;1 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;76.5;;56.3;;40.6;
518;Mannen;1 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;76.2;;55.8;;39.5;
519;Mannen;1 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;77.1;;58.5;;44.9;
520;Mannen;1 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;77.1;;58.2;;43.1;
521;Mannen;1 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;76.7;;57.9;;41.8;
522;Mannen;1 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;79.5;0.0003;65.1;71.9;46.7;73.4
523;Mannen;1 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;79.7;0.0003;65.1;72.6;46.3;73.6
524;Mannen;1 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;80.1;0.0002;65.0;73.7;45.8;73.7
525;Mannen;1 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;79.2;;64.4;;45.8;
526;Mannen;1 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;79.5;;64.4;;45.5;
527;Mannen;1 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;79.9;;64.3;;45.0;
528;Mannen;1 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;79.8;;65.8;;47.6;
529;Mannen;1 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;80.0;;65.8;;47.1;
530;Mannen;1 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;80.4;;65.8;;46.7;
531;Mannen;1 jaar;Hoog onderwijsniveau;Waarde;2011/2014;82.8;0.0002;71.6;76.7;51.5;77.4
532;Mannen;1 jaar;Hoog onderwijsniveau;Waarde;2013/2016;83.0;0.0002;71.3;77.0;51.3;77.9
533;Mannen;1 jaar;Hoog onderwijsniveau;Waarde;2015/2018;84.0;0.0001;71.7;79.0;50.7;78.9
534;Mannen;1 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;82.4;;70.8;;50.4;
535;Mannen;1 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;82.7;;70.4;;50.2;
536;Mannen;1 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;83.6;;70.8;;49.7;
537;Mannen;1 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;83.2;;72.5;;52.6;
538;Mannen;1 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;83.3;;72.2;;52.3;
539;Mannen;1 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;84.3;;72.7;;51.7;
540;Mannen;5 jaar;Laag onderwijsniveau;Waarde;2011/2014;73.0;0.0001;54.0;62.6;40.2;65.7
541;Mannen;5 jaar;Laag onderwijsniveau;Waarde;2013/2016;72.9;0.0001;53.7;62.2;38.4;64.7
542;Mannen;5 jaar;Laag onderwijsniveau;Waarde;2015/2018;72.5;0.0001;53.2;62.2;37.2;64.0
543;Mannen;5 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;72.8;;53.2;;38.9;
544;Mannen;5 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;72.6;;52.7;;37.2;
545;Mannen;5 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;72.3;;52.2;;36.0;
546;Mannen;5 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;73.1;;54.9;;41.4;
547;Mannen;5 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;73.2;;54.6;;39.6;
548;Mannen;5 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;72.8;;54.2;;38.3;
549;Mannen;5 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;75.6;0.0001;61.3;68.0;43.1;69.7
550;Mannen;5 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;75.8;0.0001;61.3;68.7;42.6;69.9
551;Mannen;5 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;76.2;0.0001;61.2;69.8;42.2;70.0
552;Mannen;5 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;75.3;;60.6;;42.2;
553;Mannen;5 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;75.6;;60.6;;41.8;
554;Mannen;5 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;75.9;;60.5;;41.4;
555;Mannen;5 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;75.9;;62.0;;44.0;
556;Mannen;5 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;76.0;;62.0;;43.5;
557;Mannen;5 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;76.5;;62.0;;43.0;
558;Mannen;5 jaar;Hoog onderwijsniveau;Waarde;2011/2014;78.9;0.0001;67.9;72.8;47.8;73.7
559;Mannen;5 jaar;Hoog onderwijsniveau;Waarde;2013/2016;79.1;0.0001;67.5;73.0;47.5;74.1
560;Mannen;5 jaar;Hoog onderwijsniveau;Waarde;2015/2018;80.0;0.0001;67.9;75.0;47.0;75.1
561;Mannen;5 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;78.5;;67.0;;46.7;
562;Mannen;5 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;78.8;;66.6;;46.5;
563;Mannen;5 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;79.6;;67.0;;46.0;
564;Mannen;5 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;79.2;;68.7;;48.9;
565;Mannen;5 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;79.4;;68.4;;48.6;
566;Mannen;5 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;80.4;;68.9;;47.9;
567;Mannen;10 jaar;Laag onderwijsniveau;Waarde;2011/2014;68.0;0.0001;49.3;57.6;35.7;60.8
568;Mannen;10 jaar;Laag onderwijsniveau;Waarde;2013/2016;67.9;0.0001;49.1;57.2;34.0;59.9
569;Mannen;10 jaar;Laag onderwijsniveau;Waarde;2015/2018;67.6;0.0002;48.5;57.2;32.9;59.1
570;Mannen;10 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;67.9;;48.4;56.7;34.5;59.9
571;Mannen;10 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;67.7;;48.1;56.4;32.8;59.0
572;Mannen;10 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;67.3;;47.6;56.4;31.8;58.2
573;Mannen;10 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;68.2;;50.1;58.5;36.9;61.7
574;Mannen;10 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;68.2;;50.0;58.0;35.2;60.7
575;Mannen;10 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;67.8;;49.5;58.0;34.0;59.9
576;Mannen;10 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;70.6;0.0001;56.5;63.0;38.6;65.1
577;Mannen;10 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;70.8;0.0001;56.4;63.7;38.2;65.3
578;Mannen;10 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;71.2;0.0001;56.4;64.8;37.7;65.2
