ID;Sectors;TypeOfNonFinancialAsset;Periods;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2010100_7
2478;General government;Ships;2009;1049.0;;;;;1009.0;105.6
2479;General government;Ships;2010;1009.0;;;;;944.0;100.0
2480;General government;Ships;2011;944.0;;;;;878.0;94.6
2481;General government;Ships;2012;878.0;;;;;827.0;89.5
2482;General government;Ships;2013;827.0;;;;;797.0;84.7
2483;General government;Ships;2014;797.0;;;;;778.0;80.9
2484;General government;Ships;2015;778.0;;;;;749.0;76.3
2485;General government;Ships;2016;749.0;;;;;736.0;75.0
2486;General government;Aircraft;1995;;;;;;1266.0;212.3
2487;General government;Aircraft;1996;1266.0;;;;;1475.0;242.9
2488;General government;Aircraft;1997;1475.0;;;;;1517.0;246.0
2489;General government;Aircraft;1998;1517.0;;;;;1539.0;247.8
2490;General government;Aircraft;1999;1539.0;;;;;1480.0;235.2
2491;General government;Aircraft;2000;1480.0;;;;;1383.0;216.9
2492;General government;Aircraft;2001;1383.0;;;;;1296.0;203.7
2493;General government;Aircraft;2002;1296.0;;;;;1212.0;188.7
2494;General government;Aircraft;2003;1212.0;;;;;1087.0;172.1
2495;General government;Aircraft;2004;1087.0;;;;;1001.0;157.6
2496;General government;Aircraft;2005;1001.0;;;;;977.0;147.5
2497;General government;Aircraft;2006;977.0;;;;;899.0;133.8
2498;General government;Aircraft;2007;899.0;;;;;836.0;121.3
2499;General government;Aircraft;2008;836.0;;;;;794.0;110.0
2500;General government;Aircraft;2009;794.0;;;;;802.0;107.5
2501;General government;Aircraft;2010;802.0;;;;;755.0;100.0
2502;General government;Aircraft;2011;755.0;;;;;699.0;92.3
2503;General government;Aircraft;2012;699.0;;;;;712.0;86.1
2504;General government;Aircraft;2013;712.0;;;;;651.0;79.7
2505;General government;Aircraft;2014;651.0;;;;;635.0;75.5
2506;General government;Aircraft;2015;635.0;;;;;694.0;79.4
2507;General government;Aircraft;2016;694.0;;;;;645.0;73.8
2508;General government;Computers;1995;;;;;;1369.0;7.1
2509;General government;Computers;1996;1369.0;;;;;1343.0;8.6
2510;General government;Computers;1997;1343.0;;;;;1362.0;10.7
2511;General government;Computers;1998;1362.0;;;;;1356.0;13.5
2512;General government;Computers;1999;1356.0;;;;;1475.0;17.9
2513;General government;Computers;2000;1475.0;;;;;1685.0;22.6
2514;General government;Computers;2001;1685.0;;;;;1746.0;27.0
2515;General government;Computers;2002;1746.0;;;;;1820.0;32.5
2516;General government;Computers;2003;1820.0;;;;;1945.0;39.3
2517;General government;Computers;2004;1945.0;;;;;2210.0;48.0
2518;General government;Computers;2005;2210.0;;;;;2305.0;55.9
2519;General government;Computers;2006;2305.0;;;;;2456.0;65.9
2520;General government;Computers;2007;2456.0;;;;;2516.0;71.7
2521;General government;Computers;2008;2516.0;;;;;2514.0;79.7
2522;General government;Computers;2009;2514.0;;;;;2614.0;90.0
2523;General government;Computers;2010;2614.0;;;;;2798.0;100.0
2524;General government;Computers;2011;2798.0;;;;;2784.0;104.5
2525;General government;Computers;2012;2784.0;;;;;2806.0;107.5
2526;General government;Computers;2013;2806.0;;;;;2908.0;111.6
2527;General government;Computers;2014;2908.0;;;;;2842.0;109.4
2528;General government;Computers;2015;2842.0;;;;;2720.0;107.5
2529;General government;Computers;2016;2720.0;;;;;2772.0;111.0
2530;General government;Telecommunications equipment;1995;;;;;;191.0;39.8
2531;General government;Telecommunications equipment;1996;191.0;;;;;223.0;46.2
2532;General government;Telecommunications equipment;1997;223.0;;;;;235.0;50.3
2533;General government;Telecommunications equipment;1998;235.0;;;;;257.0;54.3
2534;General government;Telecommunications equipment;1999;257.0;;;;;281.0;59.9
2535;General government;Telecommunications equipment;2000;281.0;;;;;313.0;65.7
2536;General government;Telecommunications equipment;2001;313.0;;;;;342.0;71.8
2537;General government;Telecommunications equipment;2002;342.0;;;;;311.0;65.3
2538;General government;Telecommunications equipment;2003;311.0;;;;;317.0;67.2
2539;General government;Telecommunications equipment;2004;317.0;;;;;317.0;69.9
2540;General government;Telecommunications equipment;2005;317.0;;;;;343.0;77.8
2541;General government;Telecommunications equipment;2006;343.0;;;;;357.0;84.4
2542;General government;Telecommunications equipment;2007;357.0;;;;;375.0;91.0
2543;General government;Telecommunications equipment;2008;375.0;;;;;382.0;92.2
2544;General government;Telecommunications equipment;2009;382.0;;;;;375.0;90.5
2545;General government;Telecommunications equipment;2010;375.0;;;;;411.0;100.0
2546;General government;Telecommunications equipment;2011;411.0;;;;;504.0;127.6
2547;General government;Telecommunications equipment;2012;504.0;;;;;575.0;147.3
2548;General government;Telecommunications equipment;2013;575.0;;;;;619.0;158.9
2549;General government;Telecommunications equipment;2014;619.0;;;;;658.0;170.0
2550;General government;Telecommunications equipment;2015;658.0;;;;;674.0;193.2
2551;General government;Telecommunications equipment;2016;674.0;;;;;731.0;214.0
2552;General government;Machinery and equipment;1995;;;;;;7825.0;85.5
2553;General government;Machinery and equipment;1996;7825.0;;;;;7644.0;83.9
2554;General government;Machinery and equipment;1997;7644.0;;;;;7764.0;85.3
2555;General government;Machinery and equipment;1998;7764.0;;;;;8550.0;92.9
2556;General government;Machinery and equipment;1999;8550.0;;;;;9164.0;99.3
2557;General government;Machinery and equipment;2000;9164.0;;;;;9424.0;100.3
2558;General government;Machinery and equipment;2001;9424.0;;;;;9641.0;102.3
2559;General government;Machinery and equipment;2002;9641.0;;;;;9910.0;103.5
2560;General government;Machinery and equipment;2003;9910.0;;;;;10018.0;104.4
2561;General government;Machinery and equipment;2004;10018.0;;;;;10225.0;106.0
2562;General government;Machinery and equipment;2005;10225.0;;;;;9598.0;97.6
2563;General government;Machinery and equipment;2006;9598.0;;;;;9531.0;96.0
2564;General government;Machinery and equipment;2007;9531.0;;;;;9728.0;96.1
2565;General government;Machinery and equipment;2008;9728.0;;;;;10140.0;97.2
2566;General government;Machinery and equipment;2009;10140.0;;;;;10602.0;100.3
2567;General government;Machinery and equipment;2010;10602.0;;;;;10733.0;100.0
2568;General government;Machinery and equipment;2011;10733.0;;;;;10963.0;101.5
2569;General government;Machinery and equipment;2012;10963.0;;;;;11067.0;100.1
2570;General government;Machinery and equipment;2013;11067.0;;;;;10790.0;96.8
2571;General government;Machinery and equipment;2014;10790.0;;;;;10262.0;90.9
2572;General government;Machinery and equipment;2015;10262.0;;;;;10652.0;87.7
2573;General government;Machinery and equipment;2016;10652.0;;;;;10536.0;85.8
2574;General government;Other tangible fixed assets;1995;;;;;;1204.0;36.2
2575;General government;Other tangible fixed assets;1996;1204.0;;;;;1433.0;42.3
2576;General government;Other tangible fixed assets;1997;1433.0;;;;;1801.0;52.4
2577;General government;Other tangible fixed assets;1998;1801.0;;;;;2270.0;64.9
2578;General government;Other tangible fixed assets;1999;2270.0;;;;;2630.0;74.1
2579;General government;Other tangible fixed assets;2000;2630.0;;;;;3091.0;84.9
2580;General government;Other tangible fixed assets;2001;3091.0;;;;;3364.0;89.6
2581;General government;Other tangible fixed assets;2002;3364.0;;;;;3886.0;100.7
2582;General government;Other tangible fixed assets;2003;3886.0;;;;;4226.0;108.1
2583;General government;Other tangible fixed assets;2004;4226.0;;;;;4404.0;110.2
2584;General government;Other tangible fixed assets;2005;4404.0;;;;;4479.0;110.3
2585;General government;Other tangible fixed assets;2006;4479.0;;;;;4445.0;108.0
2586;General government;Other tangible fixed assets;2007;4445.0;;;;;4548.0;108.7
2587;General government;Other tangible fixed assets;2008;4548.0;;;;;4421.0;103.8
2588;General government;Other tangible fixed assets;2009;4421.0;;;;;4536.0;103.3
2589;General government;Other tangible fixed assets;2010;4536.0;;;;;4455.0;100.0
2590;General government;Other tangible fixed assets;2011;4455.0;;;;;4388.0;97.0
2591;General government;Other tangible fixed assets;2012;4388.0;;;;;4374.0;95.1
2592;General government;Other tangible fixed assets;2013;4374.0;;;;;4303.0;93.2
2593;General government;Other tangible fixed assets;2014;4303.0;;;;;4297.0;92.8
2594;General government;Other tangible fixed assets;2015;4297.0;;;;;4287.0;91.7
2595;General government;Other tangible fixed assets;2016;4287.0;;;;;4362.0;92.7
2596;General government;Cultivated assets;1995;;;;;;0.0;100.0
2597;General government;Cultivated assets;1996;0.0;;;;;0.0;100.0
2598;General government;Cultivated assets;1997;0.0;;;;;0.0;100.0
2599;General government;Cultivated assets;1998;0.0;;;;;0.0;100.0
2600;General government;Cultivated assets;1999;0.0;;;;;0.0;100.0
2601;General government;Cultivated assets;2000;0.0;;;;;0.0;100.0
2602;General government;Cultivated assets;2001;0.0;;;;;0.0;100.0
2603;General government;Cultivated assets;2002;0.0;;;;;0.0;100.0
2604;General government;Cultivated assets;2003;0.0;;;;;0.0;100.0
2605;General government;Cultivated assets;2004;0.0;;;;;0.0;100.0
2606;General government;Cultivated assets;2005;0.0;;;;;0.0;100.0
2607;General government;Cultivated assets;2006;0.0;;;;;0.0;100.0
2608;General government;Cultivated assets;2007;0.0;;;;;0.0;100.0
2609;General government;Cultivated assets;2008;0.0;;;;;0.0;100.0
2610;General government;Cultivated assets;2009;0.0;;;;;0.0;100.0
2611;General government;Cultivated assets;2010;0.0;;;;;0.0;100.0
2612;General government;Cultivated assets;2011;0.0;;;;;0.0;100.0
2613;General government;Cultivated assets;2012;0.0;;;;;0.0;100.0
2614;General government;Cultivated assets;2013;0.0;;;;;0.0;100.0
2615;General government;Cultivated assets;2014;0.0;;;;;0.0;100.0
2616;General government;Cultivated assets;2015;0.0;;;;;0.0;100.0
2617;General government;Cultivated assets;2016;0.0;;;;;0.0;100.0
2618;General government;Research and development;1995;;;;;;10279.0;84.6
2619;General government;Research and development;1996;10279.0;;;;;10467.0;84.4
2620;General government;Research and development;1997;10467.0;;;;;10703.0;84.5
2621;General government;Research and development;1998;10703.0;;;;;10955.0;84.6
2622;General government;Research and development;1999;10955.0;;;;;11331.0;85.3
2623;General government;Research and development;2000;11331.0;;;;;11900.0;86.1
2624;General government;Research and development;2001;11900.0;;;;;12636.0;87.9
2625;General government;Research and development;2002;12636.0;;;;;13414.0;90.1
2626;General government;Research and development;2003;13414.0;;;;;14081.0;92.4
2627;General government;Research and development;2004;14081.0;;;;;14567.0;94.7
2628;General government;Research and development;2005;14567.0;;;;;15156.0;97.0
2629;General government;Research and development;2006;15156.0;;;;;15661.0;98.0
2630;General government;Research and development;2007;15661.0;;;;;16105.0;98.7
2631;General government;Research and development;2008;16105.0;;;;;16545.0;98.9
2632;General government;Research and development;2009;16545.0;;;;;17112.0;99.3
2633;General government;Research and development;2010;17112.0;;;;;17365.0;100.0
2634;General government;Research and development;2011;17365.0;;;;;17940.0;102.0
2635;General government;Research and development;2012;17940.0;;;;;18235.0;102.5
2636;General government;Research and development;2013;18235.0;;;;;18591.0;103.6
2637;General government;Research and development;2014;18591.0;;;;;18958.0;104.8
2638;General government;Research and development;2015;18958.0;;;;;19470.0;106.1
2639;General government;Research and development;2016;19470.0;;;;;20069.0;107.5
2640;General government;Computer software and databases;1995;;;;;;1737.0;28.6
2641;General government;Computer software and databases;1996;1737.0;;;;;1989.0;32.8
2642;General government;Computer software and databases;1997;1989.0;;;;;2277.0;38.0
2643;General government;Computer software and databases;1998;2277.0;;;;;2632.0;44.2
2644;General government;Computer software and databases;1999;2632.0;;;;;3062.0;50.0
2645;General government;Computer software and databases;2000;3062.0;;;;;3167.0;50.3
2646;General government;Computer software and databases;2001;3167.0;;;;;3553.0;54.8
2647;General government;Computer software and databases;2002;3553.0;;;;;3876.0;58.7
2648;General government;Computer software and databases;2003;3876.0;;;;;4271.0;64.0
2649;General government;Computer software and databases;2004;4271.0;;;;;4676.0;69.2
2650;General government;Computer software and databases;2005;4676.0;;;;;5143.0;74.6
2651;General government;Computer software and databases;2006;5143.0;;;;;6069.0;86.1
2652;General government;Computer software and databases;2007;6069.0;;;;;6478.0;88.5
2653;General government;Computer software and databases;2008;6478.0;;;;;6670.0;90.2
2654;General government;Computer software and databases;2009;6670.0;;;;;6805.0;93.0
2655;General government;Computer software and databases;2010;6805.0;;;;;7432.0;100.0
2656;General government;Computer software and databases;2011;7432.0;;;;;7478.0;103.3
2657;General government;Computer software and databases;2012;7478.0;;;;;7581.0;105.7
2658;General government;Computer software and databases;2013;7581.0;;;;;7847.0;108.6
2659;General government;Computer software and databases;2014;7847.0;;;;;8054.0;111.5
2660;General government;Computer software and databases;2015;8054.0;;;;;8641.0;117.9
2661;General government;Computer software and databases;2016;8641.0;;;;;9087.0;122.9
2662;General government;Other intangible fixed assets;1995;;;;;;0.0;100.0
2663;General government;Other intangible fixed assets;1996;0.0;;;;;0.0;100.0
2664;General government;Other intangible fixed assets;1997;0.0;;;;;0.0;100.0
2665;General government;Other intangible fixed assets;1998;0.0;;;;;0.0;100.0
2666;General government;Other intangible fixed assets;1999;0.0;;;;;0.0;100.0
2667;General government;Other intangible fixed assets;2000;0.0;;;;;0.0;100.0
2668;General government;Other intangible fixed assets;2001;0.0;;;;;0.0;100.0
2669;General government;Other intangible fixed assets;2002;0.0;;;;;0.0;100.0
2670;General government;Other intangible fixed assets;2003;0.0;;;;;0.0;100.0
2671;General government;Other intangible fixed assets;2004;0.0;;;;;0.0;100.0
2672;General government;Other intangible fixed assets;2005;0.0;;;;;0.0;100.0
2673;General government;Other intangible fixed assets;2006;0.0;;;;;0.0;100.0
2674;General government;Other intangible fixed assets;2007;0.0;;;;;0.0;100.0
2675;General government;Other intangible fixed assets;2008;0.0;;;;;0.0;100.0
2676;General government;Other intangible fixed assets;2009;0.0;;;;;0.0;100.0
2677;General government;Other intangible fixed assets;2010;0.0;;;;;0.0;100.0
2678;General government;Other intangible fixed assets;2011;0.0;;;;;0.0;100.0
2679;General government;Other intangible fixed assets;2012;0.0;;;;;0.0;100.0
2680;General government;Other intangible fixed assets;2013;0.0;;;;;0.0;100.0
2681;General government;Other intangible fixed assets;2014;0.0;;;;;0.0;100.0
2682;General government;Other intangible fixed assets;2015;0.0;;;;;0.0;100.0
2683;General government;Other intangible fixed assets;2016;0.0;;;;;0.0;100.0
2684;General government;Inventories;1995;;;;;;0.0;100.0
2685;General government;Inventories;1996;0.0;;;;;0.0;100.0
2686;General government;Inventories;1997;0.0;;;;;0.0;100.0
2687;General government;Inventories;1998;0.0;;;;;0.0;100.0
2688;General government;Inventories;1999;0.0;;;;;0.0;100.0
2689;General government;Inventories;2000;0.0;;;;;0.0;100.0
2690;General government;Inventories;2001;0.0;;;;;0.0;100.0
2691;General government;Inventories;2002;0.0;;;;;0.0;100.0
2692;General government;Inventories;2003;0.0;;;;;0.0;100.0
2693;General government;Inventories;2004;0.0;;;;;0.0;100.0
2694;General government;Inventories;2005;0.0;;;;;0.0;100.0
2695;General government;Inventories;2006;0.0;;;;;0.0;100.0
2696;General government;Inventories;2007;0.0;;;;;0.0;100.0
2697;General government;Inventories;2008;0.0;;;;;0.0;100.0
2698;General government;Inventories;2009;0.0;;;;;32.0;100.0
2699;General government;Inventories;2010;32.0;;;;;0.0;100.0
2700;General government;Inventories;2011;0.0;;;;;0.0;100.0
2701;General government;Inventories;2012;0.0;;;;;0.0;100.0
2702;General government;Inventories;2013;0.0;;;;;0.0;100.0
2703;General government;Inventories;2014;0.0;;;;;0.0;100.0
2704;General government;Inventories;2015;0.0;;;;;0.0;100.0
2705;General government;Inventories;2016;0.0;;;;;0.0;100.0
2706;General government;Total land;1995;;;;;;13599.0;87.5
2707;General government;Total land;1996;13599.0;;;;;17767.0;88.1
2708;General government;Total land;1997;17767.0;;;;;21988.0;83.6
2709;General government;Total land;1998;21988.0;;;;;26859.0;84.5
2710;General government;Total land;1999;26859.0;;;;;33360.0;85.5
2711;General government;Total land;2000;33360.0;;;;;38530.0;87.0
2712;General government;Total land;2001;38530.0;;;;;40032.0;88.5
2713;General government;Total land;2002;40032.0;;;;;40736.0;90.1
2714;General government;Total land;2003;40736.0;;;;;42135.0;91.9
2715;General government;Total land;2004;42135.0;;;;;44660.0;92.7
2716;General government;Total land;2005;44660.0;;;;;46383.0;93.6
2717;General government;Total land;2006;46383.0;;;;;48117.0;94.8
2718;General government;Total land;2007;48117.0;;;;;51625.0;95.9
2719;General government;Total land;2008;51625.0;;;;;53669.0;97.2
2720;General government;Total land;2009;53669.0;;;;;51114.0;98.5
2721;General government;Total land;2010;51114.0;;;;;49434.0;100.0
2722;General government;Total land;2011;49434.0;;;;;48509.0;100.5
2723;General government;Total land;2012;48509.0;;;;;44120.0;101.1
2724;General government;Total land;2013;44120.0;;;;;39462.0;100.8
2725;General government;Total land;2014;39462.0;;;;;36296.0;100.6
2726;General government;Total land;2015;36296.0;;;;;36780.0;101.0
2727;General government;Total land;2016;36780.0;;;;;35362.0;99.6
2728;General government;Land underlying dwellings;1995;;;;;;503.0;90.8
2729;General government;Land underlying dwellings;1996;503.0;;;;;673.0;90.3
2730;General government;Land underlying dwellings;1997;673.0;;;;;891.0;88.0
2731;General government;Land underlying dwellings;1998;891.0;;;;;1126.0;88.4
2732;General government;Land underlying dwellings;1999;1126.0;;;;;1515.0;88.1
2733;General government;Land underlying dwellings;2000;1515.0;;;;;1985.0;86.8
2734;General government;Land underlying dwellings;2001;1985.0;;;;;2301.0;86.9
2735;General government;Land underlying dwellings;2002;2301.0;;;;;2485.0;87.8
2736;General government;Land underlying dwellings;2003;2485.0;;;;;2546.0;87.7
2737;General government;Land underlying dwellings;2004;2546.0;;;;;2679.0;87.5
2738;General government;Land underlying dwellings;2005;2679.0;;;;;2812.0;87.3
2739;General government;Land underlying dwellings;2006;2812.0;;;;;3009.0;88.6
2740;General government;Land underlying dwellings;2007;3009.0;;;;;3350.0;92.8
2741;General government;Land underlying dwellings;2008;3350.0;;;;;3542.0;95.1
2742;General government;Land underlying dwellings;2009;3542.0;;;;;3299.0;97.8
2743;General government;Land underlying dwellings;2010;3299.0;;;;;3186.0;100.0
2744;General government;Land underlying dwellings;2011;3186.0;;;;;3180.0;102.6
2745;General government;Land underlying dwellings;2012;3180.0;;;;;2887.0;105.7
2746;General government;Land underlying dwellings;2013;2887.0;;;;;2605.0;108.9
2747;General government;Land underlying dwellings;2014;2605.0;;;;;2817.0;111.2
2748;General government;Land underlying dwellings;2015;2817.0;;;;;3121.0;111.9
2749;General government;Land underlying dwellings;2016;3121.0;;;;;3430.0;111.4
2750;General government;Land underlying non-residential building;1995;;;;;;11192.0;88.1
2751;General government;Land underlying non-residential building;1996;11192.0;;;;;14945.0;88.8
2752;General government;Land underlying non-residential building;1997;14945.0;;;;;18750.0;83.7
2753;General government;Land underlying non-residential building;1998;18750.0;;;;;23085.0;84.7
2754;General government;Land underlying non-residential building;1999;23085.0;;;;;28483.0;85.5
2755;General government;Land underlying non-residential building;2000;28483.0;;;;;32460.0;87.0
2756;General government;Land underlying non-residential building;2001;32460.0;;;;;33318.0;88.2
2757;General government;Land underlying non-residential building;2002;33318.0;;;;;33965.0;89.9
2758;General government;Land underlying non-residential building;2003;33965.0;;;;;35678.0;91.8
2759;General government;Land underlying non-residential building;2004;35678.0;;;;;38401.0;92.9
2760;General government;Land underlying non-residential building;2005;38401.0;;;;;40039.0;94.0
2761;General government;Land underlying non-residential building;2006;40039.0;;;;;41487.0;95.3
2762;General government;Land underlying non-residential building;2007;41487.0;;;;;44140.0;96.3
2763;General government;Land underlying non-residential building;2008;44140.0;;;;;45081.0;97.5
2764;General government;Land underlying non-residential building;2009;45081.0;;;;;42295.0;99.1
2765;General government;Land underlying non-residential building;2010;42295.0;;;;;40322.0;100.0
2766;General government;Land underlying non-residential building;2011;40322.0;;;;;39447.0;100.6
2767;General government;Land underlying non-residential building;2012;39447.0;;;;;34956.0;101.1
2768;General government;Land underlying non-residential building;2013;34956.0;;;;;30571.0;101.0
2769;General government;Land underlying non-residential building;2014;30571.0;;;;;27078.0;100.9
2770;General government;Land underlying non-residential building;2015;27078.0;;;;;26943.0;101.5
2771;General government;Land underlying non-residential building;2016;26943.0;;;;;24977.0;99.6
2772;General government;Land under cultivation;1995;;;;;;1904.0;83.2
2773;General government;Land under cultivation;1996;1904.0;;;;;2149.0;83.1
2774;General government;Land under cultivation;1997;2149.0;;;;;2346.0;83.1
2775;General government;Land under cultivation;1998;2346.0;;;;;2648.0;83.5
2776;General government;Land under cultivation;1999;2648.0;;;;;3362.0;86.7
2777;General government;Land under cultivation;2000;3362.0;;;;;4084.0;89.1
2778;General government;Land under cultivation;2001;4084.0;;;;;4413.0;93.3
2779;General government;Land under cultivation;2002;4413.0;;;;;4287.0;95.9
2780;General government;Land under cultivation;2003;4287.0;;;;;3911.0;96.7
2781;General government;Land under cultivation;2004;3911.0;;;;;3580.0;96.5
2782;General government;Land under cultivation;2005;3580.0;;;;;3533.0;95.8
2783;General government;Land under cultivation;2006;3533.0;;;;;3621.0;95.1
2784;General government;Land under cultivation;2007;3621.0;;;;;4135.0;95.4
2785;General government;Land under cultivation;2008;4135.0;;;;;5046.0;96.0
2786;General government;Land under cultivation;2009;5046.0;;;;;5520.0;94.9
2787;General government;Land under cultivation;2010;5520.0;;;;;5926.0;100.0
2788;General government;Land under cultivation;2011;5926.0;;;;;5882.0;98.3
2789;General government;Land under cultivation;2012;5882.0;;;;;6277.0;98.6
2790;General government;Land under cultivation;2013;6277.0;;;;;6287.0;96.5
2791;General government;Land under cultivation;2014;6287.0;;;;;6400.0;94.8
2792;General government;Land under cultivation;2015;6400.0;;;;;6717.0;94.2
2793;General government;Land under cultivation;2016;6717.0;;;;;6954.0;94.2
2794;General government;Oil and gas reserves;1995;;;;;;55748.0;148.2
2795;General government;Oil and gas reserves;1996;55748.0;12832.0;;-620.0;0.0;67961.0;146.9
2796;General government;Oil and gas reserves;1997;67961.0;3471.0;;-85.0;0.0;71346.0;146.7
2797;General government;Oil and gas reserves;1998;71346.0;-9102.0;;-1799.0;0.0;60446.0;142.4
2798;General government;Oil and gas reserves;1999;60446.0;-15333.0;;-1377.0;0.0;43737.0;138.1
2799;General government;Oil and gas reserves;2000;43737.0;35070.0;;-2577.0;0.0;76230.0;133.6
2800;General government;Oil and gas reserves;2001;76230.0;49569.0;;-2824.0;0.0;122974.0;130.6
2801;General government;Oil and gas reserves;2002;122974.0;-16909.0;;-3034.0;0.0;103030.0;126.9
2802;General government;Oil and gas reserves;2003;103030.0;6497.0;;-3986.0;0.0;105541.0;122.2
2803;General government;Oil and gas reserves;2004;105541.0;-252.0;;-2982.0;0.0;102307.0;118.8
2804;General government;Oil and gas reserves;2005;102307.0;28601.0;;-4877.0;0.0;126031.0;114.3
2805;General government;Oil and gas reserves;2006;126031.0;48949.0;;-7752.0;0.0;167227.0;109.3
2806;General government;Oil and gas reserves;2007;167227.0;-5045.0;;-5544.0;0.0;156639.0;105.5
2807;General government;Oil and gas reserves;2008;156639.0;50718.0;;-4172.0;0.0;203185.0;103.4
2808;General government;Oil and gas reserves;2009;203185.0;-52771.0;;4742.0;0.0;155156.0;106.7
2809;General government;Oil and gas reserves;2010;155156.0;-8193.0;;-9206.0;0.0;137757.0;100.0
2810;General government;Oil and gas reserves;2011;137757.0;29217.0;;-9859.0;0.0;157115.0;94.1
2811;General government;Oil and gas reserves;2012;157115.0;31029.0;;-12910.0;0.0;175235.0;87.6
2812;General government;Oil and gas reserves;2013;175235.0;-8303.0;;-12211.0;0.0;154721.0;81.2
2813;General government;Oil and gas reserves;2014;154721.0;-14264.0;;-16272.0;0.0;124185.0;71.8
2814;General government;Oil and gas reserves;2015;124185.0;-21738.0;;323.0;0.0;102770.0;72.0
2815;General government;Oil and gas reserves;2016;102770.0;-57054.0;;-4446.0;0.0;41270.0;65.0
2816;General government;Total consumer durables;1995;;;;;;;
2817;General government;Total consumer durables;1996;;;;;;;
2818;General government;Total consumer durables;1997;;;;;;;
2819;General government;Total consumer durables;1998;;;;;;;
2820;General government;Total consumer durables;1999;;;;;;;
2821;General government;Total consumer durables;2000;;;;;;;
2822;General government;Total consumer durables;2001;;;;;;;
2823;General government;Total consumer durables;2002;;;;;;;
2824;General government;Total consumer durables;2003;;;;;;;
2825;General government;Total consumer durables;2004;;;;;;;
2826;General government;Total consumer durables;2005;;;;;;;
2827;General government;Total consumer durables;2006;;;;;;;
2828;General government;Total consumer durables;2007;;;;;;;
2829;General government;Total consumer durables;2008;;;;;;;
2830;General government;Total consumer durables;2009;;;;;;;
2831;General government;Total consumer durables;2010;;;;;;;
2832;General government;Total consumer durables;2011;;;;;;;
2833;General government;Total consumer durables;2012;;;;;;;
2834;General government;Total consumer durables;2013;;;;;;;
2835;General government;Total consumer durables;2014;;;;;;;
2836;General government;Total consumer durables;2015;;;;;;;
2837;General government;Total consumer durables;2016;;;;;;;
2838;General government;Textiles and clothing;1995;;;;;;;
2839;General government;Textiles and clothing;1996;;;;;;;
2840;General government;Textiles and clothing;1997;;;;;;;
2841;General government;Textiles and clothing;1998;;;;;;;
2842;General government;Textiles and clothing;1999;;;;;;;
2843;General government;Textiles and clothing;2000;;;;;;;
2844;General government;Textiles and clothing;2001;;;;;;;
2845;General government;Textiles and clothing;2002;;;;;;;
2846;General government;Textiles and clothing;2003;;;;;;;
2847;General government;Textiles and clothing;2004;;;;;;;
2848;General government;Textiles and clothing;2005;;;;;;;
2849;General government;Textiles and clothing;2006;;;;;;;
2850;General government;Textiles and clothing;2007;;;;;;;
2851;General government;Textiles and clothing;2008;;;;;;;
2852;General government;Textiles and clothing;2009;;;;;;;
2853;General government;Textiles and clothing;2010;;;;;;;
2854;General government;Textiles and clothing;2011;;;;;;;
2855;General government;Textiles and clothing;2012;;;;;;;
2856;General government;Textiles and clothing;2013;;;;;;;
2857;General government;Textiles and clothing;2014;;;;;;;
2858;General government;Textiles and clothing;2015;;;;;;;
2859;General government;Textiles and clothing;2016;;;;;;;
2860;General government;Leather goods and footwear;1995;;;;;;;
2861;General government;Leather goods and footwear;1996;;;;;;;
2862;General government;Leather goods and footwear;1997;;;;;;;
2863;General government;Leather goods and footwear;1998;;;;;;;
2864;General government;Leather goods and footwear;1999;;;;;;;
2865;General government;Leather goods and footwear;2000;;;;;;;
2866;General government;Leather goods and footwear;2001;;;;;;;
2867;General government;Leather goods and footwear;2002;;;;;;;
2868;General government;Leather goods and footwear;2003;;;;;;;
2869;General government;Leather goods and footwear;2004;;;;;;;
2870;General government;Leather goods and footwear;2005;;;;;;;
2871;General government;Leather goods and footwear;2006;;;;;;;
2872;General government;Leather goods and footwear;2007;;;;;;;
2873;General government;Leather goods and footwear;2008;;;;;;;
2874;General government;Leather goods and footwear;2009;;;;;;;
2875;General government;Leather goods and footwear;2010;;;;;;;
2876;General government;Leather goods and footwear;2011;;;;;;;
2877;General government;Leather goods and footwear;2012;;;;;;;
2878;General government;Leather goods and footwear;2013;;;;;;;
2879;General government;Leather goods and footwear;2014;;;;;;;
2880;General government;Leather goods and footwear;2015;;;;;;;
2881;General government;Leather goods and footwear;2016;;;;;;;
2882;General government;Home furnishing;1995;;;;;;;
2883;General government;Home furnishing;1996;;;;;;;
2884;General government;Home furnishing;1997;;;;;;;
2885;General government;Home furnishing;1998;;;;;;;
2886;General government;Home furnishing;1999;;;;;;;
2887;General government;Home furnishing;2000;;;;;;;
2888;General government;Home furnishing;2001;;;;;;;
2889;General government;Home furnishing;2002;;;;;;;
2890;General government;Home furnishing;2003;;;;;;;
2891;General government;Home furnishing;2004;;;;;;;
2892;General government;Home furnishing;2005;;;;;;;
2893;General government;Home furnishing;2006;;;;;;;
2894;General government;Home furnishing;2007;;;;;;;
2895;General government;Home furnishing;2008;;;;;;;
2896;General government;Home furnishing;2009;;;;;;;
2897;General government;Home furnishing;2010;;;;;;;
2898;General government;Home furnishing;2011;;;;;;;
2899;General government;Home furnishing;2012;;;;;;;
2900;General government;Home furnishing;2013;;;;;;;
