ID;Overheidslaag;StandMutatie;Perioden;EMUSaldo_1;VorderingenTotaal_2;TotaalLanglopendeVorderingen_3;EffectenEnDeelnemingen_4;DeelnemInEigenBedrijfsmDiensten_5;OverigeLanglopendeVorderingen_6;TotaalKortlopendeVorderingen_7;RCOpEigenBedrijfsmatigDienst_8;RCOpDerdenNietFinancieleInstell_9;KasEnDaggeldleningTermijndepositoS_10;LiquideMiddelen_11;OverigeKortlopendeVorderingen_12;SchuldenTotaal_13;TotaalLanglopendeSchulden_14;ObligatiesEnMediumTermNotes_15;BelegdeResDoorEigBedrijfsmDienst_16;BelegdeReservesDoorDerden_17;Waarborgsommen_18;OverigeLanglopendeSchulden_19;KortlopendeSchuldenTotaal_20;RCBijEigenBedrijfsmatigeDiensten_21;RCBijDerdenNietFinancieleInstell_22;KasEnDaggeldleningTermijndepositoS_23;OverigeKortlopendeSchulden_24
223;Gemeenten totaal;Mutatie;2003 1e kwartaal*;1.3;2.3;-1.1;-0.1;-0.1;-0.9;3.4;0.0;0.0;0.1;0.3;3.0;1.0;0.6;0.0;0.0;0.0;0.0;0.6;0.5;-0.1;0.0;0.0;0.6
224;Gemeenten totaal;Mutatie;2003 2e kwartaal*;-0.2;0.7;0.2;-0.2;0.4;0.0;0.5;0.0;0.0;-0.2;0.2;0.4;0.9;0.2;0.0;0.1;0.0;0.0;0.1;0.7;0.0;0.1;0.0;0.6
225;Gemeenten totaal;Mutatie;2003 3e kwartaal*;-1.0;-1.3;-0.5;-0.1;0.0;-0.4;-0.8;0.3;0.0;-0.2;0.3;-1.2;-0.4;-0.4;0.0;0.1;0.0;0.0;-0.4;0.0;0.1;0.1;0.1;-0.3
226;Gemeenten totaal;Mutatie;2003 4e kwartaal*;-1.5;-3.1;-0.9;0.0;-0.3;-0.6;-2.1;-0.3;-0.1;0.1;-0.1;-1.7;-1.6;0.0;0.0;-0.2;0.1;0.0;0.1;-1.6;-0.1;0.0;-0.4;-1.0
227;Gemeenten totaal;Mutatie;2003 eindstand*;-1.7;-1.4;-2.4;-0.5;0.0;-2.0;1.0;0.0;-0.1;-0.2;0.7;0.6;0.0;0.4;-0.1;0.1;0.0;0.0;0.4;-0.4;-0.1;0.2;-0.2;-0.2
228;Gemeenten totaal;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
229;Gemeenten totaal;Mutatie;2004 1e kwartaal*;1.1;0.9;-1.0;-0.3;-0.3;-0.3;1.9;0.0;0.1;0.0;-0.4;2.2;-0.2;0.4;-0.2;0.1;0.0;0.0;0.6;-0.6;-0.1;-0.1;0.2;-0.6
230;Gemeenten totaal;Mutatie;2004 2e kwartaal*;-0.5;-0.9;-0.9;-0.1;0.0;-0.8;0.0;0.1;0.0;0.2;0.7;-1.0;-0.4;-0.4;0.0;0.0;0.0;0.0;-0.4;0.0;0.0;-0.1;-0.4;0.5
231;Gemeenten totaal;Mutatie;2004 3e kwartaal*;-1.0;-1.3;0.0;0.0;0.0;0.0;-1.3;0.1;0.0;0.0;-0.3;-1.0;-0.2;0.4;0.0;0.0;0.0;0.0;0.4;-0.6;0.0;0.0;0.3;-0.9
232;Gemeenten totaal;Mutatie;2004 4e kwartaal*;-1.3;-0.6;0.2;0.3;-0.1;-0.1;-0.8;-0.3;0.0;-0.1;-0.2;-0.2;0.7;-0.2;0.0;0.0;0.0;0.0;-0.2;0.9;0.0;0.2;0.6;0.1
233;Gemeenten totaal;Mutatie;2004 eindstand*;-1.8;-1.8;-1.6;-0.1;-0.4;-1.1;-0.2;0.0;0.1;0.0;-0.3;0.0;-0.1;0.2;-0.2;0.1;0.0;0.0;0.3;-0.3;0.0;0.0;0.6;-0.9
234;Gemeenten totaal;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
235;Gemeenten totaal;Mutatie;2005 1e kwartaal*;2.3;2.8;-0.2;0.0;0.0;-0.2;3.0;0.0;0.0;0.0;-0.1;3.1;0.5;0.4;0.0;0.0;0.0;0.0;0.4;0.1;0.0;0.1;0.2;-0.2
236;Gemeenten totaal;Mutatie;2005 2e kwartaal*;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.0;-1.3;0.1;0.6;-0.1;0.0;0.0;0.0;0.6;-0.5;0.0;0.3;-0.1;-0.7
237;Gemeenten totaal;Mutatie;2005 3e kwartaal*;-1.4;-2.6;-0.3;-0.1;-0.1;-0.1;-2.3;0.1;-0.2;0.1;-0.5;-1.9;-1.2;-0.3;-0.2;0.0;0.0;0.0;0.0;-0.9;0.1;-0.3;-0.5;-0.1
238;Gemeenten totaal;Mutatie;2005 4e kwartaal*;-2.4;-1.7;-1.0;0.1;-0.1;-1.1;-0.7;0.0;0.1;0.0;-0.6;-0.3;0.7;0.4;0.2;0.0;0.0;0.0;0.2;0.3;0.0;0.1;0.2;0.1
239;Gemeenten totaal;Mutatie;2005 eindstand*;-1.9;-1.5;-1.4;0.0;-0.2;-1.3;-0.1;0.1;0.0;0.4;-0.2;-0.3;0.1;1.1;-0.1;0.0;0.0;0.0;1.2;-1.0;0.0;0.2;-0.3;-0.9
240;Gemeenten >250.000 inwoners;Stand;2001 beginstand;;10.7;7.6;0.6;3.2;3.8;3.1;0.1;0.1;0.2;0.4;2.4;11.0;7.4;1.1;0.5;0.0;0.1;5.6;3.6;0.1;0.0;0.9;2.7
241;Gemeenten >250.000 inwoners;Stand;2001 1e kwartaal;;10.6;7.4;0.6;3.1;3.7;3.1;0.2;0.1;-0.4;0.3;3.0;10.9;7.2;1.2;0.5;0.0;0.1;5.4;3.6;0.0;0.0;0.2;3.4
242;Gemeenten >250.000 inwoners;Stand;2001 2e kwartaal;;10.8;7.4;0.6;3.1;3.7;3.4;0.3;0.1;-0.1;0.3;2.8;11.0;7.2;1.3;0.5;0.0;0.1;5.3;3.7;0.0;0.0;0.5;3.2
243;Gemeenten >250.000 inwoners;Stand;2001 3e kwartaal;;11.1;7.5;0.6;3.4;3.6;3.5;0.3;0.0;0.0;0.4;2.8;11.1;7.1;1.3;0.5;0.1;0.1;5.1;4.0;0.1;0.0;0.8;3.2
244;Gemeenten >250.000 inwoners;Stand;2001 4e kwartaal;;11.2;7.4;0.6;3.4;3.4;3.8;0.1;0.0;0.2;0.4;3.1;11.2;6.8;1.3;0.5;0.1;0.1;4.9;4.4;0.2;0.0;0.9;3.3
245;Gemeenten >250.000 inwoners;Stand;2001 eindstand;;11.2;7.4;0.6;3.4;3.4;3.8;0.1;0.0;0.2;0.4;3.1;11.2;6.8;1.3;0.5;0.1;0.1;4.9;4.4;0.2;0.0;0.9;3.3
246;Gemeenten >250.000 inwoners;Stand;2002 beginstand;;11.1;7.4;0.6;3.4;3.4;3.8;0.0;0.1;0.2;0.4;3.0;11.2;6.8;1.3;0.5;0.1;0.1;4.9;4.4;0.2;0.0;0.9;3.3
247;Gemeenten >250.000 inwoners;Stand;2002 1e kwartaal;;11.6;7.2;0.6;3.3;3.3;4.4;0.2;0.1;0.0;0.2;4.0;11.1;7.0;1.3;0.7;0.1;0.1;4.8;4.1;0.2;0.0;0.9;2.9
248;Gemeenten >250.000 inwoners;Stand;2002 2e kwartaal;;12.0;7.7;0.6;3.7;3.4;4.2;0.2;0.1;0.0;0.2;3.8;11.0;6.8;1.3;0.7;0.1;0.1;4.7;4.2;0.3;0.0;1.0;2.9
249;Gemeenten >250.000 inwoners;Stand;2002 3e kwartaal;;11.4;7.5;0.6;3.6;3.3;4.0;0.1;0.1;0.0;0.2;3.7;10.7;6.4;1.3;0.7;0.1;0.1;4.3;4.3;0.4;0.0;1.1;2.8
250;Gemeenten >250.000 inwoners;Stand;2002 4e kwartaal;;10.9;6.9;0.5;3.4;3.1;3.9;0.0;0.1;0.0;0.2;3.6;11.2;6.3;1.2;0.7;0.1;0.1;4.2;4.9;0.2;0.0;1.4;3.3
251;Gemeenten >250.000 inwoners;Stand;2002 eindstand;;10.9;6.9;0.5;3.4;3.1;3.9;0.0;0.1;0.0;0.2;3.6;11.2;6.3;1.2;0.7;0.1;0.1;4.2;4.9;0.2;0.0;1.4;3.3
252;Gemeenten >250.000 inwoners;Stand;2003 beginstand*;;10.9;6.9;0.7;3.4;2.8;3.9;0.0;0.1;0.0;0.5;3.3;10.9;6.3;1.2;0.7;0.1;0.1;4.2;4.5;0.2;0.0;1.3;3.0
253;Gemeenten >250.000 inwoners;Stand;2003 1e kwartaal*;;11.1;6.5;0.6;3.3;2.6;4.6;0.0;0.1;0.3;0.7;3.5;10.7;6.4;1.2;0.7;0.1;0.1;4.3;4.3;0.0;0.0;1.1;3.1
254;Gemeenten >250.000 inwoners;Stand;2003 2e kwartaal*;;11.8;6.6;0.6;3.6;2.4;5.2;0.1;0.1;0.1;0.8;4.2;11.3;6.6;1.2;0.8;0.1;0.1;4.4;4.7;0.0;0.1;1.1;3.4
255;Gemeenten >250.000 inwoners;Stand;2003 3e kwartaal*;;11.7;6.5;0.5;3.7;2.3;5.3;0.3;0.1;-0.1;0.9;4.0;10.9;6.6;1.2;0.8;0.2;0.1;4.4;4.3;0.2;0.1;1.0;3.0
256;Gemeenten >250.000 inwoners;Stand;2003 4e kwartaal*;;10.6;6.3;0.5;3.4;2.5;4.2;0.0;0.0;0.0;1.2;3.0;11.0;6.6;1.2;0.8;0.1;0.1;4.5;4.3;0.1;0.1;1.2;2.9
257;Gemeenten >250.000 inwoners;Stand;2003 eindstand*;;10.6;6.3;0.5;3.4;2.5;4.2;0.0;0.0;0.0;1.2;3.0;11.0;6.6;1.2;0.8;0.1;0.1;4.5;4.3;0.1;0.1;1.2;2.9
258;Gemeenten >250.000 inwoners;Stand;2004 beginstand*;;13.5;7.7;1.4;1.9;4.5;5.7;0.0;0.0;0.0;1.3;4.4;13.2;7.1;0.8;0.8;0.1;0.1;5.3;6.1;0.0;0.0;1.7;4.4
259;Gemeenten >250.000 inwoners;Stand;2004 1e kwartaal*;;12.4;7.1;1.0;1.5;4.6;5.2;0.1;0.1;0.1;0.9;4.0;12.8;7.5;0.6;0.9;0.1;0.1;5.8;5.3;-0.5;-0.1;1.8;4.0
260;Gemeenten >250.000 inwoners;Stand;2004 2e kwartaal*;;12.4;7.0;1.0;1.5;4.4;5.4;0.2;0.1;0.2;0.9;4.0;12.9;7.4;0.5;0.9;0.2;0.1;5.7;5.5;-0.4;0.0;1.6;4.4
261;Gemeenten >250.000 inwoners;Stand;2004 3e kwartaal*;;12.5;6.9;1.0;1.5;4.4;5.6;0.3;0.1;0.1;1.0;4.1;12.6;7.4;0.5;0.9;0.2;0.1;5.7;5.2;-0.2;0.0;1.6;3.8
262;Gemeenten >250.000 inwoners;Stand;2004 4e kwartaal*;;13.3;7.4;1.3;1.4;4.7;5.9;0.0;0.1;0.1;1.2;4.5;12.6;6.7;0.5;0.9;0.1;0.1;5.1;5.9;0.0;0.0;1.8;4.1
263;Gemeenten >250.000 inwoners;Stand;2004 eindstand*;;13.3;7.4;1.3;1.4;4.7;5.9;0.0;0.1;0.1;1.2;4.5;12.6;6.7;0.5;0.9;0.1;0.1;5.1;5.9;0.0;0.0;1.8;4.1
264;Gemeenten >250.000 inwoners;Stand;2005 beginstand*;;13.3;7.4;1.3;1.4;4.7;5.9;0.0;0.1;0.1;1.2;4.5;12.6;6.7;0.5;0.9;0.1;0.1;5.1;5.9;0.0;0.0;1.8;4.1
265;Gemeenten >250.000 inwoners;Stand;2005 1e kwartaal*;;13.6;7.4;1.3;1.4;4.6;6.2;0.0;0.1;0.1;1.1;4.8;12.6;6.7;0.5;0.9;0.1;0.1;5.1;5.9;0.0;0.0;1.8;4.1
266;Gemeenten >250.000 inwoners;Stand;2005 2e kwartaal*;;14.1;7.5;1.3;1.4;4.7;6.6;-0.1;0.1;0.2;1.1;5.2;12.8;6.6;0.4;0.9;0.1;0.1;5.0;6.2;0.0;0.3;2.1;3.7
267;Gemeenten >250.000 inwoners;Stand;2005 3e kwartaal*;;13.4;7.3;1.3;1.4;4.6;6.1;0.1;0.1;0.4;1.0;4.6;12.5;6.7;0.4;0.9;0.1;0.1;5.1;5.8;0.1;0.0;1.7;4.0
268;Gemeenten >250.000 inwoners;Stand;2005 4e kwartaal*;;12.5;6.9;1.3;1.4;4.2;5.7;0.1;0.1;0.4;0.5;4.5;12.2;6.3;0.4;0.9;0.1;0.1;4.7;6.0;0.1;0.0;1.8;4.0
269;Gemeenten >250.000 inwoners;Stand;2005 eindstand*;;12.5;6.9;1.3;1.4;4.2;5.7;0.1;0.1;0.4;0.5;4.5;12.2;6.3;0.4;0.9;0.1;0.1;4.7;6.0;0.1;0.0;1.8;4.0
270;Gemeenten >250.000 inwoners;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
271;Gemeenten >250.000 inwoners;Mutatie;2001 1e kwartaal;-0.1;-0.1;-0.2;0.0;-0.1;-0.1;0.0;0.1;0.0;-0.6;-0.1;0.7;-0.1;-0.1;0.1;0.0;0.0;0.0;-0.2;0.0;0.0;0.0;-0.6;0.7
272;Gemeenten >250.000 inwoners;Mutatie;2001 2e kwartaal;0.2;0.3;0.0;0.0;0.0;-0.1;0.3;0.1;0.0;0.4;0.1;-0.2;0.1;0.0;0.1;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.3;-0.2
273;Gemeenten >250.000 inwoners;Mutatie;2001 3e kwartaal;0.1;0.3;0.2;0.0;0.2;-0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.2;-0.1;0.0;0.0;0.0;0.0;-0.2;0.3;0.1;0.0;0.3;0.0
274;Gemeenten >250.000 inwoners;Mutatie;2001 4e kwartaal;0.1;0.1;-0.1;0.0;0.1;-0.2;0.3;-0.2;0.0;0.2;0.1;0.3;0.1;-0.3;0.0;0.0;0.0;0.0;-0.3;0.4;0.2;0.0;0.1;0.1
275;Gemeenten >250.000 inwoners;Mutatie;2001 eindstand;0.3;0.5;-0.2;0.0;0.3;-0.4;0.7;0.0;-0.1;0.0;0.0;0.7;0.2;-0.6;0.2;0.0;0.1;0.0;-0.8;0.8;0.2;0.0;0.0;0.6
276;Gemeenten >250.000 inwoners;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
277;Gemeenten >250.000 inwoners;Mutatie;2002 1e kwartaal;0.6;0.5;-0.2;0.0;-0.1;0.0;0.6;0.2;-0.1;-0.1;-0.3;0.9;-0.1;0.2;0.0;0.2;0.0;0.0;-0.1;-0.3;0.0;0.0;0.0;-0.4
278;Gemeenten >250.000 inwoners;Mutatie;2002 2e kwartaal;0.4;0.3;0.5;0.0;0.4;0.1;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.1;-0.2;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.0
279;Gemeenten >250.000 inwoners;Mutatie;2002 3e kwartaal;-0.2;-0.5;-0.3;0.0;-0.2;-0.1;-0.2;-0.1;0.0;0.0;0.0;-0.1;-0.3;-0.4;0.0;0.0;0.0;0.0;-0.4;0.1;0.1;0.0;0.2;-0.1
280;Gemeenten >250.000 inwoners;Mutatie;2002 4e kwartaal;-1.1;-0.6;-0.5;-0.1;-0.2;-0.2;0.0;0.0;0.1;0.0;0.0;-0.1;0.5;-0.1;0.0;0.0;0.1;0.0;-0.1;0.6;-0.2;0.0;0.3;0.5
281;Gemeenten >250.000 inwoners;Mutatie;2002 eindstand;-0.3;-0.3;-0.5;-0.1;-0.1;-0.3;0.2;0.0;0.0;-0.2;-0.2;0.5;0.0;-0.5;0.0;0.2;0.1;0.0;-0.7;0.5;-0.1;0.0;0.5;0.0
282;Gemeenten >250.000 inwoners;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
283;Gemeenten >250.000 inwoners;Mutatie;2003 1e kwartaal*;0.4;0.3;-0.4;-0.1;-0.1;-0.2;0.7;0.0;0.0;0.2;0.2;0.3;-0.1;0.1;0.0;0.0;0.0;0.0;0.1;-0.3;-0.1;0.0;-0.2;0.1
284;Gemeenten >250.000 inwoners;Mutatie;2003 2e kwartaal*;0.1;0.6;0.1;0.0;0.4;-0.2;0.6;0.0;0.0;-0.2;0.1;0.6;0.6;0.1;0.0;0.1;0.0;0.0;0.1;0.4;0.0;0.0;0.0;0.4
285;Gemeenten >250.000 inwoners;Mutatie;2003 3e kwartaal*;0.4;0.0;-0.1;-0.1;0.0;-0.1;0.1;0.3;0.0;-0.2;0.2;-0.2;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;-0.4;0.1;0.0;-0.2;-0.4
286;Gemeenten >250.000 inwoners;Mutatie;2003 4e kwartaal*;-1.2;-1.2;-0.1;-0.1;-0.3;0.2;-1.0;-0.3;0.0;0.1;0.3;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;-0.1;0.0;0.2;-0.1
287;Gemeenten >250.000 inwoners;Mutatie;2003 eindstand*;-0.4;-0.3;-0.6;-0.2;0.0;-0.4;0.3;0.0;-0.1;0.0;0.7;-0.3;0.1;0.3;-0.1;0.1;0.0;0.0;0.3;-0.2;-0.1;0.1;-0.2;-0.1
288;Gemeenten >250.000 inwoners;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
289;Gemeenten >250.000 inwoners;Mutatie;2004 1e kwartaal*;-0.7;-1.1;-0.6;-0.4;-0.3;0.1;-0.5;0.0;0.1;0.1;-0.3;-0.4;-0.4;0.4;-0.2;0.1;0.0;0.0;0.6;-0.8;-0.5;-0.1;0.1;-0.3
290;Gemeenten >250.000 inwoners;Mutatie;2004 2e kwartaal*;0.5;0.0;-0.2;0.0;0.0;-0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.3;0.1;0.0;-0.2;0.4
291;Gemeenten >250.000 inwoners;Mutatie;2004 3e kwartaal*;0.6;0.1;-0.1;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.1;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;-0.3;0.2;0.0;0.1;-0.6
292;Gemeenten >250.000 inwoners;Mutatie;2004 4e kwartaal*;0.3;0.8;0.5;0.3;-0.1;0.3;0.3;-0.3;0.0;0.0;0.2;0.4;0.0;-0.6;0.0;0.0;0.0;0.0;-0.6;0.7;0.2;0.0;0.2;0.2
293;Gemeenten >250.000 inwoners;Mutatie;2004 eindstand*;0.8;-0.2;-0.3;0.0;-0.4;0.2;0.1;0.0;0.1;0.1;-0.1;0.1;-0.5;-0.3;-0.3;0.1;0.0;0.0;-0.2;-0.2;0.0;0.0;0.1;-0.3
294;Gemeenten >250.000 inwoners;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
295;Gemeenten >250.000 inwoners;Mutatie;2005 1e kwartaal*;0.3;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.1;-0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
296;Gemeenten >250.000 inwoners;Mutatie;2005 2e kwartaal*;0.3;0.5;0.1;0.0;0.0;0.1;0.4;0.0;0.0;0.1;0.0;0.4;0.1;-0.1;-0.1;0.0;0.0;0.0;-0.1;0.3;0.0;0.3;0.3;-0.3
297;Gemeenten >250.000 inwoners;Mutatie;2005 3e kwartaal*;-0.4;-0.7;-0.2;0.0;-0.1;-0.1;-0.5;0.1;0.0;0.1;-0.1;-0.6;-0.3;0.0;-0.1;0.0;0.0;0.0;0.1;-0.3;0.1;-0.3;-0.4;0.3
298;Gemeenten >250.000 inwoners;Mutatie;2005 4e kwartaal*;-0.6;-0.9;-0.4;0.0;0.0;-0.4;-0.4;0.0;0.0;0.1;-0.4;-0.1;-0.3;-0.4;0.0;0.0;0.0;0.0;-0.4;0.2;0.0;0.1;0.1;0.0
299;Gemeenten >250.000 inwoners;Mutatie;2005 eindstand*;-0.4;-0.8;-0.6;0.0;-0.1;-0.5;-0.2;0.1;0.0;0.3;-0.7;0.0;-0.4;-0.5;-0.1;0.0;0.0;0.0;-0.4;0.1;0.1;0.0;0.0;0.0
300;Gemeenten 150.000 tot 250.000 inwoners;Stand;2001 beginstand;;3.9;3.2;0.1;0.0;3.1;0.6;0.0;0.0;0.0;0.1;0.5;4.7;3.8;0.0;0.0;0.0;0.0;3.8;0.8;0.0;0.0;0.2;0.7
301;Gemeenten 150.000 tot 250.000 inwoners;Stand;2001 1e kwartaal;;3.8;3.2;0.1;0.0;3.0;0.6;0.0;0.0;0.0;0.0;0.5;4.6;3.7;0.0;0.0;0.0;0.0;3.7;0.9;0.0;0.0;0.1;0.7
302;Gemeenten 150.000 tot 250.000 inwoners;Stand;2001 2e kwartaal;;3.8;3.2;0.1;0.0;3.0;0.7;0.0;0.0;0.0;0.0;0.6;4.7;3.8;0.0;0.0;0.0;0.0;3.7;1.0;0.0;0.0;0.2;0.8
303;Gemeenten 150.000 tot 250.000 inwoners;Stand;2001 3e kwartaal;;3.7;3.1;0.1;0.0;3.0;0.6;0.0;0.0;0.0;0.0;0.5;4.7;3.8;0.0;0.0;0.0;0.0;3.7;1.0;0.0;0.0;0.1;0.8
304;Gemeenten 150.000 tot 250.000 inwoners;Stand;2001 4e kwartaal;;3.6;3.0;0.1;0.1;2.9;0.6;0.0;0.0;0.0;0.0;0.5;4.6;3.7;0.0;0.0;0.0;0.0;3.7;0.9;0.0;0.0;0.1;0.7
305;Gemeenten 150.000 tot 250.000 inwoners;Stand;2001 eindstand;;3.6;3.0;0.1;0.1;2.9;0.6;0.0;0.0;0.0;0.0;0.5;4.6;3.7;0.0;0.0;0.0;0.0;3.7;0.9;0.0;0.0;0.1;0.7
306;Gemeenten 150.000 tot 250.000 inwoners;Stand;2002 beginstand;;4.4;3.5;0.1;0.1;3.3;0.9;0.0;0.0;0.1;0.2;0.7;5.5;4.4;0.0;0.0;0.0;0.0;4.3;1.1;0.0;0.0;0.1;1.0
307;Gemeenten 150.000 tot 250.000 inwoners;Stand;2002 1e kwartaal;;4.9;3.5;0.1;0.1;3.3;1.5;0.0;0.0;0.1;0.2;1.2;5.9;4.6;0.0;0.0;0.0;0.0;4.6;1.3;0.0;0.0;0.2;1.1
308;Gemeenten 150.000 tot 250.000 inwoners;Stand;2002 2e kwartaal;;4.9;3.4;0.1;0.1;3.3;1.4;0.0;0.0;0.1;0.2;1.1;5.8;4.5;0.0;0.0;0.0;0.0;4.5;1.3;0.0;0.0;0.1;1.1
309;Gemeenten 150.000 tot 250.000 inwoners;Stand;2002 3e kwartaal;;4.5;3.4;0.1;0.1;3.2;1.2;0.0;0.0;0.0;0.2;0.9;5.7;4.5;0.0;0.0;0.0;0.0;4.4;1.2;0.0;0.0;0.2;1.0
310;Gemeenten 150.000 tot 250.000 inwoners;Stand;2002 4e kwartaal;;4.4;3.3;0.1;0.1;3.1;1.1;0.0;0.0;0.0;0.2;0.8;5.6;4.4;0.0;0.0;0.0;0.0;4.4;1.2;0.0;0.0;0.1;1.1
311;Gemeenten 150.000 tot 250.000 inwoners;Stand;2002 eindstand;;4.4;3.3;0.1;0.1;3.1;1.1;0.0;0.0;0.0;0.2;0.8;5.6;4.4;0.0;0.0;0.0;0.0;4.4;1.2;0.0;0.0;0.1;1.1
312;Gemeenten 150.000 tot 250.000 inwoners;Stand;2003 beginstand*;;4.3;3.2;0.1;0.0;3.2;1.1;0.0;0.0;0.1;0.2;0.8;5.6;4.4;0.0;0.0;0.0;0.0;4.3;1.2;0.0;0.0;0.3;1.0
313;Gemeenten 150.000 tot 250.000 inwoners;Stand;2003 1e kwartaal*;;4.3;2.9;0.1;0.0;2.8;1.3;0.0;0.0;0.1;0.2;1.0;5.6;4.2;0.0;0.0;0.0;0.0;4.2;1.4;0.0;0.0;0.2;1.1
314;Gemeenten 150.000 tot 250.000 inwoners;Stand;2003 2e kwartaal*;;4.0;2.7;0.1;0.0;2.6;1.3;0.0;0.0;0.1;0.2;1.0;5.3;4.0;0.0;0.0;0.0;0.0;4.0;1.3;0.0;0.0;0.2;1.1
315;Gemeenten 150.000 tot 250.000 inwoners;Stand;2003 3e kwartaal*;;3.4;2.4;0.1;0.0;2.3;1.1;0.0;0.0;0.1;0.1;0.8;5.0;3.7;0.0;0.0;0.0;0.0;3.7;1.3;0.0;0.0;0.2;1.1
316;Gemeenten 150.000 tot 250.000 inwoners;Stand;2003 4e kwartaal*;;3.8;2.7;0.1;0.0;2.6;1.0;0.0;0.0;0.1;0.1;0.8;5.2;4.0;0.0;0.0;0.0;0.0;4.0;1.1;0.0;0.0;0.2;1.0
317;Gemeenten 150.000 tot 250.000 inwoners;Stand;2003 eindstand*;;3.8;2.7;0.1;0.0;2.6;1.0;0.0;0.0;0.1;0.1;0.8;5.2;4.0;0.0;0.0;0.0;0.0;4.0;1.1;0.0;0.0;0.2;1.0
318;Gemeenten 150.000 tot 250.000 inwoners;Stand;2004 beginstand*;;3.6;2.6;0.1;0.0;2.5;1.0;0.0;0.0;0.1;0.1;0.8;5.0;3.9;0.2;0.0;0.0;0.0;3.7;1.1;0.0;0.0;0.1;0.9
319;Gemeenten 150.000 tot 250.000 inwoners;Stand;2004 1e kwartaal*;;3.7;2.5;0.1;0.0;2.4;1.2;0.0;0.0;0.0;0.1;1.1;4.9;3.8;0.2;0.0;0.0;0.0;3.6;1.1;0.0;0.0;0.1;1.0
320;Gemeenten 150.000 tot 250.000 inwoners;Stand;2004 2e kwartaal*;;3.5;2.5;0.1;0.0;2.3;1.1;0.0;0.0;0.0;0.2;0.8;4.7;3.8;0.3;0.0;0.0;0.0;3.6;0.9;0.0;0.0;0.2;0.7
321;Gemeenten 150.000 tot 250.000 inwoners;Stand;2004 3e kwartaal*;;3.3;2.3;0.1;0.0;2.2;0.9;0.0;0.0;0.0;0.1;0.8;4.7;3.7;0.2;0.0;0.0;0.0;3.5;1.0;0.0;0.0;0.2;0.9
322;Gemeenten 150.000 tot 250.000 inwoners;Stand;2004 4e kwartaal*;;3.0;2.2;0.1;0.0;2.1;0.7;0.0;0.0;0.0;0.0;0.7;4.7;3.7;0.2;0.0;0.0;0.0;3.4;1.1;0.0;0.0;0.3;0.8
323;Gemeenten 150.000 tot 250.000 inwoners;Stand;2004 eindstand*;;3.0;2.2;0.1;0.0;2.1;0.7;0.0;0.0;0.0;0.0;0.7;4.7;3.7;0.2;0.0;0.0;0.0;3.4;1.1;0.0;0.0;0.3;0.8
324;Gemeenten 150.000 tot 250.000 inwoners;Stand;2005 beginstand*;;3.0;2.2;0.1;0.0;2.1;0.7;0.0;0.0;0.0;0.0;0.7;4.7;3.7;0.2;0.0;0.0;0.0;3.4;1.1;0.0;0.0;0.3;0.8
325;Gemeenten 150.000 tot 250.000 inwoners;Stand;2005 1e kwartaal*;;3.1;2.1;0.1;0.0;2.0;0.9;0.0;0.0;0.0;0.1;0.8;4.9;3.8;0.2;0.0;0.0;0.0;3.5;1.2;0.0;0.2;0.2;0.7
326;Gemeenten 150.000 tot 250.000 inwoners;Stand;2005 2e kwartaal*;;2.9;2.1;0.1;0.0;2.0;0.8;0.0;0.0;0.0;0.1;0.6;4.5;3.8;0.2;0.0;0.0;0.0;3.6;0.7;0.0;0.1;0.0;0.6
327;Gemeenten 150.000 tot 250.000 inwoners;Stand;2005 3e kwartaal*;;2.7;2.1;0.1;0.0;2.0;0.6;0.0;-0.1;0.0;0.2;0.6;4.6;3.8;0.3;0.0;0.0;0.0;3.5;0.8;0.0;0.1;0.1;0.6
328;Gemeenten 150.000 tot 250.000 inwoners;Stand;2005 4e kwartaal*;;3.1;2.1;0.1;0.0;2.0;1.0;0.0;0.0;0.0;0.2;0.8;5.0;3.9;0.2;0.0;0.0;0.0;3.7;1.1;0.0;0.1;0.1;0.8
