ID;Geslacht;Geboorteland;PlaatsInHetGezin;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;EmigratieExclusiefAdministratieveC_3;MigratiesaldoInclusiefAdministratie_4;MigratiesaldoExclusiefAdministratie_5;AdministratieveOpnemingen_6;AdministratieveAfvoeringen_7;SaldoAdministratieveCorrecties_8
4038;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;1998;0;0;0;0;0;0;0;0
4039;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;1999;4;0;0;4;4;0;0;0
4040;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2000;3;0;0;3;3;0;0;0
4041;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2001;5;0;0;5;5;0;0;0
4042;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2002;3;0;0;3;3;0;0;0
4043;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2003;4;1;1;3;3;0;0;0
4044;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2004;3;0;0;3;3;0;0;0
4045;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2005;16;0;0;16;16;0;0;0
4046;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2006;8;6;1;2;7;0;5;-5
4047;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2007;3;5;5;-2;-2;0;0;0
4048;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2008;0;0;0;0;0;0;0;0
4049;Mannen en vrouwen;Burundi;Personen in eenoudergezin met vader;2009;4;2;0;2;4;1;3;-2
4050;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;1995;2;0;0;2;2;0;0;0
4051;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;1996;4;0;0;4;4;0;0;0
4052;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;1997;5;2;2;3;3;0;0;0
4053;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;1998;13;0;0;13;13;0;0;0
4054;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;1999;14;1;1;13;13;0;0;0
4055;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2000;18;0;0;18;18;0;0;0
4056;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2001;26;0;0;26;26;0;0;0
4057;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2002;42;1;0;41;42;0;1;-1
4058;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2003;49;15;4;34;45;1;12;-11
4059;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2004;52;15;6;37;46;0;9;-9
4060;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2005;63;14;3;49;60;0;11;-11
4061;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2006;63;8;7;55;56;2;3;-1
4062;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2007;68;12;4;56;64;1;9;-8
4063;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2008;21;10;8;11;13;1;3;-2
4064;Mannen en vrouwen;Burundi;Personen in eenoudergezin met moeder;2009;12;14;5;-2;7;2;11;-9
4065;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;1995;0;0;0;0;0;0;0;0
4066;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;1996;0;0;0;0;0;0;0;0
4067;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;1997;2;0;0;2;2;0;0;0
4068;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;1998;0;0;0;0;0;0;0;0
4069;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;1999;0;0;0;0;0;0;0;0
4070;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2000;0;0;0;0;0;0;0;0
4071;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2001;10;0;0;10;10;0;0;0
4072;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2002;6;0;0;6;6;0;0;0
4073;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2003;1;0;0;1;1;0;0;0
4074;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2004;0;0;0;0;0;0;0;0
4075;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2005;0;0;0;0;0;0;0;0
4076;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2006;1;2;1;-1;0;0;1;-1
4077;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2007;0;0;0;0;0;0;0;0
4078;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2008;0;0;0;0;0;0;0;0
4079;Mannen en vrouwen;Burundi;Personen in samenwonend paar met kin...;2009;0;0;0;0;0;0;0;0
4080;Mannen en vrouwen;Burundi;Alleengaanden;1995;24;4;2;20;22;0;2;-2
4081;Mannen en vrouwen;Burundi;Alleengaanden;1996;35;12;7;23;28;0;5;-5
4082;Mannen en vrouwen;Burundi;Alleengaanden;1997;63;2;1;61;62;1;2;-1
4083;Mannen en vrouwen;Burundi;Alleengaanden;1998;84;3;2;81;82;2;3;-1
4084;Mannen en vrouwen;Burundi;Alleengaanden;1999;87;6;2;81;85;1;5;-4
4085;Mannen en vrouwen;Burundi;Alleengaanden;2000;185;4;4;181;181;3;3;0
4086;Mannen en vrouwen;Burundi;Alleengaanden;2001;312;8;0;304;312;2;10;-8
4087;Mannen en vrouwen;Burundi;Alleengaanden;2002;380;20;8;360;372;5;17;-12
4088;Mannen en vrouwen;Burundi;Alleengaanden;2003;300;58;10;242;290;8;56;-48
4089;Mannen en vrouwen;Burundi;Alleengaanden;2004;275;53;11;222;264;13;55;-42
4090;Mannen en vrouwen;Burundi;Alleengaanden;2005;342;95;11;247;331;19;103;-84
4091;Mannen en vrouwen;Burundi;Alleengaanden;2006;228;81;17;147;211;21;85;-64
4092;Mannen en vrouwen;Burundi;Alleengaanden;2007;177;84;26;93;151;24;82;-58
4093;Mannen en vrouwen;Burundi;Alleengaanden;2008;125;96;40;29;85;56;112;-56
4094;Mannen en vrouwen;Burundi;Alleengaanden;2009;100;95;26;5;74;31;100;-69
4095;Mannen en vrouwen;Cambodja;Totaal personen;1995;11;4;4;7;7;0;0;0
4096;Mannen en vrouwen;Cambodja;Totaal personen;1996;9;11;9;-2;0;1;3;-2
4097;Mannen en vrouwen;Cambodja;Totaal personen;1997;17;0;3;17;14;4;1;3
4098;Mannen en vrouwen;Cambodja;Totaal personen;1998;16;12;11;4;5;0;1;-1
4099;Mannen en vrouwen;Cambodja;Totaal personen;1999;9;7;5;2;4;1;3;-2
4100;Mannen en vrouwen;Cambodja;Totaal personen;2000;27;8;6;19;21;0;2;-2
4101;Mannen en vrouwen;Cambodja;Totaal personen;2001;47;12;11;35;36;0;1;-1
4102;Mannen en vrouwen;Cambodja;Totaal personen;2002;46;16;8;30;38;1;9;-8
4103;Mannen en vrouwen;Cambodja;Totaal personen;2003;29;8;5;21;24;1;4;-3
4104;Mannen en vrouwen;Cambodja;Totaal personen;2004;23;11;8;12;15;1;4;-3
4105;Mannen en vrouwen;Cambodja;Totaal personen;2005;11;10;4;1;7;1;7;-6
4106;Mannen en vrouwen;Cambodja;Totaal personen;2006;16;8;5;8;11;2;5;-3
4107;Mannen en vrouwen;Cambodja;Totaal personen;2007;29;7;5;22;24;0;2;-2
4108;Mannen en vrouwen;Cambodja;Totaal personen;2008;21;16;13;5;8;0;3;-3
4109;Mannen en vrouwen;Cambodja;Totaal personen;2009;24;13;8;11;16;0;5;-5
4110;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;1995;0;0;0;0;0;0;0;0
4111;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;1996;0;1;0;-1;0;0;1;-1
4112;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;1997;0;0;0;0;0;0;0;0
4113;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;1998;1;2;2;-1;-1;0;0;0
4114;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;1999;0;0;0;0;0;0;0;0
4115;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2000;8;1;1;7;7;0;0;0
4116;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2001;24;2;2;22;22;0;0;0
4117;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2002;11;7;1;4;10;0;6;-6
4118;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2003;3;1;1;2;2;1;1;0
4119;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2004;3;6;5;-3;-2;0;1;-1
4120;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2005;3;3;0;0;3;0;3;-3
4121;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2006;4;2;2;2;2;0;0;0
4122;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2007;15;2;2;13;13;0;0;0
4123;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2008;5;9;9;-4;-4;0;0;0
4124;Mannen en vrouwen;Cambodja;Totaal in gezinsverband;2009;5;1;1;4;4;0;0;0
4125;Mannen en vrouwen;Cambodja;Personen in echtpaar;1995;0;0;0;0;0;0;0;0
4126;Mannen en vrouwen;Cambodja;Personen in echtpaar;1996;0;1;0;-1;0;0;1;-1
4127;Mannen en vrouwen;Cambodja;Personen in echtpaar;1997;0;0;0;0;0;0;0;0
4128;Mannen en vrouwen;Cambodja;Personen in echtpaar;1998;1;2;2;-1;-1;0;0;0
4129;Mannen en vrouwen;Cambodja;Personen in echtpaar;1999;0;0;0;0;0;0;0;0
4130;Mannen en vrouwen;Cambodja;Personen in echtpaar;2000;0;1;1;-1;-1;0;0;0
4131;Mannen en vrouwen;Cambodja;Personen in echtpaar;2001;7;2;2;5;5;0;0;0
4132;Mannen en vrouwen;Cambodja;Personen in echtpaar;2002;1;7;1;-6;0;0;6;-6
4133;Mannen en vrouwen;Cambodja;Personen in echtpaar;2003;0;0;1;0;-1;1;0;1
4134;Mannen en vrouwen;Cambodja;Personen in echtpaar;2004;0;3;3;-3;-3;0;0;0
4135;Mannen en vrouwen;Cambodja;Personen in echtpaar;2005;0;2;0;-2;0;0;2;-2
4136;Mannen en vrouwen;Cambodja;Personen in echtpaar;2006;1;1;1;0;0;0;0;0
4137;Mannen en vrouwen;Cambodja;Personen in echtpaar;2007;13;2;2;11;11;0;0;0
4138;Mannen en vrouwen;Cambodja;Personen in echtpaar;2008;0;4;4;-4;-4;0;0;0
4139;Mannen en vrouwen;Cambodja;Personen in echtpaar;2009;5;1;1;4;4;0;0;0
4140;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;1995;0;0;0;0;0;0;0;0
4141;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;1996;0;0;0;0;0;0;0;0
4142;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;1997;0;0;0;0;0;0;0;0
4143;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;1998;0;0;0;0;0;0;0;0
4144;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;1999;0;0;0;0;0;0;0;0
4145;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2000;3;0;0;3;3;0;0;0
4146;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2001;9;0;0;9;9;0;0;0
4147;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2002;0;0;0;0;0;0;0;0
4148;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2003;0;0;0;0;0;0;0;0
4149;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2004;1;2;2;-1;-1;0;0;0
4150;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2005;0;0;0;0;0;0;0;0
4151;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2006;0;0;0;0;0;0;0;0
4152;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2007;1;0;0;1;1;0;0;0
4153;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2008;0;0;0;0;0;0;0;0
4154;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met vader;2009;0;0;0;0;0;0;0;0
4155;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;1995;0;0;0;0;0;0;0;0
4156;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;1996;0;0;0;0;0;0;0;0
4157;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;1997;0;0;0;0;0;0;0;0
4158;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;1998;0;0;0;0;0;0;0;0
4159;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;1999;0;0;0;0;0;0;0;0
4160;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2000;5;0;0;5;5;0;0;0
4161;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2001;8;0;0;8;8;0;0;0
4162;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2002;8;0;0;8;8;0;0;0
4163;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2003;3;0;0;3;3;0;0;0
4164;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2004;2;0;0;2;2;0;0;0
4165;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2005;3;1;0;2;3;0;1;-1
4166;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2006;3;1;1;2;2;0;0;0
4167;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2007;1;0;0;1;1;0;0;0
4168;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2008;5;5;5;0;0;0;0;0
4169;Mannen en vrouwen;Cambodja;Personen in eenoudergezin met moeder;2009;0;0;0;0;0;0;0;0
4170;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;1995;0;0;0;0;0;0;0;0
4171;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;1996;0;0;0;0;0;0;0;0
4172;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;1997;0;0;0;0;0;0;0;0
4173;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;1998;0;0;0;0;0;0;0;0
4174;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;1999;0;0;0;0;0;0;0;0
4175;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2000;0;0;0;0;0;0;0;0
4176;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2001;0;0;0;0;0;0;0;0
4177;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2002;2;0;0;2;2;0;0;0
4178;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2003;0;1;0;-1;0;0;1;-1
4179;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2004;0;1;0;-1;0;0;1;-1
4180;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2005;0;0;0;0;0;0;0;0
4181;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2006;0;0;0;0;0;0;0;0
4182;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2007;0;0;0;0;0;0;0;0
4183;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2008;0;0;0;0;0;0;0;0
4184;Mannen en vrouwen;Cambodja;Personen in samenwonend paar met kin...;2009;0;0;0;0;0;0;0;0
4185;Mannen en vrouwen;Cambodja;Alleengaanden;1995;11;4;4;7;7;0;0;0
4186;Mannen en vrouwen;Cambodja;Alleengaanden;1996;9;10;9;-1;0;1;2;-1
4187;Mannen en vrouwen;Cambodja;Alleengaanden;1997;17;0;3;17;14;4;1;3
4188;Mannen en vrouwen;Cambodja;Alleengaanden;1998;15;10;9;5;6;0;1;-1
4189;Mannen en vrouwen;Cambodja;Alleengaanden;1999;9;7;5;2;4;1;3;-2
4190;Mannen en vrouwen;Cambodja;Alleengaanden;2000;19;7;5;12;14;0;2;-2
4191;Mannen en vrouwen;Cambodja;Alleengaanden;2001;23;10;9;13;14;0;1;-1
4192;Mannen en vrouwen;Cambodja;Alleengaanden;2002;35;9;7;26;28;1;3;-2
4193;Mannen en vrouwen;Cambodja;Alleengaanden;2003;26;7;4;19;22;0;3;-3
4194;Mannen en vrouwen;Cambodja;Alleengaanden;2004;20;5;3;15;17;1;3;-2
4195;Mannen en vrouwen;Cambodja;Alleengaanden;2005;8;7;4;1;4;1;4;-3
4196;Mannen en vrouwen;Cambodja;Alleengaanden;2006;12;6;3;6;9;2;5;-3
4197;Mannen en vrouwen;Cambodja;Alleengaanden;2007;14;5;3;9;11;0;2;-2
4198;Mannen en vrouwen;Cambodja;Alleengaanden;2008;16;7;4;9;12;0;3;-3
4199;Mannen en vrouwen;Cambodja;Alleengaanden;2009;19;12;7;7;12;0;5;-5
4200;Mannen en vrouwen;Canada;Totaal personen;1995;494;436;344;58;150;11;103;-92
4201;Mannen en vrouwen;Canada;Totaal personen;1996;701;484;338;217;363;13;159;-146
4202;Mannen en vrouwen;Canada;Totaal personen;1997;643;433;341;210;302;14;106;-92
4203;Mannen en vrouwen;Canada;Totaal personen;1998;672;535;398;137;274;10;147;-137
4204;Mannen en vrouwen;Canada;Totaal personen;1999;671;497;391;174;280;25;131;-106
4205;Mannen en vrouwen;Canada;Totaal personen;2000;750;511;387;239;363;16;140;-124
4206;Mannen en vrouwen;Canada;Totaal personen;2001;782;484;352;298;430;9;141;-132
4207;Mannen en vrouwen;Canada;Totaal personen;2002;696;581;417;115;279;19;183;-164
4208;Mannen en vrouwen;Canada;Totaal personen;2003;587;571;391;16;196;19;199;-180
4209;Mannen en vrouwen;Canada;Totaal personen;2004;565;548;380;17;185;22;190;-168
4210;Mannen en vrouwen;Canada;Totaal personen;2005;682;609;414;73;268;29;224;-195
4211;Mannen en vrouwen;Canada;Totaal personen;2006;681;759;463;-78;218;32;328;-296
4212;Mannen en vrouwen;Canada;Totaal personen;2007;748;679;443;69;305;33;269;-236
4213;Mannen en vrouwen;Canada;Totaal personen;2008;911;672;402;239;509;25;295;-270
4214;Mannen en vrouwen;Canada;Totaal personen;2009;821;792;494;29;327;34;332;-298
4215;Mannen en vrouwen;Canada;Totaal in gezinsverband;1995;125;216;189;-91;-64;3;30;-27
4216;Mannen en vrouwen;Canada;Totaal in gezinsverband;1996;155;212;181;-57;-26;1;32;-31
4217;Mannen en vrouwen;Canada;Totaal in gezinsverband;1997;131;188;160;-57;-29;1;29;-28
4218;Mannen en vrouwen;Canada;Totaal in gezinsverband;1998;148;229;196;-81;-48;3;36;-33
4219;Mannen en vrouwen;Canada;Totaal in gezinsverband;1999;84;200;171;-116;-87;0;29;-29
4220;Mannen en vrouwen;Canada;Totaal in gezinsverband;2000;137;198;178;-61;-41;0;20;-20
4221;Mannen en vrouwen;Canada;Totaal in gezinsverband;2001;112;166;137;-54;-25;0;29;-29
4222;Mannen en vrouwen;Canada;Totaal in gezinsverband;2002;106;206;182;-100;-76;1;25;-24
4223;Mannen en vrouwen;Canada;Totaal in gezinsverband;2003;77;166;142;-89;-65;0;24;-24
4224;Mannen en vrouwen;Canada;Totaal in gezinsverband;2004;81;164;148;-83;-67;0;16;-16
4225;Mannen en vrouwen;Canada;Totaal in gezinsverband;2005;63;198;164;-135;-101;3;37;-34
4226;Mannen en vrouwen;Canada;Totaal in gezinsverband;2006;65;212;184;-147;-119;3;31;-28
4227;Mannen en vrouwen;Canada;Totaal in gezinsverband;2007;97;177;157;-80;-60;2;22;-20
4228;Mannen en vrouwen;Canada;Totaal in gezinsverband;2008;85;151;125;-66;-40;2;28;-26
4229;Mannen en vrouwen;Canada;Totaal in gezinsverband;2009;82;166;155;-84;-73;0;11;-11
4230;Mannen en vrouwen;Canada;Personen in echtpaar;1995;58;175;155;-117;-97;2;22;-20
4231;Mannen en vrouwen;Canada;Personen in echtpaar;1996;93;170;149;-77;-56;1;22;-21
4232;Mannen en vrouwen;Canada;Personen in echtpaar;1997;74;156;136;-82;-62;1;21;-20
4233;Mannen en vrouwen;Canada;Personen in echtpaar;1998;82;178;149;-96;-67;0;29;-29
4234;Mannen en vrouwen;Canada;Personen in echtpaar;1999;50;155;134;-105;-84;0;21;-21
4235;Mannen en vrouwen;Canada;Personen in echtpaar;2000;57;164;150;-107;-93;0;14;-14
4236;Mannen en vrouwen;Canada;Personen in echtpaar;2001;57;138;115;-81;-58;0;23;-23
4237;Mannen en vrouwen;Canada;Personen in echtpaar;2002;46;149;129;-103;-83;0;20;-20
4238;Mannen en vrouwen;Canada;Personen in echtpaar;2003;37;128;117;-91;-80;0;11;-11
4239;Mannen en vrouwen;Canada;Personen in echtpaar;2004;50;136;124;-86;-74;0;12;-12
4240;Mannen en vrouwen;Canada;Personen in echtpaar;2005;20;152;123;-132;-103;1;30;-29
4241;Mannen en vrouwen;Canada;Personen in echtpaar;2006;28;164;149;-136;-121;2;17;-15
4242;Mannen en vrouwen;Canada;Personen in echtpaar;2007;50;136;121;-86;-71;1;16;-15
4243;Mannen en vrouwen;Canada;Personen in echtpaar;2008;34;131;106;-97;-72;0;25;-25
4244;Mannen en vrouwen;Canada;Personen in echtpaar;2009;42;120;114;-78;-72;0;6;-6
4245;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;1995;0;9;8;-9;-8;0;1;-1
4246;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;1996;2;12;9;-10;-7;0;3;-3
4247;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;1997;4;6;3;-2;1;0;3;-3
4248;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;1998;6;7;5;-1;1;2;4;-2
4249;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;1999;3;3;3;0;0;0;0;0
4250;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2000;6;2;2;4;4;0;0;0
4251;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2001;7;2;2;5;5;0;0;0
4252;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2002;9;3;3;6;6;0;0;0
4253;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2003;5;3;1;2;4;0;2;-2
4254;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2004;1;2;2;-1;-1;0;0;0
4255;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2005;4;0;0;4;4;0;0;0
4256;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2006;8;0;0;8;8;0;0;0
4257;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2007;2;2;2;0;0;1;1;0
4258;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2008;3;0;0;3;3;0;0;0
4259;Mannen en vrouwen;Canada;Personen in eenoudergezin met vader;2009;4;11;11;-7;-7;0;0;0
4260;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;1995;45;32;25;13;20;0;7;-7
4261;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;1996;44;27;20;17;24;0;7;-7
4262;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;1997;43;20;15;23;28;0;5;-5
4263;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;1998;39;34;32;5;7;1;3;-2
4264;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;1999;20;33;25;-13;-5;0;8;-8
4265;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2000;52;18;16;34;36;0;2;-2
4266;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2001;30;21;15;9;15;0;6;-6
4267;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2002;36;38;36;-2;0;1;3;-2
4268;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2003;27;24;18;3;9;0;6;-6
4269;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2004;22;13;11;9;11;0;2;-2
4270;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2005;15;28;24;-13;-9;2;6;-4
4271;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2006;18;37;26;-19;-8;1;12;-11
4272;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2007;29;33;29;-4;0;0;4;-4
4273;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2008;31;16;15;15;16;2;3;-1
4274;Mannen en vrouwen;Canada;Personen in eenoudergezin met moeder;2009;30;24;19;6;11;0;5;-5
4275;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;1995;22;0;1;22;21;1;0;1
4276;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;1996;16;3;3;13;13;0;0;0
4277;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;1997;10;6;6;4;4;0;0;0
4278;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;1998;21;10;10;11;11;0;0;0
4279;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;1999;11;9;9;2;2;0;0;0
4280;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2000;22;14;10;8;12;0;4;-4
4281;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2001;18;5;5;13;13;0;0;0
4282;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2002;15;16;14;-1;1;0;2;-2
4283;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2003;8;11;6;-3;2;0;5;-5
4284;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2004;8;13;11;-5;-3;0;2;-2
4285;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2005;24;18;17;6;7;0;1;-1
4286;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2006;11;11;9;0;2;0;2;-2
4287;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2007;16;6;5;10;11;0;1;-1
4288;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2008;17;4;4;13;13;0;0;0
4289;Mannen en vrouwen;Canada;Personen in samenwonend paar met kin...;2009;6;11;11;-5;-5;0;0;0
4290;Mannen en vrouwen;Canada;Alleengaanden;1995;369;220;155;149;214;8;73;-65
4291;Mannen en vrouwen;Canada;Alleengaanden;1996;546;272;157;274;389;12;127;-115
4292;Mannen en vrouwen;Canada;Alleengaanden;1997;512;245;181;267;331;13;77;-64
4293;Mannen en vrouwen;Canada;Alleengaanden;1998;524;306;202;218;322;7;111;-104
4294;Mannen en vrouwen;Canada;Alleengaanden;1999;587;297;220;290;367;25;102;-77
4295;Mannen en vrouwen;Canada;Alleengaanden;2000;613;313;209;300;404;16;120;-104
4296;Mannen en vrouwen;Canada;Alleengaanden;2001;670;318;215;352;455;9;112;-103
4297;Mannen en vrouwen;Canada;Alleengaanden;2002;590;375;235;215;355;18;158;-140
4298;Mannen en vrouwen;Canada;Alleengaanden;2003;510;405;249;105;261;19;175;-156
4299;Mannen en vrouwen;Canada;Alleengaanden;2004;484;384;232;100;252;22;174;-152
4300;Mannen en vrouwen;Canada;Alleengaanden;2005;619;411;250;208;369;26;187;-161
4301;Mannen en vrouwen;Canada;Alleengaanden;2006;616;547;279;69;337;29;297;-268
4302;Mannen en vrouwen;Canada;Alleengaanden;2007;651;502;286;149;365;31;247;-216
4303;Mannen en vrouwen;Canada;Alleengaanden;2008;826;521;277;305;549;23;267;-244
4304;Mannen en vrouwen;Canada;Alleengaanden;2009;739;626;339;113;400;34;321;-287
4305;Mannen en vrouwen;Caymaneilanden;Totaal personen;1995;0;0;0;0;0;0;0;0
4306;Mannen en vrouwen;Caymaneilanden;Totaal personen;1996;0;0;0;0;0;0;0;0
