ID;Geslacht;Inkomensbestanddelen;KenmerkenVanPersonen;Perioden;PersonenMetInkomen_1;PersonenMetInkomenRelatief_2;TotaalInkomen_3;GemiddeldInkomen_4;MediaanInkomen_5;AandeelVanBrutoInkomen_6
6158;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 jaar of ouder;2020;15.4;0.5;183.0;11.9;8.3;0.2
6159;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 jaar of ouder;2021;13.3;0.4;152.0;11.4;8.5;0.2
6160;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 jaar of ouder;2022;13.6;0.4;180.0;13.2;9.9;0.2
6161;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 jaar of ouder;2023;13.8;0.4;197.0;14.3;10.8;0.2
6162;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2011;142.6;7.6;688.0;4.8;3.5;1.0
6163;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2012;166.0;8.8;847.0;5.1;3.7;1.2
6164;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2013;203.4;10.7;1097.0;5.4;4.0;1.6
6165;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2014;205.8;10.8;1039.0;5.0;3.7;1.5
6166;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2015;182.7;9.5;859.0;4.7;3.4;1.2
6167;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2016;167.1;8.6;725.0;4.3;3.1;1.0
6168;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2017;167.8;8.4;677.0;4.0;2.7;0.9
6169;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2018;133.9;6.6;572.0;4.3;3.0;0.7
6170;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2019;125.0;6.0;578.0;4.6;3.3;0.7
6171;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2020;149.9;7.1;778.0;5.2;3.8;0.9
6172;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2021;127.6;6.0;617.0;4.8;3.5;0.6
6173;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2022;90.3;4.2;446.0;4.9;3.6;0.4
6174;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 25 tot 35 jaar;2023;95.1;4.3;585.0;6.2;4.5;0.5
6175;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2011;160.1;7.1;1165.0;7.3;5.1;1.2
6176;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2012;171.4;7.7;1306.0;7.6;5.5;1.3
6177;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2013;198.7;9.2;1640.0;8.2;6.0;1.7
6178;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2014;202.5;9.6;1626.0;8.0;5.9;1.7
6179;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2015;177.8;8.7;1328.0;7.5;5.3;1.4
6180;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2016;154.5;7.7;1073.0;6.9;4.8;1.1
6181;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2017;144.3;7.3;945.0;6.6;4.3;1.0
6182;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2018;120.4;6.2;796.0;6.6;4.3;0.8
6183;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2019;107.2;5.5;744.0;6.9;4.5;0.7
6184;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2020;115.2;5.9;872.0;7.6;5.1;0.8
6185;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2021;104.4;5.3;769.0;7.4;5.1;0.7
6186;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2022;77.5;3.8;531.0;6.9;4.5;0.5
6187;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 35 tot 45 jaar;2023;77.2;3.8;638.0;8.3;5.7;0.5
6188;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2011;155.0;6.7;1418.0;9.2;6.6;1.3
6189;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2012;171.2;7.3;1590.0;9.3;6.7;1.4
6190;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2013;201.5;8.5;2026.0;10.1;7.5;1.8
6191;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2014;218.4;9.2;2214.0;10.1;7.6;1.9
6192;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2015;210.4;8.8;2007.0;9.5;6.9;1.7
6193;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2016;192.7;8.0;1719.0;8.9;6.2;1.4
6194;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2017;174.8;7.3;1477.0;8.5;5.6;1.2
6195;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2018;147.7;6.2;1203.0;8.1;5.3;1.0
6196;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2019;125.5;5.3;1023.0;8.1;5.2;0.8
6197;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2020;125.4;5.4;1110.0;8.9;5.8;0.8
6198;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2021;112.8;4.9;995.0;8.8;6.0;0.7
6199;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2022;82.7;3.7;656.0;7.9;5.1;0.5
6200;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 45 tot 55 jaar;2023;74.0;3.3;691.0;9.3;6.3;0.5
6201;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2011;106.1;5.5;1370.0;12.9;9.9;1.8
6202;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2012;122.1;6.3;1590.0;13.0;10.2;2.0
6203;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2013;148.3;7.7;1981.0;13.4;10.7;2.4
6204;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2014;168.9;8.7;2341.0;13.9;11.3;2.8
6205;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2015;181.1;9.2;2475.0;13.7;10.9;2.9
6206;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2016;183.8;9.2;2442.0;13.3;10.2;2.7
6207;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2017;171.5;8.4;2210.0;12.9;9.5;2.3
6208;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2018;151.9;7.4;1915.0;12.6;8.9;2.0
6209;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2019;133.5;6.3;1607.0;12.0;8.1;1.6
6210;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2020;123.7;5.7;1462.0;11.8;7.9;1.3
6211;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2021;109.2;5.0;1226.0;11.2;7.8;1.1
6212;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2022;86.1;3.9;924.0;10.7;6.9;0.8
6213;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 55 tot 65 jaar;2023;73.7;3.3;854.0;11.6;7.7;0.7
6214;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2011;1.5;0.1;7.0;4.8;2.2;0.0
6215;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2012;1.7;0.1;8.0;4.4;2.2;0.0
6216;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2013;2.0;0.1;6.0;3.2;1.2;0.0
6217;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2014;2.4;0.1;11.0;4.4;2.1;0.0
6218;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2015;2.7;0.2;13.0;4.9;2.8;0.0
6219;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2016;5.0;0.3;31.0;6.3;4.2;0.1
6220;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2017;8.0;0.4;66.0;8.2;6.3;0.1
6221;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2018;11.3;0.6;121.0;10.7;8.1;0.2
6222;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2019;13.9;0.7;183.0;13.1;10.1;0.4
6223;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2020;15.1;0.8;182.0;12.1;8.4;0.3
6224;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2021;12.9;0.7;150.0;11.6;8.6;0.3
6225;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2022;13.4;0.7;179.0;13.4;10.2;0.3
6226;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 65 tot 75 jaar;2023;13.5;0.7;196.0;14.5;11.1;0.3
6227;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2011;0.6;0.1;2.0;3.9;2.4;0.0
6228;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2012;0.5;0.1;2.0;3.7;2.1;0.0
6229;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2013;0.5;0.1;2.0;4.2;2.4;0.0
6230;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2014;0.5;0.1;2.0;4.5;2.6;0.0
6231;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2015;0.5;0.1;2.0;4.6;2.9;0.0
6232;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2016;0.4;0.0;2.0;4.5;2.5;0.0
6233;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2017;0.4;0.0;2.0;5.1;3.1;0.0
6234;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2018;0.4;0.0;2.0;5.1;3.3;0.0
6235;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2019;0.4;0.0;2.0;5.6;3.3;0.0
6236;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2020;0.3;0.0;1.0;4.6;2.9;0.0
6237;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2021;0.2;0.0;1.0;5.2;3.2;0.0
6238;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2022;0.2;0.0;1.0;5.1;3.3;0.0
6239;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 75 tot 85 jaar;2023;0.2;0.0;1.0;5.6;3.5;0.0
6240;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2011;0.2;0.1;1.0;4.0;1.8;0.0
6241;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2012;0.2;0.1;1.0;3.4;1.5;0.0
6242;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2013;0.2;0.1;1.0;3.4;1.6;0.0
6243;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2014;0.2;0.1;1.0;3.5;1.7;0.0
6244;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2015;0.2;0.1;1.0;3.8;1.7;0.0
6245;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2016;0.1;0.1;1.0;3.5;1.6;0.0
6246;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2017;0.1;0.0;1.0;3.7;2.0;0.0
6247;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2018;0.1;0.0;0.0;3.8;2.0;0.0
6248;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2019;0.1;0.0;0.0;4.4;2.3;0.0
6249;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2020;0.1;0.0;;;;
6250;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2021;0.1;0.0;;;;
6251;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2022;0.1;0.0;;;;
6252;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Leeftijd: 85 jaar of ouder;2023;0.1;0.0;;;;
6253;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2011;453.8;4.4;3634.0;8.0;5.1;1.0
6254;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2012;518.9;5.0;4233.0;8.2;5.3;1.2
6255;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2013;627.5;6.0;5407.0;8.6;5.7;1.5
6256;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2014;657.4;6.3;5790.0;8.8;5.8;1.5
6257;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2015;612.0;5.8;5336.0;8.7;5.7;1.4
6258;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2016;567.0;5.4;4775.0;8.4;5.2;1.2
6259;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2017;514.6;4.9;4235.0;8.2;4.9;1.1
6260;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2018;429.7;4.0;3609.0;8.4;5.0;0.9
6261;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2019;379.4;3.5;3199.0;8.4;5.0;0.8
6262;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2020;398.6;3.7;3333.0;8.4;5.1;0.8
6263;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2021;;;;;;
6264;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2022;;;;;;
6265;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: Nederland;2023;;;;;;
6266;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2011;70.4;6.0;543.0;7.7;4.7;1.3
6267;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2012;80.4;6.7;614.0;7.6;4.8;1.5
6268;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2013;97.0;8.0;767.0;7.9;4.9;1.8
6269;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2014;102.8;8.4;806.0;7.8;4.8;1.8
6270;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2015;99.6;8.0;761.0;7.6;4.6;1.7
6271;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2016;96.3;7.6;692.0;7.2;4.2;1.5
6272;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2017;94.9;7.3;645.0;6.8;3.9;1.3
6273;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2018;81.3;6.1;568.0;7.0;4.1;1.1
6274;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2019;75.2;5.4;527.0;7.0;4.2;1.0
6275;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2020;86.6;6.1;612.0;7.1;4.4;1.1
6276;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2021;;;;;;
6277;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2022;;;;;;
6278;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: westers;2023;;;;;;
6279;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2011;100.2;8.0;614.0;6.1;3.9;2.0
6280;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2012;107.8;8.4;685.0;6.4;4.2;2.2
6281;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2013;123.3;9.5;825.0;6.7;4.3;2.5
6282;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2014;124.9;9.4;849.0;6.8;4.4;2.5
6283;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2015;115.1;8.4;751.0;6.5;4.1;2.2
6284;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2016;111.7;7.8;664.0;5.9;3.5;1.8
6285;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2017;112.8;7.5;612.0;5.4;3.1;1.5
6286;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2018;96.8;6.2;530.0;5.5;3.2;1.2
6287;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2019;94.2;5.8;513.0;5.4;3.3;1.1
6288;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2020;115.5;6.8;653.0;5.7;3.6;1.2
6289;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2021;;;;;;
6290;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2022;;;;;;
6291;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Migratieachtergrond: niet-westers;2023;;;;;;
6292;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2011;376.7;5.1;3350.0;8.9;5.9;1.0
6293;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2012;418.9;5.7;3821.0;9.1;6.2;1.2
6294;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2013;489.7;6.6;4764.0;9.7;6.8;1.4
6295;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2014;509.7;6.8;5048.0;9.9;6.9;1.5
6296;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2015;475.6;6.3;4605.0;9.7;6.5;1.3
6297;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2016;436.2;5.7;4054.0;9.3;6.0;1.2
6298;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2017;416.0;5.4;3634.0;8.7;5.3;1.0
6299;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2018;354.7;4.6;3114.0;8.8;5.3;0.8
6300;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2019;320.0;4.1;2803.0;8.8;5.3;0.7
6301;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2020;339.8;4.3;2964.0;8.7;5.4;0.7
6302;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2021;297.0;3.8;2528.0;8.5;5.5;0.6
6303;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2022;225.5;2.8;1859.0;8.2;5.0;0.4
6304;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostwinner;2023;218.2;2.7;2036.0;9.3;6.1;0.4
6305;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2011;182.2;5.8;1379.0;7.6;5.0;1.4
6306;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2012;203.5;6.3;1593.0;7.8;5.3;1.6
6307;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2013;237.6;7.3;1976.0;8.3;5.6;1.9
6308;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2014;247.7;7.5;2087.0;8.4;5.7;2.0
6309;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2015;235.0;7.0;1926.0;8.2;5.4;1.8
6310;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2016;221.4;6.5;1717.0;7.8;4.8;1.5
6311;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2017;214.2;6.2;1540.0;7.2;4.2;1.3
6312;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2018;183.2;5.2;1316.0;7.2;4.2;1.1
6313;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2019;169.2;4.8;1206.0;7.1;4.2;0.9
6314;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2020;189.0;5.3;1368.0;7.2;4.5;1.0
6315;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2021;164.5;4.5;1171.0;7.1;4.5;0.8
6316;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2022;125.5;3.4;846.0;6.7;4.2;0.6
6317;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. zonder partner;2023;122.5;3.2;956.0;7.8;5.1;0.6
6318;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2011;194.5;4.7;1971.0;10.1;6.9;0.9
6319;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2012;215.4;5.2;2228.0;10.3;7.3;1.0
6320;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2013;252.1;6.0;2788.0;11.1;8.1;1.2
6321;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2014;262.0;6.3;2960.0;11.3;8.2;1.3
6322;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2015;240.6;5.7;2679.0;11.1;7.8;1.1
6323;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2016;214.8;5.1;2337.0;10.9;7.4;1.0
6324;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2017;201.9;4.8;2093.0;10.4;6.7;0.8
6325;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2018;171.5;4.1;1798.0;10.5;6.7;0.7
6326;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2019;150.8;3.6;1597.0;10.6;6.8;0.6
6327;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2020;150.8;3.5;1596.0;10.6;7.0;0.6
6328;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2021;132.6;3.1;1358.0;10.2;6.9;0.5
6329;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2022;99.9;2.3;1013.0;10.1;6.6;0.3
6330;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: hoofdkostw. met partner;2023;95.8;2.2;1080.0;11.3;7.8;0.3
6331;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: partner van hoofdkostwinner;2011;182.0;5.0;1187.0;6.5;4.2;1.5
6332;Totaal mannen en vrouwen;5.1 Uitkering bij werkloosheid;Positie hh: partner van hoofdkostwinner;2012;206.6;5.6;1385.0;6.7;4.4;1.7
