ID;Geslacht;Leeftijd;BedrijfstakkenBranchesSBI2008;Perioden;OntslagenWerknemers_1
1476;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2015;5.0
1477;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2016;3.4
1478;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2017;1.9
1479;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2018;1.9
1480;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2019;2.1
1481;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2020;1.6
1482;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2021;0.4
1483;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2022;1.8
1484;Mannen;15 tot 35 jaar;G-I Handel, vervoer en horeca;2023;2.6
1485;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2015;6.4
1486;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2016;4.5
1487;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2017;3.0
1488;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2018;3.2
1489;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2019;3.4
1490;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2020;2.7
1491;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2021;0.8
1492;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2022;2.6
1493;Mannen;15 tot 35 jaar;G-N Commerciële dienstverlening;2023;3.8
1494;Mannen;15 tot 35 jaar;G Handel;2015;2.8
1495;Mannen;15 tot 35 jaar;G Handel;2016;2.4
1496;Mannen;15 tot 35 jaar;G Handel;2017;1.2
1497;Mannen;15 tot 35 jaar;G Handel;2018;1.0
1498;Mannen;15 tot 35 jaar;G Handel;2019;1.5
1499;Mannen;15 tot 35 jaar;G Handel;2020;0.6
1500;Mannen;15 tot 35 jaar;G Handel;2021;0.2
1501;Mannen;15 tot 35 jaar;G Handel;2022;0.8
1502;Mannen;15 tot 35 jaar;G Handel;2023;1.6
1503;Mannen;15 tot 35 jaar;H Vervoer en opslag;2015;0.5
1504;Mannen;15 tot 35 jaar;H Vervoer en opslag;2016;0.7
1505;Mannen;15 tot 35 jaar;H Vervoer en opslag;2017;0.4
1506;Mannen;15 tot 35 jaar;H Vervoer en opslag;2018;0.5
1507;Mannen;15 tot 35 jaar;H Vervoer en opslag;2019;0.2
1508;Mannen;15 tot 35 jaar;H Vervoer en opslag;2020;0.2
1509;Mannen;15 tot 35 jaar;H Vervoer en opslag;2021;0.1
1510;Mannen;15 tot 35 jaar;H Vervoer en opslag;2022;0.7
1511;Mannen;15 tot 35 jaar;H Vervoer en opslag;2023;0.4
1512;Mannen;15 tot 35 jaar;I Horeca;2015;1.7
1513;Mannen;15 tot 35 jaar;I Horeca;2016;0.4
1514;Mannen;15 tot 35 jaar;I Horeca;2017;0.4
1515;Mannen;15 tot 35 jaar;I Horeca;2018;0.4
1516;Mannen;15 tot 35 jaar;I Horeca;2019;0.4
1517;Mannen;15 tot 35 jaar;I Horeca;2020;0.8
1518;Mannen;15 tot 35 jaar;I Horeca;2021;0.1
1519;Mannen;15 tot 35 jaar;I Horeca;2022;0.4
1520;Mannen;15 tot 35 jaar;I Horeca;2023;0.6
1521;Mannen;15 tot 35 jaar;J Informatie en communicatie;2015;0.2
1522;Mannen;15 tot 35 jaar;J Informatie en communicatie;2016;0.3
1523;Mannen;15 tot 35 jaar;J Informatie en communicatie;2017;0.2
1524;Mannen;15 tot 35 jaar;J Informatie en communicatie;2018;0.3
1525;Mannen;15 tot 35 jaar;J Informatie en communicatie;2019;0.2
1526;Mannen;15 tot 35 jaar;J Informatie en communicatie;2020;0.1
1527;Mannen;15 tot 35 jaar;J Informatie en communicatie;2021;0.1
1528;Mannen;15 tot 35 jaar;J Informatie en communicatie;2022;0.1
1529;Mannen;15 tot 35 jaar;J Informatie en communicatie;2023;0.2
1530;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2015;0.1
1531;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2016;0.0
1532;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2017;0.0
1533;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2018;0.0
1534;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2019;0.0
1535;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2020;0.0
1536;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2021;0.0
1537;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2022;0.0
1538;Mannen;15 tot 35 jaar;K Financiële dienstverlening;2023;0.0
1539;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2015;0.0
1540;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2016;0.0
1541;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2017;0.0
1542;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2018;0.0
1543;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2019;0.0
1544;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2020;0.0
1545;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2021;
1546;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2022;0.0
1547;Mannen;15 tot 35 jaar;L Verhuur en handel van onroerend goed;2023;0.0
1548;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2015;1.1
1549;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2016;0.8
1550;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2017;0.8
1551;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2018;1.0
1552;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2019;1.1
1553;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2020;1.0
1554;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2021;0.4
1555;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2022;0.6
1556;Mannen;15 tot 35 jaar;M-N Zakelijke dienstverlening;2023;0.9
1557;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2015;0.4
1558;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2016;0.3
1559;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2017;0.4
1560;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2018;0.5
1561;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2019;0.3
1562;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2020;0.3
1563;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2021;0.2
1564;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2022;0.4
1565;Mannen;15 tot 35 jaar;M Specialistische zakelijke diensten;2023;0.6
1566;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2015;0.7
1567;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2016;0.5
1568;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2017;0.5
1569;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2018;0.5
1570;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2019;0.8
1571;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2020;0.8
1572;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2021;0.2
1573;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2022;0.2
1574;Mannen;15 tot 35 jaar;N Verhuur en overige zakelijke diensten;2023;0.3
1575;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2015;0.4
1576;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2016;0.4
1577;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2017;0.2
1578;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2018;0.4
1579;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2019;0.3
1580;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2020;0.1
1581;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2021;0.1
1582;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2022;0.2
1583;Mannen;15 tot 35 jaar;O-U Niet-commerciële dienstverlening;2023;0.3
1584;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2015;0.2
1585;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2016;0.2
1586;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2017;0.2
1587;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2018;0.2
1588;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2019;0.2
1589;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2020;0.1
1590;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2021;0.1
1591;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2022;0.1
1592;Mannen;15 tot 35 jaar;O-Q Overheid en zorg;2023;0.2
1593;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2015;
1594;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2016;
1595;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2017;
1596;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2018;
1597;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2019;
1598;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2020;
1599;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2021;
1600;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2022;
1601;Mannen;15 tot 35 jaar;O Openbaar bestuur en overheidsdiensten;2023;
1602;Mannen;15 tot 35 jaar;P Onderwijs;2015;0.0
1603;Mannen;15 tot 35 jaar;P Onderwijs;2016;0.0
1604;Mannen;15 tot 35 jaar;P Onderwijs;2017;0.0
1605;Mannen;15 tot 35 jaar;P Onderwijs;2018;0.0
1606;Mannen;15 tot 35 jaar;P Onderwijs;2019;0.0
1607;Mannen;15 tot 35 jaar;P Onderwijs;2020;0.0
1608;Mannen;15 tot 35 jaar;P Onderwijs;2021;
1609;Mannen;15 tot 35 jaar;P Onderwijs;2022;0.0
1610;Mannen;15 tot 35 jaar;P Onderwijs;2023;0.1
1611;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2015;0.1
1612;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2016;0.2
1613;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2017;0.2
1614;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2018;0.2
1615;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2019;0.2
1616;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2020;0.0
1617;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2021;0.1
1618;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2022;0.1
1619;Mannen;15 tot 35 jaar;Q Gezondheids- en welzijnszorg;2023;0.1
1620;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2015;0.2
1621;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2016;0.1
1622;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2017;0.1
1623;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2018;0.2
1624;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2019;0.1
1625;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2020;0.1
1626;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2021;0.0
1627;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2022;0.1
1628;Mannen;15 tot 35 jaar;R-U Cultuur, recreatie, overige diensten;2023;0.1
1629;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2015;0.1
1630;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2016;0.1
1631;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2017;0.0
1632;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2018;0.1
1633;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2019;0.0
1634;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2020;0.1
1635;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2021;0.0
1636;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2022;0.0
1637;Mannen;15 tot 35 jaar;R Cultuur, sport en recreatie;2023;0.1
1638;Mannen;15 tot 35 jaar;S Overige dienstverlening;2015;0.1
1639;Mannen;15 tot 35 jaar;S Overige dienstverlening;2016;0.1
1640;Mannen;15 tot 35 jaar;S Overige dienstverlening;2017;0.0
1641;Mannen;15 tot 35 jaar;S Overige dienstverlening;2018;0.1
1642;Mannen;15 tot 35 jaar;S Overige dienstverlening;2019;0.0
1643;Mannen;15 tot 35 jaar;S Overige dienstverlening;2020;0.0
1644;Mannen;15 tot 35 jaar;S Overige dienstverlening;2021;0.0
1645;Mannen;15 tot 35 jaar;S Overige dienstverlening;2022;0.0
1646;Mannen;15 tot 35 jaar;S Overige dienstverlening;2023;0.1
1647;Mannen;15 tot 35 jaar;T Huishoudens;2015;
1648;Mannen;15 tot 35 jaar;T Huishoudens;2016;
1649;Mannen;15 tot 35 jaar;T Huishoudens;2017;
1650;Mannen;15 tot 35 jaar;T Huishoudens;2018;
1651;Mannen;15 tot 35 jaar;T Huishoudens;2019;
1652;Mannen;15 tot 35 jaar;T Huishoudens;2020;
1653;Mannen;15 tot 35 jaar;T Huishoudens;2021;
1654;Mannen;15 tot 35 jaar;T Huishoudens;2022;
1655;Mannen;15 tot 35 jaar;T Huishoudens;2023;
1656;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2015;
1657;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2016;
1658;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2017;
1659;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2018;
1660;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2019;
1661;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2020;
1662;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2021;
1663;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2022;
1664;Mannen;15 tot 35 jaar;U Extraterritoriale organisaties;2023;
1665;Mannen;15 tot 35 jaar;SBI-code onbekend;2015;0.0
1666;Mannen;15 tot 35 jaar;SBI-code onbekend;2016;0.0
1667;Mannen;15 tot 35 jaar;SBI-code onbekend;2017;0.0
1668;Mannen;15 tot 35 jaar;SBI-code onbekend;2018;0.0
1669;Mannen;15 tot 35 jaar;SBI-code onbekend;2019;0.0
1670;Mannen;15 tot 35 jaar;SBI-code onbekend;2020;0.0
1671;Mannen;15 tot 35 jaar;SBI-code onbekend;2021;0.0
1672;Mannen;15 tot 35 jaar;SBI-code onbekend;2022;0.0
1673;Mannen;15 tot 35 jaar;SBI-code onbekend;2023;0.0
1674;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2015;10.1
1675;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2016;7.4
1676;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2017;5.2
1677;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2018;5.1
1678;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2019;4.6
1679;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2020;3.8
1680;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2021;1.5
1681;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2022;3.0
1682;Mannen;35 tot 55 jaar;A-U Alle economische activiteiten;2023;4.7
1683;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2015;0.0
1684;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2016;0.0
1685;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2017;0.0
1686;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2018;0.0
1687;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2019;0.1
1688;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2020;0.0
1689;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2021;0.0
1690;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2022;0.0
1691;Mannen;35 tot 55 jaar;A Landbouw, bosbouw en visserij;2023;0.0
1692;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2015;
1693;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2016;0.0
1694;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2017;0.0
1695;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2018;0.0
1696;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2019;0.0
1697;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2020;0.0
1698;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2021;0.0
1699;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2022;0.0
1700;Mannen;35 tot 55 jaar;B Delfstoffenwinning;2023;0.0
1701;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2015;1.8
1702;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2016;1.4
1703;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2017;1.1
1704;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2018;1.1
1705;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2019;1.0
1706;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2020;0.7
1707;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2021;0.4
1708;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2022;0.8
1709;Mannen;35 tot 55 jaar;B-E Nijverheid (geen bouw) en energie;2023;1.4
1710;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2015;4.9
1711;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2016;2.4
1712;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2017;1.9
1713;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2018;1.7
1714;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2019;1.4
1715;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2020;1.3
1716;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2021;0.6
1717;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2022;1.1
1718;Mannen;35 tot 55 jaar;B-F Nijverheid en energie;2023;1.9
1719;Mannen;35 tot 55 jaar;C Industrie;2015;1.7
1720;Mannen;35 tot 55 jaar;C Industrie;2016;1.4
1721;Mannen;35 tot 55 jaar;C Industrie;2017;1.1
1722;Mannen;35 tot 55 jaar;C Industrie;2018;1.1
1723;Mannen;35 tot 55 jaar;C Industrie;2019;1.0
1724;Mannen;35 tot 55 jaar;C Industrie;2020;0.7
1725;Mannen;35 tot 55 jaar;C Industrie;2021;0.4
1726;Mannen;35 tot 55 jaar;C Industrie;2022;0.8
1727;Mannen;35 tot 55 jaar;C Industrie;2023;1.4
1728;Mannen;35 tot 55 jaar;D Energievoorziening;2015;0.0
1729;Mannen;35 tot 55 jaar;D Energievoorziening;2016;
1730;Mannen;35 tot 55 jaar;D Energievoorziening;2017;0.0
1731;Mannen;35 tot 55 jaar;D Energievoorziening;2018;0.0
1732;Mannen;35 tot 55 jaar;D Energievoorziening;2019;
1733;Mannen;35 tot 55 jaar;D Energievoorziening;2020;
1734;Mannen;35 tot 55 jaar;D Energievoorziening;2021;0.0
1735;Mannen;35 tot 55 jaar;D Energievoorziening;2022;0.0
1736;Mannen;35 tot 55 jaar;D Energievoorziening;2023;
1737;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2015;0.1
1738;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2016;0.0
1739;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2017;0.0
1740;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2018;0.0
1741;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2019;0.0
1742;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2020;0.0
1743;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2021;
1744;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2022;0.0
1745;Mannen;35 tot 55 jaar;E Waterbedrijven en afvalbeheer;2023;0.0
1746;Mannen;35 tot 55 jaar;F Bouwnijverheid;2015;3.1
1747;Mannen;35 tot 55 jaar;F Bouwnijverheid;2016;1.0
1748;Mannen;35 tot 55 jaar;F Bouwnijverheid;2017;0.8
1749;Mannen;35 tot 55 jaar;F Bouwnijverheid;2018;0.6
1750;Mannen;35 tot 55 jaar;F Bouwnijverheid;2019;0.4
1751;Mannen;35 tot 55 jaar;F Bouwnijverheid;2020;0.6
1752;Mannen;35 tot 55 jaar;F Bouwnijverheid;2021;0.2
1753;Mannen;35 tot 55 jaar;F Bouwnijverheid;2022;0.3
1754;Mannen;35 tot 55 jaar;F Bouwnijverheid;2023;0.5
1755;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2015;3.1
1756;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2016;3.0
1757;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2017;1.6
1758;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2018;1.6
1759;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2019;1.5
1760;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2020;1.4
1761;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2021;0.4
1762;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2022;1.1
1763;Mannen;35 tot 55 jaar;G-I Handel, vervoer en horeca;2023;1.4
1764;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2015;4.7
1765;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2016;4.6
1766;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2017;3.0
1767;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2018;3.0
1768;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2019;2.8
1769;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2020;2.3
1770;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2021;0.8
1771;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2022;1.7
1772;Mannen;35 tot 55 jaar;G-N Commerciële dienstverlening;2023;2.5
1773;Mannen;35 tot 55 jaar;G Handel;2015;1.8
1774;Mannen;35 tot 55 jaar;G Handel;2016;1.9
1775;Mannen;35 tot 55 jaar;G Handel;2017;0.9
1776;Mannen;35 tot 55 jaar;G Handel;2018;0.7
1777;Mannen;35 tot 55 jaar;G Handel;2019;1.0
1778;Mannen;35 tot 55 jaar;G Handel;2020;0.6
1779;Mannen;35 tot 55 jaar;G Handel;2021;0.3
1780;Mannen;35 tot 55 jaar;G Handel;2022;0.6
1781;Mannen;35 tot 55 jaar;G Handel;2023;0.9
1782;Mannen;35 tot 55 jaar;H Vervoer en opslag;2015;0.9
1783;Mannen;35 tot 55 jaar;H Vervoer en opslag;2016;1.0
1784;Mannen;35 tot 55 jaar;H Vervoer en opslag;2017;0.5
1785;Mannen;35 tot 55 jaar;H Vervoer en opslag;2018;0.7
1786;Mannen;35 tot 55 jaar;H Vervoer en opslag;2019;0.4
1787;Mannen;35 tot 55 jaar;H Vervoer en opslag;2020;0.5
1788;Mannen;35 tot 55 jaar;H Vervoer en opslag;2021;0.1
1789;Mannen;35 tot 55 jaar;H Vervoer en opslag;2022;0.4
1790;Mannen;35 tot 55 jaar;H Vervoer en opslag;2023;0.4
1791;Mannen;35 tot 55 jaar;I Horeca;2015;0.4
1792;Mannen;35 tot 55 jaar;I Horeca;2016;0.1
1793;Mannen;35 tot 55 jaar;I Horeca;2017;0.1
1794;Mannen;35 tot 55 jaar;I Horeca;2018;0.2
1795;Mannen;35 tot 55 jaar;I Horeca;2019;0.1
1796;Mannen;35 tot 55 jaar;I Horeca;2020;0.3
1797;Mannen;35 tot 55 jaar;I Horeca;2021;0.0
1798;Mannen;35 tot 55 jaar;I Horeca;2022;0.1
1799;Mannen;35 tot 55 jaar;I Horeca;2023;0.2
1800;Mannen;35 tot 55 jaar;J Informatie en communicatie;2015;0.3
1801;Mannen;35 tot 55 jaar;J Informatie en communicatie;2016;0.3
1802;Mannen;35 tot 55 jaar;J Informatie en communicatie;2017;0.2
1803;Mannen;35 tot 55 jaar;J Informatie en communicatie;2018;0.2
1804;Mannen;35 tot 55 jaar;J Informatie en communicatie;2019;0.1
1805;Mannen;35 tot 55 jaar;J Informatie en communicatie;2020;0.1
1806;Mannen;35 tot 55 jaar;J Informatie en communicatie;2021;0.1
1807;Mannen;35 tot 55 jaar;J Informatie en communicatie;2022;0.1
1808;Mannen;35 tot 55 jaar;J Informatie en communicatie;2023;0.2
1809;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2015;0.1
1810;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2016;0.0
1811;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2017;0.0
1812;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2018;0.0
1813;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2019;0.0
1814;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2020;0.0
1815;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2021;0.0
1816;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2022;0.0
1817;Mannen;35 tot 55 jaar;K Financiële dienstverlening;2023;0.0
1818;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2015;0.0
1819;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2016;0.0
1820;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2017;0.0
1821;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2018;0.0
1822;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2019;0.0
1823;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2020;0.0
1824;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2021;0.0
1825;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2022;0.0
1826;Mannen;35 tot 55 jaar;L Verhuur en handel van onroerend goed;2023;0.0
1827;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2015;1.2
1828;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2016;1.2
1829;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2017;1.2
1830;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2018;1.1
1831;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2019;1.1
1832;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2020;0.8
1833;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2021;0.3
1834;Mannen;35 tot 55 jaar;M-N Zakelijke dienstverlening;2022;0.5
