ID;Geslacht;Leeftijd;Onderwijsniveau;Onderwijsvolgend;Onderwijskenmerken;Perioden;DeelnemersLevenLangOntwikkelen_1
5608;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niv: Hbo, wo;2022;0
5609;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niv: Hbo, wo;2023;0
5610;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2021;0
5611;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2022;0
5612;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2023;0
5613;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2021;0
5614;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2022;0
5615;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2023;0
5616;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Actueel onderwijsniveau: onbekend;2021;0
5617;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Actueel onderwijsniveau: onbekend;2022;0
5618;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Actueel onderwijsniveau: onbekend;2023;0
5619;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act. ond. niveau: niet van toepassing;2021;0
5620;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act. ond. niveau: niet van toepassing;2022;0
5621;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Act. ond. niveau: niet van toepassing;2023;0
5622;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;00 Algemeen;2021;0
5623;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;00 Algemeen;2022;0
5624;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;00 Algemeen;2023;0
5625;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;01 Onderwijs;2021;0
5626;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;01 Onderwijs;2022;0
5627;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;01 Onderwijs;2023;0
5628;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2021;0
5629;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2022;0
5630;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2023;0
5631;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2021;0
5632;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2022;0
5633;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2023;0
5634;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;04 Recht, administratie, handel en za...;2021;0
5635;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;04 Recht, administratie, handel en za...;2022;0
5636;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;04 Recht, administratie, handel en za...;2023;0
5637;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;05 Wiskunde, natuurwetenschappen;2021;0
5638;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;05 Wiskunde, natuurwetenschappen;2022;0
5639;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;05 Wiskunde, natuurwetenschappen;2023;0
5640;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;06 Informatica;2021;0
5641;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;06 Informatica;2022;0
5642;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;06 Informatica;2023;0
5643;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;07 Techniek, industrie en bouwkunde;2021;0
5644;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;07 Techniek, industrie en bouwkunde;2022;0
5645;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;07 Techniek, industrie en bouwkunde;2023;0
5646;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;08 Landbouw, diergeneeskunde en -verz...;2021;0
5647;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;08 Landbouw, diergeneeskunde en -verz...;2022;0
5648;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;08 Landbouw, diergeneeskunde en -verz...;2023;0
5649;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;09 Gezondheidszorg en welzijn;2021;0
5650;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;09 Gezondheidszorg en welzijn;2022;0
5651;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;09 Gezondheidszorg en welzijn;2023;0
5652;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;10 Dienstverlening;2021;0
5653;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;10 Dienstverlening;2022;0
5654;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;10 Dienstverlening;2023;0
5655;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Onderwijsrichting onbekend;2021;0
5656;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Onderwijsrichting onbekend;2022;0
5657;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Onderwijsrichting onbekend;2023;0
5658;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren minder dan 7 uur per week;2021;0
5659;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren minder dan 7 uur per week;2022;0
5660;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren minder dan 7 uur per week;2023;0
5661;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 7 tot 13 uur per week;2021;0
5662;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 7 tot 13 uur per week;2022;0
5663;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 7 tot 13 uur per week;2023;0
5664;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 13 tot 19 uur per week;2021;0
5665;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 13 tot 19 uur per week;2022;0
5666;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 13 tot 19 uur per week;2023;0
5667;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 19 tot 25 uur per week;2021;0
5668;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 19 tot 25 uur per week;2022;0
5669;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 19 tot 25 uur per week;2023;0
5670;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 25 of meer uur per week;2021;0
5671;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 25 of meer uur per week;2022;0
5672;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren 25 of meer uur per week;2023;0
5673;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren onbekend;2021;0
5674;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren onbekend;2022;0
5675;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt formeel onderwijs;Lesuren onbekend;2023;0
5676;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Totaal personen;2021;7
5677;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Totaal personen;2022;7
5678;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Totaal personen;2023;6
5679;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt bekostigd onderwijs;2021;0
5680;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt bekostigd onderwijs;2022;0
5681;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt bekostigd onderwijs;2023;0
5682;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt niet-bekostigd onderwijs;2021;7
5683;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt niet-bekostigd onderwijs;2022;7
5684;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt niet-bekostigd onderwijs;2023;6
5685;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2021;0
5686;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2022;0
5687;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2023;0
5688;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 week of korter;2021;2
5689;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 week of korter;2022;3
5690;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 week of korter;2023;2
5691;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2021;4
5692;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2022;3
5693;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2023;3
5694;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 4 weken;2021;1
5695;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 4 weken;2022;0
5696;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 4 weken;2023;0
5697;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2021;3
5698;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2022;1
5699;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2023;1
5700;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2021;1
5701;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2022;1
5702;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2023;2
5703;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2021;0
5704;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2022;0
5705;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2023;0
5706;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 12 maanden of langer;2021;0
5707;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 12 maanden of langer;2022;0
5708;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 12 maanden of langer;2023;0
5709;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2021;0
5710;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2022;0
5711;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2023;0
5712;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2021;0
5713;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2022;0
5714;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2023;0
5715;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur langer dan 3 jaar;2021;0
5716;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur langer dan 3 jaar;2022;0
5717;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur langer dan 3 jaar;2023;0
5718;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur onbekend;2021;1
5719;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur onbekend;2022;2
5720;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Opleidingsduur onbekend;2023;1
5721;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Basisonderwijs, vmbo, mbo;2021;0
5722;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Basisonderwijs, vmbo, mbo;2022;0
5723;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Basisonderwijs, vmbo, mbo;2023;0
5724;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 11 Basisonderwijs;2021;0
5725;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 11 Basisonderwijs;2022;0
5726;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 11 Basisonderwijs;2023;0
5727;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 12 Vmbo, mbo1, ...;2021;0
5728;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 12 Vmbo, mbo1, ...;2022;0
5729;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 12 Vmbo, mbo1, ...;2023;0
5730;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Havo, vwo, mbo2-4;2021;0
5731;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Havo, vwo, mbo2-4;2022;0
5732;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Havo, vwo, mbo2-4;2023;0
5733;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2021;0
5734;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2022;0
5735;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2023;0
5736;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Hbo, wo;2021;0
5737;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Hbo, wo;2022;0
5738;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niv: Hbo, wo;2023;0
5739;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2021;0
5740;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2022;0
5741;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 31 Hbo-, wo-bachelor;2023;0
5742;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2021;0
5743;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2022;0
5744;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act.ond.niveau: 32 Hbo-, wo-master;2023;0
5745;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Actueel onderwijsniveau: onbekend;2021;0
5746;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Actueel onderwijsniveau: onbekend;2022;0
5747;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Actueel onderwijsniveau: onbekend;2023;0
5748;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act. ond. niveau: niet van toepassing;2021;6
5749;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act. ond. niveau: niet van toepassing;2022;5
5750;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Act. ond. niveau: niet van toepassing;2023;5
5751;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;00 Algemeen;2021;0
5752;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;00 Algemeen;2022;0
5753;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;00 Algemeen;2023;0
5754;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;01 Onderwijs;2021;0
5755;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;01 Onderwijs;2022;0
5756;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;01 Onderwijs;2023;0
5757;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2021;2
5758;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2022;2
5759;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;02 Vormgeving, kunst, talen en gesch...;2023;3
5760;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2021;0
5761;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2022;0
5762;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;03 Journalistiek, gedrag en maatschappij;2023;0
5763;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;04 Recht, administratie, handel en za...;2021;1
5764;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;04 Recht, administratie, handel en za...;2022;1
5765;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;04 Recht, administratie, handel en za...;2023;1
5766;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;05 Wiskunde, natuurwetenschappen;2021;0
5767;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;05 Wiskunde, natuurwetenschappen;2022;0
5768;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;05 Wiskunde, natuurwetenschappen;2023;0
5769;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;06 Informatica;2021;2
5770;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;06 Informatica;2022;1
5771;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;06 Informatica;2023;1
5772;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;07 Techniek, industrie en bouwkunde;2021;0
5773;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;07 Techniek, industrie en bouwkunde;2022;1
5774;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;07 Techniek, industrie en bouwkunde;2023;0
5775;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;08 Landbouw, diergeneeskunde en -verz...;2021;0
5776;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;08 Landbouw, diergeneeskunde en -verz...;2022;0
5777;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;08 Landbouw, diergeneeskunde en -verz...;2023;0
5778;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;09 Gezondheidszorg en welzijn;2021;0
5779;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;09 Gezondheidszorg en welzijn;2022;1
5780;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;09 Gezondheidszorg en welzijn;2023;1
5781;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;10 Dienstverlening;2021;2
5782;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;10 Dienstverlening;2022;1
5783;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;10 Dienstverlening;2023;1
5784;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Onderwijsrichting onbekend;2021;0
5785;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Onderwijsrichting onbekend;2022;0
5786;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Onderwijsrichting onbekend;2023;0
5787;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Lesuren minder dan 7 uur per week;2021;2
5788;Totaal mannen en vrouwen;25 tot 65 jaar;Weet niet of onbekend;Volgt niet-formeel onderwijs;Lesuren minder dan 7 uur per week;2022;3
