ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
5187;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Marokko;2018/'19;828
5188;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Marokko;2019/'20;811
5189;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Marokko;2020/'21;901
5190;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Suriname;2015/'16;764
5191;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Suriname;2016/'17;797
5192;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Suriname;2017/'18;849
5193;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Suriname;2018/'19;870
5194;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Suriname;2019/'20;905
5195;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Suriname;2020/'21;843
5196;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;(voormalige) Nederlandse Antillen, Aruba;2015/'16;677
5197;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;(voormalige) Nederlandse Antillen, Aruba;2016/'17;656
5198;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;(voormalige) Nederlandse Antillen, Aruba;2017/'18;683
5199;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;(voormalige) Nederlandse Antillen, Aruba;2018/'19;735
5200;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;(voormalige) Nederlandse Antillen, Aruba;2019/'20;816
5201;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;(voormalige) Nederlandse Antillen, Aruba;2020/'21;800
5202;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Overige niet-westerse migratieachterg...;2015/'16;1532
5203;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Overige niet-westerse migratieachterg...;2016/'17;1912
5204;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Overige niet-westerse migratieachterg...;2017/'18;2640
5205;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Overige niet-westerse migratieachterg...;2018/'19;3320
5206;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Overige niet-westerse migratieachterg...;2019/'20;3845
5207;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Overige niet-westerse migratieachterg...;2020/'21;3864
5208;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Onbekende migratieachtergrond;2015/'16;14
5209;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Onbekende migratieachtergrond;2016/'17;17
5210;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Onbekende migratieachtergrond;2017/'18;14
5211;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Onbekende migratieachtergrond;2018/'19;15
5212;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Onbekende migratieachtergrond;2019/'20;17
5213;Totaal mannen en vrouwen;Totaal;Bol totaal;10 Dienstverlening;Onbekende migratieachtergrond;2020/'21;10
5214;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Totaal;2015/'16;1444
5215;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Totaal;2016/'17;190
5216;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Totaal;2017/'18;1
5217;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Totaal;2018/'19;0
5218;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Totaal;2019/'20;0
5219;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Totaal;2020/'21;0
5220;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Nederlandse achtergrond;2015/'16;395
5221;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Nederlandse achtergrond;2016/'17;41
5222;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Nederlandse achtergrond;2017/'18;0
5223;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Nederlandse achtergrond;2018/'19;0
5224;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Nederlandse achtergrond;2019/'20;0
5225;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Nederlandse achtergrond;2020/'21;0
5226;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Met migratieachtergrond;2015/'16;1044
5227;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Met migratieachtergrond;2016/'17;149
5228;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Met migratieachtergrond;2017/'18;1
5229;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Met migratieachtergrond;2018/'19;0
5230;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Met migratieachtergrond;2019/'20;0
5231;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Met migratieachtergrond;2020/'21;0
5232;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Westerse migratieachtergrond;2015/'16;123
5233;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Westerse migratieachtergrond;2016/'17;16
5234;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Westerse migratieachtergrond;2017/'18;0
5235;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Westerse migratieachtergrond;2018/'19;0
5236;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Westerse migratieachtergrond;2019/'20;0
5237;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Westerse migratieachtergrond;2020/'21;0
5238;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Niet-westerse migratieachtergrond;2015/'16;921
5239;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Niet-westerse migratieachtergrond;2016/'17;133
5240;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Niet-westerse migratieachtergrond;2017/'18;1
5241;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Niet-westerse migratieachtergrond;2018/'19;0
5242;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Niet-westerse migratieachtergrond;2019/'20;0
5243;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Niet-westerse migratieachtergrond;2020/'21;0
5244;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Turkije;2015/'16;114
5245;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Turkije;2016/'17;6
5246;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Turkije;2017/'18;0
5247;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Turkije;2018/'19;0
5248;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Turkije;2019/'20;0
5249;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Turkije;2020/'21;0
5250;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Marokko;2015/'16;182
5251;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Marokko;2016/'17;20
5252;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Marokko;2017/'18;0
5253;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Marokko;2018/'19;0
5254;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Marokko;2019/'20;0
5255;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Marokko;2020/'21;0
5256;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Suriname;2015/'16;90
5257;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Suriname;2016/'17;12
5258;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Suriname;2017/'18;0
5259;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Suriname;2018/'19;0
5260;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Suriname;2019/'20;0
5261;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Suriname;2020/'21;0
5262;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;(voormalige) Nederlandse Antillen, Aruba;2015/'16;121
5263;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;(voormalige) Nederlandse Antillen, Aruba;2016/'17;14
5264;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
5265;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
5266;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;(voormalige) Nederlandse Antillen, Aruba;2019/'20;0
5267;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
5268;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Overige niet-westerse migratieachterg...;2015/'16;414
5269;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Overige niet-westerse migratieachterg...;2016/'17;81
5270;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Overige niet-westerse migratieachterg...;2017/'18;1
5271;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Overige niet-westerse migratieachterg...;2018/'19;0
5272;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Overige niet-westerse migratieachterg...;2019/'20;0
5273;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Overige niet-westerse migratieachterg...;2020/'21;0
5274;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Onbekende migratieachtergrond;2015/'16;5
5275;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Onbekende migratieachtergrond;2016/'17;0
5276;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Onbekende migratieachtergrond;2017/'18;0
5277;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Onbekende migratieachtergrond;2018/'19;0
5278;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Onbekende migratieachtergrond;2019/'20;0
5279;Totaal mannen en vrouwen;Totaal;Bol totaal;Onderwijsrichting onbekend;Onbekende migratieachtergrond;2020/'21;0
5280;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Totaal;2015/'16;5406
5281;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Totaal;2016/'17;6728
5282;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Totaal;2017/'18;5578
5283;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Totaal;2018/'19;5311
5284;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Totaal;2019/'20;4975
5285;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Totaal;2020/'21;4849
5286;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Nederlandse achtergrond;2015/'16;4980
5287;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Nederlandse achtergrond;2016/'17;6273
5288;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Nederlandse achtergrond;2017/'18;5160
5289;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Nederlandse achtergrond;2018/'19;4943
5290;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Nederlandse achtergrond;2019/'20;4675
5291;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Nederlandse achtergrond;2020/'21;4516
5292;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Met migratieachtergrond;2015/'16;421
5293;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Met migratieachtergrond;2016/'17;452
5294;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Met migratieachtergrond;2017/'18;416
5295;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Met migratieachtergrond;2018/'19;366
5296;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Met migratieachtergrond;2019/'20;296
5297;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Met migratieachtergrond;2020/'21;332
5298;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Westerse migratieachtergrond;2015/'16;232
5299;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Westerse migratieachtergrond;2016/'17;244
5300;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Westerse migratieachtergrond;2017/'18;219
5301;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Westerse migratieachtergrond;2018/'19;179
5302;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Westerse migratieachtergrond;2019/'20;158
5303;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Westerse migratieachtergrond;2020/'21;182
5304;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Niet-westerse migratieachtergrond;2015/'16;189
5305;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Niet-westerse migratieachtergrond;2016/'17;208
5306;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Niet-westerse migratieachtergrond;2017/'18;197
5307;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Niet-westerse migratieachtergrond;2018/'19;187
5308;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Niet-westerse migratieachtergrond;2019/'20;138
5309;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Niet-westerse migratieachtergrond;2020/'21;150
5310;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Turkije;2015/'16;33
5311;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Turkije;2016/'17;32
5312;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Turkije;2017/'18;32
5313;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Turkije;2018/'19;23
5314;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Turkije;2019/'20;20
5315;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Turkije;2020/'21;12
5316;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Marokko;2015/'16;23
5317;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Marokko;2016/'17;17
5318;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Marokko;2017/'18;24
5319;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Marokko;2018/'19;25
5320;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Marokko;2019/'20;7
5321;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Marokko;2020/'21;17
5322;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Suriname;2015/'16;38
5323;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Suriname;2016/'17;42
5324;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Suriname;2017/'18;35
5325;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Suriname;2018/'19;36
5326;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Suriname;2019/'20;28
5327;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Suriname;2020/'21;32
5328;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;(voormalige) Nederlandse Antillen, Aruba;2015/'16;30
5329;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;(voormalige) Nederlandse Antillen, Aruba;2016/'17;28
5330;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;(voormalige) Nederlandse Antillen, Aruba;2017/'18;39
5331;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;(voormalige) Nederlandse Antillen, Aruba;2018/'19;33
5332;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;(voormalige) Nederlandse Antillen, Aruba;2019/'20;18
5333;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;(voormalige) Nederlandse Antillen, Aruba;2020/'21;20
5334;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Overige niet-westerse migratieachterg...;2015/'16;65
5335;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Overige niet-westerse migratieachterg...;2016/'17;89
5336;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Overige niet-westerse migratieachterg...;2017/'18;67
5337;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Overige niet-westerse migratieachterg...;2018/'19;70
5338;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Overige niet-westerse migratieachterg...;2019/'20;65
5339;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Overige niet-westerse migratieachterg...;2020/'21;69
5340;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Onbekende migratieachtergrond;2015/'16;5
5341;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Onbekende migratieachtergrond;2016/'17;3
5342;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Onbekende migratieachtergrond;2017/'18;2
5343;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Onbekende migratieachtergrond;2018/'19;2
5344;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Onbekende migratieachtergrond;2019/'20;4
5345;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector landbouw;Onbekende migratieachtergrond;2020/'21;1
5346;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Totaal;2015/'16;38470
5347;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Totaal;2016/'17;38230
5348;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Totaal;2017/'18;34937
5349;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Totaal;2018/'19;35126
5350;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Totaal;2019/'20;34495
5351;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Totaal;2020/'21;34496
5352;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Nederlandse achtergrond;2015/'16;24799
5353;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Nederlandse achtergrond;2016/'17;25396
5354;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Nederlandse achtergrond;2017/'18;22944
5355;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Nederlandse achtergrond;2018/'19;23488
5356;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Nederlandse achtergrond;2019/'20;22961
5357;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Nederlandse achtergrond;2020/'21;22503
5358;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Met migratieachtergrond;2015/'16;13655
5359;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Met migratieachtergrond;2016/'17;12822
5360;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Met migratieachtergrond;2017/'18;11982
5361;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Met migratieachtergrond;2018/'19;11635
5362;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Met migratieachtergrond;2019/'20;11529
5363;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Met migratieachtergrond;2020/'21;11989
5364;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Westerse migratieachtergrond;2015/'16;2623
5365;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Westerse migratieachtergrond;2016/'17;2408
5366;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Westerse migratieachtergrond;2017/'18;2365
5367;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Westerse migratieachtergrond;2018/'19;2158
5368;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Westerse migratieachtergrond;2019/'20;2214
5369;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Westerse migratieachtergrond;2020/'21;2254
5370;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Niet-westerse migratieachtergrond;2015/'16;11032
5371;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Niet-westerse migratieachtergrond;2016/'17;10414
5372;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Niet-westerse migratieachtergrond;2017/'18;9617
5373;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Niet-westerse migratieachtergrond;2018/'19;9477
5374;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Niet-westerse migratieachtergrond;2019/'20;9315
5375;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Niet-westerse migratieachtergrond;2020/'21;9735
5376;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Turkije;2015/'16;2552
5377;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Turkije;2016/'17;2433
5378;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Turkije;2017/'18;2264
5379;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Turkije;2018/'19;2068
5380;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Turkije;2019/'20;1961
5381;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Turkije;2020/'21;1881
5382;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Marokko;2015/'16;2170
5383;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Marokko;2016/'17;2149
5384;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Marokko;2017/'18;1965
5385;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Marokko;2018/'19;1912
5386;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Marokko;2019/'20;1818
5387;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Marokko;2020/'21;1886
5388;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Suriname;2015/'16;1928
5389;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Suriname;2016/'17;1746
5390;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Suriname;2017/'18;1610
5391;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Suriname;2018/'19;1549
5392;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Suriname;2019/'20;1459
5393;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Suriname;2020/'21;1415
5394;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;(voormalige) Nederlandse Antillen, Aruba;2015/'16;1015
5395;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;(voormalige) Nederlandse Antillen, Aruba;2016/'17;884
5396;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;(voormalige) Nederlandse Antillen, Aruba;2017/'18;749
5397;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;(voormalige) Nederlandse Antillen, Aruba;2018/'19;704
5398;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;(voormalige) Nederlandse Antillen, Aruba;2019/'20;721
5399;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;(voormalige) Nederlandse Antillen, Aruba;2020/'21;753
5400;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Overige niet-westerse migratieachterg...;2015/'16;3367
5401;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Overige niet-westerse migratieachterg...;2016/'17;3202
5402;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Overige niet-westerse migratieachterg...;2017/'18;3029
5403;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Overige niet-westerse migratieachterg...;2018/'19;3244
5404;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Overige niet-westerse migratieachterg...;2019/'20;3356
5405;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Overige niet-westerse migratieachterg...;2020/'21;3800
5406;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Onbekende migratieachtergrond;2015/'16;16
5407;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Onbekende migratieachtergrond;2016/'17;12
5408;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Onbekende migratieachtergrond;2017/'18;11
5409;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Onbekende migratieachtergrond;2018/'19;3
5410;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Onbekende migratieachtergrond;2019/'20;5
5411;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector economie;Onbekende migratieachtergrond;2020/'21;4
5412;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Totaal;2015/'16;22382
5413;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Totaal;2016/'17;21399
5414;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Totaal;2017/'18;20189
5415;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Totaal;2018/'19;18566
5416;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Totaal;2019/'20;17969
5417;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Totaal;2020/'21;17905
5418;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Nederlandse achtergrond;2015/'16;16692
5419;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Nederlandse achtergrond;2016/'17;16533
5420;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Nederlandse achtergrond;2017/'18;15826
5421;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Nederlandse achtergrond;2018/'19;14721
5422;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Nederlandse achtergrond;2019/'20;14189
5423;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Nederlandse achtergrond;2020/'21;14165
5424;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Met migratieachtergrond;2015/'16;5681
5425;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Met migratieachtergrond;2016/'17;4844
5426;Totaal mannen en vrouwen;Totaal;Bol totaal;Sector techniek;Met migratieachtergrond;2017/'18;4355
