ID;TravelMotives;Population;TravelModes;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
5970;Total;Population: 12 years or older;Other;Value;Groningen (PV);2018;0.1;3.21;4.32;38.0;1170.0;26.3
5971;Total;Population: 12 years or older;Other;Value;Groningen (PV);2019;0.11;;3.36;39.0;;20.4
5972;Total;Population: 12 years or older;Other;Value;Groningen (PV);2020;;;;;;
5973;Total;Population: 12 years or older;Other;Value;Groningen (PV);2021;0.09;1.9;2.91;32.0;692.0;17.7
5974;Total;Population: 12 years or older;Other;Value;Groningen (PV);2022;0.12;2.29;3.64;45.0;835.0;22.2
5975;Total;Population: 12 years or older;Other;Value;Groningen (PV);2023;0.09;;3.12;34.0;;19.0
5976;Total;Population: 12 years or older;Other;Value;Fryslân (PV);2018;0.12;4.15;5.49;43.0;1514.0;33.4
5977;Total;Population: 12 years or older;Other;Value;Fryslân (PV);2019;0.13;3.25;5.16;49.0;1186.0;31.4
5978;Total;Population: 12 years or older;Other;Value;Fryslân (PV);2020;0.13;2.61;5.11;47.0;955.0;31.2
5979;Total;Population: 12 years or older;Other;Value;Fryslân (PV);2021;0.11;2.27;3.93;40.0;827.0;23.9
5980;Total;Population: 12 years or older;Other;Value;Fryslân (PV);2022;0.14;2.82;3.89;51.0;1031.0;23.7
5981;Total;Population: 12 years or older;Other;Value;Fryslân (PV);2023;0.12;2.77;4.11;44.0;1011.0;25.0
5982;Total;Population: 12 years or older;Other;Value;Drenthe (PV);2018;0.11;2.74;3.83;41.0;1001.0;23.3
5983;Total;Population: 12 years or older;Other;Value;Drenthe (PV);2019;0.12;3.62;3.91;44.0;1322.0;23.8
5984;Total;Population: 12 years or older;Other;Value;Drenthe (PV);2020;;;;;;
5985;Total;Population: 12 years or older;Other;Value;Drenthe (PV);2021;0.13;3.04;4.66;48.0;1110.0;28.3
5986;Total;Population: 12 years or older;Other;Value;Drenthe (PV);2022;;;;;;
5987;Total;Population: 12 years or older;Other;Value;Drenthe (PV);2023;0.13;2.48;3.48;46.0;906.0;21.2
5988;Total;Population: 12 years or older;Other;Value;Overijssel (PV);2018;0.11;3.24;4.43;41.0;1183.0;26.9
5989;Total;Population: 12 years or older;Other;Value;Overijssel (PV);2019;0.15;3.64;4.72;54.0;1327.0;28.7
5990;Total;Population: 12 years or older;Other;Value;Overijssel (PV);2020;0.1;2.12;3.21;36.0;776.0;19.6
5991;Total;Population: 12 years or older;Other;Value;Overijssel (PV);2021;0.1;2.19;3.84;35.0;801.0;23.4
5992;Total;Population: 12 years or older;Other;Value;Overijssel (PV);2022;0.13;2.31;3.73;47.0;841.0;22.7
5993;Total;Population: 12 years or older;Other;Value;Overijssel (PV);2023;0.11;2.39;3.36;40.0;873.0;20.4
5994;Total;Population: 12 years or older;Other;Value;Flevoland (PV);2018;0.12;2.88;3.97;42.0;1050.0;24.2
5995;Total;Population: 12 years or older;Other;Value;Flevoland (PV);2019;0.09;2.93;3.49;32.0;1071.0;21.3
5996;Total;Population: 12 years or older;Other;Value;Flevoland (PV);2020;;;;;;
5997;Total;Population: 12 years or older;Other;Value;Flevoland (PV);2021;0.15;3.12;5.38;53.0;1140.0;32.7
5998;Total;Population: 12 years or older;Other;Value;Flevoland (PV);2022;0.09;;;33.0;;
5999;Total;Population: 12 years or older;Other;Value;Flevoland (PV);2023;0.08;1.81;2.65;31.0;660.0;16.1
6000;Total;Population: 12 years or older;Other;Value;Gelderland (PV);2018;0.1;2.34;3.45;37.0;854.0;21.0
6001;Total;Population: 12 years or older;Other;Value;Gelderland (PV);2019;0.12;2.67;3.88;43.0;976.0;23.6
6002;Total;Population: 12 years or older;Other;Value;Gelderland (PV);2020;0.09;1.79;2.72;34.0;656.0;16.6
6003;Total;Population: 12 years or older;Other;Value;Gelderland (PV);2021;0.11;2.63;3.79;39.0;961.0;23.1
6004;Total;Population: 12 years or older;Other;Value;Gelderland (PV);2022;0.1;2.17;3.28;37.0;791.0;20.0
6005;Total;Population: 12 years or older;Other;Value;Gelderland (PV);2023;0.11;1.97;3.07;39.0;719.0;18.7
6006;Total;Population: 12 years or older;Other;Value;Utrecht (PV);2018;0.1;1.96;3.21;36.0;717.0;19.5
6007;Total;Population: 12 years or older;Other;Value;Utrecht (PV);2019;0.09;1.86;2.6;34.0;679.0;15.8
6008;Total;Population: 12 years or older;Other;Value;Utrecht (PV);2020;0.08;1.7;2.75;29.0;624.0;16.8
6009;Total;Population: 12 years or older;Other;Value;Utrecht (PV);2021;0.08;1.34;2.53;30.0;490.0;15.4
6010;Total;Population: 12 years or older;Other;Value;Utrecht (PV);2022;0.08;1.71;2.78;30.0;626.0;16.9
6011;Total;Population: 12 years or older;Other;Value;Utrecht (PV);2023;0.09;1.6;2.9;32.0;584.0;17.7
6012;Total;Population: 12 years or older;Other;Value;Noord-Holland (PV);2018;0.11;2.02;3.74;42.0;738.0;22.8
6013;Total;Population: 12 years or older;Other;Value;Noord-Holland (PV);2019;0.12;2.46;4.41;44.0;898.0;26.8
6014;Total;Population: 12 years or older;Other;Value;Noord-Holland (PV);2020;0.08;1.31;2.39;29.0;478.0;14.6
6015;Total;Population: 12 years or older;Other;Value;Noord-Holland (PV);2021;0.09;1.31;2.94;34.0;477.0;17.9
6016;Total;Population: 12 years or older;Other;Value;Noord-Holland (PV);2022;0.1;1.64;3.08;38.0;597.0;18.8
6017;Total;Population: 12 years or older;Other;Value;Noord-Holland (PV);2023;0.09;1.5;2.99;34.0;548.0;18.2
6018;Total;Population: 12 years or older;Other;Value;Zuid-Holland (PV);2018;0.11;2.02;3.94;39.0;737.0;23.9
6019;Total;Population: 12 years or older;Other;Value;Zuid-Holland (PV);2019;0.11;2.14;3.9;40.0;781.0;23.7
6020;Total;Population: 12 years or older;Other;Value;Zuid-Holland (PV);2020;0.08;1.38;2.76;30.0;506.0;16.9
6021;Total;Population: 12 years or older;Other;Value;Zuid-Holland (PV);2021;0.11;1.71;3.63;39.0;625.0;22.1
6022;Total;Population: 12 years or older;Other;Value;Zuid-Holland (PV);2022;0.1;1.69;3.18;38.0;618.0;19.3
6023;Total;Population: 12 years or older;Other;Value;Zuid-Holland (PV);2023;0.09;1.53;3.01;34.0;557.0;18.3
6024;Total;Population: 12 years or older;Other;Value;Zeeland (PV);2018;0.14;2.29;3.0;51.0;836.0;18.3
6025;Total;Population: 12 years or older;Other;Value;Zeeland (PV);2019;0.17;2.4;3.64;62.0;874.0;22.2
6026;Total;Population: 12 years or older;Other;Value;Zeeland (PV);2020;;;;;;
6027;Total;Population: 12 years or older;Other;Value;Zeeland (PV);2021;0.18;2.86;5.26;66.0;1043.0;32.0
6028;Total;Population: 12 years or older;Other;Value;Zeeland (PV);2022;0.19;2.69;4.37;71.0;983.0;26.6
6029;Total;Population: 12 years or older;Other;Value;Zeeland (PV);2023;;;;;;
6030;Total;Population: 12 years or older;Other;Value;Noord-Brabant (PV);2018;0.12;2.95;4.27;44.0;1075.0;26.0
6031;Total;Population: 12 years or older;Other;Value;Noord-Brabant (PV);2019;0.1;2.02;3.23;36.0;737.0;19.6
6032;Total;Population: 12 years or older;Other;Value;Noord-Brabant (PV);2020;0.09;1.45;2.57;32.0;531.0;15.7
6033;Total;Population: 12 years or older;Other;Value;Noord-Brabant (PV);2021;0.1;1.82;3.13;35.0;663.0;19.0
6034;Total;Population: 12 years or older;Other;Value;Noord-Brabant (PV);2022;0.11;2.63;4.29;41.0;958.0;26.1
6035;Total;Population: 12 years or older;Other;Value;Noord-Brabant (PV);2023;0.09;1.71;2.86;33.0;623.0;17.4
6036;Total;Population: 12 years or older;Other;Value;Limburg (PV);2018;0.1;2.03;3.09;36.0;743.0;18.8
6037;Total;Population: 12 years or older;Other;Value;Limburg (PV);2019;0.12;1.94;3.25;44.0;708.0;19.7
6038;Total;Population: 12 years or older;Other;Value;Limburg (PV);2020;0.09;1.43;2.2;33.0;525.0;13.4
6039;Total;Population: 12 years or older;Other;Value;Limburg (PV);2021;0.1;1.6;2.95;38.0;582.0;18.0
6040;Total;Population: 12 years or older;Other;Value;Limburg (PV);2022;0.09;1.35;2.35;33.0;493.0;14.3
6041;Total;Population: 12 years or older;Other;Value;Limburg (PV);2023;0.08;1.33;2.15;28.0;487.0;13.1
6042;Total;Population: 12 years or older;Other;Value;Extremely urbanised;2018;0.09;1.47;3.06;33.0;536.0;18.6
6043;Total;Population: 12 years or older;Other;Value;Extremely urbanised;2019;0.09;1.59;3.02;33.0;579.0;18.4
6044;Total;Population: 12 years or older;Other;Value;Extremely urbanised;2020;0.07;1.02;2.31;25.0;372.0;14.1
6045;Total;Population: 12 years or older;Other;Value;Extremely urbanised;2021;0.08;1.08;2.58;29.0;396.0;15.7
6046;Total;Population: 12 years or older;Other;Value;Extremely urbanised;2022;0.08;1.03;2.31;28.0;377.0;14.0
6047;Total;Population: 12 years or older;Other;Value;Extremely urbanised;2023;0.08;1.15;2.52;28.0;421.0;15.4
6048;Total;Population: 12 years or older;Other;Value;Strongly urbanised;2018;0.1;2.14;3.69;38.0;780.0;22.5
6049;Total;Population: 12 years or older;Other;Value;Strongly urbanised;2019;0.12;2.1;3.55;42.0;766.0;21.6
6050;Total;Population: 12 years or older;Other;Value;Strongly urbanised;2020;0.08;1.44;2.37;30.0;528.0;14.4
6051;Total;Population: 12 years or older;Other;Value;Strongly urbanised;2021;0.1;1.79;3.28;37.0;652.0;19.9
6052;Total;Population: 12 years or older;Other;Value;Strongly urbanised;2022;0.11;2.23;3.74;40.0;815.0;22.8
6053;Total;Population: 12 years or older;Other;Value;Strongly urbanised;2023;0.1;1.71;2.97;35.0;625.0;18.1
6054;Total;Population: 12 years or older;Other;Value;Moderately urbanised;2018;0.11;2.63;4.02;39.0;958.0;24.4
6055;Total;Population: 12 years or older;Other;Value;Moderately urbanised;2019;0.12;2.76;4.34;43.0;1008.0;26.4
6056;Total;Population: 12 years or older;Other;Value;Moderately urbanised;2020;0.09;1.74;2.82;34.0;635.0;17.2
6057;Total;Population: 12 years or older;Other;Value;Moderately urbanised;2021;0.1;1.94;3.51;38.0;709.0;21.4
6058;Total;Population: 12 years or older;Other;Value;Moderately urbanised;2022;0.12;2.52;3.87;44.0;918.0;23.6
6059;Total;Population: 12 years or older;Other;Value;Moderately urbanised;2023;0.11;1.9;3.33;38.0;695.0;20.2
6060;Total;Population: 12 years or older;Other;Value;Hardly urbanised;2018;0.13;3.43;4.77;48.0;1253.0;29.0
6061;Total;Population: 12 years or older;Other;Value;Hardly urbanised;2019;0.13;3.13;4.24;47.0;1144.0;25.8
6062;Total;Population: 12 years or older;Other;Value;Hardly urbanised;2020;0.11;2.09;3.5;39.0;767.0;21.4
6063;Total;Population: 12 years or older;Other;Value;Hardly urbanised;2021;0.11;2.72;4.28;41.0;993.0;26.0
6064;Total;Population: 12 years or older;Other;Value;Hardly urbanised;2022;0.13;2.65;3.91;46.0;967.0;23.8
6065;Total;Population: 12 years or older;Other;Value;Hardly urbanised;2023;0.11;2.07;3.15;38.0;756.0;19.2
6066;Total;Population: 12 years or older;Other;Value;Not urbanised;2018;0.13;3.45;4.17;49.0;1260.0;25.4
6067;Total;Population: 12 years or older;Other;Value;Not urbanised;2019;0.14;3.51;4.99;50.0;1281.0;30.4
6068;Total;Population: 12 years or older;Other;Value;Not urbanised;2020;0.13;2.79;4.13;48.0;1021.0;25.2
6069;Total;Population: 12 years or older;Other;Value;Not urbanised;2021;0.16;2.59;4.5;57.0;946.0;27.4
6070;Total;Population: 12 years or older;Other;Value;Not urbanised;2022;0.13;2.5;3.73;48.0;913.0;22.7
6071;Total;Population: 12 years or older;Other;Value;Not urbanised;2023;0.12;2.69;3.93;44.0;981.0;23.9
6072;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;The Netherlands;2018;0.1;2.24;3.6;38.0;816.0;21.9
6073;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;The Netherlands;2019;0.11;2.21;3.53;39.0;807.0;21.5
6074;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;The Netherlands;2020;0.08;1.48;2.59;31.0;543.0;15.8
6075;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;The Netherlands;2021;0.1;1.74;3.19;35.0;636.0;19.4
6076;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;The Netherlands;2022;0.1;1.88;3.19;37.0;687.0;19.4
6077;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;The Netherlands;2023;0.09;1.6;2.82;33.0;586.0;17.2
6078;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;0.09;2.6;3.65;34.0;948.0;22.2
6079;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;0.1;2.27;3.12;36.0;828.0;19.0
6080;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;0.09;1.66;2.96;33.0;609.0;18.1
6081;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;0.09;1.82;2.94;33.0;664.0;17.9
6082;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;0.1;2.09;3.12;37.0;764.0;19.0
6083;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;0.09;1.69;2.82;34.0;615.0;17.1
6084;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;0.09;2.24;3.26;34.0;816.0;19.8
6085;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;0.11;2.5;3.53;40.0;913.0;21.5
6086;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;0.08;1.59;2.41;30.0;583.0;14.7
6087;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;0.1;2.11;3.31;35.0;772.0;20.1
6088;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;0.1;1.85;2.99;35.0;674.0;18.2
6089;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;0.09;1.76;2.7;34.0;641.0;16.4
6090;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;West-Nederland (LD);2018;0.1;1.77;3.33;37.0;647.0;20.2
6091;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;West-Nederland (LD);2019;0.1;1.93;3.44;38.0;705.0;20.9
6092;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;West-Nederland (LD);2020;0.08;1.26;2.42;28.0;460.0;14.7
6093;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;West-Nederland (LD);2021;0.09;1.4;2.98;34.0;512.0;18.2
6094;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;West-Nederland (LD);2022;0.1;1.5;2.85;35.0;546.0;17.4
6095;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;West-Nederland (LD);2023;0.09;1.39;2.76;32.0;507.0;16.8
6096;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;0.1;2.15;3.34;37.0;785.0;20.3
6097;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;0.09;1.63;2.75;34.0;596.0;16.7
6098;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;0.08;1.15;2.04;28.0;421.0;12.4
6099;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;0.09;1.42;2.55;31.0;518.0;15.5
6100;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;0.09;1.81;3.11;34.0;661.0;18.9
6101;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;0.07;1.28;2.21;27.0;469.0;13.4
6102;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Groningen (PV);2018;0.08;1.84;2.71;28.0;670.0;16.5
6103;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Groningen (PV);2019;0.07;;1.78;24.0;;10.8
6104;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Groningen (PV);2020;;;;;;
6105;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Groningen (PV);2021;0.06;1.23;1.95;23.0;450.0;11.9
6106;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Groningen (PV);2022;0.08;1.25;2.37;31.0;455.0;14.4
6107;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Groningen (PV);2023;0.06;;1.6;23.0;;9.7
6108;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Fryslân (PV);2018;0.09;2.55;3.67;32.0;929.0;22.3
6109;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Fryslân (PV);2019;0.1;2.26;2.97;36.0;824.0;18.1
6110;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Fryslân (PV);2020;0.09;1.64;3.32;33.0;599.0;20.2
6111;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Fryslân (PV);2021;0.08;1.39;2.62;29.0;508.0;15.9
6112;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Fryslân (PV);2022;0.1;1.86;2.68;36.0;678.0;16.3
6113;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Fryslân (PV);2023;0.09;1.77;2.89;32.0;646.0;17.6
6114;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Drenthe (PV);2018;0.08;1.59;2.37;28.0;579.0;14.4
6115;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Drenthe (PV);2019;0.08;2.03;2.43;29.0;739.0;14.8
6116;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Drenthe (PV);2020;;;;;;
6117;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Drenthe (PV);2021;0.09;1.76;2.53;32.0;641.0;15.4
6118;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Drenthe (PV);2022;;;;;;
6119;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Drenthe (PV);2023;0.08;1.44;2.26;31.0;525.0;13.7
6120;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Overijssel (PV);2018;0.09;2.28;3.23;33.0;831.0;19.6
6121;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Overijssel (PV);2019;0.12;2.54;3.62;43.0;927.0;22.0
6122;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Overijssel (PV);2020;0.07;1.42;2.03;27.0;519.0;12.4
6123;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Overijssel (PV);2021;0.08;1.51;2.33;27.0;550.0;14.2
6124;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Overijssel (PV);2022;0.1;1.69;2.82;37.0;617.0;17.1
6125;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Overijssel (PV);2023;0.09;1.7;2.59;32.0;620.0;15.7
6126;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Flevoland (PV);2018;0.08;1.76;2.64;28.0;644.0;16.1
6127;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Flevoland (PV);2019;0.06;1.49;2.13;21.0;545.0;13.0
6128;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Flevoland (PV);2020;;;;;;
6129;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Flevoland (PV);2021;0.11;2.03;3.62;39.0;742.0;22.0
6130;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Flevoland (PV);2022;0.07;;;24.0;;
6131;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Flevoland (PV);2023;0.06;1.21;1.93;22.0;441.0;11.7
6132;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Gelderland (PV);2018;0.08;1.81;2.77;31.0;659.0;16.9
6133;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Gelderland (PV);2019;0.1;2.1;3.13;36.0;765.0;19.0
6134;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Gelderland (PV);2020;0.08;1.34;2.16;28.0;492.0;13.2
6135;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Gelderland (PV);2021;0.09;2.0;3.02;33.0;731.0;18.4
6136;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Gelderland (PV);2022;0.08;1.61;2.62;31.0;589.0;15.9
6137;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Gelderland (PV);2023;0.09;1.56;2.51;33.0;570.0;15.3
6138;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Utrecht (PV);2018;0.08;1.39;2.46;28.0;508.0;15.0
6139;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Utrecht (PV);2019;0.07;1.24;1.9;25.0;453.0;11.6
6140;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Utrecht (PV);2020;0.07;1.23;2.18;24.0;449.0;13.3
6141;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Utrecht (PV);2021;0.07;1.05;2.11;26.0;385.0;12.8
6142;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Utrecht (PV);2022;0.07;1.34;2.26;26.0;491.0;13.7
6143;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Utrecht (PV);2023;0.07;1.27;2.39;27.0;462.0;14.5
6144;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2018;0.1;1.6;3.18;37.0;585.0;19.4
6145;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2019;0.1;1.89;3.57;38.0;689.0;21.7
6146;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2020;0.07;1.02;1.97;25.0;374.0;12.0
6147;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2021;0.08;1.06;2.45;29.0;388.0;14.9
6148;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2022;0.09;1.26;2.62;33.0;458.0;15.9
6149;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2023;0.08;1.22;2.52;30.0;444.0;15.3
6150;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;0.09;1.62;3.25;34.0;592.0;19.8
6151;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;0.1;1.75;3.3;36.0;640.0;20.1
6152;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;0.07;1.11;2.35;27.0;407.0;14.4
6153;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;0.1;1.45;3.12;35.0;528.0;19.0
6154;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;0.09;1.32;2.72;34.0;483.0;16.6
6155;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;0.08;1.28;2.64;31.0;469.0;16.0
6156;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zeeland (PV);2018;0.1;1.32;2.03;36.0;483.0;12.4
6157;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zeeland (PV);2019;0.11;1.37;2.42;41.0;500.0;14.7
6158;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zeeland (PV);2020;;;;;;
6159;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zeeland (PV);2021;0.12;1.61;3.45;45.0;589.0;21.0
6160;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zeeland (PV);2022;0.13;1.54;2.85;49.0;561.0;17.4
6161;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Zeeland (PV);2023;;;;;;
6162;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;0.1;2.26;3.53;38.0;826.0;21.5
6163;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;0.08;1.58;2.64;31.0;577.0;16.1
6164;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;0.07;1.1;2.03;27.0;403.0;12.4
6165;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;0.08;1.38;2.45;30.0;505.0;14.9
6166;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;0.1;2.05;3.49;35.0;748.0;21.3
6167;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;0.07;1.31;2.31;27.0;478.0;14.0
6168;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Limburg (PV);2018;0.08;1.38;2.31;29.0;504.0;14.1
6169;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Limburg (PV);2019;0.09;1.31;2.41;33.0;476.0;14.6
6170;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Limburg (PV);2020;0.07;0.88;1.58;26.0;323.0;9.7
6171;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Limburg (PV);2021;0.08;1.15;2.21;30.0;421.0;13.4
6172;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Limburg (PV);2022;0.07;0.87;1.72;26.0;316.0;10.4
6173;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Limburg (PV);2023;0.06;0.87;1.48;21.0;318.0;9.0
6174;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Extremely urbanised;2018;0.08;1.14;2.54;29.0;417.0;15.4
6175;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Extremely urbanised;2019;0.08;1.28;2.57;29.0;466.0;15.6
6176;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Extremely urbanised;2020;0.06;0.81;1.94;22.0;295.0;11.8
6177;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Extremely urbanised;2021;0.07;0.9;2.22;26.0;327.0;13.5
6178;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Extremely urbanised;2022;0.07;0.84;1.99;25.0;307.0;12.1
6179;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Extremely urbanised;2023;0.07;0.95;2.19;25.0;348.0;13.3
6180;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Strongly urbanised;2018;0.09;1.8;3.18;34.0;656.0;19.4
6181;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Strongly urbanised;2019;0.1;1.79;3.13;38.0;653.0;19.0
6182;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Strongly urbanised;2020;0.07;1.19;2.05;26.0;436.0;12.5
6183;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Strongly urbanised;2021;0.09;1.53;2.89;34.0;558.0;17.6
6184;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Strongly urbanised;2022;0.1;1.79;3.24;35.0;655.0;19.7
6185;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Strongly urbanised;2023;0.09;1.47;2.63;32.0;536.0;16.0
6186;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Moderately urbanised;2018;0.09;1.98;3.33;35.0;721.0;20.3
6187;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Moderately urbanised;2019;0.1;2.17;3.53;37.0;791.0;21.5
6188;Total;Population: 12 years or older;Other;Lower bound 95% confidence interval;Moderately urbanised;2020;0.08;1.36;2.37;29.0;499.0;14.5
