ID;Zorgaanbieders;FinancieringsvormenZorg;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
626;BZW: Aanb. buiten sector zorg en welzijn;HF32: Eigen risico en bijdragen;2023;1088.0
627;BZW: Aanb. buiten sector zorg en welzijn;Overige financieringsvormen;2021;367.0
628;BZW: Aanb. buiten sector zorg en welzijn;Overige financieringsvormen;2022;346.0
629;BZW: Aanb. buiten sector zorg en welzijn;Overige financieringsvormen;2023;384.0
630;BZW: Apotheken;Totaal alle financieringsvormen;2021;4763.0
631;BZW: Apotheken;Totaal alle financieringsvormen;2022;5016.0
632;BZW: Apotheken;Totaal alle financieringsvormen;2023;5200.0
633;BZW: Apotheken;HF11: Overheid;2021;6.0
634;BZW: Apotheken;HF11: Overheid;2022;0.0
635;BZW: Apotheken;HF11: Overheid;2023;0.0
636;BZW: Apotheken;HF121a: Wlz, AWBZ;2021;0.0
637;BZW: Apotheken;HF121a: Wlz, AWBZ;2022;0.0
638;BZW: Apotheken;HF121a: Wlz, AWBZ;2023;0.0
639;BZW: Apotheken;HF121b: Ziekenfonds;2021;
640;BZW: Apotheken;HF121b: Ziekenfonds;2022;
641;BZW: Apotheken;HF121b: Ziekenfonds;2023;
642;BZW: Apotheken;HF122: Zorgverzekeringswet;2021;3738.0
643;BZW: Apotheken;HF122: Zorgverzekeringswet;2022;3997.0
644;BZW: Apotheken;HF122: Zorgverzekeringswet;2023;4119.0
645;BZW: Apotheken;HF21:Vrijwillige ziektekostenverzekering;2021;41.0
646;BZW: Apotheken;HF21:Vrijwillige ziektekostenverzekering;2022;31.0
647;BZW: Apotheken;HF21:Vrijwillige ziektekostenverzekering;2023;33.0
648;BZW: Apotheken;HF3: Eigen betalingen;2021;974.0
649;BZW: Apotheken;HF3: Eigen betalingen;2022;981.0
650;BZW: Apotheken;HF3: Eigen betalingen;2023;1041.0
651;BZW: Apotheken;HF31: Directe eigen betalingen;2021;246.0
652;BZW: Apotheken;HF31: Directe eigen betalingen;2022;258.0
653;BZW: Apotheken;HF31: Directe eigen betalingen;2023;297.0
654;BZW: Apotheken;HF32: Eigen risico en bijdragen;2021;727.0
655;BZW: Apotheken;HF32: Eigen risico en bijdragen;2022;722.0
656;BZW: Apotheken;HF32: Eigen risico en bijdragen;2023;744.0
657;BZW: Apotheken;Overige financieringsvormen;2021;4.0
658;BZW: Apotheken;Overige financieringsvormen;2022;7.0
659;BZW: Apotheken;Overige financieringsvormen;2023;7.0
660;BZW: Aanbieders van hulpmiddelen;Totaal alle financieringsvormen;2021;4133.0
661;BZW: Aanbieders van hulpmiddelen;Totaal alle financieringsvormen;2022;4005.0
662;BZW: Aanbieders van hulpmiddelen;Totaal alle financieringsvormen;2023;4194.0
663;BZW: Aanbieders van hulpmiddelen;HF11: Overheid;2021;976.0
664;BZW: Aanbieders van hulpmiddelen;HF11: Overheid;2022;798.0
665;BZW: Aanbieders van hulpmiddelen;HF11: Overheid;2023;749.0
666;BZW: Aanbieders van hulpmiddelen;HF121a: Wlz, AWBZ;2021;193.0
667;BZW: Aanbieders van hulpmiddelen;HF121a: Wlz, AWBZ;2022;198.0
668;BZW: Aanbieders van hulpmiddelen;HF121a: Wlz, AWBZ;2023;237.0
669;BZW: Aanbieders van hulpmiddelen;HF121b: Ziekenfonds;2021;
670;BZW: Aanbieders van hulpmiddelen;HF121b: Ziekenfonds;2022;
671;BZW: Aanbieders van hulpmiddelen;HF121b: Ziekenfonds;2023;
672;BZW: Aanbieders van hulpmiddelen;HF122: Zorgverzekeringswet;2021;1348.0
673;BZW: Aanbieders van hulpmiddelen;HF122: Zorgverzekeringswet;2022;1412.0
674;BZW: Aanbieders van hulpmiddelen;HF122: Zorgverzekeringswet;2023;1521.0
675;BZW: Aanbieders van hulpmiddelen;HF21:Vrijwillige ziektekostenverzekering;2021;201.0
676;BZW: Aanbieders van hulpmiddelen;HF21:Vrijwillige ziektekostenverzekering;2022;189.0
677;BZW: Aanbieders van hulpmiddelen;HF21:Vrijwillige ziektekostenverzekering;2023;204.0
678;BZW: Aanbieders van hulpmiddelen;HF3: Eigen betalingen;2021;1360.0
679;BZW: Aanbieders van hulpmiddelen;HF3: Eigen betalingen;2022;1408.0
680;BZW: Aanbieders van hulpmiddelen;HF3: Eigen betalingen;2023;1484.0
681;BZW: Aanbieders van hulpmiddelen;HF31: Directe eigen betalingen;2021;1098.0
682;BZW: Aanbieders van hulpmiddelen;HF31: Directe eigen betalingen;2022;1135.0
683;BZW: Aanbieders van hulpmiddelen;HF31: Directe eigen betalingen;2023;1197.0
684;BZW: Aanbieders van hulpmiddelen;HF32: Eigen risico en bijdragen;2021;261.0
685;BZW: Aanbieders van hulpmiddelen;HF32: Eigen risico en bijdragen;2022;273.0
686;BZW: Aanbieders van hulpmiddelen;HF32: Eigen risico en bijdragen;2023;286.0
687;BZW: Aanbieders van hulpmiddelen;Overige financieringsvormen;2021;54.0
688;BZW: Aanbieders van hulpmiddelen;Overige financieringsvormen;2022;0.0
689;BZW: Aanbieders van hulpmiddelen;Overige financieringsvormen;2023;0.0
690;BZW: Aanb. zorg als nevenactiviteit;Totaal alle financieringsvormen;2021;2805.0
691;BZW: Aanb. zorg als nevenactiviteit;Totaal alle financieringsvormen;2022;2770.0
692;BZW: Aanb. zorg als nevenactiviteit;Totaal alle financieringsvormen;2023;2717.0
693;BZW: Aanb. zorg als nevenactiviteit;HF11: Overheid;2021;1118.0
694;BZW: Aanb. zorg als nevenactiviteit;HF11: Overheid;2022;1009.0
695;BZW: Aanb. zorg als nevenactiviteit;HF11: Overheid;2023;807.0
696;BZW: Aanb. zorg als nevenactiviteit;HF121a: Wlz, AWBZ;2021;118.0
697;BZW: Aanb. zorg als nevenactiviteit;HF121a: Wlz, AWBZ;2022;130.0
698;BZW: Aanb. zorg als nevenactiviteit;HF121a: Wlz, AWBZ;2023;134.0
699;BZW: Aanb. zorg als nevenactiviteit;HF121b: Ziekenfonds;2021;
700;BZW: Aanb. zorg als nevenactiviteit;HF121b: Ziekenfonds;2022;
701;BZW: Aanb. zorg als nevenactiviteit;HF121b: Ziekenfonds;2023;
702;BZW: Aanb. zorg als nevenactiviteit;HF122: Zorgverzekeringswet;2021;414.0
703;BZW: Aanb. zorg als nevenactiviteit;HF122: Zorgverzekeringswet;2022;391.0
704;BZW: Aanb. zorg als nevenactiviteit;HF122: Zorgverzekeringswet;2023;424.0
705;BZW: Aanb. zorg als nevenactiviteit;HF21:Vrijwillige ziektekostenverzekering;2021;90.0
706;BZW: Aanb. zorg als nevenactiviteit;HF21:Vrijwillige ziektekostenverzekering;2022;84.0
707;BZW: Aanb. zorg als nevenactiviteit;HF21:Vrijwillige ziektekostenverzekering;2023;91.0
708;BZW: Aanb. zorg als nevenactiviteit;HF3: Eigen betalingen;2021;798.0
709;BZW: Aanb. zorg als nevenactiviteit;HF3: Eigen betalingen;2022;864.0
710;BZW: Aanb. zorg als nevenactiviteit;HF3: Eigen betalingen;2023;933.0
711;BZW: Aanb. zorg als nevenactiviteit;HF31: Directe eigen betalingen;2021;774.0
712;BZW: Aanb. zorg als nevenactiviteit;HF31: Directe eigen betalingen;2022;841.0
713;BZW: Aanb. zorg als nevenactiviteit;HF31: Directe eigen betalingen;2023;910.0
714;BZW: Aanb. zorg als nevenactiviteit;HF32: Eigen risico en bijdragen;2021;25.0
715;BZW: Aanb. zorg als nevenactiviteit;HF32: Eigen risico en bijdragen;2022;23.0
716;BZW: Aanb. zorg als nevenactiviteit;HF32: Eigen risico en bijdragen;2023;24.0
717;BZW: Aanb. zorg als nevenactiviteit;Overige financieringsvormen;2021;265.0
718;BZW: Aanb. zorg als nevenactiviteit;Overige financieringsvormen;2022;292.0
719;BZW: Aanb. zorg als nevenactiviteit;Overige financieringsvormen;2023;328.0
720;BZW: Gezinshuishoudingen;Totaal alle financieringsvormen;2021;1716.0
721;BZW: Gezinshuishoudingen;Totaal alle financieringsvormen;2022;1745.0
722;BZW: Gezinshuishoudingen;Totaal alle financieringsvormen;2023;1856.0
723;BZW: Gezinshuishoudingen;HF11: Overheid;2021;175.0
724;BZW: Gezinshuishoudingen;HF11: Overheid;2022;125.0
725;BZW: Gezinshuishoudingen;HF11: Overheid;2023;122.0
726;BZW: Gezinshuishoudingen;HF121a: Wlz, AWBZ;2021;1375.0
727;BZW: Gezinshuishoudingen;HF121a: Wlz, AWBZ;2022;1473.0
728;BZW: Gezinshuishoudingen;HF121a: Wlz, AWBZ;2023;1583.0
729;BZW: Gezinshuishoudingen;HF121b: Ziekenfonds;2021;
730;BZW: Gezinshuishoudingen;HF121b: Ziekenfonds;2022;
731;BZW: Gezinshuishoudingen;HF121b: Ziekenfonds;2023;
732;BZW: Gezinshuishoudingen;HF122: Zorgverzekeringswet;2021;157.0
733;BZW: Gezinshuishoudingen;HF122: Zorgverzekeringswet;2022;139.0
734;BZW: Gezinshuishoudingen;HF122: Zorgverzekeringswet;2023;145.0
735;BZW: Gezinshuishoudingen;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
736;BZW: Gezinshuishoudingen;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
737;BZW: Gezinshuishoudingen;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
738;BZW: Gezinshuishoudingen;HF3: Eigen betalingen;2021;9.0
739;BZW: Gezinshuishoudingen;HF3: Eigen betalingen;2022;8.0
740;BZW: Gezinshuishoudingen;HF3: Eigen betalingen;2023;6.0
741;BZW: Gezinshuishoudingen;HF31: Directe eigen betalingen;2021;0.0
742;BZW: Gezinshuishoudingen;HF31: Directe eigen betalingen;2022;0.0
743;BZW: Gezinshuishoudingen;HF31: Directe eigen betalingen;2023;0.0
744;BZW: Gezinshuishoudingen;HF32: Eigen risico en bijdragen;2021;9.0
745;BZW: Gezinshuishoudingen;HF32: Eigen risico en bijdragen;2022;8.0
746;BZW: Gezinshuishoudingen;HF32: Eigen risico en bijdragen;2023;6.0
747;BZW: Gezinshuishoudingen;Overige financieringsvormen;2021;0.0
748;BZW: Gezinshuishoudingen;Overige financieringsvormen;2022;0.0
749;BZW: Gezinshuishoudingen;Overige financieringsvormen;2023;0.0
750;BZW: Buitenlandse aanb. zorg en welzijn;Totaal alle financieringsvormen;2021;639.0
751;BZW: Buitenlandse aanb. zorg en welzijn;Totaal alle financieringsvormen;2022;692.0
752;BZW: Buitenlandse aanb. zorg en welzijn;Totaal alle financieringsvormen;2023;657.0
753;BZW: Buitenlandse aanb. zorg en welzijn;HF11: Overheid;2021;231.0
754;BZW: Buitenlandse aanb. zorg en welzijn;HF11: Overheid;2022;74.0
755;BZW: Buitenlandse aanb. zorg en welzijn;HF11: Overheid;2023;0.0
756;BZW: Buitenlandse aanb. zorg en welzijn;HF121a: Wlz, AWBZ;2021;3.0
757;BZW: Buitenlandse aanb. zorg en welzijn;HF121a: Wlz, AWBZ;2022;3.0
758;BZW: Buitenlandse aanb. zorg en welzijn;HF121a: Wlz, AWBZ;2023;3.0
759;BZW: Buitenlandse aanb. zorg en welzijn;HF121b: Ziekenfonds;2021;
760;BZW: Buitenlandse aanb. zorg en welzijn;HF121b: Ziekenfonds;2022;
761;BZW: Buitenlandse aanb. zorg en welzijn;HF121b: Ziekenfonds;2023;
762;BZW: Buitenlandse aanb. zorg en welzijn;HF122: Zorgverzekeringswet;2021;193.0
763;BZW: Buitenlandse aanb. zorg en welzijn;HF122: Zorgverzekeringswet;2022;343.0
764;BZW: Buitenlandse aanb. zorg en welzijn;HF122: Zorgverzekeringswet;2023;375.0
765;BZW: Buitenlandse aanb. zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2021;28.0
766;BZW: Buitenlandse aanb. zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2022;48.0
767;BZW: Buitenlandse aanb. zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2023;52.0
768;BZW: Buitenlandse aanb. zorg en welzijn;HF3: Eigen betalingen;2021;141.0
769;BZW: Buitenlandse aanb. zorg en welzijn;HF3: Eigen betalingen;2022;177.0
770;BZW: Buitenlandse aanb. zorg en welzijn;HF3: Eigen betalingen;2023;178.0
771;BZW: Buitenlandse aanb. zorg en welzijn;HF31: Directe eigen betalingen;2021;109.0
772;BZW: Buitenlandse aanb. zorg en welzijn;HF31: Directe eigen betalingen;2022;150.0
773;BZW: Buitenlandse aanb. zorg en welzijn;HF31: Directe eigen betalingen;2023;150.0
774;BZW: Buitenlandse aanb. zorg en welzijn;HF32: Eigen risico en bijdragen;2021;32.0
775;BZW: Buitenlandse aanb. zorg en welzijn;HF32: Eigen risico en bijdragen;2022;27.0
776;BZW: Buitenlandse aanb. zorg en welzijn;HF32: Eigen risico en bijdragen;2023;28.0
777;BZW: Buitenlandse aanb. zorg en welzijn;Overige financieringsvormen;2021;43.0
778;BZW: Buitenlandse aanb. zorg en welzijn;Overige financieringsvormen;2022;46.0
779;BZW: Buitenlandse aanb. zorg en welzijn;Overige financieringsvormen;2023;50.0
780;BZW: Beleids- en beheerorganisaties;Totaal alle financieringsvormen;2021;3653.0
781;BZW: Beleids- en beheerorganisaties;Totaal alle financieringsvormen;2022;3735.0
782;BZW: Beleids- en beheerorganisaties;Totaal alle financieringsvormen;2023;3801.0
783;BZW: Beleids- en beheerorganisaties;HF11: Overheid;2021;1761.0
784;BZW: Beleids- en beheerorganisaties;HF11: Overheid;2022;1729.0
785;BZW: Beleids- en beheerorganisaties;HF11: Overheid;2023;1739.0
786;BZW: Beleids- en beheerorganisaties;HF121a: Wlz, AWBZ;2021;395.0
787;BZW: Beleids- en beheerorganisaties;HF121a: Wlz, AWBZ;2022;415.0
788;BZW: Beleids- en beheerorganisaties;HF121a: Wlz, AWBZ;2023;440.0
789;BZW: Beleids- en beheerorganisaties;HF121b: Ziekenfonds;2021;
790;BZW: Beleids- en beheerorganisaties;HF121b: Ziekenfonds;2022;
791;BZW: Beleids- en beheerorganisaties;HF121b: Ziekenfonds;2023;
792;BZW: Beleids- en beheerorganisaties;HF122: Zorgverzekeringswet;2021;1035.0
793;BZW: Beleids- en beheerorganisaties;HF122: Zorgverzekeringswet;2022;1103.0
794;BZW: Beleids- en beheerorganisaties;HF122: Zorgverzekeringswet;2023;1130.0
795;BZW: Beleids- en beheerorganisaties;HF21:Vrijwillige ziektekostenverzekering;2021;462.0
796;BZW: Beleids- en beheerorganisaties;HF21:Vrijwillige ziektekostenverzekering;2022;488.0
797;BZW: Beleids- en beheerorganisaties;HF21:Vrijwillige ziektekostenverzekering;2023;492.0
798;BZW: Beleids- en beheerorganisaties;HF3: Eigen betalingen;2021;0.0
799;BZW: Beleids- en beheerorganisaties;HF3: Eigen betalingen;2022;0.0
800;BZW: Beleids- en beheerorganisaties;HF3: Eigen betalingen;2023;0.0
801;BZW: Beleids- en beheerorganisaties;HF31: Directe eigen betalingen;2021;0.0
802;BZW: Beleids- en beheerorganisaties;HF31: Directe eigen betalingen;2022;0.0
803;BZW: Beleids- en beheerorganisaties;HF31: Directe eigen betalingen;2023;0.0
804;BZW: Beleids- en beheerorganisaties;HF32: Eigen risico en bijdragen;2021;0.0
805;BZW: Beleids- en beheerorganisaties;HF32: Eigen risico en bijdragen;2022;0.0
806;BZW: Beleids- en beheerorganisaties;HF32: Eigen risico en bijdragen;2023;0.0
807;BZW: Beleids- en beheerorganisaties;Overige financieringsvormen;2021;0.0
808;BZW: Beleids- en beheerorganisaties;Overige financieringsvormen;2022;0.0
809;BZW: Beleids- en beheerorganisaties;Overige financieringsvormen;2023;0.0
