ID;Geslacht;SamenstellingHuishouden;Regio;Bewoners_1
2221;Vrouwen;Hoofden van huisgezinnen;Noord-Brabant;14224.0
2222;Vrouwen;Hoofden van huisgezinnen;Limburg;8235.0
2223;Vrouwen;Hoofden van huisgezinnen;Gemeenten met meer dan 100000 inwoners;58863.0
2224;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 50001 - 100000 inwoners;16736.0
2225;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 20001 - 50000 inwoners;17298.0
2226;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 10001 - 20000 inwoners;21545.0
2227;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 5001 - 10000 inwoners;20810.0
2228;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 2001 - 5000 inwoners;20606.0
2229;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 1001 - 2000 inwoners;6107.0
2230;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 501 - 1000 inwoners;1875.0
2231;Vrouwen;Hoofden van huisgezinnen;Gemeenten met 500 of minder inwoners;188.0
2232;Vrouwen;Hoofden van huisgezinnen;Amsterdam;19884.0
2233;Vrouwen;Hoofden van huisgezinnen;Rotterdam;13977.0
2234;Vrouwen;Hoofden van huisgezinnen;'s-Gravenhage;14963.0
2235;Vrouwen;Hoofden van huisgezinnen;Utrecht;3972.0
2236;Vrouwen;Hoofden van huisgezinnen;Haarlem;3217.0
2237;Vrouwen;Hoofden van huisgezinnen;Groningen;2850.0
2238;Vrouwen;Hoofden van huisgezinnen;Eindhoven;1259.0
2239;Vrouwen;Hoofden van huisgezinnen;Nijmegen;2066.0
2240;Vrouwen;Hoofden van huisgezinnen;Tilburg;1237.0
2241;Vrouwen;Hoofden van huisgezinnen;Arnhem;2045.0
2242;Vrouwen;Hoofden van huisgezinnen;Leiden;1739.0
2243;Vrouwen;Hoofden van huisgezinnen;Maastricht;1291.0
2244;Vrouwen;Hoofden van huisgezinnen;Apeldoorn;1354.0
2245;Vrouwen;Hoofden van huisgezinnen;Hilversum;1572.0
2246;Vrouwen;Hoofden van huisgezinnen;Dordrecht;1232.0
2247;Vrouwen;Hoofden van huisgezinnen;Schiedam;1031.0
2248;Vrouwen;Hoofden van huisgezinnen;Enschede;934.0
2249;Vrouwen;Hoofden van huisgezinnen;Delft;976.0
2250;Vrouwen;Hoofden van huisgezinnen;Leeuwarden;1278.0
2251;Vrouwen;Hoofden van huisgezinnen;Heerlen;510.0
2252;Vrouwen;Hoofden van huisgezinnen;Breda;965.0
2253;Vrouwen;Hoofden van huisgezinnen;'s-Hertogenbosch;819.0
2254;Vrouwen;Hoofden van huisgezinnen;Velsen;659.0
2255;Vrouwen;Hoofden van huisgezinnen;Emmen;540.0
2256;Vrouwen;Hoofden van huisgezinnen;Zwolle;789.0
2257;Vrouwen;Hoofden van huisgezinnen;Amersfoort;777.0
2258;Vrouwen;Hoofden van huisgezinnen;Kerkrade;480.0
2259;Vrouwen;Hoofden van huisgezinnen;Deventer;721.0
2260;Vrouwen;Hoofden van huisgezinnen;Hengelo (O.);545.0
2261;Vrouwen;Hoofden van huisgezinnen;Zaandam;634.0
2262;Vrouwen;Hoofden van huisgezinnen;Almelo;605.0
2263;Vrouwen;Hoofden van huisgezinnen;Lonneker;446.0
2264;Vrouwen;Hoofden van huisgezinnen;Ede;484.0
2265;Vrouwen;Hoofden van huisgezinnen;Helder (Den);773.0
2266;Vrouwen;Hoofden van huisgezinnen;Gouda;623.0
2267;Vrouwen;Hoofden van huisgezinnen;Alkmaar;701.0
2268;Vrouwen;Hoofden van huisgezinnen;Vlaardingen;561.0
2269;Vrouwen;Hoofden van huisgezinnen;Haarlemmermeer;383.0
2270;Vrouwen;Hoofden van huisgezinnen;Helmond;392.0
2271;Vrouwen;Hoofden van huisgezinnen;Bussum;653.0
2272;Vrouwen;Hoofden van huisgezinnen;Zeist;711.0
2273;Vrouwen;Hoofden van huisgezinnen;Rheden;613.0
2274;Vrouwen;Hoofden van huisgezinnen;Venlo;424.0
2275;Vrouwen;Hoofden van huisgezinnen;Roosendaal en Nispen;358.0
2276;Vrouwen;Hoofden van huisgezinnen;Vlissingen;532.0
2277;Vrouwen;Hoofden van huisgezinnen;Bergen op Zoom;322.0
2278;Vrouwen;Echtgenotes;Nederland;1476506.0
2279;Vrouwen;Echtgenotes;Groningen (provincie);78153.0
2280;Vrouwen;Echtgenotes;Friesland;80354.0
2281;Vrouwen;Echtgenotes;Drenthe;39601.0
2282;Vrouwen;Echtgenotes;Overijssel;93200.0
2283;Vrouwen;Echtgenotes;Gelderland;144142.0
2284;Vrouwen;Echtgenotes;Utrecht (provincie);75967.0
2285;Vrouwen;Echtgenotes;Noord-Holland;304912.0
2286;Vrouwen;Echtgenotes;Zuid-Holland;375987.0
2287;Vrouwen;Echtgenotes;Zeeland;49616.0
2288;Vrouwen;Echtgenotes;Noord-Brabant;145016.0
2289;Vrouwen;Echtgenotes;Limburg;89558.0
2290;Vrouwen;Echtgenotes;Gemeenten met meer dan 100000 inwoners;433913.0
2291;Vrouwen;Echtgenotes;Gemeenten met 50001 - 100000 inwoners;148676.0
2292;Vrouwen;Echtgenotes;Gemeenten met 20001 - 50000 inwoners;174019.0
2293;Vrouwen;Echtgenotes;Gemeenten met 10001 - 20000 inwoners;214926.0
2294;Vrouwen;Echtgenotes;Gemeenten met 5001 - 10000 inwoners;210797.0
2295;Vrouwen;Echtgenotes;Gemeenten met 2001 - 5000 inwoners;212661.0
2296;Vrouwen;Echtgenotes;Gemeenten met 1001 - 2000 inwoners;60122.0
2297;Vrouwen;Echtgenotes;Gemeenten met 501 - 1000 inwoners;19290.0
2298;Vrouwen;Echtgenotes;Gemeenten met 500 of minder inwoners;2102.0
2299;Vrouwen;Echtgenotes;Amsterdam;155558.0
2300;Vrouwen;Echtgenotes;Rotterdam;118374.0
2301;Vrouwen;Echtgenotes;'s-Gravenhage;84737.0
2302;Vrouwen;Echtgenotes;Utrecht;29892.0
2303;Vrouwen;Echtgenotes;Haarlem;24491.0
2304;Vrouwen;Echtgenotes;Groningen;20861.0
2305;Vrouwen;Echtgenotes;Eindhoven;16190.0
2306;Vrouwen;Echtgenotes;Nijmegen;14550.0
2307;Vrouwen;Echtgenotes;Tilburg;14105.0
2308;Vrouwen;Echtgenotes;Arnhem;15082.0
2309;Vrouwen;Echtgenotes;Leiden;13391.0
2310;Vrouwen;Echtgenotes;Maastricht;11135.0
2311;Vrouwen;Echtgenotes;Apeldoorn;11433.0
2312;Vrouwen;Echtgenotes;Hilversum;11257.0
2313;Vrouwen;Echtgenotes;Dordrecht;11404.0
2314;Vrouwen;Echtgenotes;Schiedam;10356.0
2315;Vrouwen;Echtgenotes;Enschede;10269.0
2316;Vrouwen;Echtgenotes;Delft;9504.0
2317;Vrouwen;Echtgenotes;Leeuwarden;9876.0
2318;Vrouwen;Echtgenotes;Heerlen;8440.0
2319;Vrouwen;Echtgenotes;Breda;8196.0
2320;Vrouwen;Echtgenotes;'s-Hertogenbosch;7050.0
2321;Vrouwen;Echtgenotes;Velsen;8466.0
2322;Vrouwen;Echtgenotes;Emmen;7043.0
2323;Vrouwen;Echtgenotes;Zwolle;8168.0
2324;Vrouwen;Echtgenotes;Amersfoort;7318.0
2325;Vrouwen;Echtgenotes;Kerkrade;6825.0
2326;Vrouwen;Echtgenotes;Deventer;7371.0
2327;Vrouwen;Echtgenotes;Hengelo (O.);6957.0
2328;Vrouwen;Echtgenotes;Zaandam;7278.0
2329;Vrouwen;Echtgenotes;Almelo;6400.0
2330;Vrouwen;Echtgenotes;Lonneker;5927.0
2331;Vrouwen;Echtgenotes;Ede;5629.0
2332;Vrouwen;Echtgenotes;Helder (Den);6333.0
2333;Vrouwen;Echtgenotes;Gouda;5800.0
2334;Vrouwen;Echtgenotes;Alkmaar;5818.0
2335;Vrouwen;Echtgenotes;Vlaardingen;5268.0
2336;Vrouwen;Echtgenotes;Haarlemmermeer;4900.0
2337;Vrouwen;Echtgenotes;Helmond;4266.0
2338;Vrouwen;Echtgenotes;Bussum;4859.0
2339;Vrouwen;Echtgenotes;Zeist;4511.0
2340;Vrouwen;Echtgenotes;Rheden;4781.0
2341;Vrouwen;Echtgenotes;Venlo;4152.0
2342;Vrouwen;Echtgenotes;Roosendaal en Nispen;3847.0
2343;Vrouwen;Echtgenotes;Vlissingen;4649.0
2344;Vrouwen;Echtgenotes;Bergen op Zoom;3891.0
2345;Vrouwen;Kinderen;Nederland;1824310.0
2346;Vrouwen;Kinderen;Groningen (provincie);86903.0
2347;Vrouwen;Kinderen;Friesland;88401.0
2348;Vrouwen;Kinderen;Drenthe;52716.0
2349;Vrouwen;Kinderen;Overijssel;121171.0
2350;Vrouwen;Kinderen;Gelderland;189293.0
2351;Vrouwen;Kinderen;Utrecht (provincie);93449.0
2352;Vrouwen;Kinderen;Noord-Holland;323591.0
2353;Vrouwen;Kinderen;Zuid-Holland;451533.0
2354;Vrouwen;Kinderen;Zeeland;56024.0
2355;Vrouwen;Kinderen;Noord-Brabant;226244.0
2356;Vrouwen;Kinderen;Limburg;134985.0
2357;Vrouwen;Kinderen;Gemeenten met meer dan 100000 inwoners;464221.0
2358;Vrouwen;Kinderen;Gemeenten met 50001 - 100000 inwoners;186702.0
2359;Vrouwen;Kinderen;Gemeenten met 20001 - 50000 inwoners;211252.0
2360;Vrouwen;Kinderen;Gemeenten met 10001 - 20000 inwoners;274811.0
2361;Vrouwen;Kinderen;Gemeenten met 5001 - 10000 inwoners;286654.0
2362;Vrouwen;Kinderen;Gemeenten met 2001 - 5000 inwoners;290964.0
2363;Vrouwen;Kinderen;Gemeenten met 1001 - 2000 inwoners;82667.0
2364;Vrouwen;Kinderen;Gemeenten met 501 - 1000 inwoners;24653.0
2365;Vrouwen;Kinderen;Gemeenten met 500 of minder inwoners;2386.0
2366;Vrouwen;Kinderen;Amsterdam;156328.0
2367;Vrouwen;Kinderen;Rotterdam;132503.0
2368;Vrouwen;Kinderen;'s-Gravenhage;91619.0
2369;Vrouwen;Kinderen;Utrecht;35342.0
2370;Vrouwen;Kinderen;Haarlem;25639.0
2371;Vrouwen;Kinderen;Groningen;22790.0
2372;Vrouwen;Kinderen;Eindhoven;23718.0
2373;Vrouwen;Kinderen;Nijmegen;19258.0
2374;Vrouwen;Kinderen;Tilburg;20088.0
2375;Vrouwen;Kinderen;Arnhem;17164.0
2376;Vrouwen;Kinderen;Leiden;16332.0
2377;Vrouwen;Kinderen;Maastricht;14229.0
2378;Vrouwen;Kinderen;Apeldoorn;13466.0
2379;Vrouwen;Kinderen;Hilversum;12499.0
2380;Vrouwen;Kinderen;Dordrecht;12762.0
2381;Vrouwen;Kinderen;Schiedam;13103.0
2382;Vrouwen;Kinderen;Enschede;12164.0
2383;Vrouwen;Kinderen;Delft;11919.0
2384;Vrouwen;Kinderen;Leeuwarden;10510.0
2385;Vrouwen;Kinderen;Heerlen;11241.0
2386;Vrouwen;Kinderen;Breda;10444.0
2387;Vrouwen;Kinderen;'s-Hertogenbosch;10468.0
2388;Vrouwen;Kinderen;Velsen;9697.0
2389;Vrouwen;Kinderen;Emmen;11008.0
2390;Vrouwen;Kinderen;Zwolle;9249.0
2391;Vrouwen;Kinderen;Amersfoort;8698.0
2392;Vrouwen;Kinderen;Kerkrade;8849.0
2393;Vrouwen;Kinderen;Deventer;7581.0
2394;Vrouwen;Kinderen;Hengelo (O.);7795.0
2395;Vrouwen;Kinderen;Zaandam;7132.0
2396;Vrouwen;Kinderen;Almelo;7526.0
2397;Vrouwen;Kinderen;Lonneker;7382.0
2398;Vrouwen;Kinderen;Ede;7320.0
2399;Vrouwen;Kinderen;Helder (Den);5862.0
2400;Vrouwen;Kinderen;Gouda;6897.0
2401;Vrouwen;Kinderen;Alkmaar;5983.0
2402;Vrouwen;Kinderen;Vlaardingen;7226.0
2403;Vrouwen;Kinderen;Haarlemmermeer;6992.0
2404;Vrouwen;Kinderen;Helmond;6760.0
2405;Vrouwen;Kinderen;Bussum;5558.0
2406;Vrouwen;Kinderen;Zeist;4964.0
2407;Vrouwen;Kinderen;Rheden;5250.0
2408;Vrouwen;Kinderen;Venlo;5814.0
2409;Vrouwen;Kinderen;Roosendaal en Nispen;5450.0
2410;Vrouwen;Kinderen;Vlissingen;4574.0
2411;Vrouwen;Kinderen;Bergen op Zoom;5022.0
2412;Vrouwen;Personen in dienstbetrekking;Nederland;139258.0
2413;Vrouwen;Personen in dienstbetrekking;Groningen (provincie);8535.0
2414;Vrouwen;Personen in dienstbetrekking;Friesland;7601.0
2415;Vrouwen;Personen in dienstbetrekking;Drenthe;2931.0
2416;Vrouwen;Personen in dienstbetrekking;Overijssel;8465.0
2417;Vrouwen;Personen in dienstbetrekking;Gelderland;16355.0
2418;Vrouwen;Personen in dienstbetrekking;Utrecht (provincie);8730.0
2419;Vrouwen;Personen in dienstbetrekking;Noord-Holland;27620.0
2420;Vrouwen;Personen in dienstbetrekking;Zuid-Holland;31709.0
2421;Vrouwen;Personen in dienstbetrekking;Zeeland;3329.0
2422;Vrouwen;Personen in dienstbetrekking;Noord-Brabant;14957.0
2423;Vrouwen;Personen in dienstbetrekking;Limburg;9026.0
2424;Vrouwen;Personen in dienstbetrekking;Gemeenten met meer dan 100000 inwoners;40512.0
2425;Vrouwen;Personen in dienstbetrekking;Gemeenten met 50001 - 100000 inwoners;14510.0
2426;Vrouwen;Personen in dienstbetrekking;Gemeenten met 20001 - 50000 inwoners;15757.0
2427;Vrouwen;Personen in dienstbetrekking;Gemeenten met 10001 - 20000 inwoners;23673.0
2428;Vrouwen;Personen in dienstbetrekking;Gemeenten met 5001 - 10000 inwoners;18619.0
2429;Vrouwen;Personen in dienstbetrekking;Gemeenten met 2001 - 5000 inwoners;18696.0
2430;Vrouwen;Personen in dienstbetrekking;Gemeenten met 1001 - 2000 inwoners;5254.0
2431;Vrouwen;Personen in dienstbetrekking;Gemeenten met 501 - 1000 inwoners;2018.0
2432;Vrouwen;Personen in dienstbetrekking;Gemeenten met 500 of minder inwoners;219.0
2433;Vrouwen;Personen in dienstbetrekking;Amsterdam;13550.0
2434;Vrouwen;Personen in dienstbetrekking;Rotterdam;6087.0
2435;Vrouwen;Personen in dienstbetrekking;'s-Gravenhage;12888.0
2436;Vrouwen;Personen in dienstbetrekking;Utrecht;2817.0
2437;Vrouwen;Personen in dienstbetrekking;Haarlem;2379.0
2438;Vrouwen;Personen in dienstbetrekking;Groningen;2791.0
2439;Vrouwen;Personen in dienstbetrekking;Eindhoven;1624.0
2440;Vrouwen;Personen in dienstbetrekking;Nijmegen;2099.0
2441;Vrouwen;Personen in dienstbetrekking;Tilburg;1276.0
2442;Vrouwen;Personen in dienstbetrekking;Arnhem;2099.0
2443;Vrouwen;Personen in dienstbetrekking;Leiden;916.0
2444;Vrouwen;Personen in dienstbetrekking;Maastricht;1209.0
2445;Vrouwen;Personen in dienstbetrekking;Apeldoorn;923.0
2446;Vrouwen;Personen in dienstbetrekking;Hilversum;1840.0
2447;Vrouwen;Personen in dienstbetrekking;Dordrecht;812.0
2448;Vrouwen;Personen in dienstbetrekking;Schiedam;302.0
2449;Vrouwen;Personen in dienstbetrekking;Enschede;898.0
2450;Vrouwen;Personen in dienstbetrekking;Delft;512.0
2451;Vrouwen;Personen in dienstbetrekking;Leeuwarden;1183.0
2452;Vrouwen;Personen in dienstbetrekking;Heerlen;785.0
2453;Vrouwen;Personen in dienstbetrekking;Breda;1380.0
2454;Vrouwen;Personen in dienstbetrekking;'s-Hertogenbosch;905.0
2455;Vrouwen;Personen in dienstbetrekking;Velsen;311.0
2456;Vrouwen;Personen in dienstbetrekking;Emmen;317.0
2457;Vrouwen;Personen in dienstbetrekking;Zwolle;758.0
2458;Vrouwen;Personen in dienstbetrekking;Amersfoort;787.0
2459;Vrouwen;Personen in dienstbetrekking;Kerkrade;224.0
2460;Vrouwen;Personen in dienstbetrekking;Deventer;694.0
2461;Vrouwen;Personen in dienstbetrekking;Hengelo (O.);482.0
2462;Vrouwen;Personen in dienstbetrekking;Zaandam;270.0
2463;Vrouwen;Personen in dienstbetrekking;Almelo;526.0
2464;Vrouwen;Personen in dienstbetrekking;Lonneker;283.0
2465;Vrouwen;Personen in dienstbetrekking;Ede;463.0
2466;Vrouwen;Personen in dienstbetrekking;Helder (Den);193.0
2467;Vrouwen;Personen in dienstbetrekking;Gouda;387.0
2468;Vrouwen;Personen in dienstbetrekking;Alkmaar;575.0
2469;Vrouwen;Personen in dienstbetrekking;Vlaardingen;118.0
2470;Vrouwen;Personen in dienstbetrekking;Haarlemmermeer;226.0
2471;Vrouwen;Personen in dienstbetrekking;Helmond;352.0
2472;Vrouwen;Personen in dienstbetrekking;Bussum;1307.0
2473;Vrouwen;Personen in dienstbetrekking;Zeist;876.0
2474;Vrouwen;Personen in dienstbetrekking;Rheden;726.0
2475;Vrouwen;Personen in dienstbetrekking;Venlo;674.0
2476;Vrouwen;Personen in dienstbetrekking;Roosendaal en Nispen;420.0
2477;Vrouwen;Personen in dienstbetrekking;Vlissingen;198.0
2478;Vrouwen;Personen in dienstbetrekking;Bergen op Zoom;337.0
2479;Vrouwen;Overige leden der gezinnen;Nederland;203189.0
2480;Vrouwen;Overige leden der gezinnen;Groningen (provincie);8749.0
2481;Vrouwen;Overige leden der gezinnen;Friesland;8015.0
2482;Vrouwen;Overige leden der gezinnen;Drenthe;6372.0
2483;Vrouwen;Overige leden der gezinnen;Overijssel;19127.0
2484;Vrouwen;Overige leden der gezinnen;Gelderland;27832.0
2485;Vrouwen;Overige leden der gezinnen;Utrecht (provincie);10103.0
2486;Vrouwen;Overige leden der gezinnen;Noord-Holland;37622.0
2487;Vrouwen;Overige leden der gezinnen;Zuid-Holland;46576.0
2488;Vrouwen;Overige leden der gezinnen;Zeeland;5604.0
2489;Vrouwen;Overige leden der gezinnen;Noord-Brabant;20627.0
2490;Vrouwen;Overige leden der gezinnen;Limburg;12562.0
2491;Vrouwen;Overige leden der gezinnen;Gemeenten met meer dan 100000 inwoners;59931.0
2492;Vrouwen;Overige leden der gezinnen;Gemeenten met 50001 - 100000 inwoners;19813.0
2493;Vrouwen;Overige leden der gezinnen;Gemeenten met 20001 - 50000 inwoners;19641.0
2494;Vrouwen;Overige leden der gezinnen;Gemeenten met 10001 - 20000 inwoners;28350.0
2495;Vrouwen;Overige leden der gezinnen;Gemeenten met 5001 - 10000 inwoners;32554.0
2496;Vrouwen;Overige leden der gezinnen;Gemeenten met 2001 - 5000 inwoners;30488.0
2497;Vrouwen;Overige leden der gezinnen;Gemeenten met 1001 - 2000 inwoners;9490.0
2498;Vrouwen;Overige leden der gezinnen;Gemeenten met 501 - 1000 inwoners;2609.0
2499;Vrouwen;Overige leden der gezinnen;Gemeenten met 500 of minder inwoners;313.0
2500;Vrouwen;Overige leden der gezinnen;Amsterdam;21419.0
2501;Vrouwen;Overige leden der gezinnen;Rotterdam;16401.0
2502;Vrouwen;Overige leden der gezinnen;'s-Gravenhage;11877.0
2503;Vrouwen;Overige leden der gezinnen;Utrecht;3838.0
2504;Vrouwen;Overige leden der gezinnen;Haarlem;3508.0
2505;Vrouwen;Overige leden der gezinnen;Groningen;2888.0
2506;Vrouwen;Overige leden der gezinnen;Eindhoven;2424.0
2507;Vrouwen;Overige leden der gezinnen;Nijmegen;2265.0
2508;Vrouwen;Overige leden der gezinnen;Tilburg;1407.0
2509;Vrouwen;Overige leden der gezinnen;Arnhem;2142.0
2510;Vrouwen;Overige leden der gezinnen;Leiden;1744.0
2511;Vrouwen;Overige leden der gezinnen;Maastricht;1460.0
2512;Vrouwen;Overige leden der gezinnen;Apeldoorn;1915.0
2513;Vrouwen;Overige leden der gezinnen;Hilversum;1617.0
2514;Vrouwen;Overige leden der gezinnen;Dordrecht;1196.0
2515;Vrouwen;Overige leden der gezinnen;Schiedam;933.0
2516;Vrouwen;Overige leden der gezinnen;Enschede;1684.0
2517;Vrouwen;Overige leden der gezinnen;Delft;1026.0
2518;Vrouwen;Overige leden der gezinnen;Leeuwarden;1206.0
2519;Vrouwen;Overige leden der gezinnen;Heerlen;704.0
2520;Vrouwen;Overige leden der gezinnen;Breda;1078.0
2521;Vrouwen;Overige leden der gezinnen;'s-Hertogenbosch;868.0
2522;Vrouwen;Overige leden der gezinnen;Velsen;639.0
2523;Vrouwen;Overige leden der gezinnen;Emmen;660.0
2524;Vrouwen;Overige leden der gezinnen;Zwolle;873.0
2525;Vrouwen;Overige leden der gezinnen;Amersfoort;818.0
2526;Vrouwen;Overige leden der gezinnen;Kerkrade;534.0
2527;Vrouwen;Overige leden der gezinnen;Deventer;780.0
2528;Vrouwen;Overige leden der gezinnen;Hengelo (O.);1006.0
2529;Vrouwen;Overige leden der gezinnen;Zaandam;535.0
2530;Vrouwen;Overige leden der gezinnen;Almelo;1019.0
2531;Vrouwen;Overige leden der gezinnen;Lonneker;1012.0
2532;Vrouwen;Overige leden der gezinnen;Ede;635.0
2533;Vrouwen;Overige leden der gezinnen;Helder (Den);511.0
2534;Vrouwen;Overige leden der gezinnen;Gouda;621.0
2535;Vrouwen;Overige leden der gezinnen;Alkmaar;711.0
2536;Vrouwen;Overige leden der gezinnen;Vlaardingen;465.0
2537;Vrouwen;Overige leden der gezinnen;Haarlemmermeer;380.0
2538;Vrouwen;Overige leden der gezinnen;Helmond;592.0
2539;Vrouwen;Overige leden der gezinnen;Bussum;803.0
2540;Vrouwen;Overige leden der gezinnen;Zeist;838.0
2541;Vrouwen;Overige leden der gezinnen;Rheden;692.0
2542;Vrouwen;Overige leden der gezinnen;Venlo;498.0
2543;Vrouwen;Overige leden der gezinnen;Roosendaal en Nispen;402.0
2544;Vrouwen;Overige leden der gezinnen;Vlissingen;421.0
2545;Vrouwen;Overige leden der gezinnen;Bergen op Zoom;340.0
2546;Vrouwen;Tot. bev. gestichten en inst.;Nederland;97510.0
2547;Vrouwen;Tot. bev. gestichten en inst.;Groningen (provincie);2276.0
2548;Vrouwen;Tot. bev. gestichten en inst.;Friesland;2262.0
2549;Vrouwen;Tot. bev. gestichten en inst.;Drenthe;1595.0
2550;Vrouwen;Tot. bev. gestichten en inst.;Overijssel;3471.0
2551;Vrouwen;Tot. bev. gestichten en inst.;Gelderland;12222.0
2552;Vrouwen;Tot. bev. gestichten en inst.;Utrecht (provincie);5348.0
2553;Vrouwen;Tot. bev. gestichten en inst.;Noord-Holland;17566.0
2554;Vrouwen;Tot. bev. gestichten en inst.;Zuid-Holland;17311.0
2555;Vrouwen;Tot. bev. gestichten en inst.;Zeeland;1182.0
2556;Vrouwen;Tot. bev. gestichten en inst.;Noord-Brabant;21249.0
2557;Vrouwen;Tot. bev. gestichten en inst.;Limburg;13028.0
2558;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met meer dan 100000 inwoners;21888.0
2559;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 50001 - 100000 inwoners;11971.0
2560;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 20001 - 50000 inwoners;14204.0
2561;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 10001 - 20000 inwoners;16232.0
2562;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 5001 - 10000 inwoners;16094.0
2563;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 2001 - 5000 inwoners;13857.0
2564;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 1001 - 2000 inwoners;2911.0
2565;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 501 - 1000 inwoners;319.0
2566;Vrouwen;Tot. bev. gestichten en inst.;Gemeenten met 500 of minder inwoners;34.0
2567;Vrouwen;Tot. bev. gestichten en inst.;Amsterdam;8282.0
2568;Vrouwen;Tot. bev. gestichten en inst.;Rotterdam;3483.0
2569;Vrouwen;Tot. bev. gestichten en inst.;'s-Gravenhage;4880.0
2570;Vrouwen;Tot. bev. gestichten en inst.;Utrecht;1966.0
2571;Vrouwen;Tot. bev. gestichten en inst.;Haarlem;1720.0
2572;Vrouwen;Tot. bev. gestichten en inst.;Groningen;1557.0
2573;Vrouwen;Tot. bev. gestichten en inst.;Eindhoven;1046.0
2574;Vrouwen;Tot. bev. gestichten en inst.;Nijmegen;1697.0
2575;Vrouwen;Tot. bev. gestichten en inst.;Tilburg;1602.0
2576;Vrouwen;Tot. bev. gestichten en inst.;Arnhem;1425.0
2577;Vrouwen;Tot. bev. gestichten en inst.;Leiden;1048.0
2578;Vrouwen;Tot. bev. gestichten en inst.;Maastricht;1590.0
2579;Vrouwen;Tot. bev. gestichten en inst.;Apeldoorn;1034.0
2580;Vrouwen;Tot. bev. gestichten en inst.;Hilversum;538.0
2581;Vrouwen;Tot. bev. gestichten en inst.;Dordrecht;341.0
2582;Vrouwen;Tot. bev. gestichten en inst.;Schiedam;409.0
2583;Vrouwen;Tot. bev. gestichten en inst.;Enschede;188.0
2584;Vrouwen;Tot. bev. gestichten en inst.;Delft;1053.0
2585;Vrouwen;Tot. bev. gestichten en inst.;Leeuwarden;800.0
2586;Vrouwen;Tot. bev. gestichten en inst.;Heerlen;954.0
2587;Vrouwen;Tot. bev. gestichten en inst.;Breda;1134.0
2588;Vrouwen;Tot. bev. gestichten en inst.;'s-Hertogenbosch;1676.0
2589;Vrouwen;Tot. bev. gestichten en inst.;Velsen;321.0
2590;Vrouwen;Tot. bev. gestichten en inst.;Emmen;117.0
2591;Vrouwen;Tot. bev. gestichten en inst.;Zwolle;522.0
2592;Vrouwen;Tot. bev. gestichten en inst.;Amersfoort;977.0
2593;Vrouwen;Tot. bev. gestichten en inst.;Kerkrade;363.0
2594;Vrouwen;Tot. bev. gestichten en inst.;Deventer;867.0
2595;Vrouwen;Tot. bev. gestichten en inst.;Hengelo (O.);122.0
2596;Vrouwen;Tot. bev. gestichten en inst.;Zaandam;185.0
2597;Vrouwen;Tot. bev. gestichten en inst.;Almelo;339.0
2598;Vrouwen;Tot. bev. gestichten en inst.;Lonneker;21.0
2599;Vrouwen;Tot. bev. gestichten en inst.;Ede;124.0
2600;Vrouwen;Tot. bev. gestichten en inst.;Helder (Den);109.0
2601;Vrouwen;Tot. bev. gestichten en inst.;Gouda;263.0
2602;Vrouwen;Tot. bev. gestichten en inst.;Alkmaar;508.0
2603;Vrouwen;Tot. bev. gestichten en inst.;Vlaardingen;91.0
2604;Vrouwen;Tot. bev. gestichten en inst.;Haarlemmermeer;17.0
2605;Vrouwen;Tot. bev. gestichten en inst.;Helmond;216.0
2606;Vrouwen;Tot. bev. gestichten en inst.;Bussum;304.0
2607;Vrouwen;Tot. bev. gestichten en inst.;Zeist;1187.0
2608;Vrouwen;Tot. bev. gestichten en inst.;Rheden;545.0
2609;Vrouwen;Tot. bev. gestichten en inst.;Venlo;712.0
2610;Vrouwen;Tot. bev. gestichten en inst.;Roosendaal en Nispen;643.0
2611;Vrouwen;Tot. bev. gestichten en inst.;Vlissingen;157.0
2612;Vrouwen;Tot. bev. gestichten en inst.;Bergen op Zoom;930.0
2613;Vrouwen;Totaal bestuurders, enz.;Nederland;46031.0
2614;Vrouwen;Totaal bestuurders, enz.;Groningen (provincie);886.0
2615;Vrouwen;Totaal bestuurders, enz.;Friesland;775.0
2616;Vrouwen;Totaal bestuurders, enz.;Drenthe;729.0
2617;Vrouwen;Totaal bestuurders, enz.;Overijssel;1662.0
2618;Vrouwen;Totaal bestuurders, enz.;Gelderland;5381.0
2619;Vrouwen;Totaal bestuurders, enz.;Utrecht (provincie);2859.0
2620;Vrouwen;Totaal bestuurders, enz.;Noord-Holland;8025.0
2621;Vrouwen;Totaal bestuurders, enz.;Zuid-Holland;8520.0
2622;Vrouwen;Totaal bestuurders, enz.;Zeeland;555.0
