ID;Geslacht;Leeftijd;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
135;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2017;37.5;49.1;32.9;67.6;68.8;61.7;73.3;52.2;26.8;;8.7;13.3;14.2;4.1;1.6;18.3;13.7;5.2;0.3;5.0;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;15.2;31.8;18.7;11.8;14.1
136;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2018;37.6;49.6;32.5;69.1;69.1;62.6;73.6;53.7;28.1;;8.7;13.0;14.4;3.7;1.6;18.4;12.4;5.4;0.4;5.1;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;17.9;33.0;18.6;12.5;14.5
137;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2019;36.3;48.8;32.0;69.1;69.7;63.6;73.7;54.9;28.8;;8.4;13.0;14.8;6.0;2.3;21.7;15.5;6.2;0.6;6.9;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;16.5;31.6;18.8;13.2;14.5
138;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2020;33.7;45.8;29.1;71.1;71.6;66.7;74.0;56.7;30.8;;7.2;11.3;14.6;2.7;1.1;15.4;9.9;4.3;0.2;4.3;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;15.3;30.0;16.5;11.6;12.0
139;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2021;35.8;49.2;33.1;70.2;71.7;65.8;74.1;56.5;31.0;;8.4;12.9;15.6;4.2;1.3;16.4;10.2;5.3;0.4;5.0;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;16.5;30.8;19.2;12.3;14.1
140;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2022;32.6;46.2;29.8;70.4;70.6;65.5;72.7;56.8;30.8;31.0;5.8;10.5;12.2;;;;;;;;;2.6;1.6;0.2;0.7;11.0;7.7;1.7;1.5;2.7;2.5;0.0;0.1;4.9;0.9;1.3;2.8;9.3;1.3;3.1;0.8;0.2;1.1;1.7;1.0;0.1;3.1;18.4;19.7;34.1;20.9;15.5;15.2
141;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2023;30.7;43.5;26.8;72.8;71.9;66.4;73.0;59.1;31.3;31.1;6.7;10.6;12.5;;;;;;;;;2.3;1.6;0.2;0.5;11.4;7.6;2.1;1.8;2.3;2.1;0.0;0.1;5.5;1.1;1.7;2.9;9.1;1.4;2.8;0.7;0.5;1.3;1.2;0.8;0.2;2.6;16.6;17.9;31.0;19.1;13.9;13.6
142;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2024;30.7;43.8;27.0;71.1;71.0;65.3;72.4;59.4;31.7;31.0;6.2;10.5;12.3;;;;;;;;;2.6;1.9;0.2;0.6;11.5;7.9;1.7;1.8;2.3;2.1;0.1;0.1;5.1;0.8;1.4;3.1;9.4;1.2;3.1;1.1;0.1;1.5;1.6;1.2;0.3;2.6;18.5;19.1;32.4;20.8;16.3;14.5
143;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;37.2;47.8;31.5;67.0;68.5;60.3;72.1;51.9;25.5;;7.6;12.7;13.6;4.1;1.1;18.9;13.9;5.4;0.3;5.1;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;14.4;31.8;16.8;9.7;12.8
144;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;36.4;48.0;30.9;66.5;67.8;61.1;71.4;51.6;24.3;;7.1;11.4;12.4;3.6;1.0;17.8;13.0;4.9;0.3;4.1;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;13.2;29.1;15.8;9.5;12.1
145;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;36.8;48.3;31.4;67.0;68.7;61.3;72.2;51.2;25.7;;7.5;11.8;12.6;3.6;1.4;17.8;13.1;4.9;0.3;4.6;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;13.8;31.5;17.2;9.8;12.7
146;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;36.5;48.1;32.0;66.7;67.8;60.8;72.4;51.2;26.0;;8.1;12.7;13.5;3.7;1.3;17.6;13.0;4.8;0.2;4.6;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;14.5;30.9;18.0;11.1;13.4
147;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;36.8;48.7;31.7;68.3;68.3;61.8;72.8;52.9;27.4;;8.2;12.5;13.8;3.4;1.4;17.7;11.8;5.0;0.3;4.7;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;17.3;32.2;17.9;11.9;13.9
148;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;35.4;47.8;31.1;68.3;68.8;62.7;72.9;54.0;28.0;;7.9;12.4;14.2;5.6;2.0;20.9;14.8;5.8;0.4;6.4;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;15.8;30.7;18.1;12.5;13.9
149;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;32.8;44.8;28.2;70.3;70.7;65.8;73.1;55.8;30.0;;6.7;10.8;13.9;2.4;0.9;14.8;9.3;3.9;0.1;4.0;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6;14.6;29.2;15.9;11.0;11.4
150;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;34.8;48.2;32.1;69.3;70.8;64.9;73.2;55.5;30.1;;7.8;12.2;14.9;3.8;1.1;15.7;9.6;4.9;0.2;4.6;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;15.8;29.9;18.4;11.7;13.4
151;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;31.7;45.2;28.9;69.5;69.7;64.6;71.8;55.8;29.9;30.1;5.2;9.7;11.4;;;;;;;;;2.2;1.3;0.1;0.5;10.2;7.0;1.4;1.2;2.3;2.1;0.0;0.0;4.4;0.6;1.0;2.4;8.5;1.0;2.6;0.6;0.1;0.9;1.4;0.8;0.0;2.6;17.7;19.0;33.2;20.2;14.8;14.5
152;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;29.8;42.6;26.0;71.9;71.0;65.5;72.2;58.2;30.5;30.2;6.0;9.8;11.6;;;;;;;;;2.0;1.3;0.1;0.4;10.5;7.0;1.8;1.5;1.9;1.7;0.0;0.0;4.9;0.9;1.3;2.5;8.3;1.1;2.3;0.5;0.3;1.0;0.9;0.6;0.1;2.2;15.9;17.1;30.1;18.4;13.3;12.9
153;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2024;29.9;42.9;26.2;70.2;70.2;64.4;71.6;58.4;30.9;30.2;5.6;9.7;11.5;;;;;;;;;2.2;1.6;0.1;0.4;10.7;7.2;1.4;1.5;1.9;1.7;0.0;0.0;4.6;0.6;1.1;2.6;8.6;1.0;2.6;0.8;0.1;1.2;1.3;1.0;0.2;2.2;17.7;18.3;31.5;20.0;15.6;13.9
154;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;39.2;49.9;33.5;68.9;70.4;62.4;74.0;54.0;27.2;;8.8;14.1;15.0;5.0;1.6;20.6;15.3;6.4;0.6;6.0;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;15.9;33.8;18.4;11.0;14.2
155;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;38.3;50.0;32.7;68.3;69.6;63.0;73.2;53.5;25.9;;8.1;12.7;13.7;4.4;1.4;19.3;14.3;5.8;0.5;4.9;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;14.6;30.9;17.2;10.7;13.4
156;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;38.7;50.2;33.2;68.8;70.5;63.2;73.9;53.1;27.4;;8.5;13.1;13.9;4.3;1.9;19.3;14.4;5.7;0.5;5.4;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;15.2;33.3;18.7;11.0;14.1
157;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;38.5;50.1;33.9;68.6;69.7;62.7;74.2;53.2;27.7;;9.2;14.0;14.9;4.5;1.8;19.1;14.4;5.7;0.4;5.5;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;15.9;32.7;19.5;12.5;14.8
158;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;38.5;50.4;33.3;69.9;69.9;63.5;74.3;54.6;28.9;;9.2;13.6;15.0;4.1;1.9;19.1;13.0;5.7;0.6;5.5;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;18.6;33.8;19.2;13.0;15.1
159;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;37.1;49.7;32.8;70.0;70.5;64.4;74.5;55.8;29.6;;8.9;13.7;15.5;6.5;2.6;22.4;16.2;6.6;0.7;7.4;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;17.2;32.4;19.5;13.8;15.2
160;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;34.6;46.7;29.9;72.0;72.4;67.6;74.8;57.6;31.7;;7.7;11.9;15.2;3.0;1.3;16.1;10.5;4.7;0.3;4.7;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;15.9;30.9;17.2;12.2;12.6
161;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;36.8;50.2;34.0;71.2;72.6;66.8;75.0;57.5;31.9;;9.0;13.6;16.3;4.6;1.5;17.2;10.8;5.8;0.5;5.5;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;17.3;31.7;20.0;13.0;14.8
162;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;33.5;47.1;30.7;71.3;71.4;66.4;73.5;57.7;31.6;31.9;6.5;11.4;13.1;;;;;;;;;3.1;2.0;0.4;1.0;11.9;8.5;2.1;1.8;3.2;2.9;;0.2;5.6;1.1;1.7;3.4;10.2;1.6;3.7;1.2;0.3;1.5;2.1;1.4;0.2;3.6;19.2;20.5;35.0;21.7;16.2;15.9
163;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;31.6;44.5;27.6;73.6;72.8;67.3;73.9;60.1;32.2;32.0;7.4;11.4;13.4;;;;;;;;;2.8;1.9;0.3;0.8;12.2;8.4;2.5;2.2;2.7;2.5;0.2;0.2;6.2;1.5;2.1;3.4;9.9;1.7;3.4;1.0;0.7;1.6;1.5;1.1;0.4;3.1;17.4;18.6;31.9;19.9;14.6;14.3
164;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2024;31.6;44.8;27.9;72.0;71.9;66.2;73.3;60.3;32.6;31.9;6.9;11.3;13.2;;;;;;;;;3.1;2.4;0.4;0.9;12.4;8.7;2.1;2.3;2.8;2.5;0.3;0.3;5.8;1.0;1.8;3.6;10.3;1.6;3.7;1.6;0.2;1.9;2.0;1.6;0.6;3.0;19.2;19.8;33.3;21.6;17.0;15.2
165;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2014;35.0;45.6;29.1;68.4;68.5;62.6;71.9;51.4;25.0;;8.8;14.5;14.8;3.4;1.0;20.0;14.5;6.1;0.3;6.1;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1;16.0;35.1;17.5;11.8;14.4
166;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2015;35.1;46.2;30.3;67.2;68.6;61.9;70.9;52.3;26.0;;8.5;14.3;14.2;4.0;0.8;20.5;14.1;6.2;0.2;5.8;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;15.4;32.8;18.1;12.4;15.1
167;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;34.1;44.8;28.4;67.2;67.8;62.2;70.6;52.2;24.9;;8.5;14.3;13.7;3.7;0.8;20.2;14.4;6.1;0.3;5.8;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;15.1;33.1;17.7;11.4;14.6
168;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;35.5;46.7;30.6;67.0;66.9;61.2;70.9;53.0;26.0;;9.1;14.6;14.5;3.9;1.0;20.8;13.8;6.0;0.3;6.0;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;16.9;35.0;18.9;13.7;16.3
169;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;34.6;46.1;28.9;67.7;67.8;63.2;70.2;53.1;26.4;;8.1;13.6;13.9;3.1;0.8;19.2;13.4;6.1;0.3;6.0;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;18.3;34.2;18.0;13.8;15.7
170;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;34.2;45.7;28.6;68.2;68.4;63.3;70.4;54.2;27.8;;8.7;14.4;14.7;6.0;1.6;25.0;16.7;8.0;0.5;7.9;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.9;17.4;33.6;19.5;13.9;16.5
171;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;30.0;41.7;25.1;69.9;70.2;66.7;71.3;56.0;29.5;;7.5;12.7;14.3;2.4;0.6;18.1;10.6;5.0;0.3;5.0;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;14.7;30.2;15.9;11.4;12.8
172;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;31.3;43.7;27.1;69.5;69.6;65.0;70.3;55.8;29.5;;8.0;13.2;15.0;3.9;1.0;19.0;11.3;5.5;0.3;5.6;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;15.5;31.1;17.7;12.6;14.5
173;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;29.8;41.0;24.8;69.5;68.3;64.5;67.5;56.7;28.3;27.6;5.3;9.8;11.2;;;;;;;;;1.8;1.3;0.1;0.3;11.1;7.8;2.0;1.3;2.6;2.3;0.0;0.1;4.9;1.0;1.4;2.7;8.2;0.6;1.0;0.2;0.3;3.3;1.6;0.8;0.1;2.8;17.4;18.0;32.8;18.7;14.5;15.1
174;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;27.6;39.5;23.3;71.2;70.2;66.1;68.1;58.1;29.6;28.5;5.6;10.4;11.1;;;;;;;;;2.2;1.7;0.1;0.3;11.5;7.8;2.0;1.6;2.7;2.4;0.0;0.2;4.7;0.8;1.3;2.8;9.4;0.7;1.7;0.3;0.2;3.6;1.5;1.3;0.1;2.9;16.2;17.0;30.9;17.4;13.4;14.0
175;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2024;28.2;39.5;23.8;70.0;68.9;65.3;68.3;58.2;29.0;28.0;5.9;10.4;12.2;;;;;;;;;2.2;1.5;0.0;0.4;12.5;8.7;2.0;1.7;2.7;2.5;0.1;0.0;5.0;1.0;1.3;2.6;9.6;0.8;1.8;0.3;0.2;3.9;1.5;0.8;0.3;2.8;17.3;17.5;32.4;18.5;15.1;15.3
176;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;33.9;44.5;28.1;67.4;67.5;61.5;70.9;50.3;24.0;;8.2;13.7;14.0;3.0;0.8;19.1;13.7;5.6;0.2;5.6;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;15.2;34.0;16.7;11.1;13.6
177;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;34.1;45.1;29.3;66.2;67.6;60.9;69.9;51.2;25.1;;7.9;13.6;13.4;3.6;0.6;19.7;13.4;5.7;0.1;5.4;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;14.7;31.8;17.2;11.7;14.3
178;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;33.1;43.7;27.5;66.2;66.8;61.2;69.5;51.1;24.0;;7.9;13.6;13.0;3.3;0.7;19.4;13.7;5.7;0.2;5.3;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.4;32.1;16.9;10.8;13.9
179;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;34.5;45.7;29.6;66.0;66.0;60.2;69.9;52.0;25.1;;8.5;13.9;13.8;3.5;0.8;19.9;13.1;5.6;0.2;5.6;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;16.2;34.1;18.1;13.0;15.6
180;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;33.8;45.3;28.1;66.9;67.0;62.3;69.4;52.3;25.7;;7.7;13.1;13.3;2.8;0.6;18.5;12.8;5.7;0.2;5.6;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.8;17.7;33.4;17.4;13.2;15.1
181;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;33.4;44.8;27.8;67.4;67.5;62.4;69.6;53.3;27.0;;8.2;13.8;14.1;5.6;1.4;24.3;16.0;7.5;0.4;7.4;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;16.7;32.8;18.8;13.3;15.9
182;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;29.2;40.8;24.3;69.1;69.3;65.9;70.4;55.1;28.7;;7.1;12.1;13.7;2.1;0.5;17.5;10.1;4.7;0.2;4.6;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;14.0;29.4;15.3;10.8;12.2
183;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;30.4;42.8;26.3;68.6;68.7;64.1;69.4;54.8;28.6;;7.5;12.6;14.4;3.6;0.8;18.3;10.7;5.0;0.2;5.2;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.8;30.2;17.0;12.0;13.9
184;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;29.0;40.2;24.0;68.7;67.5;63.6;66.6;55.9;27.5;26.8;4.7;9.1;10.5;;;;;;;;;1.5;1.0;0.0;0.2;10.4;7.1;1.7;1.0;2.2;1.9;0.0;0.1;4.4;0.7;1.1;2.3;7.5;0.5;0.8;0.1;0.1;2.9;1.3;0.6;0.1;2.4;16.7;17.4;31.9;18.0;13.9;14.4
185;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;26.8;38.7;22.6;70.4;69.3;65.3;67.2;57.3;28.8;27.7;5.1;9.7;10.3;;;;;;;;;1.9;1.4;0.0;0.2;10.7;7.1;1.7;1.3;2.3;2.1;0.0;0.1;4.2;0.6;1.0;2.4;8.7;0.5;1.4;0.2;0.1;3.1;1.2;1.0;0.1;2.5;15.5;16.3;30.1;16.7;12.8;13.4
186;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2024;27.4;38.7;23.1;69.2;68.1;64.5;67.5;57.4;28.3;27.2;5.4;9.7;11.4;;;;;;;;;1.8;1.2;0.0;0.3;11.7;8.1;1.7;1.4;2.3;2.2;0.0;0.0;4.5;0.8;1.0;2.2;8.9;0.6;1.4;0.2;0.1;3.5;1.2;0.6;0.2;2.5;16.6;16.8;31.6;17.8;14.5;14.6
187;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;36.1;46.7;30.1;69.5;69.5;63.7;72.9;52.5;25.9;;9.5;15.4;15.6;3.9;1.2;20.9;15.3;6.7;0.4;6.7;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;16.8;36.1;18.4;12.6;15.2
188;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;36.1;47.2;31.2;68.2;69.6;63.0;71.8;53.3;26.9;;9.1;15.1;14.9;4.4;1.0;21.4;14.9;6.7;0.3;6.4;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;16.2;33.8;18.9;13.1;15.9
189;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;35.1;45.8;29.4;68.3;68.7;63.2;71.7;53.3;25.8;;9.1;15.0;14.4;4.1;1.0;21.1;15.1;6.6;0.4;6.3;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;15.9;34.1;18.5;12.1;15.3
190;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;36.5;47.8;31.5;67.9;67.9;62.2;71.8;54.0;26.9;;9.7;15.4;15.2;4.3;1.2;21.6;14.5;6.6;0.4;6.5;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;17.7;36.0;19.7;14.4;17.1
191;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;35.4;47.0;29.7;68.5;68.7;64.0;71.0;54.0;27.2;;8.6;14.2;14.5;3.4;1.0;19.8;14.0;6.6;0.4;6.4;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;19.0;35.1;18.7;14.4;16.3
192;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;35.1;46.6;29.4;69.1;69.2;64.2;71.2;55.1;28.6;;9.2;15.1;15.4;6.5;1.8;25.8;17.4;8.4;0.6;8.4;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;18.1;34.5;20.2;14.5;17.2
193;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;30.9;42.6;25.8;70.8;71.0;67.6;72.1;56.8;30.3;;8.0;13.3;14.9;2.7;0.8;18.8;11.2;5.5;0.4;5.4;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;15.3;31.0;16.6;12.0;13.4
194;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;32.2;44.7;28.0;70.4;70.5;65.9;71.2;56.7;30.3;;8.5;13.8;15.7;4.3;1.2;19.7;11.9;5.9;0.4;6.1;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;16.1;32.0;18.5;13.2;15.2
195;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;30.6;41.9;25.5;70.3;69.1;65.3;68.3;57.6;29.1;28.4;5.9;10.6;12.0;;;;;;;;;2.2;1.6;0.2;0.5;11.9;8.5;2.4;1.6;3.0;2.7;;0.3;5.5;1.3;1.7;3.2;8.9;0.9;1.4;0.4;0.4;3.8;1.9;1.0;0.2;3.2;18.1;18.7;33.6;19.4;15.2;15.7
196;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;28.4;40.4;24.1;72.0;71.0;66.9;68.9;59.0;30.4;29.3;6.3;11.2;11.9;;;;;;;;;2.7;2.1;0.2;0.4;12.3;8.4;2.4;2.0;3.1;2.9;0.2;0.3;5.3;1.1;1.6;3.2;10.2;0.9;2.2;0.5;0.4;4.1;1.8;1.6;0.3;3.4;16.9;17.6;31.8;18.1;14.0;14.7
197;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2024;29.0;40.4;24.5;70.8;69.7;66.2;69.1;59.1;29.8;28.7;6.6;11.2;13.0;;;;;;;;;2.6;1.9;0.1;0.6;13.4;9.5;2.4;2.1;3.2;2.9;0.2;0.1;5.6;1.3;1.6;3.0;10.4;1.1;2.3;0.5;0.3;4.4;1.8;1.0;0.4;3.3;17.9;18.2;33.2;19.2;15.8;15.9
198;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;15.0;16.8;8.4;71.7;68.2;72.4;65.7;76.3;45.3;;2.5;5.5;8.2;1.0;0.1;11.5;3.7;3.5;0.2;2.5;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;2.6;7.1;2.6;1.6;1.8
199;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;15.8;19.0;9.4;74.2;72.2;77.0;67.4;74.5;46.2;;2.5;6.5;9.3;0.6;0.1;9.4;4.5;2.4;0.0;3.0;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;2.1;7.3;3.5;1.4;1.9
200;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;16.1;19.5;11.3;72.5;67.4;72.9;64.6;69.2;46.6;;2.0;5.4;7.0;1.2;0.5;12.0;3.6;1.3;0.0;3.7;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4;3.1;9.9;4.1;2.5;3.0
201;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;20.1;25.2;15.3;69.6;65.9;69.9;63.8;67.4;40.4;;4.3;7.2;10.3;2.3;0.3;15.0;6.5;3.9;0.2;4.5;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;7.2;7.4;16.2;7.5;6.4;7.0
202;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;21.2;25.3;14.3;70.6;66.8;70.2;64.5;65.0;40.8;;3.8;7.3;10.3;1.0;0.8;11.6;7.5;3.4;0.1;3.7;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;6.3;6.7;13.9;6.3;4.8;6.6
203;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;21.4;27.6;16.0;72.4;69.5;72.1;66.5;65.9;38.7;;5.4;9.1;11.2;3.1;0.6;17.2;9.5;5.0;0.1;5.5;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;9.4;9.8;19.2;9.3;8.1;10.1
204;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;17.7;23.9;12.4;72.2;71.7;75.8;67.2;66.5;41.4;;3.3;7.2;10.1;1.5;0.3;13.1;5.5;3.5;0.1;3.5;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3;7.3;15.8;7.7;6.0;7.1
