ID;Sex;Age;PositionInHousehold;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
5365;Total male and female;45 to 54 years;Parent;2015;1650.0;1453.0;1386.0;1089.0;974.0;115.0;297.0;196.0;91.0;10.0;0.0;614.0;187.0;67.0;120.0;427.0;227.0;200.0;772.0;67.0;4.6;197.0;88.0;84.0
5366;Total male and female;45 to 54 years;Parent;2016 1st quarter;1666.0;1473.0;1408.0;1113.0;994.0;118.0;295.0;195.0;93.0;8.0;0.0;623.0;180.0;66.0;114.0;443.0;238.0;205.0;785.0;66.0;4.5;193.0;88.4;84.5
5367;Total male and female;45 to 54 years;Parent;2016 2nd quarter;1669.0;1480.0;1423.0;1132.0;1001.0;131.0;292.0;190.0;95.0;7.0;0.0;629.0;183.0;66.0;118.0;446.0;243.0;203.0;794.0;57.0;3.8;189.0;88.7;85.3
5368;Total male and female;45 to 54 years;Parent;2016 3rd quarter;1664.0;1475.0;1424.0;1123.0;995.0;128.0;302.0;197.0;96.0;9.0;0.0;630.0;176.0;65.0;110.0;454.0;236.0;218.0;795.0;51.0;3.4;189.0;88.6;85.6
5369;Total male and female;45 to 54 years;Parent;2016 4th quarter;1657.0;1472.0;1426.0;1112.0;984.0;129.0;314.0;204.0;101.0;9.0;0.0;634.0;172.0;65.0;107.0;462.0;238.0;224.0;792.0;46.0;3.1;186.0;88.8;86.0
5370;Total male and female;45 to 54 years;Parent;2016;1664.0;1475.0;1420.0;1120.0;993.0;126.0;300.0;196.0;96.0;8.0;0.0;629.0;178.0;65.0;112.0;451.0;239.0;213.0;791.0;55.0;3.7;189.0;88.6;85.4
5371;Total male and female;45 to 54 years;Parent;2017 1st quarter;1667.0;1484.0;1435.0;1131.0;999.0;132.0;304.0;197.0;97.0;9.0;0.0;640.0;174.0;66.0;107.0;466.0;241.0;225.0;795.0;49.0;3.3;183.0;89.0;86.0
5372;Total male and female;45 to 54 years;Parent;2017 2nd quarter;1645.0;1468.0;1426.0;1124.0;992.0;132.0;302.0;202.0;94.0;7.0;0.0;634.0;160.0;59.0;101.0;473.0;248.0;226.0;793.0;41.0;2.8;178.0;89.2;86.7
5373;Total male and female;45 to 54 years;Parent;2017 3rd quarter;1649.0;1457.0;1422.0;1119.0;989.0;130.0;302.0;202.0;94.0;6.0;0.0;629.0;158.0;56.0;102.0;470.0;242.0;229.0;793.0;35.0;2.4;192.0;88.3;86.2
5374;Total male and female;45 to 54 years;Parent;2017 4th quarter;1633.0;1451.0;1415.0;1115.0;983.0;133.0;300.0;200.0;93.0;7.0;0.0;621.0;155.0;57.0;98.0;466.0;240.0;226.0;794.0;36.0;2.5;182.0;88.9;86.7
5375;Total male and female;45 to 54 years;Parent;2017;1649.0;1465.0;1424.0;1122.0;991.0;132.0;302.0;200.0;94.0;7.0;0.0;631.0;162.0;60.0;102.0;469.0;242.0;227.0;794.0;40.0;2.8;184.0;88.9;86.4
5376;Total male and female;45 to 54 years;Parent;2018 1st quarter;1650.0;1469.0;1430.0;1138.0;1002.0;135.0;293.0;200.0;86.0;7.0;0.0;627.0;154.0;54.0;100.0;474.0;247.0;226.0;803.0;39.0;2.6;180.0;89.1;86.7
5377;Total male and female;45 to 54 years;Parent;2018 2nd quarter;1638.0;1459.0;1427.0;1140.0;999.0;141.0;287.0;194.0;86.0;7.0;0.0;627.0;151.0;48.0;103.0;476.0;249.0;227.0;800.0;32.0;2.2;179.0;89.1;87.1
5378;Total male and female;45 to 54 years;Parent;2018 3rd quarter;1629.0;1446.0;1415.0;1126.0;994.0;132.0;289.0;196.0;86.0;7.0;0.0;622.0;149.0;51.0;98.0;473.0;244.0;228.0;793.0;31.0;2.2;183.0;88.8;86.8
5379;Total male and female;45 to 54 years;Parent;2018 4th quarter;1613.0;1436.0;1408.0;1122.0;989.0;133.0;286.0;194.0;87.0;5.0;0.0;629.0;146.0;47.0;99.0;483.0;245.0;238.0;779.0;28.0;2.0;176.0;89.1;87.3
5380;Total male and female;45 to 54 years;Parent;2018;1632.0;1453.0;1420.0;1131.0;996.0;136.0;289.0;196.0;86.0;6.0;0.0;626.0;150.0;50.0;100.0;476.0;246.0;230.0;794.0;33.0;2.2;180.0;89.0;87.0
5381;Total male and female;45 to 54 years;Parent;2019 1st quarter;1630.0;1446.0;1416.0;1128.0;1002.0;126.0;289.0;197.0;86.0;6.0;0.0;629.0;140.0;47.0;94.0;489.0;245.0;244.0;787.0;29.0;2.0;184.0;88.7;86.9
5382;Total male and female;45 to 54 years;Parent;2019 2nd quarter;1620.0;1438.0;1418.0;1126.0;1002.0;124.0;292.0;199.0;87.0;6.0;0.0;628.0;142.0;48.0;94.0;486.0;234.0;251.0;790.0;20.0;1.4;182.0;88.8;87.5
5383;Total male and female;45 to 54 years;Parent;2019 3rd quarter;1608.0;1434.0;1411.0;1122.0;1007.0;115.0;289.0;194.0;89.0;6.0;0.0;627.0;143.0;50.0;93.0;484.0;237.0;247.0;785.0;23.0;1.6;174.0;89.2;87.8
5384;Total male and female;45 to 54 years;Parent;2019 4th quarter;1615.0;1433.0;1411.0;1113.0;993.0;120.0;298.0;202.0;91.0;5.0;0.0;619.0;135.0;43.0;92.0;484.0;231.0;254.0;792.0;22.0;1.5;182.0;88.7;87.4
5385;Total male and female;45 to 54 years;Parent;2019;1618.0;1438.0;1414.0;1122.0;1001.0;121.0;292.0;198.0;88.0;6.0;0.0;626.0;140.0;47.0;93.0;486.0;237.0;249.0;788.0;23.0;1.6;180.0;88.9;87.4
5386;Total male and female;45 to 54 years;Parent;2020 1st quarter;1618.0;1434.0;1414.0;1119.0;1012.0;107.0;295.0;201.0;89.0;5.0;0.0;629.0;137.0;45.0;93.0;492.0;229.0;263.0;785.0;20.0;1.4;183.0;88.7;87.4
5387;Total male and female;45 to 54 years;Parent;2020 2nd quater;1632.0;1450.0;1426.0;1122.0;1017.0;106.0;303.0;201.0;94.0;8.0;0.0;637.0;137.0;51.0;86.0;500.0;236.0;264.0;788.0;24.0;1.7;183.0;88.8;87.3
5388;Total male and female;45 to 54 years;Parent;2020 3rd quarter;1627.0;1447.0;1421.0;1125.0;1021.0;105.0;296.0;203.0;85.0;7.0;0.0;635.0;133.0;44.0;89.0;502.0;237.0;265.0;786.0;26.0;1.8;180.0;88.9;87.3
5389;Total male and female;45 to 54 years;Parent;2020 4th quarter;1615.0;1439.0;1414.0;1122.0;1013.0;110.0;291.0;201.0;83.0;7.0;0.0;634.0;131.0;50.0;81.0;503.0;234.0;269.0;780.0;25.0;1.8;176.0;89.1;87.5
5390;Total male and female;45 to 54 years;Parent;2020;1623.0;1443.0;1419.0;1122.0;1016.0;107.0;296.0;201.0;88.0;7.0;0.0;634.0;135.0;48.0;87.0;499.0;234.0;265.0;785.0;24.0;1.7;181.0;88.9;87.4
5391;Total male and female;45 to 54 years;Parent;2021 1st quarter;1641.0;1465.0;1438.0;1143.0;1041.0;102.0;295.0;201.0;88.0;7.0;0.0;650.0;145.0;57.0;88.0;505.0;229.0;276.0;788.0;27.0;1.9;176.0;89.3;87.6
5392;Total male and female;45 to 54 years;Parent;2021 2nd quarter;1641.0;1475.0;1455.0;1156.0;1051.0;105.0;299.0;203.0;90.0;6.0;0.0;649.0;135.0;47.0;88.0;514.0;227.0;287.0;806.0;20.0;1.4;166.0;89.9;88.6
5393;Total male and female;45 to 54 years;Parent;2021 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
5394;Total male and female;45 to 54 years;Parent in single-parent household;2003 1st quarter;120.0;87.0;83.0;73.0;66.0;7.0;10.0;7.0;3.0;0.0;0.0;48.0;12.0;3.0;9.0;36.0;15.0;21.0;35.0;4.0;4.7;33.0;72.5;69.1
5395;Total male and female;45 to 54 years;Parent in single-parent household;2003 2nd quarter;121.0;85.0;80.0;70.0;64.0;7.0;10.0;7.0;3.0;0.0;0.0;45.0;12.0;5.0;7.0;33.0;14.0;19.0;35.0;5.0;5.8;36.0;70.4;66.3
5396;Total male and female;45 to 54 years;Parent in single-parent household;2003 3rd quarter;127.0;94.0;87.0;78.0;71.0;7.0;9.0;7.0;3.0;0.0;0.0;49.0;13.0;3.0;10.0;36.0;15.0;21.0;38.0;7.0;7.3;33.0;74.1;68.7
5397;Total male and female;45 to 54 years;Parent in single-parent household;2003 4th quarter;134.0;101.0;93.0;85.0;75.0;10.0;9.0;6.0;3.0;0.0;0.0;52.0;14.0;6.0;8.0;37.0;15.0;22.0;42.0;8.0;7.8;32.0;75.9;70.0
5398;Total male and female;45 to 54 years;Parent in single-parent household;2003;125.0;92.0;86.0;77.0;69.0;8.0;9.0;7.0;3.0;0.0;0.0;48.0;13.0;4.0;9.0;35.0;15.0;21.0;38.0;6.0;6.5;33.0;73.3;68.6
5399;Total male and female;45 to 54 years;Parent in single-parent household;2004 1st quarter;120.0;91.0;82.0;74.0;66.0;8.0;8.0;5.0;3.0;0.0;0.0;45.0;11.0;4.0;7.0;34.0;15.0;19.0;37.0;9.0;10.3;29.0;75.8;68.0
5400;Total male and female;45 to 54 years;Parent in single-parent household;2004 2nd quarter;125.0;94.0;85.0;77.0;69.0;8.0;8.0;5.0;3.0;0.0;0.0;45.0;12.0;5.0;7.0;34.0;14.0;20.0;40.0;8.0;9.1;32.0;74.7;67.9
5401;Total male and female;45 to 54 years;Parent in single-parent household;2004 3rd quarter;124.0;91.0;82.0;76.0;67.0;9.0;6.0;4.0;2.0;0.0;0.0;45.0;14.0;4.0;10.0;31.0;14.0;17.0;37.0;9.0;9.5;34.0;72.9;65.9
5402;Total male and female;45 to 54 years;Parent in single-parent household;2004 4th quarter;128.0;98.0;89.0;80.0;71.0;9.0;9.0;6.0;3.0;0.0;0.0;47.0;15.0;6.0;9.0;32.0;15.0;17.0;42.0;8.0;8.4;30.0;76.3;69.9
5403;Total male and female;45 to 54 years;Parent in single-parent household;2004;124.0;93.0;85.0;77.0;68.0;8.0;8.0;5.0;3.0;0.0;0.0;46.0;13.0;5.0;8.0;33.0;14.0;18.0;39.0;9.0;9.3;31.0;74.9;68.0
5404;Total male and female;45 to 54 years;Parent in single-parent household;2005 1st quarter;125.0;94.0;86.0;77.0;69.0;8.0;9.0;6.0;3.0;0.0;0.0;46.0;13.0;4.0;9.0;32.0;14.0;18.0;40.0;8.0;8.4;31.0;75.3;69.0
5405;Total male and female;45 to 54 years;Parent in single-parent household;2005 2nd quarter;130.0;102.0;92.0;85.0;78.0;7.0;7.0;5.0;2.0;0.0;0.0;50.0;15.0;5.0;10.0;35.0;16.0;19.0;43.0;9.0;8.9;29.0;78.0;71.1
5406;Total male and female;45 to 54 years;Parent in single-parent household;2005 3rd quarter;142.0;106.0;97.0;88.0;80.0;8.0;9.0;7.0;2.0;0.0;0.0;52.0;14.0;6.0;8.0;38.0;18.0;20.0;45.0;8.0;7.8;37.0;74.2;68.5
5407;Total male and female;45 to 54 years;Parent in single-parent household;2005 4th quarter;138.0;106.0;97.0;89.0;80.0;8.0;8.0;6.0;2.0;0.0;0.0;51.0;12.0;5.0;7.0;40.0;18.0;22.0;45.0;9.0;8.2;32.0;76.5;70.2
5408;Total male and female;45 to 54 years;Parent in single-parent household;2005;134.0;102.0;93.0;85.0;77.0;8.0;8.0;6.0;2.0;0.0;0.0;50.0;14.0;5.0;8.0;36.0;16.0;20.0;43.0;8.0;8.3;32.0;76.0;69.7
5409;Total male and female;45 to 54 years;Parent in single-parent household;2006 1st quarter;136.0;102.0;94.0;86.0;78.0;8.0;8.0;6.0;2.0;0.0;0.0;48.0;11.0;4.0;8.0;36.0;15.0;22.0;46.0;8.0;8.2;34.0;75.1;68.9
5410;Total male and female;45 to 54 years;Parent in single-parent household;2006 2nd quarter;144.0;111.0;102.0;91.0;82.0;10.0;10.0;8.0;2.0;0.0;0.0;54.0;10.0;4.0;6.0;44.0;18.0;26.0;48.0;10.0;8.6;33.0;77.3;70.6
5411;Total male and female;45 to 54 years;Parent in single-parent household;2006 3rd quarter;142.0;109.0;101.0;89.0;80.0;9.0;12.0;9.0;3.0;0.0;0.0;52.0;10.0;3.0;7.0;41.0;16.0;26.0;49.0;8.0;7.4;33.0;76.7;71.0
5412;Total male and female;45 to 54 years;Parent in single-parent household;2006 4th quarter;145.0;113.0;102.0;91.0;82.0;9.0;11.0;8.0;3.0;0.0;0.0;52.0;10.0;3.0;7.0;42.0;17.0;24.0;50.0;11.0;9.6;32.0;77.7;70.3
5413;Total male and female;45 to 54 years;Parent in single-parent household;2006;142.0;109.0;100.0;89.0;80.0;9.0;10.0;8.0;3.0;0.0;0.0;51.0;11.0;3.0;7.0;41.0;16.0;24.0;48.0;9.0;8.4;33.0;76.7;70.2
5414;Total male and female;45 to 54 years;Parent in single-parent household;2007 1st quarter;143.0;110.0;102.0;90.0;81.0;9.0;11.0;8.0;3.0;0.0;0.0;56.0;12.0;4.0;8.0;44.0;19.0;25.0;45.0;8.0;7.5;33.0;76.7;70.9
5415;Total male and female;45 to 54 years;Parent in single-parent household;2007 2nd quarter;153.0;119.0;113.0;102.0;92.0;10.0;11.0;8.0;3.0;0.0;0.0;63.0;13.0;4.0;9.0;50.0;21.0;29.0;50.0;6.0;4.7;34.0;77.6;74.0
5416;Total male and female;45 to 54 years;Parent in single-parent household;2007 3rd quarter;157.0;120.0;116.0;106.0;95.0;11.0;10.0;8.0;2.0;0.0;0.0;65.0;14.0;6.0;8.0;51.0;22.0;29.0;51.0;5.0;4.0;36.0;76.8;73.8
5417;Total male and female;45 to 54 years;Parent in single-parent household;2007 4th quarter;157.0;126.0;119.0;107.0;98.0;10.0;12.0;9.0;2.0;0.0;0.0;66.0;15.0;6.0;9.0;51.0;22.0;29.0;53.0;7.0;5.5;31.0;80.1;75.7
5418;Total male and female;45 to 54 years;Parent in single-parent household;2007;153.0;119.0;112.0;101.0;91.0;10.0;11.0;9.0;2.0;0.0;0.0;63.0;14.0;5.0;9.0;49.0;21.0;28.0;50.0;6.0;5.4;34.0;77.9;73.7
5419;Total male and female;45 to 54 years;Parent in single-parent household;2008 1st quarter;156.0;124.0;118.0;106.0;95.0;11.0;12.0;9.0;3.0;0.0;0.0;67.0;15.0;6.0;10.0;52.0;23.0;29.0;51.0;6.0;4.5;32.0;79.6;76.0
5420;Total male and female;45 to 54 years;Parent in single-parent household;2008 2nd quarter;155.0;122.0;118.0;103.0;92.0;11.0;14.0;11.0;3.0;0.0;0.0;65.0;15.0;6.0;9.0;50.0;24.0;26.0;53.0;4.0;3.3;34.0;78.3;75.7
5421;Total male and female;45 to 54 years;Parent in single-parent household;2008 3rd quarter;156.0;120.0;114.0;100.0;89.0;11.0;14.0;12.0;3.0;0.0;0.0;64.0;13.0;5.0;8.0;51.0;22.0;29.0;51.0;5.0;4.4;36.0;77.0;73.6
5422;Total male and female;45 to 54 years;Parent in single-parent household;2008 4th quarter;159.0;122.0;118.0;105.0;91.0;14.0;13.0;10.0;3.0;0.0;0.0;65.0;15.0;5.0;9.0;50.0;22.0;28.0;53.0;4.0;3.3;37.0;76.6;74.1
5423;Total male and female;45 to 54 years;Parent in single-parent household;2008;156.0;122.0;117.0;104.0;92.0;12.0;14.0;10.0;3.0;0.0;0.0;65.0;14.0;5.0;9.0;51.0;23.0;28.0;52.0;5.0;3.9;35.0;77.9;74.8
5424;Total male and female;45 to 54 years;Parent in single-parent household;2009 1st quarter;158.0;124.0;117.0;102.0;88.0;14.0;14.0;11.0;3.0;0.0;0.0;61.0;13.0;5.0;8.0;49.0;22.0;26.0;55.0;7.0;5.7;34.0;78.3;73.8
5425;Total male and female;45 to 54 years;Parent in single-parent household;2009 2nd quarter;164.0;130.0;123.0;108.0;97.0;12.0;14.0;11.0;3.0;0.0;0.0;65.0;12.0;4.0;8.0;53.0;22.0;31.0;57.0;7.0;5.5;35.0;78.9;74.6
5426;Total male and female;45 to 54 years;Parent in single-parent household;2009 3rd quarter;166.0;129.0;122.0;109.0;98.0;11.0;13.0;10.0;3.0;0.0;0.0;67.0;14.0;4.0;11.0;53.0;22.0;31.0;55.0;7.0;5.1;37.0;77.6;73.6
5427;Total male and female;45 to 54 years;Parent in single-parent household;2009 4th quarter;167.0;131.0;125.0;112.0;98.0;14.0;13.0;9.0;3.0;0.0;0.0;71.0;16.0;7.0;9.0;56.0;22.0;33.0;53.0;6.0;4.5;36.0;78.2;74.7
5428;Total male and female;45 to 54 years;Parent in single-parent household;2009;164.0;128.0;122.0;108.0;95.0;13.0;13.0;10.0;3.0;0.0;0.0;66.0;14.0;5.0;9.0;52.0;22.0;30.0;55.0;7.0;5.2;36.0;78.2;74.2
5429;Total male and female;45 to 54 years;Parent in single-parent household;2010 1st quarter;163.0;129.0;120.0;108.0;95.0;13.0;13.0;9.0;3.0;0.0;0.0;68.0;14.0;6.0;7.0;55.0;23.0;31.0;52.0;9.0;7.2;33.0;79.7;73.9
5430;Total male and female;45 to 54 years;Parent in single-parent household;2010 2nd quarter;164.0;132.0;124.0;110.0;97.0;13.0;14.0;11.0;3.0;0.0;0.0;73.0;14.0;6.0;8.0;59.0;26.0;33.0;51.0;8.0;6.2;32.0;80.5;75.4
5431;Total male and female;45 to 54 years;Parent in single-parent household;2010 3rd quarter;167.0;137.0;129.0;114.0;100.0;14.0;15.0;12.0;3.0;0.0;0.0;72.0;16.0;8.0;8.0;56.0;23.0;32.0;57.0;9.0;6.3;30.0;82.2;77.0
5432;Total male and female;45 to 54 years;Parent in single-parent household;2010 4th quarter;160.0;131.0;123.0;112.0;100.0;12.0;12.0;10.0;2.0;0.0;0.0;74.0;15.0;6.0;9.0;58.0;25.0;33.0;50.0;8.0;6.0;29.0;82.0;77.1
5433;Total male and female;45 to 54 years;Parent in single-parent household;2010;164.0;133.0;124.0;111.0;98.0;13.0;13.0;10.0;3.0;0.0;0.0;72.0;15.0;6.0;8.0;57.0;24.0;33.0;52.0;9.0;6.4;31.0;81.1;75.9
5434;Total male and female;45 to 54 years;Parent in single-parent household;2011 1st quarter;157.0;132.0;122.0;109.0;96.0;13.0;13.0;11.0;3.0;0.0;0.0;71.0;13.0;5.0;8.0;57.0;25.0;33.0;52.0;9.0;7.2;26.0;83.7;77.6
5435;Total male and female;45 to 54 years;Parent in single-parent household;2011 2nd quarter;160.0;131.0;124.0;111.0;97.0;14.0;13.0;12.0;1.0;0.0;0.0;70.0;15.0;6.0;9.0;55.0;25.0;30.0;54.0;7.0;5.1;29.0;81.9;77.7
5436;Total male and female;45 to 54 years;Parent in single-parent household;2011 3rd quarter;162.0;133.0;126.0;113.0;100.0;12.0;14.0;12.0;2.0;0.0;0.0;71.0;13.0;5.0;8.0;58.0;25.0;33.0;55.0;7.0;5.1;29.0;82.0;77.8
5437;Total male and female;45 to 54 years;Parent in single-parent household;2011 4th quarter;161.0;131.0;125.0;112.0;100.0;12.0;13.0;11.0;2.0;0.0;0.0;70.0;13.0;5.0;8.0;57.0;25.0;32.0;55.0;6.0;4.5;30.0;81.2;77.6
5438;Total male and female;45 to 54 years;Parent in single-parent household;2011;160.0;131.0;124.0;111.0;98.0;13.0;13.0;11.0;2.0;0.0;0.0;70.0;14.0;5.0;8.0;57.0;25.0;32.0;54.0;7.0;5.4;29.0;82.2;77.7
5439;Total male and female;45 to 54 years;Parent in single-parent household;2012 1st quarter;161.0;133.0;125.0;110.0;99.0;11.0;14.0;12.0;2.0;0.0;0.0;70.0;14.0;5.0;9.0;56.0;25.0;30.0;55.0;8.0;6.2;28.0;82.5;77.4
5440;Total male and female;45 to 54 years;Parent in single-parent household;2012 2nd quarter;168.0;132.0;125.0;110.0;98.0;12.0;15.0;14.0;1.0;0.0;0.0;74.0;13.0;6.0;6.0;61.0;25.0;36.0;51.0;8.0;5.8;36.0;78.8;74.2
5441;Total male and female;45 to 54 years;Parent in single-parent household;2012 3rd quarter;167.0;132.0;125.0;107.0;95.0;13.0;17.0;16.0;2.0;0.0;0.0;70.0;15.0;7.0;8.0;55.0;23.0;32.0;55.0;7.0;5.2;35.0;79.0;74.8
5442;Total male and female;45 to 54 years;Parent in single-parent household;2012 4th quarter;171.0;133.0;125.0;108.0;94.0;13.0;17.0;15.0;2.0;0.0;0.0;73.0;13.0;6.0;6.0;61.0;24.0;37.0;52.0;8.0;6.1;38.0;78.0;73.2
5443;Total male and female;45 to 54 years;Parent in single-parent household;2012;167.0;133.0;125.0;109.0;97.0;12.0;16.0;14.0;2.0;0.0;0.0;72.0;14.0;6.0;7.0;58.0;24.0;34.0;53.0;8.0;5.8;34.0;79.5;74.9
5444;Total male and female;45 to 54 years;Parent in single-parent household;2013 1st quarter;182.0;146.0;135.0;118.0;103.0;15.0;17.0;14.0;4.0;0.0;0.0;80.0;17.0;8.0;9.0;63.0;27.0;36.0;56.0;11.0;7.4;37.0;79.9;74.0
5445;Total male and female;45 to 54 years;Parent in single-parent household;2013 2nd quarter;185.0;150.0;138.0;122.0;104.0;17.0;17.0;13.0;3.0;0.0;0.0;83.0;18.0;7.0;11.0;65.0;30.0;35.0;55.0;12.0;7.8;35.0;80.9;74.6
5446;Total male and female;45 to 54 years;Parent in single-parent household;2013 3rd quarter;191.0;155.0;142.0;124.0;111.0;14.0;18.0;14.0;4.0;0.0;0.0;86.0;17.0;8.0;9.0;69.0;31.0;38.0;56.0;13.0;8.2;37.0;80.9;74.2
5447;Total male and female;45 to 54 years;Parent in single-parent household;2013 4th quarter;189.0;151.0;137.0;118.0;103.0;14.0;19.0;15.0;4.0;0.0;0.0;82.0;14.0;5.0;9.0;68.0;33.0;35.0;54.0;14.0;9.5;38.0;79.8;72.3
5448;Total male and female;45 to 54 years;Parent in single-parent household;2013;187.0;150.0;138.0;120.0;105.0;15.0;18.0;14.0;4.0;0.0;0.0;83.0;16.0;7.0;10.0;66.0;30.0;36.0;55.0;12.0;8.2;37.0;80.4;73.8
5449;Total male and female;45 to 54 years;Parent in single-parent household;2014 1st quarter;191.0;153.0;138.0;117.0;103.0;14.0;21.0;15.0;5.0;0.0;0.0;83.0;16.0;7.0;9.0;67.0;31.0;36.0;55.0;16.0;10.2;38.0;80.2;72.0
5450;Total male and female;45 to 54 years;Parent in single-parent household;2014 2nd quarter;191.0;148.0;135.0;113.0;100.0;13.0;21.0;17.0;4.0;0.0;0.0;81.0;15.0;7.0;8.0;66.0;31.0;35.0;54.0;14.0;9.2;42.0;77.9;70.7
5451;Total male and female;45 to 54 years;Parent in single-parent household;2014 3rd quarter;186.0;144.0;131.0;109.0;93.0;16.0;22.0;18.0;4.0;0.0;0.0;74.0;16.0;7.0;8.0;58.0;25.0;33.0;57.0;13.0;9.2;42.0;77.5;70.4
5452;Total male and female;45 to 54 years;Parent in single-parent household;2014 4th quarter;180.0;139.0;127.0;109.0;93.0;16.0;18.0;15.0;3.0;0.0;0.0;76.0;18.0;8.0;9.0;58.0;29.0;29.0;51.0;12.0;8.7;42.0;77.0;70.3
5453;Total male and female;45 to 54 years;Parent in single-parent household;2014;187.0;146.0;132.0;112.0;97.0;15.0;20.0;16.0;4.0;0.0;0.0;79.0;16.0;7.0;9.0;62.0;29.0;33.0;54.0;14.0;9.3;41.0;78.2;70.9
5454;Total male and female;45 to 54 years;Parent in single-parent household;2015 1st quarter;174.0;135.0;120.0;101.0;86.0;14.0;19.0;17.0;2.0;0.0;0.0;70.0;17.0;8.0;9.0;53.0;22.0;31.0;50.0;14.0;10.6;40.0;77.1;68.9
5455;Total male and female;45 to 54 years;Parent in single-parent household;2015 2nd quarter;171.0;133.0;119.0;101.0;84.0;17.0;18.0;15.0;3.0;0.0;0.0;68.0;15.0;8.0;7.0;52.0;23.0;29.0;52.0;13.0;10.1;38.0;77.8;69.9
5456;Total male and female;45 to 54 years;Parent in single-parent household;2015 3rd quarter;178.0;134.0;119.0;102.0;85.0;17.0;16.0;13.0;3.0;0.0;0.0;63.0;15.0;6.0;9.0;48.0;22.0;26.0;56.0;16.0;11.6;43.0;75.6;66.8
5457;Total male and female;45 to 54 years;Parent in single-parent household;2015 4th quarter;174.0;137.0;123.0;104.0;88.0;16.0;19.0;15.0;4.0;0.0;0.0;68.0;14.0;6.0;8.0;54.0;23.0;31.0;55.0;14.0;10.5;37.0;78.7;70.5
5458;Total male and female;45 to 54 years;Parent in single-parent household;2015;174.0;135.0;120.0;102.0;86.0;16.0;18.0;15.0;3.0;0.0;0.0;67.0;15.0;7.0;8.0;52.0;23.0;29.0;53.0;14.0;10.7;40.0;77.3;69.0
5459;Total male and female;45 to 54 years;Parent in single-parent household;2016 1st quarter;190.0;153.0;138.0;119.0;103.0;16.0;19.0;15.0;4.0;0.0;0.0;79.0;16.0;6.0;10.0;64.0;28.0;36.0;58.0;15.0;9.7;37.0;80.3;72.5
5460;Total male and female;45 to 54 years;Parent in single-parent household;2016 2nd quarter;178.0;144.0;132.0;113.0;95.0;18.0;19.0;15.0;4.0;0.0;0.0;81.0;18.0;8.0;11.0;63.0;29.0;33.0;51.0;12.0;8.3;35.0;80.6;73.9
5461;Total male and female;45 to 54 years;Parent in single-parent household;2016 3rd quarter;182.0;148.0;136.0;115.0;99.0;15.0;21.0;17.0;4.0;0.0;0.0;84.0;17.0;7.0;10.0;67.0;29.0;38.0;52.0;12.0;8.1;34.0;81.1;74.5
5462;Total male and female;45 to 54 years;Parent in single-parent household;2016 4th quarter;179.0;143.0;135.0;114.0;98.0;16.0;21.0;17.0;5.0;0.0;0.0;81.0;18.0;7.0;11.0;63.0;26.0;37.0;54.0;8.0;5.7;36.0;79.9;75.4
5463;Total male and female;45 to 54 years;Parent in single-parent household;2016;182.0;147.0;135.0;115.0;99.0;16.0;20.0;16.0;4.0;0.0;0.0;82.0;17.0;7.0;10.0;64.0;28.0;36.0;54.0;12.0;8.0;36.0;80.5;74.1
5464;Total male and female;45 to 54 years;Parent in single-parent household;2017 1st quarter;177.0;141.0;132.0;112.0;92.0;19.0;20.0;16.0;4.0;0.0;0.0;82.0;17.0;7.0;11.0;65.0;29.0;36.0;50.0;9.0;6.6;36.0;79.7;74.4
5465;Total male and female;45 to 54 years;Parent in single-parent household;2017 2nd quarter;174.0;142.0;133.0;111.0;90.0;21.0;22.0;17.0;5.0;0.0;0.0;79.0;15.0;6.0;9.0;64.0;29.0;35.0;54.0;9.0;6.2;33.0;81.2;76.2
5466;Total male and female;45 to 54 years;Parent in single-parent household;2017 3rd quarter;173.0;134.0;127.0;109.0;89.0;21.0;18.0;13.0;4.0;0.0;0.0;78.0;17.0;5.0;12.0;60.0;26.0;34.0;50.0;7.0;5.1;39.0;77.5;73.6
5467;Total male and female;45 to 54 years;Parent in single-parent household;2017 4th quarter;173.0;137.0;129.0;113.0;93.0;20.0;16.0;12.0;4.0;0.0;0.0;77.0;15.0;5.0;10.0;62.0;28.0;34.0;52.0;8.0;6.0;35.0;79.6;74.9
5468;Total male and female;45 to 54 years;Parent in single-parent household;2017;174.0;139.0;130.0;111.0;91.0;20.0;19.0;15.0;4.0;0.0;0.0;79.0;16.0;6.0;10.0;63.0;28.0;35.0;51.0;8.0;6.0;36.0;79.5;74.8
