ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;SBI93;Perioden;AantalWerknemers_1;PercentageWerknemersInEconAct_2;GemiddeldBrutoLoonSVPerWerknemer_3
5669;Totaal mannen en vrouwen;0;Marokko, 1e generatie;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 26 september 2008;22.5;33.0;18.8
5670;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 24 september 1999;7.7;13.0;9.9
5671;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 29 september 2000;7.0;11.0;10.9
5672;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 28 september 2001;5.9;9.0;12.0
5673;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 27 september 2002;5.3;8.0;12.5
5674;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 26 september 2003;4.9;8.0;12.9
5675;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 24 september 2004;5.2;8.0;12.8
5676;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 30 september 2005;5.7;9.0;12.8
5677;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 29 september 2006;7.3;11.0;13.6
5678;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 28 september 2007;7.0;10.0;15.2
5679;Totaal mannen en vrouwen;0;Marokko, 1e generatie;74501 Uitzendbureaus;vrijdag 26 september 2008;6.1;9.0;15.5
5680;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 24 september 1999;7.3;12.0;10.9
5681;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 29 september 2000;7.9;12.0;11.7
5682;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 28 september 2001;8.6;13.0;13.0
5683;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 27 september 2002;9.2;14.0;12.7
5684;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 26 september 2003;9.6;15.0;13.1
5685;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 24 september 2004;9.2;15.0;13.1
5686;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 30 september 2005;9.6;15.0;13.3
5687;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 29 september 2006;9.7;15.0;14.7
5688;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 28 september 2007;9.9;15.0;15.7
5689;Totaal mannen en vrouwen;0;Marokko, 1e generatie;747 Reiniging gebouwen,transportmiddelen;vrijdag 26 september 2008;9.8;14.0;15.9
5690;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 24 september 1999;4.4;7.0;15.0
5691;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 29 september 2000;4.7;7.0;16.7
5692;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 28 september 2001;4.7;7.0;19.0
5693;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 27 september 2002;5.1;8.0;19.5
5694;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 26 september 2003;4.7;7.0;21.1
5695;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 24 september 2004;4.5;7.0;22.1
5696;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 30 september 2005;4.9;8.0;22.2
5697;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 29 september 2006;5.5;9.0;24.1
5698;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 28 september 2007;6.1;9.0;24.9
5699;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 26 september 2008;6.5;10.0;26.3
5700;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 24 september 1999;9.6;16.0;16.9
5701;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 29 september 2000;10.6;17.0;17.8
5702;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 28 september 2001;12.1;19.0;19.7
5703;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 27 september 2002;13.1;20.0;20.6
5704;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 26 september 2003;13.5;21.0;21.1
5705;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 24 september 2004;13.0;21.0;21.5
5706;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 30 september 2005;12.9;21.0;21.8
5707;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 29 september 2006;13.9;22.0;23.0
5708;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 28 september 2007;15.4;23.0;22.9
5709;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75-99 Niet-commerciële dienstverlening;vrijdag 26 september 2008;15.7;23.0;24.2
5710;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 24 september 1999;1.9;3.0;19.5
5711;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 29 september 2000;2.2;3.0;20.7
5712;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 28 september 2001;2.8;4.0;22.2
5713;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 27 september 2002;3.0;5.0;23.3
5714;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 26 september 2003;3.1;5.0;24.2
5715;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 24 september 2004;2.9;5.0;25.7
5716;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 30 september 2005;2.9;5.0;26.3
5717;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 29 september 2006;2.8;4.0;29.6
5718;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 28 september 2007;3.5;5.0;27.3
5719;Totaal mannen en vrouwen;0;Marokko, 1e generatie;75 Openbaar bestuur, soc. verzekeringen;vrijdag 26 september 2008;3.2;5.0;31.5
5720;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 24 september 1999;1.5;3.0;19.4
5721;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 29 september 2000;1.7;3.0;20.2
5722;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 28 september 2001;1.9;3.0;22.4
5723;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 27 september 2002;2.1;3.0;23.4
5724;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 26 september 2003;2.3;4.0;23.7
5725;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 24 september 2004;2.0;3.0;23.2
5726;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 30 september 2005;2.0;3.0;23.1
5727;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 29 september 2006;2.1;3.0;25.0
5728;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 28 september 2007;2.2;3.0;26.0
5729;Totaal mannen en vrouwen;0;Marokko, 1e generatie;80 Onderwijs;vrijdag 26 september 2008;2.2;3.0;26.8
5730;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 24 september 1999;4.7;8.0;15.1
5731;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 29 september 2000;5.2;8.0;15.9
5732;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 28 september 2001;5.8;9.0;17.4
5733;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 27 september 2002;6.4;10.0;18.1
5734;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 26 september 2003;6.7;10.0;18.7
5735;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 24 september 2004;6.6;11.0;19.0
5736;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 30 september 2005;6.7;11.0;19.3
5737;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 29 september 2006;7.0;11.0;19.8
5738;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 28 september 2007;7.7;11.0;20.2
5739;Totaal mannen en vrouwen;0;Marokko, 1e generatie;85 Gezondheids- en welzijnszorg;vrijdag 26 september 2008;8.1;12.0;20.9
5740;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 24 september 1999;1.5;2.0;16.8
5741;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 29 september 2000;1.5;2.0;17.7
5742;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 28 september 2001;1.5;2.0;20.1
5743;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 27 september 2002;1.6;2.0;22.1
5744;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 26 september 2003;1.5;2.0;21.6
5745;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 24 september 2004;1.5;2.0;22.5
5746;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 30 september 2005;1.4;2.0;23.1
5747;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 29 september 2006;2.0;3.0;23.0
5748;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 28 september 2007;2.0;3.0;22.4
5749;Totaal mannen en vrouwen;0;Marokko, 1e generatie;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 26 september 2008;2.2;3.0;22.9
5750;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 24 september 1999;0.0;;
5751;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 29 september 2000;0.0;;
5752;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 28 september 2001;0.0;;
5753;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 27 september 2002;0.1;0.0;21.3
5754;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 26 september 2003;0.1;0.0;21.5
5755;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 24 september 2004;0.2;0.0;23.2
5756;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 30 september 2005;0.3;0.0;18.9
5757;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 29 september 2006;0.1;0.0;11.4
5758;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 28 september 2007;0.0;;
5759;Totaal mannen en vrouwen;0;Marokko, 1e generatie;Onbekend;vrijdag 26 september 2008;0.1;0.0;15.8
5760;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 24 september 1999;15.1;100.0;7.2
5761;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 29 september 2000;18.0;100.0;8.2
5762;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 28 september 2001;20.2;100.0;9.7
5763;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 27 september 2002;21.8;100.0;10.4
5764;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 26 september 2003;22.2;100.0;11.2
5765;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 24 september 2004;23.1;100.0;11.7
5766;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 30 september 2005;25.6;100.0;12.1
5767;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 29 september 2006;29.8;100.0;13.2
5768;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 28 september 2007;34.8;100.0;13.9
5769;Totaal mannen en vrouwen;0;Marokko, 2e generatie;0;vrijdag 26 september 2008;38.6;100.0;14.8
5770;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 24 september 1999;0.2;2.0;4.0
5771;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 29 september 2000;0.2;1.0;5.0
5772;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 28 september 2001;0.2;1.0;4.3
5773;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 27 september 2002;0.2;1.0;6.5
5774;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 26 september 2003;0.2;1.0;4.7
5775;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 24 september 2004;0.2;1.0;5.7
5776;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 30 september 2005;0.2;1.0;5.5
5777;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 29 september 2006;0.2;1.0;5.9
5778;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 28 september 2007;0.2;0.0;6.2
5779;Totaal mannen en vrouwen;0;Marokko, 2e generatie;1;vrijdag 26 september 2008;0.1;0.0;8.7
5780;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 24 september 1999;1.4;9.0;11.0
5781;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 29 september 2000;1.5;8.0;13.3
5782;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 28 september 2001;1.6;8.0;14.7
5783;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 27 september 2002;1.5;7.0;16.2
5784;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 26 september 2003;1.5;7.0;17.0
5785;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 24 september 2004;1.5;7.0;17.9
5786;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 30 september 2005;1.6;6.0;19.1
5787;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 29 september 2006;1.6;6.0;20.7
5788;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 28 september 2007;1.9;5.0;21.6
5789;Totaal mannen en vrouwen;0;Marokko, 2e generatie;2;vrijdag 26 september 2008;2.1;5.0;23.1
5790;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 24 september 1999;0.0;;
5791;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 29 september 2000;0.0;;
5792;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 28 september 2001;0.0;;
5793;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 27 september 2002;0.0;;
5794;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 26 september 2003;0.0;;
5795;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 24 september 2004;0.0;;
5796;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 30 september 2005;0.0;;
5797;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 29 september 2006;0.0;;
5798;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 28 september 2007;0.0;;
5799;Totaal mannen en vrouwen;0;Marokko, 2e generatie;3;vrijdag 26 september 2008;0.0;;
5800;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 24 september 1999;1.1;7.0;10.5
5801;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 29 september 2000;1.1;6.0;13.1
5802;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 28 september 2001;1.2;6.0;14.5
5803;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 27 september 2002;1.1;5.0;15.9
5804;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 26 september 2003;1.1;5.0;16.5
5805;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 24 september 2004;1.2;5.0;17.6
5806;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 30 september 2005;1.2;5.0;18.8
5807;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 29 september 2006;1.2;4.0;20.4
5808;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 28 september 2007;1.3;4.0;21.7
5809;Totaal mannen en vrouwen;0;Marokko, 2e generatie;4;vrijdag 26 september 2008;1.4;4.0;23.5
5810;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 24 september 1999;0.1;0.0;11.5
5811;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 29 september 2000;0.1;0.0;12.4
5812;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 28 september 2001;0.1;1.0;11.8
5813;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 27 september 2002;0.1;1.0;12.9
5814;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 26 september 2003;0.1;1.0;12.6
5815;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 24 september 2004;0.2;1.0;13.1
5816;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 30 september 2005;0.1;1.0;14.2
5817;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 29 september 2006;0.2;1.0;14.4
5818;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 28 september 2007;0.2;0.0;14.9
5819;Totaal mannen en vrouwen;0;Marokko, 2e generatie;5;vrijdag 26 september 2008;0.2;0.0;16.2
5820;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 24 september 1999;1.0;7.0;10.5
5821;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 29 september 2000;1.0;6.0;13.2
5822;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 28 september 2001;1.1;5.0;14.8
5823;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 27 september 2002;1.0;5.0;16.3
5824;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 26 september 2003;1.0;4.0;17.0
5825;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 24 september 2004;1.0;4.0;18.3
5826;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 30 september 2005;1.0;4.0;19.4
5827;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 29 september 2006;1.0;3.0;21.4
5828;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 28 september 2007;1.1;3.0;22.6
5829;Totaal mannen en vrouwen;0;Marokko, 2e generatie;6;vrijdag 26 september 2008;1.3;3.0;24.5
5830;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 24 september 1999;0.0;;
5831;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 29 september 2000;0.0;;
5832;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 28 september 2001;0.0;;
5833;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 27 september 2002;0.0;;
5834;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 26 september 2003;0.0;;
5835;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 24 september 2004;0.0;;
5836;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 30 september 2005;0.0;;
5837;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 29 september 2006;0.0;;
5838;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 28 september 2007;0.1;0.0;25.0
5839;Totaal mannen en vrouwen;0;Marokko, 2e generatie;7;vrijdag 26 september 2008;0.1;0.0;27.9
5840;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 24 september 1999;0.3;2.0;12.3
5841;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 29 september 2000;0.4;2.0;14.1
5842;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 28 september 2001;0.4;2.0;15.1
5843;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 27 september 2002;0.4;2.0;16.8
5844;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 26 september 2003;0.4;2.0;18.2
5845;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 24 september 2004;0.3;2.0;18.8
5846;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 30 september 2005;0.4;1.0;19.7
5847;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 29 september 2006;0.4;1.0;21.2
5848;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 28 september 2007;0.5;1.0;20.9
5849;Totaal mannen en vrouwen;0;Marokko, 2e generatie;8;vrijdag 26 september 2008;0.6;2.0;21.5
5850;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 24 september 1999;11.9;79.0;6.0
5851;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 29 september 2000;14.2;79.0;7.0
5852;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 28 september 2001;15.7;77.0;8.2
5853;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 27 september 2002;16.4;75.0;8.7
5854;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 26 september 2003;16.5;74.0;9.5
5855;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 24 september 2004;17.0;74.0;9.8
5856;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 30 september 2005;18.9;74.0;10.2
5857;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 29 september 2006;22.1;74.0;11.2
5858;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 28 september 2007;25.7;74.0;12.0
5859;Totaal mannen en vrouwen;0;Marokko, 2e generatie;9;vrijdag 26 september 2008;28.1;73.0;12.6
5860;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 24 september 1999;4.3;29.0;5.0
5861;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 29 september 2000;5.3;30.0;5.5
5862;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 28 september 2001;5.8;29.0;6.7
5863;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 27 september 2002;5.9;27.0;6.9
5864;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 26 september 2003;5.9;27.0;7.7
5865;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 24 september 2004;5.9;26.0;8.1
5866;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 30 september 2005;6.3;25.0;8.2
5867;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 29 september 2006;6.9;23.0;8.7
5868;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 28 september 2007;8.0;23.0;9.0
5869;Totaal mannen en vrouwen;0;Marokko, 2e generatie;50-52 Handel en reparatie;vrijdag 26 september 2008;9.2;24.0;9.1
5870;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 24 september 1999;1.2;8.0;4.7
5871;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 29 september 2000;1.5;8.0;5.1
5872;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 28 september 2001;1.6;8.0;5.6
5873;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 27 september 2002;1.7;8.0;6.0
5874;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 26 september 2003;1.7;8.0;6.5
5875;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 24 september 2004;1.9;8.0;6.7
5876;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 30 september 2005;1.9;8.0;6.7
5877;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 29 september 2006;2.2;8.0;6.5
5878;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 28 september 2007;2.4;7.0;6.5
5879;Totaal mannen en vrouwen;0;Marokko, 2e generatie;55 Horeca;vrijdag 26 september 2008;2.6;7.0;6.7
5880;Totaal mannen en vrouwen;0;Marokko, 2e generatie;60-64 Vervoer, opslag en communicatie;vrijdag 24 september 1999;0.5;3.0;13.5
5881;Totaal mannen en vrouwen;0;Marokko, 2e generatie;60-64 Vervoer, opslag en communicatie;vrijdag 29 september 2000;0.7;4.0;14.3
