ID;SectorBranchesSIC2008;Periods;TurnoverIndicesOnlineSales_1;TurnoverYearOnYearChange_2
949;Retail sale of clothes and fashion items;2014 April;;
950;Retail sale of clothes and fashion items;2014 May;;
951;Retail sale of clothes and fashion items;2014 June;;
952;Retail sale of clothes and fashion items;2014 2nd quarter;;
953;Retail sale of clothes and fashion items;2014 July;;
954;Retail sale of clothes and fashion items;2014 August;;
955;Retail sale of clothes and fashion items;2014 September;;
956;Retail sale of clothes and fashion items;2014 3rd quarter;;
957;Retail sale of clothes and fashion items;2014 October;;
958;Retail sale of clothes and fashion items;2014 November;;
959;Retail sale of clothes and fashion items;2014 December;;
960;Retail sale of clothes and fashion items;2014 4th quarter;;
961;Retail sale of clothes and fashion items;2014;;
962;Retail sale of clothes and fashion items;2015 January;97.0;
963;Retail sale of clothes and fashion items;2015 February;73.8;
964;Retail sale of clothes and fashion items;2015 March;104.8;
965;Retail sale of clothes and fashion items;2015 1st quarter;91.9;
966;Retail sale of clothes and fashion items;2015 April;110.3;
967;Retail sale of clothes and fashion items;2015 May;96.6;
968;Retail sale of clothes and fashion items;2015 June;114.4;
969;Retail sale of clothes and fashion items;2015 2nd quarter;107.1;
970;Retail sale of clothes and fashion items;2015 July;85.5;
971;Retail sale of clothes and fashion items;2015 August;83.3;
972;Retail sale of clothes and fashion items;2015 September;109.9;
973;Retail sale of clothes and fashion items;2015 3rd quarter;92.9;
974;Retail sale of clothes and fashion items;2015 October;108.0;
975;Retail sale of clothes and fashion items;2015 November;106.8;
976;Retail sale of clothes and fashion items;2015 December;109.7;
977;Retail sale of clothes and fashion items;2015 4th quarter;108.1;
978;Retail sale of clothes and fashion items;2015;100.0;
979;Retail sale of clothes and fashion items;2016 January;103.9;7.1
980;Retail sale of clothes and fashion items;2016 February;87.7;18.9
981;Retail sale of clothes and fashion items;2016 March;106.9;2.0
982;Retail sale of clothes and fashion items;2016 1st quarter;99.5;8.3
983;Retail sale of clothes and fashion items;2016 April;115.2;4.5
984;Retail sale of clothes and fashion items;2016 May;126.0;30.5
985;Retail sale of clothes and fashion items;2016 June;116.4;1.7
986;Retail sale of clothes and fashion items;2016 2nd quarter;119.2;11.3
987;Retail sale of clothes and fashion items;2016 July;100.1;17.1
988;Retail sale of clothes and fashion items;2016 August;91.1;9.4
989;Retail sale of clothes and fashion items;2016 September;119.0;8.3
990;Retail sale of clothes and fashion items;2016 3rd quarter;103.4;11.3
991;Retail sale of clothes and fashion items;2016 October;146.5;35.7
992;Retail sale of clothes and fashion items;2016 November;135.3;26.7
993;Retail sale of clothes and fashion items;2016 December;129.9;18.4
994;Retail sale of clothes and fashion items;2016 4th quarter;137.2;26.9
995;Retail sale of clothes and fashion items;2016;114.8;14.8
996;Retail sale of clothes and fashion items;2017 January;111.0;6.8
997;Retail sale of clothes and fashion items;2017 February;92.1;5.0
998;Retail sale of clothes and fashion items;2017 March;114.0;6.7
999;Retail sale of clothes and fashion items;2017 1st quarter;105.7;6.2
1000;Retail sale of clothes and fashion items;2017 April;127.9;11.0
1001;Retail sale of clothes and fashion items;2017 May;144.1;14.4
1002;Retail sale of clothes and fashion items;2017 June;138.6;19.1
1003;Retail sale of clothes and fashion items;2017 2nd quarter;136.9;14.8
1004;Retail sale of clothes and fashion items;2017 July;104.6;4.5
1005;Retail sale of clothes and fashion items;2017 August;104.7;14.9
1006;Retail sale of clothes and fashion items;2017 September;141.5;18.9
1007;Retail sale of clothes and fashion items;2017 3rd quarter;117.0;13.1
1008;Retail sale of clothes and fashion items;2017 October;127.7;-12.8
1009;Retail sale of clothes and fashion items;2017 November;147.3;8.9
1010;Retail sale of clothes and fashion items;2017 December;169.5;30.5
1011;Retail sale of clothes and fashion items;2017 4th quarter;148.2;8.0
1012;Retail sale of clothes and fashion items;2017;126.9;10.5
1013;Retail sale of clothes and fashion items;2018 January;130.2;17.3
1014;Retail sale of clothes and fashion items;2018 February;104.8;13.8
1015;Retail sale of clothes and fashion items;2018 March;134.5;17.9
1016;Retail sale of clothes and fashion items;2018 1st quarter;123.1;16.5
1017;Retail sale of clothes and fashion items;2018 April;164.0;28.2
1018;Retail sale of clothes and fashion items;2018 May;142.6;-1.0
1019;Retail sale of clothes and fashion items;2018 June;161.7;16.6
1020;Retail sale of clothes and fashion items;2018 2nd quarter;156.1;14.0
1021;Retail sale of clothes and fashion items;2018 July;140.1;33.9
1022;Retail sale of clothes and fashion items;2018 August;126.4;20.7
1023;Retail sale of clothes and fashion items;2018 September;156.2;10.4
1024;Retail sale of clothes and fashion items;2018 3rd quarter;140.9;20.5
1025;Retail sale of clothes and fashion items;2018 October;161.4;26.4
1026;Retail sale of clothes and fashion items;2018 November;188.0;27.6
1027;Retail sale of clothes and fashion items;2018 December;177.2;4.5
1028;Retail sale of clothes and fashion items;2018 4th quarter;175.5;18.5
1029;Retail sale of clothes and fashion items;2018;148.9;17.3
1030;Retail sale of clothes and fashion items;2019 January;151.5;16.4
1031;Retail sale of clothes and fashion items;2019 February;115.8;10.6
1032;Retail sale of clothes and fashion items;2019 March;145.8;8.4
1033;Retail sale of clothes and fashion items;2019 1st quarter;137.7;11.8
1034;Retail sale of clothes and fashion items;2019 April;163.2;-0.5
1035;Retail sale of clothes and fashion items;2019 May;154.5;8.3
1036;Retail sale of clothes and fashion items;2019 June;190.6;17.9
1037;Retail sale of clothes and fashion items;2019 2nd quarter;169.4;8.6
1038;Retail sale of clothes and fashion items;2019 July;142.1;1.4
1039;Retail sale of clothes and fashion items;2019 August;133.0;5.2
1040;Retail sale of clothes and fashion items;2019 September;200.4;28.3
1041;Retail sale of clothes and fashion items;2019 3rd quarter;158.5;12.5
1042;Retail sale of clothes and fashion items;2019 October;165.3;2.4
1043;Retail sale of clothes and fashion items;2019 November;183.7;-2.3
1044;Retail sale of clothes and fashion items;2019 December;222.4;25.5
1045;Retail sale of clothes and fashion items;2019 4th quarter;190.5;8.5
1046;Retail sale of clothes and fashion items;2019;164.0;10.1
1047;Retail sale of clothes and fashion items;2020 January;164.1;8.3
1048;Retail sale of clothes and fashion items;2020 February;125.6;8.4
1049;Retail sale of clothes and fashion items;2020 March;158.3;8.6
1050;Retail sale of clothes and fashion items;2020 1st quarter;149.3;8.4
1051;Retail sale of clothes and fashion items;2020 April;293.0;79.5
1052;Retail sale of clothes and fashion items;2020 May;236.0;52.8
1053;Retail sale of clothes and fashion items;2020 June ;242.6;27.3
1054;Retail sale of clothes and fashion items;2020 2nd quarter;257.2;51.8
1055;Retail sale of clothes and fashion items;2020 July;192.8;35.7
1056;Retail sale of clothes and fashion items;2020 August;188.1;41.4
1057;Retail sale of clothes and fashion items;2020 September;236.1;17.8
1058;Retail sale of clothes and fashion items;2020 3rd quarter;205.6;29.8
1059;Retail sale of clothes and fashion items;2020 October;223.3;35.1
1060;Retail sale of clothes and fashion items;2020 November;287.7;56.6
1061;Retail sale of clothes and fashion items;2020 December;340.3;53.0
1062;Retail sale of clothes and fashion items;2020 4th quarter;283.8;49.0
1063;Retail sale of clothes and fashion items;2020;224.0;36.6
1064;Retail sale of clothes and fashion items;2021 January;337.8;105.9
1065;Retail sale of clothes and fashion items;2021 February;354.0;181.9
1066;Retail sale of clothes and fashion items;2021 March;349.1;120.6
1067;Retail sale of clothes and fashion items;2021 1st quarter;347.0;132.4
1068;Retail sale of clothes and fashion items;2021 April;300.6;2.6
1069;Retail sale of clothes and fashion items;2021 May;267.8;13.5
1070;Retail sale of clothes and fashion items;2021 June;310.1;27.8
1071;Retail sale of clothes and fashion items;2021 2nd quarter;292.8;13.9
1072;Retail sale of clothes and fashion items;2021 July;211.0;9.5
1073;Retail sale of clothes and fashion items;2021 August;223.1;18.6
1074;Retail sale of clothes and fashion items;2021 September;274.2;16.2
1075;Retail sale of clothes and fashion items;2021 3rd quarter;236.1;14.8
1076;Retail sale of clothes and fashion items;2021 October;278.4;24.7
1077;Retail sale of clothes and fashion items;2021 November;297.9;3.6
1078;Retail sale of clothes and fashion items;2021 December;372.0;9.3
1079;Retail sale of clothes and fashion items;2021 4th quarter;316.1;11.4
1080;Retail sale of clothes and fashion items;2021;298.0;33.1
1081;Retail sale of clothes and fashion items;2022 January;283.5;-16.1
1082;Retail sale of clothes and fashion items;2022 February;200.0;-43.5
1083;Retail sale of clothes and fashion items;2022 March;274.7;-21.3
1084;Retail sale of clothes and fashion items;2022 1st quarter;252.7;-27.2
1085;Retail sale of clothes and fashion items;2022 April;274.8;-8.6
1086;Retail sale of clothes and fashion items;2022 May;309.3;15.5
1087;Retail sale of clothes and fashion items;2022 June;295.0;-4.9
1088;Retail sale of clothes and fashion items;2022 2nd quarter;293.1;0.1
1089;Retail sale of clothes and fashion items;2022 July;265.7;25.9
1090;Retail sale of clothes and fashion items;2022 August;221.6;-0.7
1091;Retail sale of clothes and fashion items;2022 September;299.6;9.3
1092;Retail sale of clothes and fashion items;2022 3rd quarter;262.3;11.1
1093;Retail sale of clothes and fashion items;2022 October;294.6;5.8
1094;Retail sale of clothes and fashion items;2022 November;361.3;21.3
1095;Retail sale of clothes and fashion items;2022 December;328.7;-11.6
1096;Retail sale of clothes and fashion items;2022 4th quarter;328.2;3.8
1097;Retail sale of clothes and fashion items;2022;284.1;-4.7
1098;Retail sale of clothes and fashion items;2023 January;250.0;-11.8
1099;Retail sale of clothes and fashion items;2023 February;203.1;1.5
1100;Retail sale of clothes and fashion items;2023 March;253.3;-7.8
1101;Retail sale of clothes and fashion items;2023 1st quarter;235.4;-6.8
1102;Retail sale of clothes and fashion items;2023 April;264.3;-3.8
1103;Retail sale of clothes and fashion items;2023 May;292.3;-5.5
1104;Retail sale of clothes and fashion items;2023 June;310.5;5.3
1105;Retail sale of clothes and fashion items;2023 2nd quarter;289.0;-1.4
1106;Retail sale of clothes and fashion items;2023 July;227.4;-14.4
1107;Retail sale of clothes and fashion items;2023 August;223.6;0.9
1108;Retail sale of clothes and fashion items;2023 September;235.8;-21.3
1109;Retail sale of clothes and fashion items;2023 3rd quarter;229.0;-12.7
1110;Retail sale of clothes and fashion items;2023 October;293.0;-0.5
1111;Retail sale of clothes and fashion items;2023 November;316.7;-12.3
1112;Retail sale of clothes and fashion items;2023 December;281.0;-14.5
1113;Retail sale of clothes and fashion items;2023 4th quarter;296.9;-9.5
1114;Retail sale of clothes and fashion items;2023;262.6;-7.6
1115;Retail sale of clothes and fashion items;2024 January;254.9;2.0
1116;Retail sale of clothes and fashion items;2024 February;183.7;-9.6
1117;Retail sale of clothes and fashion items;2024 March;241.1;-4.8
1118;Retail sale of clothes and fashion items;2024 1st quarter;226.6;-3.8
1119;Retail sale of clothes and fashion items;2024 April;272.7;3.2
1120;Retail sale of clothes and fashion items;2024 May;271.8;-7.0
1121;Retail sale of clothes and fashion items;2024 June;262.4;-15.5
1122;Retail sale of clothes and fashion items;2024 2th quarter;269.0;-6.9
1123;Retail sale of clothes and fashion items;2024 July;244.3;7.4
1124;Retail sale of clothes and fashion items;2024 August;213.7;-4.4
1125;Retail sale of clothes and fashion items;2024 September;277.1;17.5
1126;Retail sale of clothes and fashion items;2024 3th quarter;245.0;7.0
1127;Retail sale of clothes and fashion items;2024 October;282.4;-3.6
1128;Retail sale of clothes and fashion items;2024 November;302.7;-4.4
1129;Retail sale of clothes and fashion items;2024 December;300.7;7.0
1130;Retail sale of clothes and fashion items;2024 4th quarter;295.3;-0.5
1131;Retail sale of clothes and fashion items;2024;259.0;-1.4
1132;Retail sale of clothes and fashion items;2025 January;248.1;-2.7
1133;Retail sale of clothes and fashion items;2025 February;173.3;-5.6
1134;Retail sale of other non-food;2014 January;;
1135;Retail sale of other non-food;2014 February;;
1136;Retail sale of other non-food;2014 March;;
1137;Retail sale of other non-food;2014 1st quarter;;
1138;Retail sale of other non-food;2014 April;;
1139;Retail sale of other non-food;2014 May;;
1140;Retail sale of other non-food;2014 June;;
1141;Retail sale of other non-food;2014 2nd quarter;;
1142;Retail sale of other non-food;2014 July;;
1143;Retail sale of other non-food;2014 August;;
1144;Retail sale of other non-food;2014 September;;
1145;Retail sale of other non-food;2014 3rd quarter;;
1146;Retail sale of other non-food;2014 October;;
1147;Retail sale of other non-food;2014 November;;
1148;Retail sale of other non-food;2014 December;;
1149;Retail sale of other non-food;2014 4th quarter;;
1150;Retail sale of other non-food;2014;;
1151;Retail sale of other non-food;2015 January;86.0;
1152;Retail sale of other non-food;2015 February;76.6;
1153;Retail sale of other non-food;2015 March;87.8;
1154;Retail sale of other non-food;2015 1st quarter;83.4;
1155;Retail sale of other non-food;2015 April;90.0;
1156;Retail sale of other non-food;2015 May;90.0;
1157;Retail sale of other non-food;2015 June;102.6;
1158;Retail sale of other non-food;2015 2nd quarter;94.2;
1159;Retail sale of other non-food;2015 July;99.9;
1160;Retail sale of other non-food;2015 August;92.4;
1161;Retail sale of other non-food;2015 September;101.8;
1162;Retail sale of other non-food;2015 3rd quarter;98.0;
1163;Retail sale of other non-food;2015 October;103.2;
1164;Retail sale of other non-food;2015 November;121.7;
1165;Retail sale of other non-food;2015 December;148.1;
1166;Retail sale of other non-food;2015 4th quarter;124.3;
1167;Retail sale of other non-food;2015;100.0;
1168;Retail sale of other non-food;2016 January;106.6;24.0
1169;Retail sale of other non-food;2016 February;92.8;21.2
1170;Retail sale of other non-food;2016 March;106.4;21.2
1171;Retail sale of other non-food;2016 1st quarter;101.9;22.2
1172;Retail sale of other non-food;2016 April;107.0;18.8
1173;Retail sale of other non-food;2016 May;111.1;23.4
1174;Retail sale of other non-food;2016 June;124.4;21.3
1175;Retail sale of other non-food;2016 2nd quarter;114.1;21.2
1176;Retail sale of other non-food;2016 July;113.5;13.6
1177;Retail sale of other non-food;2016 August;111.7;20.9
1178;Retail sale of other non-food;2016 September;112.2;10.2
1179;Retail sale of other non-food;2016 3rd quarter;112.5;14.7
1180;Retail sale of other non-food;2016 October;119.2;15.5
1181;Retail sale of other non-food;2016 November;153.2;25.9
1182;Retail sale of other non-food;2016 December;165.7;11.9
1183;Retail sale of other non-food;2016 4th quarter;146.1;17.5
1184;Retail sale of other non-food;2016;118.7;18.7
1185;Retail sale of other non-food;2017 January;125.8;18.0
1186;Retail sale of other non-food;2017 February;111.9;20.6
1187;Retail sale of other non-food;2017 March;121.3;14.0
1188;Retail sale of other non-food;2017 1st quarter;119.7;17.4
1189;Retail sale of other non-food;2017 April;125.0;16.9
1190;Retail sale of other non-food;2017 May;138.0;24.2
1191;Retail sale of other non-food;2017 June;145.1;16.6
1192;Retail sale of other non-food;2017 2nd quarter;136.0;19.2
1193;Retail sale of other non-food;2017 July;136.7;20.5
1194;Retail sale of other non-food;2017 August;126.3;13.1
1195;Retail sale of other non-food;2017 September;139.8;24.6
1196;Retail sale of other non-food;2017 3rd quarter;134.3;19.4
1197;Retail sale of other non-food;2017 October;142.4;19.5
1198;Retail sale of other non-food;2017 November;185.7;21.2
1199;Retail sale of other non-food;2017 December;199.0;20.1
1200;Retail sale of other non-food;2017 4th quarter;175.7;20.3
1201;Retail sale of other non-food;2017;141.4;19.2
1202;Retail sale of other non-food;2018 January;151.2;20.2
1203;Retail sale of other non-food;2018 February;126.2;12.8
1204;Retail sale of other non-food;2018 March;144.6;19.2
1205;Retail sale of other non-food;2018 1st quarter;140.7;17.5
1206;Retail sale of other non-food;2018 April;148.1;18.4
1207;Retail sale of other non-food;2018 May;155.1;12.4
1208;Retail sale of other non-food;2018 June;165.6;14.1
1209;Retail sale of other non-food;2018 2nd quarter;156.3;14.9
1210;Retail sale of other non-food;2018 July;162.1;18.5
1211;Retail sale of other non-food;2018 August;149.0;17.9
1212;Retail sale of other non-food;2018 September;154.9;10.8
1213;Retail sale of other non-food;2018 3rd quarter;155.3;15.7
1214;Retail sale of other non-food;2018 October;163.8;15.0
1215;Retail sale of other non-food;2018 November;210.6;13.5
1216;Retail sale of other non-food;2018 December;212.1;6.6
1217;Retail sale of other non-food;2018 4th quarter;195.5;11.3
1218;Retail sale of other non-food;2018;161.9;14.5
1219;Retail sale of other non-food;2019 January;172.8;14.3
1220;Retail sale of other non-food;2019 February;145.8;15.5
1221;Retail sale of other non-food;2019 March;164.6;13.8
1222;Retail sale of other non-food;2019 1st quarter;161.1;14.5
1223;Retail sale of other non-food;2019 April;173.1;16.9
1224;Retail sale of other non-food;2019 May;188.5;21.5
1225;Retail sale of other non-food;2019 June;189.9;14.7
1226;Retail sale of other non-food;2019 2nd quarter;183.8;17.7
1227;Retail sale of other non-food;2019 July;188.4;16.3
1228;Retail sale of other non-food;2019 August;169.6;13.9
1229;Retail sale of other non-food;2019 September;181.1;17.0
1230;Retail sale of other non-food;2019 3rd quarter;179.7;15.7
1231;Retail sale of other non-food;2019 October;179.4;9.6
1232;Retail sale of other non-food;2019 November;224.8;6.7
1233;Retail sale of other non-food;2019 December;256.8;21.0
1234;Retail sale of other non-food;2019 4th quarter;220.3;12.7
1235;Retail sale of other non-food;2019;186.2;15.0
1236;Retail sale of other non-food;2020 January;190.8;10.4
1237;Retail sale of other non-food;2020 February;173.3;18.9
1238;Retail sale of other non-food;2020 March;230.0;39.8
1239;Retail sale of other non-food;2020 1st quarter;198.0;23.0
1240;Retail sale of other non-food;2020 April;295.6;70.7
1241;Retail sale of other non-food;2020 May;282.4;49.9
1242;Retail sale of other non-food;2020 June ;276.9;45.9
1243;Retail sale of other non-food;2020 2nd quarter;285.0;55.0
1244;Retail sale of other non-food;2020 July;254.5;35.0
1245;Retail sale of other non-food;2020 August;238.0;40.3
1246;Retail sale of other non-food;2020 September;246.5;36.1
1247;Retail sale of other non-food;2020 3rd quarter;246.3;37.1
1248;Retail sale of other non-food;2020 October;279.6;55.9
1249;Retail sale of other non-food;2020 November;349.6;55.5
1250;Retail sale of other non-food;2020 December;404.3;57.5
1251;Retail sale of other non-food;2020 4th quarter;344.5;56.4
1252;Retail sale of other non-food;2020;268.5;44.2
1253;Retail sale of other non-food;2021 January;378.1;98.2
1254;Retail sale of other non-food;2021 February;348.6;101.1
1255;Retail sale of other non-food;2021 March;387.7;68.6
1256;Retail sale of other non-food;2021 1st quarter;371.5;87.6
1257;Retail sale of other non-food;2021 April;356.5;20.6
1258;Retail sale of other non-food;2021 May;331.9;17.5
1259;Retail sale of other non-food;2021 June;321.1;16.0
1260;Retail sale of other non-food;2021 2nd quarter;336.5;18.1
1261;Retail sale of other non-food;2021 July;283.9;11.6
1262;Retail sale of other non-food;2021 August;267.3;12.3
1263;Retail sale of other non-food;2021 September;273.8;11.1
1264;Retail sale of other non-food;2021 3rd quarter;275.0;11.6
1265;Retail sale of other non-food;2021 October;286.3;2.4
1266;Retail sale of other non-food;2021 November;375.8;7.5
1267;Retail sale of other non-food;2021 December;425.9;5.3
1268;Retail sale of other non-food;2021 4th quarter;362.7;5.3
1269;Retail sale of other non-food;2021;336.4;25.3
1270;Retail sale of other non-food;2022 January;346.9;-8.3
1271;Retail sale of other non-food;2022 February;240.7;-30.9
1272;Retail sale of other non-food;2022 March;275.7;-28.9
1273;Retail sale of other non-food;2022 1st quarter;287.8;-22.5
1274;Retail sale of other non-food;2022 April;270.2;-24.2
1275;Retail sale of other non-food;2022 May;311.6;-6.1
1276;Retail sale of other non-food;2022 June;301.8;-6.0
1277;Retail sale of other non-food;2022 2nd quarter;294.5;-12.5
1278;Retail sale of other non-food;2022 July;296.6;4.5
1279;Retail sale of other non-food;2022 August;272.4;1.9
1280;Retail sale of other non-food;2022 September;287.0;4.8
1281;Retail sale of other non-food;2022 3rd quarter;285.3;3.8
1282;Retail sale of other non-food;2022 October;293.4;2.5
1283;Retail sale of other non-food;2022 November;388.5;3.4
1284;Retail sale of other non-food;2022 December;361.3;-15.2
1285;Retail sale of other non-food;2022 4th quarter;347.7;-4.1
1286;Retail sale of other non-food;2022;303.9;-9.7
1287;Retail sale of other non-food;2023 January;300.3;-13.4
1288;Retail sale of other non-food;2023 February;251.9;4.7
1289;Retail sale of other non-food;2023 March;295.0;7.0
1290;Retail sale of other non-food;2023 1st quarter;282.4;-1.9
1291;Retail sale of other non-food;2023 April;283.9;5.1
1292;Retail sale of other non-food;2023 May;319.6;2.6
1293;Retail sale of other non-food;2023 June;304.2;0.8
1294;Retail sale of other non-food;2023 2nd quarter;302.6;2.7
1295;Retail sale of other non-food;2023 July;297.4;0.3
1296;Retail sale of other non-food;2023 August;270.4;-0.7
1297;Retail sale of other non-food;2023 September;284.2;-1.0
1298;Retail sale of other non-food;2023 3rd quarter;284.0;-0.5
1299;Retail sale of other non-food;2023 October;305.8;4.2
1300;Retail sale of other non-food;2023 November;389.8;0.3
1301;Retail sale of other non-food;2023 December;364.9;1.0
1302;Retail sale of other non-food;2023 4th quarter;353.5;1.7
1303;Retail sale of other non-food;2023;305.6;0.6
1304;Retail sale of other non-food;2024 January;303.9;1.2
1305;Retail sale of other non-food;2024 February;272.7;8.2
1306;Retail sale of other non-food;2024 March;307.7;4.3
1307;Retail sale of other non-food;2024 1st quarter;294.8;4.4
1308;Retail sale of other non-food;2024 April;303.1;6.8
1309;Retail sale of other non-food;2024 May;329.8;3.2
1310;Retail sale of other non-food;2024 June;323.2;6.2
1311;Retail sale of other non-food;2024 2th quarter;318.7;5.3
1312;Retail sale of other non-food;2024 July;317.7;6.9
1313;Retail sale of other non-food;2024 August;290.9;7.6
1314;Retail sale of other non-food;2024 September;304.3;7.1
1315;Retail sale of other non-food;2024 3th quarter;304.3;7.2
1316;Retail sale of other non-food;2024 October;319.6;4.5
1317;Retail sale of other non-food;2024 November;384.2;-1.4
1318;Retail sale of other non-food;2024 December;408.3;11.9
1319;Retail sale of other non-food;2024 4th quarter;370.7;4.9
1320;Retail sale of other non-food;2024;322.1;5.4
1321;Retail sale of other non-food;2025 January;315.2;3.7
1322;Retail sale of other non-food;2025 February;274.8;0.8
