ID;Persoonskenmerken;Cijfersoort;Perioden;PersonenMetMinimaal1Contact_1;GemiddeldAantalContactenBevolking_2;GemiddeldAantalContactenPatient_3;BijDeArts_4;ThuisBijPatient_5;Telefonisch_6;Overig_7;EigenInitiatief_8;InitiatiefVanDeHuisarts_9;HerhalingsconsultOfOproep_10;Doorverwijzing_11;TevredenheidMetDeHuisarts_12;PersonenMetMinimaal1Contact_13;GemiddeldAantalContactenBevolking_14;GemiddeldAantalContactenPatient_15;InPolikliniekVanEenZiekenhuis_16;Telefonisch_17;Anders_18;EersteContact_19;Herhalingsbezoek_20;EigenInitiatief_21;DoorverwijzingHuisarts_22;OproepVanSpecialist_23;Anders_24;TevredenheidMetDeSpecialist_25;PersonenMetMinimaal1Contact_26;GemiddeldAantalContactenBevolking_27;GemiddeldAantalContactenPatient_28;VanwegeAcutePijn_29;PeriodiekeControle_30;Behandeling_31;Controle_32;VerwijderenTandsteen_33;Fluorbehandeling_34;VullenVanTandOfKies_35;TrekkenVanTandOfKies_36;MakenVanKroonOfBrug_37;Wortelkanaalbehandeling_38;RechtzettenVanTanden_39;OverigeBehandelingen_40;TevredenheidMetDeTandarts_41;PersonenMetMinimaal1Contact_42;GemiddeldAantalContactenBevolking_43;GemiddeldAantalContactenPatient_44;TevredenheidMetDeFysiotherapeut_45;OnderBehandelingAlternatieveGenezer_46;PersonenMetOvernachtingEn_47;k_1Tot8Nachten_48;k_8Tot15Nachten_49;k_15Tot22Nachten_50;k_22NachtenOfMeer_51;AantalOpnamenPer100Personen_52;AantalOpnamenPer100Patienten_53;PersonenMetDagopname_54;AantalDagopnamenPer100Personen_55;AantalDagopnamenPer100Patienten_56;TevredenheidMetHetZiekenhuis_57;GebruikVoorgeschrevenIn2Weken_58;GebruikNietVoorgeschrevenIn2Weken_59
99;Leeftijd: 65 tot 75 jaar;Percentages/aantallen;2013;79.2;5.3;6.6;81.3;4.2;11.3;3.2;68.6;11.9;17.2;2.3;8.0;56.8;3.8;6.6;91.2;3.6;5.2;21.3;78.7;21.5;52.3;8.2;16.5;8.1;65.9;2.2;3.4;7.9;57.1;35.0;39.8;23.9;1.8;10.3;2.7;4.0;2.6;0.0;15.0;8.0;28.6;5.9;20.6;8.0;5.7;13.4;79.1;11.8;5.7;3.4;19.2;143.0;10.3;19.7;190.8;7.9;67.6;29.3
100;Leeftijd: 65 tot 75 jaar;Standaardfout;2010;1.1;0.4;0.5;1.9;0.9;1.5;1.0;2.1;1.4;1.7;0.6;0.0;1.3;0.3;0.6;;;;2.5;2.5;3.7;5.2;4.7;3.6;0.0;1.3;0.2;0.3;1.8;3.8;3.7;2.8;2.5;0.5;1.6;0.9;1.4;1.0;0.0;1.9;0.0;1.2;0.5;1.5;0.1;0.5;0.9;2.9;2.7;1.2;0.9;1.4;5.3;0.8;3.5;28.3;0.1;1.3;1.3
101;Leeftijd: 65 tot 75 jaar;Standaardfout;2011;1.1;0.4;0.5;1.7;0.9;1.3;0.8;2.2;1.3;2.0;0.6;0.0;1.4;0.3;0.5;1.8;0.9;1.6;2.6;2.6;4.5;5.2;3.7;3.6;0.0;1.3;0.2;0.4;2.0;3.8;3.8;2.9;2.3;0.8;2.1;1.1;1.3;0.9;0.0;2.3;0.0;1.3;0.5;1.4;0.1;0.7;0.9;3.2;2.7;1.6;1.5;1.4;6.5;0.9;2.8;21.0;0.1;1.3;1.3
102;Leeftijd: 65 tot 75 jaar;Standaardfout;2012;1.1;0.4;0.4;1.7;0.8;1.3;0.9;2.0;1.3;1.7;0.4;0.0;1.4;0.3;0.5;1.8;1.0;1.6;2.5;2.5;4.8;5.2;3.3;3.1;0.0;1.3;0.2;0.3;1.6;3.7;3.6;2.9;2.4;0.7;1.7;0.9;1.4;0.8;;2.2;0.0;1.2;0.5;1.6;0.1;0.6;0.9;2.6;2.2;0.9;1.3;1.5;6.0;0.9;2.8;19.1;0.1;1.3;1.2
103;Leeftijd: 65 tot 75 jaar;Standaardfout;2013;1.1;0.4;0.5;1.8;0.9;1.5;0.8;2.2;1.5;1.8;0.7;0.0;1.4;0.3;0.5;1.6;1.1;1.3;2.4;2.4;5.2;6.3;3.5;4.7;0.0;1.3;0.2;0.3;1.9;3.4;3.3;2.6;2.3;0.7;1.6;0.9;1.0;0.9;;1.9;0.0;1.2;0.5;1.4;0.1;0.6;0.9;2.7;2.1;1.5;1.2;1.6;6.1;0.8;2.8;22.1;0.1;1.3;1.3
104;Leeftijd: 75 jaar of ouder;Percentages/aantallen;2010;84.0;7.7;9.2;60.3;25.7;10.7;3.1;64.1;14.7;19.5;1.5;8.0;64.2;4.7;7.3;;;;35.7;64.3;18.2;55.6;14.4;11.9;8.0;42.9;1.6;3.8;4.6;43.5;51.8;35.9;20.0;1.4;6.9;6.2;4.4;0.6;0.0;24.5;8.0;30.0;8.4;28.3;8.0;3.4;16.9;63.0;20.8;6.0;10.2;22.5;133.3;11.7;25.0;213.7;7.8;78.9;35.1
105;Leeftijd: 75 jaar of ouder;Percentages/aantallen;2011;86.2;7.7;8.9;69.2;19.8;7.5;3.5;69.8;10.2;16.9;3.1;8.0;64.7;3.6;5.6;92.5;1.5;5.6;32.1;67.9;16.9;53.0;21.9;8.1;8.0;42.5;1.6;3.7;8.0;53.0;39.0;38.2;22.6;1.3;12.3;1.7;6.7;2.5;0.0;14.7;8.1;27.8;6.6;24.3;8.1;2.9;16.5;83.4;13.8;1.6;1.3;21.5;130.5;11.4;25.2;220.1;7.7;81.9;33.9
106;Leeftijd: 75 jaar of ouder;Percentages/aantallen;2012;83.6;7.1;8.5;65.4;18.5;11.7;4.5;65.9;15.4;16.7;2.0;8.1;61.6;3.3;5.4;90.9;0.9;8.3;27.8;72.2;22.2;42.7;19.1;16.0;8.1;44.7;1.8;3.9;9.5;54.3;36.1;40.7;24.8;0.0;11.5;5.3;1.0;4.0;0.0;12.8;8.1;26.5;6.1;23.2;8.0;3.5;16.4;77.2;15.5;2.4;4.9;21.6;131.7;10.0;19.2;194.9;7.8;81.2;32.4
107;Leeftijd: 75 jaar of ouder;Percentages/aantallen;2013;83.5;7.3;8.7;67.7;18.1;11.0;3.1;64.8;13.2;19.0;3.1;8.1;62.1;3.1;5.1;91.6;2.6;5.8;26.6;73.4;13.1;65.3;15.2;6.4;8.1;47.1;1.5;3.2;1.9;47.2;50.9;39.9;20.1;1.2;11.1;4.2;5.5;1.1;0.0;17.0;8.0;29.7;6.9;23.6;8.1;2.8;17.3;79.7;15.0;2.6;2.6;23.1;133.6;9.5;21.9;229.8;7.8;81.2;32.7
108;Leeftijd: 75 jaar of ouder;Standaardfout;2010;1.1;0.5;0.6;2.2;2.0;1.4;0.8;2.1;1.6;1.8;0.5;0.0;1.5;0.5;0.8;;;;2.9;2.9;3.9;5.0;3.5;3.3;0.0;1.5;0.2;0.5;2.0;4.8;4.8;3.7;3.1;0.9;2.0;1.9;1.6;0.6;0.0;3.3;0.1;1.4;0.8;2.2;0.1;0.6;1.2;3.2;2.7;1.6;2.0;1.8;5.0;1.0;4.1;29.9;0.1;1.3;1.5
109;Leeftijd: 75 jaar of ouder;Standaardfout;2011;1.1;0.6;0.6;2.2;1.9;1.3;0.9;2.2;1.5;1.8;0.8;0.0;1.6;0.3;0.5;1.7;0.8;1.5;3.1;3.1;4.4;5.8;4.8;3.2;0.0;1.6;0.3;0.6;2.8;5.2;5.1;3.8;3.3;0.9;2.6;1.0;2.0;1.2;0.0;2.8;0.1;1.5;0.6;1.7;0.1;0.5;1.2;2.7;2.5;0.9;0.8;1.8;5.5;1.0;8.5;72.1;0.1;1.3;1.6
110;Leeftijd: 75 jaar of ouder;Standaardfout;2012;1.2;0.5;0.6;2.3;1.9;1.6;1.0;2.3;1.8;1.8;0.7;0.0;1.6;0.4;0.6;2.0;0.6;1.9;3.1;3.1;5.5;6.5;5.2;4.8;0.1;1.6;0.3;0.6;3.0;5.1;4.9;3.9;3.4;;2.5;1.8;0.8;1.5;;2.6;0.1;1.4;0.6;1.8;0.1;0.6;1.2;3.1;2.7;1.1;1.6;1.8;5.6;1.0;4.5;42.0;0.1;1.3;1.5
111;Leeftijd: 75 jaar of ouder;Standaardfout;2013;1.2;0.6;0.7;2.4;1.9;1.6;0.9;2.4;1.7;2.0;0.9;0.0;1.6;0.3;0.5;1.9;1.1;1.6;3.1;3.1;4.6;6.4;4.8;3.3;0.0;1.6;0.2;0.5;1.4;5.1;5.1;3.9;3.2;0.9;2.5;1.6;1.8;0.8;;3.0;0.1;1.5;0.8;2.3;0.1;0.5;1.2;2.9;2.5;1.1;1.1;1.9;5.8;1.0;5.6;53.9;0.1;1.3;1.5
112;"Alleenstaande; tot 40 jaar";Percentages/aantallen;2010;70.0;3.6;5.1;63.2;0.6;27.6;8.7;80.6;8.8;7.0;3.6;7.4;31.4;1.9;6.0;;;;36.6;63.4;;;;;7.4;76.3;1.9;2.5;7.7;48.7;43.6;38.4;21.2;1.3;19.0;4.1;0.7;6.8;0.0;8.5;7.7;20.8;3.7;18.0;7.8;7.8;4.2;;;;;4.8;;6.0;9.1;;7.1;28.3;39.3
113;"Alleenstaande; tot 40 jaar";Percentages/aantallen;2011;66.7;3.2;4.8;69.4;0.0;22.3;8.3;83.5;5.1;8.8;2.6;7.4;32.4;1.5;4.8;56.9;14.8;28.3;37.4;62.6;;;;;7.5;75.4;2.2;2.9;7.1;67.7;25.2;41.8;29.5;1.4;11.4;0.6;2.1;1.2;0.0;12.1;7.7;19.7;2.7;13.9;7.5;7.9;3.9;;;;;4.8;123.8;6.1;8.4;137.8;7.3;27.1;40.2
114;"Alleenstaande; tot 40 jaar";Percentages/aantallen;2012;71.0;3.7;5.2;72.2;0.0;21.9;5.9;79.4;4.7;13.0;2.9;7.4;29.0;1.9;6.4;61.0;8.7;30.3;41.2;58.8;;;;;7.7;81.8;1.3;1.6;4.3;55.6;40.1;38.1;25.8;5.0;16.0;2.3;2.3;0.8;2.0;7.8;7.6;20.1;3.3;16.3;7.6;6.4;5.1;;;;;6.6;;5.5;9.1;;7.6;24.5;34.8
115;"Alleenstaande; tot 40 jaar";Percentages/aantallen;2013;67.4;2.9;4.3;72.8;0.0;20.7;6.5;85.9;8.6;4.4;1.0;7.6;26.8;1.6;5.9;63.5;15.5;21.0;39.4;60.6;;;;;7.5;76.3;2.1;2.7;6.6;56.3;37.1;38.4;24.0;4.1;15.2;3.5;1.3;3.3;1.6;8.5;7.7;19.0;2.0;10.5;8.0;8.3;3.1;;;;;4.3;;6.1;12.4;;;23.5;40.8
116;"Alleenstaande; tot 40 jaar";Standaardfout;2010;1.6;0.4;0.6;3.4;0.5;3.1;2.0;2.8;2.0;1.8;1.3;0.1;1.6;0.3;0.8;;;;4.5;4.5;;;;;0.1;1.5;0.2;0.3;2.4;4.6;4.5;3.5;2.9;0.8;2.8;1.4;0.6;1.8;0.0;2.0;0.1;1.4;0.6;2.5;0.1;0.9;0.7;;;;;0.8;;0.8;1.8;;0.2;1.5;1.7
117;"Alleenstaande; tot 40 jaar";Standaardfout;2011;1.7;0.4;0.5;3.5;0.0;3.1;2.1;2.8;1.7;2.1;1.2;0.1;1.7;0.3;0.9;5.4;3.9;4.9;5.3;5.3;;;;;0.1;1.5;0.3;0.4;2.3;4.2;3.9;3.2;3.0;0.8;2.1;0.5;0.9;0.7;0.0;2.1;0.0;1.4;0.4;1.8;0.1;1.0;0.7;;;;;1.0;14.8;0.8;1.4;12.1;0.2;1.6;1.7
118;"Alleenstaande; tot 40 jaar";Standaardfout;2012;1.6;0.4;0.5;3.3;;3.0;1.7;3.0;1.5;2.5;1.2;0.1;1.6;0.3;1.0;5.3;3.0;5.0;5.3;5.3;;;;;0.1;1.4;0.2;0.3;2.1;5.2;5.1;3.8;3.4;1.7;2.9;1.2;1.2;0.7;1.1;2.1;0.1;1.4;0.5;2.1;0.1;0.9;0.8;;;;;1.1;;0.8;1.8;;0.1;1.5;1.7
119;"Alleenstaande; tot 40 jaar";Standaardfout;2013;1.7;0.4;0.5;3.6;;3.2;2.0;2.8;2.2;1.6;0.8;0.1;1.6;0.3;1.2;5.9;4.4;5.0;5.9;5.9;;;;;0.1;1.6;0.3;0.4;2.5;4.9;4.8;3.7;3.2;1.5;2.7;1.4;0.9;1.3;0.9;2.1;0.1;1.4;0.3;1.3;0.1;1.0;0.6;;;;;1.0;;0.9;3.7;;;1.5;1.8
120;"Alleenstaande; 40 tot 65 jaar";Percentages/aantallen;2010;74.9;5.2;6.9;79.0;2.9;13.5;4.6;76.9;6.5;15.2;1.4;7.7;45.7;3.7;8.1;;;;27.9;72.1;;;;;7.6;73.7;2.4;3.2;5.6;52.8;41.6;36.1;24.2;3.5;13.1;4.6;4.3;3.6;0.8;9.7;7.8;27.5;5.8;21.3;7.9;8.0;9.8;85.7;6.7;2.9;4.7;13.7;140.3;8.8;15.6;176.6;7.7;47.1;40.6
121;"Alleenstaande; 40 tot 65 jaar";Percentages/aantallen;2011;75.9;5.2;6.9;77.3;3.0;15.5;4.1;70.5;6.4;19.3;3.7;7.7;47.7;3.5;7.3;80.6;7.0;12.5;40.4;59.6;25.7;38.1;15.9;20.3;7.8;74.7;3.2;4.2;6.6;49.0;44.5;37.1;19.6;2.0;14.3;3.1;3.6;3.7;0.0;16.6;7.9;27.6;5.4;19.9;7.8;8.8;9.9;78.7;13.3;6.3;1.8;12.7;128.9;9.8;18.5;190.6;7.5;51.5;40.5
122;"Alleenstaande; 40 tot 65 jaar";Percentages/aantallen;2012;73.7;4.8;6.5;78.2;3.0;12.3;6.5;70.3;11.0;16.3;2.4;7.7;42.3;3.0;7.1;83.5;7.3;9.2;30.7;69.3;;;;;7.7;75.2;2.1;2.8;2.6;61.4;36.0;40.0;21.5;1.7;13.6;1.4;3.2;2.5;0.0;16.0;7.9;26.2;5.1;19.6;7.9;9.0;10.2;83.4;6.8;3.4;6.5;13.5;132.2;11.3;14.0;126.1;7.4;50.9;39.5
123;"Alleenstaande; 40 tot 65 jaar";Percentages/aantallen;2013;74.9;5.5;7.4;80.2;2.4;15.5;2.0;71.9;8.3;17.0;2.9;7.8;39.3;2.7;6.9;76.6;10.8;12.6;35.4;64.6;;;;;7.9;76.9;2.1;2.7;6.8;50.3;42.8;36.7;23.9;2.0;14.2;2.8;1.3;3.2;0.0;15.9;7.9;24.8;3.8;15.4;8.0;9.0;8.2;80.8;8.7;0.0;10.5;12.9;157.1;7.4;11.4;154.2;7.4;50.7;37.3
124;"Alleenstaande; 40 tot 65 jaar";Standaardfout;2010;1.4;0.5;0.6;2.3;0.9;1.9;1.2;2.3;1.4;2.0;0.7;0.0;1.6;0.6;1.4;;;;3.4;3.4;;;;;0.1;1.5;0.3;0.4;1.8;4.0;3.9;2.9;2.6;1.1;2.0;1.3;1.2;1.1;0.5;1.8;0.0;1.5;0.7;2.1;0.1;0.9;1.0;3.3;2.4;1.6;2.0;1.6;9.0;0.9;3.4;33.9;0.1;1.6;1.6
125;"Alleenstaande; 40 tot 65 jaar";Standaardfout;2011;1.5;0.5;0.7;2.6;1.0;2.2;1.2;2.8;1.5;2.4;1.2;0.1;1.7;0.7;1.5;3.2;2.0;2.7;3.9;3.9;5.5;6.2;4.6;5.1;0.1;1.5;0.3;0.4;1.9;3.8;3.8;2.8;2.3;0.8;2.0;1.0;1.1;1.1;0.0;2.2;0.0;1.5;0.6;2.0;0.1;1.0;1.0;4.0;3.3;2.4;1.3;1.4;6.0;1.0;3.9;34.8;0.1;1.7;1.7
126;"Alleenstaande; 40 tot 65 jaar";Standaardfout;2012;1.5;0.5;0.7;2.5;1.0;2.0;1.5;2.8;1.9;2.3;0.9;0.1;1.7;0.4;0.9;3.0;2.1;2.4;3.8;3.8;;;;;0.1;1.5;0.3;0.3;1.4;4.2;4.1;3.1;2.6;0.8;2.2;0.7;1.1;1.0;;2.3;0.0;1.5;0.5;1.5;0.1;1.0;1.1;3.8;2.6;1.8;2.5;1.7;9.0;1.1;1.6;6.4;0.2;1.8;1.7
127;"Alleenstaande; 40 tot 65 jaar";Standaardfout;2013;1.5;0.6;0.8;2.4;0.9;2.2;0.8;2.7;1.6;2.2;1.0;0.1;1.7;0.5;1.2;3.6;2.7;2.9;4.1;4.1;;;;;0.1;1.5;0.3;0.3;2.3;4.6;4.5;3.4;3.0;1.0;2.5;1.2;0.8;1.2;;2.6;0.1;1.5;0.4;1.2;0.1;1.0;1.0;4.2;3.0;;3.3;1.8;12.3;0.9;1.8;14.5;0.2;1.8;1.7
128;"Alleenstaande; 65 jaar of ouder";Percentages/aantallen;2010;85.4;6.8;8.0;64.2;23.4;10.3;2.0;63.8;14.6;19.8;1.8;7.9;60.5;4.6;7.6;;;;31.5;68.5;16.7;57.4;13.0;13.0;7.9;46.7;1.6;3.5;10.9;44.9;44.2;33.2;24.5;1.7;9.8;2.2;5.8;2.6;0.0;20.1;7.9;31.9;7.8;24.8;8.1;3.7;16.4;60.7;22.6;6.8;9.8;21.4;130.7;11.0;21.2;192.5;7.6;75.1;38.8
129;"Alleenstaande; 65 jaar of ouder";Percentages/aantallen;2011;86.2;6.9;8.1;66.0;22.7;7.3;4.0;65.7;13.9;16.8;3.6;8.0;61.6;3.8;6.2;87.9;0.5;11.0;35.5;64.5;18.0;59.2;9.8;13.1;8.0;46.6;1.8;3.8;12.7;46.4;40.9;37.1;20.0;1.6;10.9;5.1;6.6;2.3;0.0;16.3;8.0;30.2;7.5;25.3;8.1;3.8;14.1;82.2;12.2;3.2;2.4;19.1;134.9;11.5;18.8;163.4;7.6;77.7;38.2
130;"Alleenstaande; 65 jaar of ouder";Percentages/aantallen;2012;83.9;7.2;8.6;66.1;16.6;12.6;4.7;65.1;14.4;18.9;1.6;8.0;58.5;3.2;5.4;90.6;1.2;8.2;30.6;69.4;;;;;8.0;50.1;1.7;3.5;5.3;51.6;43.1;36.5;18.2;1.5;11.7;6.4;3.1;2.0;0.0;20.6;8.0;29.0;6.7;23.2;8.1;5.1;15.0;79.0;12.8;3.9;4.3;19.5;129.9;10.3;15.8;153.6;7.8;79.4;35.7
131;"Alleenstaande; 65 jaar of ouder";Percentages/aantallen;2013;82.1;6.0;7.4;65.5;18.8;13.1;2.6;65.7;10.9;21.1;2.3;8.0;58.7;2.9;4.9;93.2;1.9;5.0;21.8;78.2;;;;;8.1;50.9;1.5;3.0;4.9;55.7;39.4;39.9;21.8;2.7;11.6;3.2;7.4;1.4;0.0;12.0;7.9;31.8;8.3;26.4;8.1;4.5;16.6;75.5;17.1;4.9;2.5;23.1;138.8;10.0;17.6;176.9;7.8;77.2;37.4
132;"Alleenstaande; 65 jaar of ouder";Standaardfout;2010;1.2;0.6;0.6;2.4;2.1;1.5;0.7;2.4;1.8;2.0;0.7;0.0;1.6;0.6;1.0;;;;3.2;3.2;4.6;6.1;4.1;4.1;0.1;1.7;0.2;0.5;3.3;5.3;5.3;3.9;3.6;1.1;2.5;1.2;2.0;1.3;0.0;3.3;0.1;1.6;0.6;1.6;0.1;0.6;1.2;3.6;3.1;1.9;2.2;1.9;5.7;1.0;4.4;35.9;0.1;1.4;1.6
133;"Alleenstaande; 65 jaar of ouder";Standaardfout;2011;1.2;0.6;0.6;2.5;2.3;1.4;1.1;2.6;1.9;2.0;1.0;0.0;1.7;0.4;0.6;2.3;0.5;2.2;3.4;3.4;4.6;5.9;3.6;4.1;0.1;1.8;0.3;0.6;3.7;5.6;5.5;4.3;3.6;1.1;2.8;2.0;2.2;1.3;0.0;3.3;0.1;1.6;0.7;1.8;0.1;0.7;1.2;3.3;2.8;1.5;1.3;2.0;7.5;1.1;3.1;21.9;0.1;1.5;1.7
134;"Alleenstaande; 65 jaar of ouder";Standaardfout;2012;1.3;0.6;0.7;2.5;2.0;1.7;1.1;2.5;1.8;2.1;0.7;0.0;1.7;0.4;0.6;2.3;0.9;2.1;3.6;3.6;;;;;0.1;1.8;0.3;0.6;2.4;5.3;5.2;3.9;3.1;1.0;2.6;2.0;1.4;1.1;;3.3;0.1;1.6;0.6;1.8;0.1;0.8;1.3;3.3;2.7;1.6;1.7;1.8;5.6;1.1;2.1;12.2;0.1;1.4;1.7
135;"Alleenstaande; 65 jaar of ouder";Standaardfout;2013;1.4;0.5;0.6;2.8;2.3;2.0;0.9;2.7;1.8;2.4;0.9;0.0;1.8;0.3;0.6;2.1;1.1;1.8;3.4;3.4;;;;;0.0;1.8;0.2;0.4;2.4;5.5;5.4;4.1;3.4;1.3;2.7;1.5;2.2;1.0;;2.7;0.1;1.7;0.9;2.6;0.1;0.7;1.3;3.4;2.9;1.7;1.2;2.2;6.6;1.1;2.9;21.5;0.1;1.5;1.7
136;Kind < 18 jaar in eenoudergezin;Percentages/aantallen;2010;69.1;3.1;4.4;82.6;0.0;10.4;7.1;83.8;6.9;7.9;1.4;7.8;26.8;1.4;5.3;;;;;;;;;;7.8;84.6;2.1;2.5;0.0;76.0;24.0;49.8;12.7;17.1;7.7;2.9;0.0;0.0;1.7;8.0;8.0;9.9;1.0;;7.5;2.6;4.6;;;;;5.5;;6.9;27.6;;7.5;20.2;29.8
137;Kind < 18 jaar in eenoudergezin;Percentages/aantallen;2011;67.4;3.2;4.7;80.3;0.0;9.3;10.5;86.9;2.2;9.6;1.2;7.7;28.0;1.5;5.2;;;;;;;;;;7.7;83.2;2.2;2.6;1.4;82.5;16.1;55.4;6.8;17.9;9.5;0.0;0.0;1.4;1.5;7.5;8.0;10.5;1.3;;8.0;3.3;4.8;;;;;5.5;114.6;5.8;7.2;124.9;7.5;16.4;30.5
138;Kind < 18 jaar in eenoudergezin;Percentages/aantallen;2012;70.1;2.5;3.6;82.0;1.2;13.1;3.8;83.9;4.6;7.6;3.9;7.9;24.8;1.0;4.0;;;;;;;;;;7.7;84.2;2.1;2.5;3.7;79.0;17.3;56.9;10.5;14.3;13.6;0.9;0.0;1.5;0.0;2.3;7.9;9.0;1.3;;8.6;2.2;1.6;;;;;2.3;;6.2;8.3;;7.4;21.3;29.3
139;Kind < 18 jaar in eenoudergezin;Percentages/aantallen;2013;66.9;2.8;4.2;78.9;0.0;16.3;4.9;87.9;3.2;6.8;2.1;7.9;28.2;1.0;3.5;;;;;;;;;;7.8;87.5;2.3;2.6;1.5;76.8;21.6;47.3;13.9;17.0;8.0;2.9;3.1;0.0;0.0;7.8;7.9;9.5;0.9;;;3.3;2.3;;;;;3.3;;5.7;6.5;;;15.4;28.8
140;Kind < 18 jaar in eenoudergezin;Standaardfout;2010;2.3;0.5;0.7;4.1;0.0;3.3;2.8;4.0;2.7;2.9;1.3;0.1;2.2;0.4;1.4;;;;;;;;;;0.2;1.8;0.4;0.4;0.0;5.1;5.1;4.6;3.1;3.5;2.4;1.5;0.0;0.0;1.2;2.5;0.1;1.5;0.2;;0.3;0.8;1.0;;;;;1.4;;1.3;21.1;;0.3;2.0;2.3
141;Kind < 18 jaar in eenoudergezin;Standaardfout;2011;2.4;0.5;0.7;4.6;0.0;3.3;3.5;3.9;1.7;3.4;1.3;0.1;2.3;0.4;1.3;;;;;;;;;;0.1;1.9;0.4;0.4;1.5;4.7;4.5;4.8;2.5;3.7;2.9;0.0;0.0;1.1;1.2;2.6;0.1;1.6;0.3;;0.2;0.9;1.1;;;;;1.3;8.4;1.2;1.6;9.4;0.2;1.9;2.3
142;Kind < 18 jaar in eenoudergezin;Standaardfout;2012;2.4;0.5;0.7;4.7;1.3;4.1;2.3;4.5;2.5;3.2;2.4;0.1;2.3;0.3;1.1;;;;;;;;;;0.1;1.9;0.5;0.5;2.6;5.6;5.2;5.6;3.5;4.0;3.9;1.1;;1.4;;1.7;0.1;1.5;0.4;;0.2;0.8;0.7;;;;;1.0;;1.3;2.0;;0.2;2.1;2.4
143;Kind < 18 jaar in eenoudergezin;Standaardfout;2013;2.5;0.5;0.8;5.3;;4.8;2.8;4.2;2.3;3.3;1.9;0.1;2.4;0.3;1.1;;;;;;;;;;0.1;1.7;0.4;0.4;1.6;5.6;5.5;5.0;3.5;3.8;2.7;1.7;1.7;;;2.7;0.1;1.5;0.2;;;0.9;0.8;;;;;1.2;;1.2;1.5;;;1.9;2.4
144;Kind >= 18 jaar in eenoudergezin;Percentages/aantallen;2010;63.4;4.5;7.1;;;;;;;;;7.2;27.6;0.7;;;;;;;;;;;7.7;79.4;2.3;2.9;;;;39.1;20.9;3.4;14.6;1.7;1.7;3.2;0.0;15.5;7.6;14.9;1.3;;7.5;;4.1;;;;;4.1;;6.0;9.0;;7.6;19.5;34.3
145;Kind >= 18 jaar in eenoudergezin;Percentages/aantallen;2011;70.8;2.3;3.2;;;;;;;;;7.2;33.3;0.8;2.3;;;;;;;;;;7.6;79.5;1.7;2.1;;;;;;;;;;;;;7.7;19.0;1.7;;7.6;4.1;6.1;;;;;6.1;100.0;5.8;14.9;259.9;7.8;26.3;34.8
146;Kind >= 18 jaar in eenoudergezin;Percentages/aantallen;2012;70.5;4.8;6.8;77.7;0.0;12.4;9.9;88.4;1.7;9.9;0.0;7.3;30.6;1.4;4.7;;;;;;;;;;7.5;83.4;1.4;1.7;;;;;;;;;;;;;7.6;17.5;1.9;;7.8;4.5;2.5;;;;;2.5;;3.0;4.3;;7.8;25.5;29.0
147;Kind >= 18 jaar in eenoudergezin;Percentages/aantallen;2013;65.1;2.4;3.7;;;;;;;;;7.5;29.7;1.2;4.2;;;;;;;;;;7.8;76.5;2.1;2.8;;;;;;;;;;;;;7.5;17.0;2.3;;;4.0;4.4;;;;;5.3;;6.4;10.5;;;25.5;35.6
148;Kind >= 18 jaar in eenoudergezin;Standaardfout;2010;3.5;0.9;1.4;;;;;;;;;0.1;3.3;0.4;;;;;;;;;;;0.2;2.9;0.6;0.8;;;;6.5;5.4;2.4;4.7;1.7;1.7;2.3;0.0;4.8;0.1;2.6;0.3;;0.3;;1.4;;;;;1.4;;1.7;3.0;;0.2;2.9;3.5
149;Kind >= 18 jaar in eenoudergezin;Standaardfout;2011;3.4;0.6;0.8;;;;;;;;;0.1;3.5;0.4;1.2;;;;;;;;;;0.2;3.0;0.5;0.6;;;;;;;;;;;;;0.1;2.9;0.3;;0.2;1.5;1.8;;;;;1.8;0.0;1.7;8.0;121.1;0.2;3.3;3.6
150;Kind >= 18 jaar in eenoudergezin;Standaardfout;2012;3.4;0.9;1.2;5.1;;4.1;3.7;3.9;1.6;3.7;;0.1;3.4;0.5;1.6;;;;;;;;;;0.2;2.8;0.4;0.5;;;;;;;;;;;;;0.1;2.8;0.5;;0.3;1.6;1.2;;;;;1.2;;1.3;1.9;;0.4;3.2;3.4
151;Kind >= 18 jaar in eenoudergezin;Standaardfout;2013;3.3;0.6;0.9;;;;;;;;;0.1;3.2;0.6;2.1;;;;;;;;;;0.2;3.0;0.5;0.7;;;;;;;;;;;;;0.1;2.6;0.6;;;1.4;1.4;;;;;1.8;;1.7;3.4;;;3.0;3.3
152;Kind < 18 jaar in gezin met (echt)paar;Percentages/aantallen;2010;64.2;2.8;4.3;78.9;0.5;11.9;8.8;87.5;3.7;7.5;1.4;7.8;26.1;1.6;5.9;;;;34.1;65.9;29.8;45.7;10.1;14.5;7.9;81.3;2.3;2.9;3.1;80.5;16.5;54.5;8.6;18.9;7.0;2.2;0.1;0.5;0.4;7.9;8.0;9.9;1.3;13.6;8.0;4.5;3.2;85.3;7.8;2.2;4.7;3.7;114.9;6.0;8.3;137.8;7.7;15.7;30.6
