ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;GeboortelandOuders;Perioden;GemiddeldAantalVerzekerdeJarenAOW_1;GemiddeldOpbouwpercentageAOW_2
4138;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;14.0;94.9
4139;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;14.0;94.7
4140;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Totaal;2020;9.0;61.3
4141;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Totaal;2021;9.0;61.2
4142;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Totaal;2022;9.0;60.1
4143;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Totaal;2023;9.0;59.1
4144;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2020;14.0;95.5
4145;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2021;14.0;95.7
4146;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2022;14.0;95.6
4147;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2023;14.0;95.8
4148;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2020;6.0;41.9
4149;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2021;6.0;41.0
4150;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2022;6.0;39.3
4151;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2023;6.0;38.4
4152;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2020;;
4153;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2021;;
4154;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2022;;
4155;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2023;;
4156;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;14.0;95.5
4157;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;14.0;95.7
4158;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;14.0;95.6
4159;Totaal mannen en vrouwen;13100;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;14.0;95.8
4160;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Totaal;2020;12.0;84.0
4161;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Totaal;2021;12.0;84.4
4162;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Totaal;2022;12.0;83.1
4163;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Totaal;2023;12.0;81.8
4164;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in Nederland;2020;15.0;99.9
4165;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in Nederland;2021;15.0;99.9
4166;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in Nederland;2022;15.0;99.9
4167;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in Nederland;2023;15.0;99.9
4168;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren buiten Nederland;2020;6.0;38.9
4169;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren buiten Nederland;2021;6.0;39.4
4170;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren buiten Nederland;2022;5.0;37.5
4171;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren buiten Nederland;2023;5.0;37.2
4172;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouders in NL;2020;15.0;99.9
4173;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouders in NL;2021;15.0;100.0
4174;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouders in NL;2022;15.0;100.0
4175;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouders in NL;2023;15.0;100.0
4176;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;15.0;99.8
4177;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;15.0;99.9
4178;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;15.0;99.9
4179;Totaal mannen en vrouwen;13100;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;15.0;99.9
4180;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Totaal;2020;15.0;99.9
4181;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Totaal;2021;15.0;100.0
4182;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Totaal;2022;15.0;100.0
4183;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Totaal;2023;15.0;100.0
4184;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in Nederland;2020;15.0;99.9
4185;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in Nederland;2021;15.0;100.0
4186;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in Nederland;2022;15.0;100.0
4187;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in Nederland;2023;15.0;100.0
4188;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren buiten Nederland;2020;;
4189;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren buiten Nederland;2021;;
4190;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren buiten Nederland;2022;;
4191;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren buiten Nederland;2023;;
4192;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouders in NL;2020;15.0;99.9
4193;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouders in NL;2021;15.0;100.0
4194;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouders in NL;2022;15.0;100.0
4195;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouders in NL;2023;15.0;100.0
4196;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
4197;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
4198;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
4199;Totaal mannen en vrouwen;13100;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
4200;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Totaal;2020;7.0;48.2
4201;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Totaal;2021;7.0;50.0
4202;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Totaal;2022;7.0;46.8
4203;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Totaal;2023;7.0;46.2
4204;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;14.0;99.8
4205;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;14.0;99.7
4206;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;15.0;99.9
4207;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;15.0;99.9
4208;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;6.0;39.5
4209;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;6.0;40.8
4210;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;5.0;37.8
4211;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;6.0;37.9
4212;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
4213;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
4214;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
4215;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
4216;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;14.0;99.8
4217;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;14.0;99.7
4218;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;15.0;99.9
4219;Totaal mannen en vrouwen;13100;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;15.0;99.9
4220;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Totaal;2020;9.0;60.0
4221;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Totaal;2021;9.0;60.4
4222;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Totaal;2022;9.0;59.2
4223;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Totaal;2023;8.0;57.8
4224;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in Nederland;2020;15.0;99.8
4225;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in Nederland;2021;15.0;99.9
4226;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in Nederland;2022;15.0;99.9
4227;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in Nederland;2023;15.0;99.9
4228;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren buiten Nederland;2020;6.0;38.7
4229;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren buiten Nederland;2021;6.0;38.7
4230;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren buiten Nederland;2022;5.0;37.3
4231;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren buiten Nederland;2023;5.0;36.8
4232;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;
4233;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;
4234;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2022;;
4235;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2023;;
4236;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;15.0;99.8
4237;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;15.0;99.9
4238;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;15.0;99.9
4239;Totaal mannen en vrouwen;13100;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;15.0;99.9
4240;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Totaal;2020;11.0;72.9
4241;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Totaal;2021;11.0;72.9
4242;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Totaal;2022;10.0;71.9
4243;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Totaal;2023;10.0;70.9
4244;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in Nederland;2020;14.0;99.8
4245;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in Nederland;2021;14.0;99.8
4246;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in Nederland;2022;14.0;99.8
4247;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in Nederland;2023;14.0;99.8
4248;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren buiten Nederland;2020;4.0;29.7
4249;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren buiten Nederland;2021;4.0;30.0
4250;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren buiten Nederland;2022;4.0;29.4
4251;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren buiten Nederland;2023;4.0;29.7
4252;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2020;14.0;99.9
4253;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2021;14.0;99.9
4254;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2022;14.0;99.9
4255;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2023;14.0;99.9
4256;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;14.0;99.1
4257;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;14.0;99.3
4258;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;14.0;99.3
4259;Totaal mannen en vrouwen;13100;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;14.0;99.6
4260;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Totaal;2020;14.0;99.9
4261;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Totaal;2021;14.0;99.9
4262;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Totaal;2022;14.0;99.9
4263;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Totaal;2023;14.0;99.9
4264;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in Nederland;2020;14.0;99.9
4265;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in Nederland;2021;14.0;99.9
4266;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in Nederland;2022;14.0;99.9
4267;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in Nederland;2023;14.0;99.9
4268;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren buiten Nederland;2020;;
4269;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren buiten Nederland;2021;;
4270;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren buiten Nederland;2022;;
4271;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren buiten Nederland;2023;;
4272;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2020;14.0;99.9
4273;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2021;14.0;99.9
4274;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2022;14.0;99.9
4275;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2023;14.0;99.9
4276;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
4277;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
4278;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
4279;Totaal mannen en vrouwen;13100;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
4280;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2020;4.0;30.8
4281;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2021;5.0;31.2
4282;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2022;4.0;30.6
4283;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2023;4.0;30.8
4284;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;14.0;98.9
4285;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;14.0;99.1
4286;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;14.0;99.1
4287;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;14.0;99.3
4288;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;4.0;25.0
4289;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;4.0;25.4
4290;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;4.0;25.0
4291;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;4.0;25.3
4292;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
4293;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
4294;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
4295;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
4296;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;14.0;98.9
4297;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;14.0;99.1
4298;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;14.0;99.1
4299;Totaal mannen en vrouwen;13100;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;14.0;99.3
4300;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Totaal;2020;8.0;55.6
4301;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Totaal;2021;8.0;56.1
4302;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Totaal;2022;8.0;55.6
4303;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Totaal;2023;8.0;55.3
4304;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2020;14.0;99.2
4305;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2021;14.0;99.4
4306;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2022;14.0;99.4
4307;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2023;14.0;99.6
4308;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2020;5.0;36.0
4309;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2021;5.0;35.9
4310;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2022;5.0;35.6
4311;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2023;5.0;35.7
4312;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;
4313;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;
4314;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2022;;
4315;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2023;;
4316;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;14.0;99.2
4317;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;14.0;99.4
4318;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;14.0;99.4
4319;Totaal mannen en vrouwen;13100;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;14.0;99.6
4320;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Totaal;2020;12.0;76.8
4321;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Totaal;2021;12.0;76.4
4322;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Totaal;2022;12.0;75.6
4323;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Totaal;2023;12.0;74.9
4324;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2020;15.0;97.9
4325;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2021;15.0;97.9
4326;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2022;15.0;98.0
4327;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2023;15.0;98.0
4328;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2020;6.0;35.7
4329;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2021;6.0;35.6
4330;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2022;5.0;34.0
4331;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2023;5.0;33.4
4332;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2020;15.0;98.4
4333;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2021;15.0;98.5
4334;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2022;15.0;98.5
4335;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2023;15.0;98.6
4336;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2020;15.0;95.2
4337;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2021;15.0;95.2
4338;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2022;15.0;95.5
4339;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2023;15.0;95.4
4340;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Totaal;2020;15.0;98.4
4341;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Totaal;2021;15.0;98.5
4342;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Totaal;2022;15.0;98.5
4343;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Totaal;2023;15.0;98.6
4344;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2020;15.0;98.4
4345;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2021;15.0;98.5
4346;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2022;15.0;98.5
4347;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2023;15.0;98.6
4348;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2020;;
4349;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2021;;
4350;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2022;;
4351;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2023;;
4352;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2020;15.0;98.4
4353;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2021;15.0;98.5
4354;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2022;15.0;98.5
4355;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2023;15.0;98.6
4356;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
4357;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
4358;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
4359;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
4360;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2020;6.0;36.4
4361;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2021;6.0;36.7
4362;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2022;5.0;35.3
4363;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2023;5.0;35.2
4364;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2020;15.0;94.6
4365;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2021;15.0;94.4
4366;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2022;15.0;95.0
4367;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2023;15.0;94.6
4368;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2020;5.0;29.5
4369;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2021;5.0;30.0
4370;Totaal mannen en vrouwen;13200;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2022;4.0;28.7
