ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
4841;A-U All economic activities;50 to 249 employed persons;Total ;1 Lower education;2018;316.0;233.0;13.4;27.4;26.5
4842;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2010;;;;;
4843;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2011;;;;;
4844;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2012;;;;;
4845;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2013;617.0;487.0;16.5;29.0;28.4
4846;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2014;614.0;483.0;16.3;28.9;28.3
4847;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2015;628.0;494.0;16.5;29.0;28.4
4848;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2016;643.0;506.0;16.5;28.9;28.3
4849;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2017;656.0;520.0;16.6;29.2;28.5
4850;A-U All economic activities;50 to 249 employed persons;Total ;2 Intermediate education;2018;655.0;523.0;17.2;30.1;29.4
4851;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2010;;;;;
4852;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2011;;;;;
4853;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2012;;;;;
4854;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2013;444.0;370.0;25.2;30.0;29.8
4855;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2014;452.0;377.0;25.1;30.1;30.0
4856;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2015;460.0;384.0;25.6;30.3;30.1
4857;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2016;471.0;396.0;25.4;30.4;30.2
4858;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2017;488.0;410.0;25.8;30.6;30.5
4859;A-U All economic activities;50 to 249 employed persons;Total ;3 Higher education;2018;526.0;442.0;26.0;31.4;31.2
4860;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2010;256.0;152.0;8.37;23.5;23.0
4861;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2011;252.0;146.0;8.47;23.0;22.5
4862;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2012;246.0;141.0;8.72;22.8;22.3
4863;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2013;240.0;141.0;8.68;23.9;23.4
4864;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2014;236.0;139.0;8.64;23.9;23.3
4865;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2015;235.0;136.0;8.68;23.5;23.0
4866;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2016;228.0;130.0;8.53;23.0;22.5
4867;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2017;230.0;131.0;8.54;23.0;22.5
4868;A-U All economic activities;50 to 249 employed persons;Total ;Low (among lowest 30 percent);2018;237.0;135.0;8.94;22.9;22.4
4869;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2010;832.0;684.0;16.7;32.4;31.5
4870;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2011;853.0;696.0;16.8;32.2;31.3
4871;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2012;838.0;684.0;17.3;32.3;31.4
4872;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2013;803.0;655.0;17.7;32.4;31.5
4873;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2014;801.0;651.0;17.6;32.3;31.4
4874;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2015;816.0;664.0;17.9;32.3;31.4
4875;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2016;834.0;679.0;17.9;32.4;31.5
4876;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2017;854.0;695.0;17.9;32.5;31.6
4877;A-U All economic activities;50 to 249 employed persons;Total ;Wage: middle;2018;866.0;712.0;18.4;32.8;31.9
4878;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2010;348.0;307.0;33.1;33.8;33.6
4879;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2011;361.0;319.0;33.6;34.0;33.7
4880;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2012;352.0;311.0;34.4;34.0;33.7
4881;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2013;343.0;301.0;34.9;33.9;33.6
4882;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2014;349.0;309.0;34.9;34.1;33.8
4883;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2015;353.0;313.0;35.9;34.2;34.0
4884;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2016;369.0;328.0;35.7;34.4;34.1
4885;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2017;383.0;341.0;35.9;34.4;34.2
4886;A-U All economic activities;50 to 249 employed persons;Total ;High (among highest 20 percent);2018;394.0;351.0;36.7;34.5;34.3
4887;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2010;1340.0;1063.0;20.2;31.0;30.3
4888;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2011;1362.0;1075.0;20.5;30.9;30.2
4889;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2012;1331.0;1049.0;21.1;30.9;30.2
4890;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2013;1286.0;1015.0;21.3;31.1;30.4
4891;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2014;1285.0;1014.0;21.5;31.0;30.4
4892;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2015;1295.0;1022.0;22.0;31.1;30.4
4893;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2016;1319.0;1043.0;22.1;31.2;30.5
4894;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2017;1344.0;1064.0;22.3;31.3;30.6
4895;A-U All economic activities;50 to 249 employed persons;Total ;Dutch;2018;1362.0;1082.0;22.9;31.4;30.8
4896;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2010;5.0;4.0;24.3;33.4;32.8
4897;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2011;5.0;4.0;24.6;33.2;32.5
4898;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2012;5.0;5.0;25.8;33.1;32.4
4899;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2013;5.0;4.0;26.6;33.5;32.9
4900;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2014;5.0;4.0;26.2;33.4;32.8
4901;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2015;5.0;4.0;27.1;33.3;32.8
4902;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2016;5.0;4.0;26.7;33.3;32.8
4903;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2017;5.0;5.0;27.2;33.2;32.7
4904;A-U All economic activities;50 to 249 employed persons;Total ;Belgian;2018;4.0;4.0;26.2;33.0;32.5
4905;A-U All economic activities;50 to 249 employed persons;Total ;British;2010;6.0;5.0;28.7;35.8;35.4
4906;A-U All economic activities;50 to 249 employed persons;Total ;British;2011;6.0;5.0;29.9;35.5;35.0
4907;A-U All economic activities;50 to 249 employed persons;Total ;British;2012;6.0;5.0;30.8;35.3;34.9
4908;A-U All economic activities;50 to 249 employed persons;Total ;British;2013;5.0;5.0;30.7;35.6;35.2
4909;A-U All economic activities;50 to 249 employed persons;Total ;British;2014;5.0;4.0;32.8;35.4;34.9
4910;A-U All economic activities;50 to 249 employed persons;Total ;British;2015;5.0;5.0;34.3;35.3;34.9
4911;A-U All economic activities;50 to 249 employed persons;Total ;British;2016;6.0;5.0;33.8;35.5;35.2
4912;A-U All economic activities;50 to 249 employed persons;Total ;British;2017;6.0;5.0;32.3;35.3;34.9
4913;A-U All economic activities;50 to 249 employed persons;Total ;British;2018;6.0;5.0;32.0;35.3;34.9
4914;A-U All economic activities;50 to 249 employed persons;Total ;German;2010;14.0;12.0;16.5;34.6;33.0
4915;A-U All economic activities;50 to 249 employed persons;Total ;German;2011;14.0;12.0;17.5;34.6;33.0
4916;A-U All economic activities;50 to 249 employed persons;Total ;German;2012;13.0;11.0;18.8;34.7;33.3
4917;A-U All economic activities;50 to 249 employed persons;Total ;German;2013;11.0;9.0;20.4;35.3;33.9
4918;A-U All economic activities;50 to 249 employed persons;Total ;German;2014;10.0;9.0;21.2;35.1;33.8
4919;A-U All economic activities;50 to 249 employed persons;Total ;German;2015;10.0;9.0;22.4;35.0;33.8
4920;A-U All economic activities;50 to 249 employed persons;Total ;German;2016;10.0;9.0;23.2;35.3;34.1
4921;A-U All economic activities;50 to 249 employed persons;Total ;German;2017;10.0;9.0;23.3;35.1;33.9
4922;A-U All economic activities;50 to 249 employed persons;Total ;German;2018;8.0;7.0;25.6;33.7;32.9
4923;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2010;1.0;1.0;23.5;38.4;38.3
4924;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2011;2.0;1.0;24.2;38.5;38.3
4925;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2012;1.0;1.0;23.5;38.4;38.2
4926;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2013;1.0;1.0;;;
4927;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2014;1.0;1.0;26.7;38.5;38.3
4928;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2015;1.0;1.0;27.3;38.8;38.6
4929;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2016;1.0;1.0;25.8;38.7;38.6
4930;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2017;2.0;2.0;26.7;38.6;38.5
4931;A-U All economic activities;50 to 249 employed persons;Total ;Indian;2018;2.0;2.0;27.4;38.4;38.3
4932;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2010;27.0;22.0;10.9;33.7;32.0
4933;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2011;31.0;25.0;11.1;34.0;32.0
4934;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2012;34.0;28.0;11.5;33.8;31.9
4935;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2013;24.0;20.0;12.3;35.1;33.1
4936;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2014;27.0;23.0;12.1;35.6;33.4
4937;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2015;28.0;23.0;12.6;35.5;33.4
4938;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2016;28.0;24.0;12.9;35.7;33.6
4939;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2017;31.0;27.0;13.2;36.1;34.1
4940;A-U All economic activities;50 to 249 employed persons;Total ;Polish;2018;36.0;31.0;13.6;36.4;34.4
4941;A-U All economic activities;50 to 249 employed persons;Total ;Other;2010;43.0;35.0;18.9;32.5;31.7
4942;A-U All economic activities;50 to 249 employed persons;Total ;Other;2011;46.0;38.0;19.5;32.8;31.9
4943;A-U All economic activities;50 to 249 employed persons;Total ;Other;2012;46.0;38.0;20.1;32.9;32.0
4944;A-U All economic activities;50 to 249 employed persons;Total ;Other;2013;54.0;44.0;19.0;33.5;32.5
4945;A-U All economic activities;50 to 249 employed persons;Total ;Other;2014;54.0;45.0;19.6;33.7;32.7
4946;A-U All economic activities;50 to 249 employed persons;Total ;Other;2015;59.0;49.0;20.3;33.7;32.7
4947;A-U All economic activities;50 to 249 employed persons;Total ;Other;2016;61.0;51.0;19.9;34.0;32.9
4948;A-U All economic activities;50 to 249 employed persons;Total ;Other;2017;68.0;56.0;19.7;33.9;32.9
4949;A-U All economic activities;50 to 249 employed persons;Total ;Other;2018;79.0;66.0;20.5;34.4;33.3
4950;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2010;;;;;
4951;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2011;;;;;
4952;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2012;236.0;207.0;21.9;35.4;34.5
4953;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2013;197.0;174.0;22.0;36.2;35.2
4954;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2014;225.0;199.0;22.0;35.9;34.9
4955;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2015;250.0;219.0;22.3;35.6;34.6
4956;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2016;248.0;219.0;22.5;35.9;34.8
4957;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2017;276.0;243.0;22.7;35.8;34.8
4958;A-U All economic activities;50 to 249 employed persons;Domestic control;Total;2018;300.0;264.0;23.0;35.8;34.8
4959;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2010;;;;;
4960;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2011;;;;;
4961;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2012;55.0;43.0;16.6;31.5;30.6
4962;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2013;46.0;36.0;16.4;31.7;30.9
4963;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2014;56.0;43.0;16.7;31.6;30.7
4964;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2015;70.0;54.0;16.7;31.1;30.2
4965;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2016;69.0;54.0;17.0;32.0;31.2
4966;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2017;82.0;65.0;17.2;32.0;31.1
4967;A-U All economic activities;50 to 249 employed persons;Domestic control;Specified time;2018;93.0;74.0;17.5;32.1;31.3
4968;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2010;;;;;
4969;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2011;;;;;
4970;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2012;180.0;163.0;23.3;36.7;35.7
4971;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2013;150.0;138.0;23.4;37.6;36.5
4972;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2014;170.0;155.0;23.4;37.3;36.3
4973;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2015;179.0;165.0;24.0;37.4;36.3
4974;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2016;179.0;164.0;24.2;37.3;36.2
4975;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2017;193.0;178.0;24.6;37.4;36.3
4976;A-U All economic activities;50 to 249 employed persons;Domestic control;Unspecified time;2018;206.0;190.0;25.0;37.4;36.4
4977;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2010;;;;;
4978;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2011;;;;;
4979;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2012;0.0;0.0;;;
4980;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2013;0.0;0.0;;;
4981;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2014;0.0;0.0;;;
4982;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2015;0.0;0.0;;;
4983;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2016;0.0;0.0;;;
4984;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2017;1.0;1.0;;;
4985;A-U All economic activities;50 to 249 employed persons;Domestic control;Other;2018;1.0;1.0;;;
4986;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2010;;;;;
4987;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2011;;;;;
4988;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2012;175.0;162.0;22.9;37.8;36.6
4989;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2013;148.0;138.0;22.9;38.6;37.3
4990;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2014;169.0;158.0;22.9;38.3;37.0
4991;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2015;186.0;173.0;23.2;38.1;36.8
4992;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2016;184.0;172.0;23.4;38.3;37.0
4993;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2017;204.0;189.0;23.7;38.1;36.8
4994;A-U All economic activities;50 to 249 employed persons;Domestic control;Male;2018;221.0;205.0;23.9;38.0;36.8
4995;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2010;;;;;
4996;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2011;;;;;
4997;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2012;61.0;44.0;18.2;28.6;28.3
4998;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2013;49.0;36.0;18.5;29.1;28.8
4999;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2014;56.0;41.0;18.7;28.8;28.5
5000;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2015;64.0;46.0;18.8;28.5;28.2
5001;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2016;64.0;47.0;18.9;28.8;28.6
5002;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2017;72.0;54.0;19.2;29.2;29.0
5003;A-U All economic activities;50 to 249 employed persons;Domestic control;Female;2018;79.0;59.0;19.6;29.4;29.2
5004;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2010;;;;;
5005;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2011;;;;;
5006;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2012;81.0;66.0;16.4;32.8;32.0
5007;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2013;66.0;54.0;16.2;33.6;32.8
5008;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2014;76.0;62.0;16.2;33.3;32.4
5009;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2015;86.0;70.0;16.3;32.7;31.9
5010;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2016;84.0;70.0;16.4;33.5;32.7
5011;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2017;98.0;81.0;16.7;33.3;32.5
5012;A-U All economic activities;50 to 249 employed persons;Domestic control;15 to 34 years;2018;111.0;92.0;17.0;33.4;32.6
5013;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2010;;;;;
5014;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2011;;;;;
5015;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2012;120.0;111.0;24.5;37.2;36.2
5016;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2013;100.0;93.0;24.6;37.9;36.8
5017;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2014;113.0;105.0;24.7;37.7;36.6
5018;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2015;121.0;112.0;25.3;37.5;36.4
5019;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2016;120.0;111.0;25.4;37.5;36.4
5020;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2017;129.0;119.0;25.9;37.5;36.4
5021;A-U All economic activities;50 to 249 employed persons;Domestic control;35 to 54 years;2018;139.0;128.0;26.1;37.6;36.5
5022;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2010;;;;;
5023;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2011;;;;;
5024;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2012;34.0;30.0;24.6;35.4;34.4
5025;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2013;31.0;27.0;24.7;36.2;35.1
5026;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2014;37.0;32.0;24.6;35.9;34.8
5027;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2015;42.0;37.0;24.8;36.1;34.9
5028;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2016;44.0;38.0;25.1;36.0;34.8
5029;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2017;49.0;43.0;25.3;36.1;34.9
5030;A-U All economic activities;50 to 249 employed persons;Domestic control;55 years or older;2018;50.0;44.0;26.4;36.0;34.9
5031;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2010;;;;;
5032;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2011;;;;;
5033;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2012;;;;;
5034;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2013;52.0;44.0;15.0;33.6;32.2
5035;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2014;59.0;50.0;15.3;33.2;31.9
5036;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2015;63.0;52.0;15.3;32.0;30.6
5037;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2016;61.0;51.0;15.4;32.9;31.5
5038;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2017;62.0;52.0;15.1;32.2;30.9
5039;A-U All economic activities;50 to 249 employed persons;Domestic control;1 Lower education;2018;68.0;56.0;15.2;32.5;31.2
5040;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2010;;;;;
5041;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2011;;;;;
5042;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2012;;;;;
5043;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2013;93.0;82.0;17.8;34.7;33.8
5044;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2014;108.0;95.0;17.8;34.7;33.7
5045;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2015;121.0;106.0;17.8;33.8;32.8
5046;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2016;121.0;107.0;18.0;34.3;33.3
5047;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2017;134.0;118.0;17.7;33.8;32.8
5048;A-U All economic activities;50 to 249 employed persons;Domestic control;2 Intermediate education;2018;146.0;128.0;18.1;34.7;33.7
5049;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2010;;;;;
5050;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2011;;;;;
5051;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2012;;;;;
5052;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2013;52.0;47.0;27.3;35.2;34.9
5053;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2014;58.0;53.0;28.1;35.4;35.1
5054;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2015;66.0;61.0;28.0;35.4;35.1
5055;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2016;66.0;61.0;28.1;35.5;35.3
5056;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2017;80.0;73.0;27.2;34.9;34.7
5057;A-U All economic activities;50 to 249 employed persons;Domestic control;3 Higher education;2018;87.0;80.0;28.0;35.7;35.4
5058;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2010;;;;;
5059;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2011;;;;;
5060;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2012;30.0;18.0;8.49;24.2;23.7
5061;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2013;26.0;17.0;8.62;28.1;27.4
5062;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2014;29.0;18.0;8.43;26.4;25.8
5063;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2015;35.0;22.0;8.49;25.7;25.1
5064;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2016;31.0;20.0;8.34;26.0;25.5
5065;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2017;35.0;22.0;8.31;25.9;25.3
5066;A-U All economic activities;50 to 249 employed persons;Domestic control;Low (among lowest 30 percent);2018;40.0;25.0;8.71;25.5;24.9
5067;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2010;;;;;
5068;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2011;;;;;
5069;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2012;144.0;130.0;17.4;36.8;35.6
5070;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2013;120.0;109.0;17.7;37.2;35.9
5071;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2014;138.0;125.0;17.6;37.2;35.8
5072;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2015;152.0;137.0;17.9;37.0;35.6
5073;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2016;152.0;137.0;17.9;37.1;35.7
5074;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2017;167.0;151.0;18.0;37.0;35.7
5075;A-U All economic activities;50 to 249 employed persons;Domestic control;Wage: middle;2018;182.0;165.0;18.4;37.1;35.8
5076;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2010;;;;;
5077;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2011;;;;;
5078;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2012;62.0;58.0;36.2;37.6;37.2
5079;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2013;51.0;48.0;36.9;37.8;37.4
5080;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2014;58.0;56.0;36.8;37.8;37.4
5081;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2015;63.0;60.0;37.5;37.7;37.3
5082;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2016;65.0;62.0;37.3;37.8;37.4
5083;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2017;74.0;70.0;37.6;37.5;37.2
5084;A-U All economic activities;50 to 249 employed persons;Domestic control;High (among highest 20 percent);2018;78.0;74.0;38.1;37.8;37.5
5085;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2010;;;;;
5086;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2011;;;;;
5087;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2012;223.0;195.0;22.0;35.4;34.4
5088;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2013;186.0;164.0;22.1;36.1;35.1
5089;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2014;212.0;187.0;22.1;35.9;34.8
5090;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2015;234.0;204.0;22.5;35.6;34.5
5091;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2016;232.0;205.0;22.6;35.8;34.8
5092;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2017;256.0;225.0;22.9;35.6;34.7
5093;A-U All economic activities;50 to 249 employed persons;Domestic control;Dutch;2018;274.0;241.0;23.3;35.7;34.7
